Time	[IIa]	[VIII]	[VIIIa]	[APC_PS]	[IX]	[IXa]	[XIa]	[XI]	[XIIa]	[VII]	[VIIa]	[X]	[Xa]	[IXa_VIIIa]	[V]	[Va]	[II]	[F]	[Fg]	[DP]	[P]	[XF]	[XIII]	[Pg]	[APC]	[IIa_Tmod]	[PC]	[Tmod]	[TF]	[VIIa_TF]	[VII_TF]	[Xa_TFPI]	[TFPI]	[PS]	[VKH2]	[Va_Xa]	[CA]	[XII]	[K]	[ATIII_Heparin]	[Xa_ATIII_Heparin]	[VK]	[C_warf]	[VKO]	[Pk]	[FDP]	[D]	[TAT]	[VIIa_TF_Xa_TFPI]	[XIIIa]	[IIa_ATIII_Heparin]	[A_warf]	[IXa_ATIII_Heparin]	[VK_p]	Values[Integral_Fibrin]
45	2.59136e-23	0.642936	-2.91164e-14	5.9665e-18	54.6222	-1.66449e-22	-3.84503e-24	30.278	0	7.68918	-1.52985e-24	92.5439	4.06871e-23	-3.0146e-32	22.7324	-1.44027e-19	598.398	0.00447289	6717.62	127.112	0.000220235	66.4917	15.8242	1965.05	-5.96618e-18	-8.59386e-23	40.4497	44.9225	0	-1.03525e-25	0	-1.17942e-23	2.5	153.141	0.0779513	9.22197e-31	0	229.313	0	0	0	0.780486	0	0.0777617	418.38	61.6612	65.4503	0.00873151	7.58071e-46	6.18829e-13	0	0	0	1.91835	430.529
46	1.27784e-22	0.646151	4.13613e-14	6.60758e-18	55.0576	7.5253e-22	5.77406e-24	30.3086	0	7.70129	9.84166e-24	93.3171	-1.34999e-22	1.20876e-31	22.8994	1.59803e-19	603.26	0.00425411	6786.35	124.588	0.000210449	63.2479	16.02	1974.27	-6.4674e-18	1.03988e-22	40.7583	45.1701	0	4.44648e-25	0	2.77697e-23	2.5	154.462	0.0779726	-3.94637e-30	0	231.051	0	0	0	0.780622	0	0.0778026	419.922	62.2806	62.3075	0.00714876	-4.43906e-46	3.10846e-13	0	0	0	1.96319	430.534
47	-1.97829e-21	0.649186	1.60112e-13	-1.41611e-16	55.481	-2.62829e-21	1.48447e-22	30.3364	0	7.71225	-3.2663e-23	94.0772	7.23309e-22	-5.14111e-31	23.0594	8.21339e-19	608.078	0.00404605	6852.97	122.194	0.000201048	60.1624	16.215	1983.05	1.40891e-16	5.49974e-22	41.0525	45.4057	0	-1.76216e-24	0	-2.3019e-22	2.5	155.763	0.0779922	1.56044e-29	0	232.768	0	0	0	0.780751	0	0.0778394	421.389	62.8807	59.3131	0.00585291	-3.1887e-46	1.56558e-13	0	0	0	2.008	430.538
48	5.14075e-21	0.652049	-3.14543e-13	3.51784e-16	55.8929	6.86236e-21	-5.18864e-22	30.3615	0	7.72219	8.62962e-23	94.8243	-1.95239e-21	9.00539e-31	23.2126	-1.28918e-18	612.849	0.00384819	6917.54	119.923	0.000192024	57.2275	16.4094	1991.4	-3.50268e-16	-1.06605e-21	41.3328	45.6297	0	4.7618e-24	0	6.25961e-22	2.5	157.043	0.0780104	-4.21698e-29	0	234.464	0	0	0	0.780875	0	0.0778725	422.785	63.4621	56.4606	0.00479196	1.71753e-44	7.86763e-14	0	0	0	2.0528	430.542
49	9.54519e-26	0.654751	-7.81641e-16	-3.24461e-21	56.2934	-2.23844e-23	-7.99727e-25	30.3842	0	7.73121	-1.71567e-26	95.5586	8.08473e-25	-3.872e-33	23.3594	-1.77826e-21	617.576	0.00366003	6980.12	117.769	0.000183365	54.4357	16.6031	1999.34	6.29717e-23	-1.82124e-24	41.6	45.8429	0	-7.62807e-26	0	-3.51955e-25	2.5	158.304	0.0780274	-2.36771e-29	0	236.141	0	0	0	0.780995	0	0.0779024	424.112	64.0256	53.7432	0.00392332	7.70758e-47	3.94333e-14	0	0	0	2.09759	430.546
50	2.3823e-25	0.657301	6.86395e-16	1.29267e-21	56.6829	6.44022e-24	6.52158e-25	30.4047	0	7.73939	1.33452e-25	96.2803	-8.37977e-25	9.15816e-34	23.5	2.21236e-21	622.258	0.00348109	7040.78	115.726	0.000175061	51.7802	16.796	2006.89	-5.82639e-22	1.83238e-24	41.8547	46.0456	0	-5.38079e-26	0	1.02483e-24	2.5	159.544	0.0780433	2.9841e-30	0	237.797	0	0	0	0.781109	0	0.0779296	425.375	64.5715	51.1549	0.00321215	-1.80818e-47	1.97824e-14	0	0	0	2.14236	430.549
51	3.67819e-26	0.659707	-1.18393e-16	-1.25201e-22	57.0616	2.65639e-25	-1.10913e-25	30.4233	0	7.74682	-9.25598e-27	96.9896	3.30045e-25	-2.50642e-34	23.6347	-3.67677e-22	626.896	0.00331092	7099.58	113.79	0.000167101	49.2543	16.9883	2014.08	-7.23206e-23	-3.09493e-25	42.0974	46.2385	0	9.94077e-27	0	-1.19271e-25	2.5	160.765	0.0780583	5.42121e-31	0	239.434	0	0	0	0.781221	0	0.0779544	426.576	65.1006	48.6896	0.00262988	5.66151e-48	9.91407e-15	0	0	0	2.18711	430.552
52	2.34905e-27	0.661978	-1.6334e-17	-3.57293e-23	57.4299	-1.52625e-25	-1.6669e-26	30.4401	0	7.75358	-8.45423e-27	97.6867	2.52347e-26	-1.50833e-35	23.7637	-5.15566e-23	631.489	0.00314909	7156.57	111.955	0.000159474	46.8516	17.1799	2020.92	2.53531e-23	-4.38132e-26	42.3286	46.4219	0	9.38885e-28	0	-3.59169e-26	2.5	161.967	0.0780724	9.91862e-32	0	241.051	0	0	0	0.781328	0	0.0779771	427.718	65.6134	46.3417	0.00215316	6.04516e-49	4.97058e-15	0	0	0	2.23185	430.556
53	-6.79976e-28	0.66412	5.0606e-17	8.35659e-23	57.7881	5.83537e-25	4.61048e-26	30.4553	0	7.75972	1.35745e-26	98.3718	-3.73533e-26	5.57636e-35	23.8873	1.71421e-22	636.039	0.00299518	7211.81	110.216	0.000152169	44.5661	17.3707	2027.42	-4.16564e-23	1.37454e-25	42.549	46.5964	0	-2.88746e-27	0	7.5465e-26	2.5	163.15	0.0780859	-2.85327e-31	0	242.649	0	0	0	0.781434	0	0.077998	428.805	66.1103	44.1057	0.00176286	-1.36858e-48	2.49263e-15	0	0	0	2.27657	430.559
54	1.47824e-26	0.666142	6.42527e-17	5.96366e-22	58.1363	1.32145e-24	6.0823e-26	30.4691	0	7.76532	1.96937e-26	99.0451	3.53771e-26	4.9776e-35	24.0057	2.15758e-22	640.545	0.0028488	7265.35	108.568	0.000145175	42.3922	17.561	2033.6	-5.58357e-22	1.75019e-25	42.759	46.7624	0	-1.77658e-27	0	1.0239e-25	2.5	164.313	0.0780987	-8.97642e-32	0	244.227	0	0	0	0.781536	0	0.0780172	429.838	66.592	41.9764	0.00144331	-1.10734e-48	1.2516e-15	0	0	0	2.32128	430.562
55	2.13388e-26	0.66805	3.45989e-17	1.48856e-21	58.4749	7.77201e-25	4.09468e-26	30.4815	0	7.77043	4.06025e-27	99.7068	7.86671e-27	4.96383e-35	24.1191	8.84571e-23	645.008	0.0027096	7317.24	107.008	0.000138482	40.3243	17.7505	2039.49	-1.44039e-21	8.74579e-26	42.9592	46.9203	0	-1.94172e-27	0	5.75241e-26	2.5	165.459	0.0781109	-6.58241e-32	0	245.787	0	0	0	0.781637	0	0.0780352	430.822	67.0588	39.9489	0.00118168	-9.41194e-49	6.27774e-16	0	0	0	2.36597	430.564
56	1.04314e-26	0.66985	-5.32854e-18	7.26987e-22	58.8041	9.3369e-26	-5.12019e-27	30.4928	0	7.7751	-1.34637e-27	100.357	1.77162e-26	-5.9378e-36	24.2277	-1.71365e-23	649.429	0.0025772	7367.55	105.53	0.000132078	38.3573	17.9393	2045.08	-7.33991e-22	-1.4249e-26	43.1499	47.0705	0	3.86537e-28	0	-2.29585e-27	2.5	166.586	0.0781227	-1.24336e-32	0	247.328	0	0	0	0.781735	0	0.0780519	431.757	67.5112	38.0183	0.000967479	9.47314e-50	3.15632e-16	0	0	0	2.41064	430.567
57	-1.47697e-27	0.671549	-4.33022e-18	5.39374e-23	59.1242	-1.20143e-25	-3.76907e-27	30.503	0	7.77937	-6.31383e-28	100.996	-6.87679e-27	-2.90894e-36	24.3318	-1.59746e-23	653.807	0.00245129	7416.3	104.13	0.000125953	36.4862	18.1275	2050.41	-5.42397e-23	-1.21583e-26	43.3317	47.2134	0	1.34985e-28	0	-6.49944e-27	2.5	167.696	0.0781341	1.48068e-32	0	248.851	0	0	0	0.781832	0	0.0780675	432.647	67.9498	36.1802	0.000792105	6.69441e-50	1.5836e-16	0	0	0	2.45529	430.57
58	3.40893e-27	0.673152	-7.69784e-19	-7.26883e-22	59.4355	1.26943e-25	-4.09098e-27	30.5122	0	7.78328	-1.39054e-27	101.624	2.01321e-26	-4.51603e-36	24.4314	8.83839e-24	658.143	0.00233154	7463.56	102.805	0.000120097	34.7065	18.315	2055.47	7.11089e-22	5.8761e-28	43.5049	47.3493	0	1.4768e-28	0	-6.70929e-28	2.5	168.788	0.0781451	-4.61503e-33	0	250.356	0	0	0	0.781928	0	0.0780823	433.493	68.3748	34.4301	0.000648521	5.99754e-50	7.96374e-17	0	0	0	2.49993	430.572
59	1.77907e-27	0.674665	2.61575e-17	3.54297e-21	59.7381	2.78052e-25	3.38413e-26	30.5206	0	7.78688	7.65436e-27	102.241	-2.03431e-26	2.74273e-35	24.5269	5.94273e-23	662.437	0.00221765	7509.37	101.551	0.000114498	33.0136	18.5018	2060.29	-3.48842e-21	6.48566e-26	43.6701	47.4786	0	-1.53833e-27	0	4.25092e-26	2.5	169.862	0.0781559	-8.53696e-32	0	251.843	0	0	0	0.782022	0	0.0780962	434.298	68.7869	32.764	0.000530965	-5.25427e-49	4.02409e-17	0	0	0	2.54455	430.574
60	1.16066e-26	0.676093	9.67153e-17	3.26349e-20	60.0323	1.1584e-24	1.23308e-25	30.5282	0	7.79018	3.1387e-26	102.848	-3.52026e-26	8.65769e-35	24.6184	2.26522e-22	666.69	0.00210933	7553.77	100.364	0.000109149	31.4032	18.6879	2064.87	-3.23448e-20	2.41682e-25	43.8274	47.6016	0	-4.89843e-27	0	1.51539e-25	2.5	170.92	0.0781663	-1.62453e-31	0	253.312	0	0	0	0.782115	0	0.0781095	435.064	69.1863	31.1779	0.000434718	-1.60922e-48	2.02204e-17	0	0	0	2.58915	430.576
61	5.07618e-26	0.67744	1.20867e-16	1.19555e-19	60.3184	2.63173e-24	1.5483e-25	30.535	0	7.79323	3.66118e-26	103.443	1.14567e-25	9.92211e-35	24.706	2.81547e-22	670.903	0.0020063	7596.81	99.2415	0.000104037	29.8714	18.8734	2069.23	-1.18768e-19	3.02014e-25	43.9774	47.7185	0	-5.87006e-27	0	2.07139e-25	2.5	171.961	0.0781765	-1.89822e-31	0	254.763	0	0	0	0.782207	0	0.0781222	435.792	69.5734	29.668	0.000355917	-1.96443e-48	1.01736e-17	0	0	0	2.63374	430.579
62	-1.7249e-25	0.678711	-7.07946e-16	-3.38844e-19	60.5966	-1.15991e-23	-8.87543e-25	30.5412	0	7.79605	-2.22165e-25	104.029	-1.88417e-25	-5.78776e-34	24.7899	-1.71296e-21	675.074	0.00190832	7638.52	98.1795	9.91552e-05	28.4144	19.0582	2073.38	3.36385e-19	-1.78296e-24	44.1204	47.8298	0	3.3806e-26	0	-1.13943e-24	2.5	172.985	0.0781865	1.09128e-30	0	256.198	0	0	0	0.782299	0	0.0781343	436.485	69.9487	28.2307	0.0002914	1.03099e-47	5.15263e-18	0	0	0	2.6783	430.58
63	-2.2005e-24	0.679911	-3.65506e-15	-6.91252e-18	60.8671	-9.6935e-23	-5.05979e-24	30.5468	0	7.79866	-1.1002e-24	104.604	-5.06529e-24	-3.23898e-33	24.8703	-7.21714e-21	679.206	0.00181513	7678.95	97.1751	9.44928e-05	27.0284	19.2423	2077.32	6.86655e-18	-8.83053e-24	44.2567	47.9356	0	1.92289e-25	0	-6.82733e-24	2.5	173.993	0.0781963	6.32027e-30	0	257.615	0	0	0	0.782389	0	0.078146	437.144	70.3126	26.8626	0.000238579	5.52611e-47	2.58325e-18	0	0	0	2.72285	430.582
64	-1.18518e-23	0.681043	-8.26815e-15	-5.79057e-17	61.1301	-3.91159e-22	-1.49019e-23	30.5518	0	7.80109	-2.46956e-24	105.17	-2.77828e-23	-9.09679e-33	24.9473	-4.39603e-21	683.298	0.00172649	7718.14	96.2256	9.00413e-05	25.7101	19.4258	2081.08	5.75041e-17	-1.72e-23	44.3866	48.0363	0	6.01738e-25	0	-2.11536e-23	2.5	174.984	0.0782059	1.97861e-29	0	259.015	0	0	0	0.78248	0	0.0781573	437.771	70.6652	25.5603	0.000195332	9.73084e-47	1.29839e-18	0	0	0	2.76739	430.584
65	-5.96452e-25	0.682111	1.25691e-14	-7.26171e-17	61.3858	1.6548e-22	1.24552e-23	30.5564	0	7.80335	3.41422e-24	105.726	4.70989e-24	2.34505e-32	25.0211	4.21343e-20	687.35	0.00164219	7756.12	95.3279	8.5792e-05	24.456	19.6086	2084.64	7.20312e-17	3.44148e-23	44.5105	48.1321	0	-4.11901e-25	0	1.62167e-23	2.5	175.961	0.0782155	-1.35494e-29	0	260.398	0	0	0	0.782569	0	0.0781682	438.368	71.0071	24.3208	0.000159924	-1.41265e-45	6.60018e-19	0	0	0	2.8119	430.586
66	3.1806e-22	0.683119	3.63251e-14	2.67106e-15	61.6345	8.04734e-21	2.22106e-22	30.5606	0	7.80546	1.87829e-23	106.272	6.69472e-22	2.41404e-31	25.0917	-5.25726e-19	691.363	0.001562	7792.94	94.4796	8.17364e-05	23.2632	19.7908	2088.04	-2.6492e-15	-5.14568e-23	44.6286	48.2232	0	-1.00888e-23	0	3.3359e-22	2.5	176.921	0.0782248	-3.3149e-28	0	261.765	0	0	0	0.782658	0	0.0781788	438.935	71.3385	23.1411	0.000130935	-8.71183e-45	3.25523e-19	0	0	0	2.8564	430.587
67	4.00155e-22	0.68407	-2.45428e-14	3.48877e-15	61.8763	7.91504e-21	1.48802e-22	30.5643	0	7.80744	-1.52553e-23	106.808	7.30213e-22	2.26706e-31	25.1594	-6.82847e-19	695.338	0.00148574	7828.63	93.6781	7.78663e-05	22.1285	19.9723	2091.27	-3.4705e-15	-2.07732e-22	44.7412	48.3098	0	-9.04437e-24	0	2.49984e-22	2.5	177.867	0.0782341	-2.9717e-28	0	263.116	0	0	0	0.782746	0	0.0781892	439.475	71.6598	22.0183	0.000107201	-3.85931e-44	1.62731e-19	0	0	0	2.90088	430.589
68	9.5806e-22	0.684968	-2.09292e-13	8.43109e-15	62.1114	1.31344e-20	5.33195e-23	30.5677	0	7.8093	-1.08812e-22	107.336	1.38683e-21	-1.86321e-35	25.2243	-1.59472e-18	699.275	0.00141321	7863.21	92.9209	7.41739e-05	21.0491	20.1531	2094.34	-8.41376e-15	-7.83557e-22	44.8486	48.3923	0	-1.31312e-23	0	2.14433e-22	2.5	178.797	0.0782433	-4.31378e-28	0	264.451	0	0	0	0.782835	0	0.0781993	439.988	71.9713	20.9496	8.77685e-05	-6.91342e-44	8.06675e-20	0	0	0	2.94535	430.59
69	-2.18628e-25	0.685815	-2.24351e-15	9.06333e-19	62.34	-2.17303e-23	-2.47211e-24	30.5708	0	7.81105	-1.04329e-24	107.854	1.3414e-25	-4.69991e-34	25.2864	-6.67947e-21	703.173	0.00134422	7896.74	92.2058	7.06514e-05	20.0225	20.3333	2097.27	-9.39848e-19	-5.96964e-24	44.951	48.4707	0	3.32923e-26	0	-4.05364e-24	2.5	179.712	0.0782524	1.79955e-30	0	265.769	0	0	0	0.782922	0	0.0782093	440.476	72.2732	19.9326	7.18588e-05	2.96406e-46	4.14213e-20	0	0	0	2.98979	430.592
70	2.59757e-25	0.686614	7.45514e-16	-2.74087e-19	62.5624	9.9976e-24	8.70306e-25	30.5736	0	7.81271	2.43301e-25	108.363	4.30902e-25	1.81574e-34	25.3459	2.0581e-21	707.034	0.0012786	7929.23	91.5307	6.72918e-05	19.0459	20.5129	2100.05	2.90955e-19	1.94643e-24	45.0487	48.5453	0	-1.455e-26	0	1.4486e-24	2.5	180.613	0.0782615	1.60703e-30	0	267.072	0	0	0	0.78301	0	0.078219	440.941	72.5659	18.9648	5.88331e-05	-1.20718e-46	2.0778e-20	0	0	0	3.03422	430.593
71	-1.20599e-25	0.687369	-1.19915e-15	1.31774e-19	62.7786	-1.28661e-23	-1.37423e-24	30.5761	0	7.81428	-5.12433e-25	108.864	-1.07598e-25	-2.75658e-34	25.4029	-3.39227e-21	710.858	0.00121618	7960.72	90.8934	6.40878e-05	18.1169	20.6918	2102.69	-1.55294e-19	-3.14944e-24	45.1419	48.6162	0	1.99172e-26	0	-2.20166e-24	2.5	181.5	0.0782705	-1.35172e-30	0	268.36	0	0	0	0.783097	0	0.0782286	441.383	72.8497	18.0437	4.81684e-05	1.80846e-46	1.042e-20	0	0	0	3.07863	430.594
72	-4.259e-26	0.688081	1.61158e-19	1.01566e-19	62.9888	-2.33991e-25	-5.23872e-27	30.5784	0	7.81578	4.12056e-27	109.356	-2.87387e-26	-2.57423e-36	25.4575	2.20047e-23	714.646	0.00115682	7991.24	90.2919	6.10326e-05	17.2333	20.8701	2105.21	-1.01657e-19	5.52535e-27	45.2308	48.6837	0	2.90935e-28	0	-2.15088e-26	2.5	182.373	0.0782794	6.67756e-32	0	269.632	0	0	0	0.783184	0	0.0782381	441.803	73.1248	17.1671	3.94369e-05	1.77251e-48	5.22441e-21	0	0	0	3.12303	430.595
73	-1.01824e-25	0.688752	1.56854e-16	1.09026e-19	63.1933	8.11238e-25	1.47774e-25	30.5804	0	7.8172	5.72853e-26	109.839	-9.42938e-26	3.48141e-35	25.5098	5.75316e-22	718.396	0.00110035	8020.83	89.7245	5.81198e-05	16.3927	21.0477	2107.6	-1.05882e-19	4.43482e-25	45.3157	48.7479	0	-1.50783e-27	0	2.09743e-25	2.5	183.232	0.0782883	1.93248e-31	0	270.889	0	0	0	0.783271	0	0.0782475	442.203	73.3915	16.333	3.22882e-05	-1.58814e-47	2.62123e-21	0	0	0	3.16741	430.597
74	8.74115e-24	0.689386	3.02173e-16	-2.96884e-17	63.3921	3.93055e-23	1.53573e-24	30.5823	0	7.81857	6.75629e-25	110.314	2.59696e-24	6.775e-34	25.5599	-3.90367e-21	722.111	0.00104665	8049.5	89.1893	5.53429e-05	15.5932	21.2247	2109.88	2.9696e-17	-3.40026e-25	45.3966	48.809	0	-4.7317e-26	0	4.79055e-24	2.5	184.077	0.0782971	-1.15474e-30	0	272.131	0	0	0	0.783358	0	0.0782567	442.583	73.65	15.5393	2.64354e-05	-4.39153e-46	1.29517e-21	0	0	0	3.21176	430.598
75	1.07315e-22	0.689984	-1.34174e-14	-4.28572e-16	63.5855	2.73488e-22	-3.37948e-25	30.584	0	7.81988	2.20211e-24	110.781	2.40861e-23	3.95025e-33	25.6078	-9.90216e-20	725.79	0.000995563	8077.29	88.6846	5.2696e-05	14.8326	21.401	2112.04	4.28048e-16	-4.98123e-23	45.4739	48.8671	0	-2.91564e-25	0	2.72517e-23	2.5	184.909	0.0783059	-1.33324e-29	0	273.358	0	0	0	0.783444	0	0.0782659	442.945	73.9006	14.784	2.16435e-05	-2.72755e-45	2.40507e-22	0	0	0	3.25611	430.599
76	8.64065e-24	0.690548	-4.89294e-15	-6.47866e-17	63.7736	-4.23236e-23	-5.48712e-24	30.5855	0	7.82114	-8.21286e-25	111.239	-2.73404e-24	-1.15525e-32	25.6538	-1.42437e-20	729.433	0.000946975	8104.22	88.2089	5.01732e-05	14.1092	21.5768	2114.1	6.47548e-17	-1.29449e-23	45.5476	48.9223	0	5.19732e-26	0	-5.63915e-24	2.5	185.727	0.0783147	2.35169e-30	0	274.57	0	0	0	0.78353	0	0.078275	443.289	74.1436	14.0653	1.77202e-05	2.53157e-47	-2.60417e-22	0	0	0	3.30043	430.6
77	1.67732e-25	0.691081	1.13141e-15	-2.78297e-17	63.9566	2.54291e-23	3.4053e-24	30.5869	0	7.82236	5.126e-25	111.69	1.17618e-24	-3.86442e-33	25.6978	-7.66818e-21	733.041	0.000900759	8130.33	87.7605	4.77689e-05	13.421	21.7518	2116.06	2.72652e-17	3.23563e-25	45.6181	48.9749	0	-2.52613e-26	0	2.86195e-24	2.5	186.533	0.0783234	-1.16878e-30	0	275.768	0	0	0	0.783617	0	0.078284	443.616	74.3791	13.3814	1.45081e-05	-1.86991e-46	-6.07806e-22	0	0	0	3.34474	430.601
78	1.03658e-24	0.691584	-1.12916e-15	2.73763e-17	64.1345	-1.59661e-23	-2.96073e-24	30.5881	0	7.82354	-4.98605e-25	112.133	-1.28189e-25	3.81629e-33	25.74	5.72913e-21	736.615	0.000856801	8155.63	87.3381	4.54778e-05	12.7664	21.9263	2117.93	-2.68874e-17	-7.8565e-25	45.6853	49.0249	0	1.60104e-26	0	-2.05694e-24	2.5	187.326	0.0783321	7.08087e-31	0	276.952	0	0	0	0.783703	0	0.0782929	443.927	74.6075	12.7306	1.18782e-05	1.37224e-47	-5.04133e-22	0	0	0	3.38903	430.601
79	-3.33986e-25	0.692058	1.68677e-16	2.8499e-17	64.3076	4.8897e-24	9.07725e-25	30.5893	0	7.82468	2.36768e-25	112.569	-3.08206e-25	-1.57408e-33	25.7804	-3.38507e-21	740.154	0.000814989	8180.15	86.9403	4.32948e-05	12.1438	22.1001	2119.7	-2.84451e-17	-5.01078e-25	45.7495	49.0724	0	-2.73752e-27	0	4.97089e-25	2.5	188.106	0.0783408	-1.44529e-31	0	278.121	0	0	0	0.783789	0	0.0783018	444.224	74.8288	12.1114	9.72506e-06	-2.53096e-47	-8.90299e-23	0	0	0	3.4333	430.602
80	5.91979e-26	0.692505	9.12457e-17	3.25091e-17	64.4759	-8.89029e-25	-1.02682e-25	30.5903	0	7.82579	-7.56623e-26	112.996	1.17663e-25	2.10777e-34	25.8191	1.36872e-21	743.66	0.000775219	8203.91	86.5657	4.12149e-05	11.5515	22.2733	2121.39	-3.21917e-17	5.10895e-25	45.8108	49.1177	0	-4.90267e-28	0	-6.37321e-27	2.5	188.874	0.0783495	-6.21642e-32	0	279.277	0	0	0	0.783874	0	0.0783107	444.505	75.0434	11.5223	7.96221e-06	3.49696e-47	-1.50138e-22	0	0	0	3.47755	430.603
81	-8.57252e-27	0.692928	-5.52187e-17	3.14635e-17	64.6397	1.02343e-25	-9.97236e-27	30.5912	0	7.82688	2.28813e-26	113.417	-9.92959e-27	7.35867e-35	25.8562	-4.3716e-22	747.131	0.00073739	8226.94	86.2132	3.92335e-05	10.9881	22.4459	2122.99	-3.12057e-17	-2.13552e-25	45.8694	49.1607	0	3.63682e-28	0	-2.54786e-26	2.5	189.63	0.0783581	2.38515e-33	0	280.419	0	0	0	0.78396	0	0.0783195	444.773	75.2514	10.9617	6.51891e-06	-2.20177e-47	-3.93231e-23	0	0	0	3.52179	430.604
82	3.64275e-29	0.693326	1.89952e-17	3.03237e-17	64.799	-5.05834e-26	1.90773e-28	30.592	0	7.82794	-1.00995e-26	113.83	-5.71845e-27	-4.54908e-35	25.8917	1.67265e-22	750.57	0.000701408	8249.26	85.8815	3.73459e-05	10.4521	22.6179	2124.52	-3.0036e-17	7.75769e-26	45.9254	49.2016	0	-1.1542e-28	0	5.53958e-27	2.5	190.374	0.0783668	-2.04035e-33	0	281.547	0	0	0	0.784046	0	0.0783283	445.028	75.4531	10.4284	5.33724e-06	1.07126e-47	-1.20062e-23	0	0	0	3.56601	430.605
83	6.76227e-28	0.693702	-1.98079e-17	-3.1984e-18	64.954	-9.09447e-26	-1.62674e-26	30.5928	0	7.82898	5.10587e-27	114.237	6.49853e-27	6.25323e-35	25.9257	-9.00986e-23	753.975	0.000667183	8270.89	85.5695	3.5548e-05	9.94236	22.7892	2125.97	3.17468e-18	-6.03352e-26	45.9789	49.2406	0	2.03345e-28	0	-1.72266e-26	2.5	191.106	0.0783754	8.14123e-33	0	282.662	0	0	0	0.784131	0	0.0783371	445.271	75.6486	9.9209	4.36976e-06	-9.84212e-48	-2.43538e-23	0	0	0	3.61021	430.605
84	-1.46275e-27	0.694057	1.03513e-17	-6.75552e-17	65.1047	1.87615e-25	2.06116e-26	30.5935	0	7.82999	1.15276e-27	114.636	-7.5435e-27	-4.93401e-35	25.9583	-1.60396e-23	757.348	0.000634629	8291.85	85.2762	3.38355e-05	9.45745	22.96	2127.35	6.69088e-17	1.61459e-26	46.0301	49.2776	0	-1.74142e-28	0	1.79496e-26	2.5	191.826	0.078384	-5.47423e-32	0	283.763	0	0	0	0.784217	0	0.0783458	445.501	75.8381	9.43807	3.57766e-06	6.51188e-48	1.00008e-24	0	0	0	3.6544	430.606
85	6.00862e-28	0.694392	-2.15272e-18	-1.57901e-16	65.2514	-1.12014e-25	-9.72412e-27	30.5941	0	7.83099	-2.06392e-27	115.028	3.43491e-27	1.42871e-35	25.9895	3.13367e-23	760.688	0.000603664	8312.17	85.0005	3.22045e-05	8.99618	23.1301	2128.66	1.56326e-16	3.45732e-27	46.079	49.3128	0	8.94444e-29	0	-7.83818e-27	2.5	192.536	0.0783926	5.9842e-33	0	284.851	0	0	0	0.784302	0	0.0783545	445.721	76.0218	8.97869	2.92914e-06	-2.53301e-48	-4.8094e-24	0	0	0	3.69856	430.607
86	6.10255e-30	0.694708	2.00967e-19	-3.22171e-16	65.3941	4.14583e-26	3.18151e-27	30.5947	0	7.83198	1.10316e-27	115.414	-1.0519e-27	-1.08824e-36	26.0194	-1.45926e-23	763.996	0.00057421	8331.86	84.7415	3.06512e-05	8.55741	23.2996	2129.91	3.18668e-16	-3.16352e-27	46.1258	49.3463	0	-3.27623e-29	0	2.41309e-27	2.5	193.234	0.0784012	-1.40364e-32	0	285.927	0	0	0	0.784388	0	0.0783632	445.929	76.1999	8.54162	2.39818e-06	7.58448e-49	-2.45293e-24	0	0	0	3.74271	430.607
87	2.55959e-29	0.695006	-6.11546e-20	-3.86705e-17	65.5329	-1.22835e-26	-1.03327e-27	30.5952	0	7.83295	-4.28805e-28	115.793	3.47795e-28	4.11945e-37	26.0481	4.76366e-24	767.273	0.000546194	8350.94	84.4983	2.9172e-05	8.14004	23.4685	2131.1	3.92213e-17	1.04335e-27	46.1705	49.3782	0	1.50596e-29	0	-7.53765e-28	2.5	193.921	0.0784097	-3.34616e-32	0	286.989	0	0	0	0.784473	0	0.0783718	446.128	76.3725	8.12579	1.96347e-06	-2.03181e-49	5.62899e-25	0	0	0	3.78685	430.608
88	1.68646e-29	0.695288	6.30096e-20	-9.21504e-18	65.668	7.22904e-27	5.6878e-28	30.5956	0	7.8339	2.26852e-28	116.165	-1.12567e-28	-1.9606e-37	26.0755	-2.37943e-24	770.518	0.000519545	8369.43	84.27	2.77635e-05	7.74303	23.6368	2132.23	8.74271e-18	-4.59528e-28	46.2133	49.4085	0	-4.83355e-30	0	3.27578e-28	2.5	194.597	0.0784183	-1.63485e-32	0	288.039	0	0	0	0.784558	0	0.0783804	446.317	76.5398	7.73017	1.60755e-06	1.07419e-49	-1.2229e-24	0	0	0	3.83096	430.608
89	8.78818e-30	0.695553	5.51453e-20	2.35023e-17	65.7994	-1.77121e-27	-3.70686e-28	30.596	0	7.83485	-2.04479e-28	116.531	3.64756e-28	-2.47962e-37	26.1018	2.3822e-24	773.732	0.000494198	8387.35	84.0558	2.64223e-05	7.36539	23.8045	2133.31	-2.30007e-17	6.85774e-28	46.2543	49.4374	0	1.96026e-29	0	-1.54284e-28	2.5	195.262	0.0784269	-1.40431e-32	0	289.076	0	0	0	0.784644	0	0.0783891	446.496	76.702	7.35377	1.31615e-06	-1.1719e-50	7.83281e-26	0	0	0	3.87506	430.609
