Time	[CRP]	[CRPsiteI_crp]	[CRPsiteII_crp]	[CRPsite_cyaA]	[CRPsite_genome]	[CRPsite_ptsGp1]	[CRPsite_ptsGp2]	[CRPsite_ptsHp0]	[CRPsite_ptsHp1]	[CRPsite_ptsIp0]	[CRPsite_ptsIp1]	[CRPsite_mlcp1]	[CRPsite_mlcp2]	[Mlc]	[Mlcsite_mlcp1]	[Mlcsite_mlcp2]	[Mlcsite_ptsGp1]	[Mlcsite_ptsGp2]	[Mlcsite_ptsHp0]	[Mlcsite_ptsIp0]	[CRP_cAMP]	[CRP_cAMP_CRPsiteI_crp]	[CRP_cAMP_CRPsiteII_crp]	[CRP_cAMP_CRPsite_cyaA]	[CRP_cAMP_CRPsite_genome]	[CRP_cAMP_CRPsite_ptsGp1]	[CRP_cAMP_CRPsite_ptsGp2]	[CRP_cAMP_CRPsite_ptsHp0]	[CRP_cAMP_CRPsite_ptsHp1]	[CRP_cAMP_CRPsite_ptsIp0]	[CRP_cAMP_CRPsite_ptsIp1]	[CRP_cAMP_CRPsite_mlcp1]	[CRP_cAMP_CRPsite_mlcp2]	[Mlc_Mlcsite_ptsGp1]	[Mlc_Mlcsite_ptsGp2]	[Mlc_Mlcsite_ptsIp0]	[Mlc_Mlcsite_ptsHp0]	[Mlc_Mlcsite_mlcp1]	[Mlc_Mlcsite_mlcp2]	[IICB]	[IICB_Mlc]	[CYA]	[IIA_P]	[IIA_P_CYA]	[mRNA_cyaA]	[mRNA_crp]	[mRNA_ptsG]	[mRNA_ptsH]	[mRNA_ptsI]	[mRNA_crr]	[mRNA_mlc]	[IICB_P]	[IIA]	[HPr_P]	[HPr]	[EI_P]	[EI]	[cAMP]	[cyaA]	[cyaA_basal]	[crp]	[crp_basal]	[ptsGp1]	[ptsGp2]	[ptsHp0]	[ptsHp1]	[ptsIp0]	[ptsIp1]	[crr]	[mlcp1]	[mlcp2]	[Pyr]	[PEP]	[Glc6P]	[Glucose]	[ATP]
64	5.43002e-06	7.4149e-11	1.90296e-10	3.09885e-11	3.66778e-09	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	5.50656e-10	2.42671e-10	2.4282e-10	2.18892e-10	2.18892e-10	2.18892e-10	2.18892e-10	1.02575e-07	1.68849e-10	5.27028e-11	2.12015e-10	3.76222e-09	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	2.41068e-11	2.41068e-11	2.41068e-11	2.41068e-11	3.24716e-13	1.80509e-13	4.29272e-05	1.65467e-07	1.49643e-06	7.0211e-06	7.37678e-09	1.36023e-08	5.03472e-08	4.56621e-07	1.14353e-07	1.00595e-08	9.38609e-07	1.51013e-09	7.13146e-06	9.62258e-05	7.61451e-07	1.18158e-05	2.43614e-07	8.62782e-07	4.72499e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
65	5.43006e-06	7.41487e-11	1.90296e-10	3.09883e-11	3.66777e-09	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	5.50653e-10	2.42671e-10	2.4282e-10	2.18892e-10	2.18892e-10	2.18892e-10	2.18892e-10	1.02575e-07	1.68849e-10	5.2703e-11	2.12015e-10	3.76223e-09	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	2.41067e-11	2.41067e-11	2.41067e-11	2.41067e-11	3.24714e-13	1.80508e-13	4.29274e-05	1.65467e-07	1.49641e-06	7.02121e-06	7.37693e-09	1.36022e-08	5.03474e-08	4.56623e-07	1.14354e-07	1.00596e-08	9.38609e-07	1.51013e-09	7.13163e-06	9.62257e-05	7.61473e-07	1.18159e-05	2.43617e-07	8.62794e-07	4.72498e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
66	5.4301e-06	7.41485e-11	1.90296e-10	3.09882e-11	3.66776e-09	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	5.5065e-10	2.42671e-10	2.4282e-10	2.18892e-10	2.18892e-10	2.18892e-10	2.18892e-10	1.02576e-07	1.6885e-10	5.27033e-11	2.12015e-10	3.76224e-09	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	2.41066e-11	2.41066e-11	2.41066e-11	2.41066e-11	3.24712e-13	1.80507e-13	4.29276e-05	1.65467e-07	1.4964e-06	7.02132e-06	7.37708e-09	1.36021e-08	5.03475e-08	4.56625e-07	1.14354e-07	1.00597e-08	9.38609e-07	1.51013e-09	7.13179e-06	9.62256e-05	7.61494e-07	1.1816e-05	2.4362e-07	8.62806e-07	4.72497e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
67	5.43014e-06	7.41482e-11	1.90296e-10	3.0988e-11	3.66775e-09	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	1.19955e-10	5.50647e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.02576e-07	1.6885e-10	5.27035e-11	2.12015e-10	3.76225e-09	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	1.23045e-10	2.41065e-11	2.41065e-11	2.41065e-11	2.41065e-11	3.24711e-13	1.80506e-13	4.29279e-05	1.65467e-07	1.49638e-06	7.02143e-06	7.37723e-09	1.36021e-08	5.03477e-08	4.56627e-07	1.14355e-07	1.00598e-08	9.38609e-07	1.51013e-09	7.13194e-06	9.62255e-05	7.61513e-07	1.18162e-05	2.43622e-07	8.62817e-07	4.72497e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
68	5.43017e-06	7.41479e-11	1.90295e-10	3.09879e-11	3.66774e-09	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	5.50644e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.02577e-07	1.6885e-10	5.27037e-11	2.12015e-10	3.76226e-09	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	2.41064e-11	2.41064e-11	2.41064e-11	2.41064e-11	3.24709e-13	1.80505e-13	4.29281e-05	1.65467e-07	1.49637e-06	7.02153e-06	7.37737e-09	1.3602e-08	5.03479e-08	4.56628e-07	1.14356e-07	1.00598e-08	9.38609e-07	1.51013e-09	7.13208e-06	9.62254e-05	7.61532e-07	1.18163e-05	2.43625e-07	8.62828e-07	4.72496e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
69	5.4302e-06	7.41477e-11	1.90295e-10	3.09877e-11	3.66774e-09	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	5.50642e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.02577e-07	1.6885e-10	5.27039e-11	2.12015e-10	3.76226e-09	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	2.41063e-11	2.41063e-11	2.41063e-11	2.41063e-11	3.24708e-13	1.80504e-13	4.29283e-05	1.65467e-07	1.49635e-06	7.02163e-06	7.3775e-09	1.36019e-08	5.0348e-08	4.5663e-07	1.14357e-07	1.00599e-08	9.38609e-07	1.51013e-09	7.13222e-06	9.62253e-05	7.6155e-07	1.18164e-05	2.43627e-07	8.62838e-07	4.72495e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
70	5.43023e-06	7.41474e-11	1.90295e-10	3.09876e-11	3.66773e-09	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	5.50639e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.02578e-07	1.68851e-10	5.27041e-11	2.12015e-10	3.76227e-09	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	2.41062e-11	2.41062e-11	2.41062e-11	2.41062e-11	3.24706e-13	1.80504e-13	4.29285e-05	1.65467e-07	1.49634e-06	7.02172e-06	7.37763e-09	1.36019e-08	5.03482e-08	4.56631e-07	1.14357e-07	1.006e-08	9.38609e-07	1.51013e-09	7.13235e-06	9.62252e-05	7.61568e-07	1.18165e-05	2.4363e-07	8.62848e-07	4.72495e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
71	5.43026e-06	7.41472e-11	1.90295e-10	3.09875e-11	3.66772e-09	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	1.19954e-10	5.50637e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.02578e-07	1.68851e-10	5.27043e-11	2.12016e-10	3.76228e-09	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	1.23046e-10	2.41061e-11	2.41061e-11	2.41061e-11	2.41061e-11	3.24705e-13	1.80503e-13	4.29287e-05	1.65467e-07	1.49632e-06	7.02181e-06	7.37775e-09	1.36018e-08	5.03483e-08	4.56633e-07	1.14358e-07	1.006e-08	9.38609e-07	1.51013e-09	7.13248e-06	9.62251e-05	7.61584e-07	1.18166e-05	2.43632e-07	8.62857e-07	4.72494e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
72	5.43029e-06	7.4147e-11	1.90295e-10	3.09874e-11	3.66771e-09	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	5.50635e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.02579e-07	1.68851e-10	5.27044e-11	2.12016e-10	3.76229e-09	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	2.4106e-11	2.4106e-11	2.4106e-11	2.4106e-11	3.24703e-13	1.80502e-13	4.29288e-05	1.65467e-07	1.49631e-06	7.02189e-06	7.37787e-09	1.36017e-08	5.03485e-08	4.56634e-07	1.14358e-07	1.00601e-08	9.38609e-07	1.51013e-09	7.1326e-06	9.6225e-05	7.616e-07	1.18167e-05	2.43634e-07	8.62866e-07	4.72494e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
73	5.43032e-06	7.41468e-11	1.90294e-10	3.09873e-11	3.6677e-09	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	5.50632e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.02579e-07	1.68851e-10	5.27046e-11	2.12016e-10	3.7623e-09	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	2.41059e-11	2.41059e-11	2.41059e-11	2.41059e-11	3.24702e-13	1.80501e-13	4.2929e-05	1.65467e-07	1.4963e-06	7.02198e-06	7.37798e-09	1.36017e-08	5.03486e-08	4.56636e-07	1.14359e-07	1.00601e-08	9.38609e-07	1.51013e-09	7.13272e-06	9.6225e-05	7.61616e-07	1.18168e-05	2.43636e-07	8.62874e-07	4.72494e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
74	5.43034e-06	7.41466e-11	1.90294e-10	3.09872e-11	3.6677e-09	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	5.5063e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.0258e-07	1.68851e-10	5.27048e-11	2.12016e-10	3.7623e-09	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	2.41058e-11	2.41058e-11	2.41058e-11	2.41058e-11	3.24701e-13	1.80501e-13	4.29292e-05	1.65467e-07	1.49629e-06	7.02205e-06	7.37809e-09	1.36016e-08	5.03487e-08	4.56637e-07	1.14359e-07	1.00602e-08	9.38609e-07	1.51013e-09	7.13283e-06	9.62249e-05	7.6163e-07	1.18169e-05	2.43638e-07	8.62883e-07	4.72493e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
75	5.43037e-06	7.41464e-11	1.90294e-10	3.09871e-11	3.66769e-09	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	1.19953e-10	5.50628e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.0258e-07	1.68852e-10	5.27049e-11	2.12016e-10	3.76231e-09	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	1.23047e-10	2.41058e-11	2.41058e-11	2.41058e-11	2.41058e-11	3.247e-13	1.805e-13	4.29293e-05	1.65467e-07	1.49628e-06	7.02213e-06	7.37819e-09	1.36015e-08	5.03488e-08	4.56638e-07	1.1436e-07	1.00602e-08	9.38609e-07	1.51013e-09	7.13293e-06	9.62248e-05	7.61644e-07	1.1817e-05	2.4364e-07	8.6289e-07	4.72493e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
76	5.43039e-06	7.41462e-11	1.90294e-10	3.0987e-11	3.66768e-09	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	5.50627e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.0258e-07	1.68852e-10	5.27051e-11	2.12016e-10	3.76232e-09	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	2.41057e-11	2.41057e-11	2.41057e-11	2.41057e-11	3.24699e-13	1.805e-13	4.29295e-05	1.65467e-07	1.49627e-06	7.0222e-06	7.37829e-09	1.36015e-08	5.0349e-08	4.5664e-07	1.1436e-07	1.00603e-08	9.38609e-07	1.51013e-09	7.13303e-06	9.62247e-05	7.61657e-07	1.18171e-05	2.43642e-07	8.62898e-07	4.72492e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
77	5.43041e-06	7.4146e-11	1.90294e-10	3.09869e-11	3.66768e-09	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	5.50625e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.02581e-07	1.68852e-10	5.27052e-11	2.12016e-10	3.76232e-09	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	2.41056e-11	2.41056e-11	2.41056e-11	2.41056e-11	3.24698e-13	1.80499e-13	4.29296e-05	1.65467e-07	1.49626e-06	7.02227e-06	7.37838e-09	1.36014e-08	5.03491e-08	4.56641e-07	1.14361e-07	1.00603e-08	9.38609e-07	1.51013e-09	7.13313e-06	9.62247e-05	7.6167e-07	1.18171e-05	2.43644e-07	8.62905e-07	4.72492e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
78	5.43044e-06	7.41459e-11	1.90294e-10	3.09868e-11	3.66767e-09	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	5.50623e-10	2.42671e-10	2.4282e-10	2.18893e-10	2.18893e-10	2.18893e-10	2.18893e-10	1.02581e-07	1.68852e-10	5.27053e-11	2.12016e-10	3.76233e-09	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	2.41056e-11	2.41056e-11	2.41056e-11	2.41056e-11	3.24697e-13	1.80498e-13	4.29297e-05	1.65467e-07	1.49625e-06	7.02234e-06	7.37847e-09	1.36014e-08	5.03492e-08	4.56642e-07	1.14361e-07	1.00604e-08	9.38609e-07	1.51013e-09	7.13322e-06	9.62246e-05	7.61682e-07	1.18172e-05	2.43645e-07	8.62912e-07	4.72492e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
79	5.43046e-06	7.41457e-11	1.90294e-10	3.09867e-11	3.66766e-09	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	5.50622e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02581e-07	1.68852e-10	5.27055e-11	2.12016e-10	3.76234e-09	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	2.41055e-11	2.41055e-11	2.41055e-11	2.41055e-11	3.24696e-13	1.80498e-13	4.29298e-05	1.65467e-07	1.49624e-06	7.0224e-06	7.37856e-09	1.36013e-08	5.03493e-08	4.56643e-07	1.14362e-07	1.00604e-08	9.38609e-07	1.51013e-09	7.13331e-06	9.62245e-05	7.61694e-07	1.18173e-05	2.43647e-07	8.62918e-07	4.72491e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
80	5.43048e-06	7.41456e-11	1.90293e-10	3.09866e-11	3.66766e-09	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	5.5062e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02582e-07	1.68852e-10	5.27056e-11	2.12016e-10	3.76234e-09	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	2.41054e-11	2.41054e-11	2.41054e-11	2.41054e-11	3.24695e-13	1.80497e-13	4.293e-05	1.65467e-07	1.49623e-06	7.02246e-06	7.37864e-09	1.36013e-08	5.03494e-08	4.56644e-07	1.14362e-07	1.00604e-08	9.38609e-07	1.51013e-09	7.1334e-06	9.62245e-05	7.61705e-07	1.18173e-05	2.43648e-07	8.62925e-07	4.72491e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
81	5.43049e-06	7.41454e-11	1.90293e-10	3.09866e-11	3.66765e-09	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	1.19952e-10	5.50619e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02582e-07	1.68853e-10	5.27057e-11	2.12016e-10	3.76235e-09	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	1.23048e-10	2.41054e-11	2.41054e-11	2.41054e-11	2.41054e-11	3.24694e-13	1.80497e-13	4.29301e-05	1.65467e-07	1.49622e-06	7.02252e-06	7.37872e-09	1.36013e-08	5.03495e-08	4.56645e-07	1.14362e-07	1.00605e-08	9.38609e-07	1.51013e-09	7.13348e-06	9.62244e-05	7.61716e-07	1.18174e-05	2.4365e-07	8.62931e-07	4.72491e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
82	5.43051e-06	7.41453e-11	1.90293e-10	3.09865e-11	3.66765e-09	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	5.50617e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02582e-07	1.68853e-10	5.27058e-11	2.12017e-10	3.76235e-09	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	2.41053e-11	2.41053e-11	2.41053e-11	2.41053e-11	3.24693e-13	1.80496e-13	4.29302e-05	1.65467e-07	1.49621e-06	7.02257e-06	7.3788e-09	1.36012e-08	5.03496e-08	4.56646e-07	1.14363e-07	1.00605e-08	9.38609e-07	1.51013e-09	7.13356e-06	9.62244e-05	7.61726e-07	1.18175e-05	2.43651e-07	8.62936e-07	4.72491e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
83	5.43053e-06	7.41451e-11	1.90293e-10	3.09864e-11	3.66764e-09	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	5.50616e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02582e-07	1.68853e-10	5.27059e-11	2.12017e-10	3.76236e-09	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	2.41053e-11	2.41053e-11	2.41053e-11	2.41053e-11	3.24693e-13	1.80496e-13	4.29303e-05	1.65467e-07	1.4962e-06	7.02263e-06	7.37887e-09	1.36012e-08	5.03496e-08	4.56647e-07	1.14363e-07	1.00606e-08	9.38609e-07	1.51013e-09	7.13363e-06	9.62243e-05	7.61736e-07	1.18175e-05	2.43652e-07	8.62942e-07	4.7249e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
84	5.43055e-06	7.4145e-11	1.90293e-10	3.09863e-11	3.66764e-09	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	5.50615e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02583e-07	1.68853e-10	5.2706e-11	2.12017e-10	3.76236e-09	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	2.41052e-11	2.41052e-11	2.41052e-11	2.41052e-11	3.24692e-13	1.80496e-13	4.29304e-05	1.65467e-07	1.4962e-06	7.02268e-06	7.37894e-09	1.36011e-08	5.03497e-08	4.56647e-07	1.14363e-07	1.00606e-08	9.38609e-07	1.51013e-09	7.1337e-06	9.62243e-05	7.61745e-07	1.18176e-05	2.43654e-07	8.62947e-07	4.7249e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
85	5.43056e-06	7.41449e-11	1.90293e-10	3.09863e-11	3.66763e-09	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	5.50613e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02583e-07	1.68853e-10	5.27061e-11	2.12017e-10	3.76237e-09	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	2.41052e-11	2.41052e-11	2.41052e-11	2.41052e-11	3.24691e-13	1.80495e-13	4.29305e-05	1.65467e-07	1.49619e-06	7.02272e-06	7.37901e-09	1.36011e-08	5.03498e-08	4.56648e-07	1.14364e-07	1.00606e-08	9.38609e-07	1.51013e-09	7.13377e-06	9.62242e-05	7.61754e-07	1.18176e-05	2.43655e-07	8.62952e-07	4.7249e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
