Time	[CRP]	[CRPsiteI_crp]	[CRPsiteII_crp]	[CRPsite_cyaA]	[CRPsite_genome]	[CRPsite_ptsGp1]	[CRPsite_ptsGp2]	[CRPsite_ptsHp0]	[CRPsite_ptsHp1]	[CRPsite_ptsIp0]	[CRPsite_ptsIp1]	[CRPsite_mlcp1]	[CRPsite_mlcp2]	[Mlc]	[Mlcsite_mlcp1]	[Mlcsite_mlcp2]	[Mlcsite_ptsGp1]	[Mlcsite_ptsGp2]	[Mlcsite_ptsHp0]	[Mlcsite_ptsIp0]	[CRP_cAMP]	[CRP_cAMP_CRPsiteI_crp]	[CRP_cAMP_CRPsiteII_crp]	[CRP_cAMP_CRPsite_cyaA]	[CRP_cAMP_CRPsite_genome]	[CRP_cAMP_CRPsite_ptsGp1]	[CRP_cAMP_CRPsite_ptsGp2]	[CRP_cAMP_CRPsite_ptsHp0]	[CRP_cAMP_CRPsite_ptsHp1]	[CRP_cAMP_CRPsite_ptsIp0]	[CRP_cAMP_CRPsite_ptsIp1]	[CRP_cAMP_CRPsite_mlcp1]	[CRP_cAMP_CRPsite_mlcp2]	[Mlc_Mlcsite_ptsGp1]	[Mlc_Mlcsite_ptsGp2]	[Mlc_Mlcsite_ptsIp0]	[Mlc_Mlcsite_ptsHp0]	[Mlc_Mlcsite_mlcp1]	[Mlc_Mlcsite_mlcp2]	[IICB]	[IICB_Mlc]	[CYA]	[IIA_P]	[IIA_P_CYA]	[mRNA_cyaA]	[mRNA_crp]	[mRNA_ptsG]	[mRNA_ptsH]	[mRNA_ptsI]	[mRNA_crr]	[mRNA_mlc]	[IICB_P]	[IIA]	[HPr_P]	[HPr]	[EI_P]	[EI]	[cAMP]	[cyaA]	[cyaA_basal]	[crp]	[crp_basal]	[ptsGp1]	[ptsGp2]	[ptsHp0]	[ptsHp1]	[ptsIp0]	[ptsIp1]	[crr]	[mlcp1]	[mlcp2]	[Pyr]	[PEP]	[Glc6P]	[Glucose]	[ATP]
20	5.4238e-06	7.41917e-11	1.9033e-10	3.10108e-11	3.66932e-09	1.20006e-10	1.20006e-10	1.20006e-10	1.20006e-10	1.20006e-10	1.20006e-10	1.20006e-10	1.20006e-10	5.51253e-10	2.4267e-10	2.4282e-10	2.18869e-10	2.18869e-10	2.18869e-10	2.18869e-10	1.0249e-07	1.68806e-10	5.26687e-11	2.11992e-10	3.76068e-09	1.22994e-10	1.22994e-10	1.22994e-10	1.22994e-10	1.22994e-10	1.22994e-10	1.22994e-10	1.22994e-10	2.41304e-11	2.41304e-11	2.41304e-11	2.41304e-11	3.25068e-13	1.80705e-13	4.28802e-05	1.65465e-07	1.49826e-06	7.01081e-06	7.36415e-09	1.36182e-08	5.03128e-08	4.56285e-07	1.14232e-07	1.00483e-08	9.38609e-07	1.51013e-09	7.11264e-06	9.62352e-05	7.59241e-07	1.17996e-05	2.433e-07	8.61453e-07	4.7265e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
21	5.42409e-06	7.4189e-11	1.90328e-10	3.10094e-11	3.66922e-09	1.20003e-10	1.20003e-10	1.20003e-10	1.20003e-10	1.20003e-10	1.20003e-10	1.20003e-10	1.20003e-10	5.5122e-10	2.4267e-10	2.4282e-10	2.1887e-10	2.1887e-10	2.1887e-10	2.1887e-10	1.02495e-07	1.68809e-10	5.26708e-11	2.11994e-10	3.76078e-09	1.22997e-10	1.22997e-10	1.22997e-10	1.22997e-10	1.22997e-10	1.22997e-10	1.22997e-10	1.22997e-10	2.41291e-11	2.41291e-11	2.41291e-11	2.41291e-11	3.25048e-13	1.80694e-13	4.28828e-05	1.65465e-07	1.49823e-06	7.01103e-06	7.36447e-09	1.36171e-08	5.03151e-08	4.56308e-07	1.14238e-07	1.00489e-08	9.38609e-07	1.51013e-09	7.11331e-06	9.6235e-05	7.59306e-07	1.18002e-05	2.4331e-07	8.61498e-07	4.72649e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
22	5.42437e-06	7.41865e-11	1.90326e-10	3.10081e-11	3.66913e-09	1.2e-10	1.2e-10	1.2e-10	1.2e-10	1.2e-10	1.2e-10	1.2e-10	1.2e-10	5.51188e-10	2.4267e-10	2.4282e-10	2.18871e-10	2.18871e-10	2.18871e-10	2.18871e-10	1.025e-07	1.68811e-10	5.26728e-11	2.11995e-10	3.76087e-09	1.23e-10	1.23e-10	1.23e-10	1.23e-10	1.23e-10	1.23e-10	1.23e-10	1.23e-10	2.41278e-11	2.41278e-11	2.41278e-11	2.41278e-11	3.2503e-13	1.80683e-13	4.28853e-05	1.65465e-07	1.49819e-06	7.01127e-06	7.36479e-09	1.36161e-08	5.03173e-08	4.56329e-07	1.14244e-07	1.00494e-08	9.38609e-07	1.51013e-09	7.11398e-06	9.62349e-05	7.59373e-07	1.18008e-05	2.43321e-07	8.61544e-07	4.72647e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
23	5.42465e-06	7.41842e-11	1.90324e-10	3.10069e-11	3.66905e-09	1.19997e-10	1.19997e-10	1.19997e-10	1.19997e-10	1.19997e-10	1.19997e-10	1.19997e-10	1.19997e-10	5.51157e-10	2.4267e-10	2.4282e-10	2.18872e-10	2.18872e-10	2.18872e-10	2.18872e-10	1.02505e-07	1.68814e-10	5.26746e-11	2.11996e-10	3.76095e-09	1.23003e-10	1.23003e-10	1.23003e-10	1.23003e-10	1.23003e-10	1.23003e-10	1.23003e-10	1.23003e-10	2.41266e-11	2.41266e-11	2.41266e-11	2.41266e-11	3.25011e-13	1.80673e-13	4.28877e-05	1.65465e-07	1.49814e-06	7.01153e-06	7.36511e-09	1.36152e-08	5.03193e-08	4.56348e-07	1.1425e-07	1.00499e-08	9.38609e-07	1.51013e-09	7.11466e-06	9.62347e-05	7.59441e-07	1.18014e-05	2.43332e-07	8.61591e-07	4.72644e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
24	5.42492e-06	7.41822e-11	1.90323e-10	3.10058e-11	3.66898e-09	1.19995e-10	1.19995e-10	1.19995e-10	1.19995e-10	1.19995e-10	1.19995e-10	1.19995e-10	1.19995e-10	5.51128e-10	2.4267e-10	2.4282e-10	2.18874e-10	2.18874e-10	2.18874e-10	2.18874e-10	1.02509e-07	1.68816e-10	5.26763e-11	2.11997e-10	3.76102e-09	1.23005e-10	1.23005e-10	1.23005e-10	1.23005e-10	1.23005e-10	1.23005e-10	1.23005e-10	1.23005e-10	2.41255e-11	2.41255e-11	2.41255e-11	2.41255e-11	3.24994e-13	1.80664e-13	4.289e-05	1.65465e-07	1.4981e-06	7.0118e-06	7.36543e-09	1.36144e-08	5.03212e-08	4.56366e-07	1.14256e-07	1.00504e-08	9.38609e-07	1.51013e-09	7.11533e-06	9.62345e-05	7.59511e-07	1.1802e-05	2.43343e-07	8.61637e-07	4.72639e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
25	5.42519e-06	7.41802e-11	1.90321e-10	3.10048e-11	3.66891e-09	1.19993e-10	1.19993e-10	1.19993e-10	1.19993e-10	1.19993e-10	1.19993e-10	1.19993e-10	1.19993e-10	5.511e-10	2.4267e-10	2.4282e-10	2.18875e-10	2.18875e-10	2.18875e-10	2.18875e-10	1.02513e-07	1.68818e-10	5.26778e-11	2.11998e-10	3.76109e-09	1.23007e-10	1.23007e-10	1.23007e-10	1.23007e-10	1.23007e-10	1.23007e-10	1.23007e-10	1.23007e-10	2.41243e-11	2.41243e-11	2.41243e-11	2.41243e-11	3.24977e-13	1.80654e-13	4.28923e-05	1.65465e-07	1.49804e-06	7.01207e-06	7.36575e-09	1.36136e-08	5.03229e-08	4.56383e-07	1.14261e-07	1.00509e-08	9.38609e-07	1.51013e-09	7.11599e-06	9.62343e-05	7.59581e-07	1.18026e-05	2.43353e-07	8.61683e-07	4.72634e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
26	5.42544e-06	7.41784e-11	1.9032e-10	3.10039e-11	3.66884e-09	1.1999e-10	1.1999e-10	1.1999e-10	1.1999e-10	1.1999e-10	1.1999e-10	1.1999e-10	1.1999e-10	5.51072e-10	2.4267e-10	2.4282e-10	2.18876e-10	2.18876e-10	2.18876e-10	2.18876e-10	1.02516e-07	1.6882e-10	5.26793e-11	2.11999e-10	3.76116e-09	1.2301e-10	1.2301e-10	1.2301e-10	1.2301e-10	1.2301e-10	1.2301e-10	1.2301e-10	1.2301e-10	2.41233e-11	2.41233e-11	2.41233e-11	2.41233e-11	3.24961e-13	1.80646e-13	4.28944e-05	1.65465e-07	1.49799e-06	7.01236e-06	7.36608e-09	1.36128e-08	5.03246e-08	4.56399e-07	1.14266e-07	1.00514e-08	9.38609e-07	1.51013e-09	7.11665e-06	9.6234e-05	7.59651e-07	1.18032e-05	2.43364e-07	8.61728e-07	4.72628e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
27	5.42569e-06	7.41768e-11	1.90318e-10	3.1003e-11	3.66878e-09	1.19988e-10	1.19988e-10	1.19988e-10	1.19988e-10	1.19988e-10	1.19988e-10	1.19988e-10	1.19988e-10	5.51047e-10	2.4267e-10	2.4282e-10	2.18877e-10	2.18877e-10	2.18877e-10	2.18877e-10	1.02519e-07	1.68821e-10	5.26806e-11	2.12e-10	3.76122e-09	1.23012e-10	1.23012e-10	1.23012e-10	1.23012e-10	1.23012e-10	1.23012e-10	1.23012e-10	1.23012e-10	2.41223e-11	2.41223e-11	2.41223e-11	2.41223e-11	3.24946e-13	1.80637e-13	4.28964e-05	1.65466e-07	1.49793e-06	7.01266e-06	7.36641e-09	1.36122e-08	5.03261e-08	4.56413e-07	1.14271e-07	1.00518e-08	9.38609e-07	1.51013e-09	7.1173e-06	9.62338e-05	7.59722e-07	1.18038e-05	2.43374e-07	8.61773e-07	4.72622e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
28	5.42593e-06	7.41752e-11	1.90317e-10	3.10022e-11	3.66873e-09	1.19987e-10	1.19987e-10	1.19987e-10	1.19987e-10	1.19987e-10	1.19987e-10	1.19987e-10	1.19987e-10	5.51022e-10	2.4267e-10	2.4282e-10	2.18878e-10	2.18878e-10	2.18878e-10	2.18878e-10	1.02523e-07	1.68823e-10	5.26819e-11	2.12001e-10	3.76127e-09	1.23013e-10	1.23013e-10	1.23013e-10	1.23013e-10	1.23013e-10	1.23013e-10	1.23013e-10	1.23013e-10	2.41213e-11	2.41213e-11	2.41213e-11	2.41213e-11	3.24932e-13	1.80629e-13	4.28983e-05	1.65466e-07	1.49787e-06	7.01295e-06	7.36674e-09	1.36115e-08	5.03275e-08	4.56426e-07	1.14276e-07	1.00522e-08	9.38609e-07	1.51013e-09	7.11794e-06	9.62336e-05	7.59792e-07	1.18043e-05	2.43385e-07	8.61817e-07	4.72615e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
29	5.42616e-06	7.41737e-11	1.90316e-10	3.10014e-11	3.66867e-09	1.19985e-10	1.19985e-10	1.19985e-10	1.19985e-10	1.19985e-10	1.19985e-10	1.19985e-10	1.19985e-10	5.50999e-10	2.4267e-10	2.4282e-10	2.18879e-10	2.18879e-10	2.18879e-10	2.18879e-10	1.02526e-07	1.68824e-10	5.26831e-11	2.12002e-10	3.76133e-09	1.23015e-10	1.23015e-10	1.23015e-10	1.23015e-10	1.23015e-10	1.23015e-10	1.23015e-10	1.23015e-10	2.41204e-11	2.41204e-11	2.41204e-11	2.41204e-11	3.24918e-13	1.80621e-13	4.29002e-05	1.65466e-07	1.49781e-06	7.01326e-06	7.36708e-09	1.36109e-08	5.03288e-08	4.56439e-07	1.1428e-07	1.00526e-08	9.38609e-07	1.51013e-09	7.11857e-06	9.62333e-05	7.59862e-07	1.18049e-05	2.43395e-07	8.61861e-07	4.72609e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
30	5.42638e-06	7.41723e-11	1.90315e-10	3.10007e-11	3.66862e-09	1.19983e-10	1.19983e-10	1.19983e-10	1.19983e-10	1.19983e-10	1.19983e-10	1.19983e-10	1.19983e-10	5.50977e-10	2.4267e-10	2.4282e-10	2.18879e-10	2.18879e-10	2.18879e-10	2.18879e-10	1.02528e-07	1.68826e-10	5.26842e-11	2.12002e-10	3.76138e-09	1.23017e-10	1.23017e-10	1.23017e-10	1.23017e-10	1.23017e-10	1.23017e-10	1.23017e-10	1.23017e-10	2.41195e-11	2.41195e-11	2.41195e-11	2.41195e-11	3.24905e-13	1.80614e-13	4.29019e-05	1.65466e-07	1.49775e-06	7.01356e-06	7.36742e-09	1.36103e-08	5.033e-08	4.5645e-07	1.14285e-07	1.0053e-08	9.38609e-07	1.51013e-09	7.11918e-06	9.6233e-05	7.59932e-07	1.18054e-05	2.43405e-07	8.61904e-07	4.72602e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
31	5.4266e-06	7.4171e-11	1.90314e-10	3.1e-11	3.66858e-09	1.19982e-10	1.19982e-10	1.19982e-10	1.19982e-10	1.19982e-10	1.19982e-10	1.19982e-10	1.19982e-10	5.50956e-10	2.4267e-10	2.4282e-10	2.1888e-10	2.1888e-10	2.1888e-10	2.1888e-10	1.02531e-07	1.68827e-10	5.26852e-11	2.12003e-10	3.76142e-09	1.23018e-10	1.23018e-10	1.23018e-10	1.23018e-10	1.23018e-10	1.23018e-10	1.23018e-10	1.23018e-10	2.41187e-11	2.41187e-11	2.41187e-11	2.41187e-11	3.24893e-13	1.80607e-13	4.29036e-05	1.65466e-07	1.49768e-06	7.01387e-06	7.36776e-09	1.36098e-08	5.03311e-08	4.56461e-07	1.14289e-07	1.00534e-08	9.38609e-07	1.51013e-09	7.11978e-06	9.62328e-05	7.6e-07	1.18059e-05	2.43415e-07	8.61946e-07	4.72595e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
32	5.4268e-06	7.41698e-11	1.90313e-10	3.09993e-11	3.66853e-09	1.1998e-10	1.1998e-10	1.1998e-10	1.1998e-10	1.1998e-10	1.1998e-10	1.1998e-10	1.1998e-10	5.50936e-10	2.4267e-10	2.4282e-10	2.18881e-10	2.18881e-10	2.18881e-10	2.18881e-10	1.02533e-07	1.68828e-10	5.26862e-11	2.12004e-10	3.76147e-09	1.2302e-10	1.2302e-10	1.2302e-10	1.2302e-10	1.2302e-10	1.2302e-10	1.2302e-10	1.2302e-10	2.41179e-11	2.41179e-11	2.41179e-11	2.41179e-11	3.24881e-13	1.80601e-13	4.29051e-05	1.65466e-07	1.49762e-06	7.01418e-06	7.36811e-09	1.36093e-08	5.03322e-08	4.56471e-07	1.14293e-07	1.00538e-08	9.38609e-07	1.51013e-09	7.12037e-06	9.62325e-05	7.60068e-07	1.18064e-05	2.43425e-07	8.61987e-07	4.72589e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
33	5.427e-06	7.41686e-11	1.90312e-10	3.09987e-11	3.66849e-09	1.19979e-10	1.19979e-10	1.19979e-10	1.19979e-10	1.19979e-10	1.19979e-10	1.19979e-10	1.19979e-10	5.50918e-10	2.4267e-10	2.4282e-10	2.18882e-10	2.18882e-10	2.18882e-10	2.18882e-10	1.02536e-07	1.68829e-10	5.26872e-11	2.12004e-10	3.76151e-09	1.23021e-10	1.23021e-10	1.23021e-10	1.23021e-10	1.23021e-10	1.23021e-10	1.23021e-10	1.23021e-10	2.41172e-11	2.41172e-11	2.41172e-11	2.41172e-11	3.2487e-13	1.80595e-13	4.29066e-05	1.65466e-07	1.49756e-06	7.01448e-06	7.36846e-09	1.36089e-08	5.03332e-08	4.56481e-07	1.14296e-07	1.00541e-08	9.38609e-07	1.51013e-09	7.12094e-06	9.62322e-05	7.60134e-07	1.18069e-05	2.43434e-07	8.62027e-07	4.72583e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
34	5.42719e-06	7.41675e-11	1.90311e-10	3.09981e-11	3.66845e-09	1.19978e-10	1.19978e-10	1.19978e-10	1.19978e-10	1.19978e-10	1.19978e-10	1.19978e-10	1.19978e-10	5.509e-10	2.4267e-10	2.4282e-10	2.18883e-10	2.18883e-10	2.18883e-10	2.18883e-10	1.02538e-07	1.68831e-10	5.26881e-11	2.12005e-10	3.76155e-09	1.23022e-10	1.23022e-10	1.23022e-10	1.23022e-10	1.23022e-10	1.23022e-10	1.23022e-10	1.23022e-10	2.41165e-11	2.41165e-11	2.41165e-11	2.41165e-11	3.2486e-13	1.80589e-13	4.2908e-05	1.65466e-07	1.49751e-06	7.01478e-06	7.3688e-09	1.36084e-08	5.03341e-08	4.5649e-07	1.143e-07	1.00544e-08	9.38609e-07	1.51013e-09	7.12149e-06	9.62319e-05	7.602e-07	1.18074e-05	2.43443e-07	8.62066e-07	4.72577e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
35	5.42736e-06	7.41664e-11	1.9031e-10	3.09976e-11	3.66841e-09	1.19976e-10	1.19976e-10	1.19976e-10	1.19976e-10	1.19976e-10	1.19976e-10	1.19976e-10	1.19976e-10	5.50883e-10	2.42671e-10	2.4282e-10	2.18883e-10	2.18883e-10	2.18883e-10	2.18883e-10	1.0254e-07	1.68832e-10	5.26889e-11	2.12005e-10	3.76159e-09	1.23024e-10	1.23024e-10	1.23024e-10	1.23024e-10	1.23024e-10	1.23024e-10	1.23024e-10	1.23024e-10	2.41158e-11	2.41158e-11	2.41158e-11	2.41158e-11	3.2485e-13	1.80584e-13	4.29093e-05	1.65466e-07	1.49745e-06	7.01508e-06	7.36915e-09	1.3608e-08	5.0335e-08	4.56498e-07	1.14303e-07	1.00547e-08	9.38609e-07	1.51013e-09	7.12203e-06	9.62316e-05	7.60264e-07	1.18079e-05	2.43452e-07	8.62104e-07	4.72571e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
36	5.42753e-06	7.41654e-11	1.90309e-10	3.0997e-11	3.66837e-09	1.19975e-10	1.19975e-10	1.19975e-10	1.19975e-10	1.19975e-10	1.19975e-10	1.19975e-10	1.19975e-10	5.50868e-10	2.42671e-10	2.4282e-10	2.18884e-10	2.18884e-10	2.18884e-10	2.18884e-10	1.02542e-07	1.68833e-10	5.26897e-11	2.12006e-10	3.76163e-09	1.23025e-10	1.23025e-10	1.23025e-10	1.23025e-10	1.23025e-10	1.23025e-10	1.23025e-10	1.23025e-10	2.41152e-11	2.41152e-11	2.41152e-11	2.41152e-11	3.24841e-13	1.80578e-13	4.29105e-05	1.65466e-07	1.49739e-06	7.01538e-06	7.3695e-09	1.36076e-08	5.03358e-08	4.56506e-07	1.14306e-07	1.0055e-08	9.38609e-07	1.51013e-09	7.12255e-06	9.62314e-05	7.60326e-07	1.18083e-05	2.43461e-07	8.62141e-07	4.72566e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
37	5.4277e-06	7.41644e-11	1.90308e-10	3.09965e-11	3.66834e-09	1.19974e-10	1.19974e-10	1.19974e-10	1.19974e-10	1.19974e-10	1.19974e-10	1.19974e-10	1.19974e-10	5.50853e-10	2.42671e-10	2.4282e-10	2.18884e-10	2.18884e-10	2.18884e-10	2.18884e-10	1.02544e-07	1.68834e-10	5.26905e-11	2.12006e-10	3.76166e-09	1.23026e-10	1.23026e-10	1.23026e-10	1.23026e-10	1.23026e-10	1.23026e-10	1.23026e-10	1.23026e-10	2.41146e-11	2.41146e-11	2.41146e-11	2.41146e-11	3.24832e-13	1.80574e-13	4.29117e-05	1.65466e-07	1.49734e-06	7.01567e-06	7.36984e-09	1.36073e-08	5.03366e-08	4.56513e-07	1.14309e-07	1.00553e-08	9.38609e-07	1.51013e-09	7.12306e-06	9.62311e-05	7.60387e-07	1.18088e-05	2.4347e-07	8.62177e-07	4.7256e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
38	5.42785e-06	7.41635e-11	1.90308e-10	3.0996e-11	3.6683e-09	1.19973e-10	1.19973e-10	1.19973e-10	1.19973e-10	1.19973e-10	1.19973e-10	1.19973e-10	1.19973e-10	5.50839e-10	2.42671e-10	2.4282e-10	2.18885e-10	2.18885e-10	2.18885e-10	2.18885e-10	1.02546e-07	1.68835e-10	5.26913e-11	2.12007e-10	3.7617e-09	1.23027e-10	1.23027e-10	1.23027e-10	1.23027e-10	1.23027e-10	1.23027e-10	1.23027e-10	1.23027e-10	2.41141e-11	2.41141e-11	2.41141e-11	2.41141e-11	3.24824e-13	1.80569e-13	4.29128e-05	1.65466e-07	1.49728e-06	7.01596e-06	7.37018e-09	1.36069e-08	5.03373e-08	4.56521e-07	1.14312e-07	1.00556e-08	9.38609e-07	1.51013e-09	7.12355e-06	9.62308e-05	7.60447e-07	1.18092e-05	2.43478e-07	8.62212e-07	4.72555e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
39	5.428e-06	7.41626e-11	1.90307e-10	3.09956e-11	3.66827e-09	1.19972e-10	1.19972e-10	1.19972e-10	1.19972e-10	1.19972e-10	1.19972e-10	1.19972e-10	1.19972e-10	5.50826e-10	2.42671e-10	2.4282e-10	2.18885e-10	2.18885e-10	2.18885e-10	2.18885e-10	1.02548e-07	1.68835e-10	5.2692e-11	2.12007e-10	3.76173e-09	1.23028e-10	1.23028e-10	1.23028e-10	1.23028e-10	1.23028e-10	1.23028e-10	1.23028e-10	1.23028e-10	2.41135e-11	2.41135e-11	2.41135e-11	2.41135e-11	3.24816e-13	1.80565e-13	4.29138e-05	1.65466e-07	1.49723e-06	7.01624e-06	7.37052e-09	1.36066e-08	5.0338e-08	4.56527e-07	1.14315e-07	1.00558e-08	9.38609e-07	1.51013e-09	7.12402e-06	9.62306e-05	7.60505e-07	1.18096e-05	2.43486e-07	8.62245e-07	4.72551e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
40	5.42814e-06	7.41617e-11	1.90306e-10	3.09951e-11	3.66824e-09	1.19971e-10	1.19971e-10	1.19971e-10	1.19971e-10	1.19971e-10	1.19971e-10	1.19971e-10	1.19971e-10	5.50813e-10	2.42671e-10	2.4282e-10	2.18886e-10	2.18886e-10	2.18886e-10	2.18886e-10	1.02549e-07	1.68836e-10	5.26927e-11	2.12008e-10	3.76176e-09	1.23029e-10	1.23029e-10	1.23029e-10	1.23029e-10	1.23029e-10	1.23029e-10	1.23029e-10	1.23029e-10	2.41131e-11	2.41131e-11	2.41131e-11	2.41131e-11	3.24809e-13	1.80561e-13	4.29148e-05	1.65466e-07	1.49718e-06	7.01652e-06	7.37086e-09	1.36063e-08	5.03386e-08	4.56533e-07	1.14317e-07	1.00561e-08	9.38609e-07	1.51013e-09	7.12448e-06	9.62303e-05	7.60561e-07	1.181e-05	2.43494e-07	8.62278e-07	4.72546e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
41	5.42827e-06	7.41609e-11	1.90306e-10	3.09947e-11	3.66821e-09	1.1997e-10	1.1997e-10	1.1997e-10	1.1997e-10	1.1997e-10	1.1997e-10	1.1997e-10	1.1997e-10	5.50802e-10	2.42671e-10	2.4282e-10	2.18886e-10	2.18886e-10	2.18886e-10	2.18886e-10	1.02551e-07	1.68837e-10	5.26933e-11	2.12008e-10	3.76179e-09	1.2303e-10	1.2303e-10	1.2303e-10	1.2303e-10	1.2303e-10	1.2303e-10	1.2303e-10	1.2303e-10	2.41126e-11	2.41126e-11	2.41126e-11	2.41126e-11	3.24802e-13	1.80557e-13	4.29157e-05	1.65466e-07	1.49713e-06	7.01679e-06	7.37118e-09	1.3606e-08	5.03392e-08	4.56539e-07	1.1432e-07	1.00563e-08	9.38609e-07	1.51013e-09	7.12492e-06	9.623e-05	7.60616e-07	1.18103e-05	2.43501e-07	8.62309e-07	4.72542e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
