Time	[EGF]	[EGFR]	[EGF-EGFR]	[EGF-EGFR^2]	[EGF-EGFR*^2]	[EGFRi]	[EGF-EGFR*^2-GAP-Grb2-Prot]	[EGF-EGFRi*^2]	[Proti]	[EGF-EGFRi]	[EGF-EGFRi^2]	[Prot]	[EGFideg]	[GAP]	[EGF-EGFR*^2-GAP]	[EGFi]	[EGF-EGFRi*^2-GAP]	[EGF-EGFRi*^2-GAP-Grb2]	[EGF-EGFRi*^2-GAP-Grb2-Sos]	[EGF-EGFRi*^2-GAP-Grb2-Sos-Ras-GDP]	[EGF-EGFRi*^2-GAP-Grb2-Sos-Ras-GTP]	[Grb2]	[EGF-EGFR*^2-GAP-Grb2]	[Sos]	[EGF-EGFR*^2-GAP-Grb2-Sos]	[Ras-GDP]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GDP]	[Ras-GTP]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GTP]	[Grb2-Sos]	[Shc]	[EGF-EGFR*^2-GAP-Shc]	[EGF-EGFR*^2-GAP-Shc*]	[EGF-EGFR*^2-GAP-Shc*-Grb2]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GDP]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GTP]	[Shc*-Grb2-Sos]	[Shc*-Grb2]	[Shc*]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Phosphotase1]	[Raf*]	[Raf*-P'ase]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-P'ase2]	[Phosphatase2]	[MEK-P-P'ase2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosphotase3]	[ERK-PP-P'ase3]	[ERK-P-P'ase3]	[EGF-EGFRi*^2-GAP-Shc]	[EGF-EGFRi*^2-GAP-Shc*]	[EGF-EGFRi*^2-GAP-Shc*-Grb2]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos-Ras-GDP]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos-Ras-GTP]	[Rasi-GTP]	[Rafi-Rasi-GTP]	[Rasi-GTP*]	[Rafi*]	[Rafi*-P'ase]	[MEKi-Rafi*]	[MEKi-P]	[MEKi-P-Rafi*]	[MEKi-PP]	[MEKi-PP-P'ase2i]	[MEKi-P-P'ase2i]	[ERKi-MEKi-PP]	[ERKi-P]	[ERKi-P-MEKi-PP]	[ERKi-PP]	[ERKi-PP-P'ase3i]	[ERKi-P-P'ase3i]	[EGFRideg]	[EGF-EGFRi*^2deg]	[EGF-EGFR*^2-GAP-Grb2-Sos-Prot]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GDP-Prot]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GTP-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GDP-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GTP-Prot]	[t_Raf*]	[t_Ras_GTP]	[t_MEK_PP]	[t_ERK_PP]	[t_SHC_P_t]	[t_EGF_EGFR*]
66	4962	18.2	614.489	51.8207	5070.09	2.12594	32.7036	4824.41	0.000732476	539.209	48.2713	80503.5	5.63696e+06	9312.91	8.95054e+07	51.321	384.79	48.6024	335.368	4.17034	74.2801	1306.85	38.2514	19293.3	248.531	892.805	3.07298	36.569	90.1815	4242.1	58.6005	7.88183	78.7494	5.28107	141.87	1.75313	51.4045	41155.8	2551.44	56484.3	39834.4	2.44713	44618.1	39994.5	0.614338	2.42312	1.96315e+07	63.4168	1.3841e+06	5.39135	3193.53	1352.27	15244.6	15762.1	5.46479e+06	96874.4	3.78249e+06	187541	1.08724e+06	131433	3.9718e+06	5.17619e+06	7.90215	79.0864	5.70078	160.953	2.00343	35.8909	46.7757	3.11319	26012	0.785379	3.09778	81.0733	656168	3.26726	405.377	171.689	7469.37	12297.1	479655	3019	17524.5	64044.7	656534	10.3182	16022.7	212.467	2.62557	77.2974	4.51612	121.312	1.49823	44.0711	160.069	88.905	3598.9	1.10477e+06	100926	12629.9
67	4962	18.1613	611.984	51.3121	5019.28	2.10913	32.463	4773.15	0.000726639	536.336	47.7584	80507.5	5.75671e+06	9334.09	8.88099e+07	51.4547	381.566	48.21	332.658	4.13894	73.9952	1307.2	37.9696	19293.3	246.72	893.296	3.05225	36.3185	89.3008	4243.75	58.5888	7.81902	78.1218	5.24109	140.805	1.74091	50.8906	41166.7	2552.05	56478.8	39835.4	2.43034	44504	39994.5	0.610131	2.40653	1.96817e+07	63.1436	1.34691e+06	5.21055	3158.53	1355.89	15454.8	15550.2	5.64843e+06	99032.5	3.70374e+06	181625	1.00863e+06	137215	3.84683e+06	5.29141e+06	7.83438	78.4082	5.65398	159.633	1.9881	35.7472	46.4206	3.08975	26129.4	0.779448	3.07439	80.6668	647190	3.19823	396.547	170.266	7468.85	12433.5	464563	2860.34	15905.6	60688.7	663861	10.4029	16214.8	210.922	2.60791	76.5408	4.48195	120.402	1.48782	43.6294	159.09	88.2592	3555.08	1.02454e+06	100926	12506.1
68	4962	18.1231	609.514	50.8126	4969.38	2.09278	32.2255	4722.7	0.000720882	533.493	47.2535	80511.4	5.87676e+06	9355	8.81239e+07	51.5821	378.378	47.822	329.98	4.10785	73.7073	1307.55	37.6915	19293.2	244.931	893.782	3.03175	36.0708	88.4347	4245.38	58.5772	7.75708	77.503	5.20163	139.753	1.72884	50.3856	41177.5	2552.64	56473.3	39836.4	2.41375	44391.6	39994.6	0.605972	2.39012	1.97313e+07	62.8712	1.31044e+06	5.03493	3124.92	1359.92	15667.7	15337.6	5.83522e+06	101219	3.62008e+06	175634	932814	143482	3.72027e+06	5.40814e+06	7.76741	77.738	5.60771	158.328	1.97292	35.6021	46.0692	3.06654	26245	0.773575	3.05123	80.2608	638143	3.12977	387.81	168.809	7465.94	12561.7	448873	2702.86	14375	57356.8	670748	10.487	16404.8	209.395	2.59045	75.7968	4.44823	119.504	1.47752	43.1953	158.118	87.6202	3512.73	947189	100926	12384.3
69	4962	18.0855	607.079	50.3221	4920.38	2.07687	31.9909	4673.05	0.000715204	530.68	46.7567	80515.2	5.9971e+06	9375.66	8.74471e+07	51.7033	375.227	47.4383	327.333	4.07708	73.4167	1307.89	37.4168	19293.1	243.165	894.26	3.01148	35.8258	87.583	4247	58.5658	7.696	76.8928	5.16269	138.716	1.71691	49.8893	41188.2	2553.23	56467.9	39837.4	2.39734	44281	39994.6	0.601859	2.3739	1.97803e+07	62.5996	1.27471e+06	4.86439	3092.63	1364.37	15883.1	15124.6	6.02508e+06	103432	3.53156e+06	169569	859856	150292	3.59216e+06	5.5263e+06	7.70125	77.0758	5.56197	157.038	1.9579	35.4558	45.7213	3.04356	26358.8	0.767762	3.0283	79.8555	629034	3.06191	379.169	167.318	7460.63	12681.4	432637	2547.07	12934.2	54059.9	677180	10.5704	16592.8	207.887	2.57317	75.0652	4.41495	118.617	1.46735	42.7687	157.153	86.988	3471.8	872790	100926	12264.5
70	4962	18.0483	604.677	49.8402	4872.24	2.0614	31.7593	4624.2	0.000709605	527.897	46.2679	80519	6.11771e+06	9396.06	8.67796e+07	51.8185	372.113	47.0591	324.716	4.04663	73.1238	1308.23	37.1456	19293	241.42	894.733	2.99143	35.5837	86.7455	4248.59	58.5545	7.63576	76.291	5.12425	137.691	1.70513	49.4013	41198.7	2553.82	56462.6	39838.4	2.38112	44172	39994.6	0.597793	2.35787	1.98287e+07	62.3288	1.2397e+06	4.69884	3061.59	1369.2	16101	14911.1	6.21788e+06	105671	3.43823e+06	163432	789814	157709	3.46252e+06	5.64582e+06	7.63589	76.4217	5.51675	155.763	1.94303	35.3084	45.3771	3.02082	26470.9	0.762008	3.00561	79.4508	619871	2.9947	370.627	165.793	7452.89	12792.4	415913	2393.47	11583.9	50808.4	683143	10.6532	16778.8	206.397	2.55609	74.3457	4.38211	117.742	1.4573	42.3493	156.196	86.3627	3432.22	801398	100926	12146.6
71	4962	18.0117	602.309	49.367	4824.96	2.04633	31.5306	4576.13	0.000704081	525.144	45.7869	80522.8	6.23859e+06	9416.21	8.61211e+07	51.9279	369.036	46.6843	322.13	4.0165	72.8287	1308.56	36.8778	19293	239.696	895.198	2.9716	35.3442	85.9217	4250.16	58.5433	7.57636	75.6976	5.08632	136.68	1.69347	48.9217	41209.1	2554.39	56457.3	39839.4	2.36508	44064.7	39994.7	0.593774	2.34201	1.98764e+07	62.0587	1.20543e+06	4.53822	3031.75	1374.4	16321.3	14697.3	6.41351e+06	107933	3.34018e+06	157225	722746	165810	3.33137e+06	5.76658e+06	7.57133	75.7756	5.47206	154.503	1.92832	35.1601	45.0364	2.99831	26581.4	0.756313	2.98315	79.0469	610664	2.92817	362.186	164.235	7442.72	12894.3	398759	2242.51	10324.2	47612.2	688622	10.7354	16962.9	204.925	2.53919	73.638	4.34968	116.878	1.44736	41.937	155.247	85.744	3393.93	733070	100926	12030.7
72	4962	17.9756	599.973	48.902	4778.51	2.03167	31.3047	4528.84	0.000698633	522.422	45.3136	80526.4	6.35972e+06	9436.1	8.54714e+07	52.0317	365.996	46.3139	319.575	3.98669	72.5317	1308.89	36.6133	19292.9	237.993	895.657	2.95199	35.1075	85.1115	4251.72	58.5323	7.51777	75.1123	5.04888	135.681	1.68196	48.4501	41219.3	2554.96	56452.1	39840.4	2.34922	43959	39994.7	0.589799	2.32634	1.99235e+07	61.7893	1.17189e+06	4.38241	3003.01	1379.93	16543.9	14483.4	6.61184e+06	110216	3.2375e+06	150948	658702	174683	3.19877e+06	5.88845e+06	7.50757	75.1375	5.42789	153.258	1.91376	35.0109	44.6994	2.97604	26690.2	0.750678	2.96092	78.6438	601419	2.86237	353.849	162.644	7430.1	12987.1	381238	2094.65	9154.74	44480.9	693608	10.817	17145.1	203.471	2.52247	72.942	4.31768	116.025	1.43753	41.5317	154.306	85.1321	3356.86	667857	100926	11916.6
73	4962	17.94	597.669	48.4452	4732.87	2.01739	31.0816	4482.31	0.000693259	519.729	44.848	80530.1	6.48108e+06	9455.74	8.48306e+07	52.1301	362.992	45.9478	317.05	3.9572	72.233	1309.22	36.3522	19292.8	236.312	896.11	2.93259	34.8735	84.3145	4253.25	58.5214	7.46	74.535	5.01193	134.696	1.67058	47.9865	41229.5	2555.52	56447	39841.3	2.33354	43854.8	39994.8	0.585869	2.31084	1.99699e+07	61.5207	1.13908e+06	4.23136	2975.31	1385.78	16768.8	14269.4	6.81272e+06	112517	3.13034e+06	144606	597729	184430	3.06478e+06	6.01128e+06	7.4446	74.5073	5.38426	152.028	1.89937	34.861	44.3659	2.954	26797.3	0.745103	2.93893	78.2417	592147	2.79731	345.62	161.021	7415.05	13070.5	363417	1950.31	8074.39	41423.5	698089	10.8981	17325.4	202.035	2.50594	72.2573	4.28609	115.182	1.42782	41.1331	153.372	84.5269	3320.93	605803	100927	11804.3
74	4962	17.9049	595.397	47.9964	4688.04	2.00348	30.8613	4436.54	0.000687959	517.066	44.3899	80533.7	6.60266e+06	9475.14	8.41984e+07	52.2232	360.025	45.5862	314.556	3.92802	71.933	1309.54	36.0944	19292.7	234.651	896.556	2.91342	34.642	83.5305	4254.77	58.5106	7.40301	73.9657	4.97546	133.723	1.65933	47.5306	41239.5	2556.08	56441.9	39842.3	2.31804	43752.2	39994.8	0.581984	2.29551	2.00157e+07	61.2528	1.10701e+06	4.08496	2948.54	1391.9	16995.8	14055.4	7.01603e+06	114832	3.01885e+06	138202	539867	195172	2.92947e+06	6.13486e+06	7.38243	73.8851	5.34114	150.813	1.88512	34.7105	44.0361	2.9322	26903	0.739587	2.91718	77.8406	582855	2.73303	337.5	159.368	7397.56	13144.3	345361	1809.89	7081.53	38448.4	702056	10.9785	17503.9	200.617	2.48959	71.5838	4.25491	114.351	1.41822	40.7413	152.446	83.9284	3286.04	546948	100927	11693.8
75	4962	17.8703	593.156	47.5555	4643.98	1.98993	30.6437	4391.51	0.00068273	514.432	43.9393	80537.2	6.72446e+06	9494.29	8.35747e+07	52.3111	357.094	45.2289	312.091	3.89917	71.6318	1309.86	35.8397	19292.7	233.01	896.995	2.89445	34.4133	82.7592	4256.27	58.5	7.34681	73.4043	4.93947	132.763	1.64821	47.0824	41249.3	2556.62	56436.9	39843.3	2.30272	43651.1	39994.8	0.578142	2.28036	2.00608e+07	60.9856	1.07567e+06	3.94313	2922.61	1398.24	17224.8	13841.7	7.2216e+06	117157	2.9032e+06	131740	485152	207050	2.79292e+06	6.25896e+06	7.32105	73.2708	5.29855	149.612	1.87104	34.5595	43.7099	2.91063	27007	0.734131	2.89566	77.4405	573552	2.66957	329.493	157.684	7377.64	13208.5	327142	1673.76	6174	35563.5	705504	11.0584	17680.5	199.215	2.47341	70.9212	4.22414	113.53	1.40873	40.356	151.527	83.3365	3252.1	491326	100927	11585.1
76	4962	17.8362	590.946	47.1221	4600.69	1.97673	30.4288	4347.22	0.000677572	511.828	43.496	80540.7	6.84645e+06	9513.2	8.29594e+07	52.3942	354.2	44.8759	309.657	3.87063	71.3297	1310.17	35.5883	19292.6	231.39	897.428	2.87569	34.1871	82.0005	4257.75	58.4895	7.29138	72.8505	4.90394	131.815	1.63722	46.6416	41259.1	2557.16	56431.9	39844.2	2.28757	43551.5	39994.9	0.574344	2.26539	2.01053e+07	60.7192	1.04507e+06	3.80579	2897.39	1404.76	17455.7	13628.3	7.42928e+06	119487	2.78364e+06	125226	433611	220231	2.65528e+06	6.38329e+06	7.26045	72.6643	5.25648	148.426	1.85711	34.4081	43.3872	2.8893	27109.6	0.728734	2.87438	77.0415	564245	2.60695	321.601	155.972	7355.31	13262.9	308832	1542.25	5349.13	32775.9	708427	11.1378	17855.4	197.831	2.45742	70.2693	4.19376	112.719	1.39936	39.9771	150.616	82.7512	3219	438960	100927	11478.2
77	4962	17.8025	588.766	46.6963	4558.15	1.96386	30.2167	4303.65	0.000672485	509.253	43.06	80544.2	6.96864e+06	9531.86	8.23524e+07	52.4724	351.342	44.5272	307.253	3.84241	71.0267	1310.48	35.3401	19292.5	229.79	897.854	2.85715	33.9634	81.254	4259.21	58.4791	7.23672	72.3044	4.86888	130.879	1.62636	46.2081	41268.7	2557.7	56427.1	39845.1	2.27259	43453.3	39994.9	0.57059	2.25058	2.0149e+07	60.4535	1.0152e+06	3.67284	2872.77	1411.39	17688.4	13415.4	7.63891e+06	121814	2.66043e+06	118667	385266	234913	2.51666e+06	6.50751e+06	7.20064	72.0657	5.21492	147.255	1.84333	34.2565	43.0682	2.86821	27210.6	0.723397	2.85333	76.6436	554944	2.54521	313.826	154.231	7330.59	13307.4	290504	1415.66	4603.85	30092.2	710822	11.2166	18028.5	196.464	2.4416	69.628	4.16377	111.919	1.39009	39.6044	149.713	82.1724	3186.6	389870	100927	11373
78	4962	17.7693	586.615	46.2779	4516.35	1.95131	30.0072	4260.79	0.000667466	506.708	42.6311	80547.6	7.091e+06	9550.29	8.17536e+07	52.5459	348.52	44.1828	304.879	3.81451	70.7232	1310.79	35.095	19292.4	228.21	898.274	2.83881	33.7424	80.5196	4260.66	58.4688	7.1828	71.7657	4.83427	129.955	1.61563	45.7818	41278.2	2558.23	56422.2	39846.1	2.25779	43356.6	39994.9	0.566878	2.23594	2.01921e+07	60.1886	986062	3.54421	2848.59	1418.06	17922.9	13203.1	7.85033e+06	124132	2.53387e+06	112072	340129	251332	2.37727e+06	6.6312e+06	7.14159	71.4748	5.17388	146.098	1.82971	34.1046	42.7527	2.84735	27310.3	0.718119	2.83251	76.247	545657	2.48435	306.171	152.464	7303.52	13342.1	272234	1294.29	3934.72	27518.2	712686	11.295	18199.9	195.114	2.42596	68.997	4.13417	111.129	1.38093	39.2379	148.818	81.6003	3154.76	344064	100927	11269.5
79	4962	17.7365	584.494	45.8666	4475.26	1.93908	29.8003	4218.63	0.000662516	504.191	42.2092	80550.9	7.21352e+06	9568.48	8.11628e+07	52.615	345.734	43.8426	302.534	3.78692	70.4193	1311.09	34.853	19292.4	226.649	898.688	2.82068	33.5238	79.797	4262.08	58.4586	7.12963	71.2345	4.80012	129.043	1.60503	45.3625	41287.6	2558.75	56417.4	39847	2.24315	43261.2	39995	0.563208	2.22146	2.02344e+07	59.9245	957648	3.4198	2824.67	1424.68	18158.9	12991.6	8.06338e+06	126430	2.40432e+06	105450	298205	269769	2.23731e+06	6.75384e+06	7.08332	70.8916	5.13336	144.956	1.81625	33.9526	42.4408	2.82672	27408.5	0.7129	2.81192	75.8517	536391	2.42442	298.636	150.672	7274.14	13367	254099	1178.35	3337.94	25059.1	714020	11.3728	18369.6	193.78	2.41049	68.3761	4.10496	110.349	1.37187	38.8775	147.93	81.0346	3123.3	301543	100927	11167.6
80	4962	17.7042	582.402	45.4625	4434.88	1.92714	29.596	4177.16	0.000657632	501.704	41.7942	80554.2	7.3362e+06	9586.44	8.058e+07	52.6796	342.983	43.5067	300.218	3.75964	70.1152	1311.39	34.614	19292.3	225.108	899.095	2.80275	33.3078	79.0859	4263.49	58.4486	7.07718	70.7106	4.76641	128.143	1.59455	44.9501	41296.9	2559.26	56412.7	39847.9	2.22869	43167.2	39995	0.559581	2.20716	2.02761e+07	59.6611	929956	3.29952	2800.8	1431.13	18396.5	12781	8.2779e+06	128698	2.27222e+06	98815.7	259488	290563	2.09706e+06	6.87483e+06	7.0258	70.316	5.09333	143.828	1.80294	33.8006	42.1325	2.80633	27505.3	0.707739	2.79157	75.4577	527155	2.36543	291.224	148.855	7242.48	13382	236177	1068.07	2809.47	22719.4	714826	11.4502	18537.6	192.462	2.39519	67.7652	4.07613	109.58	1.36292	38.523	147.05	80.4753	3092.03	262297	100927	11067.4
81	4962	17.6723	580.338	45.0652	4395.19	1.9155	29.3943	4136.37	0.000652815	499.244	41.386	80557.5	7.45903e+06	9604.17	8.00051e+07	52.7401	340.267	43.175	297.931	3.73267	69.8109	1311.69	34.3781	19292.2	223.586	899.496	2.78503	33.0943	78.3863	4264.88	58.4387	7.02546	70.1939	4.73315	127.255	1.58419	44.5444	41306.1	2559.77	56408.1	39848.8	2.21439	43074.5	39995	0.555995	2.19302	2.0317e+07	59.3985	902980	3.18329	2776.76	1437.28	18635.5	12571.6	8.49375e+06	130920	2.13806e+06	92184.1	223960	314118	1.95685e+06	6.99342e+06	6.96904	69.7479	5.05382	142.715	1.78978	33.6487	41.8277	2.78617	27600.8	0.702638	2.77145	75.0651	517957	2.30741	283.934	147.015	7208.62	13387.3	218549	963.626	2345.04	20502.9	715107	11.5271	18703.9	191.161	2.38006	67.164	4.04767	108.82	1.35408	38.1742	146.177	79.9225	3060.69	226305	100928	10968.8
82	4962	17.6409	578.303	44.6747	4356.19	1.90415	29.1951	4096.25	0.000648064	496.813	40.9845	80560.7	7.58199e+06	9621.67	7.9438e+07	52.7964	337.587	42.8474	295.674	3.70602	69.5068	1311.98	34.1452	19292.2	222.082	899.891	2.7675	32.8832	77.6978	4266.25	58.4289	6.97446	69.6843	4.70032	126.378	1.57396	44.1454	41315.1	2560.27	56403.5	39849.7	2.20026	42983.1	39995.1	0.552451	2.17904	2.03573e+07	59.1368	876716	3.071	2752.25	1442.98	18875.8	12363.4	8.71079e+06	133080	2.0024e+06	85574.6	191594	340923	1.81708e+06	7.10872e+06	6.91304	69.1874	5.0148	141.615	1.77678	33.4969	41.5264	2.76623	27694.9	0.697594	2.75156	74.6739	508804	2.25036	276.769	145.154	7172.62	13382.9	201296	865.167	1940.23	18412.9	714868	11.6035	18868.6	189.876	2.3651	66.5724	4.01958	108.07	1.34534	37.8312	145.313	79.3761	3029.02	193534	100928	10871.8
83	4962	17.6099	576.295	44.2909	4317.84	1.89307	28.9985	4056.8	0.000643377	494.411	40.5896	80563.9	7.70508e+06	9638.94	7.88785e+07	52.8487	334.941	42.524	293.444	3.67968	69.2029	1312.27	33.9153	19292.1	220.598	900.28	2.75018	32.6746	77.0204	4267.61	58.4193	6.92415	69.1817	4.66792	125.513	1.56385	43.753	41324	2560.76	56398.9	39850.6	2.18629	42892.9	39995.1	0.548948	2.16522	2.03968e+07	58.8759	851156	2.96256	2726.96	1448.04	19117.5	12156.6	8.92889e+06	135159	1.86592e+06	79010.5	162346	371560	1.67824e+06	7.21963e+06	6.85777	68.6343	4.97628	140.53	1.76392	33.3452	41.2286	2.74653	27787.7	0.692609	2.7319	74.2842	499702	2.19432	269.728	143.273	7134.56	13369	184501	772.819	1590.5	16452.1	714116	11.6795	19031.8	188.607	2.35032	65.9903	3.99185	107.329	1.3367	37.4938	144.456	78.8361	2996.69	163937	100928	10776.3
84	4962	17.5793	574.314	43.9137	4280.15	1.88225	28.8043	4017.98	0.000638754	492.036	40.2011	80567	7.82829e+06	9655.98	7.83266e+07	52.8971	332.329	42.2047	291.244	3.65364	68.8994	1312.55	33.6883	19292	219.133	900.663	2.73306	32.4684	76.3537	4268.95	58.4097	6.87454	68.6861	4.63595	124.658	1.55386	43.3669	41332.8	2561.25	56394.5	39851.5	2.17248	42804	39995.1	0.545486	2.15157	2.04356e+07	58.6159	826290	2.85787	2700.5	1452.22	19360.4	11951.5	9.14794e+06	137131	1.7294e+06	72520.2	136158	406726	1.54092e+06	7.32487e+06	6.80324	68.0886	4.93825	139.458	1.75122	33.1939	40.9343	2.72706	27879.3	0.687682	2.71246	73.8961	490660	2.13929	262.809	141.373	7094.54	13345.7	168249	686.679	1291.26	14622.4	712857	11.755	19193.3	187.354	2.3357	65.4173	3.96449	106.598	1.32817	37.1618	143.606	78.3023	2963.31	137450	100928	10682.4
85	4962	17.5492	572.36	43.5428	4243.1	1.87169	28.6126	3979.81	0.000634194	489.688	39.8191	80570.1	7.9516e+06	9672.81	7.77822e+07	52.9418	329.751	41.8894	289.071	3.62791	68.5964	1312.83	33.4642	19292	217.686	901.04	2.71613	32.2647	75.6976	4270.27	58.4003	6.82562	68.1973	4.6044	123.815	1.54399	42.987	41341.5	2561.73	56390	39852.4	2.15884	42716.4	39995.2	0.542064	2.13807	2.04737e+07	58.3568	802110	2.75684	2672.42	1455.27	19604.5	11748.1	9.36788e+06	138968	1.59373e+06	66137.4	112953	447245	1.40583e+06	7.4229e+06	6.74944	67.5502	4.90072	138.401	1.73867	33.0428	40.6435	2.70781	27969.5	0.682811	2.69325	73.5095	481684	2.08528	256.013	139.454	7052.64	13313.1	152627	606.822	1037.91	12925.6	711101	11.8301	19353.4	186.116	2.32124	64.8535	3.93749	105.877	1.31973	36.8353	142.765	77.7748	2928.43	113991	100928	10589.9
86	4962	17.5194	570.433	43.1783	4206.68	1.86138	28.4233	3942.26	0.000629696	487.368	39.4433	80573.2	8.07502e+06	9689.41	7.72452e+07	52.9829	327.208	41.5782	286.926	3.60248	68.294	1313.11	33.2429	19291.9	216.257	901.411	2.6994	32.0633	75.0519	4271.58	58.391	6.77737	67.7153	4.57327	122.983	1.53424	42.6134	41350.1	2562.21	56385.7	39853.2	2.14536	42629.9	39995.2	0.538683	2.12473	2.05111e+07	58.0987	778604	2.65935	2642.23	1456.88	19850	11546.6	9.58862e+06	140636	1.45993e+06	59901.6	92631.5	494074	1.27379e+06	7.51191e+06	6.69636	67.0189	4.86366	137.357	1.72627	32.8922	40.3561	2.68879	28058.6	0.677998	2.67427	73.1246	472781	2.03231	249.338	137.519	7009	13271.5	137723	533.297	825.842	11362.7	708857	11.9048	19511.9	184.894	2.30695	64.2986	3.91084	105.165	1.3114	36.514	141.931	77.2536	2891.56	93457.4	100928	10499
87	4962	17.4901	568.533	42.8199	4170.88	1.85132	28.2364	3905.33	0.000625259	485.075	39.0737	80576.2	8.19853e+06	9705.8	7.67155e+07	53.0204	324.697	41.2709	284.809	3.57735	67.9923	1313.38	33.0246	19291.8	214.846	901.776	2.68286	31.8644	74.4165	4272.86	58.3818	6.72979	67.24	4.54255	122.162	1.52461	42.2458	41358.6	2562.67	56381.3	39854.1	2.13203	42544.6	39995.2	0.535341	2.11155	2.05478e+07	57.8415	755758	2.56531	2609.37	1456.69	20096.8	11347.2	9.81016e+06	142096	1.32915e+06	53858.7	75071	548298	1.14578e+06	7.58985e+06	6.644	66.4949	4.82708	136.326	1.71402	32.742	40.0721	2.67	28146.5	0.673242	2.65551	72.7414	463955	1.98038	242.781	135.569	6963.74	13221.1	123625	466.125	650.547	9934.23	706138	11.9791	19668.9	183.688	2.29283	63.7524	3.88454	104.462	1.30317	36.1979	141.104	76.7385	2852.15	75721.5	100928	10409.5
88	4962	17.4612	566.658	42.4675	4135.68	1.84149	28.052	3869.01	0.000620883	482.81	38.7101	80579.1	8.32212e+06	9721.97	7.6193e+07	53.0545	322.22	40.9676	282.719	3.55253	67.6915	1313.65	32.809	19291.8	213.453	902.136	2.66652	31.6677	73.7911	4274.14	58.3727	6.68287	66.7712	4.51223	121.352	1.51509	41.8841	41366.9	2563.14	56377.1	39854.9	2.11887	42460.4	39995.3	0.532039	2.09853	2.05837e+07	57.5853	733558	2.4746	2573.27	1454.33	20345.1	11150	1.00325e+07	143306	1.20265e+06	48059.7	60120.4	611103	1.02285e+06	7.65445e+06	6.59234	65.9779	4.79098	135.309	1.70191	32.5922	39.7915	2.65142	28233.2	0.668542	2.63697	72.3599	455213	1.9295	236.342	133.605	6916.98	13162.1	110418	405.293	507.589	8639.89	702956	12.053	19824.5	182.496	2.27887	63.2149	3.85858	103.768	1.29503	35.8869	140.285	76.2296	2809.61	60628	100928	10321.4
89	4962	17.4326	564.808	42.1212	4101.08	1.83189	27.8699	3833.28	0.000616567	480.57	38.3526	80582.1	8.44578e+06	9737.92	7.56776e+07	53.0853	319.775	40.6682	280.656	3.528	67.3917	1313.92	32.5962	19291.7	212.079	902.49	2.65037	31.4735	73.1755	4275.39	58.3637	6.6366	66.309	4.48232	120.552	1.50569	41.5283	41375.2	2563.59	56372.9	39855.8	2.10586	42377.4	39995.3	0.528777	2.08566	2.06189e+07	57.3301	711987	2.3871	2533.36	1449.42	20595	10955.1	1.02556e+07	144222	1.08175e+06	42558.9	47598.5	683708	906154	7.70333e+06	6.54138	65.4679	4.75535	134.305	1.68996	32.4431	39.5143	2.63307	28318.7	0.663898	2.61865	71.9803	446559	1.87967	230.019	131.628	6868.88	13094.9	98181.8	350.742	392.668	7478.5	699327	12.1265	19978.6	181.32	2.26507	62.6859	3.83297	103.084	1.28699	35.581	139.474	75.7267	2763.38	47991.2	100928	10234.8
90	4962	17.4045	562.984	41.7806	4067.05	1.82251	27.6901	3798.14	0.00061231	478.357	38.0009	80585	8.56952e+06	9753.67	7.51692e+07	53.1129	317.363	40.3727	278.62	3.50376	67.093	1314.18	32.3862	19291.7	210.721	902.839	2.63441	31.2815	72.5697	4276.63	58.3549	6.59097	65.8532	4.45281	119.763	1.49641	41.1782	41383.3	2564.05	56368.7	39856.6	2.09301	42295.4	39995.3	0.525553	2.07295	2.06534e+07	57.076	691027	2.30271	2489.17	1441.59	20846.6	10762.6	1.04794e+07	144799	967756	37410.6	37293.6	767262	796849	7.73417e+06	6.49111	64.9648	4.72019	133.314	1.67814	32.2945	39.2405	2.61494	28403.1	0.65931	2.60056	71.6025	437998	1.8309	223.813	129.642	6819.57	13019.6	86981.3	302.349	301.651	6447.56	695271	12.1997	20131.3	180.158	2.25143	62.1651	3.8077	102.408	1.27906	35.2799	138.67	75.23	2712.98	37595.3	100929	10149.5
