Time	[EGF]	[EGFR]	[EGF-EGFR]	[EGF-EGFR^2]	[EGF-EGFR*^2]	[EGFRi]	[EGF-EGFR*^2-GAP-Grb2-Prot]	[EGF-EGFRi*^2]	[Proti]	[EGF-EGFRi]	[EGF-EGFRi^2]	[Prot]	[EGFideg]	[GAP]	[EGF-EGFR*^2-GAP]	[EGFi]	[EGF-EGFRi*^2-GAP]	[EGF-EGFRi*^2-GAP-Grb2]	[EGF-EGFRi*^2-GAP-Grb2-Sos]	[EGF-EGFRi*^2-GAP-Grb2-Sos-Ras-GDP]	[EGF-EGFRi*^2-GAP-Grb2-Sos-Ras-GTP]	[Grb2]	[EGF-EGFR*^2-GAP-Grb2]	[Sos]	[EGF-EGFR*^2-GAP-Grb2-Sos]	[Ras-GDP]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GDP]	[Ras-GTP]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GTP]	[Grb2-Sos]	[Shc]	[EGF-EGFR*^2-GAP-Shc]	[EGF-EGFR*^2-GAP-Shc*]	[EGF-EGFR*^2-GAP-Shc*-Grb2]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GDP]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GTP]	[Shc*-Grb2-Sos]	[Shc*-Grb2]	[Shc*]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Phosphotase1]	[Raf*]	[Raf*-P'ase]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-P'ase2]	[Phosphatase2]	[MEK-P-P'ase2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosphotase3]	[ERK-PP-P'ase3]	[ERK-P-P'ase3]	[EGF-EGFRi*^2-GAP-Shc]	[EGF-EGFRi*^2-GAP-Shc*]	[EGF-EGFRi*^2-GAP-Shc*-Grb2]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos-Ras-GDP]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos-Ras-GTP]	[Rasi-GTP]	[Rafi-Rasi-GTP]	[Rasi-GTP*]	[Rafi*]	[Rafi*-P'ase]	[MEKi-Rafi*]	[MEKi-P]	[MEKi-P-Rafi*]	[MEKi-PP]	[MEKi-PP-P'ase2i]	[MEKi-P-P'ase2i]	[ERKi-MEKi-PP]	[ERKi-P]	[ERKi-P-MEKi-PP]	[ERKi-PP]	[ERKi-PP-P'ase3i]	[ERKi-P-P'ase3i]	[EGFRideg]	[EGF-EGFRi*^2deg]	[EGF-EGFR*^2-GAP-Grb2-Sos-Prot]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GDP-Prot]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GTP-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GDP-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GTP-Prot]	[t_Raf*]	[t_Ras_GTP]	[t_MEK_PP]	[t_ERK_PP]	[t_SHC_P_t]	[t_EGF_EGFR*]
91	4962	17.3767	561.184	41.4458	4033.6	1.81334	27.5127	3763.57	0.000608111	476.171	37.6549	80587.8	8.69331e+06	9769.21	7.46679e+07	53.1374	314.983	40.081	276.61	3.47982	66.7954	1314.44	32.1789	19291.6	209.381	903.183	2.61864	31.0919	71.9734	4277.85	58.3461	6.54599	65.4037	4.42369	118.985	1.48723	40.8337	41391.3	2564.49	56364.6	39857.4	2.08032	42214.6	39995.4	0.522369	2.06039	2.06873e+07	56.823	670660	2.22129	2440.34	1430.57	21100.2	10572.4	1.07039e+07	145000	861858	32664	28966.1	862692	695979	7.74498e+06	6.44153	64.4686	4.68549	132.337	1.66647	32.1465	38.97	2.59703	28486.4	0.654777	2.58268	71.2266	429534	1.78317	217.725	127.651	6769.17	12936.9	76862.2	259.909	230.629	5542.88	690809	12.2724	20282.6	179.011	2.23795	61.6526	3.78276	101.741	1.27121	34.9837	137.874	74.7392	2658.06	29196.7	100929	10065.6
92	4962	17.3493	559.41	41.1166	4000.72	1.80438	27.3375	3729.57	0.00060397	474.01	37.3146	80590.6	8.81716e+06	9784.54	7.41734e+07	53.1588	312.635	39.7932	274.627	3.45618	66.499	1314.7	31.9743	19291.5	208.058	903.521	2.60306	30.9045	71.3865	4279.06	58.3375	6.50162	64.9605	4.39496	118.216	1.47818	40.4948	41399.3	2564.93	56360.6	39858.3	2.06777	42134.7	39995.4	0.519223	2.04798	2.07204e+07	56.5712	650864	2.14275	2386.79	1416.19	21355.7	10384.7	1.09289e+07	144800	764993	28357.1	22356	970539	604367	7.73436e+06	6.39262	63.9791	4.65124	131.372	1.65495	31.9993	38.7027	2.57934	28568.6	0.650299	2.56501	70.8527	421171	1.7365	211.761	125.658	6717.79	12847.1	67841.8	223.123	175.979	4758.21	685970	12.3448	20432.6	177.879	2.22463	61.1481	3.75815	101.083	1.26347	34.6922	137.086	74.2544	2598.55	22532	100929	9983.06
93	4962	17.3223	557.659	40.7929	3968.38	1.79563	27.1646	3696.13	0.000599885	471.875	36.9799	80593.4	8.94105e+06	9799.67	7.36856e+07	53.1774	310.318	39.5091	272.67	3.43282	66.204	1314.95	31.7724	19291.5	206.753	903.854	2.58767	30.7194	70.8088	4280.25	58.3289	6.45788	64.5235	4.36661	117.458	1.46923	40.1612	41407.1	2565.36	56356.6	39859.1	2.05538	42056	39995.4	0.516115	2.03572	2.07528e+07	56.3206	631620	2.06695	2328.72	1398.46	21613.2	10199.2	1.11542e+07	144189	677734	24511.5	17195	1.09082e+06	522494	7.70181e+06	6.34438	63.4964	4.61745	130.42	1.64357	31.8527	38.4388	2.56186	28649.7	0.645875	2.54757	70.4807	412911	1.69086	205.929	123.671	6665.51	12750.7	59904.2	191.591	134.431	4085.21	680786	12.4168	20581.1	176.761	2.21147	60.6514	3.73387	100.434	1.25581	34.4053	136.304	73.7755	2534.64	17329.5	100929	9901.83
94	4962	17.2957	555.932	40.4747	3936.59	1.78708	26.994	3663.24	0.000595857	469.765	36.6507	80596.1	9.06499e+06	9814.59	7.32046e+07	53.193	308.032	39.2287	270.739	3.40974	65.9104	1315.2	31.5731	19291.4	205.464	904.182	2.57245	30.5366	70.2402	4281.43	58.3205	6.41475	64.0926	4.33865	116.71	1.4604	39.8331	41414.8	2565.79	56352.6	39859.9	2.04314	41978.2	39995.4	0.513045	2.02361	2.07845e+07	56.0711	612909	1.99378	2266.61	1377.56	21872.6	10015.8	1.13793e+07	143176	600226	21129.5	13221.2	1.22297e+06	450431	7.64779e+06	6.29681	63.0202	4.5841	129.48	1.63232	31.707	38.1781	2.54459	28729.8	0.641505	2.53033	70.1109	404760	1.64627	200.238	121.697	6612.36	12648.6	52999.3	164.821	103.133	3513.61	675291	12.4885	20728.4	175.658	2.19847	60.1626	3.70991	99.7933	1.24826	34.1231	135.531	73.3025	2466.85	13324.3	100929	9821.89
95	4962	17.2694	554.229	40.1618	3905.33	1.77872	26.8256	3630.88	0.000591884	467.681	36.3269	80598.8	9.18896e+06	9829.32	7.27302e+07	53.206	305.777	38.952	268.833	3.38696	65.6184	1315.45	31.3765	19291.4	204.192	904.504	2.55743	30.356	69.6805	4282.59	58.3122	6.37222	63.6677	4.31106	115.972	1.45167	39.5101	41422.4	2566.21	56348.7	39860.7	2.03105	41901.4	39995.5	0.510013	2.01165	2.08155e+07	55.8229	594713	1.92316	2201.22	1353.84	22133.6	9834.48	1.16037e+07	141788	532193	18194.1	10192.9	1.36588e+06	387842	7.57373e+06	6.24988	62.5506	4.5512	128.553	1.62122	31.562	37.9206	2.52754	28808.9	0.637189	2.51331	69.7431	396718	1.60271	194.698	119.742	6558.37	12541.2	47048.3	142.265	79.6862	3031.83	669521	12.5599	20874.4	174.569	2.18562	59.6814	3.68627	99.161	1.24079	33.8453	134.764	72.8353	2395.92	10272.6	100929	9743.22
96	4962	17.2435	552.55	39.8541	3874.59	1.77054	26.6594	3599.06	0.000587967	465.621	36.0084	80601.5	9.31295e+06	9843.85	7.22624e+07	53.2163	303.553	38.679	266.952	3.36445	65.3279	1315.69	31.1824	19291.3	202.936	904.822	2.54258	30.1777	69.1295	4283.74	58.304	6.33029	63.2488	4.28384	115.244	1.44306	39.1923	41429.9	2566.63	56344.9	39861.5	2.01911	41825.6	39995.5	0.507017	1.99984	2.08458e+07	55.5759	577016	1.85497	2133.45	1327.76	22395.9	9654.98	1.18268e+07	140065	473013	15672.9	7899.67	1.51803e+06	334061	7.48177e+06	6.20361	62.0875	4.51874	127.639	1.61026	31.4178	37.6664	2.5107	28886.9	0.632926	2.49649	69.3774	388791	1.56017	189.32	117.814	6503.54	12429.2	41952.4	123.349	62.1495	2627.77	663513	12.6309	21019	173.494	2.17292	59.2077	3.66295	98.5371	1.23342	33.572	134.005	72.3738	2322.77	7961.82	100929	9665.81
97	4962	17.2179	550.893	39.5515	3844.36	1.76255	26.4953	3567.75	0.000584103	463.586	35.6951	80604.1	9.43697e+06	9858.18	7.1801e+07	53.224	301.359	38.4096	265.096	3.34222	65.039	1315.93	30.9909	19291.3	201.697	905.135	2.52792	30.0015	68.5872	4284.87	58.2959	6.28895	62.8358	4.25699	114.525	1.43455	38.8796	41437.4	2567.04	56341.1	39862.2	2.00732	41750.8	39995.5	0.504059	1.98817	2.08755e+07	55.3302	559805	1.78914	2064.23	1299.83	22659.2	9477.17	1.2048e+07	138056	421841	13523.8	6166.85	1.6777e+06	288202	7.37451e+06	6.15797	61.6308	4.4867	126.736	1.59943	31.2745	37.4153	2.49406	28964	0.628715	2.47989	69.014	380981	1.51866	184.11	115.92	6447.86	12313.3	37603.9	107.52	49.0037	2289.63	657300	12.7016	21162.4	172.432	2.16038	58.7414	3.63994	97.9215	1.22614	33.303	133.253	71.9181	2248.34	6215.85	100929	9589.63
98	4962	17.1927	549.259	39.254	3814.64	1.75473	26.3334	3536.96	0.000580293	461.575	35.3869	80606.7	9.561e+06	9872.32	7.1346e+07	53.2292	299.194	38.1437	263.265	3.32027	64.7518	1316.17	30.8019	19291.2	200.474	905.443	2.51344	29.8275	68.0533	4285.99	58.2878	6.24819	62.4286	4.2305	113.817	1.42615	38.5718	41444.7	2567.44	56337.4	39863	1.99567	41676.9	39995.6	0.501137	1.97665	2.09045e+07	55.0859	543069	1.72559	1994.45	1270.55	22923.1	9300.95	1.22668e+07	135812	377727	11700.1	4855.58	1.84313e+06	249281	7.25467e+06	6.11296	61.1803	4.4551	125.846	1.58874	31.1321	37.1673	2.47764	29040.1	0.624557	2.46349	68.6527	373292	1.47817	179.075	114.062	6391.34	12194	33895.9	94.2653	39.0952	2006.55	650911	12.772	21304.6	171.385	2.14799	58.2823	3.61724	97.3142	1.21895	33.0383	132.508	71.4681	2173.52	4894.67	100929	9514.67
99	4962	17.1679	547.647	38.9615	3785.42	1.74709	26.1737	3506.67	0.000576535	459.589	35.0837	80609.2	9.68504e+06	9886.27	7.08973e+07	53.232	297.059	37.8814	261.458	3.2986	64.4664	1316.4	30.6155	19291.1	199.268	905.747	2.49913	29.6557	67.5277	4287.09	58.2799	6.208	62.0271	4.20438	113.117	1.41786	38.269	41451.9	2567.84	56333.7	39863.8	1.98417	41603.9	39995.6	0.498252	1.96527	2.09327e+07	54.8428	526797	1.66426	1924.9	1240.39	23187.1	9126.26	1.24826e+07	133382	339715	10155.6	3858.93	2.01264e+06	216320	7.1249e+06	6.06858	60.7362	4.42392	124.968	1.57818	30.9907	36.9225	2.46141	29115.3	0.620451	2.44729	68.2936	365726	1.43869	174.215	112.245	6333.97	12071.8	30729	83.1376	31.5669	1768.97	644371	12.842	21445.5	170.351	2.13575	57.8304	3.59485	96.7149	1.21185	32.7778	131.771	71.0237	2099.11	3890.49	100929	9440.9
100	4962	17.1434	546.058	38.6738	3756.68	1.73962	26.016	3476.87	0.00057283	457.626	34.7855	80611.7	9.80908e+06	9900.03	7.04548e+07	53.2324	294.953	37.6226	259.675	3.2772	64.1828	1316.63	30.4315	19291.1	198.077	906.046	2.485	29.486	67.0103	4288.17	58.2721	6.16838	61.6313	4.17861	112.428	1.40967	37.9709	41459	2568.24	56330	39864.5	1.97281	41531.8	39995.6	0.495403	1.95403	2.09603e+07	54.6011	510984	1.60506	1856.2	1209.75	23450.9	8953.06	1.2695e+07	130810	306912	8847.44	3096.41	2.18475e+06	188405	6.98757e+06	6.02481	60.2982	4.39316	124.101	1.56776	30.8501	36.6807	2.44539	29189.5	0.616397	2.4313	67.9367	358288	1.40022	169.531	110.469	6275.78	11947.1	28015	73.7556	25.7912	1568.73	637702	12.9118	21585.3	169.331	2.12366	57.3856	3.57276	96.1237	1.20484	32.5214	131.04	70.5849	2025.73	3122.2	100930	9368.31
