Time	[NatP]	[MisP]	[Hsp70]	[Hsp90]	[Hsp70_dam]	[Hsp90_dam]	[Hsp90_Proteasome]	[Hsp70_Proteasome]	[Hsp70Client]	[Hsp90Client]	[Hsp70_Hsp70Client]	[Hsp90_Hsp90Client]	[Akt]	[Akt_Hsp90]	[CHIP]	[Akt_CHIP_Hsp90]	[Akt_Proteasome]	[Hsf1]	[Hsf1_Hsp90]	[Hsp90_MisP]	[Hsp70_MisP]	[Hsf1_Hsf1_Hsf1]	[Hsf1_Hsf1_Hsf1_P]	[Hsf1_Hsf1]	[HSEHsp70]	[HSEHsp90]	[HSEHsp70_Hsf1_Hsf1_Hsf1]	[HSEHsp70_Hsf1_Hsf1_Hsf1_P]	[HSEHsp90_Hsf1_Hsf1_Hsf1]	[HSEHsp90_Hsf1_Hsf1_Hsf1_P]	[Jnk]	[Jnk_P]	[Ppx]	[Mkp1]	[Mkp1_P]	[Mkp1_Proteasome]	[Hsp70_Ppx]	[Pkc]	[p38]	[p38_P]	[Proteasome]	[MisP_Proteasome]	[AggP]	[SeqAggP]	[AggP_Proteasome]	[ROS]	[ATP]	[ADP]	[Source]	[Sink]	[p38Death]	[JNKDeath]	[PIDeath]	[CellDeath]
31	17600.3	9.02778	1389.93	1818.12	0.00430516	0.00563334	0.253863	0.232818	473.666	559.324	26.3342	40.6762	337.556	32.4389	255.023	79.9769	0.0670775	1.3564	98.6435	465.109	405.486	5.79942e-07	1.57349e-06	3.82208e-05	2	2	5.58461e-07	2.88715e-06	5.58461e-07	2.88715e-06	96.1482	3.85177	1.76687	0.0360025	99.9643	4.8291e-06	98.2331	100	96.1482	3.85177	498.224	1.2223	4.12195e-06	2.61303e-12	1.70456e-07	10.0117	10000	1000	1	1	1.77897e-05	1.77897e-05	2.17067e-14	3.55793e-05
32	17600.3	9.21572	1390.03	1818.21	0.0044443	0.00581535	0.261205	0.239554	473.664	559.322	26.3359	40.6782	337.555	32.4404	255.024	79.9762	0.0690145	1.35633	98.6436	465.011	405.386	5.87559e-07	1.59995e-06	3.82188e-05	2	2	5.71631e-07	2.9702e-06	5.71631e-07	2.9702e-06	96.1481	3.85191	1.76675	0.0360013	99.9643	4.96863e-06	98.2333	100	96.1481	3.85191	498.173	1.2574	4.47097e-06	3.00535e-12	1.91855e-07	10.0121	10000	1000	1	1	1.83674e-05	1.83674e-05	2.53269e-14	3.67349e-05
33	17600.3	9.39888	1390.13	1818.3	0.00458345	0.00599736	0.268497	0.246244	473.662	559.32	26.3377	40.6801	337.553	32.4419	255.025	79.9755	0.0709384	1.35626	98.6436	464.915	405.289	5.95046e-07	1.62597e-06	3.82168e-05	2	2	5.84515e-07	3.05191e-06	5.84515e-07	3.05191e-06	96.148	3.85204	1.76663	0.0360002	99.9643	5.10721e-06	98.2334	100	96.148	3.85204	498.122	1.29226	4.83439e-06	3.43886e-12	2.15026e-07	10.0124	10000	1000	1	1	1.89452e-05	1.89452e-05	2.93927e-14	3.78905e-05
34	17600.4	9.57739	1390.22	1818.39	0.00472261	0.0061794	0.27574	0.252889	473.661	559.318	26.3393	40.682	337.552	32.4433	255.025	79.9747	0.0728492	1.3562	98.6437	464.822	405.193	6.02406e-07	1.65156e-06	3.82151e-05	2	2	5.97121e-07	3.13229e-06	5.97121e-07	3.13229e-06	96.1478	3.85218	1.76651	0.0359991	99.9643	5.24484e-06	98.2335	100	96.1478	3.85218	498.072	1.32687	5.21205e-06	3.916e-12	2.40041e-07	10.0128	10000	1000	1	1	1.95231e-05	1.95231e-05	3.39402e-14	3.90461e-05
35	17600.4	9.75136	1390.31	1818.48	0.00486179	0.00636145	0.282934	0.25949	473.659	559.316	26.341	40.6838	337.55	32.4447	255.026	79.974	0.0747471	1.35613	98.6438	464.732	405.099	6.0964e-07	1.67672e-06	3.82134e-05	2	2	6.09459e-07	3.21137e-06	6.09459e-07	3.21137e-06	96.1477	3.85232	1.7664	0.0359981	99.9643	5.38154e-06	98.2336	100	96.1477	3.85232	498.022	1.36123	5.60379e-06	4.43923e-12	2.66969e-07	10.0132	10000	1000	1	1	2.01009e-05	2.01009e-05	3.90071e-14	4.02018e-05
36	17600.4	9.9209	1390.4	1818.56	0.00500098	0.00654351	0.29008	0.266047	473.657	559.314	26.3426	40.6856	337.548	32.4461	255.027	79.9733	0.076632	1.35607	98.6438	464.645	405.008	6.16752e-07	1.70146e-06	3.82119e-05	2	2	6.21538e-07	3.28916e-06	6.21538e-07	3.28916e-06	96.1475	3.85246	1.76629	0.0359971	99.9644	5.5173e-06	98.2337	100	96.1475	3.85246	497.972	1.39536	6.00943e-06	5.01104e-12	2.9588e-07	10.0135	10000	1000	1	1	2.06788e-05	2.06788e-05	4.46322e-14	4.13575e-05
37	17600.4	10.0861	1390.49	1818.64	0.00514019	0.00672559	0.297178	0.27256	473.656	559.313	26.3442	40.6873	337.547	32.4474	255.027	79.9725	0.0785043	1.35601	98.6439	464.56	404.918	6.23744e-07	1.72579e-06	3.82105e-05	2	2	6.33366e-07	3.36569e-06	6.33366e-07	3.36569e-06	96.1474	3.85259	1.76618	0.0359962	99.9644	5.65214e-06	98.2338	100	96.1474	3.85259	497.923	1.42924	6.42879e-06	5.6339e-12	3.26842e-07	10.0139	10000	1000	1	1	2.12566e-05	2.12566e-05	5.08559e-14	4.25133e-05
38	17600.4	10.2472	1390.57	1818.72	0.00527941	0.00690768	0.304229	0.27903	473.654	559.311	26.3457	40.6889	337.546	32.4487	255.028	79.9718	0.0803638	1.35595	98.6439	464.477	404.83	6.30617e-07	1.74971e-06	3.82092e-05	2	2	6.44951e-07	3.44097e-06	6.44951e-07	3.44097e-06	96.1473	3.85273	1.76607	0.0359953	99.9644	5.78607e-06	98.2339	100	96.1473	3.85273	497.873	1.46289	6.86166e-06	6.31031e-12	3.59923e-07	10.0143	10000	1000	1	1	2.18345e-05	2.18345e-05	5.772e-14	4.36691e-05
39	17600.4	10.4041	1390.66	1818.8	0.00541864	0.00708978	0.311232	0.285456	473.653	559.309	26.3472	40.6905	337.544	32.4499	255.029	79.9711	0.0822107	1.3559	98.644	464.397	404.744	6.37374e-07	1.77323e-06	3.82081e-05	2	2	6.56299e-07	3.51503e-06	6.56299e-07	3.51503e-06	96.1471	3.85287	1.76596	0.0359945	99.9644	5.91908e-06	98.234	100	96.1471	3.85287	497.825	1.4963	7.30784e-06	7.04274e-12	3.95189e-07	10.0147	10000	1000	1	1	2.24125e-05	2.24125e-05	6.52674e-14	4.48249e-05
40	17600.4	10.557	1390.74	1818.87	0.00555788	0.0072719	0.318188	0.291839	473.651	559.308	26.3487	40.6921	337.543	32.4511	255.03	79.9703	0.084045	1.35584	98.644	464.319	404.659	6.44017e-07	1.79636e-06	3.8207e-05	2	2	6.67419e-07	3.58787e-06	6.67419e-07	3.58787e-06	96.147	3.853	1.76586	0.0359937	99.9644	6.05119e-06	98.2341	100	96.147	3.853	497.776	1.52947	7.76711e-06	7.8337e-12	4.32705e-07	10.015	10000	1000	1	1	2.29904e-05	2.29904e-05	7.35425e-14	4.59808e-05
41	17600.4	10.7061	1390.82	1818.95	0.00569714	0.00745403	0.325097	0.29818	473.65	559.306	26.3502	40.6936	337.541	32.4523	255.03	79.9696	0.085867	1.35579	98.6441	464.243	404.577	6.50548e-07	1.8191e-06	3.82061e-05	2	2	6.78317e-07	3.65951e-06	6.78317e-07	3.65951e-06	96.1469	3.85314	1.76576	0.0359929	99.9644	6.18241e-06	98.2342	100	96.1469	3.85314	497.728	1.56242	8.23925e-06	8.68563e-12	4.72536e-07	10.0154	10000	1000	1	1	2.35684e-05	2.35684e-05	8.2591e-14	4.71367e-05
42	17600.4	10.8514	1390.9	1819.02	0.00583641	0.00763618	0.33196	0.304478	473.648	559.305	26.3516	40.6951	337.54	32.4534	255.031	79.9689	0.0876765	1.35574	98.6442	464.169	404.496	6.56968e-07	1.84146e-06	3.82053e-05	2	2	6.89e-07	3.72999e-06	6.89e-07	3.72999e-06	96.1467	3.85328	1.76566	0.0359922	99.9644	6.31273e-06	98.2343	100	96.1467	3.85328	497.681	1.59513	8.72403e-06	9.60102e-12	5.14744e-07	10.0158	10000	1000	1	1	2.41463e-05	2.41463e-05	9.24598e-14	4.82927e-05
43	17600.4	10.9929	1390.98	1819.09	0.00597569	0.00781833	0.338777	0.310734	473.647	559.303	26.353	40.6965	337.539	32.4545	255.032	79.9681	0.0894739	1.35569	98.6442	464.098	404.417	6.63281e-07	1.86345e-06	3.82046e-05	2	2	6.99473e-07	3.7993e-06	6.99473e-07	3.7993e-06	96.1466	3.85341	1.76557	0.0359915	99.9644	6.44216e-06	98.2344	100	96.1466	3.85341	497.633	1.62761	9.2212e-06	1.05823e-11	5.59392e-07	10.0161	10000	1000	1	1	2.47243e-05	2.47243e-05	1.03197e-13	4.94487e-05
44	17600.4	11.1309	1391.05	1819.15	0.00611498	0.0080005	0.345548	0.316947	473.646	559.302	26.3544	40.6979	337.538	32.4556	255.033	79.9674	0.091259	1.35564	98.6443	464.028	404.339	6.69487e-07	1.88507e-06	3.82039e-05	2	2	7.09742e-07	3.86748e-06	7.09742e-07	3.86748e-06	96.1465	3.85355	1.76547	0.0359909	99.9644	6.57072e-06	98.2345	100	96.1465	3.85355	497.586	1.65987	9.73054e-06	1.16319e-11	6.0654e-07	10.0165	10000	1000	1	1	2.53024e-05	2.53024e-05	1.14852e-13	5.06047e-05
45	17600.4	11.2654	1391.13	1819.22	0.00625428	0.00818268	0.352274	0.32312	473.644	559.301	26.3557	40.6993	337.536	32.4566	255.033	79.9667	0.093032	1.35559	98.6443	463.961	404.263	6.75589e-07	1.90633e-06	3.82034e-05	2	2	7.19813e-07	3.93454e-06	7.19813e-07	3.93454e-06	96.1463	3.85368	1.76538	0.0359903	99.9645	6.6984e-06	98.2346	100	96.1463	3.85368	497.54	1.6919	1.02518e-05	1.27522e-11	6.56247e-07	10.0169	10000	1000	1	1	2.58804e-05	2.58804e-05	1.27476e-13	5.17608e-05
46	17600.4	11.3964	1391.2	1819.28	0.0063936	0.00836488	0.358954	0.329251	473.643	559.299	26.357	40.7006	337.535	32.4577	255.034	79.9659	0.094793	1.35554	98.6443	463.896	404.188	6.81589e-07	1.92724e-06	3.8203e-05	2	2	7.29691e-07	4.00049e-06	7.29691e-07	4.00049e-06	96.1462	3.85382	1.76529	0.0359898	99.9645	6.82521e-06	98.2347	100	96.1462	3.85382	497.493	1.72371	1.07847e-05	1.39457e-11	7.08573e-07	10.0172	10000	1000	1	1	2.64585e-05	2.64585e-05	1.41119e-13	5.29169e-05
47	17600.5	11.5241	1391.27	1819.34	0.00653293	0.00854708	0.36559	0.335341	473.642	559.298	26.3583	40.7019	337.534	32.4586	255.035	79.9652	0.096542	1.3555	98.6444	463.832	404.115	6.87488e-07	1.9478e-06	3.82026e-05	2	2	7.39381e-07	4.06536e-06	7.39381e-07	4.06536e-06	96.146	3.85396	1.7652	0.0359892	99.9645	6.95117e-06	98.2348	100	96.146	3.85396	497.447	1.75529	1.13291e-05	1.52146e-11	7.63573e-07	10.0176	10000	1000	1	1	2.70365e-05	2.70365e-05	1.55836e-13	5.40731e-05
48	17600.5	11.6486	1391.34	1819.4	0.00667226	0.0087293	0.37218	0.34139	473.64	559.297	26.3596	40.7031	337.533	32.4596	255.036	79.9645	0.0982792	1.35546	98.6444	463.771	404.044	6.93288e-07	1.96802e-06	3.82024e-05	2	2	7.48889e-07	4.12916e-06	7.48889e-07	4.12916e-06	96.1459	3.85409	1.76511	0.0359888	99.9645	7.07627e-06	98.2349	100	96.1459	3.85409	497.401	1.78665	1.18846e-05	1.65612e-11	8.21304e-07	10.018	10000	1000	1	1	2.76147e-05	2.76147e-05	1.71681e-13	5.52293e-05
49	17600.5	11.7698	1391.41	1819.46	0.00681161	0.00891153	0.378727	0.347398	473.639	559.296	26.3608	40.7043	337.532	32.4605	255.036	79.9637	0.100005	1.35541	98.6445	463.711	403.974	6.98991e-07	1.9879e-06	3.82022e-05	2	2	7.58218e-07	4.19191e-06	7.58218e-07	4.19191e-06	96.1458	3.85423	1.76503	0.0359883	99.9645	7.20052e-06	98.235	100	96.1458	3.85423	497.356	1.8178	1.2451e-05	1.7988e-11	8.81819e-07	10.0183	10000	1000	1	1	2.81928e-05	2.81928e-05	1.88707e-13	5.63856e-05
50	17600.5	11.8881	1391.48	1819.51	0.00695098	0.00909377	0.385229	0.353367	473.638	559.295	26.362	40.7055	337.531	32.4614	255.037	79.963	0.101718	1.35537	98.6445	463.653	403.905	7.04598e-07	2.00744e-06	3.82021e-05	1.99999	1.99999	7.67373e-07	4.25362e-06	7.67373e-07	4.25362e-06	96.1456	3.85436	1.76494	0.0359879	99.9645	7.32392e-06	98.2351	100	96.1456	3.85436	497.311	1.84873	1.30281e-05	1.94971e-11	9.45173e-07	10.0187	10000	1000	1	1	2.87709e-05	2.87709e-05	2.06972e-13	5.75418e-05
51	17600.5	12.0033	1391.54	1819.56	0.00709035	0.00927602	0.391688	0.359295	473.637	559.293	26.3632	40.7066	337.53	32.4623	255.038	79.9623	0.10342	1.35533	98.6446	463.597	403.837	7.10112e-07	2.02667e-06	3.82021e-05	1.99999	1.99999	7.76359e-07	4.31431e-06	7.76359e-07	4.31431e-06	96.1455	3.8545	1.76486	0.0359875	99.9645	7.44649e-06	98.2351	100	96.1455	3.8545	497.266	1.87944	1.36156e-05	2.10908e-11	1.01142e-06	10.0191	10000	1000	1	1	2.93491e-05	2.93491e-05	2.26533e-13	5.86982e-05
52	17600.5	12.1155	1391.61	1819.62	0.00722973	0.00945829	0.398103	0.365183	473.636	559.292	26.3643	40.7077	337.529	32.4631	255.038	79.9615	0.105111	1.35529	98.6446	463.542	403.771	7.15534e-07	2.04557e-06	3.82022e-05	1.99999	1.99999	7.85179e-07	4.374e-06	7.85179e-07	4.374e-06	96.1454	3.85463	1.76478	0.0359872	99.9645	7.56823e-06	98.2352	100	96.1454	3.85463	497.222	1.90994	1.42132e-05	2.27713e-11	1.0806e-06	10.0194	10000	1000	1	1	2.99273e-05	2.99273e-05	2.47448e-13	5.98545e-05
53	17600.5	12.2249	1391.67	1819.67	0.00736912	0.00964056	0.404475	0.371032	473.635	559.291	26.3655	40.7087	337.528	32.4639	255.039	79.9608	0.10679	1.35526	98.6446	463.489	403.706	7.20865e-07	2.06416e-06	3.82023e-05	1.99999	1.99999	7.93838e-07	4.4327e-06	7.93838e-07	4.4327e-06	96.1452	3.85477	1.7647	0.0359868	99.9645	7.68914e-06	98.2353	100	96.1452	3.85477	497.177	1.94022	1.48207e-05	2.45407e-11	1.15277e-06	10.0198	10000	1000	1	1	3.05055e-05	3.05055e-05	2.69777e-13	6.10109e-05
54	17600.5	12.3316	1391.73	1819.72	0.00750853	0.00982284	0.410804	0.376842	473.633	559.29	26.3666	40.7098	337.527	32.4647	255.04	79.9601	0.108458	1.35522	98.6447	463.438	403.642	7.26107e-07	2.08244e-06	3.82025e-05	1.99999	1.99999	8.02339e-07	4.49043e-06	8.02339e-07	4.49043e-06	96.1451	3.8549	1.76463	0.0359866	99.9645	7.80923e-06	98.2354	100	96.1451	3.8549	497.134	1.9703	1.54378e-05	2.64011e-11	1.22799e-06	10.0202	10000	1000	1	1	3.10837e-05	3.10837e-05	2.9358e-13	6.21674e-05
55	17600.5	12.4355	1391.79	1819.76	0.00764794	0.0100051	0.417091	0.382613	473.632	559.289	26.3677	40.7108	337.526	32.4655	255.041	79.9594	0.110114	1.35519	98.6447	463.388	403.58	7.31261e-07	2.10041e-06	3.82028e-05	1.99999	1.99999	8.10686e-07	4.54721e-06	8.10686e-07	4.54721e-06	96.145	3.85504	1.76455	0.0359863	99.9646	7.92851e-06	98.2355	100	96.145	3.85504	497.09	2.00016	1.60643e-05	2.83546e-11	1.30628e-06	10.0205	10000	1000	1	1	3.16619e-05	3.16619e-05	3.18917e-13	6.33239e-05
56	17600.5	12.5368	1391.85	1819.81	0.00778737	0.0101874	0.423335	0.388345	473.631	559.288	26.3688	40.7117	337.525	32.4662	255.041	79.9586	0.111759	1.35515	98.6447	463.34	403.519	7.3633e-07	2.11809e-06	3.82031e-05	1.99999	1.99999	8.18882e-07	4.60305e-06	8.18882e-07	4.60305e-06	96.1448	3.85517	1.76448	0.0359861	99.9646	8.04698e-06	98.2355	100	96.1448	3.85517	497.047	2.02982	1.66999e-05	3.04033e-11	1.38771e-06	10.0209	10000	1000	1	1	3.22402e-05	3.22402e-05	3.45852e-13	6.44804e-05
57	17600.5	12.6355	1391.91	1819.85	0.0079268	0.0103698	0.429537	0.394039	473.63	559.287	26.3698	40.7127	337.524	32.4669	255.042	79.9579	0.113393	1.35512	98.6448	463.293	403.459	7.41314e-07	2.13547e-06	3.82035e-05	1.99999	1.99999	8.26931e-07	4.65796e-06	8.26931e-07	4.65796e-06	96.1447	3.85531	1.7644	0.0359859	99.9646	8.16464e-06	98.2356	100	96.1447	3.85531	497.004	2.05927	1.73443e-05	3.25491e-11	1.47231e-06	10.0213	10000	1000	1	1	3.28185e-05	3.28185e-05	3.74447e-13	6.5637e-05
58	17600.5	12.7317	1391.97	1819.9	0.00806625	0.0105521	0.435697	0.399694	473.629	559.286	26.3709	40.7136	337.524	32.4676	255.043	79.9572	0.115016	1.35509	98.6448	463.248	403.4	7.46216e-07	2.15256e-06	3.82039e-05	1.99999	1.99999	8.34837e-07	4.71196e-06	8.34837e-07	4.71196e-06	96.1446	3.85544	1.76433	0.0359857	99.9646	8.28151e-06	98.2357	100	96.1446	3.85544	496.961	2.08852	1.79974e-05	3.4794e-11	1.56013e-06	10.0216	10000	1000	1	1	3.33968e-05	3.33968e-05	4.04766e-13	6.67936e-05
59	17600.5	12.8254	1392.02	1819.94	0.0082057	0.0107344	0.441816	0.405312	473.628	559.286	26.3719	40.7145	337.523	32.4683	255.044	79.9564	0.116628	1.35506	98.6448	463.204	403.342	7.51035e-07	2.16937e-06	3.82044e-05	1.99999	1.99999	8.42601e-07	4.76507e-06	8.42601e-07	4.76507e-06	96.1444	3.85557	1.76426	0.0359855	99.9646	8.39759e-06	98.2357	100	96.1444	3.85557	496.919	2.11757	1.86588e-05	3.71398e-11	1.6512e-06	10.022	10000	1000	1	1	3.39751e-05	3.39751e-05	4.36874e-13	6.79503e-05
60	17600.6	12.9168	1392.08	1819.98	0.00834517	0.0109168	0.447894	0.410892	473.627	559.285	26.3729	40.7153	337.522	32.4689	255.044	79.9557	0.118229	1.35503	98.6449	463.161	403.285	7.55775e-07	2.1859e-06	3.8205e-05	1.99999	1.99999	8.50228e-07	4.8173e-06	8.50228e-07	4.8173e-06	96.1443	3.85571	1.76419	0.0359854	99.9646	8.51288e-06	98.2358	100	96.1443	3.85571	496.877	2.14641	1.93283e-05	3.95885e-11	1.74558e-06	10.0224	10000	1000	1	1	3.45535e-05	3.45535e-05	4.70836e-13	6.91069e-05
61	17600.6	13.0059	1392.13	1820.02	0.00848464	0.0110991	0.453931	0.416434	473.626	559.284	26.3738	40.7161	337.521	32.4695	255.045	79.955	0.119819	1.355	98.6449	463.12	403.229	7.60436e-07	2.20216e-06	3.82056e-05	1.99999	1.99999	8.5772e-07	4.86867e-06	8.5772e-07	4.86867e-06	96.1442	3.85584	1.76412	0.0359853	99.9646	8.62739e-06	98.2359	100	96.1442	3.85584	496.835	2.17505	2.00057e-05	4.21418e-11	1.84329e-06	10.0227	10000	1000	1	1	3.51318e-05	3.51318e-05	5.06719e-13	7.02637e-05
62	17600.6	13.0926	1392.19	1820.06	0.00862412	0.0112815	0.459927	0.421939	473.625	559.283	26.3748	40.7169	337.52	32.4701	255.046	79.9543	0.121398	1.35497	98.6449	463.08	403.174	7.65019e-07	2.21815e-06	3.82063e-05	1.99999	1.99999	8.6508e-07	4.91918e-06	8.6508e-07	4.91918e-06	96.144	3.85598	1.76406	0.0359852	99.9646	8.74112e-06	98.2359	100	96.144	3.85598	496.793	2.20349	2.06907e-05	4.48015e-11	1.94438e-06	10.0231	10000	1000	1	1	3.57102e-05	3.57102e-05	5.4459e-13	7.14205e-05
63	17600.6	13.1772	1392.24	1820.09	0.00876362	0.0114639	0.465882	0.427407	473.624	559.282	26.3758	40.7177	337.52	32.4707	255.046	79.9535	0.122967	1.35494	98.6449	463.042	403.12	7.69526e-07	2.23387e-06	3.8207e-05	1.99999	1.99999	8.72311e-07	4.96886e-06	8.72311e-07	4.96886e-06	96.1439	3.85611	1.76399	0.0359852	99.9646	8.85408e-06	98.236	100	96.1439	3.85611	496.752	2.23174	2.13831e-05	4.75693e-11	2.04889e-06	10.0234	10000	1000	1	1	3.62886e-05	3.62886e-05	5.84517e-13	7.25773e-05
64	17600.6	13.2596	1392.29	1820.13	0.00890312	0.0116462	0.471798	0.432839	473.623	559.282	26.3767	40.7184	337.519	32.4713	255.047	79.9528	0.124525	1.35492	98.645	463.004	403.068	7.73959e-07	2.24933e-06	3.82078e-05	1.99999	1.99999	8.79416e-07	5.01771e-06	8.79416e-07	5.01771e-06	96.1438	3.85624	1.76393	0.0359852	99.9646	8.96628e-06	98.2361	100	96.1438	3.85624	496.711	2.25979	2.20826e-05	5.0447e-11	2.15684e-06	10.0238	10000	1000	1	1	3.68671e-05	3.68671e-05	6.26569e-13	7.37341e-05
65	17600.6	13.34	1392.34	1820.16	0.00904263	0.0118286	0.477673	0.438234	473.622	559.281	26.3776	40.7192	337.518	32.4718	255.048	79.9521	0.126072	1.35489	98.645	462.968	403.016	7.78317e-07	2.26453e-06	3.82086e-05	1.99999	1.99999	8.86397e-07	5.06576e-06	8.86397e-07	5.06576e-06	96.1436	3.85638	1.76387	0.0359852	99.9647	9.07772e-06	98.2361	100	96.1436	3.85638	496.67	2.28765	2.2789e-05	5.34361e-11	2.26827e-06	10.0242	10000	1000	1	1	3.74455e-05	3.74455e-05	6.70814e-13	7.4891e-05
66	17600.6	13.4183	1392.39	1820.2	0.00918215	0.012011	0.483509	0.443593	473.622	559.28	26.3785	40.7199	337.518	32.4724	255.049	79.9513	0.127609	1.35487	98.645	462.933	402.965	7.82604e-07	2.27948e-06	3.82095e-05	1.99999	1.99999	8.93256e-07	5.11301e-06	8.93256e-07	5.11301e-06	96.1435	3.85651	1.7638	0.0359852	99.9647	9.1884e-06	98.2362	100	96.1435	3.85651	496.63	2.31531	2.35021e-05	5.65381e-11	2.38322e-06	10.0245	10000	1000	1	1	3.8024e-05	3.8024e-05	7.17323e-13	7.60479e-05
67	17600.6	13.4946	1392.44	1820.23	0.00932169	0.0121935	0.489306	0.448916	473.621	559.279	26.3794	40.7205	337.517	32.4729	255.049	79.9506	0.129135	1.35484	98.645	462.9	402.915	7.8682e-07	2.29419e-06	3.82104e-05	1.99999	1.99999	8.99997e-07	5.15947e-06	8.99997e-07	5.15947e-06	96.1434	3.85664	1.76374	0.0359852	99.9647	9.29834e-06	98.2363	100	96.1434	3.85664	496.59	2.34278	2.42216e-05	5.97548e-11	2.50172e-06	10.0249	10000	1000	1	1	3.86025e-05	3.86025e-05	7.66166e-13	7.72049e-05
68	17600.6	13.5689	1392.49	1820.26	0.00946122	0.0123759	0.495064	0.454203	473.62	559.279	26.3802	40.7212	337.516	32.4734	255.05	79.9499	0.130651	1.35482	98.6451	462.867	402.865	7.90965e-07	2.30865e-06	3.82113e-05	1.99999	1.99999	9.06621e-07	5.20517e-06	9.06621e-07	5.20517e-06	96.1432	3.85678	1.76368	0.0359853	99.9647	9.40753e-06	98.2363	100	96.1432	3.85678	496.55	2.37007	2.49473e-05	6.30874e-11	2.6238e-06	10.0253	10000	1000	1	1	3.9181e-05	3.9181e-05	8.17415e-13	7.83619e-05
69	17600.6	13.6414	1392.53	1820.29	0.00960077	0.0125583	0.500783	0.459454	473.619	559.278	26.3811	40.7218	337.516	32.4739	255.051	79.9492	0.132157	1.3548	98.6451	462.835	402.817	7.95043e-07	2.32287e-06	3.82123e-05	1.99999	1.99999	9.13131e-07	5.25011e-06	9.13131e-07	5.25011e-06	96.1431	3.85691	1.76363	0.0359854	99.9647	9.51598e-06	98.2364	100	96.1431	3.85691	496.51	2.39716	2.5679e-05	6.65375e-11	2.74948e-06	10.0256	10000	1000	1	1	3.97595e-05	3.97595e-05	8.71142e-13	7.9519e-05
70	17600.6	13.712	1392.58	1820.32	0.00974033	0.0127407	0.506463	0.464671	473.618	559.278	26.3819	40.7224	337.515	32.4743	255.052	79.9484	0.133653	1.35478	98.6451	462.805	402.769	7.99052e-07	2.33685e-06	3.82133e-05	1.99999	1.99999	9.19529e-07	5.2943e-06	9.19529e-07	5.2943e-06	96.143	3.85704	1.76357	0.0359855	99.9647	9.6237e-06	98.2364	100	96.143	3.85704	496.471	2.42407	2.64165e-05	7.01065e-11	2.8788e-06	10.026	10000	1000	1	1	4.0338e-05	4.0338e-05	9.27419e-13	8.06761e-05
71	17600.6	13.7809	1392.63	1820.35	0.0098799	0.0129232	0.512105	0.469852	473.617	559.277	26.3827	40.723	337.514	32.4748	255.052	79.9477	0.135138	1.35476	98.6451	462.775	402.723	8.02995e-07	2.3506e-06	3.82143e-05	1.99999	1.99999	9.25817e-07	5.33776e-06	9.25817e-07	5.33776e-06	96.1428	3.85718	1.76351	0.0359856	99.9647	9.73069e-06	98.2365	100	96.1428	3.85718	496.432	2.45079	2.71595e-05	7.37957e-11	3.01179e-06	10.0263	10000	1000	1	1	4.09166e-05	4.09166e-05	9.86319e-13	8.18332e-05
72	17600.6	13.848	1392.67	1820.37	0.0100195	0.0131056	0.517708	0.474999	473.616	559.276	26.3835	40.7236	337.514	32.4752	255.053	79.947	0.136614	1.35474	98.6451	462.747	402.677	8.06874e-07	2.36413e-06	3.82154e-05	1.99999	1.99999	9.31997e-07	5.3805e-06	9.31997e-07	5.3805e-06	96.1427	3.85731	1.76346	0.0359857	99.9647	9.83696e-06	98.2365	100	96.1427	3.85731	496.393	2.47732	2.79078e-05	7.76064e-11	3.14847e-06	10.0267	10000	1000	1	1	4.14952e-05	4.14952e-05	1.04792e-12	8.29904e-05
73	17600.6	13.9133	1392.71	1820.4	0.0101591	0.0132881	0.523274	0.48011	473.616	559.276	26.3843	40.7241	337.513	32.4756	255.054	79.9463	0.138079	1.35472	98.6452	462.719	402.632	8.10688e-07	2.37743e-06	3.82165e-05	1.99999	1.99999	9.38072e-07	5.42253e-06	9.38072e-07	5.42253e-06	96.1426	3.85744	1.7634	0.0359859	99.9647	9.9425e-06	98.2366	100	96.1426	3.85744	496.355	2.50367	2.86613e-05	8.15398e-11	3.28886e-06	10.0271	10000	1000	1	1	4.20738e-05	4.20738e-05	1.11228e-12	8.41476e-05
74	17600.6	13.9771	1392.76	1820.42	0.0102986	0.0134706	0.528803	0.485188	473.615	559.275	26.3851	40.7246	337.513	32.476	255.054	79.9455	0.139534	1.3547	98.6452	462.693	402.587	8.14439e-07	2.39051e-06	3.82177e-05	1.99999	1.99999	9.44043e-07	5.46387e-06	9.44043e-07	5.46387e-06	96.1424	3.85757	1.76335	0.035986	99.9647	1.00473e-05	98.2367	100	96.1424	3.85757	496.317	2.52984	2.94197e-05	8.55973e-11	3.433e-06	10.0274	10000	1000	1	1	4.26524e-05	4.26524e-05	1.17949e-12	8.53048e-05
75	17600.6	14.0392	1392.8	1820.45	0.0104382	0.0136531	0.534294	0.490231	473.614	559.275	26.3859	40.7251	337.512	32.4764	255.055	79.9448	0.14098	1.35468	98.6452	462.667	402.543	8.18128e-07	2.40338e-06	3.82189e-05	1.99999	1.99999	9.49913e-07	5.50452e-06	9.49913e-07	5.50452e-06	96.1423	3.8577	1.76329	0.0359862	99.9648	1.01515e-05	98.2367	100	96.1423	3.8577	496.279	2.55583	3.01828e-05	8.97799e-11	3.5809e-06	10.0278	10000	1000	1	1	4.32311e-05	4.32311e-05	1.24963e-12	8.64621e-05
