Time	[IL6]	[IFN]	[(IFN-R-JAK)2*-STAT3C]	[(IFN-R-JAK)2*-STAT3C*]	[STAT1C*-STAT3C*]	[STAT1N*-STAT3N*]	[gp80]	[IL6-gp80]	[gp130]	[JAK(IFN)]	[gp130-JAK]	[IL6-gp80-gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)2*]	[(IL6-gp80-gp130-JAK)2*-STAT3C]	[STAT3C]	[STAT3C*]	[(IL6-gp80-gp130-JAK)2*-STAT3C*]	[(STAT3C*)2]	[(IL6-gp80-gp130-JAK)2*-SOCS3]	[(IL6-gp80-gp130-JAK)2*-SHP2]	[STAT3C-STAT3C*]	[SOCS3]	[PP1]	[PP1-STAT3C*]	[PP1-(STAT3C*)2]	[mRNA-SOCS3C]	[Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2]	[SOS]	[SHP2*-Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Raf*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GTP]	[SHP2*-Grb2-SOS]	[Grb2-SOS]	[SHP2*]	[Phosp1]	[Raf*-Phosp1]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-Phosp2]	[Phosp2]	[MEK-P-Phosp2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosp3]	[ERK-PP-Phosp3]	[ERK-P-Phosp3]	[PP2-STAT1N*-STAT3N*]	[PP1-STAT1C*-STAT3C*]	[CEBPi]	[CEBP]	[CEBPn]	[R-JAK]	[IFN-R-JAK]	[(IFN-R-JAK)2]	[(IFN-R-JAK)2*]	[(IFN-R-JAK)2*-STAT1C]	[STAT1C]	[STAT1C*]	[(IFN-R-JAK)2*-STAT1C*]	[(STAT1C*)2]	[(IFN-R-JAK)2*-SHP2]	[PP1-STAT1C*]	[STAT1C-STAT1C*]	[mRNA-SOCS1C]	[SOCS1]	[(IFN-R-JAK)2*-SOCS1]	[PP1-(STAT1C*)2]	[(IFN-R-JAK)2*-STAT1C-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2]	[R]	[SHP2]	[STAT3*]	[STAT1*]	[(IL6-gp80-gp130-JAK)2*-STAT1]	[(IL6-gp80-gp130-JAK)2*-STAT1*]	[JAK(IL-6)]	[(STAT1N*)2]	[PP2-STAT1N*]	[STAT1N*]	[STAT1N]	[mRNA-SOCS1N]	[PP2-(STAT1N*)2]	[STAT1N-STAT1N*]	[(STAT3N*)2]	[PP2]	[PP2-(STAT3N*)2]	[STAT3N*]	[PP2-STAT3N*]	[STAT3N]	[STAT3N-STAT3N*]	[mRNA-SOCS3N]
69	0	0.1	0.000103214	8.51256e-10	3.08547e-05	6.39527e-07	8	0	0.8	2.1359	7.38368	0	0	0	0	999.992	0.00681309	0	4.02706e-06	0	0	5.39628e-06	2.06666e-14	49.9884	0.00133179	6.3561e-07	3.4303e-13	51.2198	0	0	0.21984	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.16384e-07	4.86083e-06	40493	0	0	9.11079	0.601338	0.0660637	0.00124189	0.00805665	999.929	0.052329	5.55826e-07	0.000236406	0.000520605	0.0102088	4.16624e-05	2.41452e-12	1.46614e-13	1.58386e-18	3.7174e-05	1.18959e-17	2.80056e-18	5.8708e-21	2.1359	99.9995	0.00819687	0.0631828	0	0	4.61632	1.86218e-06	2.20826e-06	1.2552e-05	6.23705e-08	3.56332e-10	3.45059e-07	5.28741e-09	8.37098e-08	60	1.52662e-08	5.08463e-07	8.80787e-08	3.92867e-09	2.30268e-10	5.10812e-11
70	0	0.1	0.000106602	9.23099e-10	3.43271e-05	7.18588e-07	8	0	0.8	2.13524	7.38379	0	0	0	0	999.991	0.00715157	0	4.47807e-06	0	0	5.68647e-06	2.43494e-14	49.9878	0.00140322	7.11419e-07	3.97405e-13	51.2198	0	0	0.219839	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.31688e-07	5.44373e-06	40493	0	0	9.1053	0.604995	0.0669808	0.00128259	0.00832489	999.925	0.0549493	6.04414e-07	0.000263141	0.000539252	0.0107616	4.39467e-05	2.79353e-12	1.7253e-13	1.94726e-18	4.16558e-05	1.46809e-17	3.48751e-18	7.43724e-21	2.13524	99.9995	0.00861238	0.0664274	0	0	4.61621	2.08034e-06	2.52697e-06	1.42603e-05	7.22689e-08	4.05191e-10	3.88152e-07	5.99197e-09	9.40019e-08	60	1.7262e-08	5.80697e-07	1.01326e-07	4.54886e-09	2.62304e-10	5.81699e-11
71	0	0.1	0.000110035	9.99553e-10	3.81178e-05	8.05736e-07	8	0	0.8	2.13458	7.38389	0	0	0	0	999.991	0.00750053	0	4.97028e-06	0	0	5.98661e-06	2.86103e-14	49.9871	0.00147708	7.94655e-07	4.5925e-13	51.2198	0	0	0.219839	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.48669e-07	6.08397e-06	40493	0	0	9.09988	0.608582	0.0678863	0.00132383	0.00859676	999.922	0.0576505	6.56232e-07	0.000292334	0.000558183	0.0113333	4.63122e-05	3.22399e-12	2.02475e-13	2.38577e-18	4.65804e-05	1.80536e-17	4.32669e-18	9.38411e-21	2.13458	99.9994	0.00904131	0.0697783	0	0	4.61611	2.31937e-06	2.8847e-06	1.61649e-05	8.35177e-08	4.5971e-10	4.35672e-07	6.77434e-09	1.05342e-07	60	1.94752e-08	6.61671e-07	1.16277e-07	5.25349e-09	2.98079e-10	6.60925e-11
72	0	0.1	0.000113513	1.08082e-09	4.22492e-05	9.01622e-07	8	0	0.8	2.13394	7.38398	0	0	0	0	999.99	0.00786008	0	5.50658e-06	0	0	6.29682e-06	3.35278e-14	49.9865	0.0015534	8.85883e-07	5.29435e-13	51.2198	0	0	0.219839	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.67473e-07	6.78594e-06	40493	0	0	9.09454	0.612101	0.0687805	0.0013656	0.00887222	999.918	0.0604334	7.11424e-07	0.000324159	0.000577393	0.011924	4.87601e-05	3.71179e-12	2.36989e-13	2.91324e-18	5.19816e-05	2.21247e-17	5.34828e-18	1.17948e-20	2.13394	99.9994	0.00948383	0.073237	0	0	4.61602	2.58079e-06	3.28539e-06	1.82841e-05	9.6271e-08	5.20425e-10	4.87972e-07	7.64128e-09	1.17814e-07	60	2.19247e-08	7.52256e-07	1.33116e-07	6.05223e-09	3.37945e-10	7.49294e-11
73	0	0.1	0.000117034	1.16709e-09	4.67446e-05	1.00693e-06	8	0	0.8	2.1333	7.38406	0	0	0	0	999.99	0.00823033	0	6.09001e-06	0	0	6.61724e-06	3.91897e-14	49.9858	0.0016322	9.85699e-07	6.08912e-13	51.2198	0	0	0.219839	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.88254e-07	7.55423e-06	40493	0	0	9.08927	0.615554	0.0696632	0.0014079	0.00915121	999.914	0.0632986	7.70135e-07	0.000358796	0.000596879	0.0125339	5.12918e-05	4.26338e-12	2.76674e-13	3.54578e-18	5.78952e-05	2.70235e-17	6.58785e-18	1.47695e-20	2.1333	99.9994	0.00994012	0.0768047	0	0	4.61594	2.86622e-06	3.73325e-06	2.06376e-05	1.10697e-07	5.87907e-10	5.45426e-07	8.60001e-09	1.31508e-07	60	2.46306e-08	8.53394e-07	1.52039e-07	6.95565e-09	3.82278e-10	8.47672e-11
74	0	0.1	0.000120598	1.25858e-09	5.16285e-05	1.1224e-06	8	0	0.8	2.13267	7.38413	0	0	0	0	999.989	0.00861137	0	6.72374e-06	0	0	6.94798e-06	4.56935e-14	49.985	0.00171353	1.09473e-06	6.98724e-13	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.11177e-07	8.3937e-06	40493	0	0	9.08407	0.618942	0.0705347	0.00145071	0.00943369	999.91	0.0662467	8.32516e-07	0.000396434	0.000616636	0.0131633	5.39085e-05	4.88579e-12	3.22201e-13	4.30202e-18	6.43584e-05	3.28998e-17	8.08691e-18	1.84268e-20	2.13267	99.9994	0.0104103	0.0804828	0	0	4.61587	3.17734e-06	4.23283e-06	2.32463e-05	1.26979e-07	6.62771e-10	6.08428e-07	9.65816e-09	1.46516e-07	60	2.76144e-08	9.66098e-07	1.73261e-07	7.97525e-09	4.31479e-10	9.56984e-11
75	0	0.1	0.000124205	1.3555e-09	5.69265e-05	1.24879e-06	8	0	0.8	2.13205	7.38418	0	0	0	0	999.989	0.0090033	0	7.4111e-06	0	0	7.28917e-06	5.31476e-14	49.9843	0.0017974	1.21364e-06	8.00007e-13	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.36419e-07	9.30943e-06	40493	0	0	9.07894	0.622267	0.0713949	0.00149404	0.00971961	999.906	0.0692783	8.98717e-07	0.000437269	0.000636663	0.0138124	5.66113e-05	5.5867e-12	3.74311e-13	5.20356e-18	7.14106e-05	3.99279e-17	9.89411e-18	2.29086e-20	2.13205	99.9994	0.0108946	0.0842726	0	0	4.61582	3.51591e-06	4.78903e-06	2.61329e-05	1.45316e-07	7.45674e-10	6.77392e-07	1.08238e-08	1.6294e-07	60	3.08985e-08	1.09146e-06	1.97014e-07	9.12358e-09	4.85977e-10	1.07823e-10
76	0	0.1	0.000127854	1.45807e-09	6.26652e-05	1.3869e-06	8	0	0.8	2.13144	7.38424	0	0	0	0	999.988	0.00940621	0	8.15555e-06	0	0	7.64091e-06	6.16722e-14	49.9835	0.00188384	1.34311e-06	9.14001e-13	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.64163e-07	1.03068e-05	40493	0	0	9.07388	0.625529	0.0722439	0.00153787	0.0100089	999.902	0.0723941	9.68893e-07	0.000481507	0.000656955	0.0144812	5.94015e-05	6.37446e-12	4.33828e-13	6.2753e-18	7.90929e-05	4.83094e-17	1.20662e-17	2.83829e-20	2.13144	99.9993	0.0113932	0.0881755	0	0	4.61576	3.88379e-06	5.40709e-06	2.93213e-05	1.65924e-07	8.37317e-10	7.52755e-07	1.21055e-08	1.80882e-07	60	3.45069e-08	1.23064e-06	2.23547e-07	1.04143e-08	5.4623e-10	1.21246e-10
77	0	0.1	0.000131545	1.56649e-09	6.88726e-05	1.53759e-06	8	0	0.8	2.13083	7.38428	0	0	0	0	999.988	0.00982019	0	8.9607e-06	0	0	8.00334e-06	7.14004e-14	49.9828	0.00197288	1.48387e-06	1.04205e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.94607e-07	1.13913e-05	40493	0	0	9.06889	0.628731	0.0730818	0.00158219	0.0103016	999.897	0.0755944	1.0432e-06	0.000529363	0.000677509	0.0151701	6.22804e-05	7.25811e-12	5.01661e-13	7.54585e-18	8.74484e-05	5.82765e-17	1.46689e-17	3.50478e-20	2.13083	99.9993	0.0119062	0.0921927	0	0	4.61572	4.28291e-06	6.09262e-06	3.28371e-05	1.89039e-07	9.38447e-10	8.34974e-07	1.35122e-08	2.00453e-07	60	3.84651e-08	1.3849e-06	2.5313e-07	1.18621e-08	6.12722e-10	1.36082e-10
78	0	0.1	0.000135277	1.68098e-09	7.55775e-05	1.70175e-06	8	0	0.8	2.13024	7.38432	0	0	0	0	999.987	0.0102453	0	9.83032e-06	0	0	8.37655e-06	8.24793e-14	49.9819	0.00206454	1.63668e-06	1.18563e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	3.27956e-07	1.25688e-05	40493	0	0	9.06396	0.631873	0.0739086	0.00162701	0.0105976	999.893	0.0788799	1.1218e-06	0.000581059	0.000698322	0.0158791	6.52491e-05	8.24751e-12	5.78811e-13	9.04813e-18	9.65222e-05	7.00971e-17	1.77788e-17	4.31376e-20	2.13024	99.9993	0.0124337	0.0963255	0	0	4.61568	4.71526e-06	6.85164e-06	3.67075e-05	2.14913e-07	1.04986e-09	9.24528e-07	1.50536e-08	2.21769e-07	60	4.27998e-08	1.55558e-06	2.86052e-07	1.3483e-08	6.85969e-10	1.52453e-10
79	0	0.1	0.000139048	1.80178e-09	8.28101e-05	1.88031e-06	8	0	0.8	2.12965	7.38436	0	0	0	0	999.987	0.0106817	0	1.07683e-05	0	0	8.76065e-06	9.5071e-14	49.9811	0.00215885	1.80232e-06	1.34633e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	3.64429e-07	1.38454e-05	40493	0	0	9.05909	0.634957	0.0747245	0.00167231	0.0108968	999.888	0.082251	1.20484e-06	0.000636825	0.00071939	0.0166084	6.83089e-05	9.35328e-12	6.66384e-13	1.08198e-17	0.000106361	8.40788e-17	2.14843e-17	5.29275e-20	2.12965	99.9993	0.012976	0.100575	0	0	4.61564	5.18294e-06	7.69056e-06	4.09613e-05	2.4382e-07	1.1724e-09	1.02192e-06	1.67395e-08	2.44952e-07	60	4.75392e-08	1.74412e-06	3.22626e-07	1.52945e-08	7.6652e-10	1.70487e-10
80	0	0.1	0.00014286	1.92911e-09	9.06015e-05	2.07426e-06	8	0	0.8	2.12907	7.38439	0	0	0	0	999.986	0.0111294	0	1.17788e-05	0	0	9.15576e-06	1.09354e-13	49.9803	0.00225582	1.98164e-06	1.52586e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	4.04255e-07	1.52276e-05	40493	0	0	9.05429	0.637984	0.0755295	0.00171809	0.0111993	999.884	0.0857081	1.2925e-06	0.000696902	0.000740709	0.0173581	7.14609e-05	1.05869e-11	7.65593e-13	1.2904e-17	0.000117015	1.00574e-16	2.58873e-17	6.47401e-20	2.12907	99.9993	0.0135332	0.104943	0	0	4.61561	5.68814e-06	8.61622e-06	4.56293e-05	2.76057e-07	1.30697e-09	1.12767e-06	1.85806e-08	2.70127e-07	60	5.27131e-08	1.95203e-06	3.63185e-07	1.73151e-08	8.54952e-10	1.90321e-10
81	0	0.1	0.000146711	2.06319e-09	9.89843e-05	2.28462e-06	8	0	0.8	2.12849	7.38442	0	0	0	0	999.986	0.0115885	0	1.2866e-05	0	0	9.56197e-06	1.25526e-13	49.9794	0.00235549	2.17549e-06	1.72609e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	4.47677e-07	1.67219e-05	40493	0	0	9.04955	0.640955	0.0763237	0.00176434	0.0115049	999.879	0.0892516	1.38494e-06	0.000761538	0.000762277	0.0181284	7.47063e-05	1.19609e-11	8.77775e-13	1.53498e-17	0.000128533	1.19986e-16	3.11056e-17	7.89543e-20	2.12849	99.9992	0.0141053	0.10943	0	0	4.61558	6.23311e-06	9.63593e-06	5.0744e-05	3.1194e-07	1.45452e-09	1.24234e-06	2.05878e-08	2.9743e-07	60	5.83528e-08	2.18097e-06	4.08088e-07	1.95651e-08	9.5188e-10	2.12103e-10
82	0	0.1	0.000150601	2.20427e-09	0.000107992	2.51246e-06	8	0	0.8	2.12792	7.38444	0	0	0	0	999.985	0.012059	0	1.40343e-05	0	0	9.97937e-06	1.43801e-13	49.9785	0.00245787	2.38477e-06	1.94904e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	4.94948e-07	1.83352e-05	40493	0	0	9.04487	0.643871	0.0771072	0.00181106	0.0118136	999.874	0.0928818	1.48232e-06	0.000830991	0.00078409	0.0189195	7.80463e-05	1.34887e-11	1.00439e-12	1.82131e-17	0.000140971	1.42775e-16	3.72736e-17	9.60089e-20	2.12792	99.9992	0.0146927	0.114038	0	0	4.61556	6.8202e-06	1.07574e-05	5.63397e-05	3.51814e-07	1.61606e-09	1.36648e-06	2.27728e-08	3.26998e-07	60	6.44913e-08	2.43266e-06	4.57718e-07	2.20661e-08	1.05795e-09	2.35987e-10
83	0	0.1	0.000154529	2.35256e-09	0.00011766	2.75892e-06	8	0	0.8	2.12737	7.38446	0	0	0	0	999.985	0.0125411	0	1.52882e-05	0	0	1.04081e-05	1.64417e-13	49.9775	0.00256298	2.61041e-06	2.19687e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	5.46335e-07	2.00748e-05	40493	0	0	9.04025	0.646734	0.0778801	0.00185823	0.0121255	999.869	0.0965991	1.58482e-06	0.000905526	0.000806144	0.0197313	8.1482e-05	1.51846e-11	1.14704e-12	2.15575e-17	0.000154381	1.69465e-16	4.45466e-17	1.16419e-19	2.12737	99.9992	0.0152954	0.118767	0	0	4.61554	7.45184e-06	1.1989e-05	6.24531e-05	3.96044e-07	1.79266e-09	1.5007e-06	2.51476e-08	3.58979e-07	60	7.1163e-08	2.70896e-06	5.12484e-07	2.48416e-08	1.17385e-09	2.62139e-10
84	0	0.1	0.000158494	2.50833e-09	0.000128023	3.02515e-06	8	0	0.8	2.12681	7.38448	0	0	0	0	999.984	0.0130347	0	1.66325e-05	0	0	1.08482e-05	1.87632e-13	49.9766	0.00267085	2.8534e-06	2.47193e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	6.02116e-07	2.19481e-05	40493	0	0	9.03569	0.649545	0.0786425	0.00190586	0.0124403	999.864	0.100404	1.6926e-06	0.00098542	0.000828437	0.0205642	8.50147e-05	1.70642e-11	1.30747e-12	2.54548e-17	0.000168823	2.00649e-16	5.31005e-17	1.40777e-19	2.12681	99.9992	0.0159135	0.123619	0	0	4.61552	8.13057e-06	1.33393e-05	6.91223e-05	4.45026e-07	1.98546e-09	1.64562e-06	2.77251e-08	3.93524e-07	60	7.84043e-08	3.01182e-06	5.72825e-07	2.79167e-08	1.30029e-09	2.90731e-10
85	0	0.1	0.000162497	2.67179e-09	0.00013912	3.31237e-06	8	0	0.8	2.12627	7.3845	0	0	0	0	999.983	0.01354	0	1.80721e-05	0	0	1.12998e-05	2.1373e-13	49.9756	0.00278148	3.11474e-06	2.77673e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	6.62584e-07	2.39628e-05	40493	0	0	9.03118	0.652304	0.0793944	0.00195392	0.0127582	999.859	0.104296	1.80583e-06	0.00107095	0.000850966	0.021418	8.86455e-05	1.91442e-11	1.48759e-12	2.99866e-17	0.000184355	2.37004e-16	6.31378e-17	1.69776e-19	2.12627	99.9991	0.0165472	0.128595	0	0	4.6155	8.85898e-06	1.48177e-05	7.63882e-05	4.99181e-07	2.19563e-09	1.80189e-06	3.05184e-08	4.30792e-07	60	8.62531e-08	3.34335e-06	6.39205e-07	3.13182e-08	1.43803e-09	3.2195e-10
86	0	0.1	0.000166536	2.8432e-09	0.000150988	3.62186e-06	8	0	0.8	2.12573	7.38451	0	0	0	0	999.983	0.014057	0	1.96119e-05	0	0	1.17629e-05	2.43019e-13	49.9746	0.00289491	3.39549e-06	3.11399e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	7.28045e-07	2.61271e-05	40493	0	0	9.02674	0.655013	0.080136	0.00200243	0.013079	999.853	0.108276	1.92469e-06	0.00116242	0.000873726	0.022293	9.23756e-05	2.14425e-11	1.68948e-12	3.52447e-17	0.000201039	2.79292e-16	7.48876e-17	2.04211e-19	2.12573	99.9991	0.0171967	0.133696	0	0	4.61549	9.63978e-06	1.6434e-05	8.42933e-05	5.58961e-07	2.42444e-09	1.97016e-06	3.35413e-08	4.70949e-07	60	9.47491e-08	3.70573e-06	7.12123e-07	3.5075e-08	1.58788e-09	3.55989e-10
87	0	0.1	0.000170612	3.0228e-09	0.000163667	3.95493e-06	8	0	0.8	2.1252	7.38452	0	0	0	0	999.982	0.0145858	0	2.12573e-05	0	0	1.22377e-05	2.75836e-13	49.9735	0.00301114	3.69674e-06	3.4866e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	7.98817e-07	2.84492e-05	40493	0	0	9.02235	0.657673	0.0808673	0.00205137	0.0134027	999.848	0.112344	2.04935e-06	0.00126013	0.000896715	0.0231892	9.6206e-05	2.39783e-11	1.91541e-12	4.13329e-17	0.000218938	3.28378e-16	8.86115e-17	2.45004e-19	2.1252	99.9991	0.0178621	0.138923	0	0	4.61548	1.04757e-05	1.81985e-05	9.28828e-05	6.24848e-07	2.67322e-09	2.15113e-06	3.68083e-08	5.14167e-07	60	1.03934e-07	4.10132e-06	7.92104e-07	3.9218e-08	1.75066e-09	3.93054e-10
88	0	0.1	0.000174722	3.21084e-09	0.000177198	4.31296e-06	8	0	0.8	2.12467	7.38454	0	0	0	0	999.981	0.0151264	0	2.30136e-05	0	0	1.27242e-05	3.12548e-13	49.9725	0.0031302	4.01961e-06	3.89769e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	8.75235e-07	3.09377e-05	40493	0	0	9.01801	0.660285	0.0815885	0.00210074	0.0137293	999.842	0.116501	2.17999e-06	0.00136438	0.000919929	0.0241067	0.000100138	2.67721e-11	2.16785e-12	4.83678e-17	0.000238119	3.85234e-16	1.04605e-16	2.93213e-19	2.12467	99.9991	0.0185435	0.144278	0	0	4.61546	1.13697e-05	2.01223e-05	0.000102204	6.97356e-07	2.94336e-09	2.34553e-06	4.03344e-08	5.60624e-07	60	1.13851e-07	4.53259e-06	8.79711e-07	4.378e-08	1.92725e-09	4.33364e-10
89	0	0.1	0.000178868	3.40757e-09	0.000191624	4.69737e-06	8	0	0.8	2.12415	7.38455	0	0	0	0	999.981	0.0156789	0	2.48864e-05	0	0	1.32226e-05	3.53554e-13	49.9714	0.00325209	4.36527e-06	4.35059e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	9.57644e-07	3.36016e-05	40493	0	0	9.01373	0.662849	0.0822996	0.00215052	0.0140588	999.836	0.120745	2.31679e-06	0.0014755	0.000943366	0.0250455	0.000104173	2.98458e-11	2.44945e-12	5.64805e-17	0.000258648	4.50957e-16	1.23205e-16	3.50057e-19	2.12415	99.9991	0.019241	0.149761	0	0	4.61545	1.23247e-05	2.22168e-05	0.000112307	7.77034e-07	3.23633e-09	2.55409e-06	4.41351e-08	6.10508e-07	60	1.24545e-07	5.00216e-06	9.75538e-07	4.87963e-08	2.11858e-09	4.77146e-10
90	0	0.1	0.000183049	3.61324e-09	0.000206987	5.10962e-06	8	0	0.8	2.12364	7.38455	0	0	0	0	999.98	0.0162432	0	2.68814e-05	0	0	1.37328e-05	3.99287e-13	49.9703	0.00337684	4.73493e-06	4.84887e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.04641e-06	3.645e-05	40493	0	0	9.0095	0.665367	0.0830008	0.00220072	0.014391	999.83	0.125078	2.45991e-06	0.00159381	0.000967021	0.0260058	0.000108311	3.3223e-11	2.76312e-12	6.5818e-17	0.000280596	5.26778e-16	1.44788e-16	4.1693e-19	2.12364	99.999	0.0199548	0.155373	0	0	4.61545	1.33438e-05	2.44943e-05	0.000123243	8.64464e-07	3.55365e-09	2.77758e-06	4.82267e-08	6.6401e-07	60	1.36064e-07	5.51278e-06	1.08022e-06	5.43043e-08	2.3256e-09	5.24641e-10
91	0	0.1	0.000187263	3.82811e-09	0.000223332	5.55126e-06	8	0	0.8	2.12313	7.38456	0	0	0	0	999.979	0.0168195	0	2.90044e-05	0	0	1.42551e-05	4.50216e-13	49.9692	0.00350446	5.12985e-06	5.39634e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.1419e-06	3.94925e-05	40493	0	0	9.00533	0.667839	0.0836921	0.00225133	0.0147259	999.824	0.129499	2.60955e-06	0.00171964	0.000990893	0.0269876	0.000112555	3.69285e-11	3.11201e-12	7.65448e-17	0.000304036	6.14078e-16	1.69784e-16	4.9543e-19	2.12313	99.999	0.020685	0.161116	0	0	4.61544	1.443e-05	2.69677e-05	0.000135068	9.60267e-07	3.89696e-09	3.0168e-06	5.26259e-08	7.21333e-07	60	1.48457e-07	6.06737e-06	1.19441e-06	6.0344e-08	2.54932e-09	5.76103e-10
92	0	0.1	0.000191511	4.05242e-09	0.000240705	6.02387e-06	8	0	0.8	2.12263	7.38457	0	0	0	0	999.978	0.0174078	0	3.12616e-05	0	0	1.47893e-05	5.06851e-13	49.968	0.00363495	5.5513e-06	5.99708e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.24451e-06	4.27388e-05	40493	0	0	9.0012	0.670267	0.0843737	0.00230233	0.0150636	999.818	0.134009	2.76587e-06	0.00185335	0.00101498	0.0279908	0.000116904	4.09892e-11	3.4995e-12	8.88451e-17	0.000329041	7.1441e-16	1.98675e-16	5.87386e-19	2.12263	99.999	0.0214318	0.16699	0	0	4.61543	1.55866e-05	2.96503e-05	0.000147838	1.0651e-06	4.26794e-09	3.27257e-06	5.73502e-08	7.82683e-07	60	1.61774e-07	6.66899e-06	1.31883e-06	6.69579e-08	2.7908e-09	6.31796e-10
