Time	[Cold]	[Salt]	[Drought]	[H2O2]	[Heavy Metal]	[Ethylene]	[RLKs]	[LRR]	[CRKs]	[LecRK2]	[ETR1]	[ETR2]	[MAPKKK]	[MAPKKK]	[MAPKKK1]	[CTR1]	[MAPKK]	[MAPKK]	[MAPK]	[MAPK]	[MAPKK1]	[MAPKK2]	[MAPKK3]	[MAPKK4]	[MAPKK5]	[MAPKK6]	[MAPKK7]	[MAPKK9]	[MAPK2]	[MAPK3]	[MAPK4]	[MAPK6]	[WRKY1]	[WRKY1]	[WRKY12]	[WRKY12]	[WRKY8]	[WRKY8]	[WRKY25]	[WRKY25]	[WRKY22]	[WRKY22]	[WRKY29]	[WRKY29]	[WRKY33]	[WRKY33]	[WRKY28]	[WRKY28]	[MYB2]	[MYB2]	[MYB4]	[MYB4]	[MYB44]	[NAC]	[bZIP]	[AP2]	[Response]
38	1.093	1.09326	1.09318	1.093	1.093	1.09629	1.09419	1.09342	1.09333	1.09501	1.09737	1.09737	1.09472	1.09472	1.10025	1.09921	1.10119	1.10119	1.10743	1.10743	1.10202	1.1066	1.10397	1.10397	1.10397	1.10397	1.10397	1.104	1.11154	1.10882	1.1101	1.10958	1.1113	1.1113	1.10994	1.10994	1.11217	1.11217	1.11112	1.11112	1.1102	1.1102	1.1102	1.1102	1.11048	1.11048	1.10994	1.10994	1.11144	1.11144	1.11144	1.11144	1.11127	1.11127	1.11127	1.11127	1.11142
39	1.09414	1.09437	1.09429	1.09414	1.09414	1.09712	1.09522	1.09451	1.09444	1.09596	1.0981	1.0981	1.0957	1.0957	1.10071	1.09977	1.10157	1.10157	1.10723	1.10723	1.10232	1.10647	1.10409	1.10409	1.10409	1.10409	1.10409	1.10412	1.11096	1.10849	1.10965	1.10918	1.11074	1.11074	1.10951	1.10951	1.11153	1.11153	1.11058	1.11058	1.10974	1.10974	1.10974	1.10974	1.10999	1.10999	1.10951	1.10951	1.11087	1.11087	1.11087	1.11087	1.11072	1.11072	1.11072	1.11072	1.11085
40	1.09516	1.09538	1.09531	1.09516	1.09516	1.09787	1.09614	1.0955	1.09544	1.09682	1.09876	1.09876	1.09658	1.09658	1.10113	1.10028	1.10191	1.10191	1.10704	1.10704	1.10259	1.10636	1.1042	1.1042	1.1042	1.1042	1.1042	1.10422	1.11043	1.10819	1.10925	1.10882	1.11023	1.11023	1.10911	1.10911	1.11095	1.11095	1.11009	1.11009	1.10933	1.10933	1.10933	1.10933	1.10956	1.10956	1.10911	1.10911	1.11035	1.11035	1.11035	1.11035	1.11021	1.11021	1.11021	1.11021	1.11033
41	1.0961	1.09629	1.09623	1.0961	1.0961	1.09856	1.09699	1.09641	1.09635	1.0976	1.09936	1.09936	1.09738	1.09738	1.10152	1.10074	1.10222	1.10222	1.10688	1.10688	1.10284	1.10626	1.1043	1.1043	1.1043	1.1043	1.1043	1.10432	1.10995	1.10792	1.10888	1.10849	1.10978	1.10978	1.10876	1.10876	1.11042	1.11042	1.10964	1.10964	1.10895	1.10895	1.10895	1.10895	1.10916	1.10916	1.10876	1.10876	1.10988	1.10988	1.10988	1.10988	1.10976	1.10976	1.10976	1.10976	1.10987
42	1.09694	1.09712	1.09706	1.09694	1.09694	1.09918	1.09775	1.09723	1.09717	1.09831	1.09991	1.09991	1.09811	1.09811	1.10186	1.10115	1.1025	1.1025	1.10673	1.10673	1.10306	1.10617	1.10439	1.10439	1.10439	1.10439	1.10439	1.10441	1.10952	1.10768	1.10855	1.10819	1.10936	1.10936	1.10843	1.10843	1.10995	1.10995	1.10924	1.10924	1.10861	1.10861	1.10861	1.10861	1.1088	1.1088	1.10843	1.10843	1.10946	1.10946	1.10946	1.10946	1.10934	1.10934	1.10934	1.10934	1.10944
43	1.09771	1.09787	1.09782	1.09771	1.09771	1.09974	1.09845	1.09797	1.09792	1.09895	1.1004	1.1004	1.09877	1.09877	1.10218	1.10153	1.10276	1.10276	1.10659	1.10659	1.10327	1.10608	1.10447	1.10447	1.10447	1.10447	1.10447	1.10449	1.10913	1.10745	1.10824	1.10792	1.10898	1.10898	1.10814	1.10814	1.10951	1.10951	1.10887	1.10887	1.1083	1.1083	1.1083	1.1083	1.10847	1.10847	1.10814	1.10814	1.10907	1.10907	1.10907	1.10907	1.10896	1.10896	1.10896	1.10896	1.10905
44	1.09841	1.09855	1.09851	1.09841	1.09841	1.10025	1.09908	1.09864	1.0986	1.09953	1.10085	1.10085	1.09937	1.09937	1.10246	1.10188	1.10299	1.10299	1.10647	1.10647	1.10345	1.10601	1.10454	1.10454	1.10454	1.10454	1.10454	1.10456	1.10877	1.10725	1.10797	1.10768	1.10864	1.10864	1.10787	1.10787	1.10912	1.10912	1.10854	1.10854	1.10802	1.10802	1.10802	1.10802	1.10818	1.10818	1.10787	1.10787	1.10872	1.10872	1.10872	1.10872	1.10862	1.10862	1.10862	1.10862	1.1087
45	1.09904	1.09918	1.09913	1.09904	1.09904	1.10071	1.09965	1.09925	1.09921	1.10006	1.10126	1.10126	1.09992	1.09992	1.10272	1.10219	1.1032	1.1032	1.10636	1.10636	1.10362	1.10594	1.10461	1.10461	1.10461	1.10461	1.10461	1.10462	1.10845	1.10707	1.10772	1.10745	1.10832	1.10832	1.10763	1.10763	1.10876	1.10876	1.10824	1.10824	1.10776	1.10776	1.10776	1.10776	1.10791	1.10791	1.10763	1.10763	1.1084	1.1084	1.1084	1.1084	1.10831	1.10831	1.10831	1.10831	1.10839
46	1.09962	1.09974	1.0997	1.09962	1.09962	1.10113	1.10017	1.09981	1.09977	1.10054	1.10163	1.10163	1.10041	1.10041	1.10296	1.10248	1.10339	1.10339	1.10626	1.10626	1.10377	1.10588	1.10467	1.10467	1.10467	1.10467	1.10467	1.10468	1.10815	1.1069	1.10749	1.10725	1.10804	1.10804	1.10741	1.10741	1.10844	1.10844	1.10796	1.10796	1.10753	1.10753	1.10753	1.10753	1.10766	1.10766	1.10741	1.10741	1.10811	1.10811	1.10811	1.10811	1.10803	1.10803	1.10803	1.10803	1.1081
47	1.10014	1.10025	1.10021	1.10014	1.10014	1.10151	1.10064	1.10031	1.10028	1.10098	1.10196	1.10196	1.10086	1.10086	1.10317	1.10273	1.10356	1.10356	1.10617	1.10617	1.10391	1.10582	1.10473	1.10473	1.10473	1.10473	1.10473	1.10474	1.10788	1.10675	1.10728	1.10707	1.10778	1.10778	1.10722	1.10722	1.10815	1.10815	1.10771	1.10771	1.10732	1.10732	1.10732	1.10732	1.10744	1.10744	1.10722	1.10722	1.10784	1.10784	1.10784	1.10784	1.10777	1.10777	1.10777	1.10777	1.10784
48	1.10061	1.10071	1.10068	1.10061	1.10061	1.10186	1.10107	1.10077	1.10074	1.10138	1.10227	1.10227	1.10127	1.10127	1.10336	1.10297	1.10372	1.10372	1.10608	1.10608	1.10403	1.10577	1.10477	1.10477	1.10477	1.10477	1.10477	1.10479	1.10764	1.10661	1.1071	1.1069	1.10755	1.10755	1.10704	1.10704	1.10788	1.10788	1.10749	1.10749	1.10713	1.10713	1.10713	1.10713	1.10724	1.10724	1.10704	1.10704	1.10761	1.10761	1.10761	1.10761	1.10754	1.10754	1.10754	1.10754	1.1076
49	1.10104	1.10113	1.1011	1.10104	1.10104	1.10218	1.10145	1.10119	1.10116	1.10173	1.10255	1.10255	1.10164	1.10164	1.10354	1.10318	1.10386	1.10386	1.10601	1.10601	1.10415	1.10572	1.10482	1.10482	1.10482	1.10482	1.10482	1.10483	1.10742	1.10649	1.10693	1.10675	1.10734	1.10734	1.10687	1.10687	1.10764	1.10764	1.10728	1.10728	1.10696	1.10696	1.10696	1.10696	1.10706	1.10706	1.10687	1.10687	1.10739	1.10739	1.10739	1.10739	1.10733	1.10733	1.10733	1.10733	1.10738
50	1.10143	1.10151	1.10149	1.10143	1.10143	1.10246	1.10181	1.10156	1.10154	1.10206	1.1028	1.1028	1.10197	1.10197	1.1037	1.10337	1.10399	1.10399	1.10594	1.10594	1.10425	1.10568	1.10486	1.10486	1.10486	1.10486	1.10486	1.10487	1.10722	1.10637	1.10677	1.10661	1.10715	1.10715	1.10672	1.10672	1.10742	1.10742	1.10709	1.10709	1.1068	1.1068	1.1068	1.1068	1.10689	1.10689	1.10672	1.10672	1.10719	1.10719	1.10719	1.10719	1.10714	1.10714	1.10714	1.10714	1.10719
51	1.10179	1.10186	1.10184	1.10179	1.10179	1.10272	1.10213	1.10191	1.10188	1.10236	1.10302	1.10302	1.10228	1.10228	1.10384	1.10355	1.10411	1.10411	1.10588	1.10588	1.10434	1.10564	1.1049	1.1049	1.1049	1.1049	1.1049	1.10491	1.10704	1.10627	1.10663	1.10649	1.10697	1.10697	1.10659	1.10659	1.10722	1.10722	1.10692	1.10692	1.10666	1.10666	1.10666	1.10666	1.10674	1.10674	1.10659	1.10659	1.10701	1.10701	1.10701	1.10701	1.10697	1.10697	1.10697	1.10697	1.10701
52	1.10211	1.10218	1.10215	1.10211	1.10211	1.10295	1.10242	1.10222	1.10219	1.10263	1.10323	1.10323	1.10255	1.10255	1.10397	1.10371	1.10422	1.10422	1.10582	1.10582	1.10443	1.10561	1.10493	1.10493	1.10493	1.10493	1.10493	1.10494	1.10688	1.10618	1.10651	1.10637	1.10682	1.10682	1.10647	1.10647	1.10704	1.10704	1.10677	1.10677	1.10653	1.10653	1.10653	1.10653	1.1066	1.1066	1.10647	1.10647	1.10685	1.10685	1.10685	1.10685	1.10681	1.10681	1.10681	1.10681	1.10685
53	1.1024	1.10246	1.10244	1.1024	1.1024	1.10317	1.10268	1.1025	1.10248	1.10287	1.10342	1.10342	1.1028	1.1028	1.10409	1.10385	1.10431	1.10431	1.10577	1.10577	1.10451	1.10557	1.10496	1.10496	1.10496	1.10496	1.10496	1.10497	1.10673	1.10609	1.10639	1.10627	1.10667	1.10667	1.10635	1.10635	1.10688	1.10688	1.10663	1.10663	1.10641	1.10641	1.10641	1.10641	1.10648	1.10648	1.10635	1.10635	1.10671	1.10671	1.10671	1.10671	1.10667	1.10667	1.10667	1.10667	1.1067
54	1.10267	1.10272	1.1027	1.10267	1.10267	1.10336	1.10292	1.10275	1.10274	1.10309	1.10359	1.10359	1.10303	1.10303	1.1042	1.10398	1.1044	1.1044	1.10572	1.10572	1.10458	1.10555	1.10499	1.10499	1.10499	1.10499	1.10499	1.105	1.10659	1.10602	1.10629	1.10618	1.10654	1.10654	1.10625	1.10625	1.10673	1.10673	1.10651	1.10651	1.10631	1.10631	1.10631	1.10631	1.10637	1.10637	1.10625	1.10625	1.10657	1.10657	1.10657	1.10657	1.10654	1.10654	1.10654	1.10654	1.10657
55	1.10291	1.10295	1.10294	1.10291	1.10291	1.10354	1.10313	1.10298	1.10297	1.10329	1.10374	1.10374	1.10324	1.10324	1.1043	1.1041	1.10448	1.10448	1.10568	1.10568	1.10464	1.10552	1.10502	1.10502	1.10502	1.10502	1.10502	1.10502	1.10647	1.10595	1.10619	1.10609	1.10642	1.10642	1.10616	1.10616	1.10659	1.10659	1.10639	1.10639	1.10621	1.10621	1.10621	1.10621	1.10627	1.10627	1.10616	1.10616	1.10645	1.10645	1.10645	1.10645	1.10642	1.10642	1.10642	1.10642	1.10645
56	1.10312	1.10317	1.10315	1.10312	1.10312	1.1037	1.10333	1.1032	1.10318	1.10347	1.10388	1.10388	1.10342	1.10342	1.10439	1.10421	1.10455	1.10455	1.10564	1.10564	1.1047	1.1055	1.10504	1.10504	1.10504	1.10504	1.10504	1.10504	1.10636	1.10588	1.10611	1.10602	1.10632	1.10632	1.10608	1.10608	1.10647	1.10647	1.10629	1.10629	1.10612	1.10612	1.10612	1.10612	1.10617	1.10617	1.10608	1.10608	1.10634	1.10634	1.10634	1.10634	1.10631	1.10631	1.10631	1.10631	1.10634
57	1.10332	1.10336	1.10335	1.10332	1.10332	1.10384	1.10351	1.10339	1.10337	1.10364	1.10401	1.10401	1.10359	1.10359	1.10447	1.1043	1.10462	1.10462	1.10561	1.10561	1.10475	1.10547	1.10506	1.10506	1.10506	1.10506	1.10506	1.10506	1.10626	1.10583	1.10603	1.10595	1.10622	1.10622	1.106	1.106	1.10636	1.10636	1.10619	1.10619	1.10604	1.10604	1.10604	1.10604	1.10609	1.10609	1.106	1.106	1.10624	1.10624	1.10624	1.10624	1.10622	1.10622	1.10622	1.10622	1.10624
58	1.1035	1.10354	1.10353	1.1035	1.1035	1.10397	1.10367	1.10356	1.10355	1.10379	1.10413	1.10413	1.10375	1.10375	1.10454	1.10439	1.10468	1.10468	1.10557	1.10557	1.1048	1.10545	1.10508	1.10508	1.10508	1.10508	1.10508	1.10508	1.10617	1.10577	1.10596	1.10588	1.10613	1.10613	1.10594	1.10594	1.10626	1.10626	1.10611	1.10611	1.10597	1.10597	1.10597	1.10597	1.10601	1.10601	1.10594	1.10594	1.10615	1.10615	1.10615	1.10615	1.10613	1.10613	1.10613	1.10613	1.10615
59	1.10366	1.1037	1.10369	1.10366	1.10366	1.10409	1.10382	1.10372	1.10371	1.10393	1.10423	1.10423	1.10389	1.10389	1.10461	1.10447	1.10473	1.10473	1.10555	1.10555	1.10484	1.10544	1.1051	1.1051	1.1051	1.1051	1.1051	1.1051	1.10608	1.10573	1.10589	1.10583	1.10605	1.10605	1.10587	1.10587	1.10616	1.10616	1.10603	1.10603	1.10591	1.10591	1.10591	1.10591	1.10594	1.10594	1.10587	1.10587	1.10607	1.10607	1.10607	1.10607	1.10605	1.10605	1.10605	1.10605	1.10607
60	1.10381	1.10384	1.10383	1.10381	1.10381	1.1042	1.10395	1.10386	1.10385	1.10405	1.10433	1.10433	1.10401	1.10401	1.10467	1.10455	1.10478	1.10478	1.10552	1.10552	1.10488	1.10542	1.10511	1.10511	1.10511	1.10511	1.10511	1.10511	1.10601	1.10568	1.10584	1.10577	1.10598	1.10598	1.10582	1.10582	1.10608	1.10608	1.10596	1.10596	1.10585	1.10585	1.10585	1.10585	1.10588	1.10588	1.10582	1.10582	1.106	1.106	1.106	1.106	1.10597	1.10597	1.10597	1.10597	1.10599
61	1.10395	1.10397	1.10396	1.10395	1.10395	1.1043	1.10407	1.10399	1.10398	1.10416	1.10441	1.10441	1.10413	1.10413	1.10472	1.10461	1.10483	1.10483	1.1055	1.1055	1.10491	1.10541	1.10512	1.10512	1.10512	1.10512	1.10512	1.10513	1.10594	1.10565	1.10578	1.10573	1.10591	1.10591	1.10577	1.10577	1.10601	1.10601	1.10589	1.10589	1.10579	1.10579	1.10579	1.10579	1.10582	1.10582	1.10577	1.10577	1.10593	1.10593	1.10593	1.10593	1.10591	1.10591	1.10591	1.10591	1.10592
62	1.10407	1.10409	1.10408	1.10407	1.10407	1.10439	1.10418	1.10411	1.1041	1.10426	1.10449	1.10449	1.10423	1.10423	1.10477	1.10467	1.10487	1.10487	1.10547	1.10547	1.10495	1.10539	1.10514	1.10514	1.10514	1.10514	1.10514	1.10514	1.10588	1.10561	1.10574	1.10568	1.10585	1.10585	1.10572	1.10572	1.10594	1.10594	1.10583	1.10583	1.10574	1.10574	1.10574	1.10574	1.10577	1.10577	1.10572	1.10572	1.10587	1.10587	1.10587	1.10587	1.10585	1.10585	1.10585	1.10585	1.10586
63	1.10418	1.1042	1.10419	1.10418	1.10418	1.10447	1.10428	1.10421	1.10421	1.10436	1.10456	1.10456	1.10433	1.10433	1.10482	1.10473	1.1049	1.1049	1.10545	1.10545	1.10498	1.10538	1.10515	1.10515	1.10515	1.10515	1.10515	1.10515	1.10582	1.10558	1.10569	1.10565	1.1058	1.1058	1.10568	1.10568	1.10587	1.10587	1.10578	1.10578	1.1057	1.1057	1.1057	1.1057	1.10572	1.10572	1.10568	1.10568	1.10581	1.10581	1.10581	1.10581	1.1058	1.1058	1.1058	1.1058	1.10581
64	1.10428	1.1043	1.10429	1.10428	1.10428	1.10454	1.10437	1.10431	1.1043	1.10444	1.10463	1.10463	1.10442	1.10442	1.10486	1.10478	1.10494	1.10494	1.10544	1.10544	1.105	1.10537	1.10516	1.10516	1.10516	1.10516	1.10516	1.10516	1.10577	1.10555	1.10565	1.10561	1.10575	1.10575	1.10564	1.10564	1.10582	1.10582	1.10573	1.10573	1.10566	1.10566	1.10566	1.10566	1.10568	1.10568	1.10564	1.10564	1.10576	1.10576	1.10576	1.10576	1.10575	1.10575	1.10575	1.10575	1.10576
65	1.10437	1.10439	1.10438	1.10437	1.10437	1.10461	1.10446	1.1044	1.10439	1.10452	1.10469	1.10469	1.10449	1.10449	1.1049	1.10482	1.10497	1.10497	1.10542	1.10542	1.10503	1.10536	1.10517	1.10517	1.10517	1.10517	1.10517	1.10517	1.10572	1.10552	1.10562	1.10558	1.1057	1.1057	1.1056	1.1056	1.10577	1.10577	1.10569	1.10569	1.10562	1.10562	1.10562	1.10562	1.10564	1.10564	1.1056	1.1056	1.10571	1.10571	1.10571	1.10571	1.1057	1.1057	1.1057	1.1057	1.10571
66	1.10445	1.10447	1.10446	1.10445	1.10445	1.10467	1.10453	1.10448	1.10447	1.10458	1.10474	1.10474	1.10457	1.10457	1.10493	1.10486	1.10499	1.10499	1.10541	1.10541	1.10505	1.10535	1.10518	1.10518	1.10518	1.10518	1.10518	1.10518	1.10568	1.1055	1.10558	1.10555	1.10566	1.10566	1.10557	1.10557	1.10572	1.10572	1.10565	1.10565	1.10559	1.10559	1.10559	1.10559	1.10561	1.10561	1.10557	1.10557	1.10567	1.10567	1.10567	1.10567	1.10566	1.10566	1.10566	1.10566	1.10567
67	1.10453	1.10454	1.10454	1.10453	1.10453	1.10472	1.1046	1.10455	1.10455	1.10465	1.10479	1.10479	1.10463	1.10463	1.10496	1.1049	1.10502	1.10502	1.10539	1.10539	1.10507	1.10534	1.10519	1.10519	1.10519	1.10519	1.10519	1.10519	1.10564	1.10548	1.10555	1.10552	1.10563	1.10563	1.10554	1.10554	1.10568	1.10568	1.10562	1.10562	1.10556	1.10556	1.10556	1.10556	1.10558	1.10558	1.10554	1.10554	1.10563	1.10563	1.10563	1.10563	1.10562	1.10562	1.10562	1.10562	1.10563
68	1.10459	1.10461	1.1046	1.10459	1.10459	1.10477	1.10466	1.10462	1.10461	1.1047	1.10483	1.10483	1.10469	1.10469	1.10499	1.10493	1.10504	1.10504	1.10538	1.10538	1.10509	1.10534	1.10519	1.10519	1.10519	1.10519	1.10519	1.10519	1.10561	1.10546	1.10553	1.1055	1.10559	1.10559	1.10552	1.10552	1.10564	1.10564	1.10558	1.10558	1.10553	1.10553	1.10553	1.10553	1.10555	1.10555	1.10552	1.10552	1.1056	1.1056	1.1056	1.1056	1.10559	1.10559	1.10559	1.10559	1.1056
69	1.10466	1.10467	1.10466	1.10466	1.10466	1.10482	1.10472	1.10468	1.10467	1.10476	1.10487	1.10487	1.10474	1.10474	1.10502	1.10496	1.10506	1.10506	1.10537	1.10537	1.1051	1.10533	1.1052	1.1052	1.1052	1.1052	1.1052	1.1052	1.10557	1.10544	1.1055	1.10548	1.10556	1.10556	1.10549	1.10549	1.1056	1.1056	1.10555	1.10555	1.10551	1.10551	1.10551	1.10551	1.10552	1.10552	1.10549	1.10549	1.10557	1.10557	1.10557	1.10557	1.10556	1.10556	1.10556	1.10556	1.10557
70	1.10471	1.10472	1.10472	1.10471	1.10471	1.10486	1.10477	1.10473	1.10473	1.1048	1.10491	1.10491	1.10479	1.10479	1.10504	1.10499	1.10508	1.10508	1.10536	1.10536	1.10512	1.10532	1.10521	1.10521	1.10521	1.10521	1.10521	1.10521	1.10555	1.10542	1.10548	1.10546	1.10553	1.10553	1.10547	1.10547	1.10557	1.10557	1.10553	1.10553	1.10548	1.10548	1.10548	1.10548	1.1055	1.1055	1.10547	1.10547	1.10554	1.10554	1.10554	1.10554	1.10553	1.10553	1.10553	1.10553	1.10554
71	1.10476	1.10477	1.10477	1.10476	1.10476	1.1049	1.10481	1.10478	1.10478	1.10484	1.10494	1.10494	1.10483	1.10483	1.10506	1.10502	1.1051	1.1051	1.10535	1.10535	1.10513	1.10532	1.10521	1.10521	1.10521	1.10521	1.10521	1.10521	1.10552	1.10541	1.10546	1.10544	1.10551	1.10551	1.10545	1.10545	1.10554	1.10554	1.1055	1.1055	1.10546	1.10546	1.10546	1.10546	1.10548	1.10548	1.10545	1.10545	1.10552	1.10552	1.10552	1.10552	1.10551	1.10551	1.10551	1.10551	1.10551
72	1.10481	1.10482	1.10482	1.10481	1.10481	1.10493	1.10485	1.10482	1.10482	1.10488	1.10497	1.10497	1.10487	1.10487	1.10508	1.10504	1.10511	1.10511	1.10534	1.10534	1.10514	1.10531	1.10522	1.10522	1.10522	1.10522	1.10522	1.10522	1.1055	1.10539	1.10544	1.10542	1.10549	1.10549	1.10544	1.10544	1.10552	1.10552	1.10548	1.10548	1.10545	1.10545	1.10545	1.10545	1.10546	1.10546	1.10544	1.10544	1.10549	1.10549	1.10549	1.10549	1.10549	1.10549	1.10549	1.10549	1.10549
73	1.10485	1.10486	1.10486	1.10485	1.10485	1.10496	1.10489	1.10487	1.10486	1.10492	1.105	1.105	1.10491	1.10491	1.10509	1.10506	1.10513	1.10513	1.10534	1.10534	1.10515	1.10531	1.10522	1.10522	1.10522	1.10522	1.10522	1.10522	1.10547	1.10538	1.10543	1.10541	1.10547	1.10547	1.10542	1.10542	1.1055	1.1055	1.10546	1.10546	1.10543	1.10543	1.10543	1.10543	1.10544	1.10544	1.10542	1.10542	1.10547	1.10547	1.10547	1.10547	1.10547	1.10547	1.10547	1.10547	1.10547
74	1.10489	1.1049	1.10489	1.10489	1.10489	1.10499	1.10493	1.1049	1.1049	1.10495	1.10502	1.10502	1.10494	1.10494	1.10511	1.10508	1.10514	1.10514	1.10533	1.10533	1.10516	1.1053	1.10522	1.10522	1.10522	1.10522	1.10522	1.10522	1.10545	1.10537	1.10541	1.10539	1.10545	1.10545	1.10541	1.10541	1.10547	1.10547	1.10544	1.10544	1.10541	1.10541	1.10541	1.10541	1.10542	1.10542	1.10541	1.10541	1.10545	1.10545	1.10545	1.10545	1.10545	1.10545	1.10545	1.10545	1.10545
75	1.10492	1.10493	1.10493	1.10492	1.10492	1.10501	1.10496	1.10494	1.10493	1.10498	1.10504	1.10504	1.10497	1.10497	1.10512	1.1051	1.10515	1.10515	1.10532	1.10532	1.10517	1.1053	1.10523	1.10523	1.10523	1.10523	1.10523	1.10523	1.10544	1.10536	1.1054	1.10538	1.10543	1.10543	1.10539	1.10539	1.10545	1.10545	1.10543	1.10543	1.1054	1.1054	1.1054	1.1054	1.10541	1.10541	1.10539	1.10539	1.10543	1.10543	1.10543	1.10543	1.10543	1.10543	1.10543	1.10543	1.10543
76	1.10496	1.10496	1.10496	1.10496	1.10496	1.10504	1.10498	1.10497	1.10496	1.10501	1.10506	1.10506	1.105	1.105	1.10514	1.10511	1.10516	1.10516	1.10532	1.10532	1.10518	1.1053	1.10523	1.10523	1.10523	1.10523	1.10523	1.10523	1.10542	1.10535	1.10538	1.10537	1.10541	1.10541	1.10538	1.10538	1.10544	1.10544	1.10541	1.10541	1.10539	1.10539	1.10539	1.10539	1.10539	1.10539	1.10538	1.10538	1.10542	1.10542	1.10542	1.10542	1.10541	1.10541	1.10541	1.10541	1.10542
77	1.10498	1.10499	1.10499	1.10498	1.10498	1.10506	1.10501	1.10499	1.10499	1.10503	1.10508	1.10508	1.10502	1.10502	1.10515	1.10513	1.10517	1.10517	1.10531	1.10531	1.10519	1.10529	1.10523	1.10523	1.10523	1.10523	1.10523	1.10523	1.10541	1.10534	1.10537	1.10536	1.1054	1.1054	1.10537	1.10537	1.10542	1.10542	1.1054	1.1054	1.10538	1.10538	1.10538	1.10538	1.10538	1.10538	1.10537	1.10537	1.1054	1.1054	1.1054	1.1054	1.1054	1.1054	1.1054	1.1054	1.1054
78	1.10501	1.10501	1.10501	1.10501	1.10501	1.10508	1.10503	1.10502	1.10502	1.10505	1.1051	1.1051	1.10504	1.10504	1.10516	1.10514	1.10518	1.10518	1.10531	1.10531	1.1052	1.10529	1.10524	1.10524	1.10524	1.10524	1.10524	1.10524	1.10539	1.10534	1.10536	1.10535	1.10539	1.10539	1.10536	1.10536	1.10541	1.10541	1.10538	1.10538	1.10537	1.10537	1.10537	1.10537	1.10537	1.10537	1.10536	1.10536	1.10539	1.10539	1.10539	1.10539	1.10539	1.10539	1.10539	1.10539	1.10539
79	1.10503	1.10504	1.10504	1.10503	1.10503	1.10509	1.10506	1.10504	1.10504	1.10507	1.10511	1.10511	1.10507	1.10507	1.10517	1.10515	1.10519	1.10519	1.1053	1.1053	1.1052	1.10529	1.10524	1.10524	1.10524	1.10524	1.10524	1.10524	1.10538	1.10533	1.10535	1.10534	1.10538	1.10538	1.10535	1.10535	1.10539	1.10539	1.10537	1.10537	1.10536	1.10536	1.10536	1.10536	1.10536	1.10536	1.10535	1.10535	1.10538	1.10538	1.10538	1.10538	1.10538	1.10538	1.10538	1.10538	1.10538
80	1.10505	1.10506	1.10506	1.10505	1.10505	1.10511	1.10507	1.10506	1.10506	1.10509	1.10513	1.10513	1.10508	1.10508	1.10518	1.10516	1.10519	1.10519	1.1053	1.1053	1.10521	1.10529	1.10524	1.10524	1.10524	1.10524	1.10524	1.10524	1.10537	1.10532	1.10535	1.10534	1.10537	1.10537	1.10534	1.10534	1.10538	1.10538	1.10536	1.10536	1.10535	1.10535	1.10535	1.10535	1.10535	1.10535	1.10534	1.10534	1.10537	1.10537	1.10537	1.10537	1.10537	1.10537	1.10537	1.10537	1.10537
81	1.10507	1.10508	1.10508	1.10507	1.10507	1.10512	1.10509	1.10508	1.10508	1.1051	1.10514	1.10514	1.1051	1.1051	1.10519	1.10517	1.1052	1.1052	1.1053	1.1053	1.10521	1.10528	1.10524	1.10524	1.10524	1.10524	1.10524	1.10524	1.10536	1.10532	1.10534	1.10533	1.10536	1.10536	1.10534	1.10534	1.10537	1.10537	1.10535	1.10535	1.10534	1.10534	1.10534	1.10534	1.10534	1.10534	1.10534	1.10534	1.10536	1.10536	1.10536	1.10536	1.10536	1.10536	1.10536	1.10536	1.10536
82	1.10509	1.10509	1.10509	1.10509	1.10509	1.10514	1.10511	1.1051	1.1051	1.10512	1.10515	1.10515	1.10512	1.10512	1.10519	1.10518	1.10521	1.10521	1.10529	1.10529	1.10522	1.10528	1.10525	1.10525	1.10525	1.10525	1.10525	1.10525	1.10535	1.10531	1.10533	1.10532	1.10535	1.10535	1.10533	1.10533	1.10536	1.10536	1.10535	1.10535	1.10533	1.10533	1.10533	1.10533	1.10534	1.10534	1.10533	1.10533	1.10535	1.10535	1.10535	1.10535	1.10535	1.10535	1.10535	1.10535	1.10535
83	1.10511	1.10511	1.10511	1.10511	1.10511	1.10515	1.10512	1.10511	1.10511	1.10513	1.10516	1.10516	1.10513	1.10513	1.1052	1.10519	1.10521	1.10521	1.10529	1.10529	1.10522	1.10528	1.10525	1.10525	1.10525	1.10525	1.10525	1.10525	1.10534	1.10531	1.10532	1.10532	1.10534	1.10534	1.10532	1.10532	1.10535	1.10535	1.10534	1.10534	1.10533	1.10533	1.10533	1.10533	1.10533	1.10533	1.10532	1.10532	1.10534	1.10534	1.10534	1.10534	1.10534	1.10534	1.10534	1.10534	1.10534
84	1.10512	1.10512	1.10512	1.10512	1.10512	1.10516	1.10514	1.10513	1.10513	1.10514	1.10517	1.10517	1.10514	1.10514	1.10521	1.10519	1.10522	1.10522	1.10529	1.10529	1.10523	1.10528	1.10525	1.10525	1.10525	1.10525	1.10525	1.10525	1.10534	1.1053	1.10532	1.10531	1.10533	1.10533	1.10532	1.10532	1.10534	1.10534	1.10533	1.10533	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532	1.10533	1.10533	1.10533	1.10533	1.10533	1.10533	1.10533	1.10533	1.10533
