Time	[APCC]	[APCCYCdk1Y00YCdk1Y01YInt]	[APCCYCdk1Y10YCdk1Y11YInt]	[APCCYCdk2Y000YCdk2Y002YInt]	[APCCYCdk2Y010YCdk2Y012YInt]	[APCCYCdk2Y100YCdk2Y102YInt]	[APCCYCdk2Y110YCdk2Y112YInt]	[APCCYCyclinAYInt]	[APCCYEmi1]	[Cdk1Y00]	[Cdk1Y01]	[Cdk1Y10]	[Cdk1Y11]	[Cdk1Y11YpRbY10YpRbY20YInt]	[Cdk1Y11YpRbY11YpRbY21YInt]	[Cdk2Y000]	[Cdk2Y001]	[Cdk2Y002]	[Cdk2Y010]	[Cdk2Y011]	[Cdk2Y011YpRbY10YpRbY20YInt]	[Cdk2Y011YpRbY11YpRbY21YInt]	[Cdk2Y012]	[Cdk2Y012YpRbY10YpRbY20YInt]	[Cdk2Y012YpRbY11YpRbY21YInt]	[Cdk2Y100]	[Cdk2Y101]	[Cdk2Y102]	[Cdk2Y110]	[Cdk2Y111]	[Cdk2Y112]	[Cdk4Y00]	[Cdk4Y01]	[Cdk4Y01YpRbY00YpRbY10YInt]	[Cdk4Y01YpRbY01YpRbY11YInt]	[Cdk4Y10]	[Cdk4Y11]	[CyclinA]	[CyclinD]	[CyclinE]	[E2F]	[Emi1]	[p27]	[pRbY00]	[pRbY01]	[pRbY10]	[pRbY11]	[pRbY20]	[pRbY21]	[totalYCyclinYD]	[totalYCyclinYE]	[totalYCyclinYA]	[totalYp27]	[hypophosphorylatedYpRb]	[hyperphosphorylatedYpRb]	[totalYEmi1]	[activeYCdk2]
40	25281.7	61.9288	0	33.0855	52.8836	52.8836	-5.67763	5.24223	3943.34	99162.9	775.206	0	0	0	0	36077.8	1966.56	414.235	3326.22	156.784	149.543	3.52632	-440.752	-7124.38	-171.278	57651	3142.48	661.933	3955.75	168.556	-71.172	48039.8	6847.5	-167.205	-2.26175	39646.1	5636.03	65.6281	14858.8	160.638	241.161	173.365	13128.9	-1418.55	-19.0593	81559.2	1920.69	-14600	-130.223	27342.3	5595.02	1405.08	123920	83479.9	-14730.2	4116.71	-283.968
41	25297.7	61.6578	0	32.9729	52.6331	52.6331	-5.69322	5.2223	3915.82	99167	771.333	0	0	0	0	36114.1	1963.6	412.566	3364.79	159.663	153.329	3.59249	-443.742	-7232.1	-172.752	57632.2	3133.58	658.388	4020.06	171.54	-71.3195	48074.2	6849.61	-173.047	-2.3121	39620.9	5630.57	65.3378	14855.3	160.301	239.578	172.06	13112.5	-1466.17	-19.4577	82101.3	1921.12	-14982.9	-130.702	27335.5	5588.68	1392.56	123908	84022.5	-15113.6	4087.88	-284.08
42	25313.6	61.3924	0	32.8625	52.3878	52.3878	-5.70788	5.20278	3888.52	99171.1	767.542	0	0	0	0	36149.8	1960.74	410.93	3402.69	162.482	157.078	3.65692	-446.632	-7337.8	-174.156	57613.5	3124.91	654.918	4083.01	174.449	-71.4561	48108.1	6851.76	-178.778	-2.35946	39596.1	5625.21	65.0535	14851.9	159.972	238.024	170.768	13096.3	-1512.87	-19.8323	82635.1	1921.33	-15360.3	-131.1	27328.9	5582.55	1380.36	123897	84556.4	-15491.4	4059.29	-284.15
43	25329.3	61.1326	0	32.7541	52.1476	52.1476	-5.72169	5.18367	3861.45	99175	763.831	0	0	0	0	36184.8	1957.97	409.326	3439.92	165.243	160.788	3.71965	-449.425	-7441.53	-175.494	57595	3116.47	651.521	4144.65	177.287	-71.5824	48141.3	6853.94	-184.404	-2.40411	39571.5	5619.96	64.7753	14848.6	159.653	236.498	169.491	13080.4	-1558.69	-20.1851	83160.4	1921.35	-15732.1	-131.421	27322.5	5576.62	1368.45	123885	85081.8	-15863.6	4030.94	-284.182
44	25344.8	60.8782	0	32.648	51.9124	51.9124	-5.73471	5.16497	3834.61	99178.9	760.198	0	0	0	0	36219.3	1955.28	407.754	3476.51	167.946	164.459	3.78072	-452.128	-7543.34	-176.767	57576.7	3108.25	648.195	4205.01	180.054	-71.6994	48174.1	6856.14	-189.932	-2.44628	39547.3	5614.81	64.503	14845.4	159.342	235.001	168.227	13064.8	-1603.68	-20.518	83677.3	1921.18	-16098.4	-131.671	27316.3	5570.87	1356.82	123873	85598.5	-16230.1	4002.84	-284.181
45	25360.1	60.6292	0	32.5439	51.6821	51.6821	-5.74699	5.14667	3808.01	99182.7	756.641	0	0	0	0	36253.2	1952.69	406.213	3512.46	170.595	168.093	3.84018	-454.745	-7643.28	-177.98	57558.6	3100.24	644.939	4264.13	182.754	-71.8078	48206.3	6858.35	-195.365	-2.48616	39523.4	5609.76	64.2364	14842.3	159.039	233.531	166.977	13049.4	-1647.86	-20.8324	84185.9	1920.84	-16459	-131.853	27310.4	5565.31	1345.48	123861	86106.7	-16590.8	3974.98	-284.15
46	25375.2	60.3853	0	32.4418	51.4565	51.4565	-5.75859	5.12875	3781.63	99186.5	753.16	0	0	0	0	36286.4	1950.17	404.703	3547.81	173.19	171.687	3.89805	-457.28	-7741.38	-179.134	57540.6	3092.44	641.752	4322.04	185.388	-71.9083	48237.9	6860.58	-200.706	-2.52391	39499.9	5604.81	63.9754	14839.2	158.744	232.089	165.741	13034.3	-1691.26	-21.1298	84686	1920.33	-16813.8	-131.972	27304.6	5559.93	1334.4	123849	86606.3	-16945.8	3947.37	-284.09
47	25390.1	60.1466	0	32.3419	51.2357	51.2357	-5.76956	5.1112	3755.49	99190.1	749.752	0	0	0	0	36319.2	1947.73	403.223	3582.55	175.733	175.242	3.95438	-459.738	-7837.7	-180.233	57522.8	3084.84	638.631	4378.77	187.959	-72.0015	48269.1	6862.81	-205.957	-2.5597	39476.6	5599.96	63.7199	14836.3	158.457	230.673	164.518	13019.4	-1733.89	-21.4112	85177.7	1919.66	-17162.8	-132.031	27299	5554.72	1323.59	123837	87097.4	-17294.8	3920.01	-284.006
48	25404.8	59.9128	0	32.2439	51.0193	51.0193	-5.77995	5.09403	3729.58	99193.7	746.416	0	0	0	0	36351.4	1945.38	401.774	3616.72	178.225	178.758	4.00921	-462.123	-7932.28	-181.28	57505.2	3077.43	635.576	4434.36	190.469	-72.088	48299.8	6865.04	-211.12	-2.59364	39453.7	5595.2	63.4698	14833.4	158.177	229.285	163.309	13004.7	-1775.77	-21.6776	85661.1	1918.84	-17506	-132.036	27293.6	5549.68	1313.02	123824	87580	-17638	3892.89	-283.899
49	25419.3	59.684	0	32.1479	50.8075	50.8075	-5.7898	5.07721	3703.9	99197.2	743.15	0	0	0	0	36383.1	1943.09	400.353	3650.31	180.668	182.235	4.06258	-464.439	-8025.16	-182.276	57487.7	3070.2	632.584	4488.83	192.92	-72.1685	48330	6867.27	-216.197	-2.62585	39431	5590.53	63.2249	14830.6	157.905	227.923	162.114	12990.2	-1816.92	-21.93	86136.2	1917.88	-17843.3	-131.988	27288.4	5544.79	1302.71	123812	88054.1	-17975.3	3866.01	-283.772
50	25433.6	59.4599	0	32.0539	50.6	50.6	-5.79917	5.06075	3678.45	99200.6	739.954	0	0	0	0	36414.4	1940.88	398.962	3683.34	183.063	185.673	4.11451	-466.689	-8116.37	-183.224	57470.4	3063.16	629.655	4542.22	195.314	-72.2434	48359.7	6869.5	-221.188	-2.65642	39408.6	5585.96	62.9852	14827.9	157.639	226.587	160.932	12975.9	-1857.33	-22.1691	86603	1916.79	-18174.7	-131.893	27283.4	5540.06	1292.62	123799	88519.8	-18306.6	3839.39	-283.626
51	25447.7	59.2405	0	31.9617	50.3967	50.3967	-5.80808	5.04462	3653.24	99203.9	736.824	0	0	0	0	36445.1	1938.74	397.598	3715.83	185.411	189.072	4.16506	-468.876	-8205.95	-184.127	57453.2	3056.29	626.787	4594.55	197.653	-72.3133	48389	6871.73	-226.095	-2.68545	39386.5	5581.47	62.7505	14825.3	157.38	225.277	159.764	12961.9	-1897.02	-22.3957	87061.5	1915.57	-18500.3	-131.753	27278.5	5535.48	1282.77	123786	88977.1	-18632	3813	-283.465
52	25461.6	59.0256	0	31.8714	50.1976	50.1976	-5.81658	5.02883	3628.26	99207.2	733.761	0	0	0	0	36475.3	1936.67	396.263	3747.78	187.715	192.431	4.21425	-471.004	-8293.95	-184.986	57436.1	3049.59	623.979	4645.86	199.937	-72.3787	48417.9	6873.94	-230.918	-2.71302	39364.7	5577.06	62.5206	14822.8	157.128	223.991	158.609	12948	-1936	-22.6104	87511.8	1914.23	-18819.9	-131.572	27273.8	5531.04	1273.14	123773	89426	-18951.5	3786.87	-283.29
53	25475.3	58.8152	0	31.783	50.0026	50.0026	-5.8247	5.01337	3603.51	99210.4	730.761	0	0	0	0	36505.2	1934.67	394.955	3779.21	189.974	195.751	4.26213	-473.076	-8380.39	-185.804	57419.2	3043.05	621.228	4696.16	202.17	-72.4399	48446.3	6876.15	-235.657	-2.7392	39343.2	5572.73	62.2956	14820.3	156.882	222.731	157.468	12934.4	-1974.26	-22.8139	87953.9	1912.78	-19133.7	-131.352	27269.2	5526.74	1263.72	123760	89866.7	-19265	3760.98	-283.102
54	25488.7	58.6091	0	31.6963	49.8115	49.8115	-5.83247	4.99822	3579	99213.6	727.825	0	0	0	0	36534.5	1932.73	393.674	3810.14	192.191	199.031	4.30872	-475.094	-8465.31	-186.582	57402.4	3036.66	618.535	4745.49	204.353	-72.4973	48474.3	6878.35	-240.314	-2.76406	39321.9	5568.49	62.0752	14817.9	156.642	221.495	156.339	12920.9	-2011.82	-23.0065	88387.9	1911.23	-19441.6	-131.097	27264.8	5522.58	1254.52	123746	90299.1	-19572.7	3735.34	-282.904
55	25502	58.4073	0	31.6114	49.6242	49.6242	-5.83993	4.98338	3554.72	99216.6	724.95	0	0	0	0	36563.4	1930.85	392.419	3840.56	194.366	202.273	4.35407	-477.062	-8548.75	-187.323	57385.8	3030.43	615.897	4793.86	206.487	-72.5515	48501.8	6880.54	-244.888	-2.78766	39300.9	5564.31	61.8593	14815.6	156.408	220.283	155.224	12907.6	-2048.68	-23.189	88813.8	1909.57	-19743.6	-130.809	27260.5	5518.55	1245.51	123733	90723.4	-19874.4	3709.94	-282.695
56	25515.1	58.2096	0	31.5283	49.4407	49.4407	-5.84709	4.96884	3530.67	99219.7	722.135	0	0	0	0	36591.9	1929.03	391.19	3870.49	196.501	205.475	4.3982	-478.98	-8630.73	-188.028	57369.2	3024.35	613.313	4841.3	208.574	-72.6026	48529	6882.72	-249.38	-2.81006	39280.2	5560.22	61.6479	14813.4	156.18	219.094	154.122	12894.5	-2084.84	-23.3616	89231.7	1907.83	-20039.8	-130.491	27256.3	5514.64	1236.7	123719	91139.6	-20170.3	3684.79	-282.479
57	25527.9	58.016	0	31.4468	49.2609	49.2609	-5.85399	4.9546	3506.85	99222.6	719.378	0	0	0	0	36620	1927.27	389.986	3899.95	198.597	208.639	4.44115	-480.853	-8711.28	-188.699	57352.9	3018.41	610.782	4887.84	210.615	-72.651	48555.8	6884.88	-253.79	-2.83131	39259.7	5556.19	61.4408	14811.2	155.957	217.928	153.033	12881.6	-2120.3	-23.525	89641.7	1905.99	-20330.2	-130.146	27252.2	5510.86	1228.08	123705	91547.7	-20460.3	3659.88	-282.256
58	25540.5	57.8263	0	31.367	49.0847	49.0847	-5.86064	4.94064	3483.26	99225.5	716.679	0	0	0	0	36647.7	1925.57	388.807	3928.94	200.654	211.763	4.48295	-482.681	-8790.44	-189.337	57336.6	3012.61	608.303	4933.48	212.611	-72.697	48582.2	6887.03	-258.12	-2.85147	39239.5	5552.23	61.238	14809.1	155.74	216.785	151.956	12868.9	-2155.08	-23.6794	90043.8	1904.07	-20614.8	-129.775	27248.3	5507.19	1219.65	123691	91947.9	-20744.6	3635.22	-282.027
59	25553	57.6404	0	31.2888	48.912	48.912	-5.86707	4.92696	3459.91	99228.3	714.036	0	0	0	0	36675	1923.92	387.652	3957.46	202.674	214.849	4.52364	-484.468	-8868.23	-189.945	57320.5	3006.95	605.874	4978.27	214.565	-72.7408	48608.3	6889.16	-262.368	-2.87057	39219.4	5548.33	61.0393	14807	155.528	215.663	150.893	12856.3	-2189.17	-23.8253	90438.1	1902.07	-20893.7	-129.382	27244.5	5503.63	1211.39	123677	92340.2	-21023.1	3610.8	-281.794
60	25565.2	57.4584	0	31.2121	48.7427	48.7427	-5.87331	4.91355	3436.78	99231.1	711.447	0	0	0	0	36701.9	1922.32	386.521	3985.54	204.658	217.896	4.56324	-486.215	-8944.69	-190.523	57304.4	3001.41	603.495	5022.21	216.477	-72.7828	48633.9	6891.28	-266.535	-2.88867	39199.7	5544.5	60.8446	14805	155.321	214.564	149.842	12843.9	-2222.59	-23.9631	90824.6	1900	-21167	-128.967	27240.8	5500.19	1203.31	123663	92724.6	-21295.9	3586.62	-281.556
61	25577.2	57.2799	0	31.137	48.5767	48.5767	-5.87936	4.90041	3413.89	99233.8	708.912	0	0	0	0	36728.4	1920.78	385.413	4013.17	206.607	220.905	4.60178	-487.923	-9019.83	-191.073	57288.5	2996	601.163	5065.32	218.348	-72.8231	48659.2	6893.39	-270.623	-2.90581	39180.1	5540.74	60.6539	14803	155.119	213.486	148.804	12831.7	-2255.33	-24.0931	91203.6	1897.86	-21434.6	-128.533	27237.2	5496.86	1195.4	123649	93101.4	-21563.1	3562.69	-281.316
62	25589.1	57.1051	0	31.0635	48.414	48.414	-5.88525	4.88752	3391.22	99236.5	706.429	0	0	0	0	36754.6	1919.28	384.328	4040.37	208.521	223.875	4.63929	-489.595	-9093.69	-191.596	57272.8	2990.72	598.879	5107.63	220.18	-72.862	48684.2	6895.48	-274.632	-2.92202	39160.8	5537.03	60.4669	14801.1	154.922	212.428	147.778	12819.6	-2287.4	-24.2156	91574.9	1895.66	-21696.6	-128.083	27233.6	5493.62	1187.65	123635	93470.6	-21824.7	3539	-281.074
63	25600.7	56.9337	0	30.9914	48.2544	48.2544	-5.89099	4.87488	3368.79	99239.1	703.997	0	0	0	0	36780.4	1917.84	383.265	4067.15	210.401	226.807	4.6758	-491.232	-9166.3	-192.094	57257.1	2985.55	596.641	5149.15	221.973	-72.8995	48708.8	6897.55	-278.561	-2.93735	39141.7	5533.38	60.2838	14799.3	154.73	211.391	146.765	12807.7	-2318.8	-24.331	91938.8	1893.39	-21953.1	-127.616	27230.2	5490.49	1180.06	123620	93832.2	-22080.7	3515.55	-280.83
64	25612.1	56.7658	0	30.9207	48.0979	48.0979	-5.89659	4.86249	3346.58	99241.6	701.615	0	0	0	0	36805.8	1916.44	382.224	4093.51	212.249	229.702	4.71133	-492.835	-9237.66	-192.567	57241.6	2980.49	594.447	5189.9	223.73	-72.9361	48733.1	6899.61	-282.412	-2.95184	39122.8	5529.79	60.1042	14797.5	154.542	210.373	145.764	12795.9	-2349.55	-24.4395	92295.3	1891.07	-22204.1	-127.136	27226.9	5487.45	1172.62	123606	94186.4	-22331.2	3492.35	-280.586
65	25623.3	56.6012	0	30.8515	47.9445	47.9445	-5.90207	4.85033	3324.6	99244.1	699.281	0	0	0	0	36831	1915.08	381.205	4119.46	214.065	232.558	4.74592	-494.406	-9307.82	-193.017	57226.1	2975.55	592.298	5229.9	225.45	-72.9717	48757	6901.65	-286.186	-2.96551	39104.2	5526.25	59.9283	14795.8	154.358	209.375	144.775	12784.3	-2379.65	-24.5414	92644.5	1888.7	-22449.7	-126.644	27223.7	5484.51	1165.33	123591	94533.2	-22576.3	3469.38	-280.342
66	25634.3	56.4398	0	30.7836	47.7939	47.7939	-5.90744	4.83841	3302.85	99246.6	696.994	0	0	0	0	36855.7	1913.77	380.206	4145.01	215.85	235.378	4.77958	-495.947	-9376.79	-193.445	57210.8	2970.72	590.191	5269.15	227.135	-73.0065	48780.7	6903.68	-289.882	-2.9784	39085.7	5522.77	59.7558	14794	154.179	208.396	143.799	12772.8	-2409.11	-24.6371	92986.5	1886.28	-22690	-126.141	27220.5	5481.65	1158.19	123576	94872.8	-22816.1	3446.65	-280.098
67	25645.1	56.2815	0	30.7171	47.6463	47.6463	-5.91271	4.82671	3281.32	99249	694.754	0	0	0	0	36880.2	1912.5	379.227	4170.16	217.604	238.159	4.81234	-497.458	-9444.6	-193.852	57195.6	2965.99	588.125	5307.69	228.786	-73.0406	48804	6905.68	-293.502	-2.99054	39067.4	5519.34	59.5867	14792.4	154.004	207.436	142.834	12761.4	-2437.92	-24.7268	93321.4	1883.81	-22925	-125.629	27217.4	5478.89	1151.19	123561	95205.2	-23050.6	3424.15	-279.855
68	25655.7	56.1264	0	30.6519	47.5014	47.5014	-5.9179	4.81523	3260.02	99251.3	692.559	0	0	0	0	36904.3	1911.27	378.269	4194.92	219.328	240.904	4.84423	-498.941	-9511.26	-194.238	57180.6	2961.37	586.101	5345.53	230.403	-73.0743	48827	6907.68	-297.047	-3.00197	39049.4	5515.95	59.4209	14790.8	153.833	206.494	141.881	12750.3	-2466.11	-24.8107	93649.3	1881.29	-23154.8	-125.108	27214.4	5476.21	1144.33	123546	95530.6	-23279.9	3401.9	-279.613
69	25666	55.9742	0	30.5879	47.3592	47.3592	-5.923	4.80396	3238.94	99253.6	690.409	0	0	0	0	36928.1	1910.08	377.33	4219.31	221.024	243.612	4.87527	-500.397	-9576.8	-194.606	57165.6	2956.85	584.116	5382.67	231.988	-73.1075	48849.7	6909.66	-300.517	-3.01271	39031.5	5512.62	59.2583	14789.2	153.666	205.569	140.941	12739.2	-2493.67	-24.889	93970.3	1878.74	-23379.4	-124.58	27211.5	5473.61	1137.61	123531	95849	-23504	3379.88	-279.373
70	25676.2	55.825	0	30.5253	47.2198	47.2198	-5.92804	4.7929	3218.08	99255.9	688.301	0	0	0	0	36951.6	1908.93	376.41	4243.32	222.691	246.284	4.90548	-501.826	-9641.24	-194.955	57150.7	2952.42	582.17	5419.14	233.542	-73.1405	48872.1	6911.62	-303.912	-3.02279	39013.8	5509.34	59.0989	14787.6	153.502	204.662	140.011	12728.3	-2520.62	-24.9621	94284.4	1876.15	-23599	-124.046	27208.6	5471.09	1131.01	123516	96160.6	-23723.1	3358.09	-279.136
71	25686.2	55.6786	0	30.4638	47.0829	47.0829	-5.93301	4.78205	3197.45	99258.1	686.235	0	0	0	0	36974.8	1907.82	375.509	4266.96	224.33	248.919	4.93488	-503.231	-9704.61	-195.286	57136	2948.08	580.262	5454.94	235.064	-73.1732	48894.2	6913.56	-307.235	-3.03224	38996.4	5506.1	58.9425	14786.1	153.343	203.772	139.094	12717.5	-2546.96	-25.0301	94591.9	1873.53	-23813.6	-123.507	27205.8	5468.64	1124.54	123501	96465.4	-23937.1	3336.54	-278.901
72	25696	55.535	0	30.4035	46.9485	46.9485	-5.93792	4.77139	3177.03	99260.3	684.211	0	0	0	0	36997.8	1906.74	374.626	4290.24	225.942	251.518	4.96349	-504.611	-9766.91	-195.6	57121.3	2943.84	578.391	5490.1	236.557	-73.2058	48916.1	6915.49	-310.486	-3.04109	38979	5502.9	58.7892	14784.7	153.187	202.898	138.188	12706.8	-2572.7	-25.0933	94892.7	1870.88	-24023.3	-122.964	27203.1	5466.27	1118.2	123486	96763.6	-24146.2	3315.22	-278.669
73	25705.6	55.3942	0	30.3444	46.8166	46.8166	-5.94278	4.76092	3156.84	99262.4	682.226	0	0	0	0	37020.4	1905.7	373.761	4313.16	227.527	254.081	4.99133	-505.967	-9828.17	-195.898	57106.8	2939.69	576.556	5524.62	238.021	-73.2383	48937.6	6917.41	-313.665	-3.04935	38961.9	5499.75	58.6387	14783.2	153.034	202.041	137.293	12696.3	-2597.85	-25.1518	95187	1868.19	-24228.1	-122.418	27200.4	5463.97	1111.98	123470	97055.2	-24350.5	3294.13	-278.44
74	25715	55.2559	0	30.2865	46.6871	46.6871	-5.9476	4.75064	3136.86	99264.5	680.281	0	0	0	0	37042.7	1904.7	372.913	4335.74	229.087	256.609	5.01843	-507.301	-9888.41	-196.181	57092.4	2935.62	574.756	5558.52	239.455	-73.2708	48958.9	6919.31	-316.774	-3.05706	38945	5496.64	58.4911	14781.8	152.885	201.199	136.409	12685.9	-2622.41	-25.2058	95474.9	1865.48	-24428.1	-121.87	27197.8	5461.74	1105.87	123455	97340.4	-24550	3273.27	-278.214
75	25724.1	55.1203	0	30.2296	46.56	46.56	-5.95238	4.74054	3117.1	99266.5	678.374	0	0	0	0	37064.8	1903.72	372.083	4357.97	230.621	259.101	5.0448	-508.613	-9947.65	-196.449	57078	2931.64	572.991	5591.81	240.862	-73.3034	48979.9	6921.19	-319.813	-3.06423	38928.2	5493.58	58.3463	14780.5	152.739	200.373	135.537	12675.6	-2646.4	-25.2556	95756.5	1862.74	-24623.5	-121.32	27195.2	5459.58	1099.88	123439	97619.3	-24744.8	3252.63	-277.992
76	25733.1	54.9872	0	30.1739	46.4352	46.4352	-5.95712	4.73062	3097.55	99268.5	676.505	0	0	0	0	37086.6	1902.78	371.269	4379.86	232.13	261.558	5.07046	-509.904	-10005.9	-196.703	57063.8	2927.74	571.26	5624.5	242.242	-73.336	49000.6	6923.06	-322.784	-3.07089	38911.6	5490.55	58.2042	14779.1	152.597	199.562	134.675	12665.5	-2669.82	-25.3013	96031.9	1859.98	-24814.2	-120.77	27192.8	5457.49	1094	123424	97891.9	-24935	3232.23	-277.774
77	25741.9	54.8565	0	30.1192	46.3125	46.3125	-5.96183	4.72087	3078.22	99270.5	674.672	0	0	0	0	37108.1	1901.87	370.472	4401.42	233.615	263.981	5.09543	-511.175	-10063.2	-196.943	57049.7	2923.91	569.561	5656.61	243.596	-73.3689	49021.1	6924.91	-325.687	-3.07706	38895.1	5487.56	58.0648	14777.8	152.458	198.766	133.825	12655.4	-2692.68	-25.3431	96301.3	1857.2	-25000.4	-120.219	27190.3	5455.45	1088.23	123408	98158.5	-25120.6	3212.05	-277.56
78	25750.5	54.7283	0	30.0655	46.1921	46.1921	-5.96651	4.71129	3059.1	99272.4	672.875	0	0	0	0	37129.3	1900.99	369.691	4422.66	235.075	266.37	5.11972	-512.425	-10119.5	-197.171	57035.7	2920.17	567.895	5688.14	244.923	-73.4019	49041.3	6926.75	-328.524	-3.08275	38878.9	5484.62	57.9279	14776.6	152.321	197.984	132.985	12645.5	-2715	-25.3811	96564.6	1854.41	-25182.1	-119.668	27187.9	5453.48	1082.56	123392	98419	-25301.8	3192.09	-277.35
79	25758.9	54.6024	0	30.0129	46.0738	46.0738	-5.97117	4.70187	3040.19	99274.3	671.113	0	0	0	0	37150.4	1900.14	368.925	4443.57	236.513	268.724	5.14336	-513.657	-10174.9	-197.386	57021.8	2916.5	566.26	5719.1	246.225	-73.4352	49061.3	6928.57	-331.295	-3.088	38862.8	5481.71	57.7936	14775.3	152.188	197.216	132.156	12635.7	-2736.77	-25.4155	96822	1851.59	-25359.5	-119.119	27185.6	5451.56	1077	123377	98673.6	-25478.6	3172.35	-277.144
80	25767.1	54.4787	0	29.9612	45.9576	45.9576	-5.9758	4.69261	3021.5	99276.1	669.385	0	0	0	0	37171.1	1899.31	368.174	4464.16	237.927	271.044	5.16635	-514.869	-10229.4	-197.589	57008	2912.9	564.656	5749.52	247.502	-73.4687	49081.1	6930.38	-334.002	-3.09281	38846.8	5478.83	57.6617	14774.1	152.058	196.462	131.338	12626	-2758.02	-25.4465	97073.6	1848.76	-25532.5	-118.571	27183.3	5449.71	1071.54	123361	98922.4	-25651.1	3152.83	-276.942
81	25775.2	54.3573	0	29.9105	45.8434	45.8434	-5.98042	4.6835	3003.01	99278	667.69	0	0	0	0	37191.6	1898.52	367.439	4484.45	239.319	273.331	5.18871	-516.064	-10282.9	-197.78	56994.3	2909.38	563.082	5779.39	248.755	-73.5025	49100.5	6932.18	-336.645	-3.09721	38831	5476	57.5323	14772.9	151.93	195.721	130.53	12616.4	-2778.74	-25.4742	97319.6	1845.91	-25701.3	-118.024	27181.1	5447.9	1066.18	123345	99165.5	-25819.3	3133.54	-276.745
82	25783	54.2381	0	29.8607	45.7312	45.7312	-5.98501	4.67455	2984.72	99279.7	666.027	0	0	0	0	37211.9	1897.75	366.718	4504.42	240.688	275.585	5.21047	-517.24	-10335.6	-197.961	56980.6	2905.92	561.537	5808.73	249.985	-73.5366	49119.8	6933.96	-339.226	-3.10121	38815.3	5473.2	57.4051	14771.8	151.805	194.993	129.732	12606.9	-2798.95	-25.4988	97559.9	1843.05	-25866	-117.481	27178.9	5446.15	1060.91	123329	99403	-25983.4	3114.46	-276.552
83	25790.6	54.121	0	29.8118	45.6209	45.6209	-5.98959	4.66574	2966.65	99281.5	664.397	0	0	0	0	37231.9	1897.01	366.011	4524.09	242.036	277.806	5.23162	-518.4	-10387.4	-198.13	56967.1	2902.54	560.021	5837.55	251.191	-73.571	49138.8	6935.72	-341.745	-3.10483	38799.8	5470.43	57.2803	14770.6	151.683	194.278	128.945	12597.5	-2818.65	-25.5203	97794.8	1840.18	-26026.5	-116.94	27176.8	5444.46	1055.74	123313	99635	-26143.5	3095.59	-276.364
84	25798.1	54.006	0	29.7639	45.5125	45.5125	-5.99416	4.65707	2948.77	99283.2	662.797	0	0	0	0	37251.7	1896.29	365.319	4543.47	243.362	279.994	5.2522	-519.543	-10438.4	-198.29	56953.7	2899.22	558.532	5865.85	252.375	-73.6058	49157.6	6937.47	-344.204	-3.10808	38784.5	5467.7	57.1577	14769.5	151.563	193.576	128.168	12588.2	-2837.86	-25.5389	98024.3	1837.3	-26183.1	-116.402	27174.7	5442.81	1050.66	123296	99861.6	-26299.5	3076.94	-276.18
85	25805.4	53.8929	0	29.7168	45.4059	45.4059	-5.99871	4.64855	2931.1	99284.9	661.228	0	0	0	0	37271.3	1895.6	364.64	4562.55	244.668	282.15	5.2722	-520.669	-10488.5	-198.44	56940.4	2895.96	557.071	5893.66	253.536	-73.6409	49176.2	6939.21	-346.604	-3.11099	38769.3	5465	57.0373	14768.4	151.446	192.885	127.401	12579.1	-2856.58	-25.5548	98248.6	1834.41	-26335.7	-115.867	27172.6	5441.21	1045.67	123280	100083	-26451.6	3058.5	-276.001
86	25812.4	53.7819	0	29.6705	45.3012	45.3012	-6.00325	4.64016	2913.63	99286.5	659.689	0	0	0	0	37290.6	1894.93	363.974	4581.34	245.953	284.274	5.29165	-521.78	-10537.8	-198.58	56927.2	2892.76	555.637	5920.96	254.676	-73.6764	49194.6	6940.94	-348.945	-3.11355	38754.2	5462.33	56.9191	14767.4	151.332	192.207	126.643	12570	-2874.83	-25.568	98467.6	1831.52	-26484.6	-115.337	27170.6	5439.66	1040.76	123264	100299	-26599.9	3040.27	-275.827
87	25819.3	53.6728	0	29.6251	45.1981	45.1981	-6.00778	4.6319	2896.36	99288.1	658.178	0	0	0	0	37309.7	1894.29	363.322	4599.85	247.218	286.366	5.31056	-522.875	-10586.2	-198.712	56914	2889.63	554.229	5947.79	255.795	-73.7122	49212.7	6942.65	-351.23	-3.1158	38739.3	5459.69	56.8029	14766.3	151.22	191.54	125.896	12561	-2892.61	-25.5787	98681.6	1828.61	-26629.6	-114.81	27168.7	5438.15	1035.95	123248	100510	-26744.4	3022.25	-275.657
88	25826.1	53.5655	0	29.5805	45.0968	45.0968	-6.0123	4.62378	2879.28	99289.7	656.696	0	0	0	0	37328.6	1893.66	362.682	4618.08	248.463	288.427	5.32893	-523.954	-10633.9	-198.834	56901	2886.56	552.847	5974.13	256.893	-73.7484	49230.6	6944.35	-353.458	-3.11774	38724.5	5457.09	56.6887	14765.3	151.11	190.884	125.158	12552.1	-2909.93	-25.587	98890.5	1825.7	-26770.9	-114.288	27166.7	5436.68	1031.21	123231	100716	-26885.2	3004.44	-275.492
