Time	[L]	[R]	[flip]	[proC8]	[casp8]	[casp6]	[BAR]	[proC3]	[casp3]	[Bid]	[tBid]	[proC6]	[XIAP]	[Ub C3]	[PARP]	[cPARP]	[Smac]	[cytosolic Bcl-2]	[Bax]	[Bax#]	[Bcl-2]	[L:R]	[R#]	[flip:R#]	[R#:pC8]	[C6:pC8]	[BAR:C8]	[C8:pC3]	[pC3:Apop]	[Apop]	[C8:Bid]	[C3:pC6]	[XIAP:C3]	[PARP:C3]	[Apop:XIAP]	[Smac:XIAP]	[Bcl2c:tBid]	[Bax:tBid]	[Baxm:Bcl2]	[Bax4]	[Bax2:Bcl2]	[Bax4:Bcl2]	[M]	[Bax4:M]	[M#]	[Smac_m]	[M#:Smac_m]	[Smac released]	[CytoC_m]	[M#:CytoC_m]	[CytoC released]	[CytoC]	[Apaf]	[CytoC:Apaf]	[Apaf#]	[proC9]	[Baxm]	[Bax2]
69	2984.67	184.675	100	20000	0.00231993	1.08308e-06	1000	10000	7.51504e-06	40000	0.00011703	10000	100000	1.33734e-05	1e+06	0.000107463	2.05441e-29	20000	100000	1.37806e-05	20000	15.32	0.00530887	1.21671e-05	0.000103123	6.08468e-10	3.9385e-05	2.22025e-06	2.8692e-42	-1.30171e-36	8.88099e-06	7.15086e-08	9.61845e-06	7.09019e-06	1.45397e-38	-5.29821e-31	3.2538e-05	1.10668e-06	1.17911e-06	3.90536e-41	7.65474e-18	3.43896e-41	500000	2.1252e-40	-8.84118e-25	100000	1.47353e-25	-5.43059e-26	500000	7.36765e-25	-2.7153e-25	1.00262e-28	100000	-1.91758e-31	7.06678e-33	100000	3.75873e-07	4.59631e-18
70	2984.47	184.47	100	20000	0.00242171	1.15635e-06	1000	10000	7.89049e-06	40000	0.000123671	10000	100000	1.43622e-05	1e+06	0.000114732	2.39062e-30	20000	100000	1.47801e-05	20000	15.5247	0.0054596	1.26931e-05	0.000106094	6.50286e-10	4.1715e-05	2.31911e-06	7.82481e-43	-1.39902e-37	9.27645e-06	7.5139e-08	1.01601e-05	7.4501e-06	8.20513e-39	-6.16519e-32	3.49108e-05	1.17047e-06	1.28932e-06	5.30333e-41	9.06557e-18	4.74559e-41	500000	2.89721e-40	-1.02881e-25	100000	1.71468e-26	-6.31933e-27	500000	8.57339e-26	-3.15967e-26	1.16671e-29	100000	-2.23138e-32	8.23412e-34	100000	4.04519e-07	5.355e-18
71	2984.27	184.265	100	20000	0.00252637	1.23331e-06	1000	10000	8.27829e-06	40000	0.000130578	10000	100000	1.54062e-05	1e+06	0.000122368	2.3497e-30	20000	100000	1.58347e-05	20000	15.729	0.00561232	1.32337e-05	0.000109106	6.94243e-10	4.41459e-05	2.42081e-06	9.3542e-43	-1.33532e-37	9.68325e-06	7.88908e-08	1.07224e-05	7.82204e-06	1.10728e-38	-6.05964e-32	3.74167e-05	1.23685e-06	1.40784e-06	7.16902e-41	1.07071e-17	6.51895e-41	500000	3.93155e-40	-1.0112e-25	100000	1.68533e-26	-6.21117e-27	500000	8.42664e-26	-3.10558e-26	1.14674e-29	100000	-2.19318e-32	8.0962e-34	100000	4.34832e-07	6.2233e-18
72	2984.06	184.061	100	20000	0.00263394	1.31409e-06	1000	10000	8.67863e-06	40000	0.000137756	10000	100000	1.65074e-05	1e+06	0.000130381	-2.82902e-32	20000	100000	1.69465e-05	20000	15.9329	0.00576702	1.37891e-05	0.000112157	7.40412e-10	4.66804e-05	2.52539e-06	8.34344e-43	2.26916e-38	1.01015e-05	8.2766e-08	1.13057e-05	8.20621e-06	1.36609e-38	7.3102e-34	4.00609e-05	1.30588e-06	1.53514e-06	9.63771e-41	1.26121e-17	8.90263e-41	500000	5.30537e-40	1.21748e-27	100000	-2.02914e-28	7.47826e-29	500000	-1.01457e-27	3.73913e-28	-1.38059e-31	100000	2.64416e-34	-7.93212e-36	100000	4.66879e-07	7.2148e-18
73	2983.86	183.858	100	20000	0.00274446	1.39879e-06	1000	10000	9.09171e-06	40000	0.000145212	10000	100000	1.7668e-05	1e+06	0.000138784	-1.32627e-30	20000	100000	1.81176e-05	20000	16.1362	0.0059237	1.43596e-05	0.000115248	7.88865e-10	4.93214e-05	2.63287e-06	8.99754e-43	1.10738e-37	1.05315e-05	8.67665e-08	1.19103e-05	8.60281e-06	1.7719e-38	3.42054e-32	4.28486e-05	1.37762e-06	1.67173e-06	1.29036e-40	1.4818e-17	1.21085e-40	500000	7.12947e-40	5.70761e-26	100000	-9.51268e-27	3.50583e-27	500000	-4.75634e-26	1.75292e-26	-6.47263e-30	100000	1.23798e-32	-4.53986e-34	100000	5.00729e-07	8.34456e-18
74	2983.65	183.655	100	20000	0.00285797	1.48756e-06	1000	10000	9.51771e-06	40000	0.000152952	10000	100000	1.88902e-05	1e+06	0.00014759	-6.32823e-31	20000	100000	1.93501e-05	20000	16.3392	0.00608237	1.49452e-05	0.000118379	8.39679e-10	5.20716e-05	2.74331e-06	1.24577e-42	7.2498e-38	1.09732e-05	9.08942e-08	1.25366e-05	9.01201e-06	2.38305e-38	1.6322e-32	4.57855e-05	1.45214e-06	1.8181e-06	1.71887e-40	1.73659e-17	1.63793e-40	500000	9.53069e-40	2.72336e-26	100000	-4.53894e-27	1.6728e-27	500000	-2.26947e-26	8.36398e-27	-3.08839e-30	100000	5.90722e-33	-2.15073e-34	100000	5.36452e-07	9.62907e-18
75	2983.45	183.452	100	20000	0.0029745	1.58052e-06	1000	10000	9.95683e-06	40000	0.000160982	10000	100000	2.01761e-05	1e+06	0.000156812	4.62237e-31	20000	100000	2.06463e-05	20000	16.5416	0.006243	1.55462e-05	0.000121549	8.92927e-10	5.49341e-05	2.85672e-06	1.68177e-42	9.51476e-39	1.14269e-05	9.51511e-08	1.31851e-05	9.43402e-06	3.14184e-38	-1.19188e-32	4.8877e-05	1.5295e-06	1.97481e-06	2.2801e-40	2.03025e-17	2.20616e-40	500000	1.26863e-39	-1.98924e-26	100000	3.3154e-27	-1.22187e-27	500000	1.6577e-26	-6.10935e-27	2.25589e-30	100000	-4.31401e-33	1.62019e-34	100000	5.74119e-07	1.10866e-17
76	2983.25	183.25	100	20000	0.00309409	1.6778e-06	1000	10000	1.04093e-05	40000	0.000169309	10000	100000	2.15279e-05	1e+06	0.000166463	6.42508e-31	20000	100000	2.20084e-05	20000	16.7436	0.0064056	1.61628e-05	0.000124758	9.48688e-10	5.79117e-05	2.97316e-06	2.05068e-42	5.88505e-39	1.18926e-05	9.9539e-08	1.38561e-05	9.86902e-06	4.0046e-38	-1.65676e-32	5.21289e-05	1.60975e-06	2.14241e-06	3.0112e-40	2.36795e-17	2.95767e-40	500000	1.68104e-39	-2.76504e-26	100000	4.60839e-27	-1.69839e-27	500000	2.3042e-26	-8.49196e-27	3.13567e-30	100000	-5.99659e-33	2.24535e-34	100000	6.13802e-07	1.2737e-17
77	2983.05	183.048	100	20000	0.00321678	1.77953e-06	1000	10000	1.08752e-05	40000	0.000177938	10000	100000	2.2948e-05	1e+06	0.000176555	2.66332e-31	20000	100000	2.34387e-05	20000	16.9451	0.00657016	1.67951e-05	0.000128007	1.00704e-09	6.10075e-05	3.09265e-06	2.39977e-42	3.88088e-38	1.23706e-05	1.0406e-07	1.455e-05	1.03172e-05	5.00788e-38	-6.86596e-33	5.55471e-05	1.69297e-06	2.32147e-06	3.96022e-40	2.75547e-17	3.94873e-40	500000	2.21824e-39	-1.14616e-26	100000	1.91026e-27	-7.04015e-28	500000	9.55132e-27	-3.52008e-27	1.2998e-30	100000	-2.48531e-33	9.57273e-35	100000	6.55577e-07	1.46024e-17
78	2982.85	182.847	100	20000	0.0033426	1.88584e-06	1000	10000	1.13548e-05	40000	0.000186876	10000	100000	2.44387e-05	1e+06	0.000187102	2.37626e-31	20000	100000	2.49395e-05	20000	17.1462	0.00673668	1.74433e-05	0.000131295	1.06806e-09	6.42243e-05	3.21524e-06	2.8429e-42	5.06601e-38	1.28609e-05	1.08716e-07	1.52672e-05	1.07787e-05	6.21554e-38	-6.12538e-33	5.91374e-05	1.77921e-06	2.51259e-06	5.18826e-40	3.19927e-17	5.25263e-40	500000	2.91604e-39	-1.02262e-26	100000	1.70437e-27	-6.28136e-28	500000	8.52187e-27	-3.14068e-27	1.15971e-30	100000	-2.21731e-33	8.64845e-35	100000	6.99518e-07	1.67069e-17
79	2982.65	182.646	100	20000	0.00347158	1.99688e-06	1000	10000	1.18483e-05	40000	0.00019613	10000	100000	2.60023e-05	1e+06	0.000198117	-9.56512e-31	20000	100000	2.65131e-05	20000	17.3468	0.00690516	1.81076e-05	0.000134622	1.13183e-09	6.75652e-05	3.34095e-06	3.19951e-42	1.38082e-37	1.33638e-05	1.13508e-07	1.60081e-05	1.12538e-05	7.57906e-38	2.46711e-32	6.29059e-05	1.86854e-06	2.71638e-06	6.76466e-40	3.70642e-17	6.95194e-40	500000	3.81493e-39	4.11636e-26	100000	-6.8606e-27	2.52843e-27	500000	-3.4303e-26	1.26421e-26	-4.66809e-30	100000	8.92882e-33	-3.23531e-34	100000	7.45702e-07	1.90765e-17
80	2982.45	182.446	100	20000	0.00360377	2.11278e-06	1000	10000	1.23559e-05	40000	0.000205705	10000	100000	2.76411e-05	1e+06	0.000209614	-1.63116e-30	20000	100000	2.8162e-05	20000	17.547	0.00707558	1.87882e-05	0.000137988	1.19842e-09	7.10333e-05	3.46983e-06	3.67843e-42	1.93594e-37	1.38793e-05	1.18439e-07	1.6773e-05	1.17427e-05	9.20161e-38	4.20702e-32	6.68588e-05	1.96101e-06	2.93349e-06	8.79301e-40	4.28489e-17	9.16823e-40	500000	4.97386e-39	7.01971e-26	100000	-1.16995e-26	4.31178e-27	500000	-5.84976e-26	2.15589e-26	-7.9606e-30	100000	1.5226e-32	-5.54812e-34	100000	7.94209e-07	2.17401e-17
81	2982.25	182.246	100	20000	0.0037392	2.23367e-06	1000	10000	1.28777e-05	40000	0.000215608	10000	100000	2.93577e-05	1e+06	0.000221607	-1.49496e-31	20000	100000	2.98886e-05	20000	17.7467	0.00724795	1.94852e-05	0.000141393	1.26794e-09	7.46317e-05	3.60191e-06	4.48274e-42	1.12784e-37	1.44076e-05	1.23511e-07	1.75624e-05	1.22454e-05	1.11857e-37	3.85919e-33	7.10025e-05	2.0567e-06	3.16457e-06	1.13939e-39	4.94345e-17	1.2044e-39	500000	6.46162e-39	6.43359e-27	100000	-1.07227e-27	3.95176e-28	500000	-5.36133e-27	1.97588e-27	-7.29575e-31	100000	1.39628e-33	-4.4399e-35	100000	8.45118e-07	2.47292e-17
82	2982.05	182.046	100	20000	0.00387791	2.3597e-06	1000	10000	1.34139e-05	40000	0.000225845	10000	100000	3.11544e-05	1e+06	0.00023411	4.96957e-30	20000	100000	3.16954e-05	20000	17.9459	0.00742225	2.01988e-05	0.000144837	1.34045e-09	7.83635e-05	3.73722e-06	5.79667e-42	-1.98818e-37	1.49489e-05	1.28725e-07	1.83766e-05	1.27623e-05	1.3628e-37	-1.28158e-31	7.53433e-05	2.15567e-06	3.41031e-06	1.47057e-39	5.69168e-17	1.57442e-39	500000	8.35744e-39	-2.13866e-25	100000	3.56443e-26	-1.31365e-26	500000	1.78221e-25	-6.56823e-26	2.42532e-29	100000	-4.63849e-32	1.71711e-33	100000	8.98511e-07	2.80775e-17
83	2981.85	181.848	100	20000	0.00401992	2.49102e-06	1000	10000	1.39648e-05	40000	0.000236423	10000	100000	3.30338e-05	1e+06	0.000247136	5.75308e-30	20000	100000	3.35848e-05	20000	18.1447	0.00759849	2.09293e-05	0.00014832	1.41604e-09	8.22319e-05	3.87581e-06	6.65009e-42	-2.32258e-37	1.55032e-05	1.34083e-07	1.9216e-05	1.32935e-05	1.61806e-37	-1.48365e-31	7.98878e-05	2.25798e-06	3.67142e-06	1.89073e-39	6.54045e-17	2.05252e-39	500000	1.0777e-38	-2.47585e-25	100000	4.12641e-26	-1.52076e-26	500000	2.0632e-25	-7.6038e-26	2.8077e-29	100000	-5.36982e-32	1.98754e-33	100000	9.54469e-07	3.18225e-17
84	2981.65	181.649	100	20000	0.00416528	2.62776e-06	1000	10000	1.45305e-05	40000	0.000247349	10000	100000	3.49985e-05	1e+06	0.000260701	3.73979e-32	20000	100000	3.55596e-05	20000	18.3431	0.00777666	2.16767e-05	0.000151841	1.49479e-09	8.624e-05	4.01771e-06	6.7817e-42	1.5062e-37	1.60708e-05	1.39587e-07	2.0081e-05	1.38391e-05	1.8771e-37	-9.59681e-34	8.46427e-05	2.36369e-06	3.94863e-06	2.42011e-39	7.50144e-17	2.66517e-39	500000	1.38431e-38	-1.6094e-27	100000	2.68233e-28	-9.88556e-29	500000	1.34117e-27	-4.94278e-28	1.82536e-31	100000	-3.47957e-34	2.27421e-35	100000	1.01308e-06	3.60043e-17
85	2981.45	181.451	100	20000	0.00431402	2.77008e-06	1000	10000	1.51112e-05	40000	0.000258628	10000	100000	3.70509e-05	1e+06	0.000274819	-1.46404e-29	20000	100000	3.76222e-05	20000	18.541	0.00795676	2.24413e-05	0.000155401	1.5768e-09	9.0391e-05	4.16294e-06	5.8936e-42	1.10707e-36	1.66518e-05	1.4524e-07	2.0972e-05	1.43995e-05	2.13136e-37	3.77572e-31	8.96147e-05	2.47287e-06	4.24268e-06	3.08416e-39	8.58758e-17	3.44625e-39	500000	1.77093e-38	6.3005e-25	100000	-1.05008e-25	3.87001e-26	500000	-5.25041e-25	1.935e-25	-7.145e-29	100000	1.36654e-31	-5.02435e-33	100000	1.07442e-06	4.06664e-17
86	2981.25	181.253	100	20000	0.00446618	2.91813e-06	1000	10000	1.5707e-05	40000	0.000270267	10000	100000	3.91938e-05	1e+06	0.000289505	-1.41685e-29	20000	100000	3.97752e-05	20000	18.7384	0.00813878	2.32233e-05	0.000158999	1.66216e-09	9.46883e-05	4.31156e-06	6.93275e-42	1.09817e-36	1.72462e-05	1.51042e-07	2.18893e-05	1.49746e-05	2.49736e-37	3.65403e-31	9.48109e-05	2.58558e-06	4.55436e-06	3.92475e-39	9.81329e-17	4.44405e-39	500000	2.25908e-38	6.09742e-25	100000	-1.01624e-25	3.74527e-26	500000	-5.08118e-25	1.87264e-25	-6.9147e-29	100000	1.3225e-31	-4.86088e-33	100000	1.13859e-06	4.58566e-17
87	2981.06	181.056	100	20000	0.00462179	3.07204e-06	1000	10000	1.63183e-05	40000	0.000282272	10000	100000	4.14297e-05	1e+06	0.000304774	7.92e-30	20000	100000	4.20215e-05	20000	18.9354	0.00832271	2.40227e-05	0.000162636	1.75094e-09	9.91351e-05	4.46358e-06	1.06912e-41	-2.88769e-37	1.78543e-05	1.56995e-07	2.28333e-05	1.55648e-05	3.00875e-37	-2.04247e-31	0.000100238	2.70189e-06	4.88447e-06	4.98129e-39	1.11941e-16	5.70905e-39	500000	2.87127e-38	-3.40838e-25	100000	5.68063e-26	-2.09356e-26	500000	2.84032e-25	-1.04678e-25	3.86523e-29	100000	-7.39238e-32	2.73736e-33	100000	1.20567e-06	5.16259e-17
88	2980.86	180.859	100	20000	0.00478089	3.23199e-06	1000	10000	1.6945e-05	40000	0.000294651	10000	100000	4.37613e-05	1e+06	0.00032064	4.54414e-29	20000	100000	4.43636e-05	20000	19.132	0.00850856	2.48398e-05	0.000166311	1.84325e-09	0.000103735	4.61906e-06	1.64169e-41	-2.65902e-36	1.84762e-05	1.63103e-07	2.38044e-05	1.61702e-05	3.63979e-37	-1.1719e-30	0.000105904	2.82186e-06	5.23383e-06	6.30205e-39	1.27472e-16	7.30803e-39	500000	3.63696e-38	-1.95557e-24	100000	3.25929e-25	-1.20119e-25	500000	1.62964e-24	-6.00595e-25	2.21769e-28	100000	-4.24148e-31	1.56436e-32	100000	1.27575e-06	5.80297e-17
89	2980.66	180.663	100	20000	0.0049435	3.39811e-06	1000	10000	1.75875e-05	40000	0.000307409	10000	100000	4.61915e-05	1e+06	0.000337119	3.39784e-29	20000	100000	4.68044e-05	20000	19.3281	0.00869631	2.56748e-05	0.000170024	1.93917e-09	0.000108491	4.77801e-06	1.62488e-41	-1.90098e-36	1.91121e-05	1.69365e-07	2.48029e-05	1.6791e-05	4.091e-37	-8.76279e-31	0.000111815	2.94556e-06	5.60329e-06	7.93798e-39	1.44914e-16	9.33007e-39	500000	4.59521e-38	-1.46226e-24	100000	2.43711e-25	-8.9818e-26	500000	1.21855e-24	-4.4909e-25	1.65826e-28	100000	-3.17153e-31	1.17025e-32	100000	1.34893e-06	6.51281e-17
90	2980.47	180.467	100	20000	0.00510967	3.57057e-06	1000	10000	1.82459e-05	40000	0.000320553	10000	100000	4.87228e-05	1e+06	0.000354227	-5.06176e-29	20000	100000	4.93466e-05	20000	19.5237	0.00888596	2.65278e-05	0.000173775	2.0388e-09	0.000113406	4.94049e-06	7.24174e-42	3.52674e-36	1.9762e-05	1.75785e-07	2.58293e-05	1.74274e-05	4.25236e-37	1.30541e-30	0.000117979	3.07305e-06	5.99373e-06	9.95349e-39	1.64473e-16	1.18702e-38	500000	5.78761e-38	2.17833e-24	100000	-3.63055e-25	1.33802e-25	500000	-1.81528e-24	6.69008e-25	-2.47031e-28	100000	4.72465e-31	-1.73915e-32	100000	1.42528e-06	7.29854e-17
91	2980.27	180.272	100	20000	0.00527943	3.74953e-06	1000	10000	1.89204e-05	40000	0.00033409	10000	100000	5.13583e-05	1e+06	0.000371979	-1.37023e-28	20000	100000	5.1993e-05	20000	19.7189	0.00907752	2.7399e-05	0.000177564	2.14222e-09	0.000118484	5.10651e-06	-1.89472e-42	9.07185e-36	2.04261e-05	1.82363e-07	2.68839e-05	1.80795e-05	4.46297e-37	3.53376e-30	0.000124404	3.2044e-06	6.40605e-06	1.24517e-38	1.86372e-16	1.5056e-38	500000	7.26719e-38	5.8968e-24	100000	-9.828e-25	3.62205e-25	500000	-4.914e-24	1.81102e-24	-6.6872e-28	100000	1.27897e-30	-4.71077e-32	100000	1.50492e-06	8.16714e-17
92	2980.08	180.077	100	20000	0.00545282	3.93514e-06	1000	10000	1.96112e-05	40000	0.000348026	10000	100000	5.41006e-05	1e+06	0.000390392	-7.05626e-29	20000	100000	5.47466e-05	20000	19.9137	0.00927096	2.82886e-05	0.000181392	2.24954e-09	0.000123729	5.27612e-06	7.72432e-42	4.86195e-36	2.11045e-05	1.89102e-07	2.79671e-05	1.87476e-05	5.45407e-37	1.81978e-30	0.000131096	3.33967e-06	6.84119e-06	1.557e-38	2.10858e-16	1.90432e-38	500000	9.09729e-38	3.03667e-24	100000	-5.06111e-25	1.86524e-25	500000	-2.53056e-24	9.32619e-25	-3.44369e-28	100000	6.58632e-31	-2.4248e-32	100000	1.58793e-06	9.1261e-17
93	2979.88	179.882	100	20000	0.00562986	4.12757e-06	1000	10000	2.03184e-05	40000	0.000362368	10000	100000	5.69526e-05	1e+06	0.00040948	2.41672e-28	20000	100000	5.76101e-05	20000	20.108	0.0094663	2.91967e-05	0.000185257	2.36085e-09	0.000129144	5.44936e-06	4.74434e-41	-1.50329e-35	2.17974e-05	1.96004e-07	2.90791e-05	1.94318e-05	7.66646e-37	-6.23258e-30	0.000138065	3.47893e-06	7.30009e-06	1.94462e-38	2.38196e-16	2.40056e-38	500000	1.13494e-37	-1.04004e-23	100000	1.73339e-24	-6.38831e-25	500000	8.66697e-24	-3.19416e-24	1.17944e-27	100000	-2.25576e-30	8.31419e-32	100000	1.67442e-06	1.01834e-16
94	2979.69	179.688	100	20000	0.00581059	4.32698e-06	1000	10000	2.10422e-05	40000	0.000377122	10000	100000	5.99174e-05	1e+06	0.000429261	2.64646e-28	20000	100000	6.05867e-05	20000	20.3019	0.00966352	3.01235e-05	0.000189159	2.47624e-09	0.000134732	5.62624e-06	5.1951e-41	-1.64631e-35	2.2505e-05	2.0307e-07	3.02205e-05	2.01322e-05	8.58795e-37	-6.82507e-30	0.000145318	3.62224e-06	7.78373e-06	2.41713e-38	2.68685e-16	3.02541e-38	500000	1.41476e-37	-1.13891e-23	100000	1.89818e-24	-6.9956e-25	500000	9.49089e-24	-3.4978e-24	1.29156e-27	100000	-2.4702e-30	9.10454e-32	100000	1.76447e-06	1.1348e-16
95	2979.49	179.495	100	20000	0.00599506	4.53353e-06	1000	10000	2.17829e-05	40000	0.000392295	10000	100000	6.29977e-05	1e+06	0.00044975	1.36103e-28	20000	100000	6.36792e-05	20000	20.4953	0.00986262	3.10692e-05	0.0001931	2.59582e-09	0.000140496	5.80682e-06	3.80653e-41	-8.2204e-36	2.32273e-05	2.10302e-07	3.13916e-05	2.08492e-05	8.87042e-37	-3.51003e-30	0.000152862	3.76967e-06	8.29313e-06	2.99427e-38	3.0264e-16	3.80457e-38	500000	1.75941e-37	-5.85723e-24	100000	9.76204e-25	-3.59774e-25	500000	4.88102e-24	-1.79887e-24	6.64232e-28	100000	-1.27039e-30	4.68371e-32	100000	1.85819e-06	1.26289e-16
96	2979.3	179.301	100	20000	0.00618328	4.7474e-06	1000	10000	2.25405e-05	40000	0.000407894	10000	100000	6.61967e-05	1e+06	0.000470964	-1.37456e-30	20000	100000	6.68906e-05	20000	20.6883	0.0100636	3.20339e-05	0.000197078	2.71968e-09	0.000146442	5.99112e-06	2.31949e-41	5.94821e-37	2.39645e-05	2.17703e-07	3.25927e-05	2.15827e-05	9.18865e-37	3.54594e-32	0.000160706	3.92128e-06	8.82932e-06	3.6987e-38	3.40399e-16	4.76825e-38	500000	2.18085e-37	5.91545e-26	100000	-9.85908e-27	3.6335e-27	500000	-4.92954e-26	1.81675e-26	-6.70829e-30	100000	1.28324e-32	-4.44242e-34	100000	1.95569e-06	1.40362e-16
97	2979.11	179.109	100	20000	0.00637529	4.96874e-06	1000	10000	2.33153e-05	40000	0.000423924	10000	100000	6.95173e-05	1e+06	0.000492921	-8.91671e-29	20000	100000	7.02241e-05	20000	20.8809	0.0102664	3.30179e-05	0.000201093	2.84793e-09	0.000152571	6.17917e-06	1.44992e-41	6.24102e-36	2.47167e-05	2.25272e-07	3.38242e-05	2.23331e-05	9.82265e-37	2.29958e-30	0.000168859	4.07715e-06	9.39336e-06	4.55506e-38	3.82331e-16	5.95286e-38	500000	2.69335e-37	3.83731e-24	100000	-6.39552e-25	2.35703e-25	500000	-3.19776e-24	1.17851e-24	-4.35166e-28	100000	8.32287e-31	-3.0637e-32	100000	2.05705e-06	1.55804e-16
98	2978.92	178.916	100	20000	0.00657114	5.19774e-06	1000	10000	2.41074e-05	40000	0.000440394	10000	100000	7.29626e-05	1e+06	0.000515636	-4.18838e-29	20000	100000	7.36826e-05	20000	21.073	0.0104712	3.40212e-05	0.000205146	2.98065e-09	0.000158889	6.37101e-06	2.24053e-41	3.26807e-36	2.54841e-05	2.33014e-07	3.50864e-05	2.31005e-05	1.11784e-36	1.08017e-30	0.000177328	4.23734e-06	9.98636e-06	5.59165e-38	4.28833e-16	7.39984e-38	500000	3.31307e-37	1.80247e-24	100000	-3.00412e-25	1.10715e-25	500000	-1.50206e-24	5.53575e-25	-2.04407e-28	100000	3.90945e-31	-1.43724e-32	100000	2.16239e-06	1.72729e-16
99	2978.72	178.724	100	20000	0.00677084	5.43456e-06	1000	10000	2.49171e-05	40000	0.000457309	10000	100000	7.65356e-05	1e+06	0.000539128	-1.13933e-28	20000	100000	7.72694e-05	20000	21.2647	0.0106777	3.50441e-05	0.000209237	3.11797e-09	0.000165397	6.56668e-06	1.5859e-41	7.9141e-36	2.62667e-05	2.40928e-07	3.63798e-05	2.3885e-05	1.20643e-36	2.93829e-30	0.000186123	4.4019e-06	1.06094e-05	6.86038e-38	4.8037e-16	9.20134e-38	500000	4.07476e-37	4.90312e-24	100000	-8.17187e-25	3.01169e-25	500000	-4.08593e-24	1.50584e-24	-5.56032e-28	100000	1.06345e-30	-3.91502e-32	100000	2.27181e-06	1.91262e-16
100	2978.53	178.533	100	20000	0.00697444	5.67937e-06	1000	10000	2.57444e-05	40000	0.000474676	10000	100000	8.02396e-05	1e+06	0.000563412	-2.29014e-28	20000	100000	8.09875e-05	20000	21.456	0.0108862	3.60867e-05	0.000213364	3.25998e-09	0.000172101	6.76621e-06	4.17788e-42	1.53092e-35	2.70648e-05	2.49017e-07	3.77047e-05	2.46869e-05	1.28437e-36	5.90617e-30	0.000195251	4.57092e-06	1.12637e-05	8.4015e-38	5.37407e-16	1.14189e-37	500000	5.00197e-37	9.85565e-24	100000	-1.64261e-24	6.05373e-25	500000	-8.21305e-24	3.02686e-24	-1.11767e-27	100000	2.13762e-30	-7.87282e-32	100000	2.38542e-06	2.11534e-16
