Time	[thrombin]	[thrombin_R]	[pro_thrombinR]	[thrombin_ligand]	[thrombinR active]	[RGS]	[Inositol]	[sa40_degraded]	[thrombinR]	[RGS]	[GTP]	[G_sub_q_endsub__alpha_.GTP]	[GDP]	[IP3R]	[3IP3.IP3R]	[p115RhoGEF]	[Rho-kinase]	[RhoGAP]	[DAG]	[IP3]	[Rho_GAP]	[Rho.GTP]	[PIP2]	[PC]	[Rho.GDP]	[Rho_GEF]	[Rho_GEF_active]	[Rho.GTP.Rho-kinase]	[Ca_super_2_plus__endsuper_.CaM]	[2Ca_super_2_plus__endsuper_.CaM]	[3Ca_super_2_plus__endsuper_.CaM]	[4Ca_super_2_plus__endsuper_.CaM]	[MLCK]	[MLCK.Ca_super_2_plus__endsuper_.CaM]	[MLCK.2Ca_super_2_plus__endsuper_.CaM]	[MLCK.3Ca_super_2_plus__endsuper_.CaM]	[MLCK.4Ca_super_2_plus__endsuper_.CaM]	[PKC]	[PKC active1]	[PKC.DAG]	[PKC active_2]	[PKC active_3]	[csa39_degraded]	[csa36_degraded]	[csa35_degraded]	[PKC active_1.CPI]	[PKC active_2.CPI]	[PKC active_3.CPI]	[CPI-17.MYPT1_PPase]	[CPI-17.MYPT1_PPase]	[CPI-17]	[MLC]	[MLC]	[Rho-kinase.MLC]	[Rho-kinase.MLC]	[CPI-17]	[Ca_super_2_plus__endsuper_]	[CaM]	[Ca_super_2_plus__endsuper_ store]	[G_beta__gamma__1]	[G_beta__gamma__2]	[PLC_beta_]	[Ca_super_2_plus__endsuper_ trunsp]	[Ca_super_2_plus__endsuper_ pump]	[G_sub_12_endsub__alpha__beta__gamma__thrombinR active]	[p115RhoGEF.GTP_alpha_]	[G_sub_12_endsub__alpha__beta__gamma_]	[G_sub_12_endsub__alpha_.GDP]	[G_sub_12_endsub__alpha_.GTP]	[G_sub_q_endsub__alpha_.GDP]	[G_sub_q_endsub__alpha__beta__gamma__thrombinR active]	[G_sub_q_endsub__alpha__beta__gamma_]	[PLC_beta_.G_sub_q_endsub__alpha_.GTP]	[2Ca_super_2_plus__endsuper_ .Ca_super_2_plus__endsuper_ trunsp]	[Ca_super_2_plus__endsuper_  pump.Ca_super_2_plus__endsuper_]	[Rho.GTP.Rho-kinase.MLC]	[Rho.GTP.Rho-kinase.MLC]	[MLC]	[MYPT1.Rho-kinase]	[MYPT1.MLC]	[MYPT1.MLC]	[MYPT1.MLC]	[MYPT1.MLC]	[MLCK.MLC]	[MLCK.MLC]	[MYPT1.Rho-kinase]	[MLCK.4Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.3Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.4Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.3Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.2Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.2Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.Ca_super_2_plus__endsuper_.CaM.MLC]	[Ca_super_2_plus__endsuper_ ext leak]	[Ca_super_2_plus__endsuper_ ext]	[Ca_super_2_plus__endsuper_ int leak]	[PLC_beta_.G_sub_q_endsub__alpha_.GTP.Ca_super_2_plus__endsuper_]	[PKC.Ca_super_2_plus__endsuper_.DAG]	[PKC.Ca_super_2_plus__endsuper_]	[PLC_beta_.G_sub_q_endsub_.GTP.Ca.PIP2]	[PLC_beta_.Ca.PIP2]	[PLC_beta_.Ca_super_2_plus__endsuper_]	[MYPT1_PPase]	[MYPT1_PPase]
52	0	0	0.42	0	0	0.2	41.3767	0	0	0.2	50	4.999e-25	5	0.00833075	2.25188e-06	0.0958878	0.00784546	0.0998485	5.03557	0.300096	0.000151504	0.00429449	10	36.2993	0.0857116	0.00411224	0	0.000659038	0.336837	0.00643607	3.18168e-05	5.43281e-08	0.641669	0.0433622	0.000924138	0.00770315	1.44672e-05	2.54217	0.0508433	0.0385086	0.0477224	0.00314756	6.09854e-06	0.000151248	0.000120699	0.000620368	0.000582317	3.84097e-05	0.00959203	0.00959203	1.70827e-05	0.0550762	0.0550762	0.00760771	0.00760771	1.70827e-05	0.0860171	19.5794	153.768	0	0	0.576178	0.473704	0.0317415	0	0	0.5	0	0	2.94362e-24	0	0.5	7.30083e-25	0.0262964	0.0682585	0.000131045	0.000131045	0.0550762	0.0249622	0.000484272	0.000484272	0.000484272	0.000484272	0.00212866	0.00212866	0.0249622	7.08612e-07	0.000377244	7.08612e-07	0.000377244	4.53173e-05	4.53173e-05	0.00212614	0.00212614	0.00833	4000	0.001	1.88428e-24	0.000307709	0.131532	3.76866e-24	0.0750055	0.148817	0.572586	0.572586
53	0	0	0.42	0	0	0.2	42.1268	0	0	0.2	50	4.97128e-25	5	0.00833075	2.24785e-06	0.0958883	0.00784677	0.0998483	5.03047	0.299918	0.000151673	0.00429931	10	37.0542	0.0856999	0.00411166	0	0.000660129	0.336595	0.00642676	3.17535e-05	5.41841e-08	0.641613	0.0433188	0.000922281	0.00778833	1.46038e-05	2.54234	0.0508466	0.0384968	0.047681	0.00314049	6.24411e-06	0.000153457	0.000123053	0.00062069	0.000582074	3.83408e-05	0.00959201	0.00959201	1.70904e-05	0.0551637	0.0551637	0.00760812	0.00760812	1.70904e-05	0.0859545	19.5796	153.759	0	0	0.576306	0.473741	0.0317573	0	0	0.5	0	0	2.99602e-24	0	0.5	7.26158e-25	0.0262594	0.0682427	0.000131363	0.000131363	0.0551637	0.0249523	0.000485339	0.000485339	0.000485339	0.000485339	0.0021301	0.0021301	0.0249523	7.15863e-07	0.000381716	7.15863e-07	0.000381716	4.52602e-05	4.52602e-05	0.00212563	0.00212563	0.00833	4000	0.001	1.87272e-24	0.000307121	0.13142	3.74554e-24	0.0749625	0.148731	0.572266	0.572266
54	0	0	0.42	0	0	0.2	42.8763	0	0	0.2	50	4.9436e-25	5	0.00833076	2.24414e-06	0.0958889	0.00784807	0.0998482	5.02571	0.299754	0.00015184	0.00430404	10	37.8084	0.0856883	0.0041111	0	0.000661205	0.336371	0.00641816	3.16954e-05	5.40521e-08	0.641554	0.0432782	0.000920554	0.00787267	1.47388e-05	2.54249	0.0508497	0.0384829	0.0476427	0.00313356	6.38935e-06	0.000155664	0.000125408	0.000620992	0.000581852	3.82723e-05	0.00959199	0.00959199	1.70976e-05	0.0552534	0.0552534	0.0076085	0.0076085	1.70976e-05	0.0858966	19.5798	153.751	0	0	0.576425	0.473775	0.0317719	0	0	0.5	0	0	3.04812e-24	0	0.5	7.22226e-25	0.0262253	0.0682281	0.00013168	0.00013168	0.0552534	0.0249426	0.000486422	0.000486422	0.000486422	0.000486422	0.00213157	0.00213157	0.0249426	7.2306e-07	0.000386159	7.2306e-07	0.000386159	4.52101e-05	4.52101e-05	0.00212528	0.00212528	0.00833	4000	0.001	1.86127e-24	0.00030657	0.131317	3.72263e-24	0.0749227	0.148653	0.57195	0.57195
55	0	0	0.42	0	0	0.2	43.6255	0	0	0.2	50	4.91595e-25	5	0.00833076	2.2407e-06	0.0958895	0.00784936	0.099848	5.02125	0.299602	0.000152005	0.0043087	10	38.5619	0.0856769	0.00411054	0	0.000662267	0.336164	0.00641022	3.16422e-05	5.3931e-08	0.641492	0.0432401	0.000918949	0.0079562	1.48724e-05	2.54264	0.0508526	0.0384671	0.0476073	0.00312677	6.53428e-06	0.000157869	0.000127762	0.000621274	0.000581648	3.82045e-05	0.00959197	0.00959197	1.71044e-05	0.0553452	0.0553452	0.00760885	0.00760885	1.71044e-05	0.0858431	19.58	153.743	0	0	0.576534	0.473806	0.0317854	0	0	0.5	0	0	3.09992e-24	0	0.5	7.1829e-25	0.0261938	0.0682146	0.000131996	0.000131996	0.0553452	0.024933	0.000487519	0.000487519	0.000487519	0.000487519	0.00213306	0.00213306	0.024933	7.30204e-07	0.000390574	7.30204e-07	0.000390574	4.51665e-05	4.51665e-05	0.00212508	0.00212508	0.00833	4000	0.001	1.84991e-24	0.000306054	0.131222	3.69992e-24	0.074886	0.14858	0.571637	0.571637
56	0	0	0.42	0	0	0.2	44.3744	0	0	0.2	50	4.88836e-25	5	0.00833076	2.23753e-06	0.09589	0.00785064	0.0998478	5.01709	0.299462	0.000152166	0.00431328	10	39.3148	0.0856657	0.00410998	0	0.000663313	0.335972	0.00640288	3.15933e-05	5.382e-08	0.641427	0.0432044	0.000917455	0.00803893	1.50046e-05	2.54278	0.0508554	0.0384499	0.0475747	0.00312016	6.67889e-06	0.000160072	0.000130117	0.000621537	0.000581462	3.81377e-05	0.00959196	0.00959196	1.71107e-05	0.0554387	0.0554387	0.00760917	0.00760917	1.71107e-05	0.0857937	19.5801	153.735	0	0	0.576636	0.473835	0.0317979	0	0	0.5	0	0	3.15142e-24	0	0.5	7.14353e-25	0.0261647	0.0682021	0.000132312	0.000132312	0.0554387	0.0249236	0.000488628	0.000488628	0.000488628	0.000488628	0.00213456	0.00213456	0.0249236	7.37298e-07	0.000394961	7.37298e-07	0.000394961	4.51288e-05	4.51288e-05	0.00212502	0.00212502	0.00833	4000	0.001	1.83866e-24	0.000305572	0.131134	3.67741e-24	0.074852	0.148513	0.57133	0.57133
57	0	0	0.42	0	0	0.2	45.1229	0	0	0.2	50	4.86082e-25	5	0.00833077	2.2346e-06	0.0958906	0.0078519	0.0998477	5.01321	0.299332	0.000152325	0.00431779	10	40.0671	0.0856547	0.00410944	0	0.000664345	0.335795	0.00639611	3.15486e-05	5.37184e-08	0.641361	0.0431709	0.000916066	0.0081209	1.51354e-05	2.5429	0.050858	0.0384316	0.0475445	0.00311373	6.82321e-06	0.000162274	0.000132471	0.000621783	0.000581292	3.80721e-05	0.00959194	0.00959194	1.71165e-05	0.0555337	0.0555337	0.00760947	0.00760947	1.71165e-05	0.085748	19.5802	153.727	0	0	0.576729	0.473862	0.0318095	0	0	0.5	0	0	3.20262e-24	0	0.5	7.10415e-25	0.0261378	0.0681905	0.000132625	0.000132625	0.0555337	0.0249142	0.000489747	0.000489747	0.000489747	0.000489747	0.00213608	0.00213608	0.0249142	7.44343e-07	0.000399321	7.44343e-07	0.000399321	4.50966e-05	4.50966e-05	0.00212509	0.00212509	0.00833	4000	0.001	1.8275e-24	0.000305122	0.131053	3.6551e-24	0.0748205	0.14845	0.571026	0.571026
58	0	0	0.42	0	0	0.2	45.871	0	0	0.2	50	4.83334e-25	5	0.00833077	2.23189e-06	0.0958911	0.00785315	0.0998475	5.00959	0.299212	0.000152482	0.00432223	10	40.8188	0.0856438	0.0041089	0	0.000665362	0.335631	0.00638985	3.15076e-05	5.36253e-08	0.641292	0.0431394	0.000914772	0.00820212	1.52648e-05	2.54303	0.0508604	0.0384125	0.0475167	0.0031075	6.96723e-06	0.000164475	0.000134826	0.000622012	0.000581137	3.8008e-05	0.00959192	0.00959192	1.7122e-05	0.0556301	0.0556301	0.00760975	0.00760975	1.7122e-05	0.0857058	19.5803	153.72	0	0	0.576816	0.473887	0.0318202	0	0	0.5	0	0	3.25353e-24	0	0.5	7.0648e-25	0.026113	0.0681798	0.000132938	0.000132938	0.0556301	0.0249051	0.000490875	0.000490875	0.000490875	0.000490875	0.00213761	0.00213761	0.0249051	7.51339e-07	0.000403653	7.51339e-07	0.000403653	4.50695e-05	4.50695e-05	0.00212528	0.00212528	0.00833	4000	0.001	1.81644e-24	0.000304701	0.130978	3.63297e-24	0.0747915	0.148393	0.570726	0.570726
59	0	0	0.42	0	0	0.2	46.6189	0	0	0.2	50	4.80594e-25	5	0.00833077	2.22939e-06	0.0958916	0.00785439	0.0998474	5.00621	0.299101	0.000152636	0.0043266	10	41.57	0.0856331	0.00410837	0	0.000666364	0.33548	0.00638407	3.147e-05	5.35402e-08	0.641222	0.0431099	0.000913566	0.00828262	1.53931e-05	2.54314	0.0508627	0.0383929	0.047491	0.00310148	7.11097e-06	0.000166674	0.000137181	0.000622227	0.000580995	3.79455e-05	0.00959191	0.00959191	1.71271e-05	0.0557277	0.0557277	0.00761	0.00761	1.71271e-05	0.0856668	19.5804	153.713	0	0	0.576896	0.47391	0.0318301	0	0	0.5	0	0	3.30414e-24	0	0.5	7.02548e-25	0.02609	0.0681699	0.000133249	0.000133249	0.0557277	0.024896	0.00049201	0.00049201	0.00049201	0.00049201	0.00213914	0.00213914	0.024896	7.58288e-07	0.00040796	7.58288e-07	0.00040796	4.50469e-05	4.50469e-05	0.00212557	0.00212557	0.00833	4000	0.001	1.80547e-24	0.000304308	0.130908	3.61102e-24	0.0747646	0.148339	0.570431	0.570431
60	0	0	0.42	0	0	0.2	47.3665	0	0	0.2	50	4.77862e-25	5	0.00833077	2.22708e-06	0.0958921	0.00785562	0.0998472	5.00306	0.298999	0.000152788	0.0043309	10	42.3207	0.0856226	0.00410785	0	0.000667352	0.335339	0.00637872	3.14357e-05	5.34624e-08	0.64115	0.0430821	0.000912443	0.00836241	1.552e-05	2.54325	0.0508648	0.0383729	0.0474672	0.00309566	7.25443e-06	0.000168872	0.000139536	0.000622427	0.000580866	3.78848e-05	0.00959189	0.00959189	1.71319e-05	0.0558264	0.0558264	0.00761023	0.00761023	1.71319e-05	0.0856308	19.5805	153.705	0	0	0.57697	0.473931	0.0318392	0	0	0.5	0	0	3.35445e-24	0	0.5	6.98621e-25	0.0260688	0.0681608	0.000133558	0.000133558	0.0558264	0.0248871	0.000493151	0.000493151	0.000493151	0.000493151	0.00214068	0.00214068	0.0248871	7.65192e-07	0.00041224	7.65192e-07	0.00041224	4.50286e-05	4.50286e-05	0.00212596	0.00212596	0.00833	4000	0.001	1.79458e-24	0.000303941	0.130845	3.58925e-24	0.0747398	0.14829	0.57014	0.57014
61	0	0	0.42	0	0	0.2	48.1139	0	0	0.2	50	4.75138e-25	5	0.00833078	2.22495e-06	0.0958927	0.00785683	0.0998471	5.00013	0.298904	0.000152937	0.00433514	10	43.0709	0.0856122	0.00410734	0	0.000668326	0.33521	0.00637379	3.14044e-05	5.33912e-08	0.641076	0.0430559	0.000911395	0.00844151	1.56458e-05	2.54335	0.0508669	0.0383528	0.0474453	0.00309006	7.39763e-06	0.00017107	0.000141891	0.000622613	0.000580748	3.7826e-05	0.00959188	0.00959188	1.71363e-05	0.0559259	0.0559259	0.00761044	0.00761044	1.71363e-05	0.0855975	19.5805	153.698	0	0	0.577038	0.473951	0.0318477	0	0	0.5	0	0	3.40447e-24	0	0.5	6.94701e-25	0.0260493	0.0681523	0.000133865	0.000133865	0.0559259	0.0248784	0.000494296	0.000494296	0.000494296	0.000494296	0.00214223	0.00214223	0.0248784	7.7205e-07	0.000416495	7.7205e-07	0.000416495	4.50142e-05	4.50142e-05	0.00212644	0.00212644	0.00833	4000	0.001	1.78378e-24	0.000303599	0.130785	3.56765e-24	0.0747169	0.148245	0.569853	0.569853
62	0	0	0.42	0	0	0.2	48.8611	0	0	0.2	50	4.72423e-25	5	0.00833078	2.22298e-06	0.0958932	0.00785802	0.0998469	4.99741	0.298816	0.000153084	0.00433931	10	43.8207	0.085602	0.00410683	0	0.000669285	0.33509	0.00636923	3.13757e-05	5.33263e-08	0.641002	0.0430312	0.000910417	0.00851994	1.57705e-05	2.54344	0.0508687	0.0383327	0.0474251	0.00308468	7.54057e-06	0.000173266	0.000144246	0.000622788	0.00058064	3.77692e-05	0.00959186	0.00959186	1.71405e-05	0.0560262	0.0560262	0.00761063	0.00761063	1.71405e-05	0.0855668	19.5806	153.691	0	0	0.577101	0.473969	0.0318555	0	0	0.5	0	0	3.45421e-24	0	0.5	6.90788e-25	0.0260312	0.0681445	0.00013417	0.00013417	0.0560262	0.0248697	0.000495445	0.000495445	0.000495445	0.000495445	0.00214378	0.00214378	0.0248697	7.78865e-07	0.000420725	7.78865e-07	0.000420725	4.50034e-05	4.50034e-05	0.002127	0.002127	0.00833	4000	0.001	1.77307e-24	0.00030328	0.130731	3.54622e-24	0.0746957	0.148203	0.56957	0.56957
63	0	0	0.42	0	0	0.2	49.608	0	0	0.2	50	4.69718e-25	5	0.00833078	2.22116e-06	0.0958937	0.0078592	0.0998468	4.99487	0.298735	0.000153229	0.00434341	10	44.5701	0.085592	0.00410634	0	0.000670231	0.334979	0.00636503	3.13496e-05	5.32671e-08	0.640926	0.0430079	0.000909504	0.00859772	1.5894e-05	2.54353	0.0508705	0.0383127	0.0474064	0.00307951	7.68327e-06	0.000175461	0.000146601	0.00062295	0.000580541	3.77143e-05	0.00959185	0.00959185	1.71443e-05	0.056127	0.056127	0.0076108	0.0076108	1.71443e-05	0.0855384	19.5806	153.684	0	0	0.57716	0.473985	0.0318627	0	0	0.5	0	0	3.50365e-24	0	0.5	6.86885e-25	0.0260145	0.0681373	0.000134473	0.000134473	0.056127	0.0248612	0.000496596	0.000496596	0.000496596	0.000496596	0.00214533	0.00214533	0.0248612	7.85636e-07	0.000424929	7.85636e-07	0.000424929	4.49958e-05	4.49958e-05	0.00212763	0.00212763	0.00833	4000	0.001	1.76243e-24	0.000302982	0.130681	3.52495e-24	0.0746761	0.148164	0.569292	0.569292
64	0	0	0.42	0	0	0.2	50.3548	0	0	0.2	50	4.67023e-25	5	0.00833078	2.21948e-06	0.0958942	0.00786037	0.0998466	4.99252	0.298661	0.000153371	0.00434745	10	45.3192	0.0855821	0.00410585	0	0.000671162	0.334877	0.00636114	3.13258e-05	5.32131e-08	0.640849	0.0429859	0.000908651	0.00867485	1.60164e-05	2.54361	0.0508722	0.0382929	0.0473891	0.00307456	7.82574e-06	0.000177656	0.000148957	0.000623102	0.000580452	3.76615e-05	0.00959183	0.00959183	1.7148e-05	0.0562284	0.0562284	0.00761095	0.00761095	1.7148e-05	0.0855122	19.5806	153.678	0	0	0.577214	0.474001	0.0318693	0	0	0.5	0	0	3.5528e-24	0	0.5	6.82992e-25	0.0259991	0.0681307	0.000134773	0.000134773	0.0562284	0.0248529	0.000497747	0.000497747	0.000497747	0.000497747	0.00214688	0.00214688	0.0248529	7.92364e-07	0.00042911	7.92364e-07	0.00042911	4.49912e-05	4.49912e-05	0.00212833	0.00212833	0.00833	4000	0.001	1.75188e-24	0.000302704	0.130634	3.50385e-24	0.074658	0.148128	0.569017	0.569017
65	0	0	0.42	0	0	0.2	51.1013	0	0	0.2	50	4.64339e-25	5	0.00833078	2.21793e-06	0.0958946	0.00786152	0.0998465	4.99032	0.298592	0.000153512	0.00435143	10	46.0679	0.0855724	0.00410536	0	0.00067208	0.334782	0.00635755	3.13041e-05	5.3164e-08	0.640771	0.0429651	0.000907854	0.00875135	1.61377e-05	2.54369	0.0508737	0.0382735	0.0473732	0.00306983	7.96798e-06	0.000179849	0.000151312	0.000623244	0.00058037	3.76108e-05	0.00959182	0.00959182	1.71513e-05	0.0563301	0.0563301	0.00761109	0.00761109	1.71513e-05	0.0854879	19.5806	153.671	0	0	0.577264	0.474015	0.0318755	0	0	0.5	0	0	3.60167e-24	0	0.5	6.7911e-25	0.0259849	0.0681245	0.000135072	0.000135072	0.0563301	0.0248446	0.000498899	0.000498899	0.000498899	0.000498899	0.00214843	0.00214843	0.0248446	7.99051e-07	0.000433265	7.99051e-07	0.000433265	4.49894e-05	4.49894e-05	0.00212909	0.00212909	0.00833	4000	0.001	1.7414e-24	0.000302446	0.130591	3.48289e-24	0.0746413	0.148095	0.568746	0.568746
66	0	0	0.42	0	0	0.2	51.8477	0	0	0.2	50	4.61665e-25	5	0.00833078	2.2165e-06	0.0958951	0.00786266	0.0998464	4.98829	0.298528	0.00015365	0.00435535	10	46.8163	0.0855628	0.00410489	0	0.000672985	0.334694	0.00635423	3.12844e-05	5.31194e-08	0.640692	0.0429454	0.000907108	0.00882723	1.6258e-05	2.54376	0.0508751	0.0382546	0.0473585	0.0030653	8.11001e-06	0.000182042	0.000153668	0.000623376	0.000580296	3.75621e-05	0.0095918	0.0095918	1.71545e-05	0.0564321	0.0564321	0.00761121	0.00761121	1.71545e-05	0.0854656	19.5807	153.664	0	0	0.57731	0.474028	0.0318812	0	0	0.5	0	0	3.65025e-24	0	0.5	6.7524e-25	0.0259717	0.0681188	0.000135368	0.000135368	0.0564321	0.0248365	0.000500051	0.000500051	0.000500051	0.000500051	0.00214998	0.00214998	0.0248365	8.05696e-07	0.000437397	8.05696e-07	0.000437397	4.499e-05	4.499e-05	0.0021299	0.0021299	0.00833	4000	0.001	1.731e-24	0.000302204	0.130552	3.46209e-24	0.0746258	0.148065	0.56848	0.56848
67	0	0	0.42	0	0	0.2	52.594	0	0	0.2	50	4.59002e-25	5	0.00833078	2.21518e-06	0.0958956	0.00786379	0.0998462	4.9864	0.298469	0.000153786	0.00435921	10	47.5644	0.0855534	0.00410442	0	0.000673876	0.334613	0.00635117	3.12666e-05	5.30789e-08	0.640613	0.0429268	0.000906409	0.00890251	1.63773e-05	2.54383	0.0508765	0.0382361	0.0473449	0.00306099	8.25183e-06	0.000184235	0.000156023	0.000623499	0.000580228	3.75155e-05	0.00959179	0.00959179	1.71574e-05	0.0565343	0.0565343	0.00761132	0.00761132	1.71574e-05	0.0854449	19.5807	153.658	0	0	0.577352	0.47404	0.0318864	0	0	0.5	0	0	3.69855e-24	0	0.5	6.71383e-25	0.0259596	0.0681136	0.000135661	0.000135661	0.0565343	0.0248285	0.000501201	0.000501201	0.000501201	0.000501201	0.00215153	0.00215153	0.0248285	8.123e-07	0.000441505	8.123e-07	0.000441505	4.4993e-05	4.4993e-05	0.00213076	0.00213076	0.00833	4000	0.001	1.72068e-24	0.00030198	0.130515	3.44144e-24	0.0746116	0.148036	0.568217	0.568217
68	0	0	0.42	0	0	0.2	53.3401	0	0	0.2	50	4.56351e-25	5	0.00833079	2.21395e-06	0.095896	0.0078649	0.0998461	4.98464	0.298414	0.00015392	0.004363	10	48.3122	0.0855441	0.00410396	0	0.000674754	0.334538	0.00634834	3.12504e-05	5.30422e-08	0.640533	0.0429091	0.000905754	0.0089772	1.64956e-05	2.54389	0.0508777	0.0382181	0.0473324	0.00305687	8.39346e-06	0.000186427	0.000158379	0.000623614	0.000580166	3.7471e-05	0.00959177	0.00959177	1.71601e-05	0.0566366	0.0566366	0.00761141	0.00761141	1.71601e-05	0.0854258	19.5806	153.651	0	0	0.577391	0.474052	0.0318913	0	0	0.5	0	0	3.74656e-24	0	0.5	6.67539e-25	0.0259484	0.0681087	0.000135952	0.000135952	0.0566366	0.0248206	0.000502348	0.000502348	0.000502348	0.000502348	0.00215306	0.00215306	0.0248206	8.18864e-07	0.000445589	8.18864e-07	0.000445589	4.4998e-05	4.4998e-05	0.00213167	0.00213167	0.00833	4000	0.001	1.71042e-24	0.00030177	0.130481	3.42093e-24	0.0745984	0.14801	0.567959	0.567959
69	0	0	0.42	0	0	0.2	54.086	0	0	0.2	50	4.53712e-25	5	0.00833079	2.21283e-06	0.0958965	0.00786599	0.0998459	4.98301	0.298364	0.000154052	0.00436674	10	49.0598	0.0855349	0.0041035	0	0.000675619	0.334469	0.00634572	3.12357e-05	5.3009e-08	0.640453	0.0428923	0.000905139	0.0090513	1.6613e-05	2.54395	0.0508789	0.0382007	0.0473208	0.00305296	8.5349e-06	0.000188618	0.000160735	0.000623722	0.00058011	3.74284e-05	0.00959176	0.00959176	1.71627e-05	0.0567389	0.0567389	0.00761149	0.00761149	1.71627e-05	0.0854082	19.5806	153.645	0	0	0.577428	0.474062	0.0318958	0	0	0.5	0	0	3.7943e-24	0	0.5	6.63709e-25	0.025938	0.0681042	0.000136241	0.000136241	0.0567389	0.0248129	0.000503493	0.000503493	0.000503493	0.000503493	0.0021546	0.0021546	0.0248129	8.25389e-07	0.000449649	8.25389e-07	0.000449649	4.5005e-05	4.5005e-05	0.00213262	0.00213262	0.00833	4000	0.001	1.70024e-24	0.000301576	0.13045	3.40057e-24	0.0745862	0.147986	0.567704	0.567704
70	0	0	0.42	0	0	0.2	54.8319	0	0	0.2	50	4.51085e-25	5	0.00833079	2.21178e-06	0.0958969	0.00786707	0.0998458	4.9815	0.298318	0.000154181	0.00437042	10	49.8071	0.0855259	0.00410306	0	0.000676471	0.334405	0.00634331	3.12225e-05	5.2979e-08	0.640372	0.0428763	0.000904562	0.00912484	1.67293e-05	2.544	0.05088	0.0381839	0.0473101	0.00304923	8.67616e-06	0.000190809	0.00016309	0.000623822	0.000580059	3.73879e-05	0.00959175	0.00959175	1.7165e-05	0.0568411	0.0568411	0.00761156	0.00761156	1.7165e-05	0.0853919	19.5806	153.639	0	0	0.577461	0.474072	0.0318999	0	0	0.5	0	0	3.84176e-24	0	0.5	6.59894e-25	0.0259285	0.0681001	0.000136527	0.000136527	0.0568411	0.0248053	0.000504634	0.000504634	0.000504634	0.000504634	0.00215612	0.00215612	0.0248053	8.31874e-07	0.000453687	8.31874e-07	0.000453687	4.50137e-05	4.50137e-05	0.0021336	0.0021336	0.00833	4000	0.001	1.69013e-24	0.000301394	0.130421	3.38034e-24	0.074575	0.147964	0.567453	0.567453
71	0	0	0.42	0	0	0.2	55.5776	0	0	0.2	50	4.4847e-25	5	0.00833079	2.21082e-06	0.0958974	0.00786814	0.0998457	4.9801	0.298275	0.000154309	0.00437405	10	50.5543	0.0855171	0.00410262	0	0.00067731	0.334345	0.00634108	3.12106e-05	5.2952e-08	0.640291	0.0428611	0.00090402	0.00919781	1.68448e-05	2.54405	0.050881	0.0381677	0.0473002	0.00304569	8.81726e-06	0.000192999	0.000165446	0.000623915	0.000580013	3.73492e-05	0.00959173	0.00959173	1.71673e-05	0.0569433	0.0569433	0.00761162	0.00761162	1.71673e-05	0.0853769	19.5806	153.633	0	0	0.577492	0.47408	0.0319038	0	0	0.5	0	0	3.88894e-24	0	0.5	6.56095e-25	0.0259196	0.0680962	0.00013681	0.00013681	0.0569433	0.0247978	0.000505772	0.000505772	0.000505772	0.000505772	0.00215764	0.00215764	0.0247978	8.3832e-07	0.000457701	8.3832e-07	0.000457701	4.5024e-05	4.5024e-05	0.00213461	0.00213461	0.00833	4000	0.001	1.68009e-24	0.000301225	0.130395	3.36026e-24	0.0745646	0.147943	0.567206	0.567206
72	0	0	0.42	0	0	0.2	56.3233	0	0	0.2	50	4.45867e-25	5	0.00833079	2.20993e-06	0.0958978	0.00786919	0.0998456	4.9788	0.298235	0.000154435	0.00437762	10	51.3012	0.0855084	0.00410218	0	0.000678137	0.334291	0.00633902	3.11998e-05	5.29278e-08	0.64021	0.0428466	0.00090351	0.00927022	1.69593e-05	2.5441	0.050882	0.0381521	0.0472911	0.00304234	8.9582e-06	0.000195189	0.000167802	0.000624002	0.000579971	3.73124e-05	0.00959172	0.00959172	1.71693e-05	0.0570452	0.0570452	0.00761166	0.00761166	1.71693e-05	0.085363	19.5806	153.627	0	0	0.577521	0.474089	0.0319073	0	0	0.5	0	0	3.93584e-24	0	0.5	6.52311e-25	0.0259115	0.0680927	0.000137091	0.000137091	0.0570452	0.0247904	0.000506905	0.000506905	0.000506905	0.000506905	0.00215916	0.00215916	0.0247904	8.44728e-07	0.000461692	8.44728e-07	0.000461692	4.50357e-05	4.50357e-05	0.00213565	0.00213565	0.00833	4000	0.001	1.67011e-24	0.000301068	0.13037	3.34031e-24	0.074555	0.147924	0.566962	0.566962
