Time	[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[VIII_f]	[VIII_l]	[VIIIa_f]	[VIIIa_l]	[IX_f]	[IX_l]	[IXa_f]	[IXa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[VIIIai_f]	[VIIIai_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_IX_l]	[TF_VIIa_IXa_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[IXa_VIIIa_l]	[Xa_Va_l]	[IXa_VIIIa_X_l]	[V_Xa_l]	[VIII_Xa_l]	[IIa_f]	[V_IIa_l]	[VIII_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[XI_f]	[XI_IIa_l]	[XIa_l]	[APC_PS_l]	[APC_PS_VIIIa_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[IXa_AT_f]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[VIII_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[XIa_IX_l]	[LIPID]
82	48.2791	1348.41	0.00324326	2.21853	0.00696728	15.6035	0.00140854	3.06831	0.0201432	9.91183	0.00011389	0.162946	0.000190336	0.618114	5.67379e-05	0.0550204	0.0317598	89.691	5.65238e-05	0.15969	4.82877	165.076	0.000204675	0.0116903	0.000465905	0.0432459	0.183214	297.507	9.14603e-06	0.00887283	0.000230465	0.502221	1.96884	55.6002	0.000128055	0.00106278	0.00212867	0.000392001	0	0.000515967	0.00077241	2.0713e-08	0.00139481	0.0265973	0.00119726	0.0169707	0.000332333	0.121559	0.0260478	0.000506741	0.0316973	0.00515069	29.6333	0.0311293	0.221055	2.02223	0.00504865	2.49964	3399.79	0.211291	0.00036256	9.96884e-08	0.282116	8.17785e-07	7.15497e-05	9.6444e-05	0.428741	0.00925643	0.780658	0.141499	0.0778423	0.000574581	0.114469	649532
83	48.2638	1347.98	0.00370227	2.53252	0.0067346	15.0822	0.00153577	3.34542	0.0201401	9.9103	0.000114951	0.164463	0.000187092	0.607576	6.21892e-05	0.0603058	0.0317462	89.6523	6.42596e-05	0.181544	4.82844	165.064	0.000221511	0.0126527	0.000519072	0.0481805	0.183036	297.217	1.14507e-05	0.0111084	0.00028769	0.626912	1.95844	55.3061	0.000127233	0.001065	0.00212403	0.000392653	0	0.000517005	0.000773956	2.23647e-08	0.00175491	0.0309174	0.0015065	0.0176024	0.00035178	0.140867	0.0291661	0.000577031	0.0368311	0.00599625	29.5806	0.0359884	0.252699	2.25069	0.00617358	2.49963	3399.76	0.241686	0.000370944	1.03478e-07	0.343304	9.18252e-07	7.32133e-05	0.000104346	0.473132	0.0103856	0.755029	0.158333	0.0866378	0.000655079	0.130704	649529
84	48.246	1347.47	0.00424254	2.90212	0.00647803	14.5073	0.00166717	3.63157	0.0201369	9.90864	0.000116107	0.166116	0.000183442	0.595713	6.79384e-05	0.0658799	0.0317306	89.6078	7.307e-05	0.206434	4.82803	165.049	0.000242793	0.0138692	0.000577762	0.0536279	0.182837	296.893	1.42615e-05	0.0138349	0.000357111	0.778173	1.94685	54.9785	0.000126408	0.00106725	0.00211935	0.000393294	0	0.000518053	0.000775514	2.44558e-08	0.00220086	0.0362497	0.00188947	0.018419	0.000376331	0.164506	0.0327489	0.000660462	0.0431639	0.00704304	29.5191	0.0419118	0.289476	2.50119	0.00751122	2.49962	3399.72	0.277044	0.000380084	1.07365e-07	0.415259	1.03248e-06	7.50255e-05	0.000114335	0.521581	0.0116677	0.726104	0.177405	0.0964911	0.000747145	0.149481	649526
85	48.225	1346.88	0.00488418	3.34107	0.00619544	13.8741	0.00180172	3.9246	0.0201332	9.90681	0.000117381	0.167939	0.000179325	0.582335	7.39855e-05	0.0717427	0.0317126	89.5565	8.31245e-05	0.234839	4.82752	165.031	0.000269316	0.0153851	0.000642684	0.0596535	0.182616	296.533	1.76732e-05	0.0171442	0.000440834	0.960592	1.93394	54.6134	0.000125573	0.00106955	0.00211461	0.000393923	0	0.000519113	0.000777087	2.70631e-08	0.00275156	0.042859	0.00236237	0.0194198	0.000406445	0.193802	0.036882	0.000760302	0.0510075	0.00834526	29.4469	0.0492176	0.332567	2.77626	0.00909712	2.49961	3399.68	0.318519	0.000390175	1.11358e-07	0.49941	1.16239e-06	7.70239e-05	0.000126784	0.574351	0.0131293	0.69336	0.199085	0.107555	0.000852887	0.171361	649523
86	48.2	1346.17	0.00565281	3.8669	0.00588466	13.1777	0.00193815	4.22171	0.0201292	9.90476	0.000118802	0.169972	0.000174672	0.567215	8.03296e-05	0.0778934	0.0316917	89.497	9.46314e-05	0.267347	4.82689	165.008	0.000302068	0.017257	0.000714624	0.0663304	0.18237	296.13	2.17965e-05	0.0211437	0.000541235	1.17935	1.91954	54.2063	0.000124718	0.00107192	0.00210981	0.000394538	0	0.000520189	0.00077868	3.02815e-08	0.00343009	0.0510705	0.00294495	0.0205961	0.000442569	0.23053	0.0416548	0.000880547	0.0607444	0.00997052	29.3611	0.058327	0.383508	3.07889	0.010973	2.4996	3399.63	0.367619	0.000401444	1.1547e-07	0.597281	1.31023e-06	7.92534e-05	0.000142155	0.631521	0.0147994	0.656274	0.223752	0.119974	0.000974945	0.19707	649519
87	48.1702	1345.32	0.00658088	4.50181	0.00554371	12.4138	0.00207477	4.5192	0.0201247	9.90245	0.000120405	0.172264	0.000169405	0.550098	8.6966e-05	0.0843272	0.0316674	89.4277	0.000107849	0.304689	4.82611	164.98	0.000342303	0.0195565	0.000794412	0.0737357	0.182095	295.682	2.67607e-05	0.0259587	0.000660978	1.44023	1.90347	53.752	0.000123835	0.00107436	0.00210493	0.000395137	0	0.000521284	0.000780296	3.42316e-08	0.00426472	0.0612836	0.0036614	0.0219302	0.00048512	0.277071	0.0471507	0.00102597	0.0728419	0.0120033	29.2583	0.0697974	0.444313	3.41248	0.0131874	2.49959	3399.57	0.426332	0.000414163	1.19716e-07	0.710434	1.47862e-06	8.17672e-05	0.000161034	0.692828	0.0167079	0.614406	0.251741	0.133853	0.00111663	0.227553	649514
88	48.1343	1344.3	0.00770937	5.27384	0.00517112	11.579	0.00220931	4.81213	0.0201195	9.89982	0.00012223	0.174875	0.000163435	0.530698	9.38808e-05	0.0910305	0.0316388	89.3462	0.000123103	0.347781	4.82514	164.945	0.000391649	0.0223767	0.000882858	0.0819443	0.181788	295.181	3.27164e-05	0.0317352	0.000803006	1.74966	1.88555	53.2455	0.000122912	0.00107689	0.00209997	0.000395718	0	0.000522403	0.000781942	3.90696e-08	0.00529024	0.0739866	0.0045414	0.0233919	0.000534468	0.336623	0.0534302	0.00120211	0.0878699	0.0145492	29.134	0.0843656	0.517624	3.78076	0.0157957	2.49957	3399.5	0.49729	0.000428662	1.24113e-07	0.840331	1.67067e-06	8.463e-05	0.000184178	0.75746	0.0188821	0.567514	0.283268	0.149219	0.0012821	0.264047	649509
89	48.0909	1343.06	0.00908975	6.2182	0.00476633	10.6721	0.00233873	5.09389	0.0201135	9.8968	0.000124327	0.177875	0.000156668	0.50871	0.000101042	0.097973	0.031605	89.2497	0.000140803	0.397785	4.82394	164.903	0.000452267	0.0258411	0.000980655	0.0910205	0.181447	294.624	3.98383e-05	0.0386428	0.000970504	2.11458	1.86562	52.6818	0.000121937	0.00107954	0.0020949	0.000396274	0	0.000523552	0.000783624	4.50027e-08	0.00654954	0.0897758	0.00562154	0.0249372	0.00059091	0.413482	0.0605043	0.00141502	0.10652	0.0177409	28.9819	0.103	0.606914	4.18769	0.0188585	2.49955	3399.41	0.583986	0.000445347	1.28683e-07	0.988109	1.89009e-06	8.7921e-05	0.000212596	0.823791	0.0213416	0.515717	0.318321	0.165962	0.00147658	0.308171	649502
90	48.0381	1341.56	0.0107863	7.37884	0.00433035	9.6953	0.00245899	5.35567	0.0201066	9.89328	0.000126761	0.181356	0.000149011	0.483827	0.000108391	0.105096	0.0315646	89.1346	0.000161475	0.456184	4.82246	164.85	0.00052709	0.0301174	0.00108826	0.101007	0.181068	294.005	4.83268e-05	0.0468754	0.00116681	2.54224	1.84351	52.0568	0.000120894	0.00108233	0.0020897	0.0003968	0	0.000524737	0.000785351	5.23117e-08	0.00809554	0.109377	0.00694682	0.0265053	0.00065463	0.513383	0.0682923	0.00167074	0.129628	0.0217457	28.7943	0.126958	0.716743	4.6372	0.0224383	2.49954	3399.31	0.691073	0.000464723	1.33455e-07	1.1542	2.14139e-06	9.17392e-05	0.000247651	0.889087	0.0240898	0.459693	0.356528	0.183778	0.00170663	0.362041	649495
91	47.9738	1339.74	0.0128785	8.81016	0.00386643	8.656	0.00256486	5.58603	0.0200985	9.88917	0.000129609	0.185431	0.000140378	0.455777	0.00011582	0.112296	0.031516	88.996	0.000185792	0.524883	4.82064	164.785	0.000620181	0.0354379	0.00120578	0.111912	0.18065	293.322	5.8407e-05	0.0566515	0.00139525	3.03986	1.81916	51.3682	0.000119765	0.0010853	0.00208434	0.000397288	0	0.000525967	0.000787135	6.13854e-08	0.00999319	0.133671	0.00857242	0.0280173	0.000725651	0.643893	0.0765644	0.00197409	0.1582	0.0267747	28.5607	0.157834	0.853064	5.13297	0.0265923	2.49951	3399.17	0.824736	0.000487432	1.38462e-07	1.33782	2.43004e-06	9.62105e-05	0.000291232	0.949245	0.0271033	0.400849	0.397036	0.202115	0.00198049	0.428413	649486
92	47.8951	1337.5	0.0154638	10.5787	0.00338088	7.56832	0.00264973	5.77062	0.020089	9.8843	0.000132977	0.190248	0.000130711	0.424366	0.000123158	0.119407	0.031457	88.8279	0.000214624	0.606333	4.81839	164.705	0.000737273	0.0421304	0.00133291	0.123708	0.180192	292.574	7.0325e-05	0.0682092	0.00165881	3.61398	1.79257	50.6164	0.00011853	0.00108849	0.0020788	0.000397725	0	0.000527254	0.000788988	7.2771e-08	0.0123215	0.163714	0.0105653	0.0293763	0.000803757	0.814789	0.0848739	0.00232658	0.193432	0.0330954	28.268	0.19758	1.02357	5.67822	0.0313604	2.49949	3399	0.993167	0.000514314	1.43747e-07	1.53622	2.7628e-06	0.000101499	0.000346	0.998679	0.0303163	0.341366	0.438461	0.220173	0.00230842	0.510841	649476
93	47.7988	1334.77	0.0186593	12.7647	0.00288365	6.45458	0.00270575	5.8923	0.0200775	9.87848	0.000137002	0.196006	0.000119996	0.389553	0.000130141	0.126172	0.0313848	88.6223	0.000249088	0.703695	4.81563	164.608	0.000886595	0.0506655	0.00146904	0.136338	0.179697	291.764	8.43366e-05	0.0817967	0.00195978	4.26953	1.76387	49.8049	0.000117163	0.00109195	0.00207302	0.000398097	0	0.000528613	0.000790928	8.72526e-08	0.0151747	0.200766	0.013005	0.0304705	0.0008884	1.03836	0.0925019	0.00272343	0.236724	0.0410467	27.8997	0.248448	1.23802	6.27571	0.0367479	2.49945	3398.79	1.20711	0.000546479	1.49363e-07	1.74399	3.14807e-06	0.000107822	0.000415767	1.03053	0.0336046	0.283988	0.479022	0.236989	0.00270319	0.61383	649463
94	47.681	1331.42	0.0226033	15.4626	0.00238847	5.34554	0.00272412	5.93191	0.0200637	9.87143	0.000141871	0.20297	0.000108293	0.351531	0.00013639	0.132223	0.031296	88.3694	0.00029062	0.821022	4.81223	164.487	0.00108014	0.0617292	0.00161354	0.149744	0.179168	290.898	0.000100689	0.0976532	0.00229914	5.00863	1.73331	48.9405	0.00011563	0.00109575	0.00206693	0.000398383	0	0.000530064	0.00079298	1.0597e-07	0.0186617	0.246295	0.0159832	0.0311798	0.000978574	1.32958	0.0984631	0.00315002	0.28968	0.0510552	27.4357	0.312847	1.50847	6.9281	0.0427024	2.49941	3398.52	1.48047	0.00058544	1.55379e-07	1.9524	3.59637e-06	0.000115475	0.000506079	1.03743	0.0367712	0.231471	0.516891	0.251638	0.00318051	0.742949	649448
95	47.5368	1327.33	0.0274542	18.7806	0.0019121	4.27881	0.00269593	5.87007	0.0200466	9.86278	0.000147842	0.211512	9.57585e-05	0.310814	0.000141394	0.137066	0.0311864	88.0573	0.000341045	0.963468	4.80806	164.34	0.00133563	0.0763346	0.00176627	0.163912	0.17861	289.984	0.000119592	0.115981	0.00267594	5.82919	1.70121	48.0327	0.00011389	0.00109999	0.00206046	0.000398561	0	0.000531633	0.000795173	1.30598e-07	0.0229014	0.301959	0.0195996	0.0313885	0.00107266	1.70633	0.101631	0.00357935	0.354065	0.0636523	26.8527	0.393096	1.84932	7.63881	0.0490872	2.49937	3398.17	1.83095	0.000633292	1.61885e-07	2.14908	4.12092e-06	0.000124868	0.000625109	1.01288	0.0395418	0.185853	0.550675	0.263472	0.00375952	0.904834	649431
96	47.3608	1322.34	0.0333877	22.8388	0.00147254	3.29466	0.00261356	5.6902	0.0200254	9.85199	0.000155281	0.222153	8.26695e-05	0.2683	0.000144521	0.140086	0.0310509	87.6716	0.00040265	1.13749	4.80296	164.16	0.00167953	0.0959949	0.00192794	0.178908	0.178031	289.035	0.000141177	0.136907	0.00308665	6.72349	1.66794	47.0919	0.000111892	0.00110478	0.00205349	0.000398604	0	0.000533357	0.000797549	1.63631e-07	0.0280122	0.369547	0.0239525	0.0310015	0.00116826	2.18985	0.101008	0.00397237	0.431696	0.0794859	26.1247	0.491122	2.27711	8.4129	0.0556544	2.49931	3397.71	2.28077	0.000693003	1.69001e-07	2.31852	4.73831e-06	0.000136582	0.000785021	0.953221	0.0415793	0.147946	0.579766	0.272288	0.00446326	1.10706	649410
97	47.1465	1316.26	0.0405905	27.7648	0.00108617	2.42977	0.0024726	5.38272	0.0199983	9.8383	0.000164711	0.235644	6.94193e-05	0.225268	0.000145075	0.140608	0.0308838	87.1962	0.000478249	1.35103	4.79674	163.94	0.00215164	0.122987	0.0021002	0.194885	0.177437	288.06	0.000165448	0.160433	0.00352472	7.67719	1.63388	46.1281	0.000109566	0.00111027	0.00204583	0.000398486	0	0.000535287	0.000800168	2.08794e-07	0.0340914	0.450816	0.0291212	0.0299634	0.00126197	2.8057	0.0960692	0.00428237	0.524237	0.0993168	25.2241	0.608097	2.81003	9.25746	0.0620263	2.49923	3397.14	2.85753	0.000768843	1.76888e-07	2.44326	5.46938e-06	0.00015145	0.00100404	0.859567	0.0425277	0.117389	0.604321	0.278289	0.00531893	1.35779	649385
98	46.887	1308.91	0.0492506	33.6867	0.000764651	1.7102	0.00227395	4.94963	0.0199632	9.82058	0.000176896	0.253076	5.64916e-05	0.18329	0.000142419	0.138017	0.0306788	86.6131	0.000571228	1.61364	4.78921	163.675	0.00281206	0.160747	0.00228523	0.212045	0.176835	287.069	0.000192223	0.186384	0.00398035	8.66894	1.59931	45.1501	0.00010682	0.00111668	0.00203726	0.000398184	0	0.000537494	0.000803107	2.71666e-07	0.0411853	0.547219	0.0351401	0.0282742	0.00134917	3.58486	0.0870185	0.0044629	0.632826	0.123985	24.1237	0.743939	3.46706	10.1806	0.0676948	2.49913	3396.4	3.59534	0.000867051	1.85772e-07	2.50611	6.34009e-06	0.000170692	0.00130951	0.738783	0.0420851	0.093154	0.624942	0.281904	0.00635809	1.66528	649356
99	46.5752	1300.08	0.0595424	40.7234	0.000512591	1.14621	0.00202536	4.4079	0.0199168	9.7972	0.000192955	0.27605	4.44018e-05	0.14404	0.000136156	0.13193	0.0304293	85.9038	0.000685546	1.9365	4.78018	163.357	0.00375123	0.214445	0.00248504	0.230572	0.176229	286.07	0.000221095	0.21436	0.00444084	9.67102	1.56449	44.1648	0.000103535	0.00112426	0.0020274	0.000397686	0	0.000540079	0.000806481	3.60546e-07	0.0492511	0.65944	0.0419663	0.0259969	0.00142384	4.5643	0.0748207	0.00447757	0.757522	0.154319	22.8	0.89651	4.26651	11.189	0.0720575	2.499	3395.46	4.53614	0.00099683	1.95969e-07	2.49307	7.38248e-06	0.000196105	0.00174222	0.602726	0.0400919	0.074064	0.642337	0.283599	0.00761647	2.037	649322
100	46.204	1289.57	0.0716058	48.9701	0.000327013	0.731081	0.00174161	3.78976	0.0198541	9.76574	0.000214538	0.306928	3.36165e-05	0.109033	0.00012631	0.12237	0.0301291	85.0505	0.000825676	2.33221	4.76948	162.98	0.0051037	0.291772	0.00270069	0.250565	0.175623	285.069	0.000251397	0.243715	0.00489147	10.6513	1.52963	43.1778	9.95533e-05	0.00113337	0.00201575	0.000396999	0	0.000543184	0.000810446	4.87592e-07	0.0581225	0.786745	0.04945	0.0232539	0.00147863	5.78599	0.0609671	0.00430923	0.896561	0.190964	21.2377	1.06048	5.22349	12.2843	0.0745054	2.49883	3394.26	5.73099	0.00117182	2.07936e-07	2.39677	8.63552e-06	0.000230351	0.00236214	0.465601	0.0366047	0.0590749	0.657141	0.283784	0.0091334	2.47838	649282
