Time	[ErbB1]	[ErbB2]	[ErbB3]	[ErbB4]	[EGF-ErbB1]	[HRG-ErbB3]	[HRG-ErbB4]	[(EGF-ErbB1)2]	[EGF-ErbB1-ErbB2]	[HRG-ErbB3-ErbB2]	[(HRG-ErbB3/4)2]	[HRG-Erb4-ErbB2]	[(HRG-Erb4)2]	[E11_p]	[E12_p]	[E23_p]	[E34_p]	[E24_p]	[E44_p]	[Grb2]	[Shc]	[PI-3K]	[RasGAP]	[SOS]	[Gab1]	[E11-Grb2]	[E11-Shc]	[E11-RasGAP]	[E12-Grb2]	[E12-Shc]	[E12-RasGAP]	[E23-Grb2]	[E23-Shc]	[E23-PI-3K]	[E23-RasGAP]	[E34-Grb2]	[E34-Shc]	[E34-PI-3K]	[E34-RasGAP]	[E24-Grb2]	[E24-Shc]	[E24-PI-3K]	[E24-RasGAP]	[E44-Grb2]	[E44-Shc]	[E44-PI-3K]	[E44-RasGAP]	[Sum Grb2]	[Sum Shc]	[Sum PI-3K]	[Sum RasGAP]	[Sum Gab1]	[Sum Shc_p]	[Sum Gab1_p]	[Sum Grb2-SOS]	[Sum Grb2-Gab1]	[Sum Shc_p-Grb2]	[Sum Gab1_p-Shc]	[Sum Gab1_p-PI-3K]	[Sum Gab1_p-RasGAP]	[Empty]	[PIP3-Gab1]	[PIP2]	[PIP3]	[Akt]	[RasGDP]	[RasGTP]	[Sum RasGAP_p]	[Raf]	[Raf*]	[MEK]	[MEK*]	[ERK]	[ERK*]	[SOS_p]	[Gab1_p]	[Gab1_SumGrb2-SOS]	[Sum PIP3-Gab1-Grb2]	[Sum PIP3-Gab1-Grb2_SOS]	[Sum SOS]	[ErbB1-ErbB3]	[ErbB1-ErbB4]	[ErbB1-ErbB3_p]	[ErbB1-ErbB3_p]	[E13-Grb2]	[E13-Shc]	[E13-PI-3K]	[E13-RasGAP]	[E14-Grb2]	[E14-Shc]	[E14-PI-3K]	[E14-RasGAP]	[PTP-1B]	[E11-PTP-1B]	[E12-PTP-1B]	[E23-PTP-1B]	[E34-PTP-1B]	[E24-PTP-1B]	[E44-PTP-1B]	[E13-PTP-1B]	[E14-PTP-1B]	[Sig-PTP-1B]	[E1_p-PTP-1B]	[E2_p-PTP-1B]	[E4_p-PTP-1B]	[E_E1_p-PTP-1B]	[H_E4_p-PTP-1B]	[Aktstar]	[SumGab1_p-PTP-1B]	[EGF]	[HRG]	[fint]	[p_ERK]	[ERK-MEK*]	[p_ERK-MEK*]	[p_ERK-ERKpase]	[ERKpase]	[ERK*-ERKpase]	[normalized Akt*]	[normalized Erk*]
69	94.6361	16.6618	198.191	103.822	2.71617	18.7986	7.96451	15.785	26.1639	26.8022	19.6829	15.0468	26.4507	0.0314127	0.0114418	0.386794	0.0287588	0.147965	0.055044	64.9692	10.4677	43.3016	85.7807	76.3679	30.1112	0.174303	0.00335984	0.0337567	0.135175	0.0628966	0.00606071	0.0225232	0.0884587	0.0567259	3.78661	11.6574	0.011952	0.00792986	0.108108	0.01853	0.0213081	0.00150595	0.889382	0.000723281	0.0957811	0.0169382	2.70244	8.91931	0.825019	3.09836	6.09568	2.45364	0.194254	0.83413	3.96224	1.06947	0.0130002	0.742485	3.01247	0.128005	11.0454	4.85932	187.118	1.66785	430.954	93.0914	2.60858	1.72364	639.58	103.42	532.072	136.026	43.4308	266.73	1.15212	3.58025	0.125367	2.662	0.692405	4.78001	7.7504	6.99332	0.0860212	0.0860212	2.04081	0.000458135	0.000446303	0.02877	0.0138734	0.00557465	0.00234375	0.136191	489.127	0.230343	0.17808	3.6013	0.0690152	1.24038	2.52173	0.793015	0.00159368	10.8733	96.1247	62.6701	100.643	3.29502	66.7835	13.0457	2.23783	7.50032	1.28093	0.182776	352.491	9.83629	94.0655	9.69377	16.5531	8.75312	0.693921	0.467316
70	91.0474	16.278	196.694	102.997	2.77739	19.3208	7.76492	16.7274	26.1427	26.9072	19.7238	14.3316	25.1456	0.033404	0.0114714	0.389594	0.028918	0.141404	0.052516	64.6211	10.4619	43.2652	85.883	76.2315	29.8927	0.185663	0.00357665	0.0360368	0.134812	0.0632203	0.00609128	0.0225463	0.0891093	0.0570869	3.82177	11.8461	0.012026	0.00796825	0.108985	0.0176004	0.0203703	0.001438	0.851892	0.000686165	0.0914625	0.0161599	2.59493	9.13074	0.829016	3.13479	6.01033	2.47343	0.196017	0.8444	4.05054	1.09025	0.013037	0.752237	3.04933	0.129868	11.0905	4.91735	187.016	1.68669	430.802	93.027	2.67298	1.70667	636.218	106.782	525.928	141.153	40.7475	276.542	1.1938	3.69235	0.12737	2.68328	0.696753	4.87466	8.14817	6.97391	0.0907801	0.0907801	2.16467	0.000484028	0.000471113	0.0304494	0.0138082	0.00558464	0.0023453	0.136976	489.163	0.245234	0.178737	3.62733	0.0694258	1.18562	2.42513	0.838199	0.00159589	10.837	97.0127	63.7204	104.191	3.42887	67.8965	13.198	2.26574	7.41922	1.31779	0.182819	344.299	9.57642	95.3432	9.44239	16.5074	9.05019	0.702021	0.484465
71	87.6381	15.9117	195.168	102.194	2.83621	19.8549	7.56859	17.6734	26.1002	27.0243	19.7576	13.6544	23.8934	0.0354034	0.0114875	0.392445	0.0290573	0.135125	0.0500612	64.2718	10.4561	43.2293	85.9818	76.0953	29.6783	0.197084	0.00379488	0.0383418	0.134281	0.0634665	0.00611474	0.0225711	0.0897784	0.0574559	3.85772	12.0333	0.0120923	0.00800118	0.109792	0.0167156	0.0194725	0.00137302	0.815903	0.000650343	0.087262	0.015403	2.48893	9.34398	0.832968	3.17069	5.92755	2.49206	0.197824	0.854528	4.13937	1.11137	0.0130755	0.761907	3.08562	0.131718	11.1364	4.97423	186.916	1.70521	430.652	92.9624	2.73758	1.69062	632.795	110.205	519.781	146.382	38.2327	286.307	1.23521	3.80266	0.129378	2.70333	0.700762	4.96951	8.55377	6.94351	0.095629	0.095629	2.29266	0.000510479	0.000496401	0.0321685	0.0137154	0.00558366	0.00234217	0.137476	489.195	0.260209	0.179173	3.65391	0.0697881	1.13314	2.32935	0.88433	0.00159489	10.8047	97.735	64.7193	107.706	3.56202	68.8857	13.3476	2.29325	7.33853	1.35337	0.182858	336.086	9.31834	96.5185	9.19239	16.463	9.34466	0.709979	0.50153
72	84.4035	15.5622	193.614	101.411	2.89264	20.4002	7.376	18.6197	26.0389	27.1525	19.7848	13.0141	22.6953	0.0374016	0.011491	0.395331	0.0291768	0.129126	0.0476859	63.9218	10.4503	43.194	86.077	75.9593	29.4681	0.208502	0.00401351	0.0406609	0.133595	0.0636387	0.00613143	0.0225966	0.0904616	0.0578307	3.89426	12.2191	0.0121509	0.0080287	0.110527	0.0158747	0.018614	0.00131098	0.781396	0.000615885	0.08319	0.0146694	2.38482	9.55876	0.836884	3.20605	5.84752	2.50962	0.199668	0.864511	4.22862	1.13279	0.0131155	0.77149	3.12135	0.133553	11.1833	5.03003	186.82	1.72341	430.505	92.8977	2.80227	1.67546	629.312	113.688	513.633	151.713	35.8772	296.009	1.27625	3.91101	0.131388	2.72223	0.704452	5.06446	8.96674	6.90325	0.100558	0.100558	2.42457	0.000537433	0.000522114	0.033924	0.0135976	0.00557243	0.00233468	0.137705	489.223	0.275198	0.1794	3.6809	0.0701021	1.08292	2.23473	0.931314	0.00159092	10.7765	98.3012	65.6674	111.181	3.69429	69.7526	13.4946	2.32036	7.2584	1.38757	0.182894	327.879	9.06267	97.5915	8.94436	16.4196	9.63601	0.7178	0.518482
73	81.3378	15.2287	192.035	100.649	2.94674	20.9561	7.18754	19.563	25.9611	27.2912	19.8056	12.4092	21.5522	0.03939	0.0114829	0.398239	0.0292768	0.123402	0.045395	63.5713	10.4445	43.1591	86.1685	75.8237	29.2623	0.219857	0.00423155	0.0429836	0.132768	0.0637406	0.00614176	0.0226221	0.0911547	0.058209	3.9312	12.4031	0.0122018	0.00805088	0.111189	0.0150766	0.0177941	0.00125182	0.748348	0.000582846	0.0792552	0.0139609	2.28292	9.77479	0.840773	3.24086	5.77038	2.52622	0.201544	0.874342	4.31816	1.15444	0.0131564	0.780979	3.15651	0.135371	11.231	5.08477	186.726	1.7413	430.361	92.8331	2.86694	1.66117	625.769	117.231	507.488	157.14	33.6721	305.631	1.31686	4.01724	0.133395	2.74003	0.707842	5.15939	9.3866	6.85427	0.105557	0.105557	2.56016	0.000564832	0.000548198	0.0357121	0.0134571	0.00555173	0.00232322	0.13768	489.248	0.290134	0.179432	3.70816	0.0703684	1.03493	2.14163	0.979052	0.00158422	10.7523	98.721	66.5658	114.612	3.8255	70.4995	13.6392	2.34705	7.17894	1.42029	0.182927	319.702	8.80995	98.5626	8.69888	16.3774	9.92375	0.725489	0.535291
74	78.4346	14.9107	190.434	99.9082	2.99855	21.5217	7.00357	20.5004	25.8691	27.4394	19.8206	11.8384	20.4642	0.0413604	0.0114642	0.401153	0.0293577	0.117947	0.0431924	63.2209	10.4387	43.1249	86.256	75.6888	29.0609	0.231092	0.0044481	0.0452999	0.131815	0.0637766	0.00614612	0.0226469	0.0918537	0.0585889	3.96836	12.5852	0.0122449	0.00806785	0.111778	0.01432	0.0170118	0.00119548	0.716737	0.000551261	0.0754643	0.0132788	2.18353	9.99178	0.844639	3.27512	5.69626	2.54195	0.203443	0.884017	4.40787	1.17628	0.013198	0.790366	3.1911	0.137169	11.2795	5.13849	186.635	1.75889	430.219	92.7685	2.93149	1.64771	622.17	120.83	501.347	162.659	31.609	315.156	1.35698	4.1212	0.135398	2.75679	0.71095	5.25422	9.81284	6.79769	0.110615	0.110615	2.69918	0.00059262	0.000574598	0.0375292	0.0132967	0.00552238	0.00230814	0.137417	489.268	0.304954	0.179285	3.73555	0.0705877	0.989133	2.05035	1.02744	0.00157503	10.7322	99.0043	67.4153	117.991	3.95548	71.1301	13.7813	2.37331	7.10027	1.45144	0.182957	311.577	8.5607	99.433	8.45648	16.3361	10.2074	0.733048	0.551931
75	75.6872	14.6076	188.813	99.189	3.04816	22.0963	6.82437	21.4294	25.7651	27.5965	19.83	11.3002	19.4311	0.0433055	0.0114358	0.404062	0.0294201	0.112754	0.0410807	62.8709	10.4329	43.0912	86.3397	75.5546	28.864	0.242153	0.00466231	0.0476004	0.130748	0.0637511	0.00614495	0.0226702	0.0925549	0.0589685	4.00556	12.7653	0.0122804	0.00807975	0.112294	0.0136036	0.0162664	0.0011419	0.686534	0.000521148	0.0718224	0.0126241	2.08689	10.2094	0.848485	3.30881	5.62523	2.55689	0.205361	0.893528	4.49763	1.19825	0.0132398	0.799642	3.22511	0.138945	11.3289	5.19122	186.546	1.77617	430.079	92.7042	2.99582	1.63505	618.515	124.485	495.213	168.267	29.6799	324.57	1.39654	4.22277	0.137392	2.77256	0.713793	5.34882	10.245	6.73458	0.115722	0.115722	2.84137	0.000620738	0.000601259	0.0393712	0.013119	0.00548521	0.00228984	0.136935	489.284	0.3196	0.178972	3.76294	0.0707612	0.945489	1.96114	1.07639	0.00156361	10.716	99.1612	68.217	121.314	4.08408	71.6486	13.921	2.39911	7.02247	1.48097	0.182985	303.526	8.31541	100.204	8.21767	16.2958	10.4865	0.740478	0.568374
76	73.0883	14.3186	187.175	98.4915	3.09564	22.679	6.65017	22.3475	25.651	27.7617	19.8344	10.7931	18.4519	0.0452185	0.0113986	0.406954	0.0294646	0.107818	0.0390614	62.5217	10.4271	43.0581	86.4195	75.4214	28.6717	0.252992	0.0048734	0.0498765	0.129582	0.0636688	0.00613869	0.0226915	0.0932549	0.059346	4.04266	12.9431	0.0123083	0.00808677	0.112737	0.012926	0.0155567	0.00109099	0.657709	0.000492513	0.0683327	0.0119973	1.99322	10.4275	0.852311	3.34193	5.55735	2.57112	0.207289	0.902867	4.58733	1.2203	0.0132813	0.808797	3.25851	0.140695	11.379	5.24298	186.46	1.79314	429.942	92.6402	3.05983	1.62317	614.807	128.193	489.088	173.959	27.8771	333.858	1.43548	4.32182	0.139374	2.78739	0.716386	5.44309	10.6825	6.66597	0.120869	0.120869	2.98645	0.000649124	0.000628128	0.0412342	0.0129264	0.00544107	0.00226868	0.136252	489.296	0.334022	0.17851	3.79022	0.0708903	0.903948	1.87426	1.1258	0.00155022	10.7036	99.2016	68.9721	124.577	4.21116	72.06	14.0582	2.42444	6.94564	1.50881	0.183011	295.568	8.0745	100.879	7.9829	16.2565	10.7606	0.747779	0.584595
77	70.6307	14.0432	185.522	97.8159	3.14107	23.2689	6.48115	23.2529	25.5287	27.9342	19.8339	10.3157	17.5256	0.0470938	0.0113537	0.409818	0.0294919	0.103131	0.0371351	62.1738	10.4213	43.0256	86.4953	75.2893	28.4842	0.263565	0.00508069	0.0521203	0.128331	0.0635343	0.00612776	0.0227105	0.0939507	0.0597201	4.07949	13.1186	0.012329	0.00808913	0.11311	0.0122858	0.0148818	0.00104267	0.630227	0.000465348	0.0649971	0.0113989	1.90268	10.6456	0.856118	3.37445	5.49265	2.58471	0.209221	0.912028	4.67685	1.24238	0.0133222	0.817819	3.29129	0.142419	11.4298	5.29375	186.376	1.8098	429.807	92.5766	3.12343	1.61203	611.047	131.953	482.975	179.729	26.1931	343.007	1.47374	4.41827	0.141341	2.80132	0.718742	5.53693	11.1248	6.5928	0.126043	0.126043	3.13414	0.000677722	0.00065515	0.0431143	0.0127213	0.00539077	0.00224505	0.135388	489.305	0.348172	0.177913	3.81728	0.0709766	0.864453	1.7899	1.17555	0.0015351	10.6951	99.1351	69.6819	127.775	4.33657	72.3696	14.1931	2.44927	6.86985	1.53494	0.183035	287.721	7.83839	101.458	7.75259	16.218	11.0294	0.75495	0.60057
78	68.3072	13.7809	183.858	97.1626	3.18452	23.8651	6.31743	24.1436	25.3999	28.1133	19.8291	9.8664	16.6508	0.0489261	0.0113019	0.412646	0.0295028	0.0986839	0.0353017	61.8274	10.4156	42.9937	86.5673	75.1585	28.3014	0.273834	0.00528357	0.0543246	0.127007	0.0633526	0.00611263	0.0227266	0.0946396	0.0600893	4.11594	13.2916	0.0123426	0.00808706	0.113413	0.0116816	0.0142407	0.000996873	0.604053	0.000439632	0.0618158	0.0108288	1.81541	10.8635	0.859903	3.40634	5.43114	2.59772	0.21115	0.921002	4.76607	1.26444	0.0133622	0.826699	3.32344	0.144112	11.4813	5.34356	186.295	1.82614	429.675	92.5135	3.18651	1.60159	607.238	135.762	476.876	185.57	24.621	352.003	1.51127	4.51203	0.143291	2.8144	0.720877	5.63024	11.5714	6.51596	0.131237	0.131237	3.28415	0.000706471	0.000682272	0.0450075	0.0125061	0.00533514	0.0022193	0.134363	489.31	0.36201	0.177196	3.84404	0.0710222	0.826945	1.70822	1.22556	0.00151849	10.6901	98.9712	70.3478	130.906	4.46019	72.5834	14.3254	2.4736	6.79515	1.55934	0.183056	280.003	7.60743	101.947	7.52711	16.1803	11.2926	0.761989	0.616277
79	66.1107	13.531	182.183	96.5318	3.2261	24.4667	6.15909	25.0183	25.2662	28.2984	19.8203	9.44383	15.8257	0.0507112	0.0112442	0.415431	0.0294983	0.0944694	0.03356	61.483	10.4099	42.9624	86.6354	75.0291	28.1235	0.283766	0.00548152	0.0564833	0.125622	0.0631282	0.0060937	0.0227397	0.0953191	0.0604528	4.15189	13.462	0.0123494	0.00808081	0.113649	0.0111117	0.0136321	0.000953491	0.579149	0.000415337	0.0587879	0.0102869	1.73149	11.081	0.863662	3.43759	5.37281	2.61021	0.21307	0.929783	4.85489	1.28644	0.0134009	0.835424	3.35492	0.145772	11.5335	5.39239	186.216	1.84215	429.545	92.451	3.249	1.59183	603.382	139.618	470.793	191.478	23.1541	360.834	1.54803	4.60303	0.145222	2.82664	0.7228	5.72291	12.0218	6.43624	0.13644	0.13644	3.43617	0.000735316	0.000709444	0.0469099	0.0122829	0.00527492	0.00219176	0.133195	489.311	0.375504	0.176374	3.87041	0.071029	0.791361	1.62937	1.27574	0.00150062	10.6887	98.7185	70.9712	133.965	4.5819	72.7075	14.4552	2.49738	6.7216	1.58199	0.183076	272.426	7.38194	102.347	7.30679	16.1435	11.5497	0.768893	0.631695
80	64.034	13.2931	180.502	95.9236	3.26589	25.0729	6.00617	25.8758	25.1289	28.4887	19.8078	9.04655	15.0485	0.0524456	0.0111813	0.418165	0.0294792	0.0904783	0.0319085	61.141	10.4042	42.9318	86.6997	74.9012	27.9505	0.293336	0.00567411	0.058591	0.124188	0.0628659	0.00607141	0.0227495	0.0959873	0.0608095	4.18725	13.6297	0.0123497	0.00807066	0.11382	0.0105748	0.0130549	0.000912438	0.555474	0.000392424	0.0559113	0.00977279	1.65099	11.2977	0.867391	3.46818	5.3176	2.62224	0.214974	0.938363	4.9432	1.30833	0.0134381	0.843984	3.38571	0.147398	11.5863	5.44023	186.139	1.85784	429.418	92.3892	3.31081	1.58272	599.482	143.518	464.729	197.446	21.7858	369.491	1.58396	4.69122	0.14713	2.8381	0.724524	5.81485	12.4755	6.35439	0.141643	0.141643	3.58991	0.000764199	0.000736616	0.0488177	0.0120536	0.00521087	0.00216275	0.131903	489.309	0.388623	0.17546	3.89632	0.0709992	0.757633	1.55343	1.32597	0.0014817	10.6905	98.3855	71.5536	136.951	4.70158	72.7482	14.5824	2.52062	6.64923	1.6029	0.183094	265.006	7.16221	102.663	7.09193	16.1075	11.8005	0.77566	0.646805
81	62.0704	13.0666	178.815	95.3383	3.30396	25.6826	5.85868	26.715	24.9893	28.6838	19.792	8.67315	14.3172	0.0541267	0.0111142	0.420845	0.0294466	0.0867018	0.030345	60.8017	10.3986	42.9019	86.7603	74.775	27.7824	0.302521	0.00586099	0.0606432	0.122717	0.0625701	0.00604616	0.022756	0.0966426	0.0611587	4.22192	13.7946	0.012344	0.00805687	0.113929	0.0100692	0.0125079	0.000873618	0.532987	0.000370849	0.0531833	0.00928586	1.57394	11.5134	0.871085	3.49808	5.26547	2.63383	0.216857	0.946736	5.0309	1.33007	0.0134734	0.85237	3.41581	0.148988	11.6396	5.48707	186.065	1.87318	429.293	92.3281	3.37186	1.57422	595.54	147.46	458.687	203.466	20.5103	377.963	1.61904	4.77656	0.149014	2.84879	0.726059	5.90597	12.9318	6.27105	0.146836	0.146836	3.74506	0.000793068	0.000763741	0.0507273	0.0118201	0.00514366	0.00213256	0.130505	489.304	0.401346	0.174466	3.92174	0.0709353	0.725691	1.48048	1.37619	0.00146193	10.6956	97.9802	72.0964	139.862	4.81913	72.7117	14.707	2.54328	6.5781	1.62207	0.183111	257.753	6.94846	102.898	6.88278	16.0724	12.0448	0.782286	0.66159
82	60.2133	12.851	177.126	94.776	3.34042	26.2951	5.71658	27.5353	24.8485	28.883	19.7732	8.32227	13.6296	0.0557522	0.0110434	0.423466	0.0294014	0.0831306	0.0288669	60.4655	10.393	42.8727	86.8173	74.6506	27.6194	0.311305	0.00604188	0.0626362	0.121217	0.0622452	0.00601833	0.0227591	0.0972837	0.0615	4.25585	13.9567	0.0123325	0.00803973	0.11398	0.00959345	0.0119899	0.000836933	0.511644	0.000350562	0.0505999	0.00882539	1.50034	11.7279	0.87474	3.52727	5.21634	2.64502	0.218714	0.954897	5.11789	1.35163	0.0135066	0.860571	3.44517	0.150539	11.6934	5.5329	185.993	1.88817	429.171	92.2679	3.4321	1.56632	591.559	151.441	452.669	209.532	19.3216	386.24	1.65323	4.85903	0.150872	2.85876	0.727414	5.99617	13.3902	6.1868	0.152013	0.152013	3.90132	0.000821873	0.000790775	0.0526351	0.011584	0.00507393	0.00210148	0.129016	489.296	0.413655	0.173407	3.9466	0.0708395	0.695464	1.41055	1.4263	0.00144151	10.7036	97.51	72.6013	142.695	4.93444	72.6044	14.8288	2.56536	6.50821	1.63954	0.183126	250.677	6.74089	103.058	6.67954	16.038	12.2824	0.788767	0.676035
83	58.4565	12.6458	175.436	94.2367	3.37533	26.9094	5.57982	28.336	24.7074	29.0858	19.7517	7.99259	12.9837	0.0573208	0.0109698	0.426026	0.0293447	0.0797556	0.0274712	60.1328	10.3876	42.8443	86.8709	74.5281	27.4614	0.319678	0.00621658	0.0645673	0.119698	0.0618952	0.00598829	0.0227588	0.0979096	0.061833	4.28899	14.1157	0.0123156	0.00801953	0.113975	0.00914599	0.0114997	0.000802287	0.491401	0.000331509	0.0481569	0.00839055	1.43016	11.9409	0.878349	3.55574	5.17015	2.65584	0.22054	0.962841	5.20408	1.37297	0.0135376	0.868579	3.4738	0.15205	11.7477	5.57769	185.923	1.9028	429.052	92.2086	3.49143	1.55898	587.541	155.459	446.678	215.636	18.2142	394.316	1.68649	4.9386	0.152704	2.86801	0.728598	6.08538	13.8503	6.10216	0.157164	0.157164	4.05841	0.000850566	0.000817678	0.0545378	0.0113468	0.00500227	0.00206973	0.127453	489.286	0.425538	0.172292	3.97088	0.0707144	0.666879	1.34367	1.47622	0.00142058	10.7145	96.9817	73.0697	145.45	5.04743	72.4324	14.9479	2.58685	6.43959	1.65534	0.18314	243.788	6.53967	103.146	6.48238	16.0045	12.5131	0.7951	0.690126
84	56.794	12.4505	173.748	93.7205	3.40877	27.5247	5.4483	29.1167	24.567	29.2918	19.7278	7.68286	12.3771	0.0588315	0.0108938	0.428522	0.0292774	0.0765675	0.0261548	59.8037	10.3822	42.8165	86.921	74.4077	27.3085	0.327633	0.00638497	0.0664342	0.118169	0.0615241	0.00595639	0.0227552	0.0985197	0.0621574	4.32129	14.2718	0.0122938	0.00799654	0.113919	0.00872534	0.011036	0.000769582	0.472214	0.000313635	0.0458492	0.00798038	1.36337	12.1522	0.881906	3.58346	5.12679	2.66632	0.222331	0.970563	5.28938	1.39407	0.0135663	0.876388	3.50168	0.15352	11.8024	5.62143	185.855	1.91706	428.936	92.1502	3.54982	1.55217	583.49	159.51	440.717	221.771	17.1829	402.183	1.71881	5.01529	0.154507	2.87657	0.729618	6.17351	14.3115	6.01756	0.162282	0.162282	4.21602	0.000879101	0.000844409	0.0564323	0.0111097	0.0049292	0.00203755	0.12583	489.272	0.436987	0.171133	3.99457	0.0705624	0.639861	1.27981	1.52587	0.00139931	10.7279	96.4019	73.5032	148.126	5.15801	72.2017	15.0641	2.60772	6.37225	1.6695	0.183153	237.093	6.3449	103.168	6.29144	15.9717	12.7368	0.801282	0.703851
85	55.2201	12.2648	172.064	93.2274	3.44083	28.1403	5.32193	29.8773	24.4279	29.5004	19.7018	7.39186	11.8079	0.0602841	0.0108162	0.430955	0.0292005	0.0735572	0.0249144	59.4787	10.3769	42.7896	86.968	74.2893	27.1607	0.335167	0.00654696	0.0682355	0.116637	0.0611355	0.00592295	0.0227485	0.0991134	0.0624732	4.35273	14.4248	0.0122675	0.00797106	0.113814	0.00833003	0.0105976	0.000738723	0.454037	0.000296881	0.0436717	0.0075939	1.29988	12.3615	0.885408	3.61043	5.08616	2.67647	0.224085	0.978062	5.37372	1.41489	0.0135924	0.88399	3.52878	0.154948	11.8574	5.6641	185.79	1.93096	428.823	92.0928	3.60721	1.54588	579.409	163.591	434.788	227.928	16.2228	409.837	1.75017	5.0891	0.156281	2.88448	0.730484	6.26049	14.7733	5.93339	0.167361	0.167361	4.37389	0.000907439	0.000870934	0.0583156	0.0108739	0.0048552	0.00200512	0.12416	489.256	0.447998	0.169938	4.01763	0.0703859	0.614337	1.21896	1.57519	0.00137783	10.7438	95.7764	73.9034	150.722	5.2661	71.9179	15.1774	2.62798	6.3062	1.68208	0.183165	230.596	6.15668	103.128	6.10682	15.9398	12.9534	0.807309	0.717201
86	53.7294	12.088	170.384	92.7571	3.47158	28.7552	5.20059	30.6175	24.2907	29.7113	19.674	7.11843	11.2738	0.0616786	0.0107374	0.433323	0.0291151	0.0707156	0.0237463	59.1579	10.3717	42.7634	87.0118	74.1732	27.0179	0.342283	0.00670254	0.0699704	0.115107	0.0607328	0.00588826	0.0227388	0.0996906	0.0627803	4.38329	14.5748	0.012237	0.00794334	0.113665	0.00795864	0.0101834	0.000709614	0.436825	0.000281189	0.0416187	0.00723003	1.23962	12.5687	0.888848	3.63664	5.04817	2.68631	0.225797	0.985333	5.45702	1.43543	0.0136161	0.89138	3.5551	0.156332	11.9127	5.70569	185.727	1.94448	428.712	92.0365	3.66355	1.54007	575.3	167.7	428.894	234.101	15.3291	417.271	1.78054	5.16005	0.158025	2.89174	0.731201	6.34625	15.2352	5.84998	0.172395	0.172395	4.53173	0.000935542	0.00089722	0.0601851	0.0106403	0.00478071	0.00197264	0.122456	489.238	0.45857	0.168719	4.04008	0.0701873	0.590235	1.16106	1.62412	0.00135626	10.7619	95.1107	74.2718	153.239	5.37166	71.5868	15.2878	2.64762	6.24145	1.69311	0.183176	224.303	5.97506	103.03	5.92856	15.9087	13.1627	0.813179	0.730168
87	52.3168	11.9199	168.712	92.3097	3.50108	29.3689	5.08415	31.3375	24.156	29.9241	19.6445	6.86147	10.7728	0.0630155	0.0106579	0.435627	0.029022	0.0680339	0.0226472	58.8417	10.3667	42.7379	87.0526	74.0593	26.8801	0.348985	0.00685175	0.0716385	0.113588	0.0603191	0.00585259	0.0227264	0.100251	0.0630789	4.41298	14.7217	0.0122028	0.00791364	0.113475	0.00760979	0.00979205	0.000682163	0.420533	0.000266501	0.0396847	0.00688771	1.18251	12.7736	0.892222	3.66207	5.0127	2.69585	0.227466	0.992377	5.53922	1.45565	0.0136372	0.898555	3.58064	0.157673	11.9682	5.74619	185.666	1.95761	428.605	91.9812	3.71879	1.53473	571.166	171.834	423.038	240.281	14.4974	424.483	1.80992	5.22817	0.159738	2.89838	0.731777	6.43074	15.6967	5.76759	0.177379	0.177379	4.68929	0.000963374	0.000923238	0.0620383	0.0104099	0.0047061	0.00194024	0.120728	489.218	0.468708	0.167481	4.06191	0.0699689	0.567482	1.10606	1.67259	0.00133471	10.7822	94.41	74.6099	155.677	5.47461	71.2133	15.3951	2.66663	6.17798	1.70265	0.183186	218.217	5.80004	102.881	5.75671	15.8785	13.3648	0.818889	0.742744
88	50.9774	11.76	167.048	91.8847	3.52939	29.9806	4.97245	32.0374	24.0242	30.1384	19.6136	6.61994	10.3028	0.0642957	0.0105781	0.437868	0.0289221	0.0655035	0.0216133	58.5302	10.3617	42.7133	87.0905	73.9478	26.7473	0.35528	0.00699464	0.0732402	0.112082	0.0598973	0.0058162	0.0227114	0.100795	0.063369	4.44179	14.8654	0.0121652	0.00788222	0.113248	0.00728215	0.00942244	0.000656279	0.405117	0.000252758	0.0378639	0.00656585	1.12842	12.9759	0.895526	3.68672	4.97964	2.7051	0.22909	0.999193	5.62025	1.47555	0.0136557	0.90551	3.60539	0.15897	12.0239	5.78557	185.607	1.97036	428.501	91.9271	3.77292	1.52982	567.01	175.99	417.224	246.459	13.7236	431.469	1.83831	5.2935	0.16142	2.90442	0.732218	6.51389	16.1575	5.68647	0.182306	0.182306	4.84632	0.000990906	0.000948962	0.0638731	0.0101832	0.00463172	0.00190806	0.118987	489.196	0.478415	0.166233	4.08312	0.0697329	0.546007	1.05388	1.72055	0.00131326	10.8043	93.6788	74.9192	158.036	5.57491	70.8025	15.4994	2.68502	6.1158	1.71077	0.183196	212.34	5.63163	102.685	5.59127	15.849	13.5597	0.824438	0.754926
