Time	[Vdrum]	[Vdcyc]	[sa4_degraded]	[Srw1]	[Slp1A]	[Puc1]	[IE]	[iIE]	[rum1+]	[cig2+]	[Cdc13]	[cdc13+]	[pCdc13]	[sa161_degraded]	[Cig2p]	[Pyp3]	[iSrw1]	[iSlp1]	[Cig2]	[iCdc10]	[Cdc10]	[Mik1]	[mik1+]	[sa347_degraded]	[Cig1]	[cig1+]	[sa353_degraded]	[Clp1+]	[iWee1]	[Wee1]	[Clp1]	[iCdc25]	[Cdc25]	[Cdc18T]	[cdc18+]	[sa386_degraded]	[preRC]	[postRC]	[repldna]	[irepldna]	[sa370_degraded]	[sa44_degraded]	[Vdc18]	[Cdc13p-Rum1]	[Cig2-Rum1]	[Cig2p-Rum1]	[UDNA]	[Cdc13-Rum1]	[Rum1]
69	0	0	0	0.00273272	0.0489581	0	0.214317	0	0	0	1.0641	0	0.0430784	0	0.0191071	0	0	0	0.148058	0	0.00373693	0.0196014	0	0	0.0117005	0	0	0	0	0.00900277	0.0157254	0	0.990867	0.0105853	0	0	0	6.46529e-05	0.99905	0	0	0	0	0.000537283	3.01759e-05	3.89522e-06	0	0.0132693	0.00390128
70	0	0	0	0.00636696	0.115921	0	0.276556	0	0	0	1.00331	0	0.0234933	0	0.0165135	0	0	0	0.136961	0	0.00413427	0.0206566	0	0	0.00828409	0	0	0	0	0.0097171	0.0167892	0	0.990142	0.00970638	0	0	0	4.94081e-05	0.999163	0	0	0	0	0.000331164	3.26896e-05	3.94253e-06	0	0.0141401	0.0043193
71	0	0	0	0.0262141	0.22744	0	0.327923	0	0	0	0.848115	0	0.0152847	0	0.0141809	0	0	0	0.114936	0	0.00524141	0.0239643	0	0	0.0041535	0	0	0	0	0.0121799	0.0190316	0	0.987634	0.00975915	0	0	0	3.80452e-05	0.999249	0	0	0	0	0.000293204	4.13672e-05	5.10597e-06	0	0.0162654	0.00557384
72	0	0	0	0.902992	0.374404	0	0.357072	0	0	0	0.490146	0	0.00879178	0	0.0120647	0	0	0	0.0836359	0	0.00832952	0.0352367	0	0	0.00148834	0	0	0	0	0.0238916	0.0229309	0	0.975686	0.0109788	0	0	0	2.75274e-05	0.999311	0	0	0	0	0.000420847	0.000102019	1.4729e-05	0	0.023452	0.0122946
73	0	0	0	0.992228	0.525198	0	0.342221	0	0	0	0.0929353	0	0.00326239	0	0.0123598	0	0	0	0.0477462	0	0.0197644	0.0877704	0	0	0.000627632	0	0	0	0	0.129693	0.0286369	0	0.867935	0.0147338	0	0	0	1.41887e-05	0.998823	0	0	0	0	0.00141223	0.00133984	0.000348349	0	0.0401472	0.0929776
74	0	0	0	0.995734	0.646153	0	0.307324	0	0	0	0.0136809	0	0.00124456	0	0.010314	0	0	0	0.0178735	0	0.0638429	0.180554	0	0	0.000450548	0	0	0	0	0.353271	0.035758	0	0.640699	0.0216966	0	0	0	0.000210335	0.801926	0	0	0	0	0.00232176	0.00507861	0.00302168	0	0.0253325	0.380215
75	0	0	0	0.996727	0.728378	0	0.269402	0	0	0	0.00413937	0	0.000614783	0	0.00577355	0	0	0	0.00617675	0	0.149496	0.291488	0	0	0.000390453	0	0	0	0	0.605664	0.0436495	0	0.382934	0.0341275	0	0	0	0.00161381	5.66463e-05	0	0	0	0	0.00226524	0.00492295	0.00549251	0	0.0150201	0.744043
76	0	0	0	0.997018	0.771574	0	0.231258	0	0	0	0.00244381	0	0.000495661	0	0.00382773	0	0	0	0.00392201	0	0.250002	0.403288	0	0	0.000364449	0	0	0	0	0.850982	0.0516795	0	0.129598	0.053772	0	0	0	0.00163744	3.05232e-05	0	0	0	0	0.0025446	0.00388302	0.00578922	0	0.0122984	1.03462
77	0	0	0	0.99705	0.77724	0	0.193286	0	0	0	0.00193036	0	0.000501557	0	0.0036624	0	0	0	0.00374872	0	0.352628	0.50958	0	0	0.000357982	0	0	0	0	0.996009	0.0592873	0	0.000705953	0.0809892	0	0	0	0.00197958	3.48803e-05	0	0	0	0	0.00303678	0.00377834	0.00652448	0	0.0114336	1.21959
78	0	0	0	0.996893	0.747109	0	0.155658	0	0	0	0.00178627	0	0.000489325	0	0.00438685	0	0	0	0.00405144	0	0.454446	0.609991	0	0	0.000367421	0	0	0	0	0.999768	0.0659906	0	0.000169639	0.115704	0	0	0	0.00280031	4.98294e-05	0	0	0	0	0.00319848	0.0040797	0.00834757	0	0.011419	1.31656
79	0	0	0	0.996503	0.682193	0	0.118582	0	0	0	0.00178402	0	0.000499898	0	0.00576831	0	0	0	0.00451496	0	0.554587	0.705097	0	0	0.000394239	0	0	0	0	0.999776	0.0713728	0	0.000164328	0.157727	0	0	0	0.00410633	7.57435e-05	0	0	0	0	0.00334647	0.00446267	0.0111867	0	0.0116849	1.34854
80	0	0	0	0.995685	0.582987	0	0.0824343	0	0	0	0.00186999	0	0.00054482	0	0.00791584	0	0	0	0.00508093	0	0.652523	0.795227	0	0	0.000445532	0	0	0	0	0.99977	0.0750667	0	0.000167868	0.206806	0	0	0	0.00596528	0.000117209	0	0	0	0	0.00360471	0.00484105	0.0151249	0	0.0121151	1.33323
81	0	0	0	0.993758	0.450477	0	0.048073	0	0	0	0.00204686	0	0.00063299	0	0.0112789	0	0	0	0.00576131	0	0.747594	0.880031	0	0	0.000538865	0	0	0	0	0.999751	0.0767493	0	0.000179565	0.262621	0	0	0	0.00852981	0.000186212	0	0	0	0	0.00401695	0.00519575	0.0205708	0	0.0127335	1.27937
82	0	0	0	0.986405	0.287793	0	0.0181414	0	0	0	0.00235272	0	0.000790063	0	0.016925	0	0	0	0.00661436	0	0.838579	0.958242	0	0	0.000718509	0	0	0	0	0.999715	0.0761552	0	0.000201785	0.324739	0	0	0	0.0120769	0.00031574	0	0	0	0	0.0046468	0.00550811	0.0282958	0	0.0135847	1.18667
83	0	0	0	0.675327	0.106301	0	0.00184868	0	0	0	0.00301268	0	0.00113906	0	0.0274719	0	0	0	0.00777039	0	0.922378	1.02667	0	0	0.00111884	0	0	0	0	0.999641	0.0731344	0	0.000248295	0.392487	0	0	0	0.0172014	0.000635936	0	0	0	0	0.00588059	0.00569506	0.0392388	0	0.0153058	1.0431
84	0	0	0	0.00265647	2.00287e-05	0	0.000203592	0	0	0	0.00676992	0	0.00375588	0	0.0513767	0	0	0	0.00959836	0	0.984981	1.06661	0	0	0.0022092	0	0	0	0	0.999214	0.0680708	0	0.000524373	0.46423	0	0	0	0.0281636	0.00327157	0	0	0	0	0.0143053	0.00508104	0.0495193	0	0.0255517	0.772625
85	0	0	0	0.00260326	1.57466e-05	0	0.000327642	0	0	0	0.0135256	0	0.0114363	0	0.095814	0	0	0	0.0116721	0	0.994599	1.04551	0	0	0.00342482	0	0	0	0	0.998351	0.0630206	0	0.000985449	0.535617	0	0	0	0.0488034	0.0207505	0	0	0	0	0.0248586	0.00317519	0.0439201	0	0.0291999	0.444153
86	0	0	0	0.00255762	2.77443e-05	0	0.000572014	0	0	0	0.0227999	0	0.0267021	0	0.14987	0	0	0	0.0134945	0	0.993568	0.968916	0	0	0.00452397	0	0	0	0	0.997016	0.0584512	0	0.00151486	0.602736	0	0	0	0.0762894	0.0837623	0	0	0	0	0.0311345	0.00161663	0.027885	0	0.026429	0.240738
87	0	0	0	0.00252024	3.97051e-05	0	0.000809483	0	0	0	0.0303498	0	0.0458408	0	0.195651	0	0	0	0.0150459	0	0.992519	0.882602	0	0	0.00551764	0	0	0	0	0.995738	0.0543167	0	0.00185415	0.664853	0	0	0	0.0967037	0.199967	0	0	0	0	0.0351759	0.00100181	0.0186479	0	0.0231646	0.159996
88	0	0	0	0.00248295	4.89234e-05	0	0.000991689	0	0	0	0.0357689	0	0.0662768	0	0.235017	0	0	0	0.0167008	0	0.991304	0.814607	0	0	0.00641589	0	0	0	0	0.994733	0.0505759	0	0.00210273	0.722169	0	0	0	0.102178	0.343318	0	0	0	0	0.0386373	0.000768305	0.0145524	0	0.0207475	0.122512
89	0	0	0	0.00244302	5.63743e-05	0	0.00113928	0	0	0	0.0400766	0	0.0878379	0	0.271656	0	0	0	0.0185797	0	0.989745	0.763516	0	0	0.00722785	0	0	0	0	0.993881	0.0471911	0	0.00238208	0.7747	0	0	0	0.0959275	0.488715	0	0	0	0	0.0411694	0.000643793	0.0120644	0	0.0186938	0.0991857
90	0	0	0	0.00239781	6.2737e-05	0	0.00126538	0	0	0	0.0436798	0	0.110145	0	0.306374	0	0	0	0.0208329	0	0.9876	0.722719	0	0	0.0079618	0	0	0	0	0.993124	0.0441286	0	0.00273083	0.822257	0	0	0	0.082776	0.619936	0	0	0	0	0.0428482	0.000568938	0.0102869	0	0.0169137	0.0828562
91	0	0	0	0.00234363	6.83355e-05	0	0.00137636	0	0	0	0.0467953	0	0.132834	0	0.339226	0	0	0	0.0236997	0	0.984367	0.687132	0	0	0.00862523	0	0	0	0	0.992433	0.0413576	0	0.00316258	0.86443	0	0	0	0.0669024	0.728935	0	0	0	0	0.04386	0.000526113	0.00892672	0	0.015382	0.0707551
92	0	0	0	0.00227643	7.33858e-05	0	0.00147648	0	0	0	0.0495711	0	0.155645	0	0.370004	0	0	0	0.027496	0	0.979041	0.653092	0	0	0.00922492	0	0	0	0	0.991789	0.0388503	0	0.00367768	0.900501	0	0	0	0.0512509	0.814032	0	0	0	0	0.0443652	0.000507521	0.00783747	0	0.0140684	0.061438
93	0	0	0	0.00219238	7.80481e-05	0	0.00156892	0	0	0	0.052112	0	0.178393	0	0.398297	0	0	0	0.0326207	0	0.969567	0.617679	0	0	0.00976702	0	0	0	0	0.991177	0.0365818	0	0.0042657	0.929323	0	0	0	0.0374475	0.877357	0	0	0	0	0.0444903	0.000509193	0.00693354	0	0.0129415	0.0540579
94	0	0	0	0.00208854	8.24411e-05	0	0.00165603	0	0	0	0.0544919	0	0.200952	0	0.423453	0	0	0	0.039564	0	0.951885	0.578151	0	0	0.0102571	0	0	0	0	0.990585	0.0345291	0	0.00490765	0.949174	0	0	0	0.0261198	0.922596	0	0	0	0	0.0443355	0.000529082	0.00616062	0	0.0119729	0.0480844
95	0	0	0	0.00196381	8.66506e-05	0	0.00173949	0	0	0	0.0567611	0	0.223232	0	0.444491	0	0	0	0.0489141	0	0.918923	0.53163	0	0	0.0107002	0	0	0	0	0.990005	0.0326719	0	0.00557886	0.95759	0	0	0	0.017315	0.953598	0	0	0	0	0.0439851	0.000566302	0.00548219	0	0.0111392	0.0431722
96	0	0	0	0.0018195	9.07345e-05	0	0.00182043	0	0	0	0.0589509	0	0.245163	0	0.459974	0	0	0	0.0613659	0	0.860471	0.475275	0	0	0.0111008	0	0	0	0	0.98943	0.0309915	0	0.00625244	0.951252	0	0	0	0.0108178	0.973803	0	0	0	0	0.0435159	0.000620902	0.00487228	0	0.0104228	0.0390921
97	0	0	0	0.00165916	9.4727e-05	0	0.00189952	0	0	0	0.0610779	0	0.266689	0	0.467863	0	0	0	0.0777711	0	0.763949	0.407014	0	0	0.0114632	0	0	0	0	0.988858	0.029471	0	0.00690417	0.926072	0	0	0	0.00630889	0.986159	0	0	0	0	0.0430023	0.000694288	0.00431066	0	0.00981108	0.0356886
98	0	0	0	0.00148662	9.86437e-05	0	0.00197706	0	0	0	0.0631489	0	0.28776	0	0.465177	0	0	0	0.0994061	0	0.614609	0.326105	0	0	0.0117909	0	0	0	0	0.988288	0.0280953	0	0.00751983	0.877456	0	0	0	0.00341092	0.993163	0	0	0	0	0.0425148	0.000791244	0.00377715	0	0.0092953	0.032852
99	0	0	0	0.00130257	0.000102492	0	0.00205318	0	0	0	0.0651681	0	0.308344	0	0.447031	0	0	0	0.128835	0	0.394042	0.232915	0	0	0.0120874	0	0	0	0	0.98772	0.0268505	0	0.0081024	0.800501	0	0	0	0.00170681	0.99683	0	0	0	0	0.0421094	0.000924875	0.00324258	0	0.00886763	0.0304952
100	0	0	0	0.00110334	0.000106283	0	0.00212816	0	0	0	0.0671466	0	0.328442	0	0.404608	0	0	0	0.171797	0	0.0825575	0.129526	0	0	0.0123557	0	0	0	0	0.987153	0.0257243	0	0.00867431	0.68997	0	0	0	0.000789799	0.998621	0	0	0	0	0.0418066	0.00112458	0.00265555	0	0.00851684	0.0285317
