Time	[NULL]	[Ins]	[InR]	[Ins_InR]	[Ins_InR_P]	[Ins_2_InR_P]	[cytoplasm_InR]	[cytoplasm_Ins_2_InR_P]	[cytoplasm_Ins_InR_P]	[InR_tot]	[InR_bound]	[InR_active]	[PTP1B]	[IRS1_TyrP_PI3K]	[PI345P3]	[PIP2]	[PI345P3_mol]	[PIP2_mol]	[Akt]	[Akt_P2]	[PKC]	[PKC_P]	[AS160]	[AS160_P]	[cytoplasm_GLUT4]	[cellsurface_GLUT4]	[PTEN]	[PP2A]	[extracellular_ROS]	[PTP1B_ox]	[PTP1B_plus_PTP1B_ox]	[PTEN_ox]	[PTEN_plus_PTEN_ox]	[ROS]	[GSH]	[GSSG]	[cytoplasm_SOD2]	[NOX_inact]	[NOX]	[NOX_deact]	[NOX_total]	[Mt]	[IRS1]	[IRS1_TyrP]	[IRS1_PolySerP]	[IRS1_TyrP_PolySerP]	[IRS_total]	[PI3K]	[JNK_P]	[IKK_P]	[JNK]	[JNK_plus_JNK_P]	[IKK]	[IKK_plus_IKK_P]	[DUSP]	[DUSP_ox]	[DUSP_plus_DUSP_ox]	[null]	[degr_Foxo1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1]	[Foxo1_Pa0_tot]	[Foxo1_Pa1_tot]	[Foxo1_Pd0_tot]	[Foxo1_Pd1_tot]	[Foxo1_Pe0_tot]	[Foxo1_Pe1_tot]	[Foxo1_pUb0_tot]	[Foxo1_pUb1_tot]	[cytoplasm_Foxo1_tot]	[nucleus_Foxo1_tot]	[dnabound_Foxo1_tot]	[Foxo1_all]	[nucleus_RNA_InR]	[cytoplasm_RNA_InR]	[nucleus_RNA_SOD2]	[cytoplasm_RNA_SOD2]	[E2F1]	[SGK]	[CDK2]	[AMPK]	[CBPP300]	[SIRT1]	[E3]	[USP7]	[SCF]	[Proteasome]
48	0	0	1.40931e+18	0	0	0	6.11856e+14	0	0	6.07827e+15	0	0	4.68189e+15	0	1.12385e+13	1.21706e+16	1.12385e+16	1.21706e+19	6.06061e+15	0.328058	6.06061e+15	0.103246	1.21212e+15	2082.81	5.56114e+15	1.28768e+17	6.04551e+15	3.0303e+16	0	1.37872e+15	6.06061e+15	1.50914e+13	6.06061e+15	1.06611e+11	5.80515e+12	2.55452e+11	2.58278e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.46444e+15	0	3.91817e+13	0	6.50362e+15	6.06061e+14	7.95707e+12	2.00026e+11	9.6174e+14	9.69697e+14	1.21012e+14	1.21212e+14	5.92008e+15	1.40527e+14	6.06061e+15	0	5.0398e+11	5.80534e+12	6.08965e+14	6.02586e+15	1.51069e+11	2.43017e+13	2.52955e+14	3.41497e+10	1.84955e+13	1.61878e+14	8.77589e+08	7.17289e+11	6.74817e+12	1.41677e+10	3.60756e+11	5.26871e+12	1.15282e+09	2.61293e+10	4.27706e+11	1.18075e+08	1.57669e+10	1.46025e+11	9.98504e+06	1.24047e+09	1.19734e+10	73.6967	108.308	829.012	2.57997	5.63607	63.0094	1.44099	15.9665	34.2911	0.0499989	0.700058	2.23492	0.0671049	0.0152214	0.649217	0.00971994	0.00169619	0.12635	0.00147456	0.00754861	0.0257754	0.000221382	0.000978667	0.00456403	1.29022e+14	173.821	1.28897e+14	1.25577e+11	1.2576e+14	3.26185e+12	1.24075e+14	4.94745e+12	1.19414e+13	3.93303e+13	7.77505e+13	1.29022e+14	1.44258e+15	1.71013e+12	5.66664e+15	6.71759e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
49	0	0	1.40966e+18	0	0	0	6.12028e+14	0	0	6.07979e+15	0	0	4.68333e+15	0	1.12385e+13	1.21706e+16	1.12385e+16	1.21706e+19	6.06061e+15	0.181155	6.06061e+15	0.0552682	1.21212e+15	1264.58	5.56114e+15	1.2877e+17	6.04553e+15	3.0303e+16	0	1.37728e+15	6.06061e+15	1.50716e+13	6.06061e+15	1.06472e+11	5.80547e+12	2.55134e+11	2.58613e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.47316e+15	0	3.93537e+13	0	6.51251e+15	6.06061e+14	7.99031e+12	2.00873e+11	9.61707e+14	9.69697e+14	1.21011e+14	1.21212e+14	5.91924e+15	1.4137e+14	6.06061e+15	0	5.19427e+11	5.80425e+12	6.09235e+14	6.02926e+15	1.53756e+11	2.47685e+13	2.57869e+14	3.42908e+10	1.85909e+13	1.62745e+14	8.97005e+08	7.34487e+11	6.91209e+12	1.42419e+10	3.6263e+11	5.29703e+12	1.168e+09	2.65538e+10	4.34507e+11	1.19226e+08	1.59258e+10	1.47516e+11	1.01572e+07	1.26532e+09	1.22202e+10	44.6971	65.1099	489.627	1.56755	3.39248	37.5366	0.8783	9.71032	20.5539	0.0305326	0.426302	1.34503	0.0408791	0.00917629	0.384462	0.00592622	0.00102264	0.0751146	0.000902815	0.00461091	0.0154878	0.000135657	0.00059825	0.00274566	1.2919e+14	105.233	1.29064e+14	1.26351e+11	1.25909e+14	3.28141e+12	1.24147e+14	5.0433e+12	1.19451e+13	3.93816e+13	7.78636e+13	1.2919e+14	1.44493e+15	1.71293e+12	5.67597e+15	6.72871e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
50	0	0	1.41001e+18	0	0	0	6.12199e+14	0	0	6.08131e+15	0	0	4.68477e+15	0	1.12385e+13	1.21706e+16	1.12385e+16	1.21706e+19	6.06061e+15	0.100038	6.06061e+15	0.0295872	1.21212e+15	767.727	5.56113e+15	1.28771e+17	6.04555e+15	3.0303e+16	0	1.37584e+15	6.06061e+15	1.50518e+13	6.06061e+15	1.06334e+11	5.80579e+12	2.54817e+11	2.5895e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.48189e+15	0	3.9515e+13	0	6.5214e+15	6.06061e+14	8.02147e+12	2.01667e+11	9.61676e+14	9.69697e+14	1.2101e+14	1.21212e+14	5.91843e+15	1.42173e+14	6.06061e+15	0	5.35146e+11	5.80357e+12	6.09511e+14	6.03264e+15	1.56434e+11	2.52332e+13	2.62759e+14	3.44252e+10	1.86814e+13	1.63565e+14	9.16262e+08	7.51538e+11	7.07459e+12	1.43124e+10	3.64405e+11	5.32382e+12	1.18288e+09	2.69717e+10	4.41195e+11	1.20318e+08	1.60765e+10	1.4893e+11	1.0325e+07	1.28965e+09	1.2462e+10	27.103	39.1547	289.462	0.951967	2.04176	22.3627	0.535044	5.90326	12.3244	0.0186305	0.259421	0.809196	0.0248905	0.00553276	0.227834	0.00361106	0.000616484	0.0446667	0.0005523	0.00281461	0.00930756	8.30502e-05	0.000365414	0.00165147	1.29358e+14	63.7026	1.29231e+14	1.27089e+11	1.26058e+14	3.30006e+12	1.24219e+14	5.1387e+12	1.19495e+13	3.94329e+13	7.79755e+13	1.29358e+14	1.44723e+15	1.71567e+12	5.68504e+15	6.73953e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
51	0	0	1.41036e+18	0	0	0	6.1237e+14	0	0	6.08284e+15	0	0	4.6862e+15	0	1.12384e+13	1.21706e+16	1.12384e+16	1.21706e+19	6.06061e+15	0.0552507	6.06061e+15	0.015842	1.21212e+15	466.068	5.56113e+15	1.28772e+17	6.04557e+15	3.0303e+16	0	1.3744e+15	6.06061e+15	1.50318e+13	6.06061e+15	1.06196e+11	5.80611e+12	2.545e+11	2.59287e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.49061e+15	0	3.96663e+13	0	6.53028e+15	6.06061e+14	8.05065e+12	2.02412e+11	9.61646e+14	9.69697e+14	1.2101e+14	1.21212e+14	5.91767e+15	1.42936e+14	6.06061e+15	0	5.51135e+11	5.80326e+12	6.09792e+14	6.03599e+15	1.59104e+11	2.56958e+13	2.67626e+14	3.4553e+10	1.8767e+13	1.6434e+14	9.35354e+08	7.6844e+11	7.23566e+12	1.43793e+10	3.66086e+11	5.34915e+12	1.19746e+09	2.73831e+10	4.47774e+11	1.21353e+08	1.62193e+10	1.50268e+11	1.04886e+07	1.31348e+09	1.26988e+10	16.4317	23.5548	171.3	0.577892	1.22876	13.3245	0.325782	3.58762	7.39295	0.0113599	0.157773	0.486707	0.0151486	0.00333651	0.135118	0.00219919	0.000371622	0.02657	0.000337616	0.00171707	0.0055946	5.08015e-05	0.000223036	0.000993243	1.29525e+14	38.5599	1.29397e+14	1.27793e+11	1.26207e+14	3.31785e+12	1.24291e+14	5.23364e+12	1.19547e+13	3.9484e+13	7.80862e+13	1.29525e+14	1.44946e+15	1.71833e+12	5.6939e+15	6.75008e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
52	0	0	1.41071e+18	0	0	0	6.1254e+14	0	0	6.08437e+15	0	0	4.68764e+15	0	1.12384e+13	1.21706e+16	1.12384e+16	1.21706e+19	6.06061e+15	0.0305129	6.06061e+15	0.00848158	1.21212e+15	282.912	5.56112e+15	1.28773e+17	6.04559e+15	3.0303e+16	0	1.37296e+15	6.06061e+15	1.50119e+13	6.06061e+15	1.06058e+11	5.80642e+12	2.54183e+11	2.59625e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.49933e+15	0	3.98078e+13	0	6.53914e+15	6.06061e+14	8.07793e+12	2.03108e+11	9.61619e+14	9.69697e+14	1.21009e+14	1.21212e+14	5.91694e+15	1.43662e+14	6.06061e+15	0	5.67395e+11	5.80326e+12	6.10078e+14	6.03933e+15	1.61763e+11	2.61563e+13	2.72469e+14	3.46743e+10	1.88481e+13	1.65074e+14	9.5428e+08	7.85191e+11	7.39528e+12	1.44427e+10	3.67676e+11	5.3731e+12	1.21176e+09	2.77883e+10	4.54246e+11	1.22333e+08	1.63544e+10	1.51534e+11	1.0648e+07	1.3368e+09	1.29308e+10	9.95987	14.1743	101.468	0.350661	0.739416	7.93999	0.198266	2.17954	4.43628	0.00692174	0.0958956	0.292664	0.00921539	0.0020123	0.0801889	0.00133862	0.000223998	0.01581	0.000206227	0.00104687	0.00336335	3.10494e-05	0.000136036	0.000597301	1.29691e+14	23.3382	1.29563e+14	1.28464e+11	1.26357e+14	3.33481e+12	1.24363e+14	5.32813e+12	1.19604e+13	3.9535e+13	7.81959e+13	1.29691e+14	1.45165e+15	1.72094e+12	5.70257e+15	6.76039e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
53	0	0	1.41106e+18	0	0	0	6.12711e+14	0	0	6.08592e+15	0	0	4.68908e+15	0	1.12384e+13	1.21706e+16	1.12384e+16	1.21706e+19	6.06061e+15	0.0168445	6.06061e+15	0.0045387	1.21212e+15	171.689	5.56112e+15	1.28774e+17	6.04561e+15	3.0303e+16	0	1.37152e+15	6.06061e+15	1.49919e+13	6.06061e+15	1.0592e+11	5.80674e+12	2.53866e+11	2.59964e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.50806e+15	0	3.99401e+13	0	6.548e+15	6.06061e+14	8.10342e+12	2.03759e+11	9.61594e+14	9.69697e+14	1.21008e+14	1.21212e+14	5.91626e+15	1.44351e+14	6.06061e+15	0	5.83923e+11	5.80354e+12	6.10369e+14	6.04266e+15	1.64413e+11	2.66147e+13	2.7729e+14	3.47895e+10	1.89249e+13	1.65766e+14	9.73035e+08	8.0179e+11	7.55344e+12	1.45029e+10	3.6918e+11	5.39573e+12	1.22577e+09	2.81873e+10	4.60613e+11	1.2326e+08	1.64822e+10	1.5273e+11	1.08032e+07	1.35962e+09	1.3158e+10	6.03482	8.53028	60.1462	0.212658	0.444839	4.73113	0.120585	1.32343	2.66249	0.004214	0.0582436	0.175914	0.00560261	0.00121356	0.0476141	0.000814247	0.000134984	0.00940877	0.00012586	0.00063779	0.00202195	1.89592e-05	8.29024e-05	0.000359104	1.29857e+14	14.1214	1.29728e+14	1.29104e+11	1.26506e+14	3.35098e+12	1.24435e+14	5.42217e+12	1.19666e+13	3.95859e+13	7.83047e+13	1.29857e+14	1.4538e+15	1.72349e+12	5.71108e+15	6.77051e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
54	0	0	1.41142e+18	0	0	0	6.12882e+14	0	0	6.08746e+15	0	0	4.69052e+15	0	1.12383e+13	1.21706e+16	1.12383e+16	1.21706e+19	6.06061e+15	0.0093079	6.06061e+15	0.0024316	1.21212e+15	104.238	5.56112e+15	1.28774e+17	6.04563e+15	3.0303e+16	0	1.37009e+15	6.06061e+15	1.49718e+13	6.06061e+15	1.05782e+11	5.80706e+12	2.53549e+11	2.60303e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.51678e+15	0	4.00637e+13	0	6.55684e+15	6.06061e+14	8.1272e+12	2.04366e+11	9.6157e+14	9.69697e+14	1.21008e+14	1.21212e+14	5.9156e+15	1.45005e+14	6.06061e+15	0	6.00719e+11	5.80407e+12	6.10664e+14	6.04598e+15	1.67053e+11	2.7071e+13	2.82088e+14	3.48987e+10	1.89974e+13	1.66421e+14	9.91618e+08	8.18234e+11	7.71012e+12	1.45598e+10	3.70602e+11	5.41711e+12	1.23952e+09	2.85802e+10	4.66878e+11	1.24136e+08	1.66029e+10	1.53859e+11	1.09544e+07	1.38195e+09	1.33804e+10	3.65784	5.13788	35.7078	0.128987	0.267758	2.8213	0.0733451	0.80376	1.5994	0.00256523	0.0353753	0.10578	0.00340655	0.000732347	0.0283103	0.000495305	8.13847e-05	0.0056048	7.67989e-05	0.000388548	0.00121645	1.15741e-05	5.05157e-05	0.000216011	1.30023e+14	8.54832	1.29893e+14	1.29714e+11	1.26656e+14	3.36639e+12	1.24507e+14	5.51576e+12	1.19733e+13	3.96366e+13	7.84127e+13	1.30023e+14	1.45592e+15	1.72601e+12	5.71944e+15	6.78045e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
55	0	0	1.41177e+18	0	0	0	6.13053e+14	0	0	6.08901e+15	0	0	4.69196e+15	0	1.12383e+13	1.21706e+16	1.12383e+16	1.21706e+19	6.06061e+15	0.00514423	6.06061e+15	0.00130301	1.21212e+15	63.2875	5.56112e+15	1.28775e+17	6.04565e+15	3.0303e+16	0	1.36865e+15	6.06061e+15	1.49518e+13	6.06061e+15	1.05644e+11	5.80737e+12	2.53232e+11	2.60643e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.5255e+15	0	4.01789e+13	0	6.56568e+15	6.06061e+14	8.14934e+12	2.04933e+11	9.61548e+14	9.69697e+14	1.21007e+14	1.21212e+14	5.91498e+15	1.45626e+14	6.06061e+15	0	6.17782e+11	5.80482e+12	6.10963e+14	6.0493e+15	1.69683e+11	2.75252e+13	2.86864e+14	3.5002e+10	1.9066e+13	1.67039e+14	1.01003e+09	8.34523e+11	7.86532e+12	1.46137e+10	3.71945e+11	5.43729e+12	1.253e+09	2.89671e+10	4.73043e+11	1.24963e+08	1.67168e+10	1.54924e+11	1.11016e+07	1.40379e+09	1.35981e+10	2.21694	3.09569	21.2207	0.0782184	0.161183	1.68296	0.0445975	0.488047	0.961208	0.00156081	0.0214777	0.0636057	0.00207068	0.000442043	0.0168469	0.000301187	4.90725e-05	0.00334048	4.68372e-05	0.000236609	0.000732064	7.06143e-06	3.0766e-05	0.00012995	1.30188e+14	5.17473	1.30057e+14	1.30295e+11	1.26806e+14	3.38109e+12	1.24579e+14	5.6089e+12	1.19804e+13	3.96872e+13	7.85199e+13	1.30188e+14	1.45799e+15	1.72848e+12	5.72767e+15	6.79024e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
56	0	0	1.41213e+18	0	0	0	6.13224e+14	0	0	6.09057e+15	0	0	4.6934e+15	0	1.12383e+13	1.21706e+16	1.12383e+16	1.21706e+19	6.06061e+15	0.00283493	6.06061e+15	0.00069566	1.21212e+15	38.3754	5.56111e+15	1.28775e+17	6.04567e+15	3.0303e+16	0	1.36721e+15	6.06061e+15	1.49317e+13	6.06061e+15	1.05506e+11	5.80769e+12	2.52916e+11	2.60983e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.53422e+15	0	4.02862e+13	0	6.5745e+15	6.06061e+14	8.16992e+12	2.05459e+11	9.61527e+14	9.69697e+14	1.21007e+14	1.21212e+14	5.91439e+15	1.46215e+14	6.06061e+15	0	6.3511e+11	5.80577e+12	6.11265e+14	6.05263e+15	1.72302e+11	2.79773e+13	2.91617e+14	3.50997e+10	1.91307e+13	1.67622e+14	1.02826e+09	8.50656e+11	8.01904e+12	1.46647e+10	3.73213e+11	5.45634e+12	1.26622e+09	2.93482e+10	4.7911e+11	1.25742e+08	1.68241e+10	1.55927e+11	1.12449e+07	1.42515e+09	1.38111e+10	1.34177	1.86322	12.6032	0.0473596	0.0969002	1.0027	0.0270747	0.295904	0.577075	0.000948044	0.0130185	0.0381919	0.00125671	0.000266495	0.0100175	0.000182855	2.95503e-05	0.00198884	2.85147e-05	0.000143846	0.000440056	4.30055e-06	1.87055e-05	7.80735e-05	1.30352e+14	3.12836	1.30221e+14	1.30849e+11	1.26957e+14	3.39509e+12	1.2465e+14	5.70159e+12	1.19879e+13	3.97376e+13	7.86264e+13	1.30352e+14	1.46005e+15	1.73092e+12	5.73579e+15	6.79989e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
57	0	0	1.41249e+18	0	0	0	6.13395e+14	0	0	6.09213e+15	0	0	4.69483e+15	0	1.12382e+13	1.21706e+16	1.12382e+16	1.21706e+19	6.06061e+15	0.00156287	6.06061e+15	0.000371581	1.21212e+15	23.2719	5.56111e+15	1.28776e+17	6.04569e+15	3.0303e+16	0	1.36577e+15	6.06061e+15	1.49116e+13	6.06061e+15	1.05369e+11	5.80801e+12	2.526e+11	2.61324e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.54293e+15	0	4.03858e+13	0	6.58332e+15	6.06061e+14	8.18902e+12	2.05948e+11	9.61508e+14	9.69697e+14	1.21006e+14	1.21212e+14	5.91383e+15	1.46773e+14	6.06061e+15	0	6.52703e+11	5.8069e+12	6.11571e+14	6.05595e+15	1.7491e+11	2.84273e+13	2.96347e+14	3.51919e+10	1.91918e+13	1.68172e+14	1.04632e+09	8.66633e+11	8.17126e+12	1.47129e+10	3.7441e+11	5.47432e+12	1.27918e+09	2.97235e+10	4.85081e+11	1.26475e+08	1.69251e+10	1.56871e+11	1.13844e+07	1.44604e+09	1.40195e+10	0.812098	1.12188	7.49341	0.0286717	0.0582662	0.597686	0.0164331	0.179386	0.346631	0.000575637	0.00788908	0.0229348	0.000762556	0.000160704	0.00596216	0.000110986	1.77975e-05	0.00118485	1.73522e-05	8.74225e-05	0.00026462	2.61785e-06	1.13685e-05	4.69159e-05	1.30516e+14	1.89142	1.30384e+14	1.31376e+11	1.27107e+14	3.40844e+12	1.24722e+14	5.79384e+12	1.19957e+13	3.97879e+13	7.87321e+13	1.30516e+14	1.46207e+15	1.73332e+12	5.7438e+15	6.80942e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
58	0	0	1.41285e+18	0	0	0	6.13566e+14	0	0	6.0937e+15	0	0	4.69627e+15	0	1.12382e+13	1.21706e+16	1.12382e+16	1.21706e+19	6.06061e+15	0.000861685	6.06061e+15	0.000198513	1.21212e+15	14.1124	5.56111e+15	1.28776e+17	6.04571e+15	3.0303e+16	0	1.36434e+15	6.06061e+15	1.48916e+13	6.06061e+15	1.05231e+11	5.80832e+12	2.52285e+11	2.61665e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.55165e+15	0	4.04783e+13	0	6.59212e+15	6.06061e+14	8.2067e+12	2.06402e+11	9.6149e+14	9.69697e+14	1.21006e+14	1.21212e+14	5.9133e+15	1.47301e+14	6.06061e+15	0	6.70559e+11	5.80819e+12	6.1188e+14	6.05927e+15	1.77508e+11	2.88752e+13	3.01056e+14	3.52789e+10	1.92495e+13	1.68691e+14	1.0642e+09	8.82453e+11	8.32199e+12	1.47584e+10	3.75538e+11	5.49126e+12	1.2919e+09	3.00931e+10	4.90958e+11	1.27164e+08	1.702e+10	1.57758e+11	1.15202e+07	1.46646e+09	1.42234e+10	0.491468	0.675687	4.45941	0.0173541	0.0350382	0.356386	0.00997102	0.108725	0.208285	0.000349365	0.00477902	0.0137728	0.000462575	9.69244e-05	0.00355129	6.73418e-05	1.07198e-05	0.000706228	1.05541e-05	5.31094e-05	0.000159164	1.59267e-06	6.90605e-06	2.81954e-05	1.30679e+14	1.14352	1.30547e+14	1.31879e+11	1.27258e+14	3.42116e+12	1.24793e+14	5.88564e+12	1.20037e+13	3.9838e+13	7.88373e+13	1.30679e+14	1.46407e+15	1.7357e+12	5.75173e+15	6.81883e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
59	0	0	1.41321e+18	0	0	0	6.13738e+14	0	0	6.09527e+15	0	0	4.6977e+15	0	1.12381e+13	1.21706e+16	1.12381e+16	1.21706e+19	6.06061e+15	0.000473542	6.06061e+15	0.000105568	1.21212e+15	8.54857	5.56111e+15	1.28776e+17	6.04573e+15	3.0303e+16	0	1.3629e+15	6.06061e+15	1.48715e+13	6.06061e+15	1.05094e+11	5.80864e+12	2.5197e+11	2.62007e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.56036e+15	0	4.05638e+13	0	6.60092e+15	6.06061e+14	8.22304e+12	2.06821e+11	9.61474e+14	9.69697e+14	1.21005e+14	1.21212e+14	5.91281e+15	1.47801e+14	6.06061e+15	0	6.88677e+11	5.80962e+12	6.12191e+14	6.0626e+15	1.80095e+11	2.93211e+13	3.05742e+14	3.5361e+10	1.93038e+13	1.69179e+14	1.0819e+09	8.98116e+11	8.47123e+12	1.48014e+10	3.76601e+11	5.50722e+12	1.30438e+09	3.04573e+10	4.96744e+11	1.27811e+08	1.71091e+10	1.5859e+11	1.16523e+07	1.48642e+09	1.44229e+10	0.297071	0.406565	2.65239	0.0104902	0.0210467	0.212292	0.00604195	0.0658136	0.125044	0.00021173	0.00289101	0.00826106	0.000280231	5.83964e-05	0.00211394	4.08043e-05	6.44949e-06	0.000420581	6.40989e-06	3.22187e-05	9.56418e-05	9.67494e-07	4.18913e-06	1.69263e-05	1.30842e+14	0.690559	1.30709e+14	1.32358e+11	1.27409e+14	3.43327e+12	1.24865e+14	5.977e+12	1.2012e+13	3.98879e+13	7.89418e+13	1.30842e+14	1.46605e+15	1.73806e+12	5.75957e+15	6.82815e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
