Time	[eIF2_GDP]	[eIF2B]	[eIF2_GDP_eIF2B]	[eIF2_GTP]	[Met-tRNA]	[eIF2_GTP_Met-tRNA]	[eIF3]	[eIF5]	[eIF3_eIF5]	[eIF3_eIF5_eIF2_GTP_Met-tRNA]	[eIF1]	[eIF1_eIF3_eIF5_eIF2_GTP_Met-tRNA]	[40S]	[eIF1A]	[40S_eIF1A]	[43S]	[eIF4E]	[eIF4G]	[eIF4E_eIF4G]	[mRNA_cap]	[Pab1]	[mRNA_Pab1]	[eIF4E_eIF4G_mRNA_Pab1]	[eIF4A]	[eIF4B]	[eIF4A_eIF4B]	[eIF4E_eIF4G_mRNA_Pab1_eIF4A_eIF4B]	[48S]	[Ded1]	[48S_Ded1]	[eIF5B_GDP]	[eIF5B_GTP]	[48S_Ded1_eIF5B_GTP]	[60S]	[eEF1A_GDP]	[eEF1B]	[eEF1A_GDP_eEF1B]	[eEF1A_GTP]	[aa-tRNA]	[aa-tRNA_eEF1A_GTP]	[eEF2_GDP]	[eEF2_GTP]	[eEF3_GDP]	[eEF3_GTP]	[tRNA]	[80S_1]	[80S_aa-tRNA_eEF1A_GTP_1]	[80S_aa-tRNA_1]	[80S_aa-tRNA_eEF2_GTP_1]	[80S_2]	[80S_aa-tRNA_eEF1A_GTP_2]	[80S_aa-tRNA_2]	[80S_aa-tRNA_eEF2_GTP_2]	[80S_tRNA_2]	[80S_tRNA_eEF3_GTP_2]	[80S_3]	[80S_aa-tRNA_eEF1A_GTP_3]	[80S_aa-tRNA_3]	[80S_aa-tRNA_eEF2_GTP_3]	[80S_tRNA_3]	[80S_tRNA_eEF3_GTP_3]	[80S_4]	[80S_aa-tRNA_eEF1A_GTP_4]	[80S_aa-tRNA_4]	[80S_aa-tRNA_eEF2_GTP_4]	[80S_tRNA_4]	[80S_tRNA_eEF3_GTP_4]	[80S_5]	[80S_aa-tRNA_eEF1A_GTP_5]	[80S_aa-tRNA_5]	[80S_aa-tRNA_eEF2_GTP_5]	[80S_tRNA_5]	[80S_tRNA_eEF3_GTP_5]	[80S_6]	[80S_aa-tRNA_eEF1A_GTP_6]	[80S_aa-tRNA_6]	[80S_aa-tRNA_eEF2_GTP_6]	[80S_tRNA_6]	[80S_tRNA_eEF3_GTP_6]	[80S_7]	[80S_aa-tRNA_eEF1A_GTP_7]	[80S_aa-tRNA_7]	[80S_aa-tRNA_eEF2_GTP_7]	[80S_tRNA_7]	[80S_tRNA_eEF3_GTP_7]	[80S_8]	[80S_aa-tRNA_eEF1A_GTP_8]	[80S_aa-tRNA_8]	[80S_aa-tRNA_eEF2_GTP_8]	[80S_tRNA_8]	[80S_tRNA_eEF3_GTP_8]	[80S_9]	[80S_aa-tRNA_eEF1A_GTP_9]	[80S_aa-tRNA_9]	[80S_aa-tRNA_eEF2_GTP_9]	[80S_tRNA_9]	[80S_tRNA_eEF3_GTP_9]	[80S_10]	[80S_aa-tRNA_eEF1A_GTP_10]	[80S_aa-tRNA_10]	[80S_aa-tRNA_eEF2_GTP_10]	[80S_tRNA_10]	[80S_tRNA_eEF3_GTP_10]	[80S_11]	[80S_aa-tRNA_eEF1A_GTP_11]	[80S_aa-tRNA_11]	[80S_aa-tRNA_eEF2_GTP_11]	[80S_tRNA_11]	[80S_tRNA_eEF3_GTP_11]	[80S_12]	[80S_aa-tRNA_eEF1A_GTP_12]	[80S_aa-tRNA_12]	[80S_aa-tRNA_eEF2_GTP_12]	[80S_tRNA_12]	[80S_tRNA_eEF3_GTP_12]	[80S_13]	[80S_aa-tRNA_eEF1A_GTP_13]	[80S_aa-tRNA_13]	[80S_aa-tRNA_eEF2_GTP_13]	[80S_tRNA_13]	[80S_tRNA_eEF3_GTP_13]	[80S_14]	[80S_aa-tRNA_eEF1A_GTP_14]	[80S_aa-tRNA_14]	[80S_aa-tRNA_eEF2_GTP_14]	[80S_tRNA_14]	[80S_tRNA_eEF3_GTP_14]	[80S_15]	[80S_aa-tRNA_eEF1A_GTP_15]	[80S_aa-tRNA_15]	[80S_aa-tRNA_eEF2_GTP_15]	[80S_tRNA_15]	[80S_tRNA_eEF3_GTP_15]	[80S_16]	[80S_aa-tRNA_eEF1A_GTP_16]	[80S_aa-tRNA_16]	[80S_aa-tRNA_eEF2_GTP_16]	[80S_tRNA_16]	[80S_tRNA_eEF3_GTP_16]	[80S_17]	[80S_aa-tRNA_eEF1A_GTP_17]	[80S_aa-tRNA_17]	[80S_aa-tRNA_eEF2_GTP_17]	[80S_tRNA_17]	[80S_tRNA_eEF3_GTP_17]	[80S_18]	[80S_aa-tRNA_eEF1A_GTP_18]	[80S_aa-tRNA_18]	[80S_aa-tRNA_eEF2_GTP_18]	[80S_tRNA_18]	[80S_tRNA_eEF3_GTP_18]	[80S_19]	[80S_aa-tRNA_eEF1A_GTP_19]	[80S_aa-tRNA_19]	[80S_aa-tRNA_eEF2_GTP_19]	[80S_tRNA_19]	[80S_tRNA_eEF3_GTP_19]	[80S_20]	[80S_tRNA_20]	[80S_tRNA_eEF3_GTP_20]	[eRF3_GDP]	[eRF3_GTP]	[eRF1]	[eRF1_eRF3_GTP]	[80S_eRF1_eRF3_GTP]	[eIF4A_eIF4E_eIF4G_mRNA_Pab1]
0	1.17511e-06	2.26917e-07	0	0	2.59334e-05	0	9.31982e-07	8.10419e-07	0	0	1.5398e-06	0	7.69898e-06	2.3097e-06	0	0	3.24168e-06	8.91461e-07	0	7.16464e-07	1.78292e-06	0	0	9.72503e-06	1.13459e-06	0	0	0	1.13459e-06	0	1.94501e-07	0	0	7.69898e-06	4.0521e-05	3.20116e-06	0	0	0.000518668	0	5.67294e-06	0	4.45731e-06	0	0.000259334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67294e-07	0	8.91461e-07	0	0	0
1	1.39666e-07	2.25828e-07	1.08944e-09	6.1266e-07	2.59334e-05	1.66418e-07	2.58486e-07	1.36923e-07	4.18221e-07	1.84653e-07	1.46918e-06	1.43963e-08	5.16323e-06	1.38881e-07	2.11459e-06	2.85675e-08	2.985e-06	6.34781e-07	4.12441e-08	9.22509e-08	1.15871e-06	4.08777e-07	1.6984e-07	9.67944e-06	1.08899e-06	0	1.79387e-08	5.8199e-12	1.10693e-06	1.3781e-08	2.49466e-08	1.55683e-07	1.38712e-08	7.33404e-06	3.2048e-05	1.0536e-06	2.14756e-06	4.31399e-07	0.000518668	5.89377e-06	4.09822e-06	1.57471e-06	4.44785e-06	9.3539e-09	0.000259334	1.11531e-11	1.87988e-11	1.0891e-10	2.37798e-13	1.11954e-11	1.88701e-11	1.09323e-10	2.37202e-13	2.55028e-08	7.33048e-12	1.12296e-11	1.89277e-11	1.09657e-10	2.36602e-13	2.55806e-08	7.35286e-12	1.12442e-11	1.89523e-11	1.09799e-10	2.35793e-13	2.5614e-08	7.36245e-12	1.12256e-11	1.8921e-11	1.09616e-10	2.39081e-13	2.55718e-08	7.3503e-12	1.11581e-11	1.8807e-11	1.08953e-10	2.3083e-13	2.54179e-08	7.30607e-12	1.10239e-11	1.85809e-11	1.0764e-10	2.28049e-13	2.51125e-08	7.21828e-12	1.08048e-11	1.82114e-11	1.05496e-10	2.23506e-13	2.46134e-08	7.0748e-12	1.04827e-11	1.76684e-11	1.02346e-10	2.16833e-13	2.388e-08	6.86395e-12	1.00431e-11	1.69272e-11	9.80473e-11	2.07725e-13	2.28786e-08	6.57611e-12	9.47734e-12	1.59735e-11	9.2517e-11	1.96008e-13	2.15901e-08	6.20572e-12	8.78643e-12	1.48088e-11	8.57643e-11	1.81702e-13	2.00164e-08	5.75336e-12	7.98283e-12	1.34542e-11	7.79118e-11	1.65065e-13	1.8186e-08	5.22721e-12	7.09107e-12	1.1951e-11	6.91996e-11	1.46607e-13	1.61548e-08	4.64333e-12	6.14588e-12	1.03578e-11	5.99674e-11	1.27048e-13	1.40017e-08	4.02446e-12	5.1882e-12	8.74363e-12	5.06153e-11	1.07234e-13	1.18202e-08	3.3974e-12	4.25989e-12	7.17897e-12	4.15519e-11	8.80323e-14	9.70546e-09	2.78955e-12	3.39827e-12	5.72677e-12	3.31415e-11	7.02141e-14	7.7426e-09	2.22536e-12	2.63182e-12	4.43503e-12	2.5662e-11	5.43677e-14	5.99649e-09	1.72348e-12	8.89517e-09	4.50638e-09	1.29518e-12	3.11887e-07	2.45613e-07	8.81668e-07	9.79321e-09	3.75704e-18	1.35661e-15
2	1.25924e-07	2.25935e-07	9.82147e-10	5.90121e-07	2.59334e-05	1.68806e-07	2.5496e-07	1.33397e-07	3.87748e-07	1.74057e-07	1.42458e-06	1.32965e-08	4.80464e-06	1.32217e-07	2.07556e-06	7.09934e-08	2.98761e-06	6.37392e-07	4.14503e-08	9.04102e-08	1.15687e-06	4.13435e-07	1.74752e-07	9.68716e-06	1.09672e-06	0	6.93927e-09	5.63294e-12	1.10366e-06	1.49212e-08	2.46375e-08	1.53862e-07	1.60013e-08	6.98211e-06	3.26554e-05	1.04247e-06	2.15869e-06	4.36506e-07	0.000518668	5.27e-06	5.4499e-06	2.23035e-07	4.44787e-06	9.29932e-09	0.000259334	1.22284e-11	1.84298e-11	7.52878e-10	2.43182e-13	1.2211e-11	1.84035e-11	7.51803e-10	2.42817e-13	2.50185e-08	7.14932e-12	1.21931e-11	1.83766e-11	7.50702e-10	2.42448e-13	2.49819e-08	7.13886e-12	1.21751e-11	1.83494e-11	7.49593e-10	2.42078e-13	2.4945e-08	7.12832e-12	1.21572e-11	1.83225e-11	7.48492e-10	7.80945e-13	2.49084e-08	7.11784e-12	1.21396e-11	1.82959e-11	7.47409e-10	2.24276e-13	2.48723e-08	7.10754e-12	1.21226e-11	1.82703e-11	7.46361e-10	2.23962e-13	2.48374e-08	7.09757e-12	1.21062e-11	1.82456e-11	7.45356e-10	2.2366e-13	2.48039e-08	7.088e-12	1.20908e-11	1.82223e-11	7.44405e-10	2.23375e-13	2.47722e-08	7.07894e-12	1.20764e-11	1.82006e-11	7.43521e-10	2.2311e-13	2.47427e-08	7.07051e-12	1.20633e-11	1.8181e-11	7.42721e-10	2.2287e-13	2.47161e-08	7.06288e-12	1.2052e-11	1.8164e-11	7.42029e-10	2.22662e-13	2.46929e-08	7.05627e-12	1.20429e-11	1.81502e-11	7.41472e-10	2.22495e-13	2.46742e-08	7.05093e-12	1.20364e-11	1.81404e-11	7.41076e-10	2.22376e-13	2.46609e-08	7.04712e-12	1.20328e-11	1.8135e-11	7.40861e-10	2.22311e-13	2.46535e-08	7.04502e-12	1.20322e-11	1.81341e-11	7.40827e-10	2.22301e-13	2.46522e-08	7.04464e-12	1.20339e-11	1.81367e-11	7.40939e-10	2.22335e-13	2.46558e-08	7.04567e-12	1.20368e-11	1.8141e-11	7.41118e-10	2.22388e-13	2.46617e-08	7.04734e-12	1.20384e-11	1.81435e-11	7.41216e-10	2.22418e-13	2.4665e-08	7.0483e-12	2.31428e-07	2.46585e-08	7.04645e-12	3.11903e-07	2.45607e-07	8.81678e-07	9.78365e-09	9.76522e-17	1.36367e-15
3	1.25356e-07	2.2594e-07	9.77714e-10	5.8409e-07	2.59334e-05	1.68008e-07	2.54373e-07	1.32811e-07	3.80932e-07	1.70193e-07	1.41331e-06	1.29439e-08	4.71206e-06	1.35378e-07	2.06078e-06	8.16743e-08	2.98747e-06	6.37255e-07	4.14397e-08	9.02148e-08	1.15667e-06	4.13483e-07	1.74885e-07	9.68715e-06	1.09671e-06	0	6.01601e-09	5.62771e-12	1.10273e-06	1.5279e-08	2.456e-08	1.5336e-07	1.65808e-08	6.88637e-06	3.34107e-05	1.02792e-06	2.17324e-06	4.43728e-07	0.000518668	4.49295e-06	5.53345e-06	1.39469e-07	4.44787e-06	9.29858e-09	0.000259334	1.43225e-11	1.84031e-11	1.20342e-09	2.44906e-13	1.43152e-11	1.83939e-11	1.20297e-09	2.44073e-13	2.50076e-08	7.14563e-12	1.43076e-11	1.83841e-11	1.20232e-09	2.4387e-13	2.49943e-08	7.14182e-12	1.42997e-11	1.83741e-11	1.20166e-09	2.43708e-13	2.49806e-08	7.1379e-12	1.42915e-11	1.83635e-11	1.20096e-09	8.28106e-12	2.49662e-08	7.1338e-12	1.4282e-11	1.83513e-11	1.20013e-09	2.25583e-13	2.49497e-08	7.12907e-12	1.42735e-11	1.83403e-11	1.19938e-09	2.25518e-13	2.49347e-08	7.12481e-12	1.42644e-11	1.83286e-11	1.1986e-09	2.25409e-13	2.49188e-08	7.12025e-12	1.42547e-11	1.83162e-11	1.19779e-09	2.25249e-13	2.4902e-08	7.11544e-12	1.42446e-11	1.83032e-11	1.19694e-09	2.2505e-13	2.48842e-08	7.11038e-12	1.42339e-11	1.82894e-11	1.19606e-09	2.24827e-13	2.48656e-08	7.10504e-12	1.42226e-11	1.82749e-11	1.19512e-09	2.246e-13	2.48458e-08	7.0994e-12	1.42107e-11	1.82596e-11	1.19413e-09	2.24383e-13	2.48249e-08	7.09344e-12	1.41981e-11	1.82433e-11	1.19308e-09	2.24189e-13	2.48028e-08	7.08712e-12	1.41847e-11	1.8226e-11	1.19196e-09	2.24018e-13	2.47794e-08	7.08041e-12	1.41705e-11	1.82077e-11	1.19078e-09	2.23862e-13	2.47545e-08	7.07331e-12	1.41554e-11	1.81884e-11	1.18954e-09	2.23702e-13	2.47282e-08	7.06579e-12	1.41394e-11	1.8168e-11	1.18825e-09	2.23516e-13	2.47005e-08	7.05788e-12	1.41226e-11	1.81467e-11	1.18691e-09	2.23288e-13	2.46715e-08	7.04958e-12	3.16962e-07	2.46413e-08	7.04095e-12	3.11909e-07	2.45604e-07	8.81681e-07	9.77998e-09	1.33694e-16	1.36284e-15
4	1.25129e-07	2.25941e-07	9.7596e-10	5.82721e-07	2.59334e-05	1.67818e-07	2.54129e-07	1.32566e-07	3.79389e-07	1.69315e-07	1.41065e-06	1.28642e-08	4.68658e-06	1.36231e-07	2.05718e-06	8.38078e-08	2.98716e-06	6.36946e-07	4.14156e-08	9.0045e-08	1.1565e-06	4.1332e-07	1.74766e-07	9.6867e-06	1.09625e-06	0	5.85571e-09	5.62759e-12	1.10212e-06	1.55116e-08	2.45068e-08	1.53034e-07	1.696e-08	6.86004e-06	3.39796e-05	1.01717e-06	2.18398e-06	4.49178e-07	0.000518668	3.90783e-06	5.49235e-06	1.63418e-07	4.44787e-06	9.30278e-09	0.000259334	1.64207e-11	1.83513e-11	1.02526e-09	2.43244e-13	1.64333e-11	1.83654e-11	1.02606e-09	2.43426e-13	2.49574e-08	7.13452e-12	1.64485e-11	1.83824e-11	1.02701e-09	2.43672e-13	2.49805e-08	7.14111e-12	1.64658e-11	1.84017e-11	1.0281e-09	2.43972e-13	2.50068e-08	7.14861e-12	1.64844e-11	1.84225e-11	1.02937e-09	1.7162e-08	2.50351e-08	7.15671e-12	1.60088e-11	1.7891e-11	9.99506e-10	2.19755e-13	2.43127e-08	6.95022e-12	1.59979e-11	1.78788e-11	9.98815e-10	2.19603e-13	2.42963e-08	6.9455e-12	1.59822e-11	1.78613e-11	9.97824e-10	2.19385e-13	2.42725e-08	6.9387e-12	1.59623e-11	1.7839e-11	9.96566e-10	2.19108e-13	2.42421e-08	6.93003e-12	1.59388e-11	1.78127e-11	9.95093e-10	2.18784e-13	2.42065e-08	6.91985e-12	1.59132e-11	1.77841e-11	9.93488e-10	2.18431e-13	2.41676e-08	6.90872e-12	1.58875e-11	1.77554e-11	9.91887e-10	2.18079e-13	2.41286e-08	6.89759e-12	1.58651e-11	1.77304e-11	9.90497e-10	2.17774e-13	2.40946e-08	6.88786e-12	1.58504e-11	1.7714e-11	9.896e-10	2.17577e-13	2.40723e-08	6.88148e-12	1.58486e-11	1.77119e-11	9.89517e-10	2.17558e-13	2.40695e-08	6.88067e-12	1.58643e-11	1.77295e-11	9.90542e-10	2.17784e-13	2.40933e-08	6.88748e-12	1.59004e-11	1.77698e-11	9.92847e-10	2.1829e-13	2.4148e-08	6.90314e-12	1.59566e-11	1.78327e-11	9.9641e-10	2.19074e-13	2.42335e-08	6.92756e-12	1.60294e-11	1.79141e-11	1.001e-09	2.20082e-13	2.4344e-08	6.95917e-12	3.38806e-07	2.44699e-08	6.99515e-12	3.11911e-07	2.45604e-07	8.81682e-07	9.77904e-09	1.42894e-16	1.3621e-15
5	1.24799e-07	2.25944e-07	9.7339e-10	5.81992e-07	2.59334e-05	1.67788e-07	2.5392e-07	1.32357e-07	3.78507e-07	1.68899e-07	1.40914e-06	1.28243e-08	4.6735e-06	1.36291e-07	2.05557e-06	8.41908e-08	2.9865e-06	6.36288e-07	4.1364e-08	8.98394e-08	1.1563e-06	4.12816e-07	1.74354e-07	9.68558e-06	1.09513e-06	0	5.8141e-09	5.62538e-12	1.10095e-06	1.59602e-08	2.4411e-08	1.52414e-07	1.76752e-08	6.8469e-06	3.43837e-05	1.00975e-06	2.19141e-06	4.52972e-07	0.000518668	3.49257e-06	5.4766e-06	1.65553e-07	4.44787e-06	9.30255e-09	0.000259334	1.8336e-11	1.83143e-11	1.00951e-09	2.43585e-13	1.83379e-11	1.83162e-11	1.00962e-09	2.43574e-13	2.48912e-08	7.11541e-12	1.83399e-11	1.83181e-11	1.00973e-09	2.43565e-13	2.48939e-08	7.11616e-12	1.83418e-11	1.832e-11	1.00983e-09	2.43555e-13	2.48965e-08	7.11691e-12	1.83436e-11	1.83219e-11	1.01013e-09	3.07808e-08	2.48989e-08	7.11762e-12	1.78839e-11	1.78627e-11	9.84615e-10	2.19309e-13	2.4275e-08	6.93924e-12	1.78822e-11	1.7861e-11	9.8452e-10	2.19288e-13	2.42726e-08	6.93858e-12	1.78803e-11	1.78591e-11	9.84417e-10	2.19265e-13	2.42701e-08	6.93785e-12	1.78784e-11	1.78572e-11	9.84311e-10	2.19241e-13	2.42675e-08	6.93711e-12	1.78766e-11	1.78554e-11	9.84213e-10	2.19219e-13	2.42651e-08	6.93641e-12	1.78751e-11	1.7854e-11	9.84133e-10	2.19202e-13	2.42631e-08	6.93585e-12	1.78742e-11	1.7853e-11	9.84083e-10	2.1919e-13	2.42618e-08	6.93548e-12	1.7874e-11	1.78528e-11	9.84071e-10	2.19188e-13	2.42615e-08	6.93538e-12	1.78745e-11	1.78534e-11	9.84105e-10	2.19195e-13	2.42623e-08	6.93561e-12	1.78761e-11	1.78549e-11	9.8419e-10	2.19214e-13	2.42643e-08	6.9362e-12	1.78785e-11	1.78573e-11	9.84325e-10	2.19245e-13	2.42676e-08	6.93714e-12	1.78817e-11	1.78605e-11	9.84504e-10	2.19284e-13	2.42719e-08	6.93838e-12	1.78854e-11	1.78643e-11	9.84712e-10	2.19331e-13	2.4277e-08	6.93984e-12	1.78894e-11	1.78682e-11	9.8493e-10	2.19379e-13	2.42824e-08	6.94138e-12	3.38024e-07	2.42875e-08	6.94282e-12	3.11911e-07	2.45604e-07	8.81682e-07	9.77908e-09	1.42564e-16	1.36006e-15
6	1.24488e-07	2.25946e-07	9.70977e-10	5.81474e-07	2.59334e-05	1.6778e-07	2.5372e-07	1.32157e-07	3.77868e-07	1.68615e-07	1.40802e-06	1.27966e-08	4.66127e-06	1.36319e-07	2.05439e-06	8.42262e-08	2.98586e-06	6.35645e-07	4.13136e-08	8.96336e-08	1.15609e-06	4.12328e-07	1.73948e-07	9.68448e-06	1.09403e-06	0	5.79735e-09	5.62332e-12	1.09984e-06	1.6392e-08	2.43186e-08	1.51822e-07	1.836e-08	6.83465e-06	3.47116e-05	1.0038e-06	2.19736e-06	4.5604e-07	0.000518668	3.15558e-06	5.46795e-06	1.61807e-07	4.44787e-06	9.30274e-09	0.000259334	2.02445e-11	1.82695e-11	1.03034e-09	2.43793e-13	2.0246e-11	1.82709e-11	1.03041e-09	2.43771e-13	2.48291e-08	7.09779e-12	2.02475e-11	1.82722e-11	1.03049e-09	2.43749e-13	2.48309e-08	7.09831e-12	2.02489e-11	1.82735e-11	1.03056e-09	2.43726e-13	2.48327e-08	7.09881e-12	2.02504e-11	1.82748e-11	1.03091e-09	4.31722e-08	2.48344e-08	7.09932e-12	1.97847e-11	1.78545e-11	1.00693e-09	2.19205e-13	2.42633e-08	6.93606e-12	1.97841e-11	1.7854e-11	1.0069e-09	2.19198e-13	2.42626e-08	6.93585e-12	1.97835e-11	1.78534e-11	1.00687e-09	2.19192e-13	2.42619e-08	6.93564e-12	1.97829e-11	1.78529e-11	1.00684e-09	2.19185e-13	2.42612e-08	6.93544e-12	1.97824e-11	1.78524e-11	1.00681e-09	2.19179e-13	2.42605e-08	6.93525e-12	1.97819e-11	1.7852e-11	1.00679e-09	2.19174e-13	2.42599e-08	6.93508e-12	1.97814e-11	1.78516e-11	1.00677e-09	2.19169e-13	2.42593e-08	6.93491e-12	1.9781e-11	1.78512e-11	1.00674e-09	2.19164e-13	2.42588e-08	6.93477e-12	1.97807e-11	1.78509e-11	1.00673e-09	2.1916e-13	2.42584e-08	6.93465e-12	1.97804e-11	1.78506e-11	1.00671e-09	2.19157e-13	2.4258e-08	6.93454e-12	1.97801e-11	1.78504e-11	1.0067e-09	2.19154e-13	2.42577e-08	6.93445e-12	1.97798e-11	1.78501e-11	1.00668e-09	2.19151e-13	2.42574e-08	6.93436e-12	1.97796e-11	1.78499e-11	1.00667e-09	2.19148e-13	2.4257e-08	6.93426e-12	1.97792e-11	1.78496e-11	1.00665e-09	2.19145e-13	2.42566e-08	6.93415e-12	3.37845e-07	2.42561e-08	6.93401e-12	3.11911e-07	2.45604e-07	8.81682e-07	9.77909e-09	1.42489e-16	1.35809e-15
7	1.24186e-07	2.25949e-07	9.68625e-10	5.80999e-07	2.59334e-05	1.67777e-07	2.53526e-07	1.31963e-07	3.77278e-07	1.68357e-07	1.40698e-06	1.27713e-08	4.65002e-06	1.36325e-07	2.05332e-06	8.4191e-08	2.98523e-06	6.3501e-07	4.12639e-08	8.94329e-08	1.15589e-06	4.11844e-07	1.73544e-07	9.68339e-06	1.09294e-06	0	5.78563e-09	5.62128e-12	1.09873e-06	1.68196e-08	2.42278e-08	1.5124e-07	1.9033e-08	6.82339e-06	3.49753e-05	9.99074e-07	2.20208e-06	4.58496e-07	0.000518668	2.88471e-06	5.46023e-06	1.58146e-07	4.44787e-06	9.30294e-09	0.000259334	2.20921e-11	1.82255e-11	1.05166e-09	2.44007e-13	2.20937e-11	1.82268e-11	1.05174e-09	2.43985e-13	2.47687e-08	7.08068e-12	2.20953e-11	1.82281e-11	1.05181e-09	2.43962e-13	2.47705e-08	7.0812e-12	2.20969e-11	1.82294e-11	1.05189e-09	2.4394e-13	2.47723e-08	7.08171e-12	2.20985e-11	1.82308e-11	1.05232e-09	5.45577e-08	2.47741e-08	7.08222e-12	2.16321e-11	1.7846e-11	1.02976e-09	2.191e-13	2.42512e-08	6.93274e-12	2.16316e-11	1.78456e-11	1.02973e-09	2.19095e-13	2.42506e-08	6.93258e-12	2.16311e-11	1.78451e-11	1.02971e-09	2.1909e-13	2.425e-08	6.93241e-12	2.16305e-11	1.78447e-11	1.02968e-09	2.19085e-13	2.42495e-08	6.93224e-12	2.163e-11	1.78443e-11	1.02966e-09	2.19079e-13	2.42489e-08	6.93208e-12	2.16295e-11	1.78438e-11	1.02963e-09	2.19074e-13	2.42483e-08	6.93191e-12	2.1629e-11	1.78434e-11	1.02961e-09	2.19069e-13	2.42477e-08	6.93174e-12	2.16284e-11	1.7843e-11	1.02958e-09	2.19064e-13	2.42471e-08	6.93157e-12	2.16279e-11	1.78425e-11	1.02956e-09	2.19058e-13	2.42465e-08	6.9314e-12	2.16274e-11	1.78421e-11	1.02953e-09	2.19053e-13	2.42459e-08	6.93123e-12	2.16269e-11	1.78417e-11	1.02951e-09	2.19048e-13	2.42453e-08	6.93107e-12	2.16263e-11	1.78412e-11	1.02948e-09	2.19042e-13	2.42447e-08	6.9309e-12	2.16258e-11	1.78408e-11	1.02946e-09	2.19037e-13	2.42442e-08	6.93073e-12	2.16253e-11	1.78404e-11	1.02943e-09	2.19032e-13	2.42436e-08	6.93056e-12	3.37682e-07	2.4243e-08	6.93039e-12	3.11911e-07	2.45604e-07	8.81682e-07	9.77909e-09	1.42421e-16	1.35614e-15
8	1.23891e-07	2.25951e-07	9.66339e-10	5.80541e-07	2.59334e-05	1.67776e-07	2.53339e-07	1.31776e-07	3.76709e-07	1.68109e-07	1.40597e-06	1.2747e-08	4.63973e-06	1.36312e-07	2.05231e-06	8.41431e-08	2.9846e-06	6.34389e-07	4.12152e-08	8.92381e-08	1.1557e-06	4.11369e-07	1.73147e-07	9.68232e-06	1.09188e-06	0	5.77506e-09	5.6193e-12	1.09766e-06	1.72399e-08	2.41392e-08	1.50672e-07	1.96895e-08	6.81312e-06	3.5186e-05	9.95334e-07	2.20582e-06	4.60451e-07	0.000518668	2.66835e-06	5.45308e-06	1.54898e-07	4.44787e-06	9.30312e-09	0.000259334	2.38276e-11	1.81828e-11	1.0712e-09	2.44224e-13	2.38293e-11	1.81841e-11	1.07128e-09	2.44202e-13	2.47102e-08	7.0641e-12	2.3831e-11	1.81854e-11	1.07135e-09	2.44181e-13	2.4712e-08	7.06461e-12	2.38327e-11	1.81868e-11	1.07143e-09	2.44159e-13	2.47138e-08	7.06512e-12	2.38345e-11	1.81881e-11	1.07194e-09	6.49548e-08	2.47156e-08	7.06563e-12	2.33755e-11	1.78379e-11	1.05087e-09	2.19002e-13	2.42397e-08	6.92959e-12	2.3375e-11	1.78375e-11	1.05085e-09	2.18997e-13	2.42392e-08	6.92944e-12	2.33745e-11	1.78371e-11	1.05083e-09	2.18992e-13	2.42386e-08	6.92929e-12	2.3374e-11	1.78367e-11	1.0508e-09	2.18988e-13	2.42381e-08	6.92914e-12	2.33735e-11	1.78363e-11	1.05078e-09	2.18983e-13	2.42376e-08	6.92899e-12	2.3373e-11	1.78359e-11	1.05076e-09	2.18978e-13	2.4237e-08	6.92883e-12	2.33725e-11	1.78355e-11	1.05073e-09	2.18973e-13	2.42365e-08	6.92868e-12	2.33719e-11	1.78351e-11	1.05071e-09	2.18968e-13	2.4236e-08	6.92853e-12	2.33714e-11	1.78347e-11	1.05069e-09	2.18963e-13	2.42354e-08	6.92837e-12	2.33709e-11	1.78344e-11	1.05066e-09	2.18959e-13	2.42349e-08	6.92822e-12	2.33704e-11	1.7834e-11	1.05064e-09	2.18954e-13	2.42344e-08	6.92807e-12	2.33699e-11	1.78336e-11	1.05062e-09	2.18949e-13	2.42338e-08	6.92791e-12	2.33694e-11	1.78332e-11	1.05059e-09	2.18944e-13	2.42333e-08	6.92776e-12	2.33688e-11	1.78328e-11	1.05057e-09	2.18939e-13	2.42327e-08	6.9276e-12	3.3753e-07	2.42322e-08	6.92745e-12	3.11911e-07	2.45604e-07	8.81682e-07	9.7791e-09	1.42356e-16	1.35423e-15
