Time	[C16AcylCarCYT]	[C16AcylCarMAT]	[C16AcylCoAMAT]	[C16EnoylCoAMAT]	[C16HydroxyacylCoAMAT]	[C16KetoacylCoAMAT]	[C14AcylCarCYT]	[C14AcylCarMAT]	[C14AcylCoAMAT]	[C14EnoylCoAMAT]	[C14HydroxyacylCoAMAT]	[C14KetoacylCoAMAT]	[C12AcylCarCYT]	[C12AcylCarMAT]	[C12AcylCoAMAT]	[C12EnoylCoAMAT]	[C12HydroxyacylCoAMAT]	[C12KetoacylCoAMAT]	[C10AcylCarCYT]	[C10AcylCarMAT]	[C10AcylCoAMAT]	[C10EnoylCoAMAT]	[C10HydroxyacylCoAMAT]	[C10KetoacylCoAMAT]	[C8AcylCarCYT]	[C8AcylCarMAT]	[C8AcylCoAMAT]	[C8EnoylCoAMAT]	[C8HydroxyacylCoAMAT]	[C8KetoacylCoAMAT]	[C6AcylCarCYT]	[C6AcylCarMAT]	[C6AcylCoAMAT]	[C6EnoylCoAMAT]	[C6HydroxyacylCoAMAT]	[C6KetoacylCoAMAT]	[C4AcylCarCYT]	[C4AcylCarMAT]	[C4AcylCoAMAT]	[C4EnoylCoAMAT]	[C4HydroxyacylCoAMAT]	[C4AcetoacylCoAMAT]	[AcetylCoAMAT]	[FADHMAT]	[NADHMAT]	[CoAMAT]	[C16AcylCoACYT]	[CarCYT]	[CoACYT]	[MalCoACYT]	[CarMAT]	[FADtMAT]	[NADtMAT]	[CoAMATt]
43	0.00121377	0.00111616	0.00178044	7.58731e-05	0.000237571	7.5396e-07	0.00022478	0.000414362	0.00416916	8.82768e-05	0.000264025	8.37305e-07	0.000165044	0.000274515	0.00252014	0.000103102	0.000317495	1.00451e-06	0.000141438	0.000211557	0.00175076	0.000121094	0.000374097	1.18106e-06	0.00056884	0.000829724	0.00162057	0.000354109	0.00110224	3.48007e-06	0.0215593	0.0399467	0.0603953	0.178107	0.556064	0.00175545	0.145942	0.33976	0.28267	1.0295	3.21954	0.0101665	30	0.46	16	4964.65	0.01166	400	140	0	950	0.77	250	5000
44	0.0010136	0.000931885	0.00148638	6.32631e-05	0.000198086	6.2865e-07	0.000187218	0.00034548	0.00347915	7.35164e-05	0.000219987	6.9765e-07	0.000129401	0.000216727	0.00200216	8.54879e-05	0.000263302	8.33062e-07	0.000105003	0.000160193	0.00135419	9.96039e-05	0.000307751	9.71628e-07	0.00041504	0.000606845	0.0012237	0.000285067	0.000887394	2.80187e-06	0.0180071	0.0333384	0.0492547	0.147828	0.461545	0.00145711	0.143605	0.334263	0.248196	0.909903	2.84555	0.00898592	30	0.46	16	4965.32	0.00973923	400	140	0	950	0.77	250	5000
45	0.000846476	0.000778092	0.00124101	5.27665e-05	0.000165218	5.24341e-07	0.000156025	0.000288155	0.0029039	6.12561e-05	0.000183376	5.81545e-07	0.000101874	0.000171879	0.00159822	7.09535e-05	0.000218569	6.91543e-07	7.87639e-05	0.000122529	0.00105686	8.2125e-05	0.000253777	8.01242e-07	0.000303257	0.000444856	0.000934551	0.000230453	0.000717429	2.2653e-06	0.0150328	0.0278134	0.0402944	0.122757	0.383278	0.00121006	0.141288	0.328824	0.219717	0.809975	2.53307	0.00799945	30	0.46	16	4965.87	0.00813489	400	140	0	950	0.77	250	5000
46	0.000706933	0.000649718	0.00103624	4.4023e-05	0.000137841	4.37456e-07	0.00013009	0.000240413	0.00242413	5.10622e-05	0.000152912	4.84937e-07	8.05517e-05	0.000136935	0.00128168	5.89411e-05	0.000181589	5.74546e-07	5.96931e-05	9.4628e-05	0.000831598	6.78517e-05	0.000209692	6.62069e-07	0.000221996	0.000326997	0.000721236	0.000187021	0.000582251	1.83852e-06	0.0125447	0.0231971	0.0330527	0.101983	0.318422	0.00100532	0.138994	0.323447	0.196096	0.726297	2.2714	0.00717335	30	0.46	16	4966.34	0.00679483	400	140	0	950	0.77	250	5000
47	0.000590409	0.000542548	0.000865314	3.67361e-05	0.000115024	3.65045e-07	0.000108506	0.000200628	0.00202386	4.25794e-05	0.000127547	4.04495e-07	6.39756e-05	0.000109585	0.00103237	4.89992e-05	0.000150976	4.77692e-07	4.5696e-05	7.37441e-05	0.000659219	5.61557e-05	0.000173562	5.48002e-07	0.000162884	0.000241123	0.00056196	0.000152307	0.000474196	1.49736e-06	0.0104648	0.0193421	0.0271749	0.0847566	0.264642	0.000835544	0.136726	0.318137	0.176429	0.656057	2.05175	0.00647988	30	0.46	16	4966.73	0.00567552	400	140	0	950	0.77	250	5000
48	0.000493101	0.000453072	0.000722616	3.06605e-05	9.60009e-05	3.04671e-07	9.05291e-05	0.000167456	0.00168984	3.55159e-05	0.000106414	3.37477e-07	5.10373e-05	8.80778e-05	0.000834987	4.0761e-05	0.000125603	3.97417e-07	3.53182e-05	5.79517e-05	0.000526059	4.65434e-05	0.000143863	4.5424e-07	0.000119842	0.000178439	0.000441659	0.000124427	0.000387409	1.22334e-06	0.00872729	0.0161243	0.0223864	0.0704647	0.22002	0.000694675	0.134485	0.312897	0.159992	0.596944	1.86689	0.00589623	30	0.46	16	4967.05	0.0047406	400	140	0	950	0.77	250	5000
49	0.000411837	0.000378362	0.000603475	2.55932e-05	8.01346e-05	2.54317e-07	7.5548e-05	0.00013979	0.00141105	2.96311e-05	8.88002e-05	2.81617e-07	4.08938e-05	7.10825e-05	0.000677902	3.39271e-05	0.000104553	3.30815e-07	2.75443e-05	4.58897e-05	0.000422286	3.86237e-05	0.000119391	3.76975e-07	8.84552e-05	0.000132581	0.000349808	0.000101938	0.000317397	1.00228e-06	0.00727649	0.0134394	0.0184726	0.0586007	0.182978	0.000577731	0.132272	0.307727	0.1462	0.547052	1.71087	0.00540361	30	0.46	16	4967.33	0.00395968	400	140	0	950	0.77	250	5000
50	0.000343968	0.000315978	0.000503993	2.13657e-05	6.68978e-05	2.12309e-07	6.30575e-05	0.000116707	0.00117833	2.4726e-05	7.41133e-05	2.3504e-07	3.29043e-05	5.75866e-05	0.000552262	2.8253e-05	8.70729e-05	2.75508e-07	2.16611e-05	3.65885e-05	0.000340756	3.20846e-05	9.91829e-05	3.13172e-07	6.55259e-05	9.89434e-05	0.000278969	8.3722e-05	0.000260687	8.23215e-07	0.00606564	0.0111999	0.015265	0.0487476	0.152214	0.000480603	0.130089	0.302631	0.134583	0.504813	1.57878	0.00498653	30	0.46	16	4967.56	0.0033074	400	140	0	950	0.77	250	5000
51	0.000287287	0.000263884	0.000420921	1.78381e-05	5.58525e-05	1.77255e-07	5.26396e-05	9.74452e-05	0.000984026	2.06362e-05	6.18636e-05	1.96192e-07	2.65813e-05	4.68176e-05	0.000451296	2.35379e-05	7.25454e-05	2.29543e-07	1.71641e-05	2.93512e-05	0.000276225	2.66756e-05	8.24658e-05	2.6039e-07	4.87373e-05	7.4195e-05	0.000223827	6.89136e-05	0.000214583	6.77632e-07	0.00505542	0.0093324	0.0126297	0.0405612	0.126653	0.000399901	0.127936	0.29761	0.124755	0.468929	1.46656	0.0046322	30	0.46	16	4967.75	0.00276258	400	140	0	950	0.77	250	5000
52	0.000239947	0.000220382	0.000351548	1.4894e-05	4.66343e-05	1.48e-07	4.39478e-05	8.1368e-05	0.000821795	1.7225e-05	5.1644e-05	1.63782e-07	2.15532e-05	3.81844e-05	0.000369799	1.96169e-05	6.04636e-05	1.91315e-07	1.36938e-05	2.36727e-05	0.000224807	2.21946e-05	6.86157e-05	2.16659e-07	3.64121e-05	5.59232e-05	0.000180539	5.68347e-05	0.000176975	5.58876e-07	0.00421284	0.00777543	0.0104602	0.033757	0.105408	0.000332823	0.125815	0.292663	0.116405	0.43833	1.37087	0.00433004	30	0.46	16	4967.92	0.0023075	400	140	0	950	0.77	250	5000
53	0.000200409	0.000184054	0.000293613	1.24366e-05	3.89398e-05	1.2358e-07	3.66945e-05	6.79472e-05	0.00068633	1.43792e-05	4.31165e-05	1.36738e-07	1.75359e-05	3.12329e-05	0.000303748	1.63543e-05	5.04095e-05	1.59503e-07	1.09916e-05	1.91829e-05	0.00018359	1.84776e-05	5.71261e-05	1.80381e-07	2.73356e-05	4.23807e-05	0.000146297	4.69526e-05	0.000146206	4.61714e-07	0.00351026	0.00647761	0.00867102	0.0280998	0.0877437	0.000277051	0.123725	0.287791	0.109278	0.412129	1.28893	0.00407131	30	0.46	16	4968.06	0.00192738	400	140	0	950	0.77	250	5000
54	0.000167386	0.000153715	0.000245229	1.03851e-05	3.25165e-05	1.03195e-07	3.06405e-05	5.67426e-05	0.000573208	1.20047e-05	3.59996e-05	1.14168e-07	1.43117e-05	2.56125e-05	0.000250021	1.3638e-05	4.20384e-05	1.33016e-07	8.86985e-06	1.56084e-05	0.000150375	1.53909e-05	4.75846e-05	1.50254e-07	2.06281e-05	3.23004e-05	0.000119025	3.88463e-05	0.000120965	3.82007e-07	0.00292454	0.005396	0.00719335	0.0233951	0.0730532	0.000230668	0.121666	0.282994	0.103164	0.389592	1.21845	0.00384876	30	0.46	16	4968.18	0.00160989	400	140	0	950	0.77	250	5000
55	0.000139806	0.000128378	0.000204821	8.67239e-06	2.71538e-05	8.6176e-08	2.55867e-05	4.73873e-05	0.00047874	1.0023e-05	3.00592e-05	9.53291e-08	1.17129e-05	2.1051e-05	0.000206173	1.13755e-05	3.50654e-05	1.10953e-07	7.19109e-06	1.27449e-05	0.000123483	1.28254e-05	3.96536e-05	1.25211e-07	1.56517e-05	2.47619e-05	9.71725e-05	3.21809e-05	0.000100211	3.16467e-07	0.00243634	0.0044947	0.00597139	0.0194814	0.0608328	0.000192083	0.119639	0.278273	0.0978921	0.370112	1.15753	0.00365639	30	0.46	16	4968.28	0.00134469	400	140	0	950	0.77	250	5000
56	0.00011677	0.000107218	0.000171072	7.24237e-06	2.26763e-05	7.1966e-08	2.13675e-05	3.95756e-05	0.000399846	8.36889e-06	2.51003e-05	7.96026e-08	9.60977e-06	1.73363e-05	0.000170283	9.49026e-06	2.92548e-05	9.25673e-08	5.85368e-06	1.04383e-05	0.000101621	1.06913e-05	3.30562e-05	1.0438e-07	1.19436e-05	1.90959e-05	7.95684e-05	2.66889e-05	8.31095e-05	2.62463e-07	0.00202949	0.00374373	0.00495981	0.0162252	0.0506651	0.000159979	0.117643	0.273626	0.0933199	0.353184	1.10459	0.00348922	30	0.46	16	4968.37	0.00112318	400	140	0	950	0.77	250	5000
57	9.75296e-05	8.95464e-05	0.000142885	6.04831e-06	1.89376e-05	6.01008e-08	1.78446e-05	3.30525e-05	0.000333958	6.98813e-06	2.09603e-05	6.64731e-08	7.90159e-06	1.43018e-05	0.000140832	7.91878e-06	2.44111e-05	7.72411e-08	4.78163e-06	8.57133e-06	8.37855e-05	8.91504e-06	2.75647e-05	8.70396e-08	9.16753e-06	1.48145e-05	6.53201e-05	2.21556e-05	6.89932e-05	2.17884e-07	0.00169048	0.00311809	0.00412163	0.0135154	0.0422036	0.000133262	0.115679	0.269053	0.0893311	0.338389	1.05832	0.00334311	30	0.46	16	4968.45	0.000938159	400	140	0	950	0.77	250	5000
58	8.14598e-05	7.47877e-05	0.000119343	5.05123e-06	1.58157e-05	5.0193e-08	1.4903e-05	2.7605e-05	0.000278929	5.83542e-06	1.75038e-05	5.55111e-08	6.50956e-06	1.18162e-05	0.000116611	6.60847e-06	2.03722e-05	6.44614e-08	3.91759e-06	7.05388e-06	6.91894e-05	7.43576e-06	2.29912e-05	7.25983e-08	7.07858e-06	1.15611e-05	5.37407e-05	1.84076e-05	5.73223e-05	1.81027e-07	0.00140802	0.00259691	0.0034266	0.01126	0.035161	0.000111025	0.113746	0.264553	0.0858293	0.32538	1.01764	0.00321464	30	0.46	16	4968.52	0.000783616	400	140	0	950	0.77	250	5000
59	6.80379e-05	6.24617e-05	9.96799e-05	4.2186e-06	1.32087e-05	4.19194e-08	1.24466e-05	2.30557e-05	0.00023297	4.87302e-06	1.46176e-05	4.63581e-08	5.37176e-06	9.77517e-06	9.66514e-05	5.51565e-06	1.70036e-05	5.38027e-08	3.21789e-06	5.81601e-06	5.72128e-05	6.20324e-06	1.91805e-05	6.05657e-08	5.49824e-06	9.0746e-06	4.42968e-05	1.53046e-05	4.76598e-05	1.50513e-07	0.0011727	0.00216277	0.00284988	0.00938256	0.0292986	9.25143e-05	0.111844	0.260126	0.0827346	0.313868	0.981636	0.00310095	30	0.46	16	4968.58	0.000654531	400	140	0	950	0.77	250	5000
60	5.68275e-05	5.21673e-05	8.32571e-05	3.52327e-06	1.10316e-05	3.501e-08	1.03953e-05	1.92564e-05	0.000194585	4.06946e-06	1.22077e-05	3.87152e-08	4.43929e-06	8.09572e-06	8.01765e-05	4.60402e-06	1.41934e-05	4.49108e-08	2.64892e-06	4.80302e-06	4.73635e-05	5.17593e-06	1.60043e-05	5.05362e-08	4.29591e-06	7.16281e-06	3.65708e-05	1.27326e-05	3.96507e-05	1.2522e-07	0.000976678	0.00180117	0.00237109	0.00781955	0.024418	7.71035e-05	0.109973	0.255772	0.0799812	0.303612	0.949563	0.00299966	30	0.46	16	4968.63	0.000546711	400	140	0	950	0.77	250	5000
61	4.74643e-05	4.35697e-05	6.95402e-05	2.94259e-06	9.21341e-06	2.92399e-08	8.68213e-06	1.60833e-05	0.000162525	3.39849e-06	1.01952e-05	3.2333e-08	3.67329e-06	6.71123e-06	6.65581e-05	3.8434e-06	1.18487e-05	3.74918e-08	2.18457e-06	3.97184e-06	3.92477e-05	4.31939e-06	1.33559e-05	4.21738e-08	3.37583e-06	5.68409e-06	3.02335e-05	1.05986e-05	3.30051e-05	1.04233e-07	0.000813399	0.00149999	0.0019734	0.00651817	0.0203543	6.42722e-05	0.108132	0.251488	0.0775142	0.294413	0.920795	0.00290882	30	0.46	16	4968.67	0.000456651	400	140	0	950	0.77	250	5000
62	3.96438e-05	3.63892e-05	5.80834e-05	2.45764e-06	7.695e-06	2.4421e-08	7.25141e-06	1.34331e-05	0.000135748	2.8382e-06	8.51468e-06	2.70033e-08	3.04276e-06	5.56806e-06	5.5287e-05	3.20868e-06	9.89208e-06	3.13006e-08	1.80445e-06	3.28826e-06	3.25493e-05	3.60504e-06	1.11472e-05	3.51994e-08	2.66755e-06	4.53349e-06	2.50234e-05	8.82625e-06	2.7486e-05	8.68032e-08	0.000677402	0.00124917	0.00164295	0.00543453	0.0169704	5.35876e-05	0.106321	0.247274	0.0752883	0.286105	0.894811	0.00282676	30	0.46	16	4968.72	0.000381427	400	140	0	950	0.77	250	5000
63	3.3112e-05	3.03921e-05	4.85142e-05	2.05263e-06	6.42689e-06	2.03965e-08	6.05652e-06	1.12198e-05	0.000113383	2.37032e-06	7.11124e-06	2.25525e-08	2.5228e-06	4.62285e-06	4.59487e-05	2.67895e-06	8.25905e-06	2.61333e-08	1.49244e-06	2.72497e-06	2.70129e-05	3.00915e-06	9.30473e-06	2.93815e-08	2.11905e-06	3.63293e-06	2.07317e-05	7.35325e-06	2.2899e-05	7.23172e-08	0.000564134	0.00104028	0.00136828	0.00453211	0.0141525	4.46899e-05	0.10454	0.24313	0.0732656	0.278548	0.871179	0.00275214	30	0.46	16	4968.75	0.000318595	400	140	0	950	0.77	250	5000
64	2.76563e-05	2.53834e-05	4.05216e-05	1.71438e-06	5.3678e-06	1.70354e-08	5.05856e-06	9.37116e-06	9.47026e-05	1.9796e-06	5.93919e-06	1.88355e-08	2.09335e-06	3.84039e-06	3.82049e-05	2.23679e-06	6.89596e-06	2.18203e-08	1.23578e-06	2.26003e-06	2.24316e-05	2.51197e-06	7.76745e-06	2.45272e-08	1.69174e-06	2.92404e-06	1.71906e-05	6.12822e-06	1.90842e-05	6.02696e-08	0.000469802	0.000866321	0.0011399	0.00378056	0.0118057	3.72796e-05	0.102788	0.239054	0.0714149	0.271628	0.849539	0.0026838	30	0.46	16	4968.79	0.000266113	400	140	0	950	0.77	250	5000
65	2.30996e-05	2.12002e-05	3.38458e-05	1.43187e-06	4.48327e-06	1.42282e-08	4.22507e-06	7.82716e-06	7.91004e-05	1.65331e-06	4.96037e-06	1.57312e-08	1.73819e-06	3.19199e-06	3.17782e-05	1.86769e-06	5.7581e-06	1.82198e-08	1.02422e-06	1.87573e-06	1.86366e-05	2.09709e-06	6.48462e-06	2.04765e-08	1.35691e-06	2.36294e-06	1.42646e-05	5.10884e-06	1.59097e-05	5.02444e-08	0.000391243	0.000721458	0.000949971	0.00315461	0.00985107	3.11077e-05	0.101065	0.235046	0.06971	0.265249	0.829588	0.00262079	30	0.46	16	4968.82	0.000222276	400	140	0	950	0.77	250	5000
66	1.92936e-05	1.77065e-05	2.82699e-05	1.19593e-06	3.74451e-06	1.18837e-08	3.52893e-06	6.53758e-06	6.60688e-05	1.38081e-06	4.14289e-06	1.31387e-08	1.44413e-06	2.65421e-06	2.64413e-05	1.55956e-06	4.80816e-06	1.5214e-08	8.49564e-07	1.55768e-06	1.54902e-05	1.75085e-06	5.41398e-06	1.70958e-08	1.09304e-06	1.91652e-06	1.18439e-05	4.26016e-06	1.32668e-05	4.1898e-08	0.000325822	0.000600828	0.000791981	0.00263323	0.00822298	2.59668e-05	0.0993699	0.231104	0.0681291	0.25933	0.811076	0.00256233	30	0.46	16	4968.85	0.000185661	400	140	0	950	0.77	250	5000
67	1.61148e-05	1.47885e-05	2.36126e-05	9.98868e-07	3.1275e-06	9.92552e-09	2.9475e-06	5.46048e-06	5.51841e-05	1.15324e-06	3.46016e-06	1.09735e-08	1.20041e-06	2.20786e-06	2.20067e-05	1.3023e-06	4.01506e-06	1.27045e-08	7.0517e-07	1.29422e-06	1.28798e-05	1.46184e-06	4.52035e-06	1.42739e-08	8.83961e-07	1.55959e-06	9.83921e-06	3.55332e-06	1.10656e-05	3.49465e-08	0.000271343	0.000500379	0.000660536	0.00219892	0.0068668	2.16845e-05	0.0977032	0.227227	0.0666543	0.253804	0.793795	0.00250776	30	0.46	16	4968.87	0.000155077	400	140	0	950	0.77	250	5000
68	1.34597e-05	1.23514e-05	1.97226e-05	8.34282e-07	2.61217e-06	8.29006e-09	2.46188e-06	4.56085e-06	4.60928e-05	9.63177e-07	2.88996e-06	9.16518e-09	9.98238e-07	1.83715e-06	1.83203e-05	1.08751e-06	3.35287e-06	1.06092e-08	5.85655e-07	1.07577e-06	1.07126e-05	1.22059e-06	3.77438e-06	1.19184e-08	7.17445e-07	1.2729e-06	8.1775e-06	2.9644e-06	9.23165e-06	2.91546e-08	0.000225977	0.000416737	0.000551157	0.00183713	0.00573703	1.81171e-05	0.0960643	0.223415	0.0652703	0.248616	0.777569	0.00245652	30	0.46	16	4968.9	0.000129531	400	140	0	950	0.77	250	5000
69	1.12421e-05	1.0316e-05	1.64734e-05	6.96817e-07	2.18177e-06	6.92411e-09	2.05627e-06	3.80944e-06	3.84993e-05	8.04444e-07	2.41373e-06	7.65488e-09	8.30419e-07	1.5291e-06	1.52545e-05	9.08166e-07	2.79996e-06	8.85969e-09	4.86633e-07	8.94513e-07	8.91243e-06	1.0192e-06	3.15162e-06	9.95193e-09	5.84186e-07	1.04167e-06	6.79907e-06	2.47357e-06	7.70315e-06	2.43274e-08	0.000188202	0.000347091	0.000460126	0.00153572	0.00479582	1.51452e-05	0.0944525	0.219666	0.0639647	0.243718	0.762253	0.00240815	30	0.46	16	4968.92	0.000108193	400	140	0	950	0.77	250	5000
70	9.38983e-06	8.61596e-06	1.37596e-05	5.82004e-07	1.82228e-06	5.78323e-09	1.7175e-06	3.18184e-06	3.21568e-05	6.71874e-07	2.01599e-06	6.39349e-09	6.91026e-07	1.273e-06	1.2704e-05	7.58412e-07	2.33827e-06	7.39881e-09	4.04522e-07	7.44028e-07	7.41648e-06	8.51056e-07	2.6317e-06	8.31017e-09	4.77061e-07	8.54452e-07	5.65489e-06	2.06439e-06	6.42891e-06	2.03032e-08	0.000156747	0.000289099	0.000384354	0.00128459	0.00401164	1.2669e-05	0.0928675	0.21598	0.0627268	0.239072	0.747724	0.00236227	30	0.46	16	4968.94	9.03708e-05	400	140	0	950	0.77	250	5000
71	7.84276e-06	7.19612e-06	1.14928e-05	4.86109e-07	1.52203e-06	4.83035e-09	1.43454e-06	2.65764e-06	2.68592e-05	5.61154e-07	1.68379e-06	5.33997e-09	5.75183e-07	1.06e-06	1.05815e-05	6.33363e-07	1.95274e-06	6.17891e-09	3.36385e-07	6.19023e-07	6.17284e-06	7.10673e-07	2.19761e-06	6.93944e-09	3.90591e-07	7.02342e-07	4.70462e-06	1.7232e-06	5.3664e-06	1.69477e-08	0.000130555	0.000240813	0.000321276	0.00107535	0.00335824	1.06058e-05	0.091309	0.212355	0.0615478	0.234646	0.73388	0.00231855	30	0.46	16	4968.96	7.5484e-05	400	140	0	950	0.77	250	5000
72	6.5506e-06	6.01026e-06	9.59945e-06	4.06016e-07	1.27125e-06	4.03448e-09	1.1982e-06	2.2198e-06	2.24343e-05	4.68681e-07	1.40634e-06	4.46006e-09	4.78869e-07	8.82799e-07	8.81478e-06	5.2894e-07	1.6308e-06	5.16022e-09	2.79809e-07	5.15137e-07	5.13863e-06	5.9346e-07	1.83516e-06	5.79493e-09	3.20529e-07	5.78368e-07	3.91502e-06	1.43865e-06	4.48026e-06	1.41493e-08	0.000108747	0.000200607	0.000268758	0.00090099	0.00281377	8.88653e-06	0.0897764	0.20879	0.0604205	0.230411	0.720636	0.00227672	30	0.46	16	4968.98	6.30496e-05	400	140	0	950	0.77	250	5000
73	5.47133e-06	5.01983e-06	8.01803e-06	3.3912e-07	1.0618e-06	3.36975e-09	1.0008e-06	1.85409e-06	1.87384e-05	3.91448e-07	1.17461e-06	3.72515e-09	3.9876e-07	7.35326e-07	7.34389e-06	4.41738e-07	1.36195e-06	4.30952e-09	2.32809e-07	4.2877e-07	4.27833e-06	4.95588e-07	1.53252e-06	4.83927e-09	2.63569e-07	4.77044e-07	3.25866e-06	1.2013e-06	3.74111e-06	1.18149e-08	9.05878e-05	0.000167131	0.000225027	0.000755682	0.00236001	7.45373e-06	0.0882694	0.205285	0.0593386	0.226345	0.707921	0.00223657	30	0.46	16	4969	5.26634e-05	400	140	0	950	0.77	250	5000
74	4.56988e-06	4.19262e-06	6.69714e-06	2.83246e-07	8.86856e-07	2.81455e-09	8.35919e-07	1.54864e-06	1.56515e-05	3.26944e-07	9.81067e-07	3.11135e-09	3.32108e-07	6.12568e-07	6.11906e-06	3.68917e-07	1.13744e-06	3.59911e-09	1.93746e-07	3.56943e-07	3.56253e-06	4.13864e-07	1.27981e-06	4.04127e-09	2.17118e-07	3.94025e-07	2.71286e-06	1.00328e-06	3.12445e-06	9.86748e-09	7.54681e-05	0.000139258	0.000188607	0.000634574	0.00198183	6.25954e-06	0.0867875	0.201839	0.0582969	0.222429	0.695673	0.00219789	30	0.46	16	4969.02	4.39882e-05	400	140	0	950	0.77	250	5000
75	3.81696e-06	3.50173e-06	5.59385e-06	2.36578e-07	7.40737e-07	2.35082e-09	6.98205e-07	1.29351e-06	1.3073e-05	2.73069e-07	8.19415e-07	2.59869e-09	2.76637e-07	5.10361e-07	5.09896e-06	3.08102e-07	9.4994e-07	3.00583e-09	1.61269e-07	2.97193e-07	2.96683e-06	3.45621e-07	1.06878e-06	3.37492e-09	1.79134e-07	3.25854e-07	2.25887e-06	8.38064e-07	2.60994e-06	8.2426e-09	6.28789e-05	0.00011605	0.000158272	0.000533622	0.00166658	5.26409e-06	0.0853304	0.19845	0.0572912	0.218646	0.683843	0.00216053	30	0.46	16	4969.04	3.6742e-05	400	140	0	950	0.77	250	5000
76	3.18809e-06	2.92469e-06	4.67232e-06	1.976e-07	6.18694e-07	1.9635e-09	5.83179e-07	1.08041e-06	1.09194e-05	2.28073e-07	6.844e-07	2.1705e-09	2.3046e-07	4.2525e-07	4.24925e-06	2.57315e-07	7.93357e-07	2.51036e-09	1.34258e-07	2.47476e-07	2.47099e-06	2.88634e-07	8.92561e-07	2.81847e-09	1.47998e-07	2.69766e-07	1.88115e-06	7.00197e-07	2.1806e-06	6.8867e-09	5.23968e-05	9.6726e-05	0.000133002	0.000449459	0.00140376	4.43418e-06	0.0838977	0.195118	0.0563177	0.214983	0.672389	0.00212435	30	0.46	16	4969.05	3.06895e-05	400	140	0	950	0.77	250	5000
77	2.66283e-06	2.44275e-06	3.9026e-06	1.65044e-07	5.16759e-07	1.64e-09	4.87104e-07	9.02422e-07	9.12051e-06	1.90491e-07	5.71632e-07	1.81287e-09	1.92013e-07	3.54363e-07	3.54139e-06	2.14901e-07	6.62588e-07	2.09658e-09	1.11787e-07	2.061e-07	2.0582e-06	2.41046e-07	7.45404e-07	2.35378e-09	1.22421e-07	2.23541e-07	1.56681e-06	5.8514e-07	1.82229e-06	5.75514e-09	4.3669e-05	8.06364e-05	0.000111947	0.000379281	0.00118462	3.74217e-06	0.0824889	0.191842	0.0553733	0.211429	0.661273	0.00208925	30	0.46	16	4969.07	2.56341e-05	400	140	0	950	0.77	250	5000
78	2.22411e-06	2.04022e-06	3.25969e-06	1.37852e-07	4.3162e-07	1.3698e-09	4.06856e-07	7.53754e-07	7.618e-06	1.59102e-07	4.77446e-07	1.51417e-09	1.59995e-07	2.95315e-07	2.95163e-06	1.79479e-07	5.53377e-07	1.75101e-09	9.30889e-08	1.71658e-07	1.71451e-06	2.01306e-07	6.22514e-07	1.96573e-09	1.0137e-07	1.85388e-07	1.30516e-06	4.89112e-07	1.52325e-06	4.81072e-09	3.6402e-05	6.72395e-05	9.44008e-05	0.000320753	0.00100185	3.16503e-06	0.0811037	0.18862	0.0544555	0.207973	0.650466	0.00205512	30	0.46	16	4969.08	2.14114e-05	400	140	0	950	0.77	250	5000
79	1.85768e-06	1.70402e-06	2.72269e-06	1.1514e-07	3.60508e-07	1.14412e-09	3.39829e-07	6.29579e-07	6.36301e-06	1.32886e-07	3.98779e-07	1.26468e-09	1.33327e-07	2.46124e-07	2.46023e-06	1.49897e-07	4.62169e-07	1.46241e-09	7.75271e-08	1.42985e-07	1.42832e-06	1.68118e-07	5.19888e-07	1.64167e-09	8.40147e-08	1.53857e-07	1.08734e-06	4.08959e-07	1.27363e-06	4.02243e-09	3.03512e-05	5.60846e-05	7.97756e-05	0.000271929	0.000849381	2.68358e-06	0.0797417	0.185453	0.0535621	0.204608	0.639941	0.00202188	30	0.46	16	4969.1	1.78843e-05	400	140	0	950	0.77	250	5000
80	1.55161e-06	1.42323e-06	2.27416e-06	9.61699e-08	3.01112e-07	9.55616e-10	2.83845e-07	5.2586e-07	5.31477e-06	1.1099e-07	3.33074e-07	1.05631e-09	1.11113e-07	2.05139e-07	2.05074e-06	1.25191e-07	3.85996e-07	1.22138e-09	6.45731e-08	1.19111e-07	1.18998e-06	1.40403e-07	4.34184e-07	1.37104e-09	6.96865e-08	1.27767e-07	9.05976e-07	3.42051e-07	1.06527e-06	3.3644e-09	2.5313e-05	4.67962e-05	6.75821e-05	0.00023119	0.00072216	2.28184e-06	0.0784025	0.182338	0.0526911	0.201327	0.629679	0.00198947	30	0.46	16	4969.11	1.49382e-05	400	140	0	950	0.77	250	5000
81	1.29598e-06	1.18871e-06	1.89952e-06	8.03254e-08	2.51502e-07	7.98174e-10	2.37084e-07	4.39229e-07	4.43922e-06	9.27017e-08	2.78195e-07	8.82266e-10	9.2606e-08	1.70989e-07	1.70949e-06	1.04557e-07	3.22378e-07	1.02008e-09	5.37883e-08	9.92308e-08	9.91467e-07	1.17258e-07	3.6261e-07	1.14503e-09	5.7842e-08	1.0616e-07	7.54947e-07	2.86195e-07	8.91325e-07	2.81506e-09	2.11178e-05	3.90619e-05	5.7413e-05	0.000197185	0.000615969	1.94651e-06	0.0770857	0.179276	0.0518409	0.198123	0.619658	0.00195783	30	0.46	16	4969.13	1.24774e-05	400	140	0	950	0.77	250	5000
