Time	[EGFR]	[L_EGFR]	[L_EGFR_dimer]	[SOS]	[L_dpEGFR]	[pSOS]	[SOS_Grb2]	[Grb2]	[Dok]	[pDok]	[Crk]	[FRS2]	[Shc]	[pSOS_Grb2]	[Rap1_GDP]	[MEK]	[MKP3]	[pShc_dpEGFR]	[dpEGFR_c_Cbl]	[B_Raf_Rap1_GTP]	[pShc_dpEGFR_c_Cbl]	[pFRS2_dpEGFR_c_Cbl]	[Shc_dpEGFR]	[c_Cbl]	[RasGAP]	[c_Raf]	[B_Raf]	[ERK]	[PP2A]	[Ras_GDP]	[Rap1GAP]	[C3G]	[NGFR]	[pShc]	[pFRS2_dpEGFR]	[pTrkA_endo]	[MEK_ERK]	[pMEK_ERK]	[FRS2_dpEGFR_c_Cbl_ubiq]	[Crk_C3G_pFRS2_dpEGFR_c_Cbl]	[pShc_dpEGFR_c_Cbl_ubiq]	[Crk_C3G_pFRS2_dpEGFR]	[Grb2_SOS_pShc_dpEGFR_c_Cbl_ubiq]	[Grb2_SOS_pShc_dpEGFR_c_Cbl]	[Shc_dpEGFR_c_Cbl_ubiq]	[dpEGFR_c_Cbl_ubiq]	[proteasome]	[Grb2_SOS_pShc]	[Shc_dpEGFR_c_Cbl]	[Grb2_SOS_pShc_dpEGFR]	[pFRS2]	[FRS2_dpEGFR]	[pDok_RasGAP]	[pMEK]	[FRS2_dpEGFR_c_Cbl]	[pFRS2_dpEGFR_c_Cbl_ubiq]	[Ras_GTP]	[Crk_C3G_pFRS2_dpEGFR_c_Cbl_ubiq]	[c_Raf_Ras_GTP]	[B_Raf_Ras_GTP]	[ppMEK]	[ppERK]	[pTrkA]	[Crk_C3G]	[Rap1_GTP]	[L_NGFR]	[ppMEK_ERK]	[dppERK]	[Shc_pTrkA]	[Shc_pTrkA_endo]	[pShc_pTrkA]	[pFRS2_pTrkA]	[FRS2_pTrkA]	[pShc_pTrkA_endo]	[FRS2_pTrkA_endo]	[pFRS2_pTrkA_endo]	[Crk_C3G_pFRS2_pTrkA_endo]	[Grb2_SOS_pShc_pTrkA]	[Crk_C3G_pFRS2_pTrkA]	[Grb2_SOS_pShc_pTrkA_endo]	[c_Raf_Ras_GTP_MEK]	[c_Raf_Ras_GTP_pMEK]	[c_Raf_Ras_GTP_MEK_ERK]	[c_Raf_Ras_GTP_pMEK_ERK]	[B_Raf_Ras_GTP_MEK]	[B_Raf_Ras_GTP_pMEK]	[B_Raf_Ras_GTP_MEK_ERK]	[B_Raf_Ras_GTP_pMEK_ERK]	[B_Raf_Rap1_GTP_MEK]	[B_Raf_Rap1_GTP_pMEK]	[B_Raf_Rap1_GTP_MEK_ERK]	[B_Raf_Rap1_GTP_pMEK_ERK]	[ppERK_MKP3]	[dppERK_MKP3]	[pro_TrkA]	[NGF]	[EGF]	[pro_EGFR]	[degradation]
79	0.225868	0.00643595	0.000103172	0.0244601	0.000167558	0.00101946	0.0208942	0.92548	0.197275	0.0812096	0.501971	0.98778	0.888399	0.00203947	0.198572	0.158717	0.00363341	0.00346013	0.000122852	0.000409721	0.00327562	0.000398762	0.00116746	0.474612	0.0784847	0.444727	0.176577	0.00603325	0.24	0.0223093	0.012	0.00197055	0.0618939	0.041628	0.000407209	0	0.0276742	0.030468	0.000257539	0.000879313	0.00710528	0.000852807	0.00506007	0.00182004	0.00243389	0.000294027	0.000446994	0.042873	0.000943775	0.00183371	0.00649812	0.000129626	0.0215153	0.176815	0.00010478	0.000873801	0.000399119	0.00181791	0.0159138	0.00630395	0.202079	0.0251982	0	0.494479	2.29806e-05	0	0.0281783	0.0550354	0	0	0	0	0	0	0	0	0	0	0	0	0.0158547	0.017615	0.00280715	0.00308232	0.00632263	0.00699274	0.00114635	0.00125282	0.000400585	0.000444242	7.16293e-05	7.85039e-05	0.0047946	0.00957199	0.020631	0	0.001613	0.3	0
80	0.225064	0.00642443	0.000102803	0.0240842	0.000167733	0.00107637	0.0205984	0.925161	0.195425	0.0825092	0.50197	0.987573	0.88667	0.0021677	0.198543	0.158722	0.00357268	0.00348288	0.000123108	0.000418728	0.00329696	0.000400176	0.00116674	0.474237	0.0779343	0.44541	0.176822	0.00580985	0.24	0.0232685	0.012	0.00197035	0.0618939	0.0426251	0.000408773	0	0.0266507	0.0295132	0.000262522	0.000883086	0.00726242	0.000857004	0.00514569	0.00180911	0.00247862	0.000299879	0.000463178	0.0432947	0.000943698	0.00182375	0.00662762	0.000129773	0.0220657	0.17789	0.000104954	0.000892891	0.000396703	0.00186013	0.0157417	0.00623473	0.204409	0.0253283	0	0.494429	2.33902e-05	0	0.0274419	0.0565317	0	0	0	0	0	0	0	0	0	0	0	0	0.015684	0.0175361	0.00267396	0.00295421	0.00625365	0.00696367	0.00109174	0.00120109	0.000409434	0.000457032	7.04953e-05	7.77539e-05	0.00473109	0.00969623	0.020631	0	0.001613	0.3	0
81	0.224263	0.00641293	0.000102436	0.0237135	0.000167891	0.00113432	0.0203076	0.924848	0.19358	0.0838027	0.50197	0.987366	0.88495	0.002299	0.198514	0.158834	0.00351594	0.00350519	0.000123345	0.000427609	0.00331781	0.000401516	0.00116591	0.473862	0.0773828	0.446104	0.177071	0.00559623	0.24	0.0242431	0.012	0.00197015	0.0618939	0.0436284	0.000410269	0	0.0256867	0.0285912	0.000267509	0.000886678	0.00742045	0.000861036	0.00523068	0.00179793	0.0025233	0.000305738	0.000479678	0.0437034	0.000943489	0.00181355	0.00675707	0.000129906	0.0226172	0.178955	0.000105113	0.000912031	0.000394024	0.00190249	0.0155605	0.006162	0.206555	0.0254494	0	0.49438	2.37915e-05	0	0.0267031	0.0579809	0	0	0	0	0	0	0	0	0	0	0	0	0.0155146	0.0174436	0.00254743	0.00282967	0.00618522	0.00692917	0.00103984	0.00115075	0.000418437	0.000469783	6.93829e-05	7.6957e-05	0.00467061	0.00981345	0.020631	0	0.001613	0.3	0
82	0.223465	0.00640145	0.00010207	0.023348	0.000168034	0.00119326	0.0200215	0.924541	0.19174	0.0850902	0.50197	0.98716	0.883238	0.00243323	0.198485	0.15905	0.00346293	0.00352706	0.000123565	0.000436355	0.00333816	0.000402785	0.00116497	0.473488	0.0768304	0.446808	0.177324	0.00539216	0.24	0.0252317	0.012	0.00196995	0.0618939	0.0446375	0.0004117	0	0.0247796	0.027702	0.000272498	0.000890093	0.00757935	0.000864907	0.00531502	0.00178652	0.00256792	0.000311602	0.000496497	0.0440993	0.000943154	0.00180311	0.00688644	0.000130026	0.0231696	0.18001	0.000105258	0.000931217	0.000391096	0.00194499	0.015371	0.00608599	0.208518	0.025562	0	0.49433	2.41841e-05	0	0.0259651	0.0593825	0	0	0	0	0	0	0	0	0	0	0	0	0.0153467	0.0173381	0.00242733	0.00270886	0.00611738	0.00688942	0.000990555	0.00110186	0.000427601	0.000482482	6.82954e-05	7.61196e-05	0.00461305	0.00992402	0.020631	0	0.001613	0.3	0
83	0.22267	0.00639	0.000101705	0.0229878	0.000168161	0.00125314	0.0197404	0.924241	0.189906	0.0863714	0.50197	0.986954	0.881535	0.00257023	0.198456	0.159372	0.00341338	0.00354847	0.000123768	0.000444958	0.00335801	0.000403983	0.00116392	0.473115	0.0762773	0.44752	0.17758	0.00519735	0.24	0.0262323	0.012	0.00196976	0.0618939	0.0456522	0.000413067	0	0.0239265	0.0268454	0.000277489	0.000893336	0.0077391	0.00086862	0.0053987	0.0017749	0.00261248	0.000317471	0.000513634	0.0444824	0.000942697	0.00179247	0.00701572	0.000130133	0.0237227	0.181055	0.000105389	0.000950446	0.000387933	0.00198761	0.0151738	0.00600696	0.210298	0.0256667	0	0.494281	2.45678e-05	0	0.0252307	0.0607362	0	0	0	0	0	0	0	0	0	0	0	0	0.0151804	0.0172201	0.00231344	0.00259191	0.00605021	0.00684464	0.000943803	0.00105448	0.000436932	0.000495114	6.72358e-05	7.52479e-05	0.00455833	0.0100283	0.020631	0	0.001613	0.3	0
84	0.221878	0.00637857	0.000101341	0.0226327	0.000168273	0.00131391	0.0194641	0.923947	0.188077	0.0876463	0.50197	0.986749	0.87984	0.00270985	0.198427	0.159797	0.00336704	0.00356944	0.000123954	0.000453413	0.00337737	0.000405114	0.00116277	0.472742	0.0757237	0.44824	0.17784	0.00501153	0.24	0.0272433	0.012	0.00196956	0.0618939	0.0466719	0.000414372	0	0.0231248	0.0260211	0.000282482	0.000896411	0.00789966	0.00087218	0.00548171	0.00176308	0.00265696	0.000323344	0.000531088	0.044853	0.000942122	0.00178163	0.00714488	0.000130228	0.0242763	0.182089	0.000105506	0.000969714	0.000384551	0.00203034	0.0149694	0.00592518	0.211894	0.025764	0	0.494232	2.49424e-05	0	0.0245022	0.0620418	0	0	0	0	0	0	0	0	0	0	0	0	0.0150159	0.0170903	0.00220553	0.0024789	0.00598374	0.00679507	0.000899489	0.00100865	0.00044644	0.000507668	6.62069e-05	7.43478e-05	0.00450633	0.0101266	0.020631	0	0.001613	0.3	0
85	0.221089	0.00636716	0.000100979	0.0222829	0.000168371	0.00137551	0.0191926	0.923658	0.186255	0.0889147	0.501969	0.986544	0.878155	0.00285192	0.198398	0.160325	0.0033237	0.00358996	0.000124125	0.000461714	0.00339624	0.000406179	0.00116151	0.472371	0.07517	0.448966	0.178102	0.00483442	0.24	0.0282628	0.012	0.00196936	0.0618939	0.0476965	0.000415615	0	0.0223718	0.0252288	0.000287475	0.000899324	0.00806103	0.000875589	0.00556404	0.00175109	0.00270137	0.000329219	0.000548861	0.0452113	0.000941435	0.00177062	0.00727388	0.000130311	0.02483	0.183112	0.00010561	0.000989017	0.000380966	0.00207318	0.0147587	0.0058409	0.213309	0.0258544	0	0.494183	2.53076e-05	0	0.0237819	0.0632996	0	0	0	0	0	0	0	0	0	0	0	0	0.0148533	0.0169491	0.00210336	0.00236992	0.00591805	0.00674093	0.000857522	0.000964421	0.00045613	0.000520131	6.5211e-05	7.34247e-05	0.00445695	0.0102193	0.020631	0	0.001613	0.3	0
86	0.220303	0.00635577	0.000100618	0.0219383	0.000168455	0.00143791	0.018926	0.923376	0.18444	0.0901766	0.501969	0.986339	0.876479	0.00299631	0.198369	0.160955	0.00328314	0.00361003	0.000124279	0.000469855	0.00341461	0.00040718	0.00116016	0.472	0.0746163	0.449696	0.178365	0.00466573	0.24	0.029289	0.012	0.00196917	0.0618939	0.0487254	0.0004168	0	0.0216651	0.0244679	0.000292468	0.000902077	0.00822316	0.000878852	0.00564569	0.00173895	0.0027457	0.000335097	0.000566953	0.0455574	0.000940639	0.00175945	0.00740272	0.000130382	0.0253837	0.184123	0.000105701	0.00100835	0.000377195	0.00211613	0.0145422	0.00575442	0.214544	0.0259383	0	0.494134	2.56635e-05	0	0.0230719	0.0645097	0	0	0	0	0	0	0	0	0	0	0	0	0.0146928	0.0167974	0.0020067	0.00226501	0.0058532	0.0066825	0.000817807	0.000921801	0.000466009	0.000532491	6.425e-05	7.24841e-05	0.00441009	0.0103068	0.020631	0	0.001613	0.3	0
87	0.21952	0.0063444	0.000100259	0.0215988	0.000168525	0.00150105	0.0186643	0.9231	0.182631	0.0914319	0.501969	0.986135	0.874812	0.00314287	0.19834	0.161686	0.00324517	0.00362965	0.000124418	0.000477832	0.00343249	0.000408118	0.00115872	0.47163	0.0740629	0.450429	0.17863	0.00450517	0.24	0.0303199	0.012	0.00196897	0.0618939	0.0497583	0.000417927	0	0.0210023	0.0237379	0.00029746	0.000904676	0.00838603	0.000881972	0.00572664	0.00172666	0.00278994	0.000340977	0.000585362	0.0458915	0.000939739	0.00174814	0.00753136	0.000130442	0.0259371	0.185122	0.00010578	0.00102772	0.000373255	0.00215916	0.0143207	0.00566602	0.215602	0.0260161	0	0.494085	2.60099e-05	0	0.0223738	0.0656726	0	0	0	0	0	0	0	0	0	0	0	0	0.0145345	0.0166358	0.00191532	0.00216417	0.00578924	0.00662004	0.000780252	0.000880805	0.000476085	0.000544736	6.33258e-05	7.15309e-05	0.00436563	0.0103892	0.020631	0	0.001613	0.3	0
88	0.21874	0.00633306	9.9901e-05	0.0212646	0.000168581	0.0015649	0.0184074	0.922829	0.180829	0.0926806	0.501969	0.985932	0.873155	0.00329143	0.198312	0.162517	0.00320962	0.00364882	0.000124543	0.000485643	0.00344988	0.000408995	0.00115719	0.471261	0.0735099	0.451165	0.178896	0.00435244	0.24	0.0313537	0.012	0.00196878	0.0618939	0.050795	0.000418997	0	0.020381	0.0230382	0.000302451	0.000907125	0.00854963	0.000884953	0.0058069	0.00171426	0.00283409	0.000346857	0.00060409	0.0462139	0.000938738	0.00173671	0.00765978	0.00013049	0.0264901	0.186108	0.000105847	0.00104711	0.000369164	0.00220227	0.014095	0.00557596	0.216484	0.0260883	0	0.494037	2.63467e-05	0	0.0216891	0.066789	0	0	0	0	0	0	0	0	0	0	0	0	0.0143786	0.016465	0.00182899	0.00206741	0.00572622	0.00655382	0.000744762	0.000841435	0.000486362	0.000556854	6.24397e-05	7.05696e-05	0.00432348	0.0104669	0.020631	0	0.001613	0.3	0
89	0.217963	0.00632174	9.95443e-05	0.0209355	0.000168624	0.00162941	0.0181552	0.922565	0.179035	0.0939224	0.501969	0.985729	0.871507	0.00344185	0.198283	0.163446	0.00317633	0.00366755	0.000124653	0.000493284	0.00346679	0.000409813	0.00115557	0.470893	0.0729576	0.451901	0.179162	0.00420725	0.24	0.0323886	0.012	0.00196859	0.0618939	0.0518349	0.000420013	0	0.0197993	0.0223679	0.000307439	0.000909427	0.00871391	0.000887798	0.00588645	0.00170175	0.00287815	0.000352737	0.000623136	0.0465247	0.000937642	0.00172516	0.00778796	0.000130528	0.0270424	0.18708	0.000105902	0.00106652	0.000364939	0.00224546	0.0138656	0.00548455	0.217194	0.0261551	0	0.493989	2.66741e-05	0	0.0210191	0.0678596	0	0	0	0	0	0	0	0	0	0	0	0	0.0142252	0.0162857	0.00174748	0.00197469	0.00566419	0.00648413	0.000711247	0.000803684	0.000496848	0.000568834	6.15929e-05	6.96046e-05	0.00428351	0.0105402	0.020631	0	0.001613	0.3	0
90	0.217189	0.00631044	9.91889e-05	0.0206115	0.000168655	0.00169454	0.0179078	0.922306	0.177249	0.0951575	0.501968	0.985527	0.86987	0.003594	0.198255	0.164473	0.00314514	0.00368582	0.000124749	0.000500755	0.0034832	0.000410574	0.00115387	0.470526	0.0724063	0.452637	0.179428	0.00406931	0.24	0.0334227	0.012	0.0019684	0.0618939	0.0528778	0.000420975	0	0.0192549	0.0217264	0.000312426	0.000911587	0.00887887	0.000890511	0.0059653	0.00168915	0.0029221	0.000358617	0.000642501	0.0468241	0.000936452	0.00171352	0.00791588	0.000130555	0.0275937	0.188037	0.000105945	0.00108596	0.000360596	0.00228872	0.0136334	0.00539204	0.217735	0.026217	0	0.493941	2.6992e-05	0	0.0203649	0.0688851	0	0	0	0	0	0	0	0	0	0	0	0	0.0140743	0.0160987	0.00167057	0.00188598	0.00560321	0.00641126	0.000679615	0.000767537	0.000507548	0.000580666	6.07864e-05	6.86399e-05	0.00424565	0.0106092	0.020631	0	0.001613	0.3	0
91	0.216417	0.00629916	9.88349e-05	0.0202927	0.000168674	0.00176026	0.0176651	0.922053	0.17547	0.0963856	0.501968	0.985325	0.868242	0.00374773	0.198226	0.165594	0.00311592	0.00370364	0.000124832	0.000508053	0.00349914	0.000411279	0.00115209	0.47016	0.071856	0.453371	0.179693	0.00393833	0.24	0.0344544	0.012	0.00196821	0.0618939	0.0539233	0.000421885	0	0.0187459	0.0211129	0.000317409	0.000913608	0.00904447	0.000893094	0.00604344	0.00167647	0.00296595	0.000364495	0.000662183	0.0471125	0.000935174	0.0017018	0.00804351	0.000130572	0.028144	0.188977	0.000105978	0.00110541	0.000356154	0.00233204	0.0133991	0.00529872	0.218112	0.0262743	0	0.493893	2.73005e-05	0	0.0197274	0.0698666	0	0	0	0	0	0	0	0	0	0	0	0	0.0139262	0.0159047	0.00159803	0.00180121	0.00554332	0.00633549	0.000649778	0.000732974	0.000518465	0.000592339	6.0021e-05	6.76789e-05	0.00420978	0.0106743	0.020631	0	0.001613	0.3	0
92	0.215648	0.00628791	9.84822e-05	0.0199789	0.00016868	0.00182653	0.0174271	0.921805	0.1737	0.0976068	0.501968	0.985124	0.866624	0.0039029	0.198198	0.16681	0.00308853	0.00372102	0.000124902	0.00051518	0.00351459	0.000411929	0.00115024	0.469795	0.071307	0.454102	0.179957	0.00381403	0.24	0.0354819	0.012	0.00196802	0.0618939	0.0549711	0.000422744	0	0.0182705	0.0205264	0.000322388	0.000915494	0.00921069	0.000895552	0.00612086	0.00166373	0.00300969	0.000370371	0.000682183	0.0473899	0.000933811	0.00169	0.00817085	0.00013058	0.028693	0.1899	0.000106	0.00112487	0.000351629	0.00237542	0.0131632	0.00520483	0.218327	0.0263273	0	0.493846	2.75998e-05	0	0.0191072	0.070805	0	0	0	0	0	0	0	0	0	0	0	0	0.013781	0.0157043	0.00152965	0.0017203	0.00548456	0.0062571	0.000621648	0.000699967	0.000529606	0.000603844	5.92973e-05	6.67252e-05	0.00417581	0.0107357	0.020631	0	0.001613	0.3	0
93	0.214883	0.00627667	9.81307e-05	0.0196703	0.000168675	0.00189331	0.0171937	0.921564	0.171939	0.0988209	0.501968	0.984924	0.865017	0.00405938	0.198169	0.168118	0.00306287	0.00373795	0.000124959	0.000522135	0.00352957	0.000412526	0.00114831	0.469431	0.0707595	0.454828	0.18022	0.00369614	0.24	0.0365036	0.012	0.00196783	0.0618939	0.0560209	0.000423553	0	0.0178268	0.0199662	0.000327364	0.000917249	0.0093775	0.000897886	0.00619757	0.00165094	0.00305331	0.000376244	0.000702501	0.0476567	0.000932365	0.00167815	0.00829787	0.000130577	0.0292405	0.190805	0.000106012	0.00114435	0.000347036	0.00241884	0.0129264	0.00511064	0.218387	0.0263763	0	0.493798	2.789e-05	0	0.0185049	0.0717013	0	0	0	0	0	0	0	0	0	0	0	0	0.0136386	0.0154984	0.00146523	0.00164317	0.00542695	0.00617638	0.00059514	0.000668484	0.000540972	0.000615171	5.86155e-05	6.57816e-05	0.00414364	0.0107935	0.020631	0	0.001613	0.3	0
94	0.21412	0.00626546	9.77806e-05	0.0193666	0.000168658	0.00196058	0.0169648	0.921327	0.170186	0.100028	0.501968	0.984724	0.86342	0.00421704	0.198141	0.169516	0.00303881	0.00375444	0.000125004	0.00052892	0.00354408	0.000413072	0.00114631	0.469068	0.0702137	0.45555	0.18048	0.00358438	0.24	0.037518	0.012	0.00196764	0.0618939	0.0570722	0.000424314	0	0.0174133	0.0194314	0.000332335	0.000918876	0.00954488	0.000900101	0.00627356	0.00163812	0.00309681	0.000382114	0.000723136	0.047913	0.000930841	0.00166624	0.00842455	0.000130566	0.0297863	0.191689	0.000106013	0.00116383	0.000342391	0.0024623	0.0126893	0.00501638	0.218295	0.0264215	0	0.493751	2.81713e-05	0	0.0179209	0.0725568	0	0	0	0	0	0	0	0	0	0	0	0	0.0134992	0.0152877	0.00140456	0.00156973	0.00537053	0.0060936	0.000570172	0.000638487	0.000552569	0.000626311	5.79761e-05	6.48509e-05	0.0041132	0.010848	0.020631	0	0.001613	0.3	0
95	0.21336	0.00625427	9.74318e-05	0.019068	0.000168631	0.00202829	0.0167405	0.921096	0.168442	0.101228	0.501967	0.984525	0.861833	0.00437576	0.198113	0.171002	0.00301626	0.00377049	0.000125037	0.000535536	0.00355811	0.000413568	0.00114425	0.468706	0.0696697	0.456265	0.180738	0.0034785	0.24	0.0385237	0.012	0.00196745	0.0618939	0.0581248	0.000425027	0	0.0170282	0.0189212	0.0003373	0.00092038	0.00971281	0.000902199	0.00634883	0.00162526	0.0031402	0.00038798	0.000744088	0.0481591	0.000929242	0.00165431	0.00855088	0.000130545	0.0303303	0.192551	0.000106005	0.00118333	0.000337708	0.0025058	0.0124526	0.00492227	0.218056	0.0264632	0	0.493704	2.84439e-05	0	0.0173555	0.0733725	0	0	0	0	0	0	0	0	0	0	0	0	0.0133628	0.0150727	0.00134744	0.00149985	0.00531533	0.00600904	0.000546664	0.000609936	0.000564397	0.000637257	5.73791e-05	6.39356e-05	0.00408439	0.0108993	0.020631	0	0.001613	0.3	0
96	0.212603	0.0062431	9.70843e-05	0.0187744	0.000168592	0.00209643	0.0165205	0.920871	0.166707	0.102421	0.501967	0.984327	0.860256	0.00453541	0.198085	0.172574	0.00299511	0.0037861	0.000125058	0.000541985	0.00357168	0.000414015	0.00114212	0.468345	0.0691277	0.456973	0.180994	0.00337822	0.24	0.0395194	0.012	0.00196726	0.0618939	0.0591783	0.000425695	0	0.0166702	0.0184346	0.00034226	0.000921762	0.00988126	0.000904183	0.00642339	0.00161239	0.00318346	0.000393841	0.000765356	0.0483951	0.00092757	0.00164234	0.00867683	0.000130515	0.0308723	0.19339	0.000105988	0.00120282	0.000333001	0.00254933	0.0122166	0.00482854	0.217675	0.0265017	0	0.493657	2.8708e-05	0	0.0168088	0.0741497	0	0	0	0	0	0	0	0	0	0	0	0	0.0132294	0.0148542	0.00129369	0.00143344	0.00526136	0.00592296	0.000524539	0.000582788	0.000576459	0.000647999	5.68245e-05	6.30377e-05	0.00405714	0.0109478	0.020631	0	0.001613	0.3	0
97	0.211848	0.00623196	9.67381e-05	0.0184857	0.000168543	0.00216496	0.016305	0.920651	0.164982	0.103606	0.501967	0.984129	0.85869	0.00469589	0.198057	0.174231	0.00297529	0.00380127	0.000125068	0.000548271	0.00358479	0.000414415	0.00113993	0.467985	0.068588	0.457672	0.181246	0.00328331	0.24	0.0405039	0.012	0.00196708	0.0618939	0.0602325	0.000426318	0	0.0163379	0.0179708	0.000347215	0.000923028	0.0100502	0.000906057	0.00649723	0.00159951	0.00322659	0.000399698	0.000786941	0.0486214	0.00092583	0.00163036	0.0088024	0.000130477	0.031412	0.194205	0.000105962	0.00122232	0.000328282	0.00259287	0.0119821	0.00473536	0.217159	0.0265371	0	0.493611	2.89638e-05	0	0.0162809	0.0748896	0	0	0	0	0	0	0	0	0	0	0	0	0.0130992	0.0146327	0.00124312	0.00137037	0.00520863	0.0058356	0.000503722	0.000556995	0.000588758	0.000658531	5.63123e-05	6.21593e-05	0.00403135	0.0109934	0.020631	0	0.001613	0.3	0
98	0.211097	0.00622084	9.63932e-05	0.0182018	0.000168485	0.00223386	0.0160937	0.920436	0.163266	0.104784	0.501967	0.983932	0.857135	0.00485707	0.198029	0.175969	0.0029567	0.00381601	0.000125066	0.000554396	0.00359744	0.000414769	0.00113768	0.467626	0.0680505	0.458363	0.181494	0.00319353	0.24	0.041476	0.012	0.00196689	0.0618939	0.061287	0.000426897	0	0.0160298	0.017529	0.000352162	0.000924179	0.0102196	0.000907822	0.00657034	0.00158663	0.00326959	0.000405549	0.000808843	0.0488382	0.000924023	0.00161837	0.00892756	0.000130431	0.0319495	0.194994	0.000105926	0.00124182	0.000323564	0.00263644	0.0117493	0.00464293	0.216512	0.0265697	0	0.493565	2.92116e-05	0	0.0157716	0.0755934	0	0	0	0	0	0	0	0	0	0	0	0	0.0129722	0.0144089	0.00119557	0.00131053	0.00515716	0.00574721	0.000484143	0.00053251	0.000601292	0.000668846	5.58423e-05	6.13019e-05	0.00400697	0.0110363	0.020631	0	0.001613	0.3	0
99	0.210348	0.00620973	9.60496e-05	0.0179229	0.000168416	0.0023031	0.0158867	0.920226	0.161561	0.105955	0.501967	0.983736	0.855591	0.00501884	0.198001	0.177786	0.00293927	0.00383033	0.000125055	0.000560365	0.00360964	0.000415078	0.00113538	0.467269	0.0675156	0.459045	0.181739	0.00310864	0.24	0.0424347	0.012	0.00196671	0.0618939	0.0623415	0.000427434	0	0.0157448	0.0171084	0.000357103	0.00092522	0.0103895	0.000909482	0.00664275	0.00157377	0.00331245	0.000411393	0.00083106	0.0490456	0.000922152	0.00160638	0.0090523	0.000130376	0.0324844	0.195755	0.000105882	0.00126131	0.000318856	0.00268002	0.0115188	0.00455141	0.21574	0.0265996	0	0.493519	2.94517e-05	0	0.015281	0.0762622	0	0	0	0	0	0	0	0	0	0	0	0	0.0128482	0.0141834	0.00115085	0.00125377	0.00510694	0.00565802	0.000465732	0.000509284	0.000614063	0.000678937	5.54143e-05	6.04671e-05	0.00398391	0.0110768	0.020631	0	0.001613	0.3	0
100	0.209602	0.00619865	9.57072e-05	0.0176487	0.000168337	0.00237265	0.0156839	0.920021	0.159865	0.107119	0.501967	0.98354	0.854057	0.00518112	0.197974	0.17968	0.00292294	0.00384421	0.000125033	0.00056618	0.00362139	0.000415344	0.00113302	0.466912	0.0669834	0.459716	0.18198	0.00302842	0.24	0.0433792	0.012	0.00196652	0.0618939	0.0633957	0.000427929	0	0.0154818	0.016708	0.000362036	0.000926153	0.0105598	0.000911039	0.00671444	0.00156092	0.00335517	0.000417231	0.000853592	0.0492439	0.000920221	0.00159439	0.00917661	0.000130314	0.0330166	0.196488	0.00010583	0.0012808	0.000314169	0.0027236	0.0112909	0.00446095	0.214848	0.0266271	0	0.493473	2.96843e-05	0	0.0148086	0.0768975	0	0	0	0	0	0	0	0	0	0	0	0	0.0127274	0.0139567	0.00110882	0.00119999	0.00505798	0.00556825	0.000448423	0.000487265	0.000627071	0.000688799	5.50279e-05	5.96559e-05	0.00396211	0.011115	0.020631	0	0.001613	0.3	0
