Time	[TF]	[TF_VII]	[VII]	[TF_VIIa]	[VIIa]	[Xa]	[IIa]	[TF_VIIa_X]	[X]	[TF_VIIa_Xa]	[IX]	[TF_VIIa_IX]	[IXa]	[II]	[VIII]	[VIIIa]	[IXa_VIIIa]	[IXa_VIIIa_X]	[VIIIa1_L]	[VIIIa2]	[V]	[Va]	[Xa_Va]	[Xa_Va_II]	[mIIa]	[TFPI]	[Xa_TFPI]	[TF_VIIa_Xa_TFPI]	[ATIII]	[Xa_ATIII]	[mIIa_ATIII]	[IXa_ATIII]	[IIa_ATIII]	[TF_VIIa_ATIII]
47	5.87128e-12	1.75893e-11	9.91371e-09	1.83022e-13	1.67163e-10	2.29677e-11	4.03841e-12	1.03956e-13	1.59971e-07	3.15286e-14	8.99967e-08	3.93018e-14	3.18507e-12	1.39972e-06	6.99106e-10	8.35937e-13	8.21033e-17	1.58047e-16	5.7774e-14	5.7774e-14	1.99745e-08	2.4418e-11	6.10491e-13	5.12943e-13	2.33056e-10	2.49764e-09	1.18693e-12	1.17494e-12	3.39996e-06	2.70641e-12	3.93655e-11	1.14454e-13	1.54241e-12	6.72422e-15
48	5.72027e-12	1.77183e-11	9.9106e-09	1.81388e-13	1.70123e-10	2.32906e-11	4.18435e-12	1.03027e-13	1.5997e-07	3.1247e-14	8.99966e-08	3.89505e-14	3.2501e-12	1.39969e-06	6.99049e-10	8.88222e-13	9.13309e-17	1.75869e-16	6.29459e-14	6.29459e-14	1.99728e-08	2.59552e-11	6.67685e-13	5.60995e-13	2.61175e-10	2.49756e-09	1.23848e-12	1.1999e-12	3.39995e-06	2.82437e-12	4.53257e-11	1.19815e-13	1.64165e-12	6.8667e-15
49	5.5746e-12	1.78423e-11	9.90745e-09	1.79777e-13	1.73124e-10	2.35999e-11	4.3306e-12	1.02111e-13	1.59969e-07	3.09693e-14	8.99965e-08	3.8604e-14	3.31441e-12	1.39965e-06	6.98989e-10	9.42223e-13	1.01316e-16	1.9516e-16	6.84367e-14	6.84367e-14	1.99711e-08	2.75445e-11	7.28183e-13	6.11819e-13	2.91726e-10	2.49748e-09	1.29071e-12	1.22464e-12	3.39994e-06	2.94395e-12	5.19937e-11	1.25283e-13	1.74443e-12	7.00791e-15
50	5.43408e-12	1.79613e-11	9.90427e-09	1.7819e-13	1.76162e-10	2.38958e-11	4.4771e-12	1.01208e-13	1.59969e-07	3.06957e-14	8.99965e-08	3.82627e-14	3.37798e-12	1.39961e-06	6.98927e-10	9.97934e-13	1.12097e-16	2.15993e-16	7.42567e-14	7.42567e-14	1.99694e-08	2.91859e-11	7.92023e-13	6.65449e-13	3.24824e-10	2.49741e-09	1.34361e-12	1.24916e-12	3.39994e-06	3.06506e-12	5.94299e-11	1.30858e-13	1.85073e-12	7.14788e-15
51	5.29852e-12	1.80754e-11	9.90106e-09	1.76628e-13	1.79237e-10	2.41784e-11	4.62383e-12	1.0032e-13	1.59968e-07	3.04265e-14	8.99964e-08	3.79267e-14	3.44084e-12	1.39956e-06	6.98864e-10	1.05535e-12	1.23712e-16	2.38444e-16	8.0416e-14	8.0416e-14	1.99675e-08	3.08795e-11	8.59241e-13	7.21912e-13	3.60587e-10	2.49733e-09	1.39713e-12	1.27346e-12	3.39993e-06	3.18766e-12	6.76968e-11	1.36538e-13	1.96058e-12	7.28661e-15
52	5.16775e-12	1.8185e-11	9.89782e-09	1.75092e-13	1.82347e-10	2.44479e-11	4.77075e-12	9.94457e-14	1.59968e-07	3.01616e-14	8.99963e-08	3.75962e-14	3.50299e-12	1.39952e-06	6.98798e-10	1.11445e-12	1.36202e-16	2.62591e-16	8.6925e-14	8.6925e-14	1.99657e-08	3.26254e-11	9.29861e-13	7.8123e-13	3.99127e-10	2.49725e-09	1.45125e-12	1.29754e-12	3.39992e-06	3.31166e-12	7.68603e-11	1.42322e-13	2.07397e-12	7.42413e-15
53	5.0416e-12	1.82901e-11	9.89455e-09	1.73583e-13	1.85489e-10	2.47044e-11	4.91787e-12	9.8587e-14	1.59967e-07	2.99014e-14	8.99962e-08	3.72714e-14	3.56444e-12	1.39946e-06	6.98731e-10	1.17525e-12	1.49605e-16	2.8851e-16	9.37937e-14	9.37937e-14	1.99637e-08	3.44235e-11	1.0039e-12	8.43418e-13	4.4056e-10	2.49717e-09	1.50594e-12	1.3214e-12	3.39991e-06	3.437e-12	8.69889e-11	1.48209e-13	2.19091e-12	7.56045e-15
54	4.9199e-12	1.83909e-11	9.89126e-09	1.721e-13	1.88663e-10	2.49481e-11	5.06519e-12	9.77435e-14	1.59966e-07	2.96457e-14	8.99962e-08	3.69523e-14	3.62521e-12	1.39941e-06	6.98661e-10	1.23772e-12	1.63962e-16	3.1628e-16	1.01032e-13	1.01032e-13	1.99617e-08	3.62738e-11	1.08138e-12	9.08487e-13	4.84996e-10	2.49709e-09	1.56118e-12	1.34506e-12	3.3999e-06	3.56361e-12	9.81535e-11	1.54198e-13	2.3114e-12	7.69561e-15
55	4.80249e-12	1.84876e-11	9.88794e-09	1.70645e-13	1.91867e-10	2.51791e-11	5.21276e-12	9.69155e-14	1.59966e-07	2.93947e-14	8.99961e-08	3.66391e-14	3.68531e-12	1.39935e-06	6.98589e-10	1.30186e-12	1.79315e-16	3.4598e-16	1.08651e-13	1.08651e-13	1.99597e-08	3.81765e-11	1.1623e-12	9.76442e-13	5.32544e-10	2.49701e-09	1.61692e-12	1.36851e-12	3.39988e-06	3.69144e-12	1.10428e-10	1.60288e-13	2.43545e-12	7.82962e-15
56	4.68923e-12	1.85802e-11	9.88459e-09	1.69217e-13	1.95099e-10	2.53977e-11	5.36064e-12	9.61031e-14	1.59965e-07	2.91484e-14	8.99961e-08	3.63317e-14	3.74474e-12	1.39928e-06	6.98515e-10	1.36766e-12	1.95703e-16	3.77691e-16	1.16659e-13	1.16659e-13	1.99576e-08	4.01316e-11	1.24667e-12	1.04728e-12	5.83311e-10	2.49694e-09	1.67315e-12	1.39176e-12	3.39987e-06	3.82041e-12	1.23889e-10	1.66477e-13	2.56307e-12	7.9625e-15
57	4.57996e-12	1.86691e-11	9.88122e-09	1.67817e-13	1.98356e-10	2.56041e-11	5.50889e-12	9.53064e-14	1.59965e-07	2.89069e-14	8.9996e-08	3.60303e-14	3.80353e-12	1.39921e-06	6.98439e-10	1.43512e-12	2.13169e-16	4.11494e-16	1.25067e-13	1.25067e-13	1.99554e-08	4.21393e-11	1.33448e-12	1.121e-12	6.37401e-10	2.49686e-09	1.72983e-12	1.41482e-12	3.39985e-06	3.95046e-12	1.38616e-10	1.72764e-13	2.69426e-12	8.09427e-15
58	4.47454e-12	1.87542e-11	9.87784e-09	1.66445e-13	2.01639e-10	2.57985e-11	5.65762e-12	9.45255e-14	1.59964e-07	2.86702e-14	8.99959e-08	3.57349e-14	3.86168e-12	1.39914e-06	6.98361e-10	1.50424e-12	2.31755e-16	4.47471e-16	1.33885e-13	1.33885e-13	1.99532e-08	4.41996e-11	1.42571e-12	1.19759e-12	6.94915e-10	2.49678e-09	1.78693e-12	1.43768e-12	3.39984e-06	4.08154e-12	1.54689e-10	1.79149e-13	2.82903e-12	8.22496e-15
59	4.37285e-12	1.88357e-11	9.87443e-09	1.65101e-13	2.04945e-10	2.59811e-11	5.80695e-12	9.37604e-14	1.59964e-07	2.84382e-14	8.99959e-08	3.54454e-14	3.9192e-12	1.39906e-06	6.98281e-10	1.575e-12	2.51503e-16	4.85704e-16	1.43123e-13	1.43123e-13	1.99509e-08	4.63129e-11	1.52037e-12	1.27705e-12	7.5595e-10	2.4967e-09	1.84444e-12	1.46035e-12	3.39982e-06	4.21357e-12	1.72192e-10	1.8563e-13	2.9674e-12	8.35459e-15
60	4.27473e-12	1.89138e-11	9.871e-09	1.63784e-13	2.08273e-10	2.61521e-11	5.95704e-12	9.3011e-14	1.59963e-07	2.82111e-14	8.99958e-08	3.51618e-14	3.97611e-12	1.39898e-06	6.98199e-10	1.64741e-12	2.72457e-16	5.26278e-16	1.5279e-13	1.5279e-13	1.99485e-08	4.84794e-11	1.61842e-12	1.35934e-12	8.20602e-10	2.49661e-09	1.90233e-12	1.48283e-12	3.3998e-06	4.34651e-12	1.91213e-10	1.92207e-13	3.10939e-12	8.48318e-15
61	4.18008e-12	1.89885e-11	9.86756e-09	1.62496e-13	2.11621e-10	2.63118e-11	6.10806e-12	9.22774e-14	1.59962e-07	2.79886e-14	8.99957e-08	3.48842e-14	4.03241e-12	1.39889e-06	6.98115e-10	1.72147e-12	2.94659e-16	5.69276e-16	1.62897e-13	1.62897e-13	1.99461e-08	5.06995e-11	1.71985e-12	1.44445e-12	8.88961e-10	2.49653e-09	1.96056e-12	1.50513e-12	3.39978e-06	4.48029e-12	2.11838e-10	1.98878e-13	3.255e-12	8.61074e-15
62	4.08876e-12	1.90601e-11	9.8641e-09	1.61234e-13	2.14987e-10	2.64604e-11	6.26021e-12	9.15594e-14	1.59962e-07	2.7771e-14	8.99957e-08	3.46125e-14	4.08813e-12	1.39879e-06	6.98028e-10	1.79719e-12	3.18154e-16	6.14784e-16	1.73453e-13	1.73453e-13	1.99437e-08	5.29737e-11	1.82464e-12	1.53237e-12	9.61116e-10	2.49645e-09	2.01911e-12	1.52725e-12	3.39976e-06	4.61485e-12	2.34159e-10	2.05642e-13	3.40428e-12	8.73731e-15
63	4.00065e-12	1.91285e-11	9.86063e-09	1.6e-13	2.18371e-10	2.65982e-11	6.41372e-12	9.08569e-14	1.59961e-07	2.7558e-14	8.99956e-08	3.43467e-14	4.14326e-12	1.39869e-06	6.9794e-10	1.87456e-12	3.42986e-16	6.62889e-16	1.84468e-13	1.84468e-13	1.99411e-08	5.53023e-11	1.93274e-12	1.62306e-12	1.03715e-09	2.49637e-09	2.07797e-12	1.5492e-12	3.39973e-06	4.75015e-12	2.58268e-10	2.12498e-13	3.55724e-12	8.8629e-15
64	3.91565e-12	1.9194e-11	9.85714e-09	1.58794e-13	2.21771e-10	2.67254e-11	6.56884e-12	9.017e-14	1.59961e-07	2.73497e-14	8.99955e-08	3.40867e-14	4.19782e-12	1.39859e-06	6.97849e-10	1.9536e-12	3.692e-16	7.13678e-16	1.95953e-13	1.95953e-13	1.99386e-08	5.76861e-11	2.04415e-12	1.7165e-12	1.11714e-09	2.49629e-09	2.1371e-12	1.57097e-12	3.39971e-06	4.88612e-12	2.8426e-10	2.19446e-13	3.71392e-12	8.98754e-15
65	3.83364e-12	1.92566e-11	9.85365e-09	1.57614e-13	2.25186e-10	2.68423e-11	6.72587e-12	8.94984e-14	1.5996e-07	2.71461e-14	8.99955e-08	3.38326e-14	4.25183e-12	1.39847e-06	6.97757e-10	2.03432e-12	3.96841e-16	7.6724e-16	2.07917e-13	2.07917e-13	1.99359e-08	6.01258e-11	2.15882e-12	1.81266e-12	1.20117e-09	2.49621e-09	2.19647e-12	1.59258e-12	3.39968e-06	5.02271e-12	3.12231e-10	2.26484e-13	3.87437e-12	9.11124e-15
66	3.75451e-12	1.93164e-11	9.85014e-09	1.56461e-13	2.28613e-10	2.69491e-11	6.88512e-12	8.88421e-14	1.5996e-07	2.69471e-14	8.99954e-08	3.35842e-14	4.30529e-12	1.39836e-06	6.97662e-10	2.11675e-12	4.25956e-16	8.23664e-16	2.20371e-13	2.20371e-13	1.99332e-08	6.26223e-11	2.27672e-12	1.91151e-12	1.28931e-09	2.49613e-09	2.25608e-12	1.61403e-12	3.39965e-06	5.15986e-12	3.4228e-10	2.33611e-13	4.03863e-12	9.23403e-15
67	3.67816e-12	1.93735e-11	9.84663e-09	1.55335e-13	2.32053e-10	2.7046e-11	7.04694e-12	8.82009e-14	1.59959e-07	2.67527e-14	8.99954e-08	3.33415e-14	4.35822e-12	1.39823e-06	6.97564e-10	2.20089e-12	4.56591e-16	8.83042e-16	2.33324e-13	2.33324e-13	1.99304e-08	6.51765e-11	2.39783e-12	2.01303e-12	1.38163e-09	2.49605e-09	2.31589e-12	1.63531e-12	3.39962e-06	5.29754e-12	3.74506e-10	2.40827e-13	4.20677e-12	9.35593e-15
68	3.6045e-12	1.94281e-11	9.8431e-09	1.54236e-13	2.35503e-10	2.71333e-11	7.2117e-12	8.75748e-14	1.59959e-07	2.65629e-14	8.99953e-08	3.31045e-14	4.41062e-12	1.3981e-06	6.97465e-10	2.28679e-12	4.88795e-16	9.45467e-16	2.46788e-13	2.46788e-13	1.99276e-08	6.77896e-11	2.52211e-12	2.11718e-12	1.47819e-09	2.49597e-09	2.37588e-12	1.65644e-12	3.39958e-06	5.43569e-12	4.09012e-10	2.48131e-13	4.37885e-12	9.47696e-15
69	3.53343e-12	1.94802e-11	9.83957e-09	1.53162e-13	2.38963e-10	2.72112e-11	7.37981e-12	8.69635e-14	1.59958e-07	2.63775e-14	8.99952e-08	3.28732e-14	4.46251e-12	1.39796e-06	6.97363e-10	2.37446e-12	5.22616e-16	1.01103e-15	2.60772e-13	2.60772e-13	1.99247e-08	7.04628e-11	2.64954e-12	2.22395e-12	1.57906e-09	2.49589e-09	2.43604e-12	1.67742e-12	3.39954e-06	5.57425e-12	4.45899e-10	2.55521e-13	4.55494e-12	9.59713e-15
70	3.46485e-12	1.95299e-11	9.83603e-09	1.52115e-13	2.42431e-10	2.728e-11	7.55171e-12	8.6367e-14	1.59958e-07	2.61967e-14	8.99952e-08	3.26474e-14	4.5139e-12	1.39782e-06	6.97259e-10	2.46396e-12	5.58103e-16	1.07984e-15	2.75288e-13	2.75288e-13	1.99217e-08	7.31976e-11	2.78008e-12	2.33329e-12	1.6843e-09	2.49581e-09	2.49633e-12	1.69824e-12	3.3995e-06	5.71319e-12	4.85274e-10	2.62997e-13	4.73513e-12	9.71648e-15
71	3.39867e-12	1.95772e-11	9.83249e-09	1.51093e-13	2.45906e-10	2.73399e-11	7.72789e-12	8.57852e-14	1.59957e-07	2.60203e-14	8.99951e-08	3.24272e-14	4.56479e-12	1.39766e-06	6.97153e-10	2.55532e-12	5.95308e-16	1.15198e-15	2.90347e-13	2.90347e-13	1.99186e-08	7.59957e-11	2.91371e-12	2.4452e-12	1.79397e-09	2.49572e-09	2.55675e-12	1.71893e-12	3.39946e-06	5.85245e-12	5.27241e-10	2.70559e-13	4.91952e-12	9.83501e-15
72	3.33482e-12	1.96224e-11	9.82895e-09	1.50097e-13	2.49387e-10	2.73911e-11	7.90883e-12	8.52179e-14	1.59957e-07	2.58482e-14	8.99951e-08	3.22124e-14	4.61521e-12	1.3975e-06	6.97044e-10	2.64859e-12	6.34281e-16	1.22756e-15	3.0596e-13	3.0596e-13	1.99155e-08	7.88588e-11	3.0504e-12	2.55964e-12	1.90811e-09	2.49564e-09	2.61727e-12	1.73947e-12	3.39942e-06	5.99199e-12	5.71909e-10	2.78205e-13	5.10821e-12	9.95276e-15
73	3.2732e-12	1.96654e-11	9.8254e-09	1.49126e-13	2.52873e-10	2.74338e-11	8.0951e-12	8.46649e-14	1.59956e-07	2.56806e-14	8.9995e-08	3.20031e-14	4.66515e-12	1.39734e-06	6.96932e-10	2.74383e-12	6.75077e-16	1.30667e-15	3.22138e-13	3.22138e-13	1.99123e-08	8.17889e-11	3.19015e-12	2.6766e-12	2.02678e-09	2.49556e-09	2.67786e-12	1.75987e-12	3.39937e-06	6.13178e-12	6.19385e-10	2.85934e-13	5.30133e-12	1.00697e-14
74	3.21374e-12	1.97063e-11	9.82185e-09	1.48181e-13	2.56363e-10	2.74682e-11	8.28725e-12	8.41262e-14	1.59956e-07	2.55172e-14	8.9995e-08	3.17992e-14	4.71464e-12	1.39716e-06	6.96818e-10	2.8411e-12	7.17749e-16	1.38944e-15	3.38894e-13	3.38894e-13	1.99091e-08	8.47883e-11	3.33293e-12	2.79606e-12	2.15003e-09	2.49548e-09	2.73853e-12	1.78014e-12	3.39932e-06	6.27175e-12	6.69781e-10	2.93746e-13	5.49902e-12	1.0186e-14
75	3.15636e-12	1.97452e-11	9.8183e-09	1.4726e-13	2.59855e-10	2.74946e-11	8.48591e-12	8.36016e-14	1.59955e-07	2.53581e-14	8.99949e-08	3.16006e-14	4.76367e-12	1.39698e-06	6.96701e-10	2.94049e-12	7.62355e-16	1.47596e-15	3.5624e-13	3.5624e-13	1.99057e-08	8.78594e-11	3.47874e-12	2.91802e-12	2.2779e-09	2.4954e-09	2.79923e-12	1.80027e-12	3.39926e-06	6.41188e-12	7.23205e-10	3.0164e-13	5.70142e-12	1.03014e-14
76	3.10099e-12	1.97823e-11	9.81475e-09	1.46364e-13	2.63349e-10	2.7513e-11	8.69173e-12	8.3091e-14	1.59954e-07	2.52033e-14	8.99948e-08	3.14072e-14	4.81226e-12	1.39679e-06	6.96581e-10	3.04206e-12	8.08952e-16	1.56635e-15	3.74189e-13	3.74189e-13	1.99023e-08	9.1005e-11	3.62756e-12	3.04246e-12	2.41044e-09	2.49532e-09	2.85996e-12	1.82028e-12	3.39921e-06	6.55212e-12	7.79772e-10	3.09615e-13	5.90869e-12	1.04162e-14
77	3.04754e-12	1.98174e-11	9.8112e-09	1.45492e-13	2.66844e-10	2.75238e-11	8.90538e-12	8.25943e-14	1.59954e-07	2.50527e-14	8.99948e-08	3.12192e-14	4.86043e-12	1.39659e-06	6.96459e-10	3.14591e-12	8.57599e-16	1.66072e-15	3.92754e-13	3.92754e-13	1.98988e-08	9.42279e-11	3.7794e-12	3.16938e-12	2.5477e-09	2.49524e-09	2.9207e-12	1.84017e-12	3.39915e-06	6.69243e-12	8.39592e-10	3.1767e-13	6.12102e-12	1.05303e-14
78	2.99597e-12	1.98508e-11	9.80766e-09	1.44644e-13	2.70339e-10	2.75269e-11	9.12759e-12	8.21113e-14	1.59953e-07	2.49062e-14	8.99947e-08	3.10363e-14	4.90817e-12	1.39639e-06	6.96333e-10	3.25214e-12	9.08361e-16	1.7592e-15	4.1195e-13	4.1195e-13	1.98952e-08	9.75313e-11	3.93427e-12	3.29878e-12	2.68971e-09	2.49516e-09	2.98143e-12	1.85993e-12	3.39908e-06	6.83278e-12	9.02782e-10	3.25805e-13	6.3386e-12	1.06437e-14
79	2.94618e-12	1.98824e-11	9.80411e-09	1.4382e-13	2.73832e-10	2.75227e-11	9.35911e-12	8.16419e-14	1.59953e-07	2.47639e-14	8.99947e-08	3.08585e-14	4.95551e-12	1.39617e-06	6.96205e-10	3.36085e-12	9.613e-16	1.86191e-15	4.3179e-13	4.3179e-13	1.98916e-08	1.00919e-10	4.09219e-12	3.43068e-12	2.83652e-09	2.49508e-09	3.04214e-12	1.87957e-12	3.39902e-06	6.97312e-12	9.69456e-10	3.3402e-13	6.56166e-12	1.07565e-14
80	2.89813e-12	1.99124e-11	9.80057e-09	1.4302e-13	2.77324e-10	2.75111e-11	9.60076e-12	8.11859e-14	1.59952e-07	2.46256e-14	8.99946e-08	3.06859e-14	5.00244e-12	1.39595e-06	6.96073e-10	3.47216e-12	1.01648e-15	1.96898e-15	4.52291e-13	4.52291e-13	1.98878e-08	1.04394e-10	4.25316e-12	3.56507e-12	2.98817e-09	2.495e-09	3.1028e-12	1.8991e-12	3.39895e-06	7.11342e-12	1.03973e-09	3.42312e-13	6.79041e-12	1.08686e-14
81	2.85175e-12	1.99407e-11	9.79704e-09	1.42244e-13	2.80812e-10	2.74924e-11	9.85336e-12	8.07432e-14	1.59952e-07	2.44913e-14	8.99946e-08	3.05183e-14	5.04899e-12	1.39572e-06	6.95937e-10	3.5862e-12	1.07398e-15	2.08055e-15	4.73468e-13	4.73468e-13	1.98839e-08	1.07961e-10	4.41721e-12	3.70199e-12	3.14469e-09	2.49492e-09	3.1634e-12	1.91852e-12	3.39887e-06	7.25363e-12	1.11372e-09	3.50682e-13	7.02513e-12	1.09801e-14
82	2.80698e-12	1.99676e-11	9.79351e-09	1.4149e-13	2.84296e-10	2.74667e-11	1.01178e-11	8.03138e-14	1.59951e-07	2.43611e-14	8.99945e-08	3.03556e-14	5.09515e-12	1.39548e-06	6.95798e-10	3.70312e-12	1.13387e-15	2.19676e-15	4.95338e-13	4.95338e-13	1.98799e-08	1.11625e-10	4.58439e-12	3.84146e-12	3.30614e-09	2.49484e-09	3.22393e-12	1.93783e-12	3.39879e-06	7.39373e-12	1.19154e-09	3.5913e-13	7.26607e-12	1.1091e-14
83	2.76377e-12	1.99929e-11	9.78999e-09	1.4076e-13	2.87775e-10	2.74339e-11	1.0395e-11	7.98974e-14	1.59951e-07	2.42348e-14	8.99945e-08	3.01979e-14	5.14094e-12	1.39523e-06	6.95656e-10	3.82305e-12	1.19622e-15	2.31775e-15	5.17918e-13	5.17918e-13	1.98759e-08	1.1539e-10	4.75473e-12	3.9835e-12	3.47256e-09	2.49476e-09	3.28438e-12	1.95704e-12	3.39871e-06	7.53368e-12	1.27332e-09	3.67653e-13	7.51355e-12	1.12013e-14
84	2.72204e-12	2.00168e-11	9.78647e-09	1.40052e-13	2.91249e-10	2.73943e-11	1.06859e-11	7.94939e-14	1.5995e-07	2.41124e-14	8.99944e-08	3.00451e-14	5.18637e-12	1.39497e-06	6.95509e-10	3.94617e-12	1.26112e-15	2.44369e-15	5.41228e-13	5.41228e-13	1.98717e-08	1.19261e-10	4.92829e-12	4.12816e-12	3.64398e-09	2.49468e-09	3.34471e-12	1.97615e-12	3.39862e-06	7.67344e-12	1.35918e-09	3.76252e-13	7.76787e-12	1.13111e-14
85	2.68176e-12	2.00393e-11	9.78297e-09	1.39367e-13	2.94716e-10	2.73479e-11	1.09916e-11	7.91031e-14	1.5995e-07	2.39939e-14	8.99943e-08	2.98971e-14	5.23144e-12	1.39471e-06	6.95358e-10	4.07265e-12	1.32864e-15	2.57473e-15	5.65287e-13	5.65287e-13	1.98674e-08	1.23243e-10	5.10512e-12	4.27547e-12	3.82045e-09	2.4946e-09	3.40493e-12	1.99515e-12	3.39853e-06	7.81298e-12	1.44923e-09	3.84927e-13	8.02938e-12	1.14203e-14
86	2.64287e-12	2.00605e-11	9.77947e-09	1.38704e-13	2.98175e-10	2.72947e-11	1.13131e-11	7.8725e-14	1.59949e-07	2.38793e-14	8.99943e-08	2.97539e-14	5.27617e-12	1.39443e-06	6.95203e-10	4.20267e-12	1.39888e-15	2.71104e-15	5.90115e-13	5.90115e-13	1.98629e-08	1.27344e-10	5.28528e-12	4.42549e-12	4.00202e-09	2.49452e-09	3.46501e-12	2.01406e-12	3.39844e-06	7.95226e-12	1.54359e-09	3.93676e-13	8.29844e-12	1.1529e-14
87	2.60532e-12	2.00804e-11	9.77598e-09	1.38063e-13	3.01627e-10	2.72348e-11	1.16515e-11	7.83594e-14	1.59949e-07	2.37684e-14	8.99942e-08	2.96154e-14	5.32057e-12	1.39414e-06	6.95043e-10	4.33645e-12	1.47193e-15	2.85281e-15	6.15735e-13	6.15735e-13	1.98584e-08	1.31568e-10	5.46886e-12	4.57828e-12	4.18874e-09	2.49444e-09	3.52494e-12	2.03288e-12	3.39834e-06	8.09125e-12	1.6424e-09	4.02499e-13	8.57546e-12	1.16371e-14
88	2.56906e-12	2.0099e-11	9.7725e-09	1.37443e-13	3.05069e-10	2.71681e-11	1.2008e-11	7.8006e-14	1.59948e-07	2.36612e-14	8.99942e-08	2.94815e-14	5.36463e-12	1.39385e-06	6.94879e-10	4.4742e-12	1.54788e-15	3.00022e-15	6.4217e-13	6.4217e-13	1.98537e-08	1.35922e-10	5.65593e-12	4.7339e-12	4.38066e-09	2.49436e-09	3.5847e-12	2.05161e-12	3.39824e-06	8.22991e-12	1.74577e-09	4.11395e-13	8.86085e-12	1.17448e-14
89	2.53404e-12	2.01164e-11	9.76903e-09	1.36845e-13	3.08501e-10	2.70948e-11	1.23839e-11	7.76649e-14	1.59948e-07	2.35577e-14	8.99941e-08	2.93523e-14	5.40838e-12	1.39354e-06	6.9471e-10	4.61615e-12	1.62684e-15	3.15348e-15	6.69443e-13	6.69443e-13	1.98488e-08	1.40414e-10	5.84659e-12	4.89241e-12	4.57783e-09	2.49429e-09	3.64428e-12	2.07025e-12	3.39813e-06	8.36821e-12	1.85383e-09	4.20364e-13	9.15507e-12	1.1852e-14
90	2.50022e-12	2.01327e-11	9.76558e-09	1.36268e-13	3.11922e-10	2.70147e-11	1.27802e-11	7.73357e-14	1.59947e-07	2.34579e-14	8.99941e-08	2.92275e-14	5.45182e-12	1.39323e-06	6.94535e-10	4.76254e-12	1.70892e-15	3.31278e-15	6.97582e-13	6.97582e-13	1.98439e-08	1.45052e-10	6.04093e-12	5.0539e-12	4.78032e-09	2.49421e-09	3.70367e-12	2.08881e-12	3.39801e-06	8.50611e-12	1.96671e-09	4.29406e-13	9.45858e-12	1.19587e-14
91	2.46755e-12	2.01479e-11	9.76214e-09	1.35712e-13	3.15331e-10	2.69279e-11	1.31986e-11	7.70184e-14	1.59947e-07	2.33617e-14	8.9994e-08	2.91073e-14	5.49496e-12	1.3929e-06	6.94354e-10	4.91364e-12	1.79424e-15	3.47836e-15	7.26614e-13	7.26614e-13	1.98387e-08	1.49843e-10	6.23905e-12	5.21844e-12	4.98818e-09	2.49413e-09	3.76284e-12	2.10729e-12	3.3979e-06	8.64358e-12	2.08453e-09	4.38519e-13	9.77192e-12	1.2065e-14
92	2.436e-12	2.0162e-11	9.75871e-09	1.35176e-13	3.18728e-10	2.68343e-11	1.36402e-11	7.67127e-14	1.59947e-07	2.3269e-14	8.9994e-08	2.89915e-14	5.5378e-12	1.39256e-06	6.94168e-10	5.06973e-12	1.8829e-15	3.65045e-15	7.56567e-13	7.56567e-13	1.98334e-08	1.54796e-10	6.44108e-12	5.38613e-12	5.20147e-09	2.49405e-09	3.82179e-12	2.12569e-12	3.39777e-06	8.78059e-12	2.20743e-09	4.47704e-13	1.00956e-11	1.21708e-14
93	2.40553e-12	2.0175e-11	9.75529e-09	1.34661e-13	3.22112e-10	2.67339e-11	1.41066e-11	7.64186e-14	1.59946e-07	2.31797e-14	8.99939e-08	2.888e-14	5.58036e-12	1.39221e-06	6.93976e-10	5.23111e-12	1.97505e-15	3.82929e-15	7.87472e-13	7.87472e-13	1.98279e-08	1.59921e-10	6.64713e-12	5.55706e-12	5.42027e-09	2.49398e-09	3.8805e-12	2.14402e-12	3.39764e-06	8.9171e-12	2.33554e-09	4.56959e-13	1.04302e-11	1.22763e-14
94	2.37608e-12	2.01871e-11	9.75189e-09	1.34166e-13	3.25482e-10	2.66267e-11	1.45993e-11	7.61358e-14	1.59946e-07	2.3094e-14	8.99939e-08	2.87729e-14	5.62264e-12	1.39186e-06	6.93776e-10	5.39809e-12	2.07081e-15	4.01515e-15	8.19363e-13	8.19363e-13	1.98222e-08	1.65227e-10	6.85734e-12	5.73133e-12	5.64465e-09	2.4939e-09	3.93896e-12	2.16227e-12	3.39751e-06	9.05308e-12	2.46899e-09	4.66284e-13	1.07764e-11	1.23813e-14
95	2.34763e-12	2.01982e-11	9.74851e-09	1.3369e-13	3.28836e-10	2.65125e-11	1.512e-11	7.58641e-14	1.59945e-07	2.30116e-14	8.99938e-08	2.86699e-14	5.66465e-12	1.39149e-06	6.9357e-10	5.57101e-12	2.17033e-15	4.2083e-15	8.52274e-13	8.52274e-13	1.98163e-08	1.70724e-10	7.07182e-12	5.90903e-12	5.87469e-09	2.49382e-09	3.99714e-12	2.18046e-12	3.39737e-06	9.18848e-12	2.60791e-09	4.7568e-13	1.11348e-11	1.24859e-14
96	2.32015e-12	2.02084e-11	9.74515e-09	1.33233e-13	3.32174e-10	2.63913e-11	1.56702e-11	7.56034e-14	1.59945e-07	2.29325e-14	8.99938e-08	2.85711e-14	5.70639e-12	1.3911e-06	6.93357e-10	5.75022e-12	2.27377e-15	4.40905e-15	8.86241e-13	8.86241e-13	1.98102e-08	1.76423e-10	7.29074e-12	6.0903e-12	6.11047e-09	2.49375e-09	4.05503e-12	2.19857e-12	3.39723e-06	9.32328e-12	2.75244e-09	4.85144e-13	1.15061e-11	1.25902e-14
