Time	[MAPK phosphatase]	[MEK phosphatase]	[RAF kinase]	[RAF phosphatase]	[MAPK]	[MAPK-P]	[MAPK-PP]	[MEK]	[MEK-P]	[MEK-PP]	[RAF]	[RAF-P]	[MAPK_MEK-PP]	[MAPK-P_MEK-PP]	[MEK_RAF-P]	[MEK-P_RAF-P]	[MAPK-P_MAPKPase]	[MAPK-PP_MAPKPase]	[MEK-P_MEKPase]	[MEK-PP_MEKPase]	[RAF_RAFK]	[RAF-P_RAFPase]	[Scaffold]	[Scaffold_RAF]	[Scaffold_RAF-P]	[Scaffold_MEK]	[Scaffold_MEK_RAF]	[Scaffold_MEK_RAF-P]	[Scaffold_MEK-P]	[Scaffold_MEK-P_RAF]	[Scaffold_MEK-P_RAF-P]	[Scaffold_MEK-PP]	[Scaffold_MEK-PP_RAF]	[Scaffold_MEK-PP_RAF-P]	[Scaffold_MAPK]	[Scaffold_MAPK_RAF]	[Scaffold_MAPK_RAF-P]	[Scaffold_MAPK_MEK]	[Scaffold_MAPK_MEK_RAF]	[Scaffold_MAPK_MEK_RAF-P]	[Scaffold_MAPK_MEK-P]	[Scaffold_MAPK_MEK-P_RAF]	[Scaffold_MAPK_MEK-P_RAF-P]	[Scaffold_MAPK_MEK-PP]	[Scaffold_MAPK_MEK-PP_RAF]	[Scaffold_MAPK_MEK-PP_RAF-P]	[Scaffold_MAPK-P]	[Scaffold_MAPK-P_RAF]	[Scaffold_MAPK-P_RAF-P]	[Scaffold_MAPK-P_MEK]	[Scaffold_MAPK-P_MEK_RAF]	[Scaffold_MAPK-P_MEK_RAF-P]	[Scaffold_MAPK-P_MEK-P]	[Scaffold_MAPK-P_MEK-P_RAF]	[Scaffold_MAPK-P_MEK-P_RAF-P]	[Scaffold_MAPK-P_MEK-PP]	[Scaffold_MAPK-P_MEK-PP_RAF]	[Scaffold_MAPK-P_MEK-PP_RAF-P]	[Scaffold_MAPK-PP]	[Scaffold_MAPK-PP_RAF]	[Scaffold_MAPK-PP_RAF-P]	[Scaffold_MAPK-PP_MEK]	[Scaffold_MAPK-PP_MEK_RAF]	[Scaffold_MAPK-PP_MEK_RAF-P]	[Scaffold_MAPK-PP_MEK-P]	[Scaffold_MAPK-PP_MEK-P_RAF]	[Scaffold_MAPK-PP_MEK-P_RAF-P]	[Scaffold_MAPK-PP_MEK-PP]	[Scaffold_MAPK-PP_MEK-PP_RAF]	[Scaffold_MAPK-PP_MEK-PP_RAF-P]	[Scaffold_RAF]	[Scaffold_MEK_RAF]	[Scaffold_MEK-P_RAF]	[Scaffold_MEK-PP_RAF]	[Scaffold_MAPK_RAF]	[Scaffold_MAPK_MEK_RAF]	[Scaffold_MAPK_MEK-P_RAF]	[Scaffold_MAPK_MEK-PP_RAF]	[Scaffold_MAPK-P_RAF]	[Scaffold_MAPK-P_MEK_RAF]	[Scaffold_MAPK-P_MEK-P_RAF]	[Scaffold_MAPK-P_MEK-PP_RAF]	[Scaffold_MAPK-PP_RAF]	[Scaffold_MAPK-PP_MEK_RAF]	[Scaffold_MAPK-PP_MEK-P_RAF]	[Scaffold_MAPK-PP_MEK-PP_RAF]
35	0.292472	0.17752	0.0577639	0.285206	0.292181	0.00266655	0.000315723	0.0562181	0.0102987	0.00142019	0.0860472	0.065464	0.0108851	8.9491e-05	0.0232072	0.00398422	0.00673241	0.000795409	0.0198631	0.00261663	0.0103954	0.0147941	0.000156082	2.14758e-05	0.00251412	0.00016453	2.27624e-05	0.00251846	0.000103816	1.41658e-05	0.0017753	8.11407e-05	1.09607e-05	0.00149244	0.000907009	0.000124838	0.0145511	0.000957876	0.000132535	0.0146428	0.000606404	8.27458e-05	0.0103697	0.000432925	5.84146e-05	0.00802884	4.11054e-05	5.66851e-06	0.000648543	3.517e-05	4.88157e-06	0.000522883	9.83811e-06	1.31903e-06	0.000190367	0.000211663	2.89778e-05	0.00351863	2.26461e-05	3.12611e-06	0.000354587	1.85667e-05	2.57878e-06	0.000274482	4.54153e-06	6.06419e-07	9.02731e-05	0.00013888	1.90943e-05	0.00224048	2.14758e-05	2.27624e-05	1.41658e-05	1.09607e-05	0.000124838	0.000132535	8.27458e-05	5.84146e-05	5.66851e-06	4.88157e-06	1.31903e-06	2.89778e-05	3.12611e-06	2.57878e-06	6.06419e-07	1.90943e-05
36	0.291865	0.176961	0.0580851	0.284751	0.290586	0.00287039	0.000339992	0.0546118	0.0105133	0.00151245	0.0836665	0.0674261	0.0115703	0.000103293	0.0232709	0.00421623	0.00727481	0.000860396	0.0202538	0.00278479	0.0101693	0.0152488	0.000162778	2.16672e-05	0.00254931	0.000166689	2.23071e-05	0.00247969	0.000105734	1.3958e-05	0.00176138	8.42906e-05	1.10187e-05	0.00151061	0.000940605	0.000125238	0.0146788	0.00096497	0.000129149	0.014339	0.000614185	8.10799e-05	0.0102315	0.000446669	5.83246e-05	0.00807259	4.45726e-05	5.94522e-06	0.00068457	3.7269e-05	5.00283e-06	0.000538929	1.05744e-05	1.37243e-06	0.000199242	0.000220911	2.9255e-05	0.00357924	2.51273e-05	3.35489e-06	0.000382929	2.01534e-05	2.70714e-06	0.000289726	5.00797e-06	6.47435e-07	9.69004e-05	0.000148342	1.97269e-05	0.00233136	2.16672e-05	2.23071e-05	1.3958e-05	1.10187e-05	0.000125238	0.000129149	8.10799e-05	5.83246e-05	5.94522e-06	5.00283e-06	1.37243e-06	2.9255e-05	3.35489e-06	2.70714e-06	6.47435e-07	1.97269e-05
37	0.291238	0.176428	0.0583973	0.284305	0.288961	0.00308081	0.000364973	0.0530731	0.0107136	0.00160695	0.0813535	0.0693558	0.0122661	0.000118559	0.0233092	0.00444632	0.00783497	0.000927295	0.0206156	0.00295684	0.0099458	0.0156951	0.000169759	2.18641e-05	0.00258519	0.000168947	2.18742e-05	0.00244258	0.000107657	1.37518e-05	0.00174721	8.74661e-05	1.10667e-05	0.00152748	0.000975294	0.000125642	0.0148058	0.000972384	0.000125908	0.0140454	0.0006218	7.9428e-05	0.0100916	0.00046029	5.81739e-05	0.00810762	4.81996e-05	6.21953e-06	0.000720634	3.93894e-05	5.11464e-06	0.000554018	1.13248e-05	1.42304e-06	0.000207823	0.000230152	2.94879e-05	0.0036346	2.778e-05	3.58817e-06	0.000412058	2.17986e-05	2.83243e-06	0.000304743	5.49721e-06	6.88172e-07	0.000103565	0.000158028	2.03303e-05	0.00241957	2.18641e-05	2.18742e-05	1.37518e-05	1.10667e-05	0.000125642	0.000125908	7.9428e-05	5.81739e-05	6.21953e-06	5.11464e-06	1.42304e-06	2.94879e-05	3.58817e-06	2.83243e-06	6.88172e-07	2.03303e-05
38	0.290592	0.175918	0.0587012	0.283867	0.287306	0.00329756	0.000390642	0.0515992	0.0109001	0.00170359	0.0791072	0.0712525	0.0129711	0.000135364	0.0233242	0.00467385	0.00841203	0.000996006	0.0209497	0.00313261	0.00972526	0.0161329	0.000177037	2.20664e-05	0.00262175	0.000171306	2.14626e-05	0.00240709	0.000109587	1.35477e-05	0.00173287	9.06683e-05	1.11053e-05	0.00154313	0.0010111	0.000126051	0.0149322	0.000980125	0.000122805	0.0137617	0.000629264	7.77936e-05	0.00995072	0.00047379	5.79678e-05	0.00813453	5.19866e-05	6.49089e-06	0.000756661	4.15288e-05	5.21718e-06	0.000568155	1.20879e-05	1.47078e-06	0.000216092	0.000239381	2.96788e-05	0.00368491	3.06084e-05	3.82538e-06	0.000441912	2.35005e-05	2.95433e-06	0.000319492	6.00861e-06	7.28462e-07	0.000110242	0.000167928	2.09041e-05	0.00250497	2.20664e-05	2.14626e-05	1.35477e-05	1.11053e-05	0.000126051	0.000122805	7.77936e-05	5.79678e-05	6.49089e-06	5.21718e-06	1.47078e-06	2.96788e-05	3.82538e-06	2.95433e-06	7.28462e-07	2.09041e-05
39	0.289928	0.175431	0.0589973	0.283438	0.285624	0.0035204	0.000416977	0.0501873	0.0110733	0.00180227	0.0769265	0.0731156	0.0136841	0.000153781	0.023318	0.00489825	0.0090051	0.00106643	0.0212571	0.00331192	0.009508	0.0165619	0.00018462	2.22738e-05	0.00265898	0.000173768	2.10712e-05	0.00237315	0.000111526	1.3346e-05	0.00171844	9.38979e-05	1.11354e-05	0.00155764	0.00104804	0.000126464	0.0150579	0.000988194	0.000119834	0.0134878	0.000636592	7.61799e-05	0.00980925	0.000487171	5.77112e-05	0.00815389	5.59338e-05	6.7588e-06	0.000792582	4.36845e-05	5.3107e-06	0.00058135	1.28619e-05	1.51558e-06	0.000224032	0.000248592	2.98302e-05	0.0037304	3.36167e-05	4.06599e-06	0.000472429	2.52572e-05	3.0726e-06	0.000333938	6.54146e-06	7.68151e-07	0.00011691	0.000178031	2.14481e-05	0.00258749	2.22738e-05	2.10712e-05	1.3346e-05	1.11354e-05	0.000126464	0.000119834	7.61799e-05	5.77112e-05	6.7588e-06	5.3107e-06	1.51558e-06	2.98302e-05	4.06599e-06	3.0726e-06	7.68151e-07	2.14481e-05
40	0.289248	0.174966	0.0592863	0.283018	0.283918	0.00374905	0.000443958	0.0488345	0.0112336	0.00190289	0.0748102	0.0749447	0.0144038	0.000173881	0.0232926	0.005119	0.00961326	0.00113848	0.0215392	0.00349458	0.00929426	0.0169823	0.000192519	2.24863e-05	0.00269687	0.000176334	2.06989e-05	0.00234071	0.000113478	1.31472e-05	0.00170396	9.71556e-05	1.11575e-05	0.00157108	0.00108613	0.000126879	0.015183	0.000996594	0.000116989	0.0132234	0.000643798	7.45894e-05	0.0096677	0.000500432	5.74089e-05	0.00816623	6.00409e-05	7.02279e-06	0.00082833	4.58541e-05	5.39542e-06	0.000593616	1.36454e-05	1.55741e-06	0.000231632	0.00025778	2.99444e-05	0.00377125	3.68084e-05	4.30944e-06	0.000503548	2.70669e-05	3.187e-06	0.000348048	7.09499e-06	8.07098e-07	0.000123547	0.000188328	2.19623e-05	0.00266704	2.24863e-05	2.06989e-05	1.31472e-05	1.11575e-05	0.000126879	0.000116989	7.45894e-05	5.74089e-05	7.02279e-06	5.39542e-06	1.55741e-06	2.99444e-05	4.30944e-06	3.187e-06	8.07098e-07	2.19623e-05
41	0.288552	0.174522	0.0595685	0.282606	0.282189	0.00398322	0.000471565	0.0475383	0.0113817	0.00200534	0.0727573	0.0767395	0.015129	0.00019573	0.0232496	0.00533565	0.0102356	0.00121206	0.0217971	0.00368043	0.00908425	0.0173939	0.000200742	2.27036e-05	0.0027354	0.000179005	2.03449e-05	0.00230973	0.000115442	1.29515e-05	0.0016895	0.000100442	1.11723e-05	0.00158351	0.00112541	0.000127297	0.0153075	0.00100532	0.000114263	0.0129681	0.000650891	7.30242e-05	0.00952646	0.000513575	5.70651e-05	0.00817205	6.43073e-05	7.28244e-06	0.000863843	4.80353e-05	5.47165e-06	0.00060497	1.44367e-05	1.59626e-06	0.000238883	0.000266942	3.00237e-05	0.00380769	4.01869e-05	4.5552e-06	0.000535204	2.89276e-05	3.29736e-06	0.000361795	7.66839e-06	8.45177e-07	0.000130132	0.000198808	2.24467e-05	0.00274357	2.27036e-05	2.03449e-05	1.29515e-05	1.11723e-05	0.000127297	0.000114263	7.30242e-05	5.70651e-05	7.28244e-06	5.47165e-06	1.59626e-06	3.00237e-05	4.5552e-06	3.29736e-06	8.45177e-07	2.24467e-05
42	0.287842	0.174099	0.0598443	0.282203	0.28044	0.00422264	0.000499781	0.046296	0.0115181	0.00210951	0.0707666	0.0784996	0.0158583	0.000219388	0.0231907	0.00554783	0.0108711	0.0012871	0.0220321	0.00386928	0.00887815	0.0177967	0.0002093	2.29257e-05	0.00277457	0.000181783	2.00081e-05	0.00228014	0.000117421	1.2759e-05	0.0016751	0.000103756	1.11803e-05	0.00159499	0.00116587	0.000127716	0.0154313	0.00101438	0.00011165	0.0127217	0.00065788	7.14861e-05	0.00938586	0.000526598	5.66839e-05	0.00817182	6.87321e-05	7.53736e-06	0.000899061	5.02258e-05	5.53969e-06	0.000615434	1.52345e-05	1.63212e-06	0.000245777	0.00027607	3.00703e-05	0.0038399	4.37552e-05	4.80275e-06	0.000567337	3.08372e-05	3.40353e-06	0.000375154	8.26077e-06	8.82276e-07	0.000136647	0.00020946	2.29017e-05	0.00281703	2.29257e-05	2.00081e-05	1.2759e-05	1.11803e-05	0.000127716	0.00011165	7.14861e-05	5.66839e-05	7.53736e-06	5.53969e-06	1.63212e-06	3.00703e-05	4.80275e-06	3.40353e-06	8.82276e-07	2.29017e-05
43	0.287118	0.173694	0.0601141	0.281809	0.278672	0.004467	0.000528588	0.0451052	0.0116433	0.0022153	0.0688369	0.0802249	0.0165906	0.000244913	0.0231175	0.0057552	0.0115187	0.00136352	0.0222453	0.00406093	0.0086761	0.0181907	0.000218201	2.31523e-05	0.00281436	0.000184666	1.96877e-05	0.00225189	0.000119416	1.25701e-05	0.0016608	0.000107099	1.11819e-05	0.00160558	0.00120754	0.000128137	0.0155543	0.00102377	0.000109146	0.0124838	0.000664772	6.99765e-05	0.00924621	0.000539499	5.62691e-05	0.00816598	7.33142e-05	7.78721e-06	0.00093393	5.24234e-05	5.59984e-06	0.000625029	1.60373e-05	1.66502e-06	0.00025231	0.000285161	3.00863e-05	0.00386809	4.75159e-05	5.0516e-06	0.000599882	3.27938e-05	3.5054e-06	0.000388105	8.87121e-06	9.18294e-07	0.000143076	0.000220275	2.33275e-05	0.00288739	2.31523e-05	1.96877e-05	1.25701e-05	1.11819e-05	0.000128137	0.000109146	6.99765e-05	5.62691e-05	7.78721e-06	5.59984e-06	1.66502e-06	3.00863e-05	5.0516e-06	3.5054e-06	9.18294e-07	2.33275e-05
44	0.286381	0.173307	0.060378	0.281424	0.276888	0.00471599	0.000557972	0.0439636	0.011758	0.00232258	0.0669669	0.0819154	0.0173247	0.000272355	0.0230315	0.0059575	0.0121775	0.00144123	0.0224382	0.0042552	0.00847821	0.018576	0.000227455	2.33834e-05	0.00285476	0.000187657	1.93828e-05	0.00222491	0.000121428	1.23848e-05	0.00164662	0.00011047	1.11778e-05	0.00161533	0.00125043	0.000128559	0.0156767	0.00103347	0.000106745	0.0122542	0.000671573	6.84964e-05	0.00910776	0.000552277	5.5824e-05	0.00815493	7.8052e-05	8.03166e-06	0.000968395	5.46259e-05	5.65244e-06	0.000633781	1.68435e-05	1.695e-06	0.000258481	0.000294208	3.00737e-05	0.00389245	5.14712e-05	5.30124e-06	0.000632779	3.47951e-05	3.60289e-06	0.000400631	9.49876e-06	9.53145e-07	0.000149402	0.00023124	2.37245e-05	0.00295463	2.33834e-05	1.93828e-05	1.23848e-05	1.11778e-05	0.000128559	0.000106745	6.84964e-05	5.5824e-05	8.03166e-06	5.65244e-06	1.695e-06	3.00737e-05	5.30124e-06	3.60289e-06	9.53145e-07	2.37245e-05
45	0.285633	0.172936	0.0606364	0.281047	0.275091	0.00496932	0.000587918	0.0428688	0.0118628	0.00243126	0.0651556	0.083571	0.0180595	0.000301761	0.0229338	0.00615451	0.0128465	0.00152019	0.0226118	0.00445188	0.00828458	0.0189525	0.00023707	2.36188e-05	0.00289574	0.000190755	1.90927e-05	0.00219917	0.000123456	1.22032e-05	0.0016326	0.000113869	1.11683e-05	0.00162428	0.00129456	0.000128981	0.0157982	0.00104349	0.000104442	0.0120326	0.000678289	6.70469e-05	0.00897071	0.000564928	5.5352e-05	0.00813907	8.29435e-05	8.27045e-06	0.00100241	5.68311e-05	5.69781e-06	0.000641715	1.7652e-05	1.72211e-06	0.000264289	0.000303206	3.00345e-05	0.00391315	5.56229e-05	5.55121e-06	0.000665966	3.68391e-05	3.69595e-06	0.000412718	1.01424e-05	9.86755e-07	0.000155611	0.000242344	2.40933e-05	0.00301876	2.36188e-05	1.90927e-05	1.22032e-05	1.11683e-05	0.000128981	0.000104442	6.70469e-05	5.5352e-05	8.27045e-06	5.69781e-06	1.72211e-06	3.00345e-05	5.55121e-06	3.69595e-06	9.86755e-07	2.40933e-05
46	0.284875	0.172582	0.0608895	0.28068	0.273282	0.00522666	0.000618413	0.0418187	0.0119581	0.00254121	0.0634017	0.0851916	0.0187938	0.00033317	0.0228258	0.00634607	0.0135247	0.00160031	0.0227674	0.00465079	0.00809526	0.0193204	0.000247054	2.38584e-05	0.00293729	0.000193958	1.88166e-05	0.0021746	0.000125502	1.20254e-05	0.00161875	0.000117294	1.11539e-05	0.00163249	0.00133993	0.000129404	0.015919	0.00105382	0.000102233	0.0118187	0.000684922	6.56284e-05	0.00883526	0.000577448	5.48561e-05	0.00811874	8.79864e-05	8.50332e-06	0.00103592	5.90368e-05	5.73631e-06	0.00064886	1.84612e-05	1.74643e-06	0.000269735	0.000312148	2.99706e-05	0.0039304	5.99722e-05	5.80104e-06	0.000699382	3.89234e-05	3.78454e-06	0.000424355	1.08011e-05	1.01906e-06	0.000161691	0.000253576	2.44345e-05	0.00307977	2.38584e-05	1.88166e-05	1.20254e-05	1.11539e-05	0.000129404	0.000102233	6.56284e-05	5.48561e-05	8.50332e-06	5.73631e-06	1.74643e-06	2.99706e-05	5.80104e-06	3.78454e-06	1.01906e-06	2.44345e-05
47	0.284107	0.172242	0.0611374	0.28032	0.271463	0.0054877	0.000649446	0.0408114	0.0120447	0.00265233	0.061704	0.0867774	0.0195265	0.000366616	0.0227085	0.00653205	0.014211	0.00168156	0.0229061	0.00485173	0.00791032	0.0196796	0.000257415	2.4102e-05	0.00297939	0.000197268	1.85538e-05	0.00215114	0.000127565	1.18514e-05	0.00160509	0.000120744	1.11348e-05	0.00163998	0.00138655	0.000129828	0.0160389	0.00106445	0.000100114	0.0116122	0.000691474	6.42416e-05	0.00870156	0.000589834	5.43391e-05	0.00809429	9.3178e-05	8.73006e-06	0.0010689	6.12411e-05	5.76825e-06	0.000655244	1.92698e-05	1.76802e-06	0.000274822	0.000321029	2.98837e-05	0.00394434	6.45201e-05	6.05031e-06	0.000732969	4.10457e-05	3.86867e-06	0.000435534	1.14738e-05	1.05002e-06	0.00016763	0.000264923	2.47486e-05	0.00313768	2.4102e-05	1.85538e-05	1.18514e-05	1.11348e-05	0.000129828	0.000100114	6.42416e-05	5.43391e-05	8.73006e-06	5.76825e-06	1.76802e-06	2.98837e-05	6.05031e-06	3.86867e-06	1.05002e-06	2.47486e-05
48	0.283332	0.171917	0.0613803	0.27997	0.269637	0.00575212	0.000681004	0.0398447	0.012123	0.00276451	0.0600613	0.0883285	0.0202567	0.000402125	0.0225832	0.00671237	0.0149044	0.00176386	0.023029	0.00505449	0.00772979	0.0200303	0.00026816	2.43496e-05	0.00302202	0.000200683	1.83037e-05	0.00212876	0.000129645	1.16812e-05	0.00159164	0.000124219	1.11116e-05	0.00164679	0.00143442	0.000130251	0.016158	0.00107538	9.80791e-05	0.0114127	0.000697948	6.28868e-05	0.00856975	0.000602081	5.38036e-05	0.00806603	9.8515e-05	8.95048e-06	0.0011013	6.34416e-05	5.794e-06	0.000660895	2.00766e-05	1.78696e-06	0.000279556	0.000329843	2.97756e-05	0.00395517	6.92668e-05	6.2986e-06	0.000766668	4.32037e-05	3.94836e-06	0.000446248	1.21594e-05	1.07958e-06	0.000173417	0.000276373	2.50364e-05	0.0031925	2.43496e-05	1.83037e-05	1.16812e-05	1.11116e-05	0.000130251	9.80791e-05	6.28868e-05	5.38036e-05	8.95048e-06	5.794e-06	1.78696e-06	2.97756e-05	6.2986e-06	3.94836e-06	1.07958e-06	2.50364e-05
49	0.282549	0.171604	0.0616183	0.279627	0.267806	0.0060196	0.000713077	0.0389169	0.0121936	0.00287763	0.0584723	0.089845	0.0209834	0.000439719	0.0224506	0.00688699	0.0156039	0.00184718	0.0231372	0.00525888	0.00755369	0.0203726	0.000279297	2.4601e-05	0.00306516	0.000204203	1.80656e-05	0.0021074	0.000131741	1.1515e-05	0.0015784	0.000127717	1.10844e-05	0.00165296	0.00148355	0.000130675	0.0162762	0.00108659	9.61261e-05	0.0112202	0.000704343	6.15641e-05	0.00843992	0.000614182	5.32521e-05	0.00803425	0.000103994	9.16443e-06	0.00113307	6.56364e-05	5.81386e-06	0.000665843	2.08801e-05	1.80335e-06	0.00028394	0.000338583	2.9648e-05	0.00396303	7.42122e-05	6.54551e-06	0.000800421	4.53949e-05	4.02362e-06	0.000456493	1.28567e-05	1.10772e-06	0.000179044	0.000287913	2.52986e-05	0.00324427	2.4601e-05	1.80656e-05	1.1515e-05	1.10844e-05	0.000130675	9.61261e-05	6.15641e-05	5.32521e-05	9.16443e-06	5.81386e-06	1.80335e-06	2.9648e-05	6.54551e-06	4.02362e-06	1.10772e-06	2.52986e-05
50	0.28176	0.171304	0.0618515	0.279294	0.265972	0.00628982	0.000745655	0.0380261	0.012257	0.00299159	0.0569359	0.091327	0.0217056	0.00047941	0.0223117	0.00705589	0.0163085	0.00193146	0.0232317	0.0054647	0.00738203	0.0207064	0.000290832	2.4856e-05	0.00310877	0.000207825	1.78389e-05	0.00208701	0.000133854	1.13526e-05	0.00156539	0.000131235	1.10536e-05	0.00165852	0.00153393	0.000131099	0.0163934	0.00109807	9.4251e-05	0.0110342	0.000710659	6.02737e-05	0.00831218	0.000626133	5.26868e-05	0.00799924	0.000109611	9.37177e-06	0.0011642	6.78232e-05	5.82819e-06	0.000670118	2.16793e-05	1.81729e-06	0.000287983	0.000347241	2.95023e-05	0.0039681	7.93554e-05	6.79066e-06	0.000834175	4.76167e-05	4.09452e-06	0.000466269	1.35646e-05	1.13441e-06	0.000184504	0.000299529	2.55359e-05	0.00329302	2.4856e-05	1.78389e-05	1.13526e-05	1.10536e-05	0.000131099	9.4251e-05	6.02737e-05	5.26868e-05	9.37177e-06	5.82819e-06	1.81729e-06	2.95023e-05	6.79066e-06	4.09452e-06	1.13441e-06	2.55359e-05
51	0.280966	0.171015	0.0620801	0.278968	0.264137	0.00656246	0.000778727	0.0371708	0.0123137	0.00310626	0.0554509	0.092775	0.0224224	0.000521207	0.0221673	0.0072191	0.0170172	0.00201666	0.0233137	0.00567175	0.00721481	0.021032	0.000302769	2.51147e-05	0.00315284	0.000211549	1.76231e-05	0.00206756	0.000135981	1.1194e-05	0.00155261	0.000134772	1.10196e-05	0.0016635	0.00158557	0.000131523	0.0165097	0.00110982	9.24501e-05	0.0108546	0.000716896	5.90154e-05	0.00818659	0.000637926	5.21098e-05	0.00796124	0.000115361	9.57241e-06	0.00119465	7.00001e-05	5.8373e-06	0.000673749	2.24728e-05	1.82887e-06	0.00029169	0.000355812	2.93401e-05	0.00397051	8.46952e-05	7.03371e-06	0.000867874	4.98666e-05	4.16112e-06	0.000475574	1.42819e-05	1.15965e-06	0.000189788	0.000311209	2.57492e-05	0.00333879	2.51147e-05	1.76231e-05	1.1194e-05	1.10196e-05	0.000131523	9.24501e-05	5.90154e-05	5.21098e-05	9.57241e-06	5.8373e-06	1.82887e-06	2.93401e-05	7.03371e-06	4.16112e-06	1.15965e-06	2.57492e-05
52	0.280168	0.170736	0.0623041	0.278651	0.262303	0.0068372	0.000812283	0.0363493	0.0123642	0.00322156	0.054016	0.0941889	0.0231331	0.000565109	0.0220182	0.00737666	0.0177292	0.00210274	0.0233839	0.00587982	0.00705201	0.0213493	0.000315115	2.53767e-05	0.00319735	0.000215373	1.74177e-05	0.00204898	0.000138122	1.10392e-05	0.00154007	0.000138325	1.09825e-05	0.00166792	0.00163845	0.000131947	0.0166249	0.00112182	9.07204e-05	0.010681	0.000723051	5.77893e-05	0.00806323	0.000649555	5.15231e-05	0.00792051	0.00012124	9.76626e-06	0.00122438	7.21647e-05	5.84151e-06	0.000676766	2.32594e-05	1.83819e-06	0.00029507	0.000364288	2.91629e-05	0.00397042	9.02296e-05	7.27432e-06	0.000901466	5.21419e-05	4.2235e-06	0.000484411	1.50074e-05	1.18343e-06	0.000194893	0.000322938	2.59392e-05	0.00338163	2.53767e-05	1.74177e-05	1.10392e-05	1.09825e-05	0.000131947	9.07204e-05	5.77893e-05	5.15231e-05	9.76626e-06	5.84151e-06	1.83819e-06	2.91629e-05	7.27432e-06	4.2235e-06	1.18343e-06	2.59392e-05
53	0.279367	0.170468	0.0625236	0.278341	0.260472	0.00711373	0.000846315	0.0355601	0.0124089	0.00333735	0.0526301	0.0955692	0.0238368	0.000611108	0.021865	0.00752863	0.0184434	0.00218966	0.0234433	0.00608873	0.00689363	0.0216586	0.000327873	2.56421e-05	0.00324227	0.000219295	1.72221e-05	0.00203126	0.000140277	1.08883e-05	0.00152776	0.000141892	1.09425e-05	0.0016718	0.00169257	0.000132371	0.0167391	0.00113406	8.90588e-05	0.0105134	0.000729123	5.6595e-05	0.00794213	0.000661012	5.09285e-05	0.00787728	0.000127242	9.95328e-06	0.00125338	7.4315e-05	5.84112e-06	0.000679198	2.4038e-05	1.84536e-06	0.000298131	0.000372662	2.89718e-05	0.00396797	9.59561e-05	7.51217e-06	0.000934902	5.44399e-05	4.28175e-06	0.000492783	1.57399e-05	1.20576e-06	0.000199812	0.000334701	2.61069e-05	0.00342158	2.56421e-05	1.72221e-05	1.08883e-05	1.09425e-05	0.000132371	8.90588e-05	5.6595e-05	5.09285e-05	9.95328e-06	5.84112e-06	1.84536e-06	2.89718e-05	7.51217e-06	4.28175e-06	1.20576e-06	2.61069e-05
54	0.278564	0.170209	0.0627387	0.27804	0.258645	0.00739174	0.000880812	0.0348019	0.0124484	0.00345355	0.0512919	0.0969162	0.0245328	0.000659192	0.0217085	0.00767509	0.0191589	0.00227739	0.0234928	0.00629828	0.00673962	0.0219599	0.000341046	2.59107e-05	0.00328756	0.000223313	1.7036e-05	0.00201434	0.000142442	1.0741e-05	0.0015157	0.000145471	1.09001e-05	0.00167518	0.00174791	0.000132795	0.0168522	0.00114653	8.74624e-05	0.0103514	0.000735109	5.54323e-05	0.00782334	0.00067229	5.03277e-05	0.00783175	0.000133361	1.01334e-05	0.00128162	7.64489e-05	5.83645e-06	0.000681073	2.48074e-05	1.85049e-06	0.000300883	0.000380927	2.87683e-05	0.00396329	0.000101871	7.74699e-06	0.000968132	5.67578e-05	4.33596e-06	0.000500695	1.64781e-05	1.22664e-06	0.000204543	0.000346484	2.62529e-05	0.00345871	2.59107e-05	1.7036e-05	1.0741e-05	1.09001e-05	0.000132795	8.74624e-05	5.54323e-05	5.03277e-05	1.01334e-05	5.83645e-06	1.85049e-06	2.87683e-05	7.74699e-06	4.33596e-06	1.22664e-06	2.62529e-05
55	0.277759	0.169959	0.0629494	0.277747	0.256825	0.00767092	0.000915763	0.0340731	0.012483	0.00357004	0.0500003	0.0982301	0.0252204	0.00070934	0.0215493	0.00781616	0.0198749	0.00236588	0.0235332	0.00650827	0.00658997	0.0222533	0.000354637	2.61825e-05	0.00333321	0.000227425	1.68588e-05	0.00199818	0.000144618	1.05975e-05	0.00150387	0.000149057	1.08553e-05	0.00167806	0.00180446	0.000133219	0.0169642	0.00115922	8.59284e-05	0.0101948	0.000741006	5.4301e-05	0.00770688	0.000683381	4.97222e-05	0.00778414	0.000139591	1.03067e-05	0.00130908	7.85642e-05	5.82778e-06	0.00068242	2.55665e-05	1.85369e-06	0.000303335	0.000389075	2.85536e-05	0.00395651	0.000107972	7.97849e-06	0.00100111	5.90928e-05	4.38625e-06	0.000508152	1.72209e-05	1.2461e-06	0.000209083	0.000358272	2.63783e-05	0.00349305	2.61825e-05	1.68588e-05	1.05975e-05	1.08553e-05	0.000133219	8.59284e-05	5.4301e-05	4.97222e-05	1.03067e-05	5.82778e-06	1.85369e-06	2.85536e-05	7.97849e-06	4.38625e-06	1.2461e-06	2.63783e-05
