Time	[MAPK phosphatase]	[MEK phosphatase]	[RAF kinase]	[RAF phosphatase]	[MAPK]	[MAPK-P]	[MAPK-PP]	[MEK]	[MEK-P]	[MEK-PP]	[RAF]	[RAF-P]	[MAPK_MEK-PP]	[MAPK-P_MEK-PP]	[MEK_RAF-P]	[MEK-P_RAF-P]	[MAPK-P_MAPKPase]	[MAPK-PP_MAPKPase]	[MEK-P_MEKPase]	[MEK-PP_MEKPase]	[RAF_RAFK]	[RAF-P_RAFPase]	[Scaffold]	[Scaffold_RAF]	[Scaffold_RAF-P]	[Scaffold_MEK]	[Scaffold_MEK_RAF]	[Scaffold_MEK_RAF-P]	[Scaffold_MEK-P]	[Scaffold_MEK-P_RAF]	[Scaffold_MEK-P_RAF-P]	[Scaffold_MEK-PP]	[Scaffold_MEK-PP_RAF]	[Scaffold_MEK-PP_RAF-P]	[Scaffold_MAPK]	[Scaffold_MAPK_RAF]	[Scaffold_MAPK_RAF-P]	[Scaffold_MAPK_MEK]	[Scaffold_MAPK_MEK_RAF]	[Scaffold_MAPK_MEK_RAF-P]	[Scaffold_MAPK_MEK-P]	[Scaffold_MAPK_MEK-P_RAF]	[Scaffold_MAPK_MEK-P_RAF-P]	[Scaffold_MAPK_MEK-PP]	[Scaffold_MAPK_MEK-PP_RAF]	[Scaffold_MAPK_MEK-PP_RAF-P]	[Scaffold_MAPK-P]	[Scaffold_MAPK-P_RAF]	[Scaffold_MAPK-P_RAF-P]	[Scaffold_MAPK-P_MEK]	[Scaffold_MAPK-P_MEK_RAF]	[Scaffold_MAPK-P_MEK_RAF-P]	[Scaffold_MAPK-P_MEK-P]	[Scaffold_MAPK-P_MEK-P_RAF]	[Scaffold_MAPK-P_MEK-P_RAF-P]	[Scaffold_MAPK-P_MEK-PP]	[Scaffold_MAPK-P_MEK-PP_RAF]	[Scaffold_MAPK-P_MEK-PP_RAF-P]	[Scaffold_MAPK-PP]	[Scaffold_MAPK-PP_RAF]	[Scaffold_MAPK-PP_RAF-P]	[Scaffold_MAPK-PP_MEK]	[Scaffold_MAPK-PP_MEK_RAF]	[Scaffold_MAPK-PP_MEK_RAF-P]	[Scaffold_MAPK-PP_MEK-P]	[Scaffold_MAPK-PP_MEK-P_RAF]	[Scaffold_MAPK-PP_MEK-P_RAF-P]	[Scaffold_MAPK-PP_MEK-PP]	[Scaffold_MAPK-PP_MEK-PP_RAF]	[Scaffold_MAPK-PP_MEK-PP_RAF-P]	[Scaffold_RAF]	[Scaffold_MEK_RAF]	[Scaffold_MEK-P_RAF]	[Scaffold_MEK-PP_RAF]	[Scaffold_MAPK_RAF]	[Scaffold_MAPK_MEK_RAF]	[Scaffold_MAPK_MEK-P_RAF]	[Scaffold_MAPK_MEK-PP_RAF]	[Scaffold_MAPK-P_RAF]	[Scaffold_MAPK-P_MEK_RAF]	[Scaffold_MAPK-P_MEK-P_RAF]	[Scaffold_MAPK-P_MEK-PP_RAF]	[Scaffold_MAPK-PP_RAF]	[Scaffold_MAPK-PP_MEK_RAF]	[Scaffold_MAPK-PP_MEK-P_RAF]	[Scaffold_MAPK-PP_MEK-PP_RAF]
77	0.261202	0.165821	0.0665281	0.273034	0.221057	0.013587	0.00177161	0.0234966	0.0126172	0.00602309	0.0311187	0.119607	0.0374459	0.00222371	0.0180965	0.00984454	0.034362	0.00443552	0.0232791	0.0108994	0.00427794	0.0269657	0.000750216	3.27184e-05	0.0043674	0.000334252	1.46233e-05	0.00178165	0.00019088	8.26666e-06	0.00130088	0.000222484	9.59601e-06	0.00164892	0.00327759	0.000142939	0.0190942	0.00146259	6.39854e-05	0.00780571	0.00084012	3.63848e-05	0.00572503	0.000864155	3.72441e-05	0.00650268	0.000287335	1.25222e-05	0.00170109	0.00011638	5.08923e-06	0.000627392	3.79293e-05	1.62964e-06	0.000302176	0.000524873	2.27557e-05	0.00348716	0.000273393	1.19224e-05	0.00159357	0.000108648	4.75365e-06	0.000577586	3.23124e-05	1.38672e-06	0.000262794	0.000587584	2.5543e-05	0.00368564	3.27184e-05	1.46233e-05	8.26666e-06	9.59601e-06	0.000142939	6.39854e-05	3.63848e-05	3.72441e-05	1.25222e-05	5.08923e-06	1.62964e-06	2.27557e-05	1.19224e-05	4.75365e-06	1.38672e-06	2.5543e-05
78	0.260548	0.165674	0.0666445	0.272888	0.219703	0.0138272	0.00181271	0.023196	0.0126128	0.00612281	0.0305991	0.12028	0.0378565	0.00230399	0.0179619	0.00990126	0.0349204	0.00453141	0.02325	0.0110762	0.00421058	0.0271123	0.000771512	3.30303e-05	0.00441313	0.000339436	1.45774e-05	0.00177634	0.000192715	8.19318e-06	0.001294	0.000225215	9.53644e-06	0.00164456	0.00334981	0.000143411	0.0191749	0.00147608	6.33897e-05	0.0077342	0.000842937	3.58378e-05	0.00565933	0.000868953	3.67672e-05	0.00644324	0.000293631	1.25617e-05	0.00170957	0.000117556	5.0461e-06	0.00062283	3.82455e-05	1.61323e-06	0.000300511	0.0005286	2.24973e-05	0.00345868	0.000281341	1.20437e-05	0.00161249	0.000110552	4.74793e-06	0.000577522	3.28498e-05	1.38408e-06	0.000263458	0.000595363	2.54065e-05	0.00367544	3.30303e-05	1.45774e-05	8.19318e-06	9.53644e-06	0.000143411	6.33897e-05	3.58378e-05	3.67672e-05	1.25617e-05	5.0461e-06	1.61323e-06	2.24973e-05	1.20437e-05	4.74793e-06	1.38408e-06	2.54065e-05
79	0.259905	0.165529	0.0667571	0.272746	0.218376	0.0140638	0.00185381	0.0229066	0.0126083	0.00622108	0.0301014	0.12093	0.0382548	0.00238455	0.0178301	0.00995591	0.0354681	0.00462707	0.0232212	0.0112501	0.00414585	0.0272539	0.000792951	3.33424e-05	0.00445855	0.000344609	1.4535e-05	0.00177132	0.000194512	8.12207e-06	0.00128731	0.000227867	9.47724e-06	0.00164003	0.00342194	0.000143885	0.0192542	0.00148944	6.28201e-05	0.00766521	0.000845597	3.53096e-05	0.00559552	0.000873434	3.63001e-05	0.00638426	0.000299811	1.2597e-05	0.00171734	0.000118676	5.00302e-06	0.000618206	3.85391e-05	1.59673e-06	0.000298773	0.000532096	2.22422e-05	0.00343007	0.000289226	1.216e-05	0.00163064	0.000112405	4.74109e-06	0.000577271	3.33687e-05	1.381e-06	0.000264006	0.000602829	2.52658e-05	0.00366416	3.33424e-05	1.4535e-05	8.12207e-06	9.47724e-06	0.000143885	6.28201e-05	3.53096e-05	3.63001e-05	1.2597e-05	5.00302e-06	1.59673e-06	2.22422e-05	1.216e-05	4.74109e-06	1.381e-06	2.52658e-05
80	0.259273	0.165386	0.066866	0.272609	0.217076	0.0142967	0.00189488	0.0226282	0.0126039	0.00631784	0.029625	0.121559	0.0386411	0.00246528	0.0177012	0.0100086	0.0360049	0.00472245	0.0231927	0.0114213	0.00408367	0.0273908	0.000814512	3.36547e-05	0.00450364	0.000349766	1.44961e-05	0.00176659	0.00019627	8.0533e-06	0.00128079	0.000230438	9.41845e-06	0.00163533	0.00349391	0.000144362	0.0193322	0.00150265	6.22755e-05	0.00759866	0.000848101	3.47998e-05	0.00553356	0.000877599	3.58428e-05	0.00632579	0.000305869	1.26282e-05	0.0017244	0.000119742	4.96005e-06	0.000613531	3.88102e-05	1.58017e-06	0.000296969	0.000535361	2.19905e-05	0.00340136	0.000297037	1.22714e-05	0.00164802	0.000114207	4.7332e-06	0.000576843	3.38687e-05	1.3775e-06	0.000264442	0.000609977	2.51215e-05	0.00365186	3.36547e-05	1.44961e-05	8.0533e-06	9.41845e-06	0.000144362	6.22755e-05	3.47998e-05	3.58428e-05	1.26282e-05	4.96005e-06	1.58017e-06	2.19905e-05	1.22714e-05	4.7332e-06	1.3775e-06	2.51215e-05
81	0.258652	0.165246	0.0669712	0.272477	0.215803	0.0145259	0.00193589	0.0223602	0.0125996	0.00641307	0.0291689	0.122167	0.0390154	0.00254611	0.0175752	0.0100593	0.0365307	0.0048175	0.0231646	0.0115895	0.00402396	0.0275231	0.000836172	3.39669e-05	0.00454837	0.000354904	1.44605e-05	0.00176212	0.000197988	7.98681e-06	0.00127446	0.000232925	9.36011e-06	0.00163049	0.00356566	0.000144841	0.0194088	0.0015157	6.17552e-05	0.00753449	0.000850451	3.43078e-05	0.00547341	0.00088145	3.53953e-05	0.00626787	0.000311797	1.26556e-05	0.00173078	0.000120752	4.91725e-06	0.000608813	3.90592e-05	1.56359e-06	0.000295105	0.000538397	2.17423e-05	0.00337261	0.000304761	1.23778e-05	0.00166464	0.000115955	4.72433e-06	0.000576248	3.43494e-05	1.37362e-06	0.000264772	0.000616801	2.49739e-05	0.0036386	3.39669e-05	1.44605e-05	7.98681e-06	9.36011e-06	0.000144841	6.17552e-05	3.43078e-05	3.53953e-05	1.26556e-05	4.91725e-06	1.56359e-06	2.17423e-05	1.23778e-05	4.72433e-06	1.37362e-06	2.49739e-05
82	0.258042	0.165108	0.0670727	0.272349	0.214557	0.0147513	0.00197683	0.0221023	0.0125955	0.00650675	0.0287325	0.122754	0.039378	0.00262693	0.0174521	0.0101083	0.0370457	0.00491216	0.0231371	0.0117548	0.00396664	0.0276508	0.000857908	3.42789e-05	0.00459273	0.000360016	1.44281e-05	0.00175791	0.000199666	7.92254e-06	0.00126831	0.000235326	9.30224e-06	0.0016255	0.00363711	0.000145323	0.0194841	0.00152859	6.12582e-05	0.00747264	0.000852648	3.3833e-05	0.00541506	0.000884992	3.49577e-05	0.00621053	0.000317586	1.26791e-05	0.0017365	0.000121706	4.87466e-06	0.000604063	3.92863e-05	1.54702e-06	0.000293187	0.000541207	2.14979e-05	0.00334385	0.000312388	1.24794e-05	0.0016805	0.000117649	4.71455e-06	0.000575497	3.48108e-05	1.36938e-06	0.000265	0.0006233	2.48234e-05	0.00362444	3.42789e-05	1.44281e-05	7.92254e-06	9.30224e-06	0.000145323	6.12582e-05	3.3833e-05	3.49577e-05	1.26791e-05	4.87466e-06	1.54702e-06	2.14979e-05	1.24794e-05	4.71455e-06	1.36938e-06	2.48234e-05
83	0.257444	0.164973	0.0671706	0.272226	0.213339	0.0149728	0.00201765	0.0218542	0.0125915	0.00659884	0.0283149	0.123321	0.0397291	0.00270768	0.0173318	0.0101556	0.0375496	0.00500637	0.0231101	0.0119172	0.00391162	0.0277741	0.000879697	3.45905e-05	0.00463669	0.000365099	1.43987e-05	0.00175396	0.000201301	7.86044e-06	0.00126233	0.00023764	9.24488e-06	0.00162038	0.00370819	0.000145807	0.0195581	0.0015413	6.07838e-05	0.00741305	0.000854697	3.3375e-05	0.00535846	0.000888229	3.45297e-05	0.00615382	0.000323232	1.26991e-05	0.00174157	0.000122606	4.83235e-06	0.000599289	3.94919e-05	1.53048e-06	0.000291222	0.000543792	2.12572e-05	0.00331511	0.000319905	1.25762e-05	0.0016956	0.000119288	4.70393e-06	0.000574598	3.52526e-05	1.36482e-06	0.000265131	0.00062947	2.46703e-05	0.00360944	3.45905e-05	1.43987e-05	7.86044e-06	9.24488e-06	0.000145807	6.07838e-05	3.3375e-05	3.45297e-05	1.26991e-05	4.83235e-06	1.53048e-06	2.12572e-05	1.25762e-05	4.70393e-06	1.36482e-06	2.46703e-05
84	0.256857	0.16484	0.0672649	0.272107	0.212147	0.0151903	0.00205833	0.0216155	0.0125877	0.00668932	0.0279155	0.123869	0.0400689	0.00278826	0.0172145	0.0102012	0.0380425	0.00510009	0.0230839	0.0120765	0.00385884	0.0278931	0.000901516	3.49016e-05	0.00468025	0.000370149	1.43723e-05	0.00175026	0.000202895	7.80047e-06	0.00125652	0.000239867	9.18805e-06	0.00161514	0.00377884	0.000146293	0.0196309	0.00155383	6.03311e-05	0.00735565	0.000856599	3.29333e-05	0.00530358	0.000891164	3.41114e-05	0.00609777	0.000328726	1.27155e-05	0.00174601	0.00012345	4.79033e-06	0.000594498	3.96765e-05	1.514e-06	0.000289214	0.000546156	2.10204e-05	0.00328644	0.000327303	1.26682e-05	0.00170995	0.000120869	4.69252e-06	0.00057356	3.56747e-05	1.35996e-06	0.00026517	0.00063531	2.45149e-05	0.00359366	3.49016e-05	1.43723e-05	7.80047e-06	9.18805e-06	0.000146293	6.03311e-05	3.29333e-05	3.41114e-05	1.27155e-05	4.79033e-06	1.514e-06	2.10204e-05	1.26682e-05	4.69252e-06	1.35996e-06	2.45149e-05
85	0.256282	0.164709	0.0673558	0.271992	0.210983	0.0154039	0.00209885	0.0213858	0.0125842	0.00677818	0.0275335	0.124397	0.0403976	0.0028686	0.0171001	0.0102453	0.0385245	0.00519325	0.0230583	0.0122328	0.00380822	0.028008	0.000923342	3.5212e-05	0.00472338	0.000375162	1.43487e-05	0.00174679	0.000204446	7.74255e-06	0.00125089	0.000242004	9.13178e-06	0.00160979	0.003849	0.000146781	0.0197024	0.00156617	5.98994e-05	0.00730039	0.000858357	3.25074e-05	0.00525039	0.000893803	3.37027e-05	0.00604241	0.000334064	1.27285e-05	0.00174984	0.000124239	4.74866e-06	0.000589698	3.98404e-05	1.49761e-06	0.000287169	0.000548303	2.07876e-05	0.00325786	0.00033457	1.27556e-05	0.00172356	0.000122393	4.68039e-06	0.000572393	3.60771e-05	1.35484e-06	0.000265122	0.00064082	2.43576e-05	0.00357715	3.5212e-05	1.43487e-05	7.74255e-06	9.13178e-06	0.000146781	5.98994e-05	3.25074e-05	3.37027e-05	1.27285e-05	4.74866e-06	1.49761e-06	2.07876e-05	1.27556e-05	4.68039e-06	1.35484e-06	2.43576e-05
86	0.255719	0.164581	0.0674433	0.271881	0.209845	0.0156135	0.00213918	0.0211649	0.0125809	0.00686538	0.0271682	0.124908	0.0407155	0.00294862	0.0169887	0.0102879	0.0389956	0.00528581	0.0230335	0.012386	0.00375968	0.0281187	0.000945153	3.55216e-05	0.00476607	0.000380133	1.43278e-05	0.00174356	0.000205955	7.68666e-06	0.00124543	0.000244052	9.07608e-06	0.00160434	0.0039186	0.00014727	0.0197726	0.00157832	5.9488e-05	0.0072472	0.000859976	3.20969e-05	0.00519885	0.000896151	3.33035e-05	0.00598777	0.000339241	1.27383e-05	0.00175309	0.000124975	4.70735e-06	0.000584896	3.99842e-05	1.48131e-06	0.000285092	0.000550236	2.05588e-05	0.00322941	0.000341698	1.28383e-05	0.00173644	0.000123859	4.66758e-06	0.000571104	3.64598e-05	1.34947e-06	0.000264991	0.000646	2.41986e-05	0.00355998	3.55216e-05	1.43278e-05	7.68666e-06	9.07608e-06	0.00014727	5.9488e-05	3.20969e-05	3.33035e-05	1.27383e-05	4.70735e-06	1.48131e-06	2.05588e-05	1.28383e-05	4.66758e-06	1.34947e-06	2.41986e-05
87	0.255167	0.164454	0.0675274	0.271774	0.208735	0.0158191	0.00217929	0.0209524	0.0125779	0.00695093	0.026819	0.1254	0.0410228	0.00302823	0.0168801	0.010329	0.0394557	0.00537771	0.0230095	0.0125361	0.00371315	0.0282256	0.000966927	3.58301e-05	0.00480831	0.000385059	1.43096e-05	0.00174055	0.00020742	7.63273e-06	0.00124014	0.00024601	9.02098e-06	0.0015988	0.00398759	0.000147761	0.0198417	0.00159026	5.9096e-05	0.00719603	0.000861459	3.17011e-05	0.00514894	0.000898216	3.29136e-05	0.00593386	0.000344251	1.27449e-05	0.00175576	0.000125657	4.66645e-06	0.000580098	4.01083e-05	1.46514e-06	0.000282987	0.000551961	2.03341e-05	0.00320111	0.000348678	1.29165e-05	0.0017486	0.000125266	4.65416e-06	0.000569701	3.68228e-05	1.34388e-06	0.000264781	0.000650851	2.40382e-05	0.00354218	3.58301e-05	1.43096e-05	7.63273e-06	9.02098e-06	0.000147761	5.9096e-05	3.17011e-05	3.29136e-05	1.27449e-05	4.66645e-06	1.46514e-06	2.03341e-05	1.29165e-05	4.65416e-06	1.34388e-06	2.40382e-05
88	0.254626	0.164331	0.0676082	0.271671	0.20765	0.0160207	0.00221915	0.020748	0.0125752	0.00703481	0.0264853	0.125874	0.0413197	0.00310738	0.0167744	0.0103688	0.039905	0.0054689	0.0229863	0.0126832	0.00366855	0.0283285	0.000988642	3.61375e-05	0.00485009	0.000389938	1.42938e-05	0.00173776	0.000208842	7.58071e-06	0.00123501	0.000247878	8.96648e-06	0.00159317	0.00405592	0.000148253	0.0199096	0.001602	5.87229e-05	0.00714684	0.000862811	3.13198e-05	0.00510062	0.000900004	3.2533e-05	0.00588073	0.000349092	1.27485e-05	0.00175789	0.000126287	4.62597e-06	0.00057531	4.02133e-05	1.4491e-06	0.00028086	0.000553481	2.01134e-05	0.00317299	0.0003555	1.29902e-05	0.00176004	0.000126613	4.64015e-06	0.000568192	3.71663e-05	1.33809e-06	0.000264498	0.000655375	2.38766e-05	0.00352382	3.61375e-05	1.42938e-05	7.58071e-06	8.96648e-06	0.000148253	5.87229e-05	3.13198e-05	3.2533e-05	1.27485e-05	4.62597e-06	1.4491e-06	2.01134e-05	1.29902e-05	4.64015e-06	1.33809e-06	2.38766e-05
89	0.254097	0.164209	0.0676858	0.271572	0.206592	0.0162182	0.00225874	0.0205515	0.0125728	0.007117	0.0261663	0.126332	0.0416065	0.00318599	0.0166716	0.0104073	0.0403436	0.00555933	0.0229639	0.0128271	0.00362582	0.0284278	0.00101028	3.64435e-05	0.00489138	0.000394765	1.42805e-05	0.00173518	0.000210221	7.53056e-06	0.00123005	0.000249655	8.9126e-06	0.00158747	0.00412351	0.000148745	0.0199763	0.00161353	5.83678e-05	0.00709956	0.000864036	3.09524e-05	0.00505385	0.000901521	3.21616e-05	0.00582839	0.000353759	1.27491e-05	0.00175948	0.000126864	4.58593e-06	0.000570538	4.02997e-05	1.43321e-06	0.000278714	0.000554802	1.98969e-05	0.00314508	0.000362158	1.30595e-05	0.00177078	0.000127901	4.62561e-06	0.000566585	3.74903e-05	1.33212e-06	0.000264144	0.000659577	2.37141e-05	0.00350495	3.64435e-05	1.42805e-05	7.53056e-06	8.9126e-06	0.000148745	5.83678e-05	3.09524e-05	3.21616e-05	1.27491e-05	4.58593e-06	1.43321e-06	1.98969e-05	1.30595e-05	4.62561e-06	1.33212e-06	2.37141e-05
90	0.25358	0.16409	0.0677603	0.271477	0.20556	0.0164117	0.00229804	0.0203625	0.0125707	0.0071975	0.0258614	0.126772	0.0418834	0.00326399	0.0165716	0.0104446	0.0407715	0.00564895	0.0229425	0.0129679	0.00358488	0.0285234	0.00103181	3.67479e-05	0.00493219	0.000399537	1.42694e-05	0.00173281	0.000211557	7.48222e-06	0.00122525	0.000251343	8.85935e-06	0.00158171	0.00419034	0.000149237	0.0200419	0.00162485	5.80302e-05	0.00705414	0.000865139	3.05985e-05	0.00500861	0.000902778	3.17991e-05	0.00577685	0.00035825	1.2747e-05	0.00176057	0.000127391	4.54636e-06	0.000565786	4.03682e-05	1.41749e-06	0.000276553	0.00055593	1.96845e-05	0.0031174	0.000368644	1.31245e-05	0.00178083	0.00012913	4.61058e-06	0.000564886	3.77952e-05	1.32599e-06	0.000263724	0.000663458	2.35508e-05	0.0034856	3.67479e-05	1.42694e-05	7.48222e-06	8.85935e-06	0.000149237	5.80302e-05	3.05985e-05	3.17991e-05	1.2747e-05	4.54636e-06	1.41749e-06	1.96845e-05	1.31245e-05	4.61058e-06	1.32599e-06	2.35508e-05
91	0.253073	0.163972	0.0678318	0.271385	0.204554	0.0166011	0.00233701	0.0201808	0.012569	0.00727631	0.0255702	0.127197	0.0421507	0.00334132	0.0164744	0.0104807	0.0411889	0.00573771	0.0229219	0.0131056	0.00354567	0.0286155	0.00105322	3.70507e-05	0.0049725	0.000404252	1.42605e-05	0.00173064	0.00021285	7.43565e-06	0.00122061	0.000252942	8.80673e-06	0.00157589	0.00425634	0.00014973	0.0201065	0.00163595	5.77092e-05	0.00701053	0.000866124	3.02577e-05	0.00496486	0.00090378	3.14454e-05	0.00572613	0.000362563	1.27421e-05	0.00176116	0.000127867	4.50726e-06	0.000561059	4.04194e-05	1.40194e-06	0.000274381	0.00055687	1.94762e-05	0.00308998	0.000374951	1.31852e-05	0.0017902	0.000130299	4.59509e-06	0.000563103	3.80811e-05	1.31972e-06	0.000263242	0.000667024	2.33871e-05	0.00346583	3.70507e-05	1.42605e-05	7.43565e-06	8.80673e-06	0.00014973	5.77092e-05	3.02577e-05	3.14454e-05	1.27421e-05	4.50726e-06	1.40194e-06	1.94762e-05	1.31852e-05	4.59509e-06	1.31972e-06	2.33871e-05
92	0.252579	0.163858	0.0679002	0.271296	0.203574	0.0167865	0.00237564	0.0200061	0.0125675	0.00735341	0.025292	0.127606	0.0424085	0.00341792	0.01638	0.0105156	0.0415957	0.00582557	0.0229023	0.0132401	0.00350813	0.0287042	0.00107449	3.73516e-05	0.0050123	0.000408907	1.42537e-05	0.00172866	0.000214101	7.39079e-06	0.00121613	0.000254452	8.75476e-06	0.00157003	0.00432148	0.000150222	0.0201699	0.00164683	5.74044e-05	0.00696868	0.000866997	2.99295e-05	0.00492256	0.000904537	3.11004e-05	0.00567626	0.000366696	1.27347e-05	0.00176129	0.000128295	4.46865e-06	0.000556362	4.04539e-05	1.38658e-06	0.000272201	0.000557629	1.9272e-05	0.00306282	0.000381074	1.32416e-05	0.00179891	0.000131408	4.57918e-06	0.00056124	3.83482e-05	1.31332e-06	0.000262702	0.000670281	2.3223e-05	0.00344568	3.73516e-05	1.42537e-05	7.39079e-06	8.75476e-06	0.000150222	5.74044e-05	2.99295e-05	3.11004e-05	1.27347e-05	4.46865e-06	1.38658e-06	1.9272e-05	1.32416e-05	4.57918e-06	1.31332e-06	2.3223e-05
93	0.252095	0.163745	0.0679658	0.27121	0.202618	0.0169678	0.00241389	0.0198382	0.0125664	0.00742883	0.0250262	0.128	0.0426573	0.00349373	0.0162883	0.0105494	0.0419922	0.00591248	0.0228835	0.0133716	0.00347218	0.0287895	0.0010956	3.76504e-05	0.00505158	0.0004135	1.42489e-05	0.00172687	0.000215311	7.3476e-06	0.0012118	0.000255875	8.70345e-06	0.00156413	0.00438572	0.000150714	0.0202323	0.0016575	5.71151e-05	0.00692855	0.000867763	2.96136e-05	0.0048817	0.000905057	3.0764e-05	0.00562724	0.000370648	1.27247e-05	0.00176096	0.000128675	4.43054e-06	0.000551698	4.04724e-05	1.37141e-06	0.000270018	0.000558212	1.90719e-05	0.00303596	0.000387007	1.3294e-05	0.00180697	0.000132458	4.56288e-06	0.000559305	3.8597e-05	1.30681e-06	0.000262108	0.000673233	2.30588e-05	0.00342519	3.76504e-05	1.42489e-05	7.3476e-06	8.70345e-06	0.000150714	5.71151e-05	2.96136e-05	3.0764e-05	1.27247e-05	4.43054e-06	1.37141e-06	1.90719e-05	1.3294e-05	4.56288e-06	1.30681e-06	2.30588e-05
94	0.251623	0.163634	0.0680285	0.271128	0.201688	0.0171451	0.00245176	0.0196768	0.0125656	0.00750254	0.0247724	0.128379	0.0428971	0.00356871	0.0161994	0.0105823	0.0423785	0.00599839	0.0228657	0.0134999	0.00343778	0.0288717	0.00111654	3.79471e-05	0.00509033	0.000418028	1.4246e-05	0.00172526	0.00021648	7.30604e-06	0.00120763	0.000257212	8.65279e-06	0.0015582	0.00444901	0.000151205	0.0202936	0.00166794	5.68407e-05	0.00689008	0.000868427	2.93096e-05	0.00484223	0.00090535	3.04359e-05	0.00557908	0.000374417	1.27124e-05	0.0017602	0.000129008	4.39294e-06	0.00054707	4.04754e-05	1.35645e-06	0.000267832	0.000558627	1.88759e-05	0.0030094	0.000392747	1.33423e-05	0.00181439	0.000133449	4.54622e-06	0.000557303	3.88278e-05	1.30021e-06	0.000261462	0.000675887	2.28946e-05	0.00340441	3.79471e-05	1.4246e-05	7.30604e-06	8.65279e-06	0.000151205	5.68407e-05	2.93096e-05	3.04359e-05	1.27124e-05	4.39294e-06	1.35645e-06	1.88759e-05	1.33423e-05	4.54622e-06	1.30021e-06	2.28946e-05
95	0.251162	0.163526	0.0680885	0.271049	0.200782	0.0173184	0.00248921	0.0195217	0.0125652	0.00757456	0.02453	0.128744	0.0431283	0.00364279	0.0161131	0.0106141	0.0427547	0.00608326	0.0228487	0.0136252	0.00340485	0.0289507	0.00113728	3.82414e-05	0.00512856	0.000422489	1.42448e-05	0.00172383	0.000217608	7.26605e-06	0.00120361	0.000258463	8.60279e-06	0.00155224	0.00451133	0.000151694	0.020354	0.00167816	5.65806e-05	0.00685323	0.000868994	2.9017e-05	0.00480412	0.000905425	3.01161e-05	0.00553179	0.000378006	1.26978e-05	0.00175903	0.000129296	4.35585e-06	0.000542482	4.04637e-05	1.34169e-06	0.000265649	0.000558879	1.86839e-05	0.00298317	0.000398288	1.33866e-05	0.00182119	0.000134383	4.52923e-06	0.000555239	3.90409e-05	1.29351e-06	0.000260769	0.000678251	2.27306e-05	0.00338336	3.82414e-05	1.42448e-05	7.26605e-06	8.60279e-06	0.000151694	5.65806e-05	2.9017e-05	3.01161e-05	1.26978e-05	4.35585e-06	1.34169e-06	1.86839e-05	1.33866e-05	4.52923e-06	1.29351e-06	2.27306e-05
96	0.250712	0.16342	0.0681459	0.270973	0.199901	0.0174876	0.00252622	0.0193726	0.012565	0.0076449	0.0242986	0.129094	0.0433511	0.00371594	0.0160294	0.0106449	0.043121	0.00616706	0.0228326	0.0137474	0.00337334	0.0290267	0.0011578	3.85332e-05	0.00516624	0.000426882	1.42454e-05	0.00172257	0.000218697	7.2276e-06	0.00119974	0.000259632	8.55345e-06	0.00154627	0.00457263	0.000152182	0.0204134	0.00168816	5.63343e-05	0.00681794	0.000869471	2.87355e-05	0.00476735	0.000905291	2.98043e-05	0.00548538	0.000381412	1.26809e-05	0.00175746	0.00012954	4.31928e-06	0.000537937	4.0438e-05	1.32715e-06	0.000263469	0.000558977	1.8496e-05	0.00295727	0.000403629	1.34271e-05	0.00182739	0.000135259	4.51194e-06	0.000553119	3.92366e-05	1.28675e-06	0.00026003	0.000680332	2.25669e-05	0.00336209	3.85332e-05	1.42454e-05	7.2276e-06	8.55345e-06	0.000152182	5.63343e-05	2.87355e-05	2.98043e-05	1.26809e-05	4.31928e-06	1.32715e-06	1.8496e-05	1.34271e-05	4.51194e-06	1.28675e-06	2.25669e-05
97	0.250273	0.163316	0.0682007	0.2709	0.199043	0.017653	0.00256278	0.0192294	0.0125652	0.00771356	0.0240776	0.129432	0.0435657	0.00378811	0.0159484	0.0106748	0.0434774	0.00624973	0.0228175	0.0138665	0.00334319	0.0290998	0.00117811	3.88224e-05	0.00520338	0.000431206	1.42476e-05	0.00172147	0.000219746	7.19063e-06	0.00119602	0.000260718	8.50478e-06	0.0015403	0.00463291	0.000152668	0.0204718	0.00169794	5.61011e-05	0.00678419	0.000869862	2.84648e-05	0.00473188	0.000904957	2.95004e-05	0.00543985	0.000384639	1.2662e-05	0.00175552	0.000129742	4.28323e-06	0.000533437	4.03988e-05	1.31283e-06	0.000261296	0.000558926	1.8312e-05	0.00293173	0.000408767	1.34637e-05	0.00183299	0.000136078	4.49436e-06	0.000550947	3.94155e-05	1.27993e-06	0.000259251	0.000682137	2.24036e-05	0.00334064	3.88224e-05	1.42476e-05	7.19063e-06	8.50478e-06	0.000152668	5.61011e-05	2.84648e-05	2.95004e-05	1.2662e-05	4.28323e-06	1.31283e-06	1.8312e-05	1.34637e-05	4.49436e-06	1.27993e-06	2.24036e-05
