Time	[AF1]	[AF2]	[E2]	[FSH_R]	[FSH_bld]	[FSH_pit]	[GnRH]	[GnRH_R-a]	[GnRH_R-i]	[InhA]	[InhA_delay]	[InhB]	[LH_Pit]	[LH_R]	[LH_bld]	[Lut1]	[Lut2]	[Lut3]	[Lut4]	[OvF]	[P4]	[PrF]	[R_FSH]	[R_FSH_des]	[R_Foll]	[R_GnRH-a]	[R_GnRH-i]	[R_LH]	[R_LH_des]	[csa1_degraded]	[s33]	[s38]	[s62]	[s64]	[s66]	[s67]	[s69]	[s71]	[s72]	[s74]	[s76]	[s78]	[s82]	[s85]	[s87]	[s92]	[s93]	[s94]	[s95]	[sa1_degraded]	[sa28_degraded]	[sa31_degraded]	[sa35_degraded]	[sa3_degraded]	[sa52_degraded]	[sa53_degraded]	[sa61_degraded]	[sa75_degraded]	[sa78_degraded]	[sa86_degraded]	[Sc1]	[Sc2]	[AF3]	[AF4]	[Ago_c]	[Ago_d]	[s102]	[s106]	[s108]	[s107]	[Ago_R-i]	[Ago_R-a]	[Ant_d]	[Ant_c]	[Ant_p]	[Ant_R]	[s113]	[s114]	[s115]	[s116]
35	2.46634	38.7096	33.7784	1.01929	7.72521	54420.5	0.033935	0.000119498	0.00010719	0.479961	31.6537	100.915	289668	0.386299	4.16161	8.3761e-08	3.17691e-06	7.97785e-05	0.000714674	1.98558e-17	0.300672	0.220153	5.17692	2.30379	1.09069	0.00736813	0.000833575	7.96672	1.01898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.23199e-12	3.70863e-09	1.11413	0.000157742	-9.53843e-24	0	1	1	1	1	1.653e-25	8.28874e-25	2.84161e-14	0.492712	0.620657	0.00182034	500	-14.3266	13.2114	4.06924e-05
36	2.40592	41.4548	43.2409	1.05783	8.21789	50535.4	0.0342201	0.000142938	0.000129789	0.48183	27.8044	108.044	293784	0.524712	6.02593	3.45205e-08	1.52151e-06	4.449e-05	0.000442441	6.38771e-16	0.256266	0.253462	5.04358	2.39858	1.30693	0.00873416	0.00100157	7.45341	1.39388	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.53606e-13	1.42402e-09	1.61518	0.000810239	7.36507e-23	0	1	1	1	1	4.4786e-25	-2.04287e-26	-1.25018e-19	0.0541249	0.0682095	0.000237162	500	-14.3266	14.204	4.78721e-05
37	2.41588	43.7927	52.921	1.0016	7.50751	46677.9	0.0332074	0.000141732	0.000128901	0.517945	24.7249	114.115	297663	0.522507	5.99241	1.41776e-08	7.25959e-07	2.47012e-05	0.000272062	1.60249e-14	0.228406	0.34544	5.22625	2.27215	1.52324	0.00892383	0.00102113	7.45923	1.39027	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.81364e-13	5.46666e-10	2.41226	0.00119699	6.44959e-25	0	1	1	1	1	-4.23915e-26	-4.13581e-26	1.73086e-27	0.00594999	0.00749785	2.66394e-05	500	-14.3266	14.3131	4.87417e-05
38	2.46463	45.9244	61.745	0.940868	6.79429	43171.5	0.0324005	0.000138695	0.000126111	0.579365	22.3953	119.649	301688	0.507058	5.77177	5.8103e-09	3.45524e-07	1.36708e-05	0.000166384	3.82552e-13	0.211097	0.476585	5.42485	2.13428	1.7386	0.00895022	0.00102111	7.51611	1.34883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.30172e-14	2.09825e-10	3.27557	0.00144094	4.76078e-25	0	1	1	1	1	2.56032e-27	4.78313e-26	1.93702e-34	0.000654096	0.000824249	2.93722e-06	500	-14.3266	14.3251	4.88385e-05
39	2.51436	47.8597	71.8257	0.889993	6.23586	39977.7	0.0322066	0.00013789	0.000125304	0.665728	20.7718	124.674	305800	0.507084	5.77278	2.37639e-09	1.64099e-07	7.54524e-06	0.000101261	1.0302e-11	0.200416	0.656158	5.59145	2.01855	1.95238	0.00895212	0.00102045	7.51678	1.34814	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.44945e-14	8.0526e-11	4.19514	0.00184366	4.3145e-26	0	1	1	1	1	2.45042e-28	2.73847e-28	-1.32409e-36	7.19065e-05	9.06118e-05	3.22965e-07	500	-14.3266	14.3264	4.88491e-05
40	2.55221	49.4835	86.2252	0.853036	5.85072	37015	0.032964	0.000140966	0.00012797	0.799267	19.8588	128.893	309859	0.533559	6.15463	9.69863e-10	7.77722e-08	4.1538e-06	6.13527e-05	5.29831e-10	0.193863	0.940447	5.71279	1.93418	2.16419	0.0089421	0.00102201	7.42131	1.41713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.22716e-15	3.0901e-11	5.23289	0.00281426	2.62499e-25	0	1	1	1	1	1.93742e-26	-3.98929e-25	5.69617e-40	7.90486e-06	9.96118e-06	3.54647e-08	500	-14.3266	14.3266	4.88503e-05
41	2.57474	50.3475	116.49	0.842177	5.74114	34172.5	0.0358742	0.00015283	0.000138374	1.08064	19.8588	131.156	313581	0.633267	7.68556	3.94781e-10	3.67716e-08	2.28072e-06	3.70105e-05	2.62798e-07	0.189862	1.60106	5.74982	1.90801	2.37445	0.00890961	0.00102887	7.0619	1.67684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.13239e-15	1.18571e-11	6.56641	0.00698231	-5.57907e-24	0	1	1	1	1	-9.01156e-26	1.40725e-24	-1.09133e-46	8.68998e-07	1.09505e-06	3.88457e-09	500	-14.3266	14.3266	4.88504e-05
42	2.53965	32.9151	424.61	1.07761	8.47456	30659.7	0.0681738	0.000279881	0.000244397	3.81294	23.2933	95.3001	315558	1.8771	62.3523	0.000451071	1.48106e-05	1.55854e-06	2.20945e-05	0.102269	0.187421	4.89976	5.0031	2.41929	2.58691	0.00860319	0.00109673	2.59146	4.90344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.142571	0.0110074	2.44972	0.204428	-3.70959e-24	0	1	1	1	1	-1.33205e-25	-3.96145e-25	-6.53616e-66	9.55329e-08	1.20382e-07	4.12432e-10	500	-14.3266	14.3266	4.88504e-05
43	2.35687	0.808849	63.9646	1.05886	8.23239	25160.8	0.0884389	0.000353976	0.000324754	5.81985	39.2258	143.932	282569	2.07146	99.3762	0.075495	0.0328096	0.00949094	0.00181281	1.83818e-06	0.331803	0.063731	5.03218	2.40896	2.80393	0.00836437	0.0011632	1.78237	5.51817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.140831	0.181518	0.0470486	0.00582363	5.84096e-24	0	1	1	1	1	2.43365e-26	2.36143e-26	1.39892e-85	1.04996e-08	1.32322e-08	4.40601e-11	500	-14.3266	14.3266	4.88504e-05
44	2.46747	1.05523	75.6734	0.844744	5.76508	23471.2	0.0588301	0.000243164	0.000223774	8.58824	60.0697	102.911	261433	1.52823	34.8215	0.118752	0.0890671	0.0452505	0.0152406	9.19211e-12	1.93431	0.1218	5.73527	1.91999	2.02338	0.00863627	0.00108938	3.74186	4.10191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0415526	0.127631	0.0810821	0.00297468	3.06406e-25	0	1	1	1	1	1.48503e-27	1.48577e-27	1.23733e-99	1.15406e-09	1.45436e-09	5.00029e-12	500	-14.3266	14.3266	4.88504e-05
45	2.55242	3.08273	108.401	0.727036	4.64993	28394.1	0.0351942	0.000149459	0.000137834	10.7611	87.4637	60.1356	257604	0.525309	6.01517	0.102289	0.115197	0.0854827	0.0410974	2.18617e-16	5.45679	0.211984	6.12161	1.65135	0.651926	0.00887209	0.00102658	7.42609	1.4206	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0122602	0.0660739	0.194544	0.000110649	1.75484e-26	0	1	1	1	1	1.42966e-27	-2.97899e-26	-1.10402e-112	1.26859e-10	1.59864e-10	5.6467e-13	500	-14.3266	14.3266	4.88504e-05
46	2.55615	5.19496	146.459	0.630072	3.83124	33310.4	0.0204229	8.82708e-05	8.14525e-05	11.5226	115.466	37.7414	257639	0.281525	2.88526	0.0677478	0.107849	0.11066	0.0714736	8.5311e-19	9.93659	0.212704	6.43879	1.43114	0.269967	0.00902946	0.000985422	8.3395	0.750974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00361741	0.030396	0.216572	1.01138e-05	1.17846e-20	0	1	1	1	1	6.18098e-22	-1.23818e-20	-2.63173e-121	1.39459e-11	1.75737e-11	6.31774e-14	500	-14.3266	14.3266	4.88504e-05
47	2.48678	7.02082	179.602	0.561311	3.29862	35028.8	0.0118182	5.1628e-05	4.76429e-05	11.1516	139.011	28.9977	257807	0.261515	2.65891	0.038982	0.0834954	0.113975	0.0953035	2.61325e-19	13.7467	0.212754	6.6648	1.27389	0.151671	0.00912632	0.000960953	8.41486	0.695625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00106733	0.0131501	0.233564	7.46383e-06	6.3551e-22	0	1	1	1	1	3.72786e-23	-7.25664e-22	1.49473e-126	1.53317e-12	1.93196e-12	7.02014e-15	500	-14.3266	14.3266	4.88504e-05
48	2.38989	8.63232	196.002	0.525901	3.0383	35118.4	0.00690642	3.03644e-05	2.80109e-05	9.96864	155.118	27.1852	258043	0.260341	2.64577	0.0205987	0.0572357	0.100872	0.106154	1.73285e-19	15.7547	0.212782	6.78139	1.19271	0.105821	0.00918504	0.000946982	8.41931	0.692349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000314918	0.00548413	0.249952	7.73605e-06	-1.75286e-21	0	1	1	1	1	-9.11421e-23	1.82691e-21	-6.68111e-128	1.68558e-13	2.124e-13	7.77074e-16	500	-14.3266	14.3266	4.88504e-05
49	2.30128	10.1074	193.194	0.507247	2.90466	34653.6	0.00412289	1.81969e-05	1.67746e-05	8.35472	162.732	28.471	258282	0.260465	2.64719	0.0102855	0.0361113	0.0803204	0.104047	1.38766e-19	15.7917	0.212804	6.84271	1.15004	0.0852946	0.00922112	0.00093923	8.41887	0.69267	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.29171e-05	0.00223348	0.266503	8.27582e-06	8.16505e-22	0	1	1	1	1	3.75715e-23	-7.34136e-22	-2.87132e-129	1.85307e-14	2.33503e-14	8.56054e-17	500	-14.3266	14.3266	4.88504e-05
50	2.23017	11.4918	175.621	0.495973	2.82503	34099.4	0.00254812	1.12738e-05	1.03799e-05	6.65438	162.429	31.017	258446	0.26061	2.64883	0.00493371	0.0214679	0.0592299	0.0928018	1.21739e-19	14.3449	0.212824	6.87974	1.12429	0.0749085	0.00924413	0.000935065	8.41833	0.69306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.74154e-05	0.000895063	0.283564	8.85484e-06	6.33171e-22	0	1	1	1	1	3.29087e-23	-6.5399e-22	-5.88846e-131	2.03742e-15	2.56717e-15	9.32675e-18	500	-14.3266	14.3266	4.88504e-05
51	2.17675	12.8148	150.137	0.489951	2.78292	33739.3	0.00167407	7.41795e-06	6.81419e-06	5.10062	155.81	34.0276	258513	0.260673	2.64954	0.00229713	0.0122093	0.0412329	0.077045	1.12388e-19	12.0982	0.212843	6.89961	1.11044	0.0692395	0.00925947	0.000932989	8.4181	0.693228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.089e-06	0.00035465	0.301343	9.44646e-06	-4.35373e-24	0	1	1	1	1	-2.16854e-26	4.4484e-26	-1.15099e-134	2.23985e-16	2.82241e-16	1.04057e-18	500	-14.3266	14.3266	4.88504e-05
52	2.14292	14.1038	122.796	0.490766	2.78884	33859.5	0.0012301	5.45567e-06	4.99152e-06	3.80745	144.847	37.204	258641	0.260788	2.65085	0.00104536	0.00671163	0.0274589	0.0604877	1.08672e-19	9.63736	0.212863	6.89726	1.11197	0.0670026	0.00927004	0.000932194	8.41768	0.69353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.38669e-06	0.00013938	0.320084	1.00609e-05	5.7864e-24	0	1	1	1	1	-8.15383e-25	2.5302e-23	-3.28638e-135	2.46227e-17	3.1034e-17	1.20309e-19	500	-14.3266	14.3266	4.88504e-05
53	2.136	15.3952	97.6025	0.502417	2.87124	34847.7	0.00107634	4.77593e-06	4.3448e-06	2.80045	131.411	40.4879	259021	0.261135	2.65479	0.000467218	0.00359228	0.0176596	0.0454245	1.12188e-19	7.3442	0.212884	6.85971	1.13788	0.0689975	0.00927733	0.000932253	8.41642	0.694441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.042e-07	5.44512e-05	0.340211	1.07297e-05	-2.97817e-24	0	1	1	1	1	2.94904e-26	-6.92075e-25	-1.24742e-137	2.70818e-18	3.4123e-18	1.24315e-20	500	-14.3266	14.3266	4.88504e-05
54	2.16866	16.7445	76.5481	0.53058	3.07384	37223.1	0.00117534	5.21573e-06	4.71388e-06	2.05433	117.02	43.9615	259785	0.261834	2.66272	0.000205813	0.0018821	0.0110452	0.0329084	1.26832e-19	5.40775	0.212908	6.76844	1.20098	0.077292	0.00928174	0.000933037	8.41388	0.696284	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.07776e-07	2.11783e-05	0.362482	1.1498e-05	-8.56445e-24	0	1	1	1	1	-8.79457e-26	-1.51722e-25	-8.46148e-140	2.97739e-19	3.75147e-19	1.3645e-21	500	-14.3266	14.3266	4.88504e-05
55	2.25148	18.2338	60.1781	0.58004	3.44291	41481.4	0.00161528	7.16589e-06	6.43706e-06	1.52232	102.771	47.8127	261038	0.262983	2.67576	8.95917e-05	0.000969155	0.00675402	0.0231483	1.57079e-19	3.87985	0.212939	6.60772	1.31224	0.0936591	0.00928221	0.000934765	8.4097	0.69932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.13048e-08	8.20986e-06	0.388129	1.24425e-05	-8.18172e-24	0	1	1	1	1	-3.94404e-26	-3.27843e-26	-2.42775e-140	3.27313e-20	4.12484e-20	1.558e-22	500	-14.3266	14.3266	4.88504e-05
56	2.37378	19.9632	48.2032	0.64982	3.99493	47637.3	0.00267132	1.18396e-05	1.05923e-05	1.15431	89.368	52.2919	262870	0.264664	2.69487	3.86165e-05	0.000492006	0.00405436	0.0158894	2.02449e-19	2.7332	0.212981	6.38044	1.46974	0.116009	0.0092756	0.000938179	8.40357	0.70377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.80882e-08	3.17467e-06	0.418834	1.36841e-05	-1.60173e-24	0	1	1	1	1	1.05131e-27	-2.28229e-26	-1.49073e-142	3.59916e-21	4.53525e-21	1.67691e-23	500	-14.3266	14.3266	4.88504e-05
57	2.49277	22.0137	39.9562	0.731651	4.69433	54681.7	0.00484298	2.14185e-05	1.91413e-05	0.905889	77.2052	57.6057	265337	0.266943	2.72079	1.6507e-05	0.000246848	0.0023969	0.0106852	2.59269e-19	1.90527	0.213038	6.11343	1.65492	0.140785	0.00925615	0.000944645	8.39525	0.709804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.33699e-09	1.2253e-06	0.456453	1.53602e-05	3.55416e-24	0	1	1	1	1	2.60353e-25	-4.80781e-24	-1.53907e-143	3.81256e-22	4.98824e-22	1.62057e-23	500	-14.3266	14.3266	4.88504e-05
58	2.56254	24.4046	34.6701	0.817142	5.49332	60472	0.00865606	3.81271e-05	3.4131e-05	0.741519	66.4493	63.8036	268441	0.270083	2.75663	7.00633e-06	0.000122635	0.00139912	0.00706188	3.57258e-19	1.32551	0.21312	5.83428	1.84858	0.182588	0.00921775	0.000955613	8.38381	0.718104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.5747e-09	4.72241e-07	0.502972	1.76639e-05	3.86499e-24	0	1	1	1	1	1.59446e-26	1.71005e-26	-3.26837e-147	4.3517e-23	5.48387e-23	2.04021e-25	500	-14.3266	14.3266	4.88504e-05
59	2.56681	27.1005	31.6531	0.906186	6.41109	63122.4	0.0140946	6.17077e-05	5.5422e-05	0.634567	57.1169	70.7944	272125	0.27669	2.83253	2.95574e-06	6.04223e-05	0.000808044	0.00459865	6.31966e-19	0.929499	0.213262	5.54361	2.0502	0.284007	0.00916038	0.000971016	8.3599	0.735405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.64618e-10	1.81807e-07	0.56163	2.15433e-05	4.44232e-23	0	1	1	1	1	1.62218e-25	3.02748e-25	-1.89566e-148	4.78508e-24	6.02943e-24	2.18392e-26	500	-14.3266	14.3266	4.88504e-05
60	2.51471	30.041	30.4653	0.993942	7.41483	62755.1	0.0202369	8.79775e-05	7.92993e-05	0.565999	49.1342	78.421	276253	0.298115	3.08171	1.24022e-06	2.95596e-05	0.000462478	0.00295665	1.55116e-18	0.664479	0.213585	5.25659	2.24946	0.452259	0.00909424	0.000988233	8.28241	0.791473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.37087e-10	6.99351e-08	0.639179	3.26205e-05	2.56518e-24	0	1	1	1	1	2.40724e-26	-2.72355e-25	8.99332e-152	5.25754e-25	6.62881e-25	2.69438e-27	500	-14.3266	14.3266	4.88504e-05
61	2.43898	33.1181	31.0446	1.05787	8.218	60422.8	0.0257464	0.000111208	0.00010055	0.522817	42.379	86.4042	280593	0.349218	3.69424	5.17783e-07	1.43704e-05	0.000262628	0.00187981	5.90193e-18	0.490104	0.214634	5.0465	2.39563	0.653334	0.009034	0.00100353	8.09658	0.926201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.04479e-11	2.68846e-08	0.751904	7.23264e-05	4.65622e-24	0	1	1	1	1	1.76506e-26	1.93687e-26	5.40188e-153	5.78337e-26	7.28772e-26	2.62194e-28	500	-14.3266	14.3266	4.88504e-05
62	2.38292	36.1761	33.5589	1.08142	8.53125	57018.9	0.0296508	0.000127469	0.000115531	0.497142	36.7113	94.3403	284882	0.418262	4.5664	2.15127e-07	6.94625e-06	0.000148107	0.00118334	2.80956e-17	0.377002	0.218978	4.96801	2.45057	0.865399	0.00899021	0.00101426	7.84397	1.10976	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.19343e-11	1.033e-08	0.943995	0.000189171	-1.24051e-25	0	1	1	1	1	3.6999e-26	3.22539e-25	1.43909e-154	6.35746e-27	8.01201e-27	2.93181e-29	500	-14.3266	14.3266	4.88504e-05
63	2.36828	39.0626	38.1549	1.06641	8.33075	53190.7	0.031689	0.000135874	0.00012336	0.486555	31.9962	101.833	289015	0.470684	5.266	8.89904e-08	3.34079e-06	8.30229e-05	0.000738412	1.39746e-16	0.304564	0.234475	5.0158	2.41779	1.08075	0.00896582	0.00101979	7.651	1.25032	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.52123e-12	3.96764e-09	1.28726	0.000417625	3.12833e-24	0	1	1	1	1	1.2554e-26	3.45746e-25	4.86303e-158	6.97431e-28	8.8078e-28	4.64756e-30	500	-14.3266	14.3266	4.88504e-05
64	2.39132	41.703	44.524	1.02532	7.80101	49360.6	0.0322476	0.000138141	0.000125543	0.49328	28.1241	108.688	293073	0.491097	5.5475	3.66809e-08	1.60019e-06	4.63087e-05	0.000457314	9.55339e-16	0.258694	0.272895	5.14931	2.32537	1.29685	0.008957	0.00102118	7.57518	1.30573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.03895e-12	1.5235e-09	1.81205	0.00069994	-2.92641e-25	0	1	1	1	1	-1.00792e-25	2.01194e-25	1.38022e-160	7.72957e-29	9.68242e-29	-1.06105e-31	500	-14.3266	14.3266	4.88504e-05
65	2.43621	44.1132	51.8852	0.972918	7.16408	45742.8	0.032053	0.0001373	0.000124822	0.519557	25.0154	114.945	297170	0.491488	5.55261	1.5077e-08	7.63992e-07	2.57265e-05	0.000281404	1.03055e-14	0.229933	0.341673	5.32027	2.20681	1.51264	0.00895632	0.00102043	7.57332	1.30719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.06545e-13	5.84863e-10	2.47885	0.000961968	2.20971e-24	0	1	1	1	1	-5.86818e-27	2.30373e-26	7.7158e-161	8.44755e-30	1.06445e-29	3.75193e-32	500	-14.3266	14.3266	4.88504e-05
66	2.48654	46.3197	60.0033	0.920191	6.56325	42400.5	0.0317458	0.000135995	0.000123624	0.56622	22.6102	120.673	301340	0.488802	5.51523	6.18241e-09	3.63796e-07	1.42446e-05	0.000172193	1.57221e-13	0.212048	0.445169	5.49261	2.0872	1.72737	0.00895706	0.0010193	7.58327	1.29993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.04468e-14	2.24488e-10	3.24404	0.00123154	1.45792e-25	0	1	1	1	1	6.59162e-28	6.2922e-28	-1.71808e-163	9.28616e-31	1.17018e-30	4.17314e-33	500	-14.3266	14.3266	4.88504e-05
67	2.53108	48.3067	69.6069	0.873361	6.06042	39318.1	0.0317506	0.000135976	0.000123556	0.637749	20.8673	125.833	305542	0.494198	5.59109	2.52959e-09	1.72834e-07	7.86451e-06	0.000104843	3.422e-12	0.201003	0.596559	5.64586	1.98078	1.9404	0.00895469	0.00101896	7.56401	1.31379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.66866e-14	8.61542e-11	4.0997	0.00162505	8.11512e-27	0	1	1	1	1	5.66458e-29	-9.35075e-30	4.56048e-165	1.02085e-31	1.28641e-31	4.58644e-34	500	-14.3266	14.3266	4.88504e-05
68	2.56433	49.9889	82.8553	0.837034	5.68888	36445.3	0.0324694	0.000138895	0.000126105	0.751614	19.7922	130.203	309682	0.518833	5.94148	1.03275e-09	8.1936e-08	4.33081e-06	6.3548e-05	1.44961e-10	0.194223	0.839245	5.76501	1.89796	2.15127	0.00894488	0.00102045	7.47495	1.37822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.87395e-15	3.3061e-11	5.08245	0.00244417	-3.7731e-26	0	1	1	1	1	-2.04551e-28	-3.36198e-28	1.65467e-168	1.12225e-32	1.41419e-32	5.03648e-35	500	-14.3266	14.3266	4.88504e-05
69	2.58465	51.0453	107.962	0.821172	5.5318	33699.1	0.0348669	0.000148679	0.000134712	0.978914	19.536	132.96	313543	0.597768	7.123	4.20583e-10	3.87557e-08	2.37877e-06	3.8352e-05	3.85988e-08	0.190082	1.35973	5.818	1.86083	2.36023	0.00891764	0.0010261	7.18994	1.58429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.32323e-15	1.26859e-11	6.32812	0.00534697	5.67601e-25	0	1	1	1	1	1.38774e-26	-2.08873e-25	-5.77905e-173	1.23371e-33	1.55465e-33	5.51987e-36	500	-14.3266	14.3266	4.88504e-05
70	2.5815	46.6718	271.445	0.932969	6.71183	30679	0.0505305	0.000211414	0.000185475	2.33387	21.3622	122.089	316966	1.28031	23.1002	2.27375e-10	1.82408e-08	1.30055e-06	2.30097e-05	0.00810772	0.187562	6.37005	5.47439	2.09265	2.57031	0.00876795	0.00105778	4.81284	3.27885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.82333e-07	8.34882e-09	7.12627	0.125187	2.53504e-24	0	1	1	1	1	1.05521e-26	1.05758e-26	-1.11119e-187	1.35626e-34	1.70905e-34	5.96696e-37	500	-14.3266	14.3266	4.88504e-05
71	2.37925	1.09864	85.0686	1.08689	8.60713	25295.5	0.0947188	0.000376501	0.000345211	5.56731	35.8861	142.214	289466	2.11315	110.735	0.0597115	0.0221197	0.00534587	0.000852697	1.80279e-05	0.244242	0.0852935	4.94089	2.47222	2.78744	0.008307	0.0011778	1.632	5.62685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.17762	0.178591	0.0630461	0.00846724	-8.619e-23	0	1	1	1	1	-3.55802e-25	-2.83568e-25	-2.16711e-207	1.49069e-35	1.87866e-35	6.21256e-38	500	-14.3266	14.3266	4.88504e-05
72	2.46115	0.838702	69.5487	0.858901	5.90925	22570.7	0.064144	0.000263484	0.000242292	8.08141	55.5089	113.276	264080	1.69633	46.1888	0.116873	0.0805697	0.0377521	0.0117546	9.0149e-11	1.4886	0.0892689	5.68822	1.95288	2.45342	0.00858305	0.00110257	3.13434	4.54133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0524072	0.141659	0.0597264	0.00331812	-5.45052e-24	0	1	1	1	1	-2.19434e-26	-2.22461e-26	-3.33507e-222	1.63845e-36	2.0648e-36	7.05529e-39	500	-14.3266	14.3266	4.88504e-05
73	2.5499	2.62475	102.465	0.734647	4.71784	26700	0.0388781	0.000164344	0.00015153	10.5162	82.2374	66.6409	258132	0.65639	8.04033	0.108379	0.113706	0.0790432	0.0357916	1.0109e-15	4.70793	0.207376	6.0968	1.66855	0.796138	0.00883139	0.00103631	6.93804	1.77757	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0154629	0.0759254	0.183384	0.000246056	-3.93407e-25	0	1	1	1	1	-2.51167e-27	-1.20553e-27	-1.36189e-235	1.80102e-37	2.2696e-37	7.97983e-40	500	-14.3266	14.3266	4.88504e-05
