Time	[TF]	[TF_VII]	[VII]	[TF_VIIa]	[VIIa]	[Xa]	[IIa]	[TF_VIIa_X]	[X]	[TF_VIIa_Xa]	[IX]	[TF_VIIa_IX]	[IXa]	[II]	[VIII]	[VIIIa]	[IXa_VIIIa]	[IXa_VIIIa_X]	[VIIIa1_L]	[VIIIa2]	[V]	[Va]	[Xa_Va]	[Xa_Va_II]	[mIIa]	[TFPI]	[Xa_TFPI]	[TF_VIIa_Xa_TFPI]	[ATIII]	[Xa_ATIII]	[mIIa_ATIII]	[IXa_ATIII]	[IIa_ATIII]	[TF_VIIa_ATIII]
60	0	0	9.2213e-09	0	8.78702e-10	1.39138e-10	2.64079e-07	0	1.55875e-07	0	9e-08	0	1.5639e-10	2.33351e-07	-1.59643e-25	5.38525e-10	1.21749e-11	2.30795e-11	1.26221e-10	1.26221e-10	1.63035e-35	1.59597e-08	3.54342e-09	4.96834e-10	5.55269e-07	2.49489e-09	5.10855e-12	0	3.05217e-06	1.11292e-11	2.9771e-07	1.83553e-11	5.00943e-08	0
61	0	0	9.14583e-09	0	9.54168e-10	1.48223e-10	2.88229e-07	0	1.55683e-07	0	9e-08	0	1.55419e-10	2.03029e-07	-3.9935e-24	5.34531e-10	1.24395e-11	2.35542e-11	1.29475e-10	1.29475e-10	1.18834e-35	1.57785e-08	3.7625e-09	4.59031e-10	5.43635e-07	2.49457e-09	5.42918e-12	0	3.03432e-06	1.17849e-11	3.09588e-07	1.85878e-11	5.60597e-08	0
62	0	0	9.06479e-09	0	1.03521e-09	1.57703e-10	3.12947e-07	0	1.55488e-07	0	9e-08	0	1.54463e-10	1.75164e-07	1.69975e-25	5.30574e-10	1.27e-11	2.40196e-11	1.32706e-10	1.32706e-10	1.95669e-36	1.55938e-08	3.98657e-09	4.19643e-10	5.28842e-07	2.49423e-09	5.77049e-12	0	3.01634e-06	1.24788e-11	3.21112e-07	1.88175e-11	6.25152e-08	0
63	0	0	8.97819e-09	0	1.12181e-09	1.67567e-10	3.37989e-07	0	1.55288e-07	0	9e-08	0	1.53523e-10	1.49829e-07	1.46262e-24	5.26653e-10	1.29567e-11	2.44758e-11	1.35915e-10	1.35915e-10	5.01439e-37	1.54058e-08	4.21472e-09	3.79514e-10	5.11118e-07	2.49387e-09	6.13333e-12	0	2.99828e-06	1.32123e-11	3.3222e-07	1.90444e-11	6.94639e-08	0
64	0	0	8.88613e-09	0	1.21387e-09	1.77806e-10	3.63094e-07	0	1.55085e-07	0	9e-08	0	1.52599e-10	1.27044e-07	-3.12595e-24	5.22767e-10	1.32095e-11	2.49229e-11	1.391e-10	1.391e-10	-3.84448e-35	1.52145e-08	4.44603e-09	3.39482e-10	4.90763e-07	2.49348e-09	6.51855e-12	0	2.98021e-06	1.39865e-11	3.42856e-07	1.92686e-11	7.69035e-08	0
65	0	0	8.78875e-09	0	1.31125e-09	1.88412e-10	3.87991e-07	0	1.54879e-07	0	9e-08	0	1.5169e-10	1.06775e-07	-1.73669e-23	5.18917e-10	1.34586e-11	2.5361e-11	1.42263e-10	1.42263e-10	-1.4949e-34	1.502e-08	4.67965e-09	3.00334e-10	4.68133e-07	2.49307e-09	6.92695e-12	0	2.96217e-06	1.48024e-11	3.52974e-07	1.94901e-11	8.48261e-08	0
66	0	0	8.6863e-09	0	1.4137e-09	1.99378e-10	4.12406e-07	0	1.54668e-07	0	9e-08	0	1.50797e-10	8.89445e-08	-2.74001e-23	5.15101e-10	1.37041e-11	2.57904e-11	1.45404e-10	1.45404e-10	-1.01878e-34	1.48224e-08	4.91481e-09	2.6277e-10	4.43632e-07	2.49264e-09	7.35933e-12	0	2.94421e-06	1.56611e-11	3.62536e-07	1.97089e-11	9.32181e-08	0
67	0	0	8.57904e-09	0	1.52096e-09	2.10703e-10	4.36075e-07	0	1.54454e-07	0	9e-08	0	1.49918e-10	7.34307e-08	-6.22231e-23	5.1132e-10	1.39459e-11	2.62112e-11	1.48523e-10	1.48523e-10	-1.8921e-35	1.46218e-08	5.15087e-09	2.27371e-10	4.17692e-07	2.49218e-09	7.81647e-12	0	2.92639e-06	1.65638e-11	3.71514e-07	1.99252e-11	1.02061e-07	0
68	0	0	8.46733e-09	0	1.63267e-09	2.22389e-10	4.58751e-07	0	1.54237e-07	0	9e-08	0	1.49053e-10	6.0081e-08	5.75169e-22	5.07573e-10	1.41843e-11	2.66236e-11	1.51619e-10	1.51619e-10	1.01243e-33	1.44181e-08	5.3873e-09	1.94588e-10	3.90754e-07	2.4917e-09	8.29916e-12	0	2.90874e-06	1.75113e-11	3.79889e-07	2.01389e-11	1.1133e-07	0
69	0	0	8.35154e-09	0	1.74846e-09	2.34443e-10	4.80211e-07	0	1.54017e-07	0	9e-08	0	1.48203e-10	4.87187e-08	-8.23929e-24	5.03859e-10	1.44193e-11	2.70277e-11	1.54694e-10	1.54694e-10	1.64654e-36	1.42116e-08	5.62372e-09	1.64723e-10	3.63254e-07	2.49119e-09	8.80819e-12	0	2.89131e-06	1.85047e-11	3.87652e-07	2.03501e-11	1.20999e-07	0
70	0	0	8.23208e-09	0	1.86792e-09	2.46878e-10	5.00262e-07	0	1.53793e-07	0	9e-08	0	1.47367e-10	3.91523e-08	-3.81693e-23	5.00178e-10	1.46508e-11	2.74235e-11	1.57748e-10	1.57748e-10	-9.78606e-35	1.40022e-08	5.85987e-09	1.37946e-10	3.35608e-07	2.49066e-09	9.34437e-12	0	2.87412e-06	1.95452e-11	3.94804e-07	2.05588e-11	1.31035e-07	0
71	0	0	8.10941e-09	0	1.99059e-09	2.59711e-10	5.18746e-07	0	1.53566e-07	0	9e-08	0	1.46544e-10	3.11837e-08	-1.5224e-23	4.9653e-10	1.48791e-11	2.78114e-11	1.6078e-10	1.6078e-10	4.44626e-36	1.37901e-08	6.09563e-09	1.14297e-10	3.08199e-07	2.49009e-09	9.90855e-12	0	2.8572e-06	2.06338e-11	4.01353e-07	2.07652e-11	1.41404e-07	0
72	0	0	7.98397e-09	0	2.11603e-09	2.72967e-10	5.35541e-07	0	1.53336e-07	0	9e-08	0	1.45735e-10	2.46158e-08	-1.9497e-22	4.92914e-10	1.51042e-11	2.81913e-11	1.6379e-10	1.6379e-10	-2.56062e-34	1.35753e-08	6.33097e-09	9.37133e-11	2.81365e-07	2.4895e-09	1.05016e-11	0	2.84057e-06	2.17717e-11	4.07315e-07	2.09692e-11	1.52069e-07	0
73	0	0	7.85621e-09	0	2.24379e-09	2.86672e-10	5.50561e-07	0	1.53103e-07	0	9e-08	0	1.44939e-10	1.92585e-08	-4.68528e-22	4.8933e-10	1.53261e-11	2.85635e-11	1.6678e-10	1.6678e-10	-6.64436e-34	1.3358e-08	6.56595e-09	7.60442e-11	2.554e-07	2.48888e-09	1.11245e-11	0	2.82425e-06	2.29604e-11	4.12711e-07	2.11709e-11	1.62993e-07	0
74	0	0	7.72659e-09	0	2.37341e-09	3.00858e-10	5.63759e-07	0	1.52866e-07	0	9e-08	0	1.44157e-10	1.49335e-08	-1.86826e-22	4.85778e-10	1.55449e-11	2.89281e-11	1.69749e-10	1.69749e-10	-4.54811e-34	1.31382e-08	6.80068e-09	6.10785e-11	2.30543e-07	2.48822e-09	1.17782e-11	0	2.80825e-06	2.42011e-11	4.17567e-07	2.13704e-11	1.74137e-07	0
75	0	0	7.59554e-09	0	2.50446e-09	3.15561e-10	5.75116e-07	0	1.52627e-07	0	9e-08	0	1.43386e-10	1.14771e-08	-1.027e-22	4.82257e-10	1.57607e-11	2.92852e-11	1.72697e-10	1.72697e-10	-2.23243e-34	1.29161e-08	7.03532e-09	4.85646e-11	2.06982e-07	2.48754e-09	1.24639e-11	0	2.79258e-06	2.54956e-11	4.21915e-07	2.15676e-11	1.85461e-07	0
76	0	0	7.46347e-09	0	2.63653e-09	3.3082e-10	5.84648e-07	0	1.52385e-07	0	9e-08	0	1.42629e-10	8.74255e-09	2.10802e-23	4.78767e-10	1.59734e-11	2.96349e-11	1.75625e-10	1.75625e-10	2.31476e-35	1.26917e-08	7.27003e-09	3.82267e-11	1.84855e-07	2.48682e-09	1.31826e-11	0	2.77724e-06	2.68454e-11	4.25786e-07	2.17628e-11	1.9693e-07	0
77	0	0	7.33075e-09	0	2.76925e-09	3.46676e-10	5.92394e-07	0	1.5214e-07	0	9e-08	0	1.41883e-10	6.60046e-09	2.82042e-24	4.75307e-10	1.61833e-11	2.99774e-11	1.78532e-10	1.78532e-10	7.8775e-36	1.24652e-08	7.50498e-09	2.9797e-11	1.64253e-07	2.48606e-09	1.39357e-11	0	2.76223e-06	2.82525e-11	4.29216e-07	2.19558e-11	2.08506e-07	0
78	0	0	7.19774e-09	0	2.90226e-09	3.63174e-10	5.98417e-07	0	1.51893e-07	0	9e-08	0	1.4115e-10	4.93897e-09	-6.28456e-25	4.71878e-10	1.63903e-11	3.03127e-11	1.81419e-10	1.81419e-10	-8.09602e-37	1.22367e-08	7.74034e-09	2.29969e-11	1.45225e-07	2.48528e-09	1.47244e-11	0	2.74755e-06	2.97189e-11	4.32241e-07	2.21469e-11	2.20155e-07	0
79	0	0	7.06475e-09	0	3.03525e-09	3.80362e-10	6.02799e-07	0	1.51642e-07	0	9e-08	0	1.40429e-10	3.66285e-09	-9.9074e-25	4.68478e-10	1.65945e-11	3.06411e-11	1.84287e-10	1.84287e-10	-8.39315e-36	1.20062e-08	7.97626e-09	1.75765e-11	1.27784e-07	2.48445e-09	1.55502e-11	0	2.73321e-06	3.12468e-11	4.34894e-07	2.23359e-11	2.31843e-07	0
80	0	0	6.93206e-09	0	3.16794e-09	3.9829e-10	6.05632e-07	0	1.51389e-07	0	9e-08	0	1.39719e-10	2.69222e-09	1.59855e-24	4.65107e-10	1.67959e-11	3.09625e-11	1.87134e-10	1.87134e-10	5.42384e-36	1.17738e-08	8.21285e-09	1.33025e-11	1.1191e-07	2.48359e-09	1.64147e-11	0	2.71919e-06	3.28386e-11	4.37211e-07	2.2523e-11	2.4354e-07	0
81	0	0	6.79992e-09	0	3.30008e-09	4.17009e-10	6.07023e-07	0	1.51134e-07	0	9e-08	0	1.3902e-10	1.96111e-09	-2.11444e-25	4.61766e-10	1.69947e-11	3.12772e-11	1.89962e-10	1.89962e-10	-2.29199e-37	1.15398e-08	8.45021e-09	9.97057e-12	9.75608e-08	2.48268e-09	1.73195e-11	0	2.7055e-06	3.44968e-11	4.39226e-07	2.27083e-11	2.55219e-07	0
82	0	0	6.66852e-09	0	3.43148e-09	4.36576e-10	6.07082e-07	0	1.50876e-07	0	9e-08	0	1.38332e-10	1.41573e-09	-2.83209e-24	4.58454e-10	1.71907e-11	3.15852e-11	1.9277e-10	1.9277e-10	-7.50639e-36	1.13042e-08	8.6884e-09	7.40096e-12	8.46721e-08	2.48173e-09	1.82664e-11	0	2.69212e-06	3.62242e-11	4.4097e-07	2.28916e-11	2.66853e-07	0
83	0	0	6.53805e-09	0	3.56195e-09	4.57048e-10	6.05924e-07	0	1.50615e-07	0	9e-08	0	1.37656e-10	1.01281e-09	1.02968e-24	4.5517e-10	1.73842e-11	3.18866e-11	1.95559e-10	1.95559e-10	2.12599e-36	1.10671e-08	8.92745e-09	5.44072e-12	7.31658e-08	2.48074e-09	1.92572e-11	0	2.67905e-06	3.80237e-11	4.42473e-07	2.30732e-11	2.78419e-07	0
84	0	0	6.40864e-09	0	3.69136e-09	4.7849e-10	6.03665e-07	0	1.50352e-07	0	9e-08	0	1.3699e-10	7.18026e-10	3.85682e-25	4.51914e-10	1.75751e-11	3.21816e-11	1.98329e-10	1.98329e-10	1.0252e-36	1.08287e-08	9.16738e-09	3.96106e-12	6.29533e-08	2.47971e-09	2.02941e-11	0	2.66628e-06	3.98986e-11	4.43762e-07	2.32531e-11	2.89897e-07	0
85	0	0	6.28039e-09	0	3.81961e-09	5.00965e-10	6.0042e-07	0	1.50086e-07	0	9e-08	0	1.36335e-10	5.04424e-10	-2.96787e-25	4.48686e-10	1.77635e-11	3.24702e-11	2.0108e-10	2.0108e-10	-1.02304e-36	1.0589e-08	9.40816e-09	2.856e-12	5.39395e-08	2.47862e-09	2.13791e-11	0	2.6538e-06	4.18523e-11	4.44864e-07	2.34312e-11	3.01269e-07	0
86	0	0	6.1534e-09	0	3.9466e-09	5.24546e-10	5.963e-07	0	1.49818e-07	0	9e-08	0	1.3569e-10	3.51143e-10	-8.62864e-27	4.45486e-10	1.79495e-11	3.27526e-11	2.03812e-10	2.03812e-10	5.82171e-39	1.03482e-08	9.64976e-09	2.03931e-12	4.60263e-08	2.47749e-09	2.25146e-11	0	2.64161e-06	4.38883e-11	4.45802e-07	2.36077e-11	3.12519e-07	0
87	0	0	6.0277e-09	0	4.0723e-09	5.49306e-10	5.91411e-07	0	1.49548e-07	0	9e-08	0	1.35056e-10	2.42211e-10	1.02561e-25	4.42312e-10	1.8133e-11	3.30289e-11	2.06526e-10	2.06526e-10	2.15252e-37	1.01064e-08	9.89211e-09	1.442e-12	3.91151e-08	2.4763e-09	2.37029e-11	0	2.6297e-06	4.60106e-11	4.46597e-07	2.37825e-11	3.23633e-07	0
88	0	0	5.90333e-09	0	4.19667e-09	5.75328e-10	5.85856e-07	0	1.49276e-07	0	9e-08	0	1.34431e-10	1.65543e-10	-8.73809e-27	4.39166e-10	1.83141e-11	3.32991e-11	2.09221e-10	2.09221e-10	-2.67854e-38	9.86386e-09	1.01351e-08	1.01007e-12	3.31091e-08	2.47505e-09	2.49468e-11	0	2.61806e-06	4.82232e-11	4.47269e-07	2.39557e-11	3.346e-07	0
89	0	0	5.7803e-09	0	4.3197e-09	6.02696e-10	5.79729e-07	0	1.49002e-07	0	9e-08	0	1.33816e-10	1.12106e-10	-2.46589e-26	4.36047e-10	1.84929e-11	3.35633e-11	2.11897e-10	2.11897e-10	-5.31381e-38	9.62059e-09	1.03787e-08	7.00365e-13	2.79151e-08	2.47375e-09	2.62491e-11	0	2.60668e-06	5.05308e-11	4.47834e-07	2.41274e-11	3.4541e-07	0
90	0	0	5.6586e-09	0	4.4414e-09	6.31504e-10	5.73117e-07	0	1.48725e-07	0	9e-08	0	1.33211e-10	7.5221e-11	-1.76753e-26	4.32953e-10	1.86695e-11	3.38217e-11	2.14555e-10	2.14555e-10	-3.78372e-38	9.37677e-09	1.06228e-08	4.81011e-13	2.34444e-08	2.47239e-09	2.76126e-11	0	2.59556e-06	5.2938e-11	4.48307e-07	2.42976e-11	3.56056e-07	0
91	0	0	5.5382e-09	0	4.5618e-09	6.61852e-10	5.66102e-07	0	1.48446e-07	0	9e-08	0	1.32616e-10	5.00076e-11	-2.52464e-27	4.29886e-10	1.88437e-11	3.40744e-11	2.17196e-10	2.17196e-10	-4.39888e-39	9.13257e-09	1.08671e-08	3.27169e-13	1.96141e-08	2.47096e-09	2.90407e-11	0	2.58469e-06	5.54499e-11	4.48702e-07	2.44663e-11	3.66531e-07	0
92	0	0	5.41907e-09	0	4.68093e-09	6.93848e-10	5.58757e-07	0	1.48165e-07	0	9e-08	0	1.32029e-10	3.29395e-11	1.37977e-26	4.26845e-10	1.90158e-11	3.43214e-11	2.19818e-10	2.19818e-10	3.14655e-38	8.88814e-09	1.11116e-08	2.20333e-13	1.63471e-08	2.46946e-09	3.05366e-11	0	2.57405e-06	5.80719e-11	4.4903e-07	2.46335e-11	3.76832e-07	0
93	0	0	5.30114e-09	0	4.79886e-09	7.27607e-10	5.51149e-07	0	1.47883e-07	0	9e-08	0	1.31452e-10	2.14971e-11	-1.68815e-27	4.23829e-10	1.91857e-11	3.45628e-11	2.22422e-10	2.22422e-10	-3.7818e-39	8.64367e-09	1.13562e-08	1.47041e-13	1.35728e-08	2.4679e-09	3.21041e-11	0	2.56366e-06	6.08099e-11	4.49303e-07	2.47993e-11	3.86954e-07	0
94	0	0	5.18436e-09	0	4.91564e-09	7.63256e-10	5.43336e-07	0	1.47598e-07	0	9e-08	0	1.30884e-10	1.39005e-11	2.3758e-29	4.20839e-10	1.93534e-11	3.47987e-11	2.25009e-10	2.25009e-10	5.22302e-41	8.39932e-09	1.16006e-08	9.70935e-14	1.12272e-08	2.46625e-09	3.3747e-11	0	2.55349e-06	6.36701e-11	4.49527e-07	2.49638e-11	3.96895e-07	0
95	0	0	5.06866e-09	0	5.03134e-09	8.00929e-10	5.35372e-07	0	1.47311e-07	0	9e-08	0	1.30325e-10	8.90566e-12	4.51704e-31	4.17873e-10	1.95191e-11	3.50292e-11	2.27578e-10	2.27578e-10	9.87026e-43	8.1553e-09	1.18446e-08	6.35177e-14	9.25256e-09	2.46453e-09	3.54695e-11	0	2.54354e-06	6.66591e-11	4.49712e-07	2.51269e-11	4.06655e-07	0
96	0	0	4.95396e-09	0	5.14604e-09	8.40771e-10	5.27302e-07	0	1.47023e-07	0	9e-08	0	1.29774e-10	5.65329e-12	1.64723e-32	4.14933e-10	1.96826e-11	3.52544e-11	2.3013e-10	2.3013e-10	2.91775e-44	7.9118e-09	1.20882e-08	4.11523e-14	7.59711e-09	2.46272e-09	3.72761e-11	0	2.53381e-06	6.97841e-11	4.49863e-07	2.52886e-11	4.16232e-07	0
97	0	0	4.84017e-09	0	5.25983e-09	8.8294e-10	5.19167e-07	0	1.46732e-07	0	9e-08	0	1.29232e-10	3.55587e-12	1.42797e-30	4.12016e-10	1.98442e-11	3.54744e-11	2.32665e-10	2.32665e-10	3.13766e-42	7.66903e-09	1.23309e-08	2.64058e-14	6.21504e-09	2.46083e-09	3.91714e-11	0	2.52429e-06	7.30528e-11	4.49987e-07	2.54491e-11	4.25627e-07	0
98	0	0	4.72722e-09	0	5.37278e-09	9.27603e-10	5.11002e-07	0	1.4644e-07	0	9e-08	0	1.28699e-10	2.21622e-12	1.34785e-31	4.09124e-10	2.00037e-11	3.56892e-11	2.35183e-10	2.35183e-10	3.00054e-43	7.42722e-09	1.25728e-08	1.67816e-14	5.06596e-09	2.45884e-09	4.11606e-11	0	2.51497e-06	7.64733e-11	4.50088e-07	2.56083e-11	4.34842e-07	0
99	0	0	4.61501e-09	0	5.48499e-09	9.74942e-10	5.02838e-07	0	1.46146e-07	0	9e-08	0	1.28173e-10	1.36874e-12	1.02727e-31	4.06256e-10	2.01613e-11	3.5899e-11	2.37684e-10	2.37684e-10	2.24877e-43	7.18661e-09	1.28134e-08	1.0563e-14	4.11446e-09	2.45675e-09	4.32491e-11	0	2.50585e-06	8.00545e-11	4.50169e-07	2.57663e-11	4.43877e-07	0
100	0	0	4.50346e-09	0	5.59654e-09	1.02515e-09	4.94699e-07	0	1.45851e-07	0	9e-08	0	1.27656e-10	8.37712e-13	-8.32332e-35	4.03412e-10	2.0317e-11	3.61037e-11	2.40168e-10	2.40168e-10	-1.84519e-46	6.94744e-09	1.30526e-08	6.58296e-15	3.32974e-09	2.45456e-09	4.54428e-11	0	2.49692e-06	8.38057e-11	4.50235e-07	2.59231e-11	4.52735e-07	0
