Time	[GENE_E_Alx1]	[GENE_E_Apobec]	[GENE_E_Blimp1]	[GENE_E_Bra]	[GENE_E_Brn]	[GENE_E_CAPK]	[GENE_E_CyP]	[GENE_E_Delta]	[GENE_E_Dpt]	[GENE_E_Dri]	[GENE_E_ES]	[GENE_E_Endo16]	[GENE_E_Erg]	[GENE_E_Ets1]	[GENE_E_Eve]	[GENE_E_Ficolin]	[GENE_E_FoxA]	[GENE_E_FoxB]	[GENE_E_FoxN23]	[GENE_E_FoxO]	[GENE_E_FvMo]	[GENE_E_GataC]	[GENE_E_GataE]	[GENE_E_Gcad]	[GENE_E_Gcm]	[GENE_E_Gelsolin]	[GENE_E_HesC]	[GENE_E_Hex]	[GENE_E_Hnf6]	[GENE_E_Hox]	[GENE_E_Kakapo]	[GENE_E_Lim]	[GENE_E_Msp130]	[GENE_E_MspL]	[GENE_E_Not]	[GENE_E_Nrl]	[GENE_E_OrCt]	[GENE_E_Otx]	[GENE_E_Pks]	[GENE_E_Pmar1]	[GENE_E_Sm27]	[GENE_E_Sm30]	[GENE_E_Sm50]	[GENE_E_Snail]	[GENE_E_SoxB1]	[GENE_E_SoxC]	[GENE_E_SuTx]	[GENE_E_TBr]	[GENE_E_Tel]	[GENE_E_Tgif]	[GENE_E_VEGFR]	[GENE_E_Wnt8]	[GENE_E_z13]	[GENE_M_Alx1]	[GENE_M_Apobec]	[GENE_M_Blimp1]	[GENE_M_Bra]	[GENE_M_Brn]	[GENE_M_CAPK]	[GENE_M_CyP]	[GENE_M_Delta]	[GENE_M_Dpt]	[GENE_M_Dri]	[GENE_M_Endo16]	[GENE_M_Erg]	[GENE_M_Ets1]	[GENE_M_Eve]	[GENE_M_Ficolin]	[GENE_M_FoxA]	[GENE_M_FoxB]	[GENE_M_FoxN23]	[GENE_M_FoxO]	[GENE_M_FvMo]	[GENE_M_GataC]	[GENE_M_GataE]	[GENE_M_Gcad]	[GENE_M_Gcm]	[GENE_M_Gelsolin]	[GENE_M_HesC]	[GENE_M_Hex]	[GENE_M_Hnf6]	[GENE_M_Hox]	[GENE_M_Kakapo]	[GENE_M_Lim]	[GENE_M_Msp130]	[GENE_M_MspL]	[GENE_M_Not]	[GENE_M_Nrl]	[GENE_M_OrCt]	[GENE_M_Otx]	[GENE_M_Pks]	[GENE_M_Pmar1]	[GENE_M_Sm27]	[GENE_M_Sm30]	[GENE_M_Sm50]	[GENE_M_Snail]	[GENE_M_SoxB1]	[GENE_M_SoxC]	[GENE_M_SuTx]	[GENE_M_TBr]	[GENE_M_Tel]	[GENE_M_Tgif]	[GENE_M_VEGFR]	[GENE_M_Wnt8]	[GENE_M_z13]	[GENE_P_Alx1]	[GENE_P_Apobec]	[GENE_P_Blimp1]	[GENE_P_Bra]	[GENE_P_Brn]	[GENE_P_CAPK]	[GENE_P_CyP]	[GENE_P_Delta]	[GENE_P_Dpt]	[GENE_P_Dri]	[GENE_P_Endo16]	[GENE_P_Erg]	[GENE_P_Ets1]	[GENE_P_Eve]	[GENE_P_Ficolin]	[GENE_P_FoxA]	[GENE_P_FoxB]	[GENE_P_FoxN23]	[GENE_P_FoxO]	[GENE_P_FvMo]	[GENE_P_GataC]	[GENE_P_GataE]	[GENE_P_Gcad]	[GENE_P_Gcm]	[GENE_P_Gelsolin]	[GENE_P_HesC]	[GENE_P_Hex]	[GENE_P_Hnf6]	[GENE_P_Hox]	[GENE_P_Kakapo]	[GENE_P_Lim]	[GENE_P_Msp130]	[GENE_P_MspL]	[GENE_P_Not]	[GENE_P_Nrl]	[GENE_P_OrCt]	[GENE_P_Otx]	[GENE_P_Pks]	[GENE_P_Pmar1]	[GENE_P_Sm27]	[GENE_P_Sm30]	[GENE_P_Sm50]	[GENE_P_Snail]	[GENE_P_SoxB1]	[GENE_P_SoxC]	[GENE_P_SuTx]	[GENE_P_TBr]	[GENE_P_Tel]	[GENE_P_Tgif]	[GENE_P_VEGFR]	[GENE_P_Wnt8]	[GENE_P_z13]	[PRE_E_Gcad]	[PRE_E_Notch]	[PRE_E_Otx]	[PRE_E_SoxB1]	[PRE_E_SuH]	[PRE_E_UMR]	[PRE_E_UVAOtx]	[PRE_E_UbiqSoxB1]	[PRE_E_VEGF]	[PRE_E_cB]	[PRE_M_Gcad]	[PRE_M_Notch]	[PRE_M_Otx]	[PRE_M_SoxB1]	[PRE_M_SuH]	[PRE_M_UMADelta]	[PRE_M_UMANrl]	[PRE_M_UMR]	[PRE_M_UbiqSoxB1]	[PRE_M_cB]	[PRE_P_Ets1]	[PRE_P_Gcad]	[PRE_P_L1]	[PRE_P_Otx]	[PRE_P_UbiqAlx1]	[PRE_P_UbiqES]	[PRE_P_UbiqEts1]	[PRE_P_UbiqHesC]	[PRE_P_UbiqHnf6]	[PRE_P_UbiqSoxC]	[PRE_P_UbiqTel]	[PRE_P_cB]	[PROTEIN_E_Alx1]	[PROTEIN_E_Apobec]	[PROTEIN_E_Blimp1]	[PROTEIN_E_Bra]	[PROTEIN_E_Brn]	[PROTEIN_E_CAPK]	[PROTEIN_E_CyP]	[PROTEIN_E_Delta]	[PROTEIN_E_Delta2]	[PROTEIN_E_Dpt]	[PROTEIN_E_Dri]	[PROTEIN_E_ES]	[PROTEIN_E_Endo16]	[PROTEIN_E_Erg]	[PROTEIN_E_Ets1]	[PROTEIN_E_Eve]	[PROTEIN_E_Ficolin]	[PROTEIN_E_FoxA]	[PROTEIN_E_FoxB]	[PROTEIN_E_FoxN23]	[PROTEIN_E_FoxO]	[PROTEIN_E_FvMo]	[PROTEIN_E_GSK3_a]	[PROTEIN_E_GSK3_i]	[PROTEIN_E_GataC]	[PROTEIN_E_GataE]	[PROTEIN_E_Gcad]	[PROTEIN_E_Gcm]	[PROTEIN_E_Gelsolin]	[PROTEIN_E_Gro]	[PROTEIN_E_GroTCF]	[PROTEIN_E_GroTFC]	[PROTEIN_E_HesC]	[PROTEIN_E_Hex]	[PROTEIN_E_Hnf6]	[PROTEIN_E_Hox]	[PROTEIN_E_Kakapo]	[PROTEIN_E_L1]	[PROTEIN_E_Lim]	[PROTEIN_E_Msp130]	[PROTEIN_E_MspL]	[PROTEIN_E_Not]	[PROTEIN_E_Notch]	[PROTEIN_E_Notch2]	[PROTEIN_E_Nrl]	[PROTEIN_E_OrCt]	[PROTEIN_E_Otx]	[PROTEIN_E_Pks]	[PROTEIN_E_Pmar1]	[PROTEIN_E_Sm27]	[PROTEIN_E_Sm30]	[PROTEIN_E_Sm50]	[PROTEIN_E_Snail]	[PROTEIN_E_SoxB1]	[PROTEIN_E_SoxC]	[PROTEIN_E_SuH]	[PROTEIN_E_SuHN]	[PROTEIN_E_SuTx]	[PROTEIN_E_TBr]	[PROTEIN_E_TCF]	[PROTEIN_E_Tel]	[PROTEIN_E_Tgif]	[PROTEIN_E_UMADelta]	[PROTEIN_E_UMANrl]	[PROTEIN_E_UMR]	[PROTEIN_E_UVAOtx]	[PROTEIN_E_UbiqAlx1]	[PROTEIN_E_UbiqDelta]	[PROTEIN_E_UbiqES]	[PROTEIN_E_UbiqEts1]	[PROTEIN_E_UbiqGcad]	[PROTEIN_E_UbiqHesC]	[PROTEIN_E_UbiqHnf6]	[PROTEIN_E_UbiqSoxB1]	[PROTEIN_E_UbiqSoxC]	[PROTEIN_E_UbiqTel]	[PROTEIN_E_VEGF]	[PROTEIN_E_VEGFR]	[PROTEIN_E_VEGFSignal]	[PROTEIN_E_Wnt8]	[PROTEIN_E_cB]	[PROTEIN_E_frizzled_a]	[PROTEIN_E_frizzled_i]	[PROTEIN_E_nBTCF]	[PROTEIN_E_z13]	[PROTEIN_GCM]	[PROTEIN_M_Alx1]	[PROTEIN_M_Apobec]	[PROTEIN_M_Blimp1]	[PROTEIN_M_Bra]	[PROTEIN_M_Brn]	[PROTEIN_M_CAPK]	[PROTEIN_M_CyP]	[PROTEIN_M_Delta]	[PROTEIN_M_Delta2]	[PROTEIN_M_Dpt]	[PROTEIN_M_Dri]	[PROTEIN_M_Endo16]	[PROTEIN_M_Erg]	[PROTEIN_M_Ets1]	[PROTEIN_M_Eve]	[PROTEIN_M_Ficolin]	[PROTEIN_M_FoxA]	[PROTEIN_M_FoxB]	[PROTEIN_M_FoxN23]	[PROTEIN_M_FoxO]	[PROTEIN_M_FvMo]	[PROTEIN_M_GSK3_a]	[PROTEIN_M_GSK3_i]	[PROTEIN_M_GataC]	[PROTEIN_M_GataE]	[PROTEIN_M_Gcad]	[PROTEIN_M_Gcm]	[PROTEIN_M_Gelsolin]	[PROTEIN_M_Gro]	[PROTEIN_M_GroTCF]	[PROTEIN_M_GroTFC]	[PROTEIN_M_HesC]	[PROTEIN_M_Hex]	[PROTEIN_M_Hnf6]	[PROTEIN_M_Hox]	[PROTEIN_M_Kakapo]	[PROTEIN_M_L1]	[PROTEIN_M_Lim]	[PROTEIN_M_Msp130]	[PROTEIN_M_MspL]	[PROTEIN_M_Not]	[PROTEIN_M_Notch]	[PROTEIN_M_Notch2]	[PROTEIN_M_Nrl]	[PROTEIN_M_OrCt]	[PROTEIN_M_Otx]	[PROTEIN_M_Pks]	[PROTEIN_M_Pmar1]	[PROTEIN_M_Sm27]	[PROTEIN_M_Sm30]	[PROTEIN_M_Sm50]	[PROTEIN_M_Snail]	[PROTEIN_M_SoxB1]	[PROTEIN_M_SoxC]	[PROTEIN_M_SuH]	[PROTEIN_M_SuHN]	[PROTEIN_M_SuTx]	[PROTEIN_M_TBr]	[PROTEIN_M_TCF]	[PROTEIN_M_Tel]	[PROTEIN_M_Tgif]	[PROTEIN_M_UMADelta]	[PROTEIN_M_UMANrl]	[PROTEIN_M_UMR]	[PROTEIN_M_UVAOtx]	[PROTEIN_M_UbiqAlx1]	[PROTEIN_M_UbiqDelta]	[PROTEIN_M_UbiqES]	[PROTEIN_M_UbiqEts1]	[PROTEIN_M_UbiqGcad]	[PROTEIN_M_UbiqHesC]	[PROTEIN_M_UbiqHnf6]	[PROTEIN_M_UbiqSoxB1]	[PROTEIN_M_UbiqSoxC]	[PROTEIN_M_UbiqTel]	[PROTEIN_M_VEGFR]	[PROTEIN_M_VEGFSignal]	[PROTEIN_M_Wnt8]	[PROTEIN_M_cB]	[PROTEIN_M_frizzled_a]	[PROTEIN_M_frizzled_i]	[PROTEIN_M_nBTCF]	[PROTEIN_M_z13]	[PROTEIN_P_Alx1]	[PROTEIN_P_Apobec]	[PROTEIN_P_Blimp1]	[PROTEIN_P_Bra]	[PROTEIN_P_Brn]	[PROTEIN_P_CAPK]	[PROTEIN_P_CyP]	[PROTEIN_P_Delta]	[PROTEIN_P_Delta2]	[PROTEIN_P_Dpt]	[PROTEIN_P_Dri]	[PROTEIN_P_Endo16]	[PROTEIN_P_Erg]	[PROTEIN_P_Ets1]	[PROTEIN_P_Eve]	[PROTEIN_P_Ficolin]	[PROTEIN_P_FoxA]	[PROTEIN_P_FoxB]	[PROTEIN_P_FoxN23]	[PROTEIN_P_FoxO]	[PROTEIN_P_FvMo]	[PROTEIN_P_GSK3_a]	[PROTEIN_P_GSK3_i]	[PROTEIN_P_GataC]	[PROTEIN_P_GataE]	[PROTEIN_P_Gcad]	[PROTEIN_P_Gcm]	[PROTEIN_P_Gelsolin]	[PROTEIN_P_Gro]	[PROTEIN_P_GroTCF]	[PROTEIN_P_GroTFC]	[PROTEIN_P_HesC]	[PROTEIN_P_Hex]	[PROTEIN_P_Hnf6]	[PROTEIN_P_Hox]	[PROTEIN_P_Kakapo]	[PROTEIN_P_L1]	[PROTEIN_P_Lim]	[PROTEIN_P_Msp130]	[PROTEIN_P_MspL]	[PROTEIN_P_Not]	[PROTEIN_P_Notch]	[PROTEIN_P_Notch2]	[PROTEIN_P_Nrl]	[PROTEIN_P_OrCt]	[PROTEIN_P_Otx]	[PROTEIN_P_Pks]	[PROTEIN_P_Pmar1]	[PROTEIN_P_Sm27]	[PROTEIN_P_Sm30]	[PROTEIN_P_Sm50]	[PROTEIN_P_Snail]	[PROTEIN_P_SoxB1]	[PROTEIN_P_SoxC]	[PROTEIN_P_SuH]	[PROTEIN_P_SuHN]	[PROTEIN_P_SuTx]	[PROTEIN_P_TBr]	[PROTEIN_P_TCF]	[PROTEIN_P_Tel]	[PROTEIN_P_Tgif]	[PROTEIN_P_UMADelta]	[PROTEIN_P_UMANrl]	[PROTEIN_P_UVAOtx]	[PROTEIN_P_UbiqAlx1]	[PROTEIN_P_UbiqDelta]	[PROTEIN_P_UbiqES]	[PROTEIN_P_UbiqEts1]	[PROTEIN_P_UbiqGcad]	[PROTEIN_P_UbiqHesC]	[PROTEIN_P_UbiqHnf6]	[PROTEIN_P_UbiqSoxB1]	[PROTEIN_P_UbiqSoxC]	[PROTEIN_P_UbiqTel]	[PROTEIN_P_VEGFR]	[PROTEIN_P_VEGFSignal]	[PROTEIN_P_Wnt8]	[PROTEIN_P_cB]	[PROTEIN_P_frizzled_a]	[PROTEIN_P_frizzled_i]	[PROTEIN_P_nBTCF]	[PROTEIN_P_z13]	[mRNA_E_Alx1]	[mRNA_E_Apobec]	[mRNA_E_Blimp1]	[mRNA_E_Bra]	[mRNA_E_Brn]	[mRNA_E_CAPK]	[mRNA_E_CyP]	[mRNA_E_Delta]	[mRNA_E_Dpt]	[mRNA_E_Dri]	[mRNA_E_ES]	[mRNA_E_Endo16]	[mRNA_E_Erg]	[mRNA_E_Ets1]	[mRNA_E_Eve]	[mRNA_E_Ficolin]	[mRNA_E_FoxA]	[mRNA_E_FoxB]	[mRNA_E_FoxN23]	[mRNA_E_FoxO]	[mRNA_E_FvMo]	[mRNA_E_GataC]	[mRNA_E_GataE]	[mRNA_E_Gcad]	[mRNA_E_Gcm]	[mRNA_E_Gelsolin]	[mRNA_E_HesC]	[mRNA_E_Hex]	[mRNA_E_Hnf6]	[mRNA_E_Hox]	[mRNA_E_Kakapo]	[mRNA_E_Lim]	[mRNA_E_Msp130]	[mRNA_E_MspL]	[mRNA_E_Not]	[mRNA_E_Notch]	[mRNA_E_Nrl]	[mRNA_E_OrCt]	[mRNA_E_Otx]	[mRNA_E_Pks]	[mRNA_E_Pmar1]	[mRNA_E_Sm27]	[mRNA_E_Sm30]	[mRNA_E_Sm50]	[mRNA_E_Snail]	[mRNA_E_SoxB1]	[mRNA_E_SoxC]	[mRNA_E_SuH]	[mRNA_E_SuTx]	[mRNA_E_TBr]	[mRNA_E_Tel]	[mRNA_E_Tgif]	[mRNA_E_UMR]	[mRNA_E_UVAOtx]	[mRNA_E_UbiqSoxB1]	[mRNA_E_VEGF]	[mRNA_E_VEGFR]	[mRNA_E_Wnt8]	[mRNA_E_cB]	[mRNA_E_z13]	[mRNA_M_Alx1]	[mRNA_M_Apobec]	[mRNA_M_Blimp1]	[mRNA_M_Bra]	[mRNA_M_Brn]	[mRNA_M_CAPK]	[mRNA_M_CyP]	[mRNA_M_Delta]	[mRNA_M_Dpt]	[mRNA_M_Dri]	[mRNA_M_Endo16]	[mRNA_M_Erg]	[mRNA_M_Ets1]	[mRNA_M_Eve]	[mRNA_M_Ficolin]	[mRNA_M_FoxA]	[mRNA_M_FoxB]	[mRNA_M_FoxN23]	[mRNA_M_FoxO]	[mRNA_M_FvMo]	[mRNA_M_GataC]	[mRNA_M_GataE]	[mRNA_M_Gcad]	[mRNA_M_Gcm]	[mRNA_M_Gelsolin]	[mRNA_M_HesC]	[mRNA_M_Hex]	[mRNA_M_Hnf6]	[mRNA_M_Hox]	[mRNA_M_Kakapo]	[mRNA_M_Lim]	[mRNA_M_Msp130]	[mRNA_M_MspL]	[mRNA_M_Not]	[mRNA_M_Notch]	[mRNA_M_Nrl]	[mRNA_M_OrCt]	[mRNA_M_Otx]	[mRNA_M_Pks]	[mRNA_M_Pmar1]	[mRNA_M_Sm27]	[mRNA_M_Sm30]	[mRNA_M_Sm50]	[mRNA_M_Snail]	[mRNA_M_SoxB1]	[mRNA_M_SoxC]	[mRNA_M_SuH]	[mRNA_M_SuTx]	[mRNA_M_TBr]	[mRNA_M_Tel]	[mRNA_M_Tgif]	[mRNA_M_UMADelta]	[mRNA_M_UMANrl]	[mRNA_M_UMR]	[mRNA_M_UbiqSoxB1]	[mRNA_M_VEGFR]	[mRNA_M_Wnt8]	[mRNA_M_cB]	[mRNA_M_z13]	[mRNA_P_Alx1]	[mRNA_P_Apobec]	[mRNA_P_Blimp1]	[mRNA_P_Bra]	[mRNA_P_Brn]	[mRNA_P_CAPK]	[mRNA_P_CyP]	[mRNA_P_Delta]	[mRNA_P_Dpt]	[mRNA_P_Dri]	[mRNA_P_Endo16]	[mRNA_P_Erg]	[mRNA_P_Ets1]	[mRNA_P_Eve]	[mRNA_P_Ficolin]	[mRNA_P_FoxA]	[mRNA_P_FoxB]	[mRNA_P_FoxN23]	[mRNA_P_FoxO]	[mRNA_P_FvMo]	[mRNA_P_GataC]	[mRNA_P_GataE]	[mRNA_P_Gcad]	[mRNA_P_Gcm]	[mRNA_P_Gelsolin]	[mRNA_P_HesC]	[mRNA_P_Hex]	[mRNA_P_Hnf6]	[mRNA_P_Hox]	[mRNA_P_Kakapo]	[mRNA_P_L1]	[mRNA_P_Lim]	[mRNA_P_Msp130]	[mRNA_P_MspL]	[mRNA_P_Not]	[mRNA_P_Nrl]	[mRNA_P_OrCt]	[mRNA_P_Otx]	[mRNA_P_Pks]	[mRNA_P_Pmar1]	[mRNA_P_Sm27]	[mRNA_P_Sm30]	[mRNA_P_Sm50]	[mRNA_P_Snail]	[mRNA_P_SoxB1]	[mRNA_P_SoxC]	[mRNA_P_SuTx]	[mRNA_P_TBr]	[mRNA_P_Tel]	[mRNA_P_Tgif]	[mRNA_P_UbiqAlx1]	[mRNA_P_UbiqES]	[mRNA_P_UbiqEts1]	[mRNA_P_UbiqHesC]	[mRNA_P_UbiqHnf6]	[mRNA_P_UbiqSoxC]	[mRNA_P_UbiqTel]	[mRNA_P_VEGFR]	[mRNA_P_Wnt8]	[mRNA_P_cB]	[mRNA_P_z13]	[ribosome]	[none]
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	10	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	10	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	20	0	0	10	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	10	0	10	10	0	10	10	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0779638	0.781493	0.880858	0.0946965	0	0	0	0	0.000752652	0	0	0.792987	0	0	0.0754314	0	0.847063	0	0	0	0.0954492	0.19587	19.8041	0.0928406	0.717531	7.57773	0.0232991	0.101383	30	0	0	0	0	0	0.890059	0.101383	0	0.880858	0	0	0.0946965	7.32665	0.63431	0	0.0779638	8.94451	0.0954492	0.786162	0	0	0	0	7.65597	0	7.89465	0.862633	0.0954492	0	0	0	0	0	0	8.71296	8.71296	0	0	0	0	0	0	0	7.57773	0	0	7.74061	0	0	0.0978571	6.62127	16.5751	3.42494	0	0	0	0	0.155963	0.783563	0.88371	0.0979563	0.101383	0	0.319848	0.0725526	0.108492	0	0.792695	0	0	0.0754596	0	0.849048	0	0	0	0.105065	0.19587	19.8041	0.0959644	0.807565	7.57773	0.118225	0.202811	30	0	0	0	0	0	0.889691	0.202811	0	0.88371	0	0	0.0979563	4.37396	1.14827	0.264846	0.155963	8.55934	0.206448	0.785754	0	0	0	0	7.65597	0	6.28452	2.64104	0.105065	0	0	0	0	8.71296	8.71296	8.71296	0	0	0	0	0	0	0	0	7.57773	0	0	0	0	0.097896	6.62127	16.5751	3.42493	0	0	1.4862	0.0779589	0.780963	0.880094	0.0943417	0	0.889699	0.539867	0.174356	0	0.945251	0.792571	0.982346	8.27755	0.0754276	1.09355	0.924675	0.962037	0	1.10459	0.0943417	0.19587	19.8041	0.184805	0.694589	7.57773	0	0.101371	30	0	0	0.696761	0.999282	0.784187	0.889641	0.101371	7.74061	0.880094	1.45092	1.19649	0.0943417	0	0	0.0460128	0.0779589	8.55567	0.0943417	0.785753	1.44893	0.0409777	1.48991	0.105304	0	0.634889	0	0	0.0943417	0.635684	0	0.634889	1.10459	0	0	0	7.57773	0	7.57773	7.57773	0	7.57773	7.57773	0	7.57773	7.57773	0.182375	1.02977	0.0978478	6.62127	16.5751	3.42494	0	0	0	0.130352	0.83262	1.02324	0.174279	0	0	0	0.00323264	0	0	0.868478	0	0	0.124759	0	0.932111	0	0	0	0.177512	0.167858	0.74248	0.743093	0.06743	0.190073	0	0	0	1.04709	0.190073	1.02324	0	0	0.174279	9.42792	0	0.130352	2.51242	0.177512	0.848959	0	0	0	0	0.830913	0	9.42792	0.177512	0	0	0	9.42792	9.42792	0.743093	9.42792	0	0.181435	0.743093	0	0	0.260818	0.837626	1.03066	0.182765	0.190073	0	0.564651	0.212384	0	0.867861	0	0	0.124848	0	0.936808	0	0	0	0.205077	0.175785	0.882058	0.743093	0.220421	0.380304	0	0	0	1.04617	0.380304	1.03066	0	0	0.182765	0.743093	0.317251	0.260818	1.95532	0.395149	0.847898	0	0	0	0	0.830913	0	9.42792	0.205077	0	0	0	9.42792	9.42792	9.42792	0.743093	0	0.181566	0.743093	0	1.53129	0.130338	0.831093	1.02083	0.172939	0	1.04348	0.692321	0	1.12501	0.867375	1.2131	1.43341	0.124749	1.42672	1.05951	1.10226	0	1.45303	0.172939	0.329514	0.677076	0.743093	0	0.190034	0.682819	1.25347	0.844358	1.04599	0.190034	9.42792	1.02083	2.07054	1.64829	0.172939	0.0618918	0.130338	1.94533	0.172939	0.847892	2.06701	0.12517	2.19218	0.199563	0	0.583299	0.172939	0.584705	0.583299	1.45303	0.743093	0.743093	0.743093	0.743093	0.743093	0.743093	0.743093	1.52084	0.181404	0.743093	0	1	0
