Time	[IL6]	[IFN]	[(IL6-gp80-gp130-JAK)2*-STAT1C-STAT3C]	[(IL6-gp80-gp130-JAK)2*-STAT1C]	[(IFN-R-JAK)2*-STAT3C]	[(IFN-R-JAK)2*-STAT3C*]	[STAT1C*-STAT3C*]	[STAT1N*-STAT3N*]	[PP2-STAT1N*-STAT3N*]	[PP1-STAT1C*-STAT3C*]	[gp80]	[IL6-gp80]	[gp130]	[JAK(IFN)]	[gp130-JAK]	[IL6-gp80-gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)2*]	[(IL6-gp80-gp130-JAK)2*-STAT3C]	[STAT3C]	[STAT3C*]	[(IL6-gp80-gp130-JAK)2*-STAT3C*]	[(STAT3C*)2]	[(IL6-gp80-gp130-JAK)2*-SOCS3]	[(IL6-gp80-gp130-JAK)2*-SHP2]	[STAT3C-STAT3C*]	[SOCS3]	[PP1]	[PP1-STAT3C*]	[PP1-(STAT3C*)2]	[mRNA-SOCS3C]	[Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2]	[SOS]	[SHP2*-Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Raf*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GTP]	[SHP2*-Grb2-SOS]	[Grb2-SOS]	[SHP2*]	[Phosp1]	[Raf*-Phosp1]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-Phosp2]	[Phosp2]	[MEK-P-Phosp2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosp3]	[ERK-PP-Phosp3]	[ERK-P-Phosp3]	[CEBPi]	[CEBP]	[CEBPn]	[R-JAK]	[IFN-R-JAK]	[(IFN-R-JAK)2]	[(IFN-R-JAK)2*]	[(IFN-R-JAK)2*-STAT1C]	[STAT1C]	[STAT1C*]	[(IFN-R-JAK)2*-STAT1C*]	[(STAT1C*)2]	[(IFN-R-JAK)2*-SHP2]	[PP1-STAT1C*]	[STAT1C-STAT1C*]	[mRNA-SOCS1C]	[SOCS1]	[(IFN-R-JAK)2*-SOCS1]	[PP1-(STAT1C*)2]	[(IFN-R-JAK)2*-STAT1C-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2]	[R]	[SHP2]	[STAT3*]	[STAT1*]	[(IL6-gp80-gp130-JAK)2*-STAT1]	[(IL6-gp80-gp130-JAK)2*-STAT1*]	[JAK(IL-6)]	[(IFN-R-JAK)2*-STAT1C-STAT3C]	[(STAT1N*)2]	[PP2-STAT1N*]	[STAT1N*]	[STAT1N]	[mRNA-SOCS1N]	[PP2-(STAT1N*)2]	[STAT1N-STAT1N*]	[(STAT3N*)2]	[PP2]	[PP2-(STAT3N*)2]	[STAT3N*]	[PP2-STAT3N*]	[STAT3N]	[STAT3N-STAT3N*]	[mRNA-SOCS3N]
66	0	0.1	0	0	0.000540691	6.70887e-08	4.93057e-05	9.8579e-07	1.74847e-07	7.5809e-06	8	0	0.8	2.13795	7.38323	0	0	0	0	999.981	0.0126779	0	1.34307e-05	0	0	9.89092e-06	2.50938e-14	49.9886	0.00243965	2.06328e-06	4.46983e-13	51.2198	0	0	0.219842	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.12771	0.589927	0.0632391	0.000624046	0.00397187	999.936	0.0464821	2.46098e-07	0.000181007	0.000259575	0.00895476	3.64885e-05	1.63584e-12	9.41559e-14	4.93544e-19	2.78539e-05	3.66324e-18	8.3866e-19	1.6687e-21	2.13795	99.9997	0.0152182	0.0559636	0	0	4.61677	0.00357141	1.40907e-06	1.59878e-06	9.30852e-06	4.43243e-08	2.54975e-10	2.55349e-07	3.82025e-09	2.6821e-07	60	4.75349e-08	9.02564e-07	1.52103e-07	6.41006e-09	6.95353e-10	7.16522e-11
67	0	0.1	0	0	0.000559818	7.33165e-08	5.52436e-05	1.11633e-06	1.99517e-07	8.55551e-06	8	0	0.8	2.13726	7.3834	0	0	0	0	999.98	0.0133546	0	1.50525e-05	0	0	1.04651e-05	2.99218e-14	49.9879	0.00258073	2.32917e-06	5.23685e-13	51.2198	0	0	0.219841	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.12199	0.5938	0.0641906	0.000645525	0.00411223	999.933	0.0489481	2.68862e-07	0.000202749	0.000269366	0.00946984	3.86099e-05	1.90812e-12	1.11792e-13	6.13441e-19	3.14262e-05	4.57183e-18	1.05681e-18	2.14067e-21	2.13726	99.9997	0.0160477	0.0590065	0	0	4.6166	0.00369841	1.58459e-06	1.84451e-06	1.06559e-05	5.18056e-08	2.92087e-10	2.89307e-07	4.36309e-09	3.03809e-07	60	5.4256e-08	1.03994e-06	1.76651e-07	7.5002e-09	8.00172e-10	8.24562e-11
68	0	0.1	0	0	0.000579228	7.99866e-08	6.17653e-05	1.26121e-06	2.27093e-07	9.63315e-06	8	0	0.8	2.13657	7.38355	0	0	0	0	999.979	0.0140539	0	1.68342e-05	0	0	1.10607e-05	3.55697e-14	49.9872	0.00272703	2.62327e-06	6.11833e-13	51.2198	0	0	0.21984	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.11635	0.5976	0.0651305	0.00066731	0.00425465	999.93	0.0514954	2.93233e-07	0.000226619	0.000279317	0.0100037	4.08115e-05	2.21962e-12	1.32334e-13	7.59575e-19	3.53748e-05	5.68355e-18	1.32622e-18	2.73411e-21	2.13657	99.9997	0.0169061	0.0621556	0	0	4.61645	0.00382729	1.778e-06	2.12234e-06	1.21681e-05	6.03738e-08	3.33768e-10	3.26987e-07	4.97001e-09	3.43329e-07	60	6.17711e-08	1.19515e-06	2.04594e-07	8.75051e-09	9.18281e-10	9.46478e-11
69	0	0.1	0	0	0.000598915	8.71206e-08	6.89149e-05	1.42166e-06	2.57849e-07	1.08223e-05	8	0	0.8	2.1359	7.38368	0	0	0	0	999.978	0.0147762	0	1.87883e-05	0	0	1.16781e-05	4.21586e-14	49.9865	0.00287862	2.94792e-06	7.12879e-13	51.2198	0	0	0.21984	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.11078	0.601327	0.0660588	0.000689396	0.00439912	999.926	0.0541248	3.19289e-07	0.000252778	0.000289425	0.0105566	4.30947e-05	2.57511e-12	1.56195e-13	9.37068e-19	3.97307e-05	7.03897e-18	1.65768e-18	3.4773e-21	2.1359	99.9997	0.017794	0.0654123	0	0	4.61632	0.00395804	1.9907e-06	2.43572e-06	1.38617e-05	7.01614e-08	3.80478e-10	3.68711e-07	5.64702e-09	3.87112e-07	60	7.01552e-08	1.3701e-06	2.36322e-07	1.01808e-08	1.05104e-09	1.08374e-10
70	0	0.1	0	0	0.000618878	9.47402e-08	7.67387e-05	1.59902e-06	2.92076e-07	1.2132e-05	8	0	0.8	2.13524	7.38379	0	0	0	0	999.977	0.0155217	0	2.09274e-05	0	0	1.23176e-05	4.98249e-14	49.9858	0.00303556	3.30559e-06	8.28432e-13	51.2198	0	0	0.219839	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.1053	0.604982	0.0669756	0.000711779	0.00454559	999.923	0.0568371	3.47106e-07	0.000281394	0.000299688	0.0111288	4.54608e-05	2.97983e-12	1.8384e-13	1.15193e-18	4.45263e-05	8.68575e-18	2.06399e-18	4.40436e-21	2.13524	99.9997	0.0187117	0.0687781	0	0	4.61621	0.00409062	2.22419e-06	2.7884e-06	1.57544e-05	8.13137e-08	4.32713e-10	4.14816e-07	6.40052e-09	4.35523e-07	60	7.94886e-08	1.56687e-06	2.72263e-07	1.18129e-08	1.19992e-09	1.23796e-10
71	0	0.1	0	0	0.000639113	1.02868e-07	8.52857e-05	1.79468e-06	3.30087e-07	1.35717e-05	8	0	0.8	2.13458	7.38389	0	0	0	0	999.975	0.0162905	0	2.32651e-05	0	0	1.29795e-05	5.87216e-14	49.985	0.00319793	3.69889e-06	9.60262e-13	51.2198	0	0	0.219839	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.09988	0.608569	0.0678809	0.000734455	0.00469406	999.919	0.059633	3.76765e-07	0.000312643	0.000310106	0.0117205	4.7911e-05	3.43956e-12	2.15786e-13	1.41117e-18	4.97961e-05	1.06798e-17	2.56028e-18	5.55639e-21	2.13458	99.9997	0.0196597	0.0722546	0	0	4.61611	0.00422502	2.48001e-06	3.18441e-06	1.78653e-05	9.39901e-08	4.91006e-10	4.65662e-07	7.23732e-09	4.88947e-07	60	8.98571e-08	1.78771e-06	3.12881e-07	1.36709e-08	1.3665e-09	1.41084e-10
72	0	0.1	0	0	0.000659615	1.11526e-07	9.46069e-05	2.01013e-06	3.72216e-07	1.51513e-05	8	0	0.8	2.13394	7.38398	0	0	0	0	999.974	0.017083	0	2.58155e-05	0	0	1.36641e-05	6.90202e-14	49.9842	0.00336578	4.13059e-06	1.11032e-12	51.2198	0	0	0.219839	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.09454	0.612087	0.0687748	0.000757421	0.00484449	999.915	0.0625133	4.08347e-07	0.000346709	0.000320675	0.0123319	5.04468e-05	3.96061e-12	2.52613e-13	1.72297e-18	5.55764e-05	1.30866e-17	3.16439e-18	6.98272e-21	2.13394	99.9997	0.0206383	0.0758432	0	0	4.61602	0.00436121	2.75983e-06	3.62814e-06	2.02149e-05	1.08365e-07	5.5593e-10	5.21626e-07	8.1647e-09	5.47794e-07	60	1.01352e-07	2.03505e-06	3.58683e-07	1.57809e-08	1.55248e-09	1.60425e-10
73	0	0.1	0	0	0.000680382	1.20739e-07	0.000104756	2.24693e-06	4.18815e-07	1.68815e-05	8	0	0.8	2.1333	7.38406	0	0	0	0	999.973	0.0178993	0	2.85935e-05	0	0	1.43718e-05	8.09128e-14	49.9834	0.0035392	4.6036e-06	1.28075e-12	51.2198	0	0	0.219839	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.08927	0.61554	0.0696573	0.000780673	0.00499686	999.911	0.0654786	4.41935e-07	0.000383787	0.000331395	0.0129632	5.30694e-05	4.54987e-12	2.94965e-13	2.09683e-18	6.19051e-05	1.59823e-17	3.89728e-18	8.74237e-21	2.1333	99.9997	0.0216479	0.0795453	0	0	4.61594	0.00449917	3.06534e-06	4.12429e-06	2.28251e-05	1.24628e-07	6.28098e-10	5.83111e-07	9.19036e-09	6.12498e-07	60	1.14071e-07	2.31151e-06	4.10218e-07	1.81717e-08	1.75966e-09	1.82021e-10
74	0	0.1	0	0	0.00070141	1.3053e-07	0.000115789	2.50676e-06	4.70263e-07	1.87733e-05	8	0	0.8	2.13267	7.38413	0	0	0	0	999.972	0.0187397	0	3.16146e-05	0	0	1.51027e-05	9.46136e-14	49.9826	0.00371823	5.12098e-06	1.4739e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.08407	0.618927	0.0705284	0.000804207	0.00515114	999.907	0.0685295	4.77614e-07	0.000424077	0.000342262	0.0136146	5.578e-05	5.21488e-12	3.43558e-13	2.54378e-18	6.88225e-05	1.94556e-17	4.78353e-18	1.09057e-20	2.13267	99.9997	0.0226889	0.0833622	0	0	4.61587	0.00463887	3.39837e-06	4.67795e-06	2.57195e-05	1.42987e-07	7.08167e-10	6.50537e-07	1.03225e-08	6.83516e-07	60	1.28118e-07	2.61992e-06	4.68081e-07	2.08747e-08	1.99e-09	2.06088e-10
75	0	0.1	0	0	0.000722696	1.40923e-07	0.000127764	2.79136e-06	5.26956e-07	2.08384e-05	8	0	0.8	2.13205	7.38418	0	0	0	0	999.971	0.0196044	0	3.48951e-05	0	0	1.58572e-05	1.10361e-13	49.9817	0.00390293	5.68594e-06	1.69235e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.07894	0.622251	0.0713883	0.000828019	0.0053073	999.903	0.0716667	5.15469e-07	0.00046779	0.000353276	0.0142863	5.858e-05	5.96384e-12	3.99187e-13	3.07656e-18	7.63705e-05	2.36094e-17	5.85187e-18	1.35564e-20	2.13205	99.9996	0.0237617	0.0872955	0	0	4.61582	0.0047803	3.7608e-06	5.29456e-06	2.89232e-05	1.63668e-07	7.96842e-10	7.24347e-07	1.15697e-08	7.61332e-07	60	1.43603e-07	2.96331e-06	5.32918e-07	2.39242e-08	2.24556e-09	2.32857e-10
76	0	0.1	0	0	0.000744236	1.51943e-07	0.000140742	3.10258e-06	5.89319e-07	2.30888e-05	8	0	0.8	2.13144	7.38424	0	0	0	0	999.969	0.0204935	0	3.84518e-05	0	0	1.66355e-05	1.28422e-13	49.9808	0.00409337	6.30187e-06	1.9389e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.07388	0.625512	0.072237	0.000852105	0.00546533	999.898	0.0748906	5.55587e-07	0.000515146	0.000364435	0.0149785	6.14706e-05	6.8057e-12	4.62732e-13	3.70988e-18	8.4593e-05	2.85626e-17	7.13578e-18	1.67939e-20	2.13144	99.9996	0.0248667	0.0913465	0	0	4.61576	0.00492343	4.1546e-06	5.97998e-06	3.24629e-05	1.86914e-07	8.94872e-10	8.05009e-07	1.29412e-08	8.46456e-07	60	1.60641e-07	3.34495e-06	6.05423e-07	2.73574e-08	2.52856e-09	2.62579e-10
77	0	0.1	0	0	0.000766028	1.63615e-07	0.000154787	3.44235e-06	6.57798e-07	2.55374e-05	8	0	0.8	2.13083	7.38428	0	0	0	0	999.968	0.0214073	0	4.23026e-05	0	0	1.7438e-05	1.49089e-13	49.9799	0.00428961	6.9723e-06	2.21664e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.06888	0.628713	0.0730746	0.000876463	0.0056252	999.894	0.0782018	5.98058e-07	0.000566374	0.000375736	0.0156913	6.44529e-05	7.75015e-12	5.35165e-13	4.46063e-18	9.35363e-05	3.44525e-17	8.67418e-18	2.07351e-20	2.13083	99.9996	0.0260042	0.0955164	0	0	4.61572	0.00506823	4.58183e-06	6.74048e-06	3.63673e-05	2.12991e-07	1.00306e-09	8.93012e-07	1.44466e-08	9.39425e-07	60	1.79357e-07	3.76834e-06	6.86348e-07	3.12148e-08	2.84135e-09	2.9552e-10
78	0	0.1	0	0	0.000788066	1.75964e-07	0.000169965	3.81272e-06	7.32865e-07	2.81976e-05	8	0	0.8	2.13024	7.38432	0	0	0	0	999.967	0.022346	0	4.64659e-05	0	0	1.82649e-05	1.7269e-13	49.9789	0.00449168	7.70094e-06	2.52889e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.06395	0.631855	0.0739012	0.000901088	0.00578688	999.889	0.0816008	6.4297e-07	0.000621709	0.000387177	0.0164249	6.75284e-05	8.80772e-12	6.17559e-13	5.34826e-18	0.000103248	4.14374e-17	1.05122e-17	2.55188e-20	2.13024	99.9996	0.0271746	0.0998068	0	0	4.61568	0.00521469	5.04464e-06	7.58277e-06	4.06666e-05	2.42187e-07	1.12225e-09	9.88869e-07	1.60962e-08	1.0408e-06	60	1.9988e-07	4.23724e-06	7.76501e-07	3.55402e-08	3.18645e-09	3.31966e-10
79	0	0.1	0	0	0.000810349	1.89016e-07	0.000186345	4.21582e-06	8.15019e-07	3.10833e-05	8	0	0.8	2.12965	7.38436	0	0	0	0	999.965	0.0233096	0	5.09608e-05	0	0	1.91164e-05	1.99587e-13	49.978	0.00469966	8.49167e-06	2.87931e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.05908	0.634938	0.0747167	0.000925977	0.00595035	999.884	0.0850879	6.90413e-07	0.0006814	0.000398758	0.0171795	7.06982e-05	9.9898e-12	7.11095e-13	6.39499e-18	0.000113779	4.96985e-17	1.27021e-17	3.13071e-20	2.12965	99.9996	0.0283783	0.104219	0	0	4.61564	0.00536278	5.54525e-06	8.51401e-06	4.53934e-05	2.7481e-07	1.25336e-09	1.09312e-06	1.79005e-08	1.15118e-06	60	2.22349e-07	4.75565e-06	8.76752e-07	4.03812e-08	3.56649e-09	3.72224e-10
80	0	0.1	0	0	0.000832873	2.02798e-07	0.000203999	4.65389e-06	9.04785e-07	3.42091e-05	8	0	0.8	2.12907	7.38439	0	0	0	0	999.964	0.0242984	0	5.58073e-05	0	0	1.99929e-05	2.30177e-13	49.977	0.00491357	9.34853e-06	3.27184e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.05428	0.637964	0.0755214	0.000951125	0.00611558	999.88	0.0886637	7.40481e-07	0.000745702	0.000410476	0.0179551	7.39635e-05	1.13087e-11	8.17074e-13	7.62624e-18	0.000125182	5.94439e-17	1.53039e-17	3.82905e-20	2.12907	99.9996	0.0296156	0.108754	0	0	4.61561	0.00551247	6.08601e-06	9.54186e-06	5.05817e-05	3.11197e-07	1.39734e-09	1.20631e-06	1.98709e-08	1.27118e-06	60	2.46909e-07	5.32786e-06	9.88033e-07	4.57891e-08	3.98431e-09	4.1662e-10
81	0	0.1	0	0	0.000855635	2.17336e-07	0.000222999	5.12928e-06	1.00271e-06	3.75901e-05	8	0	0.8	2.12849	7.38442	0	0	0	0	999.963	0.0253126	0	6.10261e-05	0	0	2.08945e-05	2.64902e-13	49.9759	0.00513349	1.02758e-05	3.71076e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.04954	0.640934	0.0763153	0.00097653	0.00628255	999.875	0.0923284	7.93266e-07	0.000814879	0.000422328	0.018752	7.73255e-05	1.27778e-11	9.36923e-13	9.071e-18	0.00013751	7.09117e-17	1.83871e-17	4.66925e-20	2.12849	99.9996	0.0308869	0.113413	0	0	4.61558	0.00566376	6.66931e-06	1.06745e-05	5.6268e-05	3.51706e-07	1.55521e-09	1.32905e-06	2.20193e-08	1.40146e-06	60	2.73711e-07	5.95845e-06	1.11135e-06	5.18195e-08	4.44288e-09	4.655e-10
82	0	0.1	0	0	0.000878632	2.32656e-07	0.000243424	5.64445e-06	1.10938e-06	4.12421e-05	8	0	0.8	2.12792	7.38444	0	0	0	0	999.961	0.0263522	0	6.66388e-05	0	0	2.18215e-05	3.04244e-13	49.9749	0.00535943	1.12777e-05	4.20074e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.04486	0.64385	0.0770984	0.00100219	0.00645124	999.869	0.0960824	8.48861e-07	0.000889207	0.000434315	0.0195702	8.07854e-05	1.44113e-11	1.07221e-12	1.07622e-17	0.000150821	8.43729e-17	2.20313e-17	5.67726e-20	2.12792	99.9996	0.0321925	0.118198	0	0	4.61556	0.00581661	7.29767e-06	1.19205e-05	6.24907e-05	3.96726e-07	1.72806e-09	1.46193e-06	2.43579e-08	1.5427e-06	60	3.02917e-07	6.65228e-06	1.24776e-06	5.85321e-08	4.94535e-09	5.19236e-10
83	0	0.1	0	0	0.000901859	2.48787e-07	0.000265353	6.20195e-06	1.22541e-06	4.51816e-05	8	0	0.8	2.12736	7.38446	0	0	0	0	999.96	0.0274174	0	7.26676e-05	0	0	2.27741e-05	3.48738e-13	49.9738	0.00559146	1.23591e-05	4.74678e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.04024	0.646712	0.077871	0.0010281	0.00662162	999.864	0.0999259	9.07363e-07	0.000968967	0.000446433	0.0204099	8.43445e-05	1.62248e-11	1.22463e-12	1.27374e-17	0.000165173	1.00137e-16	2.63277e-17	6.88339e-20	2.12736	99.9996	0.0335328	0.123109	0	0	4.61554	0.00597101	7.97368e-06	1.32891e-05	6.92907e-05	4.46672e-07	1.91703e-09	1.60559e-06	2.68998e-08	1.6956e-06	60	3.34696e-07	7.41454e-06	1.39843e-06	6.59913e-08	5.49505e-09	5.7822e-10
84	0	0.1	0	0	0.000925314	2.65756e-07	0.000288868	6.80445e-06	1.35142e-06	4.94256e-05	8	0	0.8	2.12681	7.38448	0	0	0	0	999.958	0.0285083	0	7.91356e-05	0	0	2.37526e-05	3.98966e-13	49.9727	0.00582961	1.35245e-05	5.35431e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.03568	0.649522	0.078633	0.00105425	0.00679367	999.859	0.103859	9.68865e-07	0.00105445	0.000458681	0.0212712	8.8004e-05	1.82349e-11	1.39608e-12	1.50391e-17	0.000180627	1.18555e-16	3.13808e-17	8.32283e-20	2.12681	99.9995	0.034908	0.128148	0	0	4.61552	0.00612693	8.70002e-06	1.47902e-05	7.67107e-05	5.01991e-07	2.12333e-09	1.7607e-06	2.96585e-08	1.86091e-06	60	3.69224e-07	8.25073e-06	1.56457e-06	7.42662e-08	6.09549e-09	6.42871e-10
85	0	0.1	0	0	0.000948995	2.8359e-07	0.000314053	7.45474e-06	1.48809e-06	5.39918e-05	8	0	0.8	2.12627	7.3845	0	0	0	0	999.956	0.0296251	0	8.60667e-05	0	0	2.47571e-05	4.55569e-13	49.9715	0.00607393	1.4779e-05	6.02919e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.03118	0.65228	0.0793845	0.00108065	0.00696737	999.853	0.107883	1.03347e-06	0.00114597	0.000471057	0.0221541	9.17649e-05	2.04594e-11	1.58859e-12	1.77153e-17	0.000197247	1.40025e-16	3.73094e-17	1.00363e-19	2.12627	99.9995	0.0363185	0.133317	0	0	4.6155	0.00628436	9.47947e-06	1.6434e-05	8.47964e-05	5.6316e-07	2.34822e-09	1.92794e-06	3.26482e-08	2.03942e-06	60	4.06687e-07	9.16671e-06	1.74749e-06	8.34313e-08	6.75036e-09	7.13632e-10
86	0	0.1	0	0	0.000972897	3.02318e-07	0.000340997	8.15571e-06	1.63611e-06	5.88985e-05	8	0	0.8	2.12573	7.38451	0	0	0	0	999.955	0.0307678	0	9.34856e-05	0	0	2.5788e-05	5.19248e-13	49.9703	0.00632443	1.61277e-05	6.77773e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.02673	0.654988	0.0801257	0.00110728	0.00714269	999.848	0.111996	1.10126e-06	0.00124382	0.000483559	0.0230588	9.56286e-05	2.29175e-11	1.80439e-12	2.08203e-17	0.000215098	1.64998e-16	4.42493e-17	1.20708e-19	2.12573	99.9995	0.0377647	0.138616	0	0	4.61549	0.00644326	1.03149e-05	1.82316e-05	9.35953e-05	6.30691e-07	2.59306e-09	2.10802e-06	3.58837e-08	2.23192e-06	60	4.47279e-07	1.01687e-05	1.94858e-06	9.35661e-08	7.46354e-09	7.90973e-10
87	0	0.1	0	0	0.000997018	3.21968e-07	0.000369789	8.91038e-06	1.79621e-06	6.41648e-05	8	0	0.8	2.1252	7.38452	0	0	0	0	999.953	0.0319366	0	0.000101418	0	0	2.68453e-05	5.90768e-13	49.9691	0.00658117	1.7576e-05	7.60671e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.02234	0.657647	0.0808566	0.00113415	0.00731961	999.842	0.1162	1.17235e-06	0.00134833	0.000496187	0.0239852	9.95961e-05	2.56297e-11	2.04591e-12	2.44152e-17	0.000234248	1.93984e-16	5.23546e-17	1.44809e-19	2.1252	99.9995	0.0392469	0.144046	0	0	4.61548	0.00660362	1.12093e-05	2.01945e-05	0.000103158	7.05128e-07	2.85926e-09	2.30169e-06	3.93802e-08	2.43926e-06	60	4.91202e-07	1.12632e-05	2.16932e-06	1.04756e-07	8.23912e-09	8.75391e-10
88	0	0.1	0	0	0.00102135	3.42569e-07	0.000400523	9.72188e-06	1.96916e-06	6.98103e-05	8	0	0.8	2.12467	7.38454	0	0	0	0	999.951	0.0331315	0	0.000109889	0	0	2.79294e-05	6.70964e-13	49.9679	0.00684417	1.91293e-05	8.52343e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.018	0.660257	0.0815774	0.00116126	0.0074981	999.836	0.120494	1.24683e-06	0.00145983	0.000508937	0.0249336	0.000103669	2.8618e-11	2.31577e-12	2.85689e-17	0.000254767	2.27556e-16	6.18e-17	1.73289e-19	2.12467	99.9995	0.0407653	0.149609	0	0	4.61546	0.00676543	1.21656e-05	2.2335e-05	0.000113537	7.87056e-07	3.14832e-09	2.5097e-06	4.31539e-08	2.66232e-06	60	5.38669e-07	1.24572e-05	2.41128e-06	1.17092e-07	9.08137e-09	9.67412e-10
