Time	[EGF]	[EGFR]	[EGF-EGFR]	[EGF-EGFR^2]	[EGF-EGFR*^2]	[EGFRi]	[EGF-EGFR*^2-GAP-Grb2-Prot]	[EGF-EGFRi*^2]	[Proti]	[EGF-EGFRi]	[EGF-EGFRi^2]	[Prot]	[EGFideg]	[GAP]	[EGF-EGFR*^2-GAP]	[EGFi]	[EGF-EGFRi*^2-GAP]	[EGF-EGFRi*^2-GAP-Grb2]	[EGF-EGFRi*^2-GAP-Grb2-Sos]	[EGF-EGFRi*^2-GAP-Grb2-Sos-Ras-GDP]	[EGF-EGFRi*^2-GAP-Grb2-Sos-Ras-GTP]	[Grb2]	[EGF-EGFR*^2-GAP-Grb2]	[Sos]	[EGF-EGFR*^2-GAP-Grb2-Sos]	[Ras-GDP]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GDP]	[Ras-GTP]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GTP]	[Grb2-Sos]	[Shc]	[EGF-EGFR*^2-GAP-Shc]	[EGF-EGFR*^2-GAP-Shc*]	[EGF-EGFR*^2-GAP-Shc*-Grb2]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GDP]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GTP]	[Shc*-Grb2-Sos]	[Shc*-Grb2]	[Shc*]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Phosphotase1]	[Raf*]	[Raf*-P'ase]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-P'ase2]	[Phosphatase2]	[MEK-P-P'ase2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosphotase3]	[ERK-PP-P'ase3]	[ERK-P-P'ase3]	[EGF-EGFRi*^2-GAP-Shc]	[EGF-EGFRi*^2-GAP-Shc*]	[EGF-EGFRi*^2-GAP-Shc*-Grb2]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos-Ras-GDP]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos-Ras-GTP]	[Rasi-GTP]	[Rafi-Rasi-GTP]	[Rasi-GTP*]	[Rafi*]	[Rafi*-P'ase]	[MEKi-Rafi*]	[MEKi-P]	[MEKi-P-Rafi*]	[MEKi-PP]	[MEKi-PP-P'ase2i]	[MEKi-P-P'ase2i]	[ERKi-MEKi-PP]	[ERKi-P]	[ERKi-P-MEKi-PP]	[ERKi-PP]	[ERKi-PP-P'ase3i]	[ERKi-P-P'ase3i]	[EGFRideg]	[EGF-EGFRi*^2deg]	[EGF-EGFR*^2-GAP-Grb2-Sos-Prot]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GDP-Prot]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GTP-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GDP-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GTP-Prot]	[t_Raf*]	[t_Ras_GTP]	[t_MEK_PP]	[t_ERK_PP]	[t_SHC_P_t]	[t_EGF_EGFR*]
43	4962	0.429782	38.3303	0.0313718	0.137042	0.692976	1.26396	1799.29	0.000135915	385.32	126.502	80992.8	1.14105e+06	11971.2	39071.5	25.0986	0.0940626	4.40634	13.9768	0.000954795	0.427816	6965.48	0.445175	25855.3	1.65765	5.51895	0.000113315	0.168619	0.375497	37924.6	54553.9	0.00435447	0.0291509	0.00244233	0.0280904	1.90782e-06	0.00622583	2497.72	3583.7	40364.5	40000	7.24807e-05	65353.1	40000	0.000177504	0.00128994	2.18431e+07	0.000860149	122.685	1.87599e-08	7016.96	127.812	39738.8	128.957	359070	155.001	6.34265e+06	149359	4.15652e+06	9106.69	8.48281e+06	1.50775e+06	0.00251186	0.018174	0.00153986	0.0194509	1.34002e-06	0.0015943	1.41462	0.000597788	6637.92	0.00148925	0.0108231	0.00721664	4.1733	5.35447e-09	1.37313	0.0250139	4.41443	0.0303319	1355.71	0.00624903	0.17548	0.363715	330.341	7.09656	22839.1	4.72918	0.000322832	1.07203	0.00659023	0.0758094	5.14166e-06	0.016812	0.0218566	1.58391	7018.33	4.15652e+06	46446.1	1954.76
44	4962	0.422353	37.6382	0.030169	0.131001	0.666811	1.10666	1668.85	0.000118651	371.797	117.339	80993.7	1.17904e+06	11974.9	36032.7	25.1681	0.0856467	3.82031	12.1157	0.000828698	0.3711	6965.94	0.39195	25855.3	1.45276	5.52619	9.94289e-05	0.144976	0.328863	37927.2	54551.9	0.00401515	0.0268724	0.00225154	0.0258922	1.76077e-06	0.00573565	2497.97	3584.06	40365.8	40000	6.23176e-05	65352.4	40000	0.000152602	0.00110887	2.18444e+07	0.000739525	119.499	1.57093e-08	6839.65	124.604	39746	125.621	384843	161.929	6.45564e+06	148179	4.01935e+06	9342.65	8.41537e+06	1.575e+06	0.00228729	0.0165536	0.00140272	0.0177243	1.22266e-06	0.00145745	1.2118	0.000512079	6639.08	0.00127566	0.00927032	0.00618201	3.57213	3.92582e-09	1.13785	0.0207316	3.77864	0.0269388	1173.68	0.00448305	0.122692	0.260938	293.615	7.15565	22989.7	4.12282	0.000281779	0.933987	0.00603983	0.0694679	4.71754e-06	0.0153974	0.018729	1.35735	6840.79	4.01935e+06	46448.1	1811.4
45	4962	0.415342	36.9856	0.0290638	0.125532	0.641887	0.973769	1547.83	0.000104078	358.762	108.838	80994.5	1.21713e+06	11978.1	33400.6	25.2286	0.0781349	3.32598	10.5461	0.000722254	0.323257	6966.33	0.346884	25855.4	1.27951	5.53349	8.76779e-05	0.125293	0.28944	37929.4	54550.1	0.00372127	0.0248989	0.00208627	0.023988	1.63338e-06	0.00531116	2498.2	3584.37	40367.1	40000	5.38564e-05	65351.8	40000	0.000131872	0.000958142	2.18458e+07	0.000639102	116.596	1.32454e-08	6677.63	121.673	39752.5	122.58	410787	168.751	6.56037e+06	147016	3.89022e+06	9576.6	8.34895e+06	1.64121e+06	0.00208701	0.0151113	0.00128066	0.0161903	1.11835e-06	0.00133828	1.04147	0.000440098	6640.09	0.00109629	0.00796628	0.00531305	3.06748	2.89716e-09	0.942957	0.0171834	3.24483	0.0238296	1012.57	0.00320519	0.0855639	0.18656	259.82	7.21253	23129.5	3.61116	0.000247109	0.817528	0.00556492	0.063996	4.35152e-06	0.0141772	0.0161047	1.16725	6678.58	3.89022e+06	46449.9	1678.71
46	4962	0.408718	36.3695	0.0280454	0.120563	0.618137	0.861276	1435.59	9.17528e-05	346.201	100.952	80995.2	1.2553e+06	11980.8	31112.4	25.2807	0.0714127	2.90826	9.21982	0.00063224	0.282828	6966.66	0.308643	25855.4	1.13271	5.54086	7.77134e-05	0.108851	0.256045	37931.3	54548.4	0.00346579	0.0231834	0.00194259	0.0223325	1.52263e-06	0.00494222	2498.39	3584.65	40368.3	40000	4.67886e-05	65351.2	40000	0.000114556	0.000832247	2.18471e+07	0.000555215	113.937	1.12437e-08	6528.83	118.979	39758.4	119.793	436880	175.471	6.65758e+06	145869	3.76843e+06	9808.65	8.28353e+06	1.70643e+06	0.00190793	0.0138239	0.00117172	0.0148235	1.02538e-06	0.00123415	0.898242	0.000379573	6640.97	0.000945464	0.00686983	0.00458236	2.64335	2.15309e-09	0.781519	0.0142437	2.79611	0.0210044	870.933	0.00228488	0.0595439	0.132991	229.023	7.26729	23259.1	3.17861	0.000217776	0.7191	0.00515371	0.0592581	4.03458e-06	0.0131209	0.0138997	1.00752	6529.61	3.76843e+06	46451.5	1555.9
47	4962	0.402452	35.787	0.0271047	0.116032	0.595494	0.765849	1331.51	8.13079e-05	334.101	93.6403	80995.7	1.29354e+06	11983	29115.7	25.3248	0.0653821	2.55459	8.0971	0.000555973	0.248601	6966.93	0.276117	25855.4	1.00805	5.54827	6.92453e-05	0.0950728	0.227695	37932.9	54546.9	0.00324286	0.0216865	0.00181719	0.0208877	1.42598e-06	0.00462036	2498.57	3584.89	40369.5	40000	4.08658e-05	65350.7	40000	0.000100046	0.00072676	2.18483e+07	0.000484918	111.488	9.60848e-09	6391.52	116.493	39763.8	117.228	463108	182.093	6.74792e+06	144739	3.65335e+06	10038.9	8.21906e+06	1.7707e+06	0.0017474	0.0126718	0.00107423	0.0136025	9.42266e-07	0.00114285	0.777649	0.000328613	6641.73	0.000818475	0.00594668	0.00396712	2.28642	1.61221e-09	0.647795	0.0118081	2.41842	0.0184556	747.15	0.00162474	0.0413634	0.0945642	201.186	7.32003	23379.3	2.81221	0.000192909	0.635746	0.00479637	0.0551409	3.75916e-06	0.0122034	0.012044	0.873091	6392.17	3.65335e+06	46453.1	1442.24
48	4962	0.396517	35.2358	0.0262338	0.111888	0.573898	0.68471	1235.04	7.24365e-05	322.447	86.8618	80996.2	1.33185e+06	11985	27366.5	25.3612	0.0599591	2.25453	7.14471	0.000491222	0.219564	6967.16	0.248383	25855.5	0.901934	5.55571	6.20323e-05	0.0834917	0.203571	37934.2	54545.4	0.00304757	0.0203751	0.00170733	0.0196219	1.34133e-06	0.00433848	2498.72	3585.11	40370.6	40000	3.58875e-05	65350.3	40000	8.78506e-05	0.000638105	2.18496e+07	0.000425832	109.224	8.26585e-09	6264.28	114.188	39768.8	114.855	489456	188.622	6.83196e+06	143625	3.5444e+06	10267.5	8.15549e+06	1.83406e+06	0.00160315	0.0116381	0.000986773	0.0125087	8.67774e-07	0.00106251	0.675962	0.000285641	6642.41	0.000711399	0.00516831	0.00344832	1.98558	1.21691e-09	0.537026	0.00979021	2.10006	0.0161703	639.495	0.00115285	0.0286921	0.0670953	176.197	7.37085	23490.8	2.50116	0.000171784	0.565005	0.00448468	0.0515497	3.51895e-06	0.0114033	0.0104798	0.759775	6264.82	3.5444e+06	46454.6	1337.06
49	4962	0.390891	34.7134	0.0254255	0.108084	0.553291	0.615549	1145.62	6.48835e-05	311.226	80.5792	80996.6	1.3702e+06	11986.6	25827.9	25.3903	0.0550712	1.99938	6.33502	0.000436126	0.194876	6967.35	0.224672	25855.5	0.811381	5.56317	5.58728e-05	0.0737286	0.182991	37935.3	54544.1	0.0028758	0.0192218	0.0016107	0.0185086	1.26689e-06	0.00409064	2498.86	3585.3	40371.6	40000	3.16908e-05	65349.9	40000	7.75703e-05	0.000563374	2.18508e+07	0.000376021	107.122	7.15806e-09	6145.91	112.043	39773.5	112.652	515913	195.061	6.91024e+06	142525	3.44108e+06	10494.5	8.0928e+06	1.89655e+06	0.00147321	0.0107083	0.000908116	0.0115264	8.0083e-07	0.000991558	0.590078	0.000249348	6643	0.000620966	0.00451094	0.00301013	1.73163	9.26356e-10	0.445267	0.00811835	1.83129	0.0141321	546.259	0.000816508	0.0198787	0.0475173	153.897	7.41984	23594.2	2.23648	0.000153795	0.504828	0.00421175	0.048405	3.30863e-06	0.010703	0.00915902	0.664088	6146.35	3.44108e+06	46455.9	1239.72
50	4962	0.385553	34.218	0.0246738	0.104584	0.533621	0.556442	1062.77	5.84367e-05	300.425	74.7572	80996.9	1.40859e+06	11988	24469.2	25.4126	0.0506562	1.78191	5.645	0.000389135	0.173836	6967.51	0.204342	25855.5	0.733898	5.57063	5.05991e-05	0.065474	0.165388	37936.2	54542.8	0.00272412	0.0182033	0.00152537	0.0175254	1.20116e-06	0.00387184	2498.98	3585.47	40372.6	40000	2.81425e-05	65349.5	40000	6.88788e-05	0.000500198	2.1852e+07	0.000333908	105.162	6.23974e-09	6035.38	110.04	39777.8	110.598	542471	201.413	6.98321e+06	141440	3.34294e+06	10720.1	8.03095e+06	1.9582e+06	0.00135592	0.00987013	0.00083721	0.010642	7.40518e-07	0.000928682	0.517414	0.000218642	6643.53	0.000544455	0.0039548	0.00263939	1.51687	7.11483e-10	0.36925	0.00673308	1.604	0.0123227	465.798	0.000577378	0.0137591	0.0335985	134.097	7.46708	23690.2	2.01069	0.000138439	0.453512	0.00397181	0.0456405	3.12378e-06	0.0100875	0.00804163	0.583135	6035.75	3.34294e+06	46457.2	1149.64
51	4962	0.380482	33.7477	0.0239734	0.101353	0.514837	0.505783	986.001	5.29188e-05	290.028	69.3629	80997.2	1.44702e+06	11989.2	23264.4	25.4283	0.04666	1.59608	5.05547	0.000348955	0.15586	6967.64	0.186858	25855.6	0.667406	5.57809	4.6071e-05	0.0584745	0.150288	37937	54541.6	0.00258962	0.0173002	0.00144969	0.0166536	1.14291e-06	0.0036779	2499.09	3585.62	40373.5	40000	2.51337e-05	65349.2	40000	6.15092e-05	0.000446632	2.18532e+07	0.000298197	103.33	5.47499e-09	5931.84	108.163	39781.7	108.677	569122	207.683	7.05127e+06	140368	3.24958e+06	10944.2	7.9699e+06	2.01904e+06	0.0012498	0.00911275	0.000773148	0.00984388	6.86051e-07	0.000872762	0.455817	0.000192612	6644	0.000479599	0.00348339	0.00232511	1.33492	5.5155e-10	0.306267	0.00558519	1.41142	0.010723	396.577	0.000407728	0.00951591	0.0237244	116.594	7.51264	23779.2	1.81756	0.000125296	0.409633	0.00376002	0.0432004	2.96067e-06	0.00954449	0.00709444	0.514509	5932.14	3.24958e+06	46458.4	1066.28
52	4962	0.375661	33.3008	0.0233195	0.0983626	0.496893	0.462235	914.887	4.81824e-05	280.024	64.3653	80997.5	1.48546e+06	11990.2	22191.6	25.4377	0.0430358	1.43685	4.55043	0.000314508	0.140459	6967.76	0.171774	25855.6	0.610172	5.58553	4.21714e-05	0.0525216	0.137295	37937.7	54540.5	0.00246986	0.0164962	0.00138231	0.0158773	1.09106e-06	0.00350528	2499.18	3585.76	40374.4	40000	2.25748e-05	65348.9	40000	5.52419e-05	0.00040108	2.18543e+07	0.000267827	101.61	4.83528e-09	5834.54	106.398	39785.5	106.875	595860	213.874	7.11481e+06	139310	3.16063e+06	11167.1	7.90962e+06	2.07912e+06	0.00115362	0.00842696	0.000715145	0.00912204	6.36749e-07	0.000822854	0.403493	0.000170501	6644.42	0.000424509	0.00308299	0.00205814	1.18045	4.31701e-10	0.254078	0.00463388	1.24791	0.00931365	337.185	0.000287593	0.0065772	0.0167326	101.18	7.55661	23861.8	1.6519	0.000114016	0.372008	0.00357231	0.0410379	2.81616e-06	0.00906339	0.00628979	0.456208	5834.79	3.16063e+06	46459.5	989.136
53	4962	0.371074	32.8756	0.0227079	0.0955881	0.479745	0.424681	849.013	4.41042e-05	270.397	59.7358	80997.7	1.52391e+06	11991.1	21232.4	25.4412	0.0397431	1.30002	4.11654	0.000284892	0.127228	6967.85	0.158717	25855.6	0.56075	5.59293	3.88025e-05	0.0474434	0.12608	37938.2	54539.5	0.00236278	0.0157773	0.00132207	0.0151834	1.04472e-06	0.00335102	2499.27	3585.88	40375.3	40000	2.0392e-05	65348.6	40000	4.98958e-05	0.000362227	2.18555e+07	0.00024192	99.9916	4.29776e-09	5742.85	104.736	39789	105.178	622679	219.988	7.17416e+06	138265	3.07578e+06	11388.8	7.85007e+06	2.13845e+06	0.00106627	0.00780475	0.000662523	0.00846778	5.92025e-07	0.000778157	0.358948	0.000151677	6644.8	0.000377611	0.00274213	0.00183086	1.04902	3.41251e-10	0.210826	0.0038454	1.1088	0.00807604	286.344	0.000202654	0.00454383	0.0117897	87.6526	7.59906	23938.4	1.50936	0.000104305	0.339649	0.00340526	0.0391134	2.68762e-06	0.00863542	0.00560465	0.406564	5743.06	3.07578e+06	46460.5	917.747
54	4962	0.366706	32.471	0.022135	0.0930078	0.463351	0.392188	787.997	4.05815e-05	261.136	55.4474	80997.9	1.56236e+06	11991.9	20371.3	25.4391	0.0367464	1.1821	3.74266	0.000259355	0.115826	6967.93	0.147374	25855.7	0.517929	5.60031	3.58826e-05	0.0430981	0.116368	37938.7	54538.4	0.00226667	0.0151321	0.001268	0.0145604	1.00316e-06	0.00321259	2499.36	3585.99	40376.1	40000	1.85241e-05	65348.3	40000	4.53214e-05	0.000328984	2.18566e+07	0.000219752	98.4643	3.84411e-09	5656.22	103.164	39792.3	103.577	649577	226.029	7.2296e+06	137231	2.99473e+06	11609.4	7.79124e+06	2.19707e+06	0.000986797	0.00723914	0.000614691	0.00787358	5.51372e-07	0.00073799	0.320935	0.000135614	6645.15	0.000337592	0.00245129	0.0016369	0.936928	2.72485e-10	0.174976	0.00319176	0.99016	0.00699227	242.911	0.000142682	0.00313795	0.00829993	75.8153	7.64005	24009.5	1.38633	9.59201e-05	0.31173	0.00325599	0.0373938	2.57281e-06	0.00825314	0.00501985	0.364188	5656.4	2.99473e+06	46461.5	851.677
55	4962	0.362544	32.0855	0.0215974	0.0906026	0.447674	0.363975	731.483	3.75282e-05	252.226	51.4753	80998	1.6008e+06	11992.5	19595.2	25.4316	0.0340146	1.08014	3.41948	0.000237267	0.10597	6968	0.137486	25855.7	0.480699	5.60763	3.33432e-05	0.0393678	0.107927	37939.1	54537.5	0.00218004	0.0145506	0.00121926	0.0139991	9.65721e-07	0.0030879	2499.43	3586.1	40376.9	40000	1.69207e-05	65348.1	40000	4.13948e-05	0.00030045	2.18577e+07	0.000200723	97.0194	3.45953e-09	5574.17	101.675	39795.4	102.063	676550	232	7.28142e+06	136210	2.91721e+06	11829	7.7331e+06	2.25501e+06	0.000914378	0.00672409	0.000571137	0.00733289	5.14346e-07	0.000701776	0.288414	0.000121871	6645.46	0.000303356	0.00220249	0.00147097	0.841091	2.19804e-10	0.145255	0.00264982	0.888727	0.00604561	205.873	0.000100386	0.0021665	0.00583899	65.4844	7.67964	24075.5	1.27979	8.86556e-05	0.287562	0.00312206	0.035851	2.46986e-06	0.0079103	0.00451939	0.327921	5574.32	2.91721e+06	46462.5	790.528
56	4962	0.358574	31.7179	0.0210922	0.0883561	0.432677	0.339391	679.14	3.48725e-05	243.656	47.7961	80998.2	1.63923e+06	11993.1	18892.9	25.419	0.0315205	0.991701	3.1392	0.000218099	0.0974218	6968.05	0.128833	25855.7	0.448212	5.61491	3.11267e-05	0.036155	0.100565	37939.5	54536.6	0.00210166	0.0140245	0.00117517	0.0134912	9.31871e-07	0.00297512	2499.5	3586.19	40377.6	40000	1.55397e-05	65347.9	40000	3.80131e-05	0.000275878	2.18588e+07	0.000184334	95.6491	3.13202e-09	5496.28	100.262	39798.3	100.626	703595	237.902	7.32986e+06	135200	2.84298e+06	12047.6	7.67561e+06	2.31228e+06	0.00084828	0.00625428	0.00053141	0.00684	4.80563e-07	0.00066902	0.260516	0.000110082	6645.75	0.000273988	0.00198907	0.00132863	0.758932	1.79132e-10	0.120611	0.00220041	0.801775	0.00522057	174.338	7.05866e-05	0.00149554	0.00410528	56.4893	7.7179	24136.8	1.1872	8.23405e-05	0.266569	0.00300142	0.0344614	2.37718e-06	0.0076016	0.00408992	0.296796	5496.4	2.84298e+06	46463.4	733.93
57	4962	0.354786	31.3672	0.0206169	0.0862537	0.418326	0.31789	630.66	3.25543e-05	235.412	44.3883	80998.3	1.67764e+06	11993.6	18255.1	25.4016	0.0292404	0.914726	2.89532	0.000201412	0.0899828	6968.1	0.121232	25855.7	0.419759	5.62212	2.91852e-05	0.0333785	0.0941209	37939.8	54535.7	0.00203047	0.0135467	0.00113512	0.01303	9.01151e-07	0.00287274	2499.56	3586.28	40378.3	40000	1.43462e-05	65347.6	40000	3.50907e-05	0.000254644	2.18598e+07	0.000170171	94.3467	2.85186e-09	5422.17	98.9171	39801.1	99.2602	730710	243.739	7.37513e+06	134201	2.77183e+06	12265.4	7.61876e+06	2.36893e+06	0.000787865	0.00582506	0.000495118	0.00638995	4.49686e-07	0.000639302	0.236515	9.99396e-05	6646.02	0.000248725	0.0018055	0.00120618	0.6883	1.4748e-10	0.100172	0.00182766	0.727027	0.00450298	147.525	4.96085e-05	0.00103229	0.00288491	48.6736	7.75489	24193.7	1.10644	7.68315e-05	0.248269	0.00289232	0.0332048	2.29342e-06	0.00732255	0.00372031	0.270008	5422.27	2.77183e+06	46464.3	681.541
58	4962	0.351169	31.0324	0.020169	0.0842824	0.404588	0.299012	585.759	3.0523e-05	227.484	41.2318	80998.4	1.71602e+06	11994	17673.6	25.3795	0.027153	0.847498	2.68235	0.000186833	0.0834864	6968.14	0.114529	25855.8	0.394745	5.62927	2.74782e-05	0.0309705	0.0884581	37940	54534.9	0.00196558	0.0131112	0.00109862	0.0126096	8.7317e-07	0.00277946	2499.62	3586.36	40379	40000	1.33111e-05	65347.4	40000	3.25564e-05	0.000236231	2.18609e+07	0.000157888	93.1062	2.61109e-09	5351.53	97.6349	39803.7	97.9594	757893	249.513	7.41744e+06	133212	2.70356e+06	12482.3	7.56252e+06	2.42495e+06	0.000732568	0.00543237	0.000461914	0.00597834	4.2142e-07	0.000612258	0.215806	9.11885e-05	6646.27	0.000226927	0.00164711	0.00110053	0.627397	1.22648e-10	0.0832176	0.00151842	0.662581	0.00388	124.754	3.48509e-05	0.000712513	0.0020265	41.8954	7.79065	24246.6	1.03575	7.20081e-05	0.232256	0.00279329	0.0320641	2.21745e-06	0.00706935	0.00340125	0.246881	5351.62	2.70356e+06	46465.1	633.043
59	4962	0.347712	30.7126	0.0197464	0.082431	0.391434	0.282374	544.17	2.87364e-05	219.859	38.308	80998.5	1.75436e+06	11994.4	17141.6	25.3531	0.0252398	0.788572	2.49573	0.000174052	0.0777928	6968.17	0.108595	25855.8	0.372669	5.63636	2.59717e-05	0.0288745	0.083463	37940.3	54534.1	0.00190621	0.0127128	0.00106524	0.0122251	8.47595e-07	0.00269417	2499.68	3586.44	40379.7	40000	1.24102e-05	65347.3	40000	3.03506e-05	0.000220207	2.18619e+07	0.000147198	91.9224	2.40323e-09	5284.07	96.4102	39806.3	96.7181	785142	255.226	7.45698e+06	132234	2.63798e+06	12698.5	7.50688e+06	2.48039e+06	0.000681892	0.00507259	0.000431494	0.00560135	3.95505e-07	0.000587579	0.197881	8.36139e-05	6646.5	0.00020806	0.00151004	0.00100908	0.57472	1.03009e-10	0.0691501	0.00126182	0.606844	0.00334003	105.438	2.44755e-05	0.000491816	0.00142305	36.0267	7.82525	24295.7	0.973633	6.77695e-05	0.218193	0.00270306	0.031025	2.14827e-06	0.00683875	0.00312494	0.226852	5284.14	2.63798e+06	46465.9	588.144
60	4962	0.344408	30.4068	0.0193472	0.0806894	0.378835	0.267652	505.647	2.71588e-05	212.525	35.5996	80998.6	1.79265e+06	11994.8	16653.3	25.3225	0.0234843	0.736736	2.3316	0.000162808	0.0727846	6968.19	0.103321	25855.8	0.35311	5.64338	2.46371e-05	0.0270434	0.0790399	37940.4	54533.3	0.00185173	0.0123473	0.00103459	0.0118723	8.24142e-07	0.00261593	2499.73	3586.51	40380.4	40000	1.16231e-05	65347.1	40000	2.84237e-05	0.000206209	2.1863e+07	0.000137859	90.7906	2.22294e-09	5219.53	95.2384	39808.7	95.5313	812458	260.879	7.49391e+06	131266	2.57493e+06	12914	7.45181e+06	2.53525e+06	0.000635396	0.00474255	0.000403589	0.00525558	3.71713e-07	0.000564996	0.182315	7.70362e-05	6646.71	0.000191678	0.00139102	0.00092967	0.529011	8.73503e-11	0.0574754	0.00104885	0.558484	0.00287271	89.0662	1.71846e-05	0.00033951	0.000999042	30.9534	7.85872	24341.3	0.918842	6.40306e-05	0.205795	0.00262056	0.0300749	2.08508e-06	0.00662799	0.00288486	0.209447	5219.59	2.57493e+06	46466.7	546.572
61	4962	0.341247	30.1143	0.0189698	0.0790487	0.366765	0.254574	469.963	2.57605e-05	205.473	33.0906	80998.6	1.8309e+06	11995.1	16203.6	25.2879	0.0218716	0.690971	2.18673	0.000152879	0.068363	6968.22	0.0986148	25855.8	0.335715	5.65033	2.34503e-05	0.0254377	0.075108	37940.6	54532.6	0.00180155	0.0120107	0.00100638	0.0115475	8.02566e-07	0.00254392	2499.78	3586.57	40381	40000	1.09329e-05	65346.9	40000	2.67341e-05	0.000193936	2.1864e+07	0.00012967	89.7068	2.06583e-09	5157.69	94.1154	39811	94.3946	839838	266.476	7.52839e+06	130308	2.51425e+06	13128.9	7.39729e+06	2.58955e+06	0.000592687	0.00443942	0.000377959	0.00493802	3.49841e-07	0.000544279	0.168753	7.13049e-05	6646.91	0.000177405	0.00128732	0.000860481	0.489214	7.47633e-11	0.0477842	0.000872047	0.516385	0.00246881	75.203	1.20632e-05	0.000234402	0.000701236	26.5735	7.89113	24383.7	0.870324	6.072e-05	0.194822	0.00254488	0.0292034	2.02714e-06	0.00643472	0.00267555	0.194272	5157.74	2.51425e+06	46467.4	508.078
62	4962	0.338221	29.8344	0.0186125	0.0775007	0.355197	0.24291	436.906	2.45162e-05	198.691	30.7662	80998.7	1.86909e+06	11995.3	15788.3	25.2496	0.0203888	0.650417	2.05837	0.00014408	0.064445	6968.23	0.0943993	25855.9	0.320185	5.6572	2.23908e-05	0.0240241	0.0715993	37940.7	54531.9	0.00175521	0.0116999	0.000980331	0.0112475	7.82657e-07	0.00247744	2499.82	3586.64	40381.6	40000	1.03253e-05	65346.7	40000	2.52467e-05	0.000183133	2.1865e+07	0.000122462	88.6672	1.92828e-09	5098.34	93.0375	39813.2	93.3043	867282	272.017	7.56055e+06	129358	2.45582e+06	13343.2	7.34331e+06	2.64333e+06	0.000553418	0.0041607	0.000354392	0.00464603	3.29709e-07	0.000525226	0.156894	6.62939e-05	6647.1	0.000164926	0.00119667	0.00079999	0.454445	6.45643e-11	0.0397375	0.000725237	0.479609	0.00212017	63.4723	8.46699e-06	0.000161863	0.000492137	22.797	7.9225	24423.1	0.827195	5.77774e-05	0.185073	0.00247522	0.0284014	1.97387e-06	0.00625691	0.00249243	0.180995	5098.38	2.45582e+06	46468.1	472.428
63	4962	0.335324	29.5664	0.018274	0.0760384	0.344109	0.232468	406.28	2.34046e-05	192.169	28.6126	80998.8	1.90722e+06	11995.6	15403.6	25.2077	0.019024	0.61435	1.94424	0.000136254	0.0609602	6968.25	0.0906089	25855.9	0.306265	5.664	2.14416e-05	0.0227749	0.0684562	37940.9	54531.2	0.00171229	0.011412	0.000956204	0.0109698	7.64235e-07	0.0024159	2499.87	3586.7	40382.2	40000	9.7884e-06	65346.6	40000	2.39325e-05	0.000173588	2.1866e+07	0.000116092	87.6685	1.80731e-09	5041.29	92.0014	39815.3	92.257	894791	277.505	7.59053e+06	128418	2.39949e+06	13557.1	7.28985e+06	2.69658e+06	0.000517275	0.00390415	0.0003327	0.00437723	3.11159e-07	0.000507663	0.146489	6.18972e-05	6647.28	0.000153977	0.00111715	0.000746916	0.423962	5.62346e-11	0.0330546	0.000603302	0.447371	0.00181954	53.5527	5.94234e-06	0.000111796	0.000345359	19.5444	7.9529	24459.7	0.788707	5.51519e-05	0.176377	0.00241092	0.0276611	1.92473e-06	0.00609283	0.00233165	0.169336	5041.33	2.39949e+06	46468.8	439.41
