Time	[TNFR_E]	[TNF_E]	[TNF:TNFR_E]	[TNFR]	[RIP]	[TRADD]	[TRAF2]	[FADD]	[TNF:TNFR:TRADD]	[TNFRC1]	[TNFRCint1]	[TNFRCint2]	[TNFRCint3]	[TNFRC2]	[FLIP]	[TNFRC2:FLIP]	[TNFRC2:pCasp8]	[TNFRC2:FLIP:FLIP]	[TNFRC2:pCasp8:pCasp8]	[TNFRC2:FLIP:pCasp8]	[TNFRC2:FLIP:pCasp8:RIP:TRAF2]	[IKK]	[IKKa]	[A20]	[NFkB]	[IkBa]	[IkBa:NFkB]	[PIkBa]	[NFkB_N]	[IkBa_N]	[IkBa:NFkB_N]	[A20_mRNA]	[IkBa_mRNA]	[XIAP_mRNA]	[FLIP_mRNA]	[BAR]	[XIAP]	[pCasp8]	[pCasp3]	[pCasp6]	[Casp8]	[Casp3]	[Casp6]	[BAR:Casp8]	[XIAP:Casp3]	[PARP]	[cPARP]
39	3.36749e-06	0.000199647	3.44113e-07	8.75e-05	0.0632998	0.0916964	0.1033	0.0967	2.53628e-06	2.3403e-07	2.73657e-09	2.51378e-11	1.13577e-13	5.43173e-14	0.0100147	4.63572e-16	1.89276e-14	2.42977e-17	2.97865e-15	1.36432e-15	4.32295e-18	0.199923	7.68192e-05	0.0326356	3.70383e-05	0.000317235	0.00471867	1.00233e-06	0.000655034	0.00131051	8.52481e-05	5.27138e-05	5.03331e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	4.99853e-15	1.1573e-16	1.92788e-20	3.25046e-15	1.56245e-16	0.520834	1.00445e-17
40	3.35892e-06	0.000199638	3.52238e-07	8.75e-05	0.0632997	0.0916962	0.1033	0.0967	2.64219e-06	2.50514e-07	3.00823e-09	2.83659e-11	1.30099e-13	6.35708e-14	0.0100147	5.44615e-16	2.25348e-14	2.93354e-17	3.57585e-15	1.62603e-15	5.29822e-18	0.199917	8.33336e-05	0.0326356	3.71498e-05	0.000317234	0.00471855	1.11601e-06	0.000655073	0.00131051	8.52486e-05	5.27138e-05	5.03331e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	6.09158e-15	1.04615e-16	2.91446e-20	4.07571e-15	2.36447e-16	0.520834	1.51839e-17
41	3.35039e-06	0.00019963	3.60329e-07	8.75e-05	0.0632997	0.091696	0.1033	0.0967	2.74918e-06	2.67662e-07	3.29865e-09	3.1909e-11	1.48483e-13	7.40915e-14	0.0100147	6.37054e-16	2.67023e-14	3.52404e-17	4.2709e-15	1.92855e-15	6.45763e-18	0.19991	9.01869e-05	0.0326356	3.72702e-05	0.000317232	0.00471841	1.23883e-06	0.000655116	0.00131051	8.52492e-05	5.27138e-05	5.03331e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	7.38193e-15	5.49274e-17	4.55666e-20	5.07833e-15	3.7008e-16	0.520834	2.37382e-17
42	3.34187e-06	0.000199621	3.68387e-07	8.75e-05	0.0632997	0.0916958	0.1033	0.0967	2.85722e-06	2.85482e-07	3.60858e-09	3.57886e-11	1.68878e-13	8.60123e-14	0.0100147	7.42113e-16	3.14981e-14	4.2133e-17	5.07636e-15	2.27681e-15	7.82944e-18	0.199903	9.7385e-05	0.0326356	3.73998e-05	0.000317231	0.00471827	1.37123e-06	0.000655164	0.0013105	8.52498e-05	5.27138e-05	5.03331e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	8.89788e-15	3.97472e-17	5.99165e-20	6.28981e-15	4.86705e-16	0.520834	3.12136e-17
43	3.33338e-06	0.000199613	3.76412e-07	8.75e-05	0.0632997	0.0916956	0.1033	0.0967	2.96624e-06	3.03977e-07	3.93875e-09	4.00268e-11	1.91442e-13	9.94757e-14	0.0100147	8.61115e-16	3.69962e-14	5.01461e-17	6.00598e-15	2.6762e-15	9.44536e-18	0.199895	0.000104933	0.0326356	3.75392e-05	0.000317229	0.00471811	1.51362e-06	0.000655217	0.0013105	8.52506e-05	5.27138e-05	5.03331e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	1.06708e-14	2.68601e-17	7.65132e-20	7.74609e-15	6.2155e-16	0.520834	3.98596e-17
44	3.32491e-06	0.000199604	3.84403e-07	8.75e-05	0.0632997	0.0916954	0.1033	0.0967	3.0762e-06	3.23154e-07	4.28992e-09	4.46465e-11	2.16338e-13	1.14634e-13	0.0100147	9.95475e-16	4.32766e-14	5.94263e-17	7.07474e-15	3.13255e-15	1.13407e-17	0.199887	0.000112837	0.0326356	3.76888e-05	0.000317227	0.00471794	1.66646e-06	0.000655275	0.0013105	8.52514e-05	5.27139e-05	5.03332e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	1.27353e-14	2.6874e-17	9.44794e-20	9.48799e-15	7.67433e-16	0.520834	4.92193e-17
45	3.31647e-06	0.000199596	3.92362e-07	8.75e-05	0.0632996	0.0916952	0.1033	0.0967	3.18706e-06	3.43017e-07	4.66283e-09	4.96716e-11	2.43739e-13	1.31652e-13	0.0100147	1.14671e-15	5.04262e-14	7.01348e-17	8.29891e-15	3.65217e-15	1.35546e-17	0.199879	0.000121102	0.0326356	3.78489e-05	0.000317225	0.00471776	1.83018e-06	0.000655339	0.0013105	8.52524e-05	5.27139e-05	5.03332e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	1.51293e-14	3.90747e-17	1.1438e-19	1.15617e-14	9.28936e-16	0.520834	5.95871e-17
46	3.30804e-06	0.000199587	4.00288e-07	8.75e-05	0.0632996	0.091695	0.1033	0.0967	3.29878e-06	3.6357e-07	5.05823e-09	5.51267e-11	2.73825e-13	1.50702e-13	0.0100147	1.31644e-15	5.85386e-14	8.24485e-17	9.69618e-15	4.24186e-15	1.61307e-17	0.19987	0.000129731	0.0326356	3.802e-05	0.000317223	0.00471757	2.00521e-06	0.000655409	0.0013105	8.52535e-05	5.27139e-05	5.03332e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	1.78945e-14	4.93872e-17	1.38479e-19	1.40192e-14	1.12451e-15	0.520834	7.21423e-17
47	3.29964e-06	0.000199579	4.08181e-07	8.75e-05	0.0632996	0.0916948	0.1033	0.0967	3.41131e-06	3.84818e-07	5.4769e-09	6.10373e-11	3.06782e-13	1.7197e-13	0.0100147	1.50639e-15	6.77148e-14	9.65613e-17	1.12857e-14	4.90895e-15	1.91172e-17	0.199861	0.000138731	0.0326356	3.82024e-05	0.000317221	0.00471736	2.19201e-06	0.000655485	0.0013105	8.52547e-05	5.27139e-05	5.03332e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	2.10766e-14	6.34788e-17	1.66692e-19	1.69194e-14	1.35342e-15	0.520834	8.68404e-17
48	3.29127e-06	0.00019957	4.16041e-07	8.75e-05	0.0632996	0.0916946	0.1033	0.0967	3.52461e-06	4.06764e-07	5.91959e-09	6.74296e-11	3.42806e-13	1.95654e-13	0.0100147	1.71842e-15	7.80635e-14	1.12685e-16	1.3088e-14	5.66133e-15	2.25673e-17	0.199852	0.000148105	0.0326356	3.83968e-05	0.000317218	0.00471714	2.39101e-06	0.000655569	0.0013105	8.5256e-05	5.2714e-05	5.03332e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	2.47253e-14	7.85903e-17	2.00035e-19	2.03279e-14	1.62393e-15	0.520834	1.04212e-16
49	3.28291e-06	0.000199562	4.23869e-07	8.75e-05	0.0632996	0.0916944	0.1033	0.0967	3.63864e-06	4.29412e-07	6.38707e-09	7.43309e-11	3.82099e-13	2.21964e-13	0.0100147	1.95447e-15	8.9701e-14	1.31049e-16	1.51254e-14	6.50745e-15	2.65392e-17	0.199842	0.000157857	0.0326356	3.86033e-05	0.000317215	0.0047169	2.60267e-06	0.00065566	0.00131049	8.52575e-05	5.2714e-05	5.03333e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	2.88947e-14	7.69401e-17	2.41446e-19	2.43178e-14	1.95996e-15	0.520834	1.25786e-16
50	3.27458e-06	0.000199554	4.31665e-07	8.75e-05	0.0632995	0.0916941	0.1033	0.0967	3.75337e-06	4.52766e-07	6.88012e-09	8.1769e-11	4.24872e-13	2.51121e-13	0.0100147	2.21664e-15	1.02753e-13	1.51906e-16	1.74219e-14	7.45637e-15	3.10974e-17	0.199832	0.000167992	0.0326356	3.88225e-05	0.000317212	0.00471665	2.82743e-06	0.000655759	0.00131049	8.52592e-05	5.2714e-05	5.03333e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	3.36435e-14	8.26056e-17	2.88829e-19	2.89713e-14	2.34435e-15	0.520834	1.50472e-16
51	3.26627e-06	0.000199545	4.39428e-07	8.75e-05	0.0632995	0.0916939	0.1033	0.0967	3.86876e-06	4.76829e-07	7.39949e-09	8.97729e-11	4.71343e-13	2.83362e-13	0.0100147	2.50713e-15	1.17351e-13	1.75527e-16	2.00032e-14	8.51776e-15	3.63121e-17	0.199821	0.000178513	0.0326356	3.90548e-05	0.000317208	0.00471638	3.06574e-06	0.000655866	0.00131049	8.5261e-05	5.27141e-05	5.03333e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	3.90354e-14	9.26687e-17	3.43477e-19	3.4379e-14	2.78761e-15	0.520834	1.78943e-16
52	3.25798e-06	0.000199537	4.47159e-07	8.75e-05	0.0632995	0.0916937	0.103299	0.0967	3.98477e-06	5.01603e-07	7.94598e-09	9.83721e-11	5.21738e-13	3.18935e-13	0.0100147	2.82828e-15	1.3364e-13	2.02206e-16	2.28967e-14	9.70194e-15	4.22599e-17	0.199811	0.000189423	0.0326356	3.93007e-05	0.000317205	0.00471609	3.31804e-06	0.000655982	0.00131049	8.5263e-05	5.27141e-05	5.03334e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	4.51391e-14	1.09149e-16	4.06188e-19	4.06413e-14	3.29615e-15	0.520834	2.11615e-16
53	3.24972e-06	0.000199529	4.54857e-07	8.75e-05	0.0632995	0.0916934	0.103299	0.0967	4.10137e-06	5.27091e-07	8.52036e-09	1.07597e-10	5.76292e-13	3.58104e-13	0.0100147	3.18256e-15	1.51771e-13	2.32265e-16	2.61318e-14	1.10199e-14	4.9025e-17	0.199799	0.000200727	0.0326356	3.95604e-05	0.000317201	0.00471579	3.58479e-06	0.000656107	0.00131048	8.52652e-05	5.27142e-05	5.03334e-05	0.000207998	0.000131682	0.0899656	2.44803	1	0.25	0.02	5.20289e-14	1.25391e-16	4.78938e-19	4.787e-14	3.88604e-15	0.520834	2.49518e-16
54	3.24148e-06	0.00019952	4.62524e-07	8.75e-05	0.0632994	0.0916932	0.103299	0.0967	4.21852e-06	5.53296e-07	9.1234e-09	1.1748e-10	6.35247e-13	4.01145e-13	0.0100147	3.57259e-15	1.71906e-13	2.66047e-16	2.97401e-14	1.24834e-14	5.66982e-17	0.199788	0.000212426	0.0326356	3.98346e-05	0.000317196	0.00471547	3.86643e-06	0.000656242	0.00131048	8.52677e-05	5.27142e-05	5.03334e-05	0.000207999	0.000131682	0.0899656	2.44803	1	0.25	0.02	5.97845e-14	1.47601e-16	5.62232e-19	5.61871e-14	4.56131e-15	0.520834	2.92914e-16
55	3.23326e-06	0.000199512	4.70159e-07	8.75e-05	0.0632994	0.0916929	0.103299	0.0967	4.33619e-06	5.8022e-07	9.75589e-09	1.28052e-10	6.98854e-13	4.48352e-13	0.0100147	4.00111e-15	1.94216e-13	3.03923e-16	3.37551e-14	1.41048e-14	6.53789e-17	0.199775	0.000224525	0.0326356	4.01235e-05	0.000317192	0.00471513	4.16341e-06	0.000656388	0.00131048	8.52704e-05	5.27143e-05	5.03335e-05	0.000207999	0.000131682	0.0899656	2.44803	1	0.25	0.02	6.84918e-14	1.7287e-16	6.57836e-19	6.57282e-14	5.33626e-15	0.520834	3.42725e-16
56	3.22506e-06	0.000199504	4.77762e-07	8.75e-05	0.0632994	0.0916927	0.103299	0.0967	4.45435e-06	6.07864e-07	1.04186e-08	1.39346e-10	7.67372e-13	5.00032e-13	0.0100147	4.47104e-15	2.18884e-13	3.46293e-16	3.82122e-14	1.58973e-14	7.51745e-17	0.199763	0.000237025	0.0326356	4.04275e-05	0.000317187	0.00471478	4.47617e-06	0.000656544	0.00131047	8.52733e-05	5.27143e-05	5.03335e-05	0.000207999	0.000131682	0.0899656	2.44803	1	0.25	0.02	7.82427e-14	1.99118e-16	7.67542e-19	7.66412e-14	6.22541e-15	0.520834	3.99883e-16
57	3.21689e-06	0.000199496	4.85333e-07	8.75e-05	0.0632993	0.0916924	0.103299	0.0967	4.57297e-06	6.36231e-07	1.11124e-08	1.51397e-10	8.41067e-13	5.56508e-13	0.0100147	4.98542e-15	2.46103e-13	3.93586e-16	4.31496e-14	1.78748e-14	8.62012e-17	0.19975	0.000249931	0.0326356	4.07473e-05	0.000317181	0.0047144	4.80516e-06	0.000656712	0.00131047	8.52765e-05	5.27144e-05	5.03336e-05	0.000207999	0.000131682	0.0899656	2.44803	1	0.25	0.02	8.91357e-14	2.24358e-16	8.93276e-19	8.90879e-14	7.24435e-15	0.520834	4.65392e-16
58	3.20874e-06	0.000199488	4.92873e-07	8.75e-05	0.0632993	0.0916922	0.103299	0.0967	4.69202e-06	6.65322e-07	1.18379e-08	1.64239e-10	9.20214e-13	6.18119e-13	0.0100147	5.54746e-15	2.76078e-13	4.46265e-16	4.86072e-14	2.00522e-14	9.8585e-17	0.199737	0.000263243	0.0326356	4.1083e-05	0.000317175	0.004714	5.15082e-06	0.000656892	0.00131046	8.528e-05	5.27145e-05	5.03337e-05	0.000207999	0.000131682	0.0899656	2.44803	1	0.25	0.02	1.01276e-13	2.54301e-16	1.03619e-18	1.03246e-13	8.40235e-15	0.520834	5.39853e-16
59	3.20061e-06	0.000199479	5.00381e-07	8.75e-05	0.0632993	0.0916919	0.103299	0.0967	4.81147e-06	6.95138e-07	1.2596e-08	1.77908e-10	1.0051e-12	6.85222e-13	0.0100147	6.16053e-15	3.09025e-13	5.04821e-16	5.46279e-14	2.2445e-14	1.12461e-16	0.199723	0.000276964	0.0326356	4.14351e-05	0.000317169	0.00471359	5.51359e-06	0.000657085	0.00131046	8.52838e-05	5.27146e-05	5.03337e-05	0.000207999	0.000131683	0.0899656	2.44803	1	0.25	0.02	1.14776e-13	2.87619e-16	1.19845e-18	1.1931e-13	9.71695e-15	0.520834	6.24396e-16
60	3.1925e-06	0.000199471	5.07857e-07	8.75e-05	0.0632993	0.0916917	0.103299	0.0967	4.9313e-06	7.25681e-07	1.33875e-08	1.92441e-10	1.09601e-12	7.5819e-13	0.0100147	6.82817e-15	3.45171e-13	5.69784e-16	6.12565e-14	2.50697e-14	1.27976e-16	0.199709	0.000291096	0.0326356	4.18041e-05	0.000317163	0.00471315	5.89391e-06	0.000657291	0.00131045	8.52879e-05	5.27147e-05	5.03338e-05	0.000207999	0.000131683	0.0899656	2.44803	1	0.25	0.02	1.29755e-13	3.24636e-16	1.38222e-18	1.37488e-13	1.12056e-14	0.520834	7.20144e-16
61	3.18441e-06	0.000199463	5.15303e-07	8.75e-05	0.0632992	0.0916914	0.103299	0.0967	5.05147e-06	7.56952e-07	1.42132e-08	2.07874e-10	1.19324e-12	8.37412e-13	0.0100147	7.55408e-15	3.84759e-13	6.41719e-16	6.85408e-14	2.79435e-14	1.45287e-16	0.199694	0.000305642	0.0326356	4.21904e-05	0.000317156	0.00471269	6.29222e-06	0.00065751	0.00131045	8.52924e-05	5.27148e-05	5.03339e-05	0.000207999	0.000131683	0.0899656	2.44803	1	0.25	0.02	1.46341e-13	3.65857e-16	1.58982e-18	1.58012e-13	1.2887e-14	0.520834	8.28309e-16
62	3.17635e-06	0.000199455	5.22717e-07	8.75e-05	0.0632992	0.0916911	0.103299	0.0967	5.17196e-06	7.88951e-07	1.50738e-08	2.24245e-10	1.29712e-12	9.23299e-13	0.0100147	8.34213e-15	4.28039e-13	7.21226e-16	7.6531e-14	3.10848e-14	1.64562e-16	0.199679	0.000320603	0.0326356	4.25943e-05	0.000317148	0.00471221	6.70895e-06	0.000657745	0.00131044	8.52972e-05	5.27149e-05	5.0334e-05	0.000207999	0.000131683	0.0899656	2.44803	1	0.25	0.02	1.64668e-13	4.13024e-16	1.82362e-18	1.81127e-13	1.47803e-14	0.520834	9.50123e-16
63	3.1683e-06	0.000199447	5.301e-07	8.75e-05	0.0632992	0.0916908	0.103299	0.0967	5.29274e-06	8.21679e-07	1.59702e-08	2.41595e-10	1.40794e-12	1.01628e-12	0.0100147	9.19639e-15	4.7528e-13	8.0895e-16	8.52803e-14	3.45127e-14	1.85983e-16	0.199664	0.00033598	0.0326356	4.30163e-05	0.00031714	0.0047117	7.14453e-06	0.000657994	0.00131043	8.53025e-05	5.2715e-05	5.03341e-05	0.000207999	0.000131683	0.0899656	2.44803	1	0.25	0.02	1.84881e-13	4.63864e-16	2.08671e-18	2.07106e-13	1.69105e-14	0.520834	1.0872e-15
64	3.16028e-06	0.000199439	5.37452e-07	8.75e-05	0.0632991	0.0916906	0.103299	0.0967	5.41379e-06	8.55137e-07	1.6903e-08	2.59963e-10	1.52604e-12	1.11679e-12	0.0100147	1.01211e-14	5.26761e-13	9.05574e-16	9.48444e-14	3.82475e-14	2.09744e-16	0.199648	0.000351776	0.0326356	4.34566e-05	0.000317132	0.00471117	7.5994e-06	0.000658259	0.00131042	8.53082e-05	5.27151e-05	5.03342e-05	0.000207999	0.000131683	0.0899656	2.44803	1	0.25	0.02	2.0713e-13	5.20114e-16	2.38191e-18	2.36237e-13	1.93004e-14	0.520834	1.24101e-15
65	3.15228e-06	0.000199431	5.44773e-07	8.75e-05	0.0632991	0.0916903	0.103299	0.0967	5.5351e-06	8.89325e-07	1.78732e-08	2.79389e-10	1.65176e-12	1.2253e-12	0.0100147	1.11206e-14	5.82777e-13	1.01182e-15	1.05282e-13	4.23101e-14	2.36051e-16	0.199632	0.000367991	0.0326356	4.39159e-05	0.000317123	0.00471062	8.07396e-06	0.000658541	0.00131041	8.53143e-05	5.27152e-05	5.03343e-05	0.000207999	0.000131683	0.0899656	2.44803	1	0.25	0.02	2.31578e-13	5.82206e-16	2.71242e-18	2.68835e-13	2.19757e-14	0.520834	1.41322e-15
66	3.14431e-06	0.000199423	5.52064e-07	8.75e-05	0.063299	0.09169	0.103299	0.0967	5.65662e-06	9.24243e-07	1.88815e-08	2.99915e-10	1.78542e-12	1.3423e-12	0.0100147	1.21996e-14	6.43634e-13	1.12847e-15	1.16655e-13	4.67229e-14	2.65126e-16	0.199615	0.000384627	0.0326356	4.43943e-05	0.000317113	0.00471004	8.56865e-06	0.00065884	0.00131041	8.53209e-05	5.27154e-05	5.03344e-05	0.000208	0.000131683	0.0899656	2.44803	1	0.25	0.02	2.58393e-13	6.50476e-16	3.08175e-18	3.05237e-13	2.49649e-14	0.520834	1.60566e-15
67	3.13635e-06	0.000199415	5.59323e-07	8.75e-05	0.063299	0.0916897	0.103299	0.0967	5.77835e-06	9.59891e-07	1.99286e-08	3.21583e-10	1.92739e-12	1.46829e-12	0.0100147	1.33629e-14	7.09657e-13	1.25634e-15	1.29028e-13	5.15089e-14	2.97207e-16	0.199598	0.000401685	0.0326356	4.48924e-05	0.000317103	0.00470943	9.08388e-06	0.000659156	0.0013104	8.53279e-05	5.27156e-05	5.03345e-05	0.000208	0.000131683	0.0899656	2.44803	1	0.25	0.02	2.87755e-13	7.2518e-16	3.49367e-18	3.4581e-13	2.82983e-14	0.520834	1.8203e-15
68	3.12842e-06	0.000199407	5.66552e-07	8.75e-05	0.063299	0.0916894	0.103299	0.0967	5.90026e-06	9.96269e-07	2.10155e-08	3.44437e-10	2.07802e-12	1.6038e-12	0.0100147	1.46155e-14	7.81183e-13	1.39629e-15	1.4247e-13	5.66926e-14	3.32544e-16	0.199581	0.000419166	0.0326356	4.54104e-05	0.000317093	0.0047088	9.62006e-06	0.000659491	0.00131038	8.53355e-05	5.27157e-05	5.03346e-05	0.000208	0.000131684	0.0899656	2.44803	1	0.25	0.02	3.19854e-13	8.06518e-16	3.95224e-18	3.90942e-13	3.20086e-14	0.520834	2.05923e-15
69	3.1205e-06	0.000199399	5.73751e-07	8.75e-05	0.0632989	0.0916891	0.103299	0.0967	6.02232e-06	1.03338e-06	2.21427e-08	3.68521e-10	2.23768e-12	1.74936e-12	0.0100147	1.59626e-14	8.58566e-13	1.54924e-15	1.57051e-13	6.22993e-14	3.71404e-16	0.199563	0.00043707	0.0326356	4.59488e-05	0.000317081	0.00470814	1.01776e-05	0.000659846	0.00131037	8.53437e-05	5.27159e-05	5.03348e-05	0.000208	0.000131684	0.0899656	2.44803	1	0.25	0.02	3.54888e-13	8.94707e-16	4.46178e-18	4.41053e-13	3.61309e-14	0.520834	2.32474e-15
70	3.11261e-06	0.000199391	5.80919e-07	8.75e-05	0.0632989	0.0916888	0.103299	0.0967	6.14453e-06	1.07121e-06	2.33112e-08	3.9388e-10	2.40674e-12	1.90556e-12	0.0100147	1.74096e-14	9.42176e-13	1.71618e-15	1.72845e-13	6.83555e-14	4.14074e-16	0.199545	0.000455399	0.0326356	4.65079e-05	0.00031707	0.00470746	1.07569e-05	0.000660221	0.00131036	8.53524e-05	5.27161e-05	5.0335e-05	0.000208	0.000131684	0.0899656	2.44803	1	0.25	0.02	3.93067e-13	9.91282e-16	5.02688e-18	4.96597e-13	4.07019e-14	0.520834	2.61919e-15
71	3.10474e-06	0.000199383	5.88057e-07	8.75e-05	0.0632989	0.0916885	0.103299	0.0967	6.26685e-06	1.10978e-06	2.45217e-08	4.20559e-10	2.58558e-12	2.07297e-12	0.0100147	1.89621e-14	1.0324e-12	1.89812e-15	1.89932e-13	7.48888e-14	4.60856e-16	0.199526	0.000474152	0.0326356	4.70882e-05	0.000317057	0.00470674	1.13584e-05	0.000660616	0.00131035	8.53618e-05	5.27163e-05	5.03351e-05	0.000208	0.000131684	0.0899656	2.44803	1	0.25	0.02	4.34611e-13	1.09642e-15	5.65252e-18	5.58053e-13	4.57618e-14	0.520834	2.94519e-15
72	3.09689e-06	0.000199375	5.95165e-07	8.75e-05	0.0632988	0.0916882	0.103299	0.0967	6.38928e-06	1.14908e-06	2.5775e-08	4.48605e-10	2.77461e-12	2.25222e-12	0.0100147	2.06261e-14	1.12963e-12	2.09615e-15	2.08393e-13	8.19283e-14	5.12071e-16	0.199507	0.000493331	0.0326356	4.76898e-05	0.000317044	0.004706	1.19824e-05	0.000661033	0.00131033	8.53718e-05	5.27166e-05	5.03353e-05	0.000208001	0.000131684	0.0899656	2.44803	1	0.25	0.02	4.79751e-13	1.21085e-15	6.34397e-18	6.25935e-13	5.13532e-14	0.520834	3.30548e-15
73	3.08906e-06	0.000199367	6.02242e-07	8.75e-05	0.0632988	0.0916879	0.103299	0.0967	6.51179e-06	1.1891e-06	2.70719e-08	4.78066e-10	2.97421e-12	2.44393e-12	0.0100147	2.24075e-14	1.23431e-12	2.31141e-15	2.28312e-13	8.95039e-14	5.68059e-16	0.199487	0.000512937	0.0326356	4.83133e-05	0.00031703	0.00470523	1.26294e-05	0.000661472	0.00131032	8.53825e-05	5.27168e-05	5.03355e-05	0.000208001	0.000131685	0.0899656	2.44803	1	0.25	0.02	5.2873e-13	1.33507e-15	7.10697e-18	7.00795e-13	5.75222e-14	0.520834	3.70306e-15
74	3.08126e-06	0.00019936	6.0929e-07	8.75e-05	0.0632987	0.0916875	0.103299	0.0967	6.63437e-06	1.22985e-06	2.84131e-08	5.08989e-10	3.18481e-12	2.64876e-12	0.0100147	2.43126e-14	1.34685e-12	2.54512e-15	2.49778e-13	9.7647e-14	6.29182e-16	0.199467	0.000532968	0.0326356	4.89589e-05	0.000317015	0.00470443	1.32998e-05	0.000661934	0.0013103	8.53939e-05	5.27171e-05	5.03357e-05	0.000208001	0.000131685	0.0899656	2.44803	1	0.25	0.02	5.81803e-13	1.46969e-15	7.94758e-18	7.83221e-13	6.43178e-14	0.520834	4.14108e-15
75	3.07347e-06	0.000199352	6.16308e-07	8.75e-05	0.0632987	0.0916872	0.103299	0.0967	6.75699e-06	1.27132e-06	2.97994e-08	5.41425e-10	3.40681e-12	2.8674e-12	0.0100147	2.63481e-14	1.46772e-12	2.79854e-15	2.72884e-13	1.0639e-13	6.95819e-16	0.199447	0.000553425	0.0326356	4.9627e-05	0.000317	0.00470359	1.39938e-05	0.000662421	0.00131028	8.5406e-05	5.27173e-05	5.03359e-05	0.000208001	0.000131685	0.0899656	2.44803	1	0.25	0.02	6.39235e-13	1.61552e-15	8.87223e-18	8.73836e-13	7.17917e-14	0.520834	4.6229e-15
76	3.06571e-06	0.000199344	6.23295e-07	8.75e-05	0.0632986	0.0916869	0.103299	0.0967	6.87964e-06	1.31352e-06	3.12316e-08	5.75422e-10	3.64064e-12	3.10054e-12	0.0100147	2.85206e-14	1.59738e-12	3.07301e-15	2.97727e-13	1.15767e-13	7.68374e-16	0.199426	0.000574309	0.0326356	5.0318e-05	0.000316984	0.00470273	1.4712e-05	0.000662932	0.00131027	8.54189e-05	5.27176e-05	5.03362e-05	0.000208002	0.000131685	0.0899656	2.44803	1	0.25	0.02	7.01305e-13	1.77331e-15	9.88779e-18	9.73304e-13	7.99992e-14	0.520834	5.15209e-15
77	3.05797e-06	0.000199336	6.30254e-07	8.75e-05	0.0632986	0.0916866	0.103299	0.0967	7.00232e-06	1.35645e-06	3.27105e-08	6.11031e-10	3.88674e-12	3.34893e-12	0.0100147	3.08371e-14	1.73634e-12	3.36993e-15	3.24407e-13	1.25813e-13	8.47274e-16	0.199404	0.000595619	0.0326356	5.10321e-05	0.000316967	0.00470184	1.54546e-05	0.000663468	0.00131025	8.54326e-05	5.2718e-05	5.03364e-05	0.000208002	0.000131686	0.0899656	2.44803	1	0.25	0.02	7.68304e-13	1.94364e-15	1.10017e-17	1.08234e-12	8.89998e-14	0.520834	5.73251e-15
78	3.05024e-06	0.000199328	6.37182e-07	8.75e-05	0.0632985	0.0916862	0.103299	0.0967	7.12499e-06	1.40009e-06	3.42367e-08	6.48305e-10	4.14554e-12	3.6133e-12	0.0100147	3.3305e-14	1.8851e-12	3.6908e-15	3.53028e-13	1.36565e-13	9.32966e-16	0.199383	0.000617355	0.0326356	5.17697e-05	0.000316949	0.00470091	1.62221e-05	0.000664031	0.00131022	8.54472e-05	5.27183e-05	5.03367e-05	0.000208002	0.000131686	0.0899656	2.44803	1	0.25	0.02	8.40536e-13	2.12731e-15	1.22216e-17	1.20168e-12	9.88559e-14	0.520834	6.3682e-15
79	3.04254e-06	0.000199321	6.44081e-07	8.75e-05	0.0632985	0.0916859	0.103299	0.0967	7.24764e-06	1.44446e-06	3.58112e-08	6.87294e-10	4.4175e-12	3.89445e-12	0.0100147	3.59316e-14	2.04419e-12	4.03714e-15	3.83699e-13	1.48061e-13	1.02592e-15	0.19936	0.000639517	0.0326356	5.25311e-05	0.000316931	0.00469995	1.70147e-05	0.000664621	0.0013102	8.54627e-05	5.27186e-05	5.0337e-05	0.000208002	0.000131686	0.0899656	2.44803	1	0.25	0.02	9.18318e-13	2.32507e-15	1.35558e-17	1.33214e-12	1.09634e-13	0.520834	7.06345e-15
80	3.03486e-06	0.000199313	6.50951e-07	8.75e-05	0.0632985	0.0916856	0.103298	0.0967	7.37027e-06	1.48955e-06	3.74346e-08	7.28054e-10	4.70308e-12	4.19318e-12	0.0100147	3.87247e-14	2.21417e-12	4.4106e-15	4.16533e-13	1.60339e-13	1.12665e-15	0.199338	0.000662104	0.0326356	5.33166e-05	0.000316911	0.00469895	1.78329e-05	0.000665239	0.00131018	8.54791e-05	5.2719e-05	5.03373e-05	0.000208003	0.000131686	0.0899656	2.44803	1	0.25	0.02	1.00198e-12	2.53787e-15	1.50131e-17	1.47455e-12	1.21404e-13	0.520834	7.82284e-15
