Time	[RuBP]	[E]	[ER]	[EPP]	[EPG]	[EP]	[EOP]	[PGA]	[TP]	[GAP]	[DHAP]	[FBP]	[HeP]	[F6P]	[G6P]	[G1P]	[E4P]	[SBP]	[S7P]	[PeP]	[X5P]	[R5P]	[Ru5P]	[ADPG]	[ATP]	[ADP]	[Pi]	[PiPi]	[H]	[CO2]	[O2]	[NADPH]	[NADP]	[PGAc]	[TPc]	[GAPc]	[DHAPc]	[FBPc]	[F26BPc]	[HePc]	[F6Pc]	[G6Pc]	[G1Pc]	[UDPGc]	[UTPc]	[UDPc]	[ATPc]	[ADPc]	[SucPc]	[Succ]	[Pic]	[PiPic]	[Hc]
83	0.00372108	1.70279e-05	0.00101958	0.0002412	0.00026777	0.00081539	0.000442063	0.00221638	0.00817474	0.00408588	0.00408886	1.89473e-05	0.000478935	0.000159665	0.000159691	0.00015958	0.00196722	8.80616e-06	3.70627e-05	0.000958103	0.00031933	0.000319429	0.000319345	0.000140154	0.00137823	0.000121775	0.00222527	1e-06	0.0891251	4.73136e-06	0.00026	0.00021	0.00029	0.00116921	0.00731256	0.00365495	0.00365762	1.3295e-05	9.05572e-08	0.000667563	0.000222548	0.000222584	0.00022243	0.00319301	0.00036	0.00064	0.00036	0.00064	1.10747e-06	0	0.00187542	4e-05	0.158489
84	0.00372109	1.70276e-05	0.00101956	0.000241198	0.000267765	0.000815373	0.000442107	0.00221635	0.00817461	0.00408582	0.0040888	1.89467e-05	0.000478919	0.000159659	0.000159685	0.000159575	0.00196721	8.80597e-06	3.70607e-05	0.000958062	0.000319316	0.000319415	0.000319332	0.000140143	0.00137823	0.00012177	0.00222553	1e-06	0.0891251	4.7314e-06	0.00026	0.00021	0.00029	0.00116973	0.0073157	0.00365652	0.00365919	1.33061e-05	9.02318e-08	0.000666804	0.000222295	0.000222331	0.000222178	0.00318902	0.00036	0.00064	0.00036	0.00064	1.10537e-06	0	0.00187648	4e-05	0.158489
85	0.00372109	1.70274e-05	0.00101954	0.000241196	0.00026776	0.000815355	0.000442149	0.00221632	0.00817449	0.00408575	0.00408874	1.89462e-05	0.000478904	0.000159654	0.00015968	0.00015957	0.0019672	8.80579e-06	3.70589e-05	0.000958023	0.000319303	0.000319402	0.000319318	0.000140132	0.00137823	0.000121765	0.00222578	1e-06	0.0891251	4.73144e-06	0.00026	0.00021	0.00029	0.00117024	0.00731872	0.00365803	0.0036607	1.33169e-05	8.99208e-08	0.000666074	0.000222052	0.000222088	0.000221934	0.00318518	0.00036	0.00064	0.00036	0.00064	1.10334e-06	0	0.00187751	4e-05	0.158489
86	0.0037211	1.70271e-05	0.00101952	0.000241194	0.000267755	0.000815339	0.000442191	0.00221629	0.00817437	0.0040857	0.00408868	1.89457e-05	0.000478889	0.000159649	0.000159675	0.000159565	0.00196719	8.80561e-06	3.7057e-05	0.000957984	0.00031929	0.000319389	0.000319306	0.000140122	0.00137824	0.00012176	0.00222602	1e-06	0.0891251	4.73148e-06	0.00026	0.00021	0.00029	0.00117073	0.00732163	0.00365948	0.00366215	1.33272e-05	8.96237e-08	0.00066537	0.000221817	0.000221853	0.0002217	0.00318148	0.00036	0.00064	0.00036	0.00064	1.10139e-06	0	0.00187849	4e-05	0.158489
87	0.0037211	1.70269e-05	0.00101951	0.000241192	0.000267751	0.000815323	0.00044223	0.00221626	0.00817426	0.00408564	0.00408862	1.89452e-05	0.000478874	0.000159644	0.00015967	0.00015956	0.00196717	8.80544e-06	3.70553e-05	0.000957947	0.000319277	0.000319376	0.000319293	0.000140112	0.00137824	0.000121756	0.00222625	1e-06	0.0891251	4.73152e-06	0.00026	0.00021	0.00029	0.0011712	0.00732443	0.00366088	0.00366355	1.33371e-05	8.93398e-08	0.000664693	0.000221591	0.000221627	0.000221474	0.00317792	0.00036	0.00064	0.00036	0.00064	1.09951e-06	0	0.00187944	4e-05	0.158489
88	0.00372111	1.70266e-05	0.00101949	0.00024119	0.000267746	0.000815307	0.000442269	0.00221624	0.00817415	0.00408558	0.00408857	1.89448e-05	0.00047886	0.00015964	0.000159666	0.000159555	0.00196716	8.80528e-06	3.70536e-05	0.000957911	0.000319265	0.000319364	0.000319281	0.000140102	0.00137825	0.000121752	0.00222647	1e-06	0.0891251	4.73156e-06	0.00026	0.00021	0.00029	0.00117165	0.00732713	0.00366223	0.0036649	1.33467e-05	8.90683e-08	0.000664041	0.000221374	0.00022141	0.000221257	0.00317449	0.00036	0.00064	0.00036	0.00064	1.09769e-06	0	0.00188036	4e-05	0.158489
89	0.00372111	1.70264e-05	0.00101948	0.000241188	0.000267742	0.000815293	0.000442306	0.00221621	0.00817404	0.00408553	0.00408851	1.89443e-05	0.000478847	0.000159635	0.000159661	0.000159551	0.00196715	8.80512e-06	3.70519e-05	0.000957876	0.000319254	0.000319353	0.00031927	0.000140093	0.00137825	0.000121747	0.00222669	1e-06	0.0891251	4.7316e-06	0.00026	0.00021	0.00029	0.00117208	0.00732972	0.00366352	0.0036662	1.33559e-05	8.88086e-08	0.000663413	0.000221165	0.000221201	0.000221048	0.00317119	0.00036	0.00064	0.00036	0.00064	1.09595e-06	0	0.00188124	4e-05	0.158489
90	0.00372112	1.70262e-05	0.00101946	0.000241186	0.000267738	0.000815278	0.000442342	0.00221619	0.00817394	0.00408548	0.00408846	1.89439e-05	0.000478833	0.000159631	0.000159657	0.000159546	0.00196714	8.80497e-06	3.70503e-05	0.000957843	0.000319243	0.000319342	0.000319259	0.000140084	0.00137826	0.000121743	0.0022269	1e-06	0.0891251	4.73163e-06	0.00026	0.00021	0.00029	0.0011725	0.00733222	0.00366477	0.00366745	1.33648e-05	8.85602e-08	0.000662808	0.000220963	0.000220999	0.000220846	0.00316801	0.00036	0.00064	0.00036	0.00064	1.09427e-06	0	0.0018821	4e-05	0.158489
91	0.00372112	1.7026e-05	0.00101945	0.000241184	0.000267734	0.000815264	0.000442377	0.00221616	0.00817384	0.00408543	0.00408841	1.89434e-05	0.000478821	0.000159626	0.000159652	0.000159542	0.00196713	8.80482e-06	3.70488e-05	0.00095781	0.000319232	0.000319331	0.000319248	0.000140076	0.00137826	0.000121739	0.0022271	1e-06	0.0891251	4.73166e-06	0.00026	0.00021	0.00029	0.0011729	0.00733462	0.00366597	0.00366865	1.33734e-05	8.83225e-08	0.000662226	0.000220769	0.000220805	0.000220652	0.00316495	0.00036	0.00064	0.00036	0.00064	1.09266e-06	0	0.00188292	4e-05	0.158489
92	0.00372113	1.70258e-05	0.00101943	0.000241182	0.00026773	0.000815251	0.00044241	0.00221614	0.00817375	0.00408538	0.00408836	1.8943e-05	0.000478809	0.000159622	0.000159648	0.000159538	0.00196712	8.80468e-06	3.70473e-05	0.000957779	0.000319221	0.00031932	0.000319237	0.000140067	0.00137826	0.000121736	0.00222729	1e-06	0.0891251	4.7317e-06	0.00026	0.00021	0.00029	0.00117329	0.00733693	0.00366713	0.00366981	1.33816e-05	8.8095e-08	0.000661665	0.000220582	0.000220618	0.000220465	0.00316201	0.00036	0.00064	0.00036	0.00064	1.0911e-06	0	0.00188371	4e-05	0.158489
93	0.00372113	1.70256e-05	0.00101942	0.000241181	0.000267727	0.000815238	0.000442443	0.00221612	0.00817365	0.00408534	0.00408832	1.89426e-05	0.000478797	0.000159618	0.000159644	0.000159534	0.00196711	8.80454e-06	3.70458e-05	0.000957749	0.000319211	0.00031931	0.000319227	0.000140059	0.00137827	0.000121732	0.00222748	1e-06	0.0891251	4.73173e-06	0.00026	0.00021	0.00029	0.00117366	0.00733916	0.00366824	0.00367092	1.33895e-05	8.78772e-08	0.000661125	0.000220402	0.000220438	0.000220285	0.00315917	0.00036	0.00064	0.00036	0.00064	1.0896e-06	0	0.00188447	4e-05	0.158489
94	0.00372114	1.70254e-05	0.0010194	0.000241179	0.000267723	0.000815225	0.000442474	0.0022161	0.00817357	0.00408529	0.00408827	1.89423e-05	0.000478785	0.000159615	0.000159641	0.00015953	0.0019671	8.80441e-06	3.70445e-05	0.00095772	0.000319202	0.000319301	0.000319218	0.000140052	0.00137827	0.000121728	0.00222766	1e-06	0.0891251	4.73176e-06	0.00026	0.00021	0.00029	0.00117402	0.0073413	0.00366931	0.00367199	1.33971e-05	8.76686e-08	0.000660606	0.000220229	0.000220265	0.000220112	0.00315644	0.00036	0.00064	0.00036	0.00064	1.08816e-06	0	0.0018852	4e-05	0.158489
95	0.00372114	1.70252e-05	0.00101939	0.000241177	0.00026772	0.000815213	0.000442504	0.00221608	0.00817348	0.00408525	0.00408823	1.89419e-05	0.000478774	0.000159611	0.000159637	0.000159526	0.00196709	8.80428e-06	3.70431e-05	0.000957691	0.000319192	0.000319291	0.000319208	0.000140044	0.00137828	0.000121725	0.00222784	1e-06	0.0891251	4.73179e-06	0.00026	0.00021	0.00029	0.00117437	0.00734337	0.00367034	0.00367302	1.34045e-05	8.74688e-08	0.000660106	0.000220062	0.000220098	0.000219946	0.00315381	0.00036	0.00064	0.00036	0.00064	1.08677e-06	0	0.00188591	4e-05	0.158489
96	0.00372114	1.7025e-05	0.00101938	0.000241176	0.000267716	0.000815201	0.000442533	0.00221606	0.0081734	0.00408521	0.00408819	1.89415e-05	0.000478764	0.000159607	0.000159633	0.000159523	0.00196708	8.80416e-06	3.70418e-05	0.000957664	0.000319183	0.000319282	0.000319199	0.000140037	0.00137828	0.000121722	0.002228	1e-06	0.0891251	4.73182e-06	0.00026	0.00021	0.00029	0.0011747	0.00734535	0.00367134	0.00367402	1.34115e-05	8.72773e-08	0.000659624	0.000219901	0.000219937	0.000219785	0.00315128	0.00036	0.00064	0.00036	0.00064	1.08544e-06	0	0.00188659	4e-05	0.158489
97	0.00372115	1.70249e-05	0.00101937	0.000241174	0.000267713	0.00081519	0.000442561	0.00221604	0.00817332	0.00408517	0.00408815	1.89412e-05	0.000478753	0.000159604	0.00015963	0.00015952	0.00196707	8.80404e-06	3.70406e-05	0.000957638	0.000319174	0.000319273	0.00031919	0.00014003	0.00137828	0.000121718	0.00222817	1e-06	0.0891251	4.73184e-06	0.00026	0.00021	0.00029	0.00117502	0.00734726	0.00367229	0.00367497	1.34183e-05	8.70939e-08	0.00065916	0.000219747	0.000219783	0.000219631	0.00314885	0.00036	0.00064	0.00036	0.00064	1.08415e-06	0	0.00188724	4e-05	0.158489
98	0.00372115	1.70247e-05	0.00101936	0.000241173	0.00026771	0.000815179	0.000442588	0.00221602	0.00817324	0.00408513	0.00408811	1.89409e-05	0.000478744	0.000159601	0.000159627	0.000159516	0.00196707	8.80393e-06	3.70394e-05	0.000957613	0.000319166	0.000319265	0.000319182	0.000140023	0.00137828	0.000121715	0.00222832	1e-06	0.0891251	4.73187e-06	0.00026	0.00021	0.00029	0.00117533	0.0073491	0.00367321	0.00367589	1.34249e-05	8.69181e-08	0.000658714	0.000219598	0.000219634	0.000219482	0.0031465	0.00036	0.00064	0.00036	0.00064	1.08291e-06	0	0.00188787	4e-05	0.158489
99	0.00372116	1.70245e-05	0.00101934	0.000241172	0.000267707	0.000815168	0.000442615	0.002216	0.00817316	0.00408509	0.00408807	1.89405e-05	0.000478734	0.000159597	0.000159623	0.000159513	0.00196706	8.80381e-06	3.70382e-05	0.000957588	0.000319158	0.000319257	0.000319174	0.000140017	0.00137829	0.000121712	0.00222848	1e-06	0.0891251	4.7319e-06	0.00026	0.00021	0.00029	0.00117562	0.00735087	0.00367409	0.00367678	1.34312e-05	8.67496e-08	0.000658284	0.000219455	0.000219491	0.000219339	0.00314425	0.00036	0.00064	0.00036	0.00064	1.08172e-06	0	0.00188848	4e-05	0.158489
100	0.00372116	1.70244e-05	0.00101933	0.00024117	0.000267704	0.000815158	0.00044264	0.00221599	0.00817309	0.00408505	0.00408804	1.89402e-05	0.000478725	0.000159594	0.00015962	0.00015951	0.00196705	8.80371e-06	3.70371e-05	0.000957565	0.00031915	0.000319249	0.000319166	0.00014001	0.00137829	0.00012171	0.00222862	1e-06	0.0891251	4.73192e-06	0.00026	0.00021	0.00029	0.00117591	0.00735257	0.00367495	0.00367763	1.34373e-05	8.6588e-08	0.000657871	0.000219317	0.000219353	0.000219201	0.00314208	0.00036	0.00064	0.00036	0.00064	1.08057e-06	0	0.00188907	4e-05	0.158489
