Time	[CRP]	[PC]	[PC/CRP]	[C4]	[C4a]	[C4b]	[C2]	[C1]	[PC/CRP/C1]	[C2a]	[C2b]	[C4b/C2a]	[C3]	[C3a]	[C3b]	[dC3b]	[MASP]	[dC4b/C2a]	[GlcNac]	[GlcNac/LF]	[LF]	[GlcNac/LF/MASP]	[PC/CRP/LF]	[PC/CRP/LF/MASP]	[GlcNac/LF/CRP]	[GlcNac/LF/CRP/C1]	[C4BP]	[C4BP/PC/CRP]	[C4BP/GlcNac/LF/CRP]	[iC4b/C2a]	[C4BP/C4b]	[C4b/C2a/C4BP]	[dC4b/C2a/C4BP]	[PC/CRP/LF/C1]	[C4BP/PC/CRP/LF]	[GlcNac/LF/CRP/MASP]	[PC/CRP/LF/C1/MASP]	[GlcNac/LF/C1/MASP]	[GlcNac/HF]	[HF]	[GlcNac/HF/MASP]	[X]
53	1.96904	0.00181749	8.74784e-06	769.975	0.0246792	0.000160044	309.977	2470	0.000779815	0.0234735	0.0234763	8.69596e-09	4650	2.47432e-07	3.9442e-08	1.51285e-08	6.8	5.95806e-10	0	0	20	0	6.10292e-09	1.02724e-09	0	0	255.272	0.0301729	0	1.414e-06	0.0245163	1.28153e-06	8.63768e-08	1.96236e-07	0	0	4.17111e-07	0	-2.39535e-26	-2.87789e-27	-8.6457e-26	0.0005
54	1.96894	0.00172145	8.75235e-06	769.974	0.0256392	0.00016621	309.976	2470	0.000794943	0.0243863	0.0243894	9.39232e-09	4650	2.72283e-07	4.27515e-08	1.64225e-08	6.8	6.54662e-10	0	0	20	0	6.10824e-09	1.03298e-09	0	0	255.184	0.0302538	0	1.55557e-06	0.02547	1.38563e-06	9.50339e-08	1.99779e-07	0	0	4.25929e-07	0	-2.51843e-26	-4.14895e-27	-9.02511e-26	0.0005
55	1.96885	0.00163049	8.75658e-06	769.973	0.0266178	0.000172495	309.975	2470	0.000810062	0.0253167	0.02532	1.013e-08	4650	2.99106e-07	4.62674e-08	1.77989e-08	6.8	7.18111e-10	0	0	20	0	6.11337e-09	1.03869e-09	0	0	255.095	0.0303296	0	1.70832e-06	0.026442	1.49598e-06	1.04375e-07	2.03323e-07	0	0	4.34753e-07	0	-2.65526e-26	-5.46443e-27	-9.57843e-26	0.0005
56	1.96876	0.00154435	8.76053e-06	769.972	0.0276148	0.000178899	309.974	2470	0.000825171	0.0262645	0.0262681	1.09108e-08	4650	3.28015e-07	4.99985e-08	1.92612e-08	6.8	7.8642e-10	0	0	20	0	6.1183e-09	1.04438e-09	0	0	255.007	0.0304007	0	1.87289e-06	0.0274323	1.61284e-06	1.14441e-07	2.06868e-07	0	0	4.43581e-07	0	-2.82255e-26	-6.85859e-27	-1.03811e-25	0.0005
57	1.96868	0.00146277	8.76422e-06	769.971	0.0286302	0.000185422	309.973	2470	0.000840271	0.0272298	0.0272337	1.17362e-08	4650	3.59131e-07	5.39535e-08	2.08128e-08	6.8	8.59864e-10	0	0	20	0	6.12304e-09	1.05004e-09	0	0	254.918	0.0304671	0	2.04996e-06	0.0284408	1.73645e-06	1.25272e-07	2.10414e-07	0	0	4.52415e-07	0	-3.03796e-26	-8.3421e-27	-1.14731e-25	0.0005
58	1.96861	0.0013855	8.76766e-06	769.97	0.029664	0.000192065	309.972	2470	0.000855361	0.0282126	0.0282168	1.26079e-08	4650	3.9258e-07	5.81412e-08	2.24575e-08	6.8	9.38733e-10	0	0	20	0	6.12761e-09	1.05569e-09	0	0	254.83	0.0305293	0	2.24024e-06	0.0294677	1.86707e-06	1.36913e-07	2.13961e-07	0	0	4.61253e-07	0	-3.28592e-26	-9.93872e-27	-1.24391e-25	0.0005
59	1.96853	0.00131233	8.77087e-06	769.969	0.0307162	0.000198828	309.971	2470	0.00087044	0.0292128	0.0292175	1.35277e-08	4650	4.2849e-07	6.25708e-08	2.41989e-08	6.8	1.02332e-09	0	0	20	0	6.13202e-09	1.06132e-09	0	0	254.742	0.0305874	0	2.44445e-06	0.0305128	2.00496e-06	1.49407e-07	2.17508e-07	0	0	4.70095e-07	0	-3.55368e-26	-1.16825e-26	-1.3016e-25	0.0005
60	1.96846	0.00124302	8.77385e-06	769.968	0.0317868	0.00020571	309.97	2470	0.000885508	0.0302305	0.0302355	1.44973e-08	4650	4.66997e-07	6.72516e-08	2.60408e-08	6.8	1.11394e-09	0	0	20	0	6.13627e-09	1.06693e-09	0	0	254.654	0.0306416	0	2.66335e-06	0.0315761	2.15039e-06	1.62802e-07	2.21056e-07	0	0	4.78941e-07	0	-3.79125e-26	-1.35544e-26	-1.31859e-25	0.0005
61	1.9684	0.00117739	8.77662e-06	769.967	0.0328758	0.000212711	309.969	2470	0.000900566	0.0312657	0.0312711	1.55187e-08	4650	5.0824e-07	7.21929e-08	2.7987e-08	6.8	1.21091e-09	0	0	20	0	6.14037e-09	1.07252e-09	0	0	254.565	0.0306922	0	2.89773e-06	0.0326577	2.30363e-06	1.77144e-07	2.24604e-07	0	0	4.8779e-07	0	-3.9551e-26	-1.55366e-26	-1.29491e-25	0.0005
62	1.96834	0.00111522	8.77918e-06	769.966	0.0339832	0.000219832	309.968	2470	0.000915611	0.0323183	0.0323241	1.65934e-08	4650	5.52363e-07	7.74044e-08	3.00416e-08	6.8	1.31455e-09	0	0	20	0	6.14434e-09	1.07809e-09	0	0	254.477	0.0307393	0	3.14838e-06	0.0337575	2.46496e-06	1.92485e-07	2.28153e-07	0	0	4.96643e-07	0	-4.03274e-26	-1.75888e-26	-1.26331e-25	0.0005
63	1.96828	0.00105635	8.78158e-06	769.965	0.0351088	0.000227073	309.967	2470	0.000930644	0.0333883	0.0333946	1.77233e-08	4650	5.99516e-07	8.2896e-08	3.22085e-08	6.8	1.42523e-09	0	0	20	0	6.14817e-09	1.08365e-09	0	0	254.389	0.0307831	0	3.41616e-06	0.0348755	2.63465e-06	2.08875e-07	2.31703e-07	0	0	5.05499e-07	0	-4.03796e-26	-1.96544e-26	-1.23409e-25	0.0005
64	1.96822	0.00100059	8.78379e-06	769.964	0.0362529	0.000234433	309.966	2470	0.000945665	0.0344757	0.0344824	1.89104e-08	4650	6.49853e-07	8.86776e-08	3.44917e-08	6.8	1.54327e-09	0	0	20	0	6.15187e-09	1.08919e-09	0	0	254.301	0.0308238	0	3.70191e-06	0.0360117	2.81299e-06	2.26368e-07	2.35253e-07	0	0	5.14359e-07	0	-4.0427e-26	-2.17067e-26	-1.21275e-25	0.0005
65	1.96817	0.000947777	8.78583e-06	769.963	0.0374152	0.000241912	309.964	2470	0.000960674	0.0355804	0.0355877	2.01566e-08	4650	7.03534e-07	9.47594e-08	3.68954e-08	6.8	1.66906e-09	0	0	20	0	6.15546e-09	1.09472e-09	0	0	254.212	0.0308616	0	4.00655e-06	0.037166	3.00026e-06	2.45018e-07	2.38803e-07	0	0	5.2322e-07	0	-4.02697e-26	-2.37579e-26	-1.19164e-25	0.0005
66	1.96812	0.00089776	8.7877e-06	769.961	0.0385958	0.000249512	309.963	2470	0.000975669	0.0367026	0.0367104	2.14638e-08	4650	7.60724e-07	1.01152e-07	3.94239e-08	6.8	1.80297e-09	0	0	20	0	6.15894e-09	1.10024e-09	0	0	254.124	0.0308966	0	4.33099e-06	0.0383385	3.19677e-06	2.64882e-07	2.42354e-07	0	0	5.32085e-07	0	-3.99914e-26	-2.5797e-26	-1.17199e-25	0.0005
67	1.96807	0.000850388	8.78943e-06	769.96	0.0397948	0.000257231	309.962	2470	0.000990651	0.037842	0.0378504	2.2834e-08	4650	8.21594e-07	1.07865e-07	4.20814e-08	6.8	1.94538e-09	0	0	20	0	6.16231e-09	1.10574e-09	0	0	254.036	0.030929	0	4.67618e-06	0.0395291	3.40281e-06	2.8602e-07	2.45905e-07	0	0	5.40952e-07	0	-3.96393e-26	-2.78193e-26	-1.15499e-25	0.0005
68	1.96803	0.000805522	8.79101e-06	769.959	0.041012	0.000265069	309.961	2470	0.00100562	0.0389988	0.0390078	2.42692e-08	4650	8.86319e-07	1.1491e-07	4.48723e-08	6.8	2.09671e-09	0	0	20	0	6.16557e-09	1.11123e-09	0	0	253.948	0.0309589	0	5.0431e-06	0.0407379	3.61868e-06	3.0849e-07	2.49456e-07	0	0	5.4982e-07	0	-3.9232e-26	-2.98219e-26	-1.13735e-25	0.0005
69	1.96798	0.000763029	8.79246e-06	769.958	0.0422474	0.000273027	309.96	2470	0.00102058	0.040173	0.0401826	2.57714e-08	4650	9.5508e-07	1.22297e-07	4.7801e-08	6.8	2.25737e-09	0	0	20	0	6.16875e-09	1.11671e-09	0	0	253.86	0.0309864	0	5.43278e-06	0.0419647	3.84468e-06	3.32356e-07	2.53007e-07	0	0	5.58691e-07	0	-3.87824e-26	-3.18029e-26	-1.12103e-25	0.0005
70	1.96794	0.000722783	8.79378e-06	769.956	0.0435011	0.000281105	309.959	2470	0.00103552	0.0413644	0.0413747	2.73427e-08	4650	1.02807e-06	1.30038e-07	5.0872e-08	6.8	2.42778e-09	0	0	20	0	6.17183e-09	1.12218e-09	0	0	253.771	0.0310117	0	5.84625e-06	0.0432097	4.08114e-06	3.57682e-07	2.56559e-07	0	0	5.67564e-07	0	-3.83082e-26	-3.37606e-26	-1.10484e-25	0.0005
71	1.96791	0.000684666	8.79498e-06	769.955	0.044773	0.000289303	309.957	2470	0.00105044	0.0425731	0.0425841	2.89853e-08	4650	1.10547e-06	1.38144e-07	5.409e-08	6.8	2.60839e-09	0	0	20	0	6.17483e-09	1.12764e-09	0	0	253.683	0.0310349	0	6.28459e-06	0.0444727	4.32837e-06	3.84534e-07	2.60111e-07	0	0	5.76439e-07	0	-3.78084e-26	-3.56933e-26	-1.08669e-25	0.0005
72	1.96787	0.000648565	8.79606e-06	769.954	0.0460631	0.00029762	309.956	2470	0.00106536	0.043799	0.0438108	3.07012e-08	4650	1.18749e-06	1.46626e-07	5.74595e-08	6.8	2.79965e-09	0	0	20	0	6.17774e-09	1.13309e-09	0	0	253.595	0.031056	0	6.7489e-06	0.0457537	4.58669e-06	4.1298e-07	2.63663e-07	0	0	5.85315e-07	0	-3.72679e-26	-3.7599e-26	-1.0648e-25	0.0005
73	1.96783	0.000614372	8.79703e-06	769.953	0.0473714	0.000306057	309.955	2470	0.00108025	0.0450422	0.0450548	3.24925e-08	4650	1.27432e-06	1.55496e-07	6.09854e-08	6.8	3.00202e-09	0	0	20	0	6.18058e-09	1.13853e-09	0	0	253.507	0.0310753	0	7.24033e-06	0.0470527	4.85642e-06	4.43091e-07	2.67215e-07	0	0	5.94192e-07	0	-3.66783e-26	-3.94755e-26	-1.04202e-25	0.0005
74	1.9678	0.000581988	8.7979e-06	769.951	0.0486979	0.000314613	309.954	2470	0.00109514	0.0463026	0.046316	3.43616e-08	4650	1.36619e-06	1.64766e-07	6.46724e-08	6.8	3.216e-09	0	0	20	0	6.18335e-09	1.14396e-09	0	0	253.419	0.0310928	0	7.76005e-06	0.0483698	5.13789e-06	4.74938e-07	2.70768e-07	0	0	6.03071e-07	0	-3.60796e-26	-4.13223e-26	-1.02811e-25	0.0005
75	1.96777	0.000551316	8.79868e-06	769.95	0.0500425	0.000323289	309.952	2470	0.00111001	0.0475802	0.0475945	3.63106e-08	4650	1.46331e-06	1.74446e-07	6.85254e-08	6.8	3.44207e-09	0	0	20	0	6.18605e-09	1.14938e-09	0	0	253.331	0.0311086	0	8.30926e-06	0.0497049	5.43145e-06	5.08595e-07	2.7432e-07	0	0	6.11951e-07	0	-3.55303e-26	-4.31387e-26	-1.02002e-25	0.0005
76	1.96774	0.000522266	8.79936e-06	769.949	0.0514052	0.000332085	309.951	2470	0.00112486	0.048875	0.0488902	3.83418e-08	4650	1.56589e-06	1.84551e-07	7.25493e-08	6.8	3.68074e-09	0	0	20	0	6.18869e-09	1.15479e-09	0	0	253.243	0.0311228	0	8.88921e-06	0.0510579	5.73742e-06	5.44139e-07	2.77872e-07	0	0	6.20832e-07	0	-3.49951e-26	-4.49269e-26	-9.97825e-26	0.0005
77	1.96772	0.000494752	8.79995e-06	769.947	0.052786	0.000341	309.95	2470	0.0011397	0.050187	0.0502032	4.04575e-08	4650	1.67418e-06	1.95091e-07	7.67492e-08	6.8	3.93255e-09	0	0	20	0	6.19126e-09	1.1602e-09	0	0	253.155	0.0311354	0	9.50116e-06	0.0524288	6.05615e-06	5.81649e-07	2.81425e-07	0	0	6.29713e-07	0	-3.44587e-26	-4.66877e-26	-9.77346e-26	0.0005
78	1.96769	0.000468692	8.80047e-06	769.946	0.054185	0.000350035	309.948	2470	0.00115452	0.0515161	0.0515333	4.26599e-08	4650	1.7884e-06	2.06079e-07	8.11302e-08	6.8	4.19801e-09	0	0	20	0	6.19378e-09	1.1656e-09	0	0	253.067	0.0311467	0	1.01464e-05	0.0538177	6.38799e-06	6.21205e-07	2.84977e-07	0	0	6.38596e-07	0	-3.39102e-26	-4.8422e-26	-9.61588e-26	0.0005
79	1.96766	0.000444011	8.8009e-06	769.944	0.055602	0.00035919	309.947	2470	0.00116933	0.0528623	0.0528806	4.49515e-08	4650	1.90879e-06	2.17528e-07	8.56974e-08	6.8	4.47769e-09	0	0	20	0	6.19624e-09	1.17099e-09	0	0	252.979	0.0311565	0	1.08263e-05	0.0552245	6.73329e-06	6.62889e-07	2.88529e-07	0	0	6.4748e-07	0	-3.33713e-26	-5.01292e-26	-9.4942e-26	0.0005
80	1.96764	0.000420635	8.80127e-06	769.943	0.0570371	0.000368464	309.946	2470	0.00118412	0.0542256	0.0542451	4.73346e-08	4650	2.03561e-06	2.2945e-07	9.04561e-08	6.8	4.77216e-09	0	0	20	0	6.19865e-09	1.17637e-09	0	0	252.891	0.0311651	0	1.15423e-05	0.0566492	7.09241e-06	7.06786e-07	2.92082e-07	0	0	6.56364e-07	0	-3.28819e-26	-5.18109e-26	-9.44504e-26	0.0005
81	1.96762	0.000398494	8.80156e-06	769.942	0.0584902	0.000377858	309.944	2470	0.0011989	0.055606	0.0556267	4.98116e-08	4650	2.16911e-06	2.41859e-07	9.54115e-08	6.8	5.08199e-09	0	0	20	0	6.20101e-09	1.18175e-09	0	0	252.803	0.0311724	0	1.22957e-05	0.0580917	7.4657e-06	7.52984e-07	2.95634e-07	0	0	6.65249e-07	0	-3.24611e-26	-5.34687e-26	-9.39259e-26	0.0005
82	1.9676	0.000377524	8.80178e-06	769.94	0.0599613	0.000387372	309.943	2470	0.00121366	0.0570035	0.0570254	5.2385e-08	4650	2.30955e-06	2.54768e-07	1.00569e-07	6.8	5.40779e-09	0	0	20	0	6.20333e-09	1.18713e-09	0	0	252.715	0.0311786	0	1.3088e-05	0.0595521	7.85354e-06	8.01572e-07	2.99186e-07	0	0	6.74134e-07	0	-3.21439e-26	-5.51067e-26	-9.41402e-26	0.0005
83	1.96758	0.000357663	8.80195e-06	769.939	0.0614504	0.000397005	309.942	2470	0.0012284	0.0584181	0.0584412	5.50573e-08	4650	2.4572e-06	2.6819e-07	1.05934e-07	6.8	5.75016e-09	0	0	20	0	6.2056e-09	1.19249e-09	0	0	252.627	0.0311837	0	1.39206e-05	0.0610303	8.25629e-06	8.52641e-07	3.02738e-07	0	0	6.83019e-07	0	-3.19258e-26	-5.67299e-26	-9.44353e-26	0.0005
84	1.96756	0.000338852	8.80206e-06	769.937	0.0629575	0.000406758	309.94	2470	0.00124313	0.0598496	0.0598741	5.78309e-08	4650	2.61233e-06	2.82138e-07	1.11513e-07	6.8	6.10974e-09	0	0	20	0	6.20783e-09	1.19786e-09	0	0	252.539	0.0311878	0	1.47952e-05	0.0625263	8.67433e-06	9.06285e-07	3.0629e-07	0	0	6.91905e-07	0	-3.17518e-26	-5.83433e-26	-9.37468e-26	0.0005
85	1.96754	0.000321035	8.80211e-06	769.936	0.0644826	0.00041663	309.939	2470	0.00125785	0.0612982	0.0613241	6.07085e-08	4650	2.77523e-06	2.96627e-07	1.1731e-07	6.8	6.48717e-09	0	0	20	0	6.21002e-09	1.20321e-09	0	0	252.451	0.0311909	0	1.57133e-05	0.0640401	9.10804e-06	9.62601e-07	3.09842e-07	0	0	7.00792e-07	0	-3.15674e-26	-5.99478e-26	-9.23843e-26	0.0005
86	1.96752	0.000304159	8.80211e-06	769.934	0.0660256	0.000426622	309.937	2470	0.00127254	0.0627637	0.0627911	6.36925e-08	4650	2.94619e-06	3.11669e-07	1.23331e-07	6.8	6.88311e-09	0	0	20	0	6.21217e-09	1.20857e-09	0	0	252.363	0.0311931	0	1.66764e-05	0.0655716	9.55779e-06	1.02169e-06	3.13394e-07	0	0	7.09678e-07	0	-3.12992e-26	-6.15425e-26	-9.04582e-26	0.0005
87	1.96751	0.000288176	8.80206e-06	769.932	0.0675865	0.000436733	309.936	2470	0.00128722	0.0642462	0.0642751	6.67855e-08	4650	3.1255e-06	3.27279e-07	1.29583e-07	6.8	7.29823e-09	0	0	20	0	6.21429e-09	1.21392e-09	0	0	252.275	0.0311944	0	1.76862e-05	0.0671209	1.0024e-05	1.08364e-06	3.16946e-07	0	0	7.18565e-07	0	-3.09776e-26	-6.31234e-26	-8.82154e-26	0.0005
88	1.96749	0.000273038	8.80196e-06	769.931	0.0691653	0.000446964	309.934	2470	0.00130189	0.0657456	0.0657762	6.99903e-08	4650	3.31346e-06	3.43472e-07	1.36071e-07	6.8	7.73323e-09	0	0	20	0	6.21638e-09	1.21926e-09	0	0	252.187	0.0311948	0	1.87443e-05	0.0686878	1.0507e-05	1.14858e-06	3.20497e-07	0	0	7.27452e-07	0	-3.05906e-26	-6.46828e-26	-8.66716e-26	0.0005
89	1.96748	0.000258701	8.80182e-06	769.929	0.070762	0.000457315	309.933	2470	0.00131654	0.067262	0.0672942	7.33094e-08	4650	3.51039e-06	3.60261e-07	1.428e-07	6.8	8.18882e-09	0	0	20	0	6.21844e-09	1.2246e-09	0	0	252.099	0.0311945	0	1.98526e-05	0.0702725	1.10072e-05	1.21659e-06	3.24048e-07	0	0	7.36338e-07	0	-3.01836e-26	-6.62255e-26	-8.55005e-26	0.0005
90	1.96747	0.000245121	8.80164e-06	769.928	0.0723766	0.000467785	309.931	2470	0.00133117	0.0687952	0.0688292	7.67455e-08	4650	3.7166e-06	3.77661e-07	1.49778e-07	6.8	8.66573e-09	0	0	20	0	6.22046e-09	1.22994e-09	0	0	252.011	0.0311934	0	2.10127e-05	0.0718748	1.15251e-05	1.28779e-06	3.27599e-07	0	0	7.45225e-07	0	-2.98423e-26	-6.77484e-26	-8.5304e-26	0.0005
91	1.96745	0.000232259	8.80142e-06	769.926	0.074009	0.000478374	309.93	2470	0.00134578	0.0703453	0.0703812	8.03015e-08	4650	3.93242e-06	3.95686e-07	1.57009e-07	6.8	9.16469e-09	0	0	20	0	6.22246e-09	1.23527e-09	0	0	251.924	0.0311917	0	2.22265e-05	0.0734948	1.2061e-05	1.36229e-06	3.3115e-07	0	0	7.54112e-07	0	-2.95162e-26	-6.92544e-26	-8.54528e-26	0.0005
92	1.96744	0.000220076	8.80117e-06	769.924	0.0756592	0.000489083	309.928	2470	0.00136038	0.0719123	0.07195	8.39799e-08	4650	4.15819e-06	4.14352e-07	1.645e-07	6.8	9.68647e-09	0	0	20	0	6.22444e-09	1.2406e-09	0	0	251.836	0.0311892	0	2.34957e-05	0.0751324	1.26153e-05	1.4402e-06	3.34701e-07	0	0	7.62998e-07	0	-2.92374e-26	-7.07495e-26	-8.52139e-26	0.0005
93	1.96743	0.000208538	8.80087e-06	769.923	0.0773273	0.000499911	309.926	2470	0.00137496	0.0734961	0.0735358	8.77836e-08	4650	4.39424e-06	4.33674e-07	1.72257e-07	6.8	1.02318e-08	0	0	20	0	6.22639e-09	1.24592e-09	0	0	251.748	0.0311862	0	2.48223e-05	0.0767877	1.31885e-05	1.52164e-06	3.38252e-07	0	0	7.71885e-07	0	-2.89639e-26	-7.22276e-26	-8.48219e-26	0.0005
94	1.96742	0.00019761	8.80055e-06	769.921	0.0790131	0.000510858	309.925	2470	0.00138953	0.0750967	0.0751385	9.17155e-08	4650	4.64092e-06	4.53666e-07	1.80287e-07	6.8	1.08016e-08	0	0	20	0	6.22831e-09	1.25124e-09	0	0	251.66	0.0311825	0	2.62081e-05	0.0784605	1.37809e-05	1.60672e-06	3.41802e-07	0	0	7.80771e-07	0	-2.86158e-26	-7.36891e-26	-8.35496e-26	0.0005
95	1.96741	0.000187259	8.8002e-06	769.919	0.0807167	0.000521925	309.923	2470	0.00140408	0.0767142	0.0767581	9.57783e-08	4650	4.89858e-06	4.74344e-07	1.88596e-07	6.8	1.13966e-08	0	0	20	0	6.23022e-09	1.25656e-09	0	0	251.572	0.0311783	0	2.76551e-05	0.0801508	1.4393e-05	1.69558e-06	3.45352e-07	0	0	7.89657e-07	0	-2.82471e-26	-7.51319e-26	-8.18358e-26	0.0005
96	1.9674	0.000177455	8.79981e-06	769.918	0.082438	0.000533112	309.922	2470	0.00141861	0.0783483	0.0783945	9.9975e-08	4650	5.1676e-06	4.95724e-07	1.97189e-07	6.8	1.20176e-08	0	0	20	0	6.2321e-09	1.26188e-09	0	0	251.485	0.0311736	0	2.91654e-05	0.0818587	1.50252e-05	1.78832e-06	3.48902e-07	0	0	7.98543e-07	0	-2.78508e-26	-7.65505e-26	-8.01886e-26	0.0005
97	1.96739	0.00016817	8.7994e-06	769.916	0.084177	0.000544418	309.92	2470	0.00143313	0.0799992	0.0800477	1.04308e-07	4650	5.44834e-06	5.17822e-07	2.06074e-07	6.8	1.26655e-08	0	0	20	0	6.23396e-09	1.26719e-09	0	0	251.397	0.0311683	0	3.0741e-05	0.0835841	1.5678e-05	1.88508e-06	3.52451e-07	0	0	8.07428e-07	0	-2.74367e-26	-7.79477e-26	-7.84542e-26	0.0005
98	1.96738	0.000159375	8.79897e-06	769.914	0.0859337	0.000555843	309.918	2470	0.00144762	0.0816669	0.0817178	1.08781e-07	4650	5.74119e-06	5.40652e-07	2.15257e-07	6.8	1.33411e-08	0	0	20	0	6.23581e-09	1.2725e-09	0	0	251.309	0.0311626	0	3.23838e-05	0.085327	1.63517e-05	1.98599e-06	3.56001e-07	0	0	8.16313e-07	0	-2.70491e-26	-7.93269e-26	-7.67737e-26	0.0005
99	1.96737	0.000151045	8.79851e-06	769.912	0.0877082	0.000567387	309.917	2470	0.00146211	0.0833512	0.0834047	1.13397e-07	4650	6.04652e-06	5.64232e-07	2.24745e-07	6.8	1.40454e-08	0	0	20	0	6.23764e-09	1.27781e-09	0	0	251.221	0.0311565	0	3.40962e-05	0.0870873	1.70469e-05	2.09117e-06	3.5955e-07	0	0	8.25198e-07	0	-2.66718e-26	-8.06877e-26	-7.5375e-26	0.0005
100	1.96736	0.000143156	8.79803e-06	769.91	0.0895002	0.00057905	309.915	2470	0.00147657	0.0850522	0.0851083	1.18158e-07	4650	6.36475e-06	5.88578e-07	2.34544e-07	6.8	1.47792e-08	0	0	20	0	6.23945e-09	1.28312e-09	0	0	251.133	0.0311499	0	3.58802e-05	0.0888651	1.77639e-05	2.20077e-06	3.63099e-07	0	0	8.34082e-07	0	-2.62531e-26	-8.20307e-26	-7.43018e-26	0.0005
