Time	[gp80]	[IL6-gp80]	[IL6-gp80-gp130-JAK]	[gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)_ast2]	[(IL6-gp80-gp130-JAK)ast2-JAK]	[SHP2]	[STAT3C]	[(IL6-gp80-gp130-JAK)ast2-STAT3C]	[STAT3Cast]	[(IL6-gp80-gp130-JAK)ast2-STAT3Cast]	[SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast]	[SHP2ast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2]	[SHP2ast-Grb2]	[(IL6-gp80-gp130-JAK)ast2-SHP2-Grb2]	[SHP2ast-Grb2-SOS]	[PP1-STAT3Cast]	[PP1]	[STAT3C-STAT3Cast]	[STAT3N]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3-SHP2]	[STAT3Cast-STAT3Cast]	[STAT3Nast-STAT3Nast]	[STAT3Nast]	[PP2]	[PP2-STAT3Nast-STAT3Nast]	[STAT3N-STAT3Nast]	[Mrna-SOCS3N]	[Grb2]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Rafast-Phosp1]	[Rafast]	[Phosp1]	[MEK]	[MEK-Rafast]	[MEK-P]	[MEK-P-Phosp2]	[Phosp2]	[MEK-PP]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-PP]	[ERK-P-Phosp3]	[SOS]	[PP2-STAT3Nast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3]	[MEK-P-Rafast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GTP]	[gp130]	[MEK-PP-Phosp2]	[JAK]	[Mrna-SOCS3C]	[Ras-GTPast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SHP2]	[ERK-P-MEK-PP]	[PP1-STAT3Cast-STAT3Cast]	[Grb2-SOS]	[Phosp3]	[ERK-PP-Phosp3]
20	8	2.11223	1.72039	4.90862	0.353842	0.00120938	1.94833e-05	99.9996	999.983	0.00686132	0.0088422	5.26376e-08	5.91094e-18	2.3642e-23	6.3818e-05	3.12949e-05	3.03063e-05	3.21095e-05	1.56046e-06	3.36849e-05	0.00083889	49.9992	3.37357e-06	1.95392e-12	6.6554e-24	2.05548e-06	1.24865e-08	3.16657e-09	60	8.01104e-10	4.06726e-12	4.19082e-13	51.4141	19000	0.000213186	0.000258661	67	1.26515e-05	6.78773e-07	2.31661e-07	67	41667	2.7015e-05	0.000188272	2.91125e-06	67	2.0667e-13	35000	4.67488e-14	1.21268e-14	1.1287e-33	5.49519e-13	0.414166	1.90077e-10	9.32831e-23	1.25191e-13	8.93448e-06	0.8	1.05473e-13	4.6465	5.17121e-16	3.87848e-05	2.635e-27	3.15886e-32	1.17489e-07	33.5856	16667	9.00492e-32
21	8	2.13759	1.79613	4.85878	0.400287	0.00146274	2.36312e-05	99.9994	999.979	0.00839534	0.0115717	8.65004e-08	1.37902e-17	6.88404e-23	7.82562e-05	4.07932e-05	3.77794e-05	4.24201e-05	2.0368e-06	4.5329e-05	0.0011467	49.9989	4.61281e-06	4.4606e-12	2.12351e-23	3.72947e-06	2.39894e-08	6.48291e-09	60	1.6225e-09	8.68722e-12	8.60525e-13	51.3736	19000	0.00028094	0.000361088	66.9999	1.79871e-05	1.03818e-06	3.48129e-07	67	41667	4.08858e-05	0.000303547	4.84076e-06	67	5.35662e-13	35000	1.21607e-13	3.20057e-14	7.93141e-33	1.50312e-12	0.37366	4.09992e-10	2.81732e-22	3.08064e-13	1.2014e-05	0.8	2.82992e-13	4.52394	1.13273e-15	5.8146e-05	8.95827e-27	2.19178e-31	2.24773e-07	33.626	16667	6.61913e-31
22	8	2.16295	1.86817	4.80332	0.447712	0.00174458	2.82547e-05	99.9993	999.973	0.0101168	0.0148684	1.37223e-07	3.05806e-17	1.87696e-22	9.44977e-05	5.2246e-05	4.63024e-05	5.49648e-05	2.61164e-06	5.97845e-05	0.00153451	49.9985	6.17476e-06	9.67754e-12	6.31055e-23	6.50309e-06	4.41638e-08	1.26833e-08	60	3.13973e-09	1.7679e-11	1.68849e-12	51.3415	19000	0.000363344	0.000493189	66.9999	2.49798e-05	1.54533e-06	5.09907e-07	67	41667	6.02709e-05	0.000475424	7.80172e-06	67	1.30992e-12	35000	2.98357e-13	7.96398e-14	4.95033e-32	3.86698e-12	0.341618	8.42718e-10	7.94746e-22	7.16799e-13	1.58315e-05	0.8	7.14664e-13	4.40827	2.36464e-15	8.50206e-05	2.82902e-26	1.35148e-30	4.12028e-07	33.6579	16667	4.30634e-30
23	8	2.1885	1.93684	4.74322	0.495845	0.00205506	3.33573e-05	99.9991	999.967	0.012028	0.0187939	2.10951e-07	6.47778e-17	4.8239e-22	0.000112568	6.58689e-05	5.59013e-05	6.9999e-05	3.29593e-06	7.74444e-05	0.00201472	49.998	8.10977e-06	2.0053e-11	1.7591e-22	1.09428e-05	7.82489e-08	2.38206e-08	60	5.83179e-09	3.44434e-11	3.18038e-12	51.3161	19000	0.000462115	0.000660554	66.9999	3.39686e-05	2.24467e-06	7.29819e-07	67	41667	8.67675e-05	0.000725412	1.22247e-05	67	3.03971e-12	35000	6.94407e-13	1.87921e-13	2.77727e-31	9.41302e-12	0.316264	1.65853e-09	2.10847e-21	1.58583e-12	2.04881e-05	0.8	1.70891e-12	4.29871	4.72678e-15	0.000121548	8.35952e-26	7.49134e-30	7.26843e-07	33.6832	16667	2.51278e-29
24	8	2.21439	2.00246	4.6793	0.544455	0.0023942	3.89399e-05	99.9989	999.96	0.0141297	0.0234093	3.15295e-07	1.31637e-16	1.1753e-21	0.000132482	8.18789e-05	6.65941e-05	8.7779e-05	4.10062e-06	9.87129e-05	0.00260023	49.9974	1.04704e-05	3.98573e-11	4.62764e-22	1.78335e-05	1.33936e-07	4.31173e-08	60	1.04385e-08	6.45108e-11	5.77334e-12	51.296	19000	0.000578987	0.000869248	66.9998	4.53258e-05	3.18929e-06	1.023e-06	67	41667	0.000122269	0.00108096	1.86727e-05	67	6.7268e-12	35000	1.54086e-12	4.226e-13	1.41379e-30	2.17932e-11	0.296198	3.1383e-09	5.29189e-21	3.35201e-12	2.60874e-05	0.8	3.88919e-12	4.19459	9.08493e-15	0.000170263	2.32576e-25	3.76843e-29	1.2386e-06	33.7031	16667	1.32727e-28
25	8	2.24072	2.06528	4.61227	0.593349	0.00276193	4.50015e-05	99.9986	999.951	0.0164222	0.0287748	4.59486e-07	2.57592e-16	2.72825e-21	0.000154245	0.000100493	7.83918e-05	0.00010856	5.03672e-06	0.000124002	0.00330431	49.9967	1.33107e-05	7.62776e-11	1.15507e-21	2.82354e-05	2.22204e-07	7.548e-08	60	1.80677e-08	1.16577e-10	1.01354e-11	51.2801	19000	0.000715697	0.00112578	66.9998	5.9455e-05	4.44163e-06	1.40707e-06	67	41667	0.000168988	0.00157651	2.78684e-05	67	1.42582e-11	35000	3.27406e-12	9.09713e-13	6.59119e-30	4.82096e-11	0.280314	5.73025e-09	1.26303e-20	6.79793e-12	3.27347e-05	0.8	8.46233e-12	4.09532	1.68501e-14	0.000234133	6.12626e-25	1.73629e-28	2.04566e-06	33.7188	16667	6.40871e-28
26	8	2.26756	2.12553	4.54273	0.642365	0.00315806	5.15392e-05	99.9984	999.942	0.0189048	0.0349495	6.54525e-07	4.87002e-16	6.06031e-21	0.000177853	0.000121927	9.12996e-05	0.000132594	6.11514e-06	0.000153729	0.00414051	49.9959	1.66864e-05	1.41024e-10	2.74834e-21	4.35493e-05	3.5834e-07	1.28177e-07	60	3.03336e-08	2.03911e-10	1.72598e-11	51.2675	19000	0.000873982	0.0014371	66.9997	7.67895e-05	6.07415e-06	1.90228e-06	67	41667	0.000229473	0.00225457	4.07227e-05	67	2.90573e-11	35000	6.68738e-12	1.88179e-12	2.8373e-29	1.02306e-10	0.26774	1.01284e-08	2.87967e-20	1.32764e-11	4.05363e-05	0.8	1.7674e-11	4.0004	3.0254e-14	0.000316583	1.5352e-24	7.38872e-28	3.28397e-06	33.7312	16667	2.85059e-27
27	8	2.29496	2.18339	4.4712	0.691368	0.00358231	5.85488e-05	99.998	999.931	0.0215761	0.041991	9.13316e-07	8.92155e-16	1.29316e-20	0.000203297	0.000146395	0.000105317	0.000160133	7.34676e-06	0.000188315	0.0051225	49.9949	2.06538e-05	2.52622e-10	6.25955e-21	6.55891e-05	5.63154e-07	2.1171e-07	60	4.95292e-08	3.46206e-10	2.85869e-11	51.2575	19000	0.00105557	0.00181051	66.9996	9.77906e-05	8.16989e-06	2.53162e-06	67	41667	0.000306633	0.00316694	5.83668e-05	66.9999	5.71273e-11	35000	1.31748e-11	3.75322e-12	1.1349e-28	2.0901e-10	0.257784	1.73789e-08	6.29694e-20	2.5051e-11	4.95992e-05	0.8	3.55564e-11	3.90939	5.27323e-14	0.000421531	3.67564e-24	2.92175e-27	5.13726e-06	33.7409	16667	1.17652e-26
28	8	2.32296	2.23904	4.39813	0.740245	0.00403436	6.60249e-05	99.9977	999.919	0.0244344	0.0499551	1.25078e-06	1.58777e-15	2.65969e-20	0.000230562	0.00017411	0.000120441	0.000191423	8.74232e-06	0.000228181	0.00626402	49.9937	2.527e-05	4.39605e-10	1.36966e-20	9.66616e-05	8.644e-07	3.4092e-07	60	7.88395e-08	5.71977e-10	4.61595e-11	51.2496	19000	0.00126216	0.00225371	66.9995	0.000122946	1.0823e-05	3.32098e-06	67	41667	0.000403746	0.00437591	8.21851e-05	66.9999	1.08673e-10	35000	2.51101e-11	7.23949e-12	4.24511e-28	4.12365e-10	0.249902	2.90196e-08	1.32527e-19	4.58e-11	6.003e-05	0.8	6.91166e-11	3.8219	8.9446e-14	0.00055341	8.43989e-24	1.08064e-26	7.84876e-06	33.7485	16667	4.53298e-26
29	8	2.35156	2.29261	4.32391	0.788902	0.00451381	7.39613e-05	99.9972	999.906	0.0274773	0.0588951	1.68394e-06	2.75153e-15	5.28861e-20	0.000259628	0.000205282	0.000136663	0.000226709	1.03124e-05	0.000273748	0.00757873	49.9924	3.05924e-05	7.44868e-10	2.88874e-20	0.000139652	1.29842e-06	5.36353e-07	60	1.22598e-07	9.21591e-10	7.28153e-11	51.2433	19000	0.00149546	0.00277471	66.9993	0.000152765	1.41392e-05	4.2992e-06	67	41667	0.000524475	0.00595553	0.000113851	66.9999	2.00562e-10	35000	4.64233e-11	1.3541e-11	1.49355e-27	7.87895e-10	0.243662	4.7262e-08	2.69303e-19	8.13419e-11	7.1935e-05	0.8	1.30178e-10	3.7376	1.47975e-13	0.000717197	1.86495e-23	3.75911e-26	1.17346e-05	33.7545	16667	1.64122e-25
30	8	2.38079	2.34424	4.24885	0.837257	0.00502024	8.23508e-05	99.9968	999.891	0.0307022	0.0688624	2.23203e-06	4.65253e-15	1.01937e-19	0.000290472	0.000240117	0.000153972	0.00026623	1.20675e-05	0.000325434	0.00908015	49.9909	3.66784e-05	1.23145e-09	5.88916e-20	0.000198117	1.91201e-06	8.25926e-07	60	1.8659e-07	1.451e-09	1.12424e-10	51.2383	19000	0.00175713	0.0033818	66.9991	0.000187783	1.8236e-05	5.49816e-06	67	41667	0.00067288	0.00799294	0.000155362	66.9998	3.59945e-10	35000	8.34505e-11	2.46183e-11	4.96086e-27	1.46148e-09	0.238722	7.52203e-08	5.2981e-19	1.40657e-10	8.54199e-05	0.8	2.38143e-10	3.65619	2.39228e-13	0.000918432	3.97719e-23	1.23489e-25	1.71985e-05	33.7591	16667	5.59991e-25
31	8	2.41063	2.39403	4.17324	0.885243	0.00555316	9.11857e-05	99.9963	999.875	0.0341061	0.0799054	2.9165e-06	7.69012e-15	1.90913e-19	0.000323066	0.00027882	0.000172355	0.000310221	1.40179e-05	0.000383654	0.0107816	49.9892	4.35853e-05	1.99012e-09	1.16349e-19	0.000276379	2.76447e-06	1.24694e-06	60	2.78408e-07	2.23634e-09	1.70172e-10	51.2343	19000	0.00204882	0.00408357	66.9989	0.000228551	2.32433e-05	6.95287e-06	67	41667	0.000853425	0.0105897	0.000209081	66.9998	6.29512e-10	35000	1.46167e-10	4.35967e-11	1.56299e-26	2.63766e-09	0.234812	1.17199e-07	1.01162e-18	2.37296e-10	0.000100589	0.8	4.24075e-10	3.57741	3.78606e-13	0.00116324	8.20759e-23	3.84909e-25	2.47485e-05	33.7626	16667	1.80949e-24
32	8	2.44108	2.44209	4.09734	0.932801	0.00611208	0.000100457	99.9957	999.857	0.0376859	0.0920695	3.76109e-06	1.24458e-14	3.48166e-19	0.000357382	0.000321589	0.000191798	0.000358913	1.61737e-05	0.000448818	0.0126959	49.9873	5.13699e-05	3.14912e-09	2.2328e-19	0.000379623	3.92995e-06	1.84843e-06	60	4.07862e-07	3.37936e-09	2.52903e-10	51.2312	19000	0.00237213	0.00488883	66.9986	0.00027564	2.93033e-05	8.70144e-06	67	41667	0.00107098	0.0138631	0.000277773	66.9997	1.07492e-09	35000	2.49937e-10	7.53485e-11	4.6894e-26	4.64106e-09	0.231717	1.79048e-07	1.87892e-18	3.91293e-10	0.000117546	0.8	7.36568e-10	3.50106	5.87488e-13	0.00145835	1.64299e-22	1.14267e-24	3.50146e-05	33.7653	16667	5.56107e-24
33	8	2.47212	2.48849	4.02135	0.979882	0.00669647	0.000110157	99.9951	999.837	0.0414381	0.105397	4.79182e-06	1.97519e-14	6.19463e-19	0.000393388	0.000368622	0.000212283	0.000412532	1.85446e-05	0.000521331	0.0148357	49.9851	6.00886e-05	4.88653e-09	4.17083e-19	0.000514004	5.4999e-06	2.694e-06	60	5.87438e-07	5.01391e-09	3.69518e-10	51.2286	19000	0.00272865	0.00580657	66.9983	0.000329636	3.65708e-05	1.07852e-05	67	41667	0.00133084	0.0179478	0.000364646	66.9996	1.79515e-09	35000	4.17943e-10	1.27313e-10	1.34454e-25	7.9758e-09	0.22927	2.68585e-07	3.40139e-18	6.31699e-10	0.000136391	0.8	1.25004e-09	3.42692	8.95077e-13	0.00181111	3.19724e-22	3.24228e-24	4.87677e-05	33.7673	16667	1.63142e-23
34	8	2.50375	2.53332	3.94546	1.02644	0.00730578	0.000120276	99.9944	999.816	0.0453593	0.119927	6.03695e-06	3.07804e-14	1.07715e-18	0.000431051	0.00042011	0.000233791	0.0004713	2.11405e-05	0.000601592	0.0172131	49.9827	6.97974e-05	7.44563e-09	7.59802e-19	0.000686738	7.58576e-06	3.86497e-06	60	8.32816e-07	7.31342e-09	5.31437e-10	51.2266	19000	0.00311993	0.006846	66.9979	0.000391137	4.52132e-05	1.32486e-05	67	41667	0.0016387	0.0229966	0.00047339	66.9995	2.93659e-09	35000	6.84521e-10	2.10631e-10	3.69639e-25	1.34091e-08	0.227334	3.96114e-07	6.01243e-18	9.99914e-10	0.000157225	0.8	2.07625e-09	3.35483	1.34068e-12	0.0022295	6.06032e-22	8.8227e-24	6.69396e-05	33.7688	16667	4.58415e-23
35	8	2.53594	2.57664	3.86982	1.07245	0.00793943	0.000130805	99.9937	999.793	0.0494456	0.135693	7.52697e-06	4.71571e-14	1.83335e-18	0.000470336	0.000476241	0.000256305	0.000535433	2.39708e-05	0.000689993	0.0198395	49.9801	8.05514e-05	1.11538e-08	1.35214e-18	0.000906207	1.03218e-05	5.4641e-06	60	1.16345e-06	1.04996e-08	7.53135e-10	51.225	19000	0.00354749	0.00801645	66.9975	0.000460756	5.54109e-05	1.61393e-05	66.9999	41667	0.00200068	0.0291828	0.000608221	66.9994	4.71208e-09	35000	1.09963e-09	3.41698e-10	9.76836e-25	2.20867e-08	0.225805	5.75021e-07	1.03942e-17	1.55397e-09	0.000180146	0.8	3.37996e-09	3.28464	1.97647e-12	0.00272215	1.12088e-21	2.308e-23	9.0644e-05	33.7698	16667	1.23712e-22
36	8	2.56867	2.61852	3.79458	1.11786	0.00859685	0.000141733	99.9929	999.768	0.0536932	0.152729	9.2945e-06	7.11063e-14	3.05869e-18	0.000511207	0.000537199	0.000279802	0.000605143	2.70446e-05	0.000786917	0.0227257	49.9772	9.24049e-05	1.64456e-08	2.35423e-18	0.00118205	1.38682e-05	7.61971e-06	60	1.60317e-06	1.4852e-08	1.05274e-09	51.2237	19000	0.0040128	0.00932738	66.997	0.000539113	6.73565e-05	1.95081e-05	66.9999	41667	0.00242331	0.0367004	0.000773921	66.9992	7.42605e-09	35000	1.73482e-09	5.44236e-10	2.48784e-24	3.56906e-08	0.224598	8.22484e-07	1.76003e-17	2.374e-09	0.00020525	0.8	5.4e-09	3.21623	2.87086e-12	0.00329833	2.02609e-21	5.81987e-23	0.000121198	33.7704	16667	3.21431e-22
37	8	2.60192	2.65902	3.71986	1.16265	0.00927743	0.000153051	99.992	999.741	0.0580982	0.171059	1.13742e-05	1.05632e-13	5.00847e-18	0.000553627	0.000603164	0.000304262	0.000680634	3.0371e-05	0.000892742	0.025882	49.974	0.000105412	2.38902e-08	4.01602e-18	0.00152524	1.84139e-05	1.04903e-05	60	2.18088e-06	2.07193e-08	1.45273e-09	51.2227	19000	0.00451731	0.0107883	66.9964	0.000626838	8.12557e-05	2.3409e-05	66.9999	41667	0.00291355	0.0457667	0.000975877	66.999	1.15075e-08	35000	2.69098e-09	8.52051e-10	6.12232e-24	5.66498e-08	0.223646	1.16029e-06	2.92293e-17	3.56912e-09	0.00023263	0.8	8.47721e-09	3.14947	4.11244e-12	0.003968	3.58452e-21	1.41831e-22	0.000160142	33.7707	16667	8.06207e-22
38	8	2.63568	2.69819	3.64575	1.20679	0.00998056	0.000164749	99.9911	999.713	0.0626566	0.190708	1.38027e-05	1.54741e-13	8.05863e-18	0.000597557	0.000674311	0.000329664	0.000762109	3.39587e-05	0.00100784	0.0293177	49.9705	0.000119625	3.42244e-08	6.72074e-18	0.00194819	2.41799e-05	1.42699e-05	60	2.93127e-06	2.85311e-08	1.98065e-09	51.2218	19000	0.00506242	0.012409	66.9957	0.000724566	9.73263e-05	2.7899e-05	66.9999	41666.9	0.00347873	0.0566224	0.00122013	66.9988	1.75527e-08	35000	4.10845e-09	1.31263e-09	1.45864e-23	8.84197e-08	0.222898	1.61574e-06	4.76667e-17	5.28594e-09	0.000262378	0.8	1.30908e-08	3.08427	5.81471e-12	0.00474176	6.21524e-21	3.34635e-22	0.000209263	33.7707	16667	1.95649e-21
39	8	2.66991	2.73607	3.57236	1.25027	0.0107056	0.000176816	99.9901	999.682	0.0673642	0.211694	1.66183e-05	2.23718e-13	1.27545e-17	0.000642959	0.000750809	0.000355983	0.000849762	3.78162e-05	0.00113256	0.0330413	49.9667	0.000135096	4.83905e-08	1.10462e-17	0.0024648	3.14223e-05	1.91933e-05	60	3.89555e-06	3.88113e-08	2.67e-09	51.2211	19000	0.0056495	0.014199	66.9949	0.000832937	0.000115799	3.30381e-05	66.9999	41666.9	0.0041266	0.0695342	0.00151339	66.9985	2.6379e-08	35000	6.1798e-09	1.99177e-09	3.37047e-23	1.35846e-07	0.22231	2.22273e-06	7.64168e-17	7.71906e-09	0.000294584	0.8	1.99054e-08	3.02054	8.12157e-12	0.00563091	1.05745e-20	7.65923e-22	0.000270616	33.7706	16667	4.60102e-21
40	8	2.70461	2.77272	3.49976	1.29306	0.011452	0.000189241	99.989	999.649	0.0722169	0.234029	1.98611e-05	3.19462e-13	1.98764e-17	0.000689794	0.000832825	0.000383198	0.000943785	4.19518e-05	0.00126726	0.0370606	49.9626	0.000151878	6.75817e-08	1.78505e-17	0.00309049	4.04357e-05	2.55428e-05	60	5.12225e-06	5.21926e-08	3.5611e-09	51.2205	19000	0.00627988	0.016168	66.994	0.000952596	0.000136915	3.88894e-05	66.9999	41666.9	0.0048653	0.0847949	0.00186313	66.9981	3.90941e-08	35000	9.16611e-09	2.9795e-09	7.56924e-23	2.05637e-07	0.221851	3.02292e-06	1.20554e-16	1.11239e-08	0.000329335	0.8	2.9831e-08	2.95819	1.12136e-11	0.0066474	1.76733e-20	1.70419e-21	0.000346538	33.7702	16667	1.05066e-20
41	8	2.73974	2.80817	3.42801	1.33515	0.0122191	0.000202015	99.9879	999.615	0.0772105	0.257723	2.35723e-05	4.50882e-13	3.0526e-17	0.000738022	0.000920521	0.000411285	0.00104436	4.63735e-05	0.00141229	0.0413822	49.9582	0.00017002	9.3293e-08	2.83891e-17	0.00384231	5.15558e-05	3.36541e-05	60	6.66803e-06	6.94313e-08	4.70212e-09	51.22	19000	0.00695486	0.0183259	66.993	0.00108419	0.00016093	4.55187e-05	66.9998	41666.9	0.00570335	0.102726	0.00227756	66.9977	5.7181e-08	35000	1.34173e-08	4.39759e-09	1.65468e-22	3.0696e-07	0.221493	4.06702e-06	1.87327e-16	1.58321e-08	0.000366716	0.8	4.40983e-08	2.89718	1.53156e-11	0.00780389	2.90455e-20	3.69162e-21	0.000439673	33.7697	16667	2.3339e-20
42	8	2.77528	2.84247	3.35717	1.37651	0.0130062	0.000215127	99.9867	999.578	0.0823407	0.28278	2.77946e-05	6.29381e-13	4.62399e-17	0.000787602	0.00101405	0.000440221	0.00115167	5.10891e-05	0.00156797	0.0460119	49.9534	0.000189574	1.2738e-07	4.4474e-17	0.00473889	6.51625e-05	4.39243e-05	60	8.59849e-06	9.14244e-08	6.1501e-09	51.2196	19000	0.00767567	0.0206822	66.9919	0.00122836	0.000188108	5.29948e-05	66.9998	41666.9	0.00664964	0.123676	0.00276571	66.9972	8.26047e-08	35000	1.93972e-08	6.40886e-09	3.5266e-22	4.52204e-07	0.221217	5.41625e-06	2.86955e-16	2.22699e-08	0.000406808	0.8	6.43539e-08	2.83743	2.07046e-11	0.0091137	4.69842e-20	7.79761e-21	0.000552983	33.7691	16667	5.05123e-20
43	8	2.81122	2.87564	3.28731	1.41714	0.0138128	0.000228565	99.9854	999.539	0.0876033	0.3092	3.25714e-05	8.69422e-13	6.91362e-17	0.000838495	0.00111357	0.000469981	0.00126589	5.61059e-05	0.00173464	0.0509544	49.9484	0.000210589	1.72127e-07	6.86873e-17	0.0058005	8.16825e-05	5.68184e-05	60	1.0989e-05	1.19226e-07	7.97209e-09	51.2193	19000	0.00844354	0.0232467	66.9906	0.00138575	0.000218727	6.13892e-05	66.9998	41666.8	0.00771343	0.148028	0.00333745	66.9967	1.17942e-07	35000	2.77144e-08	9.22878e-09	7.33785e-22	6.57924e-07	0.221005	7.14388e-06	4.33675e-16	3.09801e-08	0.000449693	0.8	9.27764e-08	2.77889	2.77194e-11	0.0105908	7.48707e-20	1.60821e-20	0.000689765	33.7683	16667	1.06665e-19
44	8	2.84752	2.90773	3.21845	1.45703	0.0146381	0.00024232	99.984	999.497	0.092994	0.336976	3.79471e-05	1.18919e-12	1.02103e-16	0.000890659	0.00121922	0.000500542	0.00138718	6.14314e-05	0.0019126	0.0562135	49.9429	0.000233116	2.30317e-07	1.04663e-16	0.00704898	0.000101592	7.28781e-05	60	1.39254e-05	1.54064e-07	1.02464e-08	51.219	19000	0.00925963	0.026029	66.9892	0.00155701	0.000253074	7.07759e-05	66.9997	41666.8	0.0089043	0.176192	0.00400353	66.996	1.6654e-07	35000	3.916e-08	1.31397e-08	1.49247e-21	9.46014e-07	0.220846	9.33695e-06	6.47093e-16	4.26474e-08	0.000495447	0.8	1.3222e-07	2.72152	3.67714e-11	0.0122499	1.17627e-19	3.24273e-20	0.000853661	33.7674	16667	2.20048e-19
45	8	2.88418	2.93877	3.15064	1.49615	0.0154816	0.00025638	99.9826	999.454	0.0985085	0.3661	4.39663e-05	1.61139e-12	1.49037e-16	0.000944054	0.00133115	0.000531879	0.00151571	6.70725e-05	0.00210216	0.0617916	49.9372	0.000257204	3.0532e-07	1.57455e-16	0.00850777	0.000125418	9.27294e-05	60	1.7505e-05	1.97362e-07	1.30636e-08	51.2187	18999.9	0.0101251	0.0290387	66.9877	0.00174277	0.000291448	8.12316e-05	66.9997	41666.8	0.0102322	0.208613	0.00477562	66.9952	2.32707e-07	35000	5.47526e-08	1.85081e-08	2.9709e-21	1.34515e-06	0.220728	1.20981e-05	9.53917e-16	5.81291e-08	0.000544146	0.8	1.86389e-07	2.66528	4.83558e-11	0.0141064	1.82329e-19	6.40017e-20	0.00104866	33.7664	16667	4.44043e-19
46	8	2.92117	2.96878	3.08391	1.53451	0.0163426	0.000270735	99.9811	999.408	0.104142	0.396555	5.06738e-05	2.1641e-12	2.15143e-16	0.000998639	0.0014495	0.000563968	0.00165164	7.30359e-05	0.00230362	0.0676903	49.931	0.000282903	4.01182e-07	2.34023e-16	0.0102018	0.000153741	0.000117091	60	2.1837e-05	2.5075e-07	1.65284e-08	51.2184	18999.9	0.011041	0.0322852	66.9859	0.00194367	0.000334157	9.28352e-05	66.9997	41666.7	0.0117074	0.245769	0.00566633	66.9943	3.21941e-07	35000	7.57931e-08	2.58057e-08	5.79432e-21	1.89255e-06	0.220644	1.55474e-05	1.39016e-15	7.84893e-08	0.000595863	0.8	2.60047e-07	2.61013	6.30654e-11	0.0161762	2.79036e-19	1.23785e-19	0.00127912	33.7653	16667	8.77485e-19
47	8	2.95846	2.9978	3.01829	1.57209	0.0172204	0.000285373	99.9794	999.359	0.109891	0.428322	5.81145e-05	2.88186e-12	3.07313e-16	0.00105437	0.0015744	0.000596785	0.00179511	7.93282e-05	0.00251727	0.07391	49.9245	0.000310262	5.22724e-07	3.43841e-16	0.0121575	0.000187195	0.000146784	60	2.70435e-05	3.16092e-07	2.07601e-08	51.2182	18999.9	0.0120083	0.0357781	66.984	0.00216034	0.000381518	0.000105668	66.9996	41666.7	0.0133404	0.288174	0.00668927	66.9933	4.41203e-07	35000	1.03929e-07	3.56342e-08	1.10842e-20	2.63608e-06	0.220587	1.98246e-05	2.00391e-15	1.05039e-07	0.000650667	0.8	3.59272e-07	2.55604	8.16044e-11	0.0184761	4.21882e-19	2.34849e-19	0.00154974	33.7642	16667	1.69992e-18
48	8	2.99605	3.02585	2.95379	1.60889	0.0181145	0.000300285	99.9777	999.308	0.115751	0.461379	6.63328e-05	3.80684e-12	4.34585e-16	0.00111121	0.00170597	0.000630305	0.00194628	8.59556e-05	0.00274338	0.08045	49.9177	0.000339332	6.75654e-07	4.99685e-16	0.0144026	0.000226471	0.000182739	59.9999	3.32599e-05	3.95494e-07	2.58948e-08	51.218	18999.9	0.0130282	0.0395264	66.9819	0.00239341	0.000433858	0.000119814	66.9996	41666.6	0.0151421	0.336377	0.00785903	66.9921	5.99237e-07	35000	1.41231e-07	4.87556e-08	2.08157e-20	3.63682e-06	0.220551	2.5091e-05	2.8588e-15	1.39384e-07	0.000708626	0.8	4.9175e-07	2.50298	1.04804e-10	0.0210233	6.30532e-19	4.37482e-19	0.00186559	33.7629	16667	3.23149e-18
49	8	3.0339	3.05295	2.89044	1.64491	0.0190241	0.00031546	99.976	999.255	0.121718	0.495697	7.53725e-05	4.99016e-12	6.08716e-16	0.00116912	0.00184434	0.000664504	0.00210529	9.2924e-05	0.00298223	0.0873085	49.9105	0.000370164	8.66683e-07	7.18626e-16	0.016966	0.000272313	0.000226007	59.9999	4.06355e-05	4.9133e-07	3.20862e-08	51.2178	18999.9	0.0141016	0.0435396	66.9796	0.00264348	0.000491514	0.000135359	66.9995	41666.6	0.0171236	0.390961	0.00919128	66.9908	8.06949e-07	35000	1.90284e-07	6.61271e-08	3.84108e-20	4.97208e-06	0.220535	3.15319e-05	4.03825e-15	1.83473e-07	0.000769805	0.8	6.67136e-07	2.45093	1.3364e-10	0.0238359	9.32063e-19	8.00878e-19	0.00223206	33.7615	16667	6.03338e-18
