Time	[gp80]	[IL6-gp80]	[IL6-gp80-gp130-JAK]	[gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)_ast2]	[(IL6-gp80-gp130-JAK)ast2-JAK]	[SHP2]	[STAT3C]	[(IL6-gp80-gp130-JAK)ast2-STAT3C]	[STAT3Cast]	[(IL6-gp80-gp130-JAK)ast2-STAT3Cast]	[SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast]	[SHP2ast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2]	[SHP2ast-Grb2]	[(IL6-gp80-gp130-JAK)ast2-SHP2-Grb2]	[SHP2ast-Grb2-SOS]	[PP1-STAT3Cast]	[PP1]	[STAT3C-STAT3Cast]	[STAT3N]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3-SHP2]	[STAT3Cast-STAT3Cast]	[STAT3Nast-STAT3Nast]	[STAT3Nast]	[PP2]	[PP2-STAT3Nast-STAT3Nast]	[STAT3N-STAT3Nast]	[Mrna-SOCS3N]	[Grb2]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Rafast-Phosp1]	[Rafast]	[Phosp1]	[MEK]	[MEK-Rafast]	[MEK-P]	[MEK-P-Phosp2]	[Phosp2]	[MEK-PP]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-PP]	[ERK-P-Phosp3]	[SOS]	[PP2-STAT3Nast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3]	[MEK-P-Rafast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GTP]	[gp130]	[MEK-PP-Phosp2]	[JAK]	[Mrna-SOCS3C]	[Ras-GTPast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SHP2]	[ERK-P-MEK-PP]	[PP1-STAT3Cast-STAT3Cast]	[Grb2-SOS]	[Phosp3]	[ERK-PP-Phosp3]
50	8	3.072	3.07915	2.82825	1.68013	0.0199487	0.000330887	99.9741	999.199	0.127786	0.531245	8.52764e-05	6.49344e-12	8.44876e-16	0.00122806	0.00198963	0.000699357	0.00227227	0.000100239	0.00323406	0.0944826	49.9029	0.000402807	1.10365e-06	1.02326e-15	0.0198778	0.000325523	0.000277764	59.9999	4.93339e-05	6.0625e-07	3.95072e-08	51.2176	18999.9	0.0152293	0.0478265	66.9771	0.00291116	0.000554829	0.000152389	66.9994	41666.5	0.0192963	0.45255	0.0107027	66.9893	1.07785e-06	35000	2.54288e-07	8.89434e-08	6.97038e-20	6.739e-06	0.220532	3.93588e-05	5.65076e-15	2.39663e-07	0.000834267	0.8	8.97464e-07	2.39987	1.69251e-10	0.0269324	1.36341e-18	1.44202e-18	0.0026549	33.7601	16667	1.10733e-17
51	8	3.11032	3.10445	2.76723	1.71455	0.0208877	0.000346555	99.9721	999.141	0.133953	0.567987	9.60864e-05	8.39051e-12	1.16249e-15	0.00128798	0.00214195	0.000734841	0.00244734	0.000107907	0.00349914	0.101968	49.8949	0.000437315	1.39567e-06	1.44327e-15	0.023169	0.000386955	0.000339326	59.9999	5.95332e-05	7.43201e-07	4.83513e-08	51.2174	18999.9	0.0164124	0.0523961	66.9743	0.00319706	0.000624155	0.000170995	66.9994	41666.4	0.0216719	0.521805	0.0124112	66.9876	1.42856e-06	35000	3.37185e-07	1.18684e-07	1.2449e-19	9.05876e-06	0.220543	4.88114e-05	7.83632e-15	3.1078e-07	0.000902073	0.8	1.19763e-06	2.34977	2.12958e-10	0.0303321	1.97452e-18	2.5557e-18	0.00314016	33.7585	16667	1.99938e-17
52	8	3.14886	3.12888	2.70739	1.74817	0.0218403	0.000362454	99.9701	999.08	0.140213	0.605886	0.000107843	1.07693e-11	1.58623e-15	0.00134885	0.00230142	0.000770931	0.00263065	0.000115932	0.00377769	0.109761	49.8865	0.00047374	1.75323e-06	2.01728e-15	0.0268714	0.000457517	0.000412151	59.9999	7.14266e-05	9.05439e-07	5.88338e-08	51.2172	18999.9	0.0176516	0.0572573	66.9713	0.00350175	0.000699851	0.000191268	66.9993	41666.4	0.0242622	0.599426	0.0143356	66.9857	1.87941e-06	35000	4.43797e-07	1.57172e-07	2.18978e-19	1.20816e-05	0.220564	6.01607e-05	1.07741e-14	4.002e-07	0.000973279	0.8	1.58597e-06	2.30062	2.66285e-10	0.0340548	2.83231e-18	4.46163e-18	0.00369419	33.7569	16667	3.55418e-17
53	8	3.18758	3.15246	2.64874	1.78099	0.0228061	0.000378573	99.9679	999.017	0.146563	0.644901	0.000120584	1.3734e-11	2.14727e-15	0.00141063	0.00246814	0.000807603	0.0028223	0.000124319	0.00406995	0.117854	49.8778	0.000512134	2.18842e-06	2.79521e-15	0.0310175	0.000538169	0.000497851	59.9998	8.5222e-05	1.09654e-06	7.11929e-08	51.217	18999.9	0.0189477	0.0624185	66.9681	0.00382582	0.000782282	0.0002133	66.9992	41666.3	0.0270793	0.686151	0.016496	66.9835	2.45511e-06	35000	5.79987e-07	2.06637e-07	3.7962e-19	1.59923e-05	0.220594	7.37106e-05	1.46919e-14	5.11927e-07	0.00104794	0.8	2.08488e-06	2.25241	3.30983e-10	0.0381211	4.02573e-18	7.67742e-18	0.00432361	33.7552	16667	6.22456e-17
54	8	3.22647	3.17522	2.59128	1.81301	0.0237843	0.000394902	99.9657	998.951	0.152999	0.684987	0.000134347	1.74074e-11	2.88464e-15	0.00147327	0.00264221	0.000844833	0.00302241	0.000133074	0.00437614	0.126242	49.8687	0.000552553	2.715e-06	3.84109e-15	0.0356399	0.00062992	0.000598197	59.9998	0.000101142	1.3204e-06	8.56916e-08	51.2168	18999.9	0.0203016	0.0678882	66.9646	0.00416984	0.000871821	0.000237186	66.9991	41666.2	0.0301354	0.78276	0.0189137	66.9811	3.18552e-06	35000	7.52844e-07	2.69792e-07	6.49017e-19	2.10172e-05	0.220631	8.98006e-05	1.98772e-14	6.50692e-07	0.00112611	0.8	2.72159e-06	2.20511	4.09051e-10	0.0425519	5.6721e-18	1.30302e-17	0.00503529	33.7534	16667	1.0747e-16
55	8	3.26551	3.19717	2.53501	1.84422	0.0247744	0.000411431	99.9634	998.882	0.159515	0.7261	0.000149167	2.19335e-11	3.84699e-15	0.00153674	0.00282372	0.000882597	0.00323109	0.0001422	0.00469647	0.134916	49.8592	0.000595051	3.34863e-06	5.23646e-15	0.0407719	0.000733824	0.00071513	59.9998	0.000119425	1.58127e-06	1.02618e-07	51.2166	18999.9	0.0217139	0.0736747	66.9608	0.00453435	0.000968846	0.000263021	66.999	41666.1	0.0334431	0.890074	0.0216111	66.9784	4.10656e-06	35000	9.70896e-07	3.49917e-07	1.09492e-18	2.74317e-05	0.220676	0.000108808	2.66904e-14	8.22051e-07	0.00120785	0.8	3.52901e-06	2.15871	5.02763e-10	0.0473688	7.92498e-18	2.18251e-17	0.00583631	33.7516	16667	1.83038e-16
56	8	3.30467	3.21834	2.47993	1.87463	0.0257757	0.00042815	99.9609	998.811	0.166108	0.768192	0.000165077	2.74802e-11	5.09452e-15	0.00160099	0.00301277	0.000920873	0.00344845	0.000151703	0.00503115	0.143869	49.8494	0.000639685	4.10698e-06	7.08442e-15	0.0464465	0.000850979	0.00085076	59.9997	0.000140323	1.88373e-06	1.22287e-07	51.2164	18999.8	0.0231854	0.0797862	66.9567	0.00491991	0.00107374	0.000290902	66.9989	41665.9	0.0370148	1.00895	0.0246117	66.9754	5.26118e-06	35000	1.24434e-06	4.50961e-07	1.82377e-18	3.55688e-05	0.220726	0.000131151	3.55803e-14	1.0325e-06	0.00129318	0.8	4.54667e-06	2.11321	6.14695e-10	0.0525942	1.09839e-17	3.60976e-17	0.00673391	33.7496	16667	3.07699e-16
57	8	3.34395	3.23873	2.42605	1.90424	0.0267877	0.000445048	99.9584	998.737	0.172775	0.811215	0.000182107	3.42425e-11	6.7013e-15	0.001666	0.00320945	0.000959636	0.00367458	0.000161585	0.00538036	0.15309	49.8392	0.000686511	5.00994e-06	9.51455e-15	0.0526968	0.00098252	0.00100738	59.9997	0.000164101	2.23271e-06	1.45041e-07	51.2161	18999.8	0.0247167	0.0862304	66.9523	0.00532703	0.00118689	0.000320926	66.9988	41665.8	0.0408634	1.1403	0.0279404	66.9721	6.70048e-06	35000	1.58532e-06	5.77651e-07	3.00087e-18	4.58293e-05	0.220782	0.000157288	4.71029e-14	1.28961e-06	0.00138218	0.8	5.82186e-06	2.06859	7.47747e-10	0.0582507	1.51063e-17	5.89851e-17	0.00773549	33.7476	16667	5.10823e-16
58	8	3.38332	3.25838	2.37335	1.93305	0.0278098	0.000462115	99.9558	998.66	0.17951	0.855119	0.000200285	4.24462e-11	8.75795e-15	0.00173172	0.00341383	0.000998863	0.00390957	0.000171852	0.00574429	0.162571	49.8286	0.000735589	6.07978e-06	1.26886e-14	0.0595553	0.00112962	0.00118747	59.9996	0.000191039	2.63347e-06	1.71251e-07	51.2159	18999.8	0.0263084	0.0930152	66.9476	0.00575623	0.00130868	0.000353193	66.9987	41665.6	0.0450017	1.28507	0.0316233	66.9684	8.48501e-06	35000	2.00823e-06	7.35617e-07	4.88014e-18	5.86934e-05	0.220843	0.000187723	6.19421e-14	1.60214e-06	0.00147487	0.8	7.41084e-06	2.02484	9.05177e-10	0.0643617	2.06223e-17	9.52715e-17	0.00884854	33.7455	16667	8.37915e-16
59	8	3.42276	3.2773	2.32183	1.96106	0.0288413	0.000479343	99.9531	998.581	0.18631	0.899855	0.000219637	5.23509e-11	1.13747e-14	0.00179811	0.003626	0.00103853	0.00415351	0.000182505	0.00612312	0.172302	49.8176	0.000786976	7.3413e-06	1.68074e-14	0.0670542	0.00129347	0.00139368	59.9996	0.000221428	3.09163e-06	2.01318e-07	51.2157	18999.8	0.0279611	0.100148	66.9425	0.00620803	0.00143952	0.000387801	66.9986	41665.5	0.0494428	1.44424	0.0356876	66.9643	1.06861e-05	35000	2.53003e-06	9.31535e-07	7.84737e-18	7.47326e-05	0.220909	0.000223007	8.09349e-14	1.98022e-06	0.00157129	0.8	9.38024e-06	1.98195	1.09062e-09	0.0709509	2.79522e-17	1.52173e-16	0.0100806	33.7433	16667	1.35869e-15
60	8	3.46225	3.29551	2.27148	1.98828	0.0298818	0.00049672	99.9502	998.499	0.193171	0.945372	0.000240186	6.42544e-11	1.46851e-14	0.00186514	0.00384602	0.00107862	0.0044065	0.000193549	0.006517	0.182271	49.8063	0.000840733	8.82202e-06	2.21187e-14	0.0752251	0.00147531	0.00162888	59.9995	0.000255572	3.61313e-06	2.3567e-07	51.2155	18999.8	0.0296754	0.107636	66.9371	0.0066829	0.0015798	0.000424852	66.9984	41665.3	0.0541996	1.61884	0.0401618	66.9598	1.33877e-05	35000	3.17066e-06	1.17328e-06	1.24828e-17	9.46254e-05	0.220979	0.000263738	1.051e-13	2.43546e-06	0.0016715	0.8	1.18086e-05	1.93991	1.30814e-09	0.0780427	3.76283e-17	2.4047e-16	0.0114393	33.741	16667	2.17882e-15
61	8	3.50177	3.31302	2.22231	2.0147	0.0309307	0.000514238	99.9473	998.414	0.200089	0.991621	0.000261952	7.84967e-11	1.88497e-14	0.00193276	0.00407398	0.0011191	0.0046686	0.000204987	0.00692611	0.192467	49.7946	0.00089692	1.05524e-05	2.89265e-14	0.0840985	0.00167638	0.00189612	59.9994	0.000293785	4.20424e-06	2.7477e-07	51.2153	18999.8	0.0314517	0.115487	66.9313	0.00718131	0.00172992	0.000464445	66.9983	41665.1	0.0592854	1.80995	0.0450757	66.9549	1.66877e-05	35000	3.9534e-06	1.47012e-06	1.96509e-17	0.000119172	0.221053	0.000310563	1.35672e-13	2.9812e-06	0.00177551	0.8	1.4788e-05	1.89871	1.56223e-09	0.085662	5.03201e-17	3.76105e-16	0.0129321	33.7386	16667	3.457e-15
62	8	3.5413	3.32986	2.17428	2.04034	0.0319873	0.000531887	99.9443	998.326	0.207061	1.03855	0.000284954	9.54646e-11	2.40611e-14	0.00200095	0.00430994	0.00115996	0.00493989	0.000216822	0.00735058	0.20288	49.7826	0.000955597	1.25658e-05	3.76018e-14	0.0937042	0.00189794	0.00219864	59.9993	0.000336393	4.87153e-06	3.19108e-07	51.215	18999.7	0.0332906	0.123707	66.9252	0.00770374	0.00189029	0.000506682	66.9981	41664.9	0.0647134	2.01868	0.0504603	66.9495	2.07001e-05	35000	4.90542e-06	1.83289e-06	3.06269e-17	0.000149314	0.221131	0.000364181	1.74135e-13	3.63263e-06	0.00188337	0.8	1.84264e-05	1.85834	1.85786e-09	0.0938339	6.68658e-17	5.82447e-16	0.0145666	33.7361	16667	5.42911e-15
63	8	3.58083	3.34603	2.12741	2.0652	0.0330511	0.000549657	99.9412	998.235	0.214082	1.08612	0.000309207	1.15597e-10	3.0549e-14	0.00206967	0.00455395	0.00120117	0.00522044	0.000229056	0.00779055	0.213498	49.7702	0.00101683	1.4899e-05	4.8595e-14	0.104071	0.00214126	0.00253988	59.9992	0.000383726	5.62189e-06	3.69208e-07	51.2148	18999.7	0.0351925	0.132303	66.9186	0.00825061	0.00206131	0.000551664	66.9979	41664.6	0.0704968	2.2462	0.0563479	66.9436	2.55574e-05	35000	6.05819e-06	2.27423e-06	4.72756e-17	0.000186154	0.221214	0.000425341	2.22271e-13	4.40702e-06	0.00199512	0.8	2.2849e-05	1.8188	2.2005e-09	0.102584	8.8308e-17	8.93437e-16	0.0163502	33.7336	16667	8.44244e-15
64	8	3.62034	3.36155	2.08167	2.08929	0.0341217	0.00056754	99.938	998.142	0.221148	1.13427	0.000334725	1.39388e-10	3.85859e-14	0.00213888	0.00480608	0.00124272	0.00551032	0.000241691	0.00824616	0.224308	49.7574	0.00108067	1.7592e-05	6.24502e-14	0.115225	0.00240762	0.00292347	59.9991	0.000436127	6.46247e-06	4.25622e-07	51.2145	18999.7	0.0371577	0.141282	66.9117	0.00882237	0.00224339	0.000599494	66.9978	41664.4	0.0766489	2.49371	0.0627719	66.9372	3.14124e-05	35000	7.44812e-06	2.80879e-06	7.22997e-17	0.000230975	0.2213	0.000494848	2.82204e-13	5.32396e-06	0.00211077	0.8	2.82014e-05	1.78007	2.59617e-09	0.11194	1.15938e-16	1.35794e-15	0.0182901	33.7309	16667	1.3004e-14
65	8	3.6598	3.37645	2.03706	2.1126	0.0351984	0.000585526	99.9347	998.045	0.228257	1.18296	0.000361517	1.67395e-10	4.8494e-14	0.00220855	0.00506638	0.00128457	0.00580957	0.000254731	0.00871753	0.235301	49.7443	0.00114718	2.06884e-05	7.98218e-14	0.127194	0.00269829	0.00335326	59.9989	0.000493941	7.40069e-06	4.88937e-07	51.2143	18999.7	0.0391867	0.15065	66.9043	0.00941941	0.00243693	0.000650272	66.9976	41664.1	0.0831831	2.76245	0.0697672	66.9302	3.84414e-05	35000	9.11714e-06	3.45357e-06	1.09585e-16	0.00028527	0.22139	0.00057356	3.56459e-13	6.40554e-06	0.00223035	0.8	3.46515e-05	1.74215	3.05144e-09	0.121926	1.51344e-16	2.04579e-15	0.0203934	33.7282	16667	1.98479e-14
66	8	3.6992	3.39073	1.99355	2.13516	0.0362808	0.000603607	99.9312	997.946	0.235404	1.23215	0.000389593	2.00244e-10	6.06526e-14	0.00227863	0.0053349	0.00132671	0.00611827	0.000268176	0.00920477	0.246463	49.7309	0.00121643	2.42354e-05	1.01493e-13	0.140001	0.00301456	0.00383326	59.9988	0.000557519	8.44419e-06	5.59769e-07	51.214	18999.7	0.0412798	0.160412	66.8965	0.0100421	0.00264234	0.000704101	66.9974	41663.8	0.0901125	3.05371	0.0773696	66.9226	4.68463e-05	35000	1.11134e-05	4.22813e-06	1.64671e-16	0.000350767	0.221483	0.000662386	4.48019e-13	7.67666e-06	0.0023539	0.8	4.2393e-05	1.70503	3.57349e-09	0.132571	1.96476e-16	3.05583e-15	0.022667	33.7254	16667	3.0027e-14
67	8	3.73852	3.40441	1.95115	2.15696	0.0373683	0.000621774	99.9277	997.844	0.242586	1.28179	0.000418958	2.38633e-10	7.55062e-14	0.00234911	0.00561169	0.00136912	0.00643646	0.000282029	0.00970798	0.257784	49.7171	0.00128848	2.8284e-05	1.28395e-13	0.15367	0.00335767	0.00436769	59.9986	0.000627216	9.60085e-06	6.38765e-07	51.2138	18999.6	0.0434372	0.170576	66.8882	0.010691	0.00286003	0.000761081	66.9971	41663.4	0.0974505	3.36883	0.0856165	66.9143	5.68586e-05	35000	1.34919e-05	5.15495e-06	2.45393e-16	0.000429456	0.221581	0.000762295	5.60399e-13	9.16526e-06	0.00248143	0.8	5.16476e-05	1.6687	4.17012e-09	0.143902	2.53708e-16	4.5271e-15	0.0251175	33.7225	16667	4.50412e-14
68	8	3.77774	3.4175	1.90983	2.17801	0.0384604	0.000640019	99.9241	997.739	0.2498	1.33184	0.000449617	2.83341e-10	9.35737e-14	0.00241995	0.00589678	0.00141178	0.00676418	0.000296291	0.0102273	0.269252	49.703	0.00136338	3.28892e-05	1.61635e-13	0.168223	0.00372888	0.00496095	59.9984	0.00070339	1.08787e-05	7.26605e-07	51.2135	18999.6	0.0456593	0.181146	66.8795	0.0113662	0.00309041	0.000821315	66.9969	41663.1	0.10521	3.70919	0.0945463	66.9054	6.87417e-05	35000	1.63155e-05	6.25978e-06	3.62751e-16	0.000523628	0.221682	0.000874306	6.97718e-13	1.09026e-05	0.00261297	0.8	6.26691e-05	1.63315	4.84978e-09	0.155947	3.25927e-16	6.65356e-15	0.0277514	33.7195	16667	6.70084e-14
69	8	3.81685	3.43002	1.86957	2.19833	0.0395566	0.000658332	99.9203	997.631	0.257041	1.38226	0.000481571	3.35233e-10	1.15459e-13	0.0024911	0.00619022	0.00145466	0.00710149	0.000310964	0.0107627	0.280857	49.6886	0.00144119	3.811e-05	2.02519e-13	0.18368	0.00412942	0.00561761	59.9982	0.000786399	1.2286e-05	8.23995e-07	51.2132	18999.6	0.0479463	0.192127	66.8703	0.0120682	0.00333386	0.000884903	66.9967	41662.7	0.113405	4.07619	0.104199	66.8957	8.27954e-05	35000	1.96556e-05	7.57201e-06	5.32081e-16	0.000635903	0.221787	0.000999495	8.6479e-13	1.29236e-05	0.00274854	0.8	7.57469e-05	1.59837	5.62164e-09	0.168733	4.16617e-16	9.70403e-15	0.0305748	33.7164	16667	9.88991e-14
70	8	3.85582	3.44199	1.83037	2.21791	0.0406565	0.000676706	99.9165	997.521	0.264307	1.43301	0.000514821	3.95268e-10	1.4186e-13	0.00256255	0.00649205	0.00149776	0.00744841	0.000326049	0.0113144	0.292586	49.6738	0.00152196	4.40093e-05	2.52584e-13	0.200058	0.0045605	0.00634242	59.998	0.000876601	1.38311e-05	9.31676e-07	51.2129	18999.5	0.0502984	0.203526	66.8606	0.0127974	0.00359082	0.000951946	66.9964	41662.3	0.122048	4.4713	0.114614	66.8853	9.93593e-05	35000	2.35931e-05	9.12511e-06	7.74624e-16	0.000769275	0.221896	0.00113899	1.06721e-12	1.5267e-05	0.00288815	0.8	9.12096e-05	1.56436	6.49557e-09	0.182291	5.29976e-16	1.40487e-14	0.0335935	33.7133	16667	1.44852e-13
71	8	3.89464	3.45341	1.7922	2.23677	0.0417596	0.000695133	99.9126	997.407	0.271595	1.48407	0.000549364	4.64507e-10	1.73587e-13	0.00263427	0.00680228	0.00154104	0.00780498	0.000341547	0.0118825	0.30443	49.6588	0.00160576	5.06545e-05	3.1363e-13	0.217376	0.0050233	0.00714032	59.9977	0.000974352	1.55224e-05	1.05041e-06	51.2127	18999.5	0.0527158	0.215347	66.8504	0.013554	0.00386166	0.00102254	66.9961	41661.8	0.131152	4.89603	0.125835	66.8741	0.000118817	35000	2.82194e-05	1.0957e-05	1.11956e-15	0.000927154	0.222008	0.00129398	1.31148e-12	1.79759e-05	0.00303182	0.8	0.000109429	1.53111	7.48217e-09	0.196647	6.71032e-16	2.01926e-14	0.0368129	33.71	16667	2.10588e-13
72	8	3.93329	3.46431	1.75506	2.25492	0.0428653	0.000713605	99.9085	997.291	0.2789	1.53539	0.000585197	5.44116e-10	2.11566e-13	0.00270621	0.00712096	0.0015845	0.00817123	0.000357459	0.0124669	0.316378	49.6434	0.00169264	5.81172e-05	3.87759e-13	0.235649	0.00551899	0.00801638	59.9975	0.00108001	1.73685e-05	1.18101e-06	51.2124	18999.5	0.0551986	0.227595	66.8397	0.0143383	0.00414679	0.00109679	66.9959	41661.4	0.14073	5.35192	0.137905	66.862	0.000141602	35000	3.36378e-05	1.31107e-05	1.60673e-15	0.00111341	0.222124	0.00146569	1.60509e-12	2.10982e-05	0.00317956	0.8	0.000130827	1.4986	8.59284e-09	0.211832	8.45787e-16	2.88229e-14	0.0402384	33.7067	16667	3.03958e-13
73	8	3.97175	3.47468	1.71892	2.27237	0.0439733	0.000732114	99.9043	997.171	0.286221	1.58694	0.000622315	6.3538e-10	2.56864e-13	0.00277835	0.0074481	0.00162811	0.00854718	0.000373784	0.0130677	0.328421	49.6277	0.00178265	6.64731e-05	4.77414e-13	0.25489	0.00604868	0.00897584	59.9972	0.00119392	1.9378e-05	1.32428e-06	51.2121	18999.5	0.0577469	0.240275	66.8284	0.0151506	0.00444661	0.00117479	66.9956	41660.9	0.150795	5.84055	0.150868	66.849	0.000168199	35000	3.99641e-05	1.56345e-05	2.29024e-15	0.00133241	0.222244	0.00165541	1.95668e-12	2.46864e-05	0.00333138	0.8	0.000155876	1.46684	9.83979e-09	0.227876	1.06138e-15	4.0865e-14	0.0438745	33.7032	16667	4.35683e-13
74	8	4.01001	3.48456	1.68376	2.28913	0.0450831	0.000750653	99.9001	997.049	0.293553	1.6387	0.000660712	7.39704e-10	3.10699e-13	0.00285067	0.00778373	0.00167185	0.00893287	0.000390525	0.0136851	0.340549	49.6117	0.00187583	7.58026e-05	5.85427e-13	0.275112	0.00661349	0.0100241	59.9968	0.00131642	2.15594e-05	1.48108e-06	51.2118	18999.4	0.0603608	0.25339	66.8166	0.0159912	0.0047615	0.00125664	66.9952	41660.3	0.16136	6.36355	0.164769	66.835	0.000199155	35000	4.73284e-05	1.85831e-05	3.24323e-15	0.00158911	0.222367	0.00186447	2.37614e-12	2.87986e-05	0.0034873	0.8	0.000185108	1.4358	1.1236e-08	0.244807	1.32626e-15	5.75625e-14	0.0477259	33.6997	16667	6.20295e-13
75	8	4.04805	3.49394	1.64957	2.30521	0.0461943	0.000769214	99.8957	996.924	0.300894	1.69064	0.000700379	8.58629e-10	3.74458e-13	0.00292312	0.00812787	0.00171571	0.0093283	0.000407681	0.014319	0.352753	49.5955	0.00197223	8.61903e-05	7.15068e-13	0.296326	0.00721447	0.0111666	59.9965	0.00144787	2.39213e-05	1.65228e-06	51.2115	18999.4	0.0630405	0.266945	66.8042	0.0168604	0.00509186	0.00134244	66.9949	41659.7	0.172437	6.92259	0.179655	66.8201	0.000235078	35000	5.58759e-05	2.20177e-05	4.56309e-15	0.00188906	0.222494	0.00209427	2.87481e-12	3.34988e-05	0.00364733	0.8	0.000219121	1.40548	1.27955e-08	0.262656	1.65041e-15	8.05723e-14	0.0517967	33.6961	16667	8.77398e-13
76	8	4.08586	3.50285	1.61633	2.32062	0.0473065	0.00078779	99.8913	996.796	0.308242	1.74272	0.000741307	9.93833e-10	4.49718e-13	0.0029957	0.00848053	0.00175967	0.0097335	0.000425252	0.0149695	0.365024	49.5789	0.0020719	9.77252e-05	8.70101e-13	0.318542	0.00785265	0.0124092	59.9961	0.00158859	2.64724e-05	1.83879e-06	51.2111	18999.4	0.0657858	0.280944	66.7913	0.0177584	0.00543807	0.00143228	66.9946	41659.1	0.184039	7.51938	0.195574	66.8042	0.000276649	35000	6.5769e-05	2.60067e-05	6.38074e-15	0.0022385	0.222625	0.00234623	3.4656e-12	3.88568e-05	0.00381146	0.8	0.000258579	1.37588	1.45329e-08	0.281454	2.04556e-15	1.12097e-13	0.0560905	33.6924	16667	1.23323e-12
77	8	4.12341	3.5113	1.58402	2.33536	0.0484191	0.000806375	99.8867	996.665	0.315592	1.79493	0.000783487	1.14714e-09	5.38263e-13	0.00306836	0.00884172	0.00180372	0.0101485	0.000443238	0.0156366	0.377355	49.562	0.00217488	0.000110501	1.05484e-12	0.341768	0.00852903	0.0137574	59.9956	0.00173891	2.92211e-05	2.04154e-06	51.2108	18999.3	0.0685969	0.295391	66.7778	0.0186853	0.00580051	0.00152625	66.9942	41658.4	0.196177	8.15565	0.212574	66.7871	0.000324625	35000	7.71883e-05	3.06267e-05	8.86903e-15	0.00264444	0.22276	0.00262182	4.16317e-12	4.49494e-05	0.00397971	0.8	0.000304226	1.34697	1.64639e-08	0.30123	2.52547e-15	1.55031e-13	0.0606109	33.6886	16667	1.72278e-12
78	8	4.1607	3.51929	1.55263	2.34946	0.0495319	0.00082496	99.882	996.531	0.322943	1.84724	0.000826906	1.32055e-09	6.4211e-13	0.00314108	0.00921145	0.00184783	0.0105732	0.00046164	0.0163203	0.389736	49.5449	0.00228121	0.000124615	1.27423e-12	0.366011	0.00924457	0.0152173	59.9952	0.00189915	3.21759e-05	2.26147e-06	51.2105	18999.3	0.0714737	0.310289	66.7636	0.0196415	0.00617956	0.00162444	66.9938	41657.7	0.208865	8.83321	0.230705	66.7689	0.000379847	35000	9.03343e-05	3.59629e-05	1.2256e-14	0.00311469	0.222898	0.00292256	4.98415e-12	5.18603e-05	0.00415208	0.8	0.000356888	1.31876	1.86052e-08	0.322016	3.10618e-15	2.13181e-13	0.0653609	33.6847	16667	2.39236e-12
79	8	4.19771	3.52684	1.52212	2.36292	0.0506445	0.000843541	99.8772	996.395	0.330291	1.89964	0.000871551	1.51619e-09	7.6353e-13	0.00321384	0.00958973	0.00189199	0.0110077	0.000480455	0.0170207	0.402162	49.5275	0.00239091	0.00014017	1.53389e-12	0.391276	0.0100002	0.0167947	59.9947	0.00206962	3.5345e-05	2.49956e-06	51.2101	18999.2	0.0744161	0.325642	66.7489	0.020627	0.00657558	0.00172696	66.9934	41657	0.222114	9.55386	0.250017	66.7496	0.000443246	35000	0.000105429	4.21102e-05	1.68411e-14	0.00365794	0.22304	0.00325002	5.94733e-12	5.96806e-05	0.00432856	0.8	0.000417481	1.29123	2.09743e-08	0.343842	3.80641e-15	2.91512e-13	0.0703432	33.6807	16667	3.30306e-12
80	8	4.23442	3.53396	1.4925	2.37576	0.0517564	0.00086211	99.8723	996.255	0.337634	1.95209	0.000917411	1.73641e-09	9.05074e-13	0.00328661	0.00997655	0.00193619	0.011452	0.000499685	0.0177377	0.414625	49.5098	0.00250403	0.000157272	1.84021e-12	0.417568	0.0107968	0.0184958	59.9941	0.00225062	3.87368e-05	2.75681e-06	51.2098	18999.2	0.0774242	0.341452	66.7335	0.0216421	0.00698894	0.00183389	66.993	41656.2	0.235936	10.3195	0.270561	66.729	0.000515852	35000	0.000122719	4.91737e-05	2.30148e-14	0.00428389	0.223186	0.00360578	7.07388e-12	6.85096e-05	0.00450917	0.8	0.00048702	1.26437	2.35897e-08	0.366739	4.64785e-15	3.96473e-13	0.0755602	33.6766	16667	4.53495e-12
