Time	[eIFNg]	[eIL12]	[eIL21]	[eIL23]	[eIL4]	[eTGFb]	[eIL2]	[eIL6]	[eIL17]	[eIL10]	[eIL18]	[anti-IL4]	[anti-IFNg]	[pIL4]	[IL18_pool]	[IL12_pool]	[IFNg_pool]	[IL21_pool]	[IL23_pool]	[IL17_pool]	[IL10_pool]	[IL6_pool]	[IL2_pool]	[TGFb_pool]	[IL4_pool]	[pIL10]	[IL6-IL6R]	[IL6R]	[IL6]	[TGFb-TGFbR]	[TGFbR]	[TGFb]	[IL2-IL2R]	[IL2R]	[IL2]	[IL4-IL4R]	[IL4R]	[IL4]	[IFNg-IFNgR]	[IFNgR]	[IL12-IL12R]	[IL12R]	[IL12]	[IL18-IL18R]	[IL18R]	[IL18]	[IL21]	[IL21-IL21R]	[IL21R]	[IL23R]	[IL23-IL23R]	[IL10R]	[IL10-IL10R]	[IRAK1]	[IRAK1-P]	[p50/p65 dimer]	[STAT4]	[STAT4-P]	[IFNg]	[JAK1]	[JAK1-P]	[STAT1]	[STAT1-P]	[p40/p19 dimer]	[IL17]	[IL10]	[RORgt]	[RORgt-ligand]	[STAT3-P]	[STAT3]	[STAT5-P]	[STAT5]	[FOXP3]	[SOCS1]	[SOCS1-JAKs]	[Tbet-P]	[Tbet]	[GATA3]	[GATA3-P]	[STAT6-P]	[STAT6]	[PPARg]	[L-PPARg]	[Ligand]	[acetylated FOXP3]	[p19]	[p40]	[p50]	[p65]	[IL17R]	[IL17-IL17R]	[pIFNg]	[pIL21]	[pIL17]
30	1.98573e-06	0	1.95302	0.447005	0.0242429	1.41707	0	1.41707	0.209337	0.660873	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.571698	0.428302	0	0.571698	0.428302	0	0	1	0	0.0130421	0.986958	0.0275332	8.80911e-07	0.999999	0	1	0	0	1	0	0.982877	0.0792488	0.920751	0.658956	0.341044	0.675359	0.324641	0.5	0.475106	0.408769	1	1.36713e-05	3.39647e-06	0.5	0.414364	1	0.000637734	0.591789	0.367623	0.420488	1	0.482893	0.7779	1	0.950213	1	1	1	1.77038e-22	2.16383e-07	1	1	0.101041	0.47157	1	0.0399284	0.0400716	1	0.414976	1	1	0.5	0.5	0.890068	0.109932	1	1	1
31	2.20129e-06	0	2.02854	0.456847	0.0256668	1.43238	0	1.43238	0.233114	0.684055	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.575131	0.424869	0	0.575131	0.424869	0	0	1	0	0.0141445	0.985855	0.0279762	9.96377e-07	0.999999	0	1	0	0	1	0	0.983929	0.0821635	0.917836	0.654199	0.345801	0.663414	0.336586	0.5	0.477475	0.4106	1	1.41371e-05	3.64222e-06	0.5	0.415923	1	0.000660983	0.599305	0.386649	0.416568	1	0.497471	0.784402	1	0.954951	1	1	1	2.35587e-22	2.36369e-07	1	1	0.100937	0.474071	1	0.0398756	0.0401244	1	0.402827	1	1	0.5	0.5	0.876123	0.123877	1	1	1
32	2.42895e-06	0	2.10342	0.466362	0.0270924	1.44725	0	1.44725	0.258116	0.707062	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.578391	0.421609	0	0.578391	0.421609	0	0	1	0	0.015273	0.984727	0.0283733	1.12196e-06	0.999999	0	1	0	0	1	0	0.984823	0.0850663	0.914934	0.649698	0.350302	0.651911	0.348089	0.5	0.479619	0.412244	1	1.45684e-05	3.88461e-06	0.5	0.417318	1	0.000683974	0.606539	0.404721	0.412766	1	0.51136	0.790518	1	0.959238	1	1	1	3.09196e-22	2.57072e-07	1	1	0.100773	0.476342	1	0.0398215	0.0401785	1	0.391421	1	1	0.5	0.5	0.861549	0.138451	1	1	1
33	2.66798e-06	0	2.17764	0.475558	0.028518	1.46169	0	1.46169	0.284325	0.729898	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.581491	0.418509	0	0.581491	0.418509	0	0	1	0	0.0164248	0.983575	0.0287283	1.25781e-06	0.999999	0	1	0	0	1	0	0.985584	0.0879571	0.912043	0.64544	0.35456	0.64084	0.35916	0.5	0.481558	0.413718	1	1.4965e-05	4.12154e-06	0.5	0.418565	1	0.000706733	0.6135	0.421832	0.409095	1	0.524584	0.796283	1	0.963117	1	1	1	4.00687e-22	2.78469e-07	1	1	0.10056	0.478405	1	0.0397652	0.0402348	1	0.380719	1	1	0.5	0.5	0.846423	0.153577	1	1	1
34	2.91757e-06	0	2.25121	0.484442	0.0299423	1.47572	0	1.47572	0.311727	0.752566	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.584443	0.415557	0	0.584443	0.415557	0	0	1	0	0.0175971	0.982403	0.0290443	1.404e-06	0.999999	0	1	0	0	1	0	0.986235	0.0908355	0.909164	0.64141	0.35859	0.630189	0.369811	0.5	0.483313	0.415037	1	1.53271e-05	4.35104e-06	0.5	0.419676	1	0.000729281	0.620193	0.437987	0.405562	1	0.537169	0.801726	1	0.966627	1	1	1	5.13229e-22	3.00539e-07	1	1	0.100303	0.480279	1	0.0397063	0.0402937	1	0.370681	1	1	0.5	0.5	0.830825	0.169175	1	1	1
35	3.17681e-06	0	2.32412	0.493022	0.031364	1.48934	0	1.48934	0.340304	0.77507	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.587255	0.412745	0	0.587255	0.412745	0	0	1	0	0.0187876	0.981212	0.0293247	1.5605e-06	0.999998	0	1	0	0	1	0	0.986792	0.0937011	0.906299	0.637594	0.362406	0.619946	0.380054	0.5	0.484901	0.416216	1	1.56551e-05	4.57134e-06	0.5	0.420665	1	0.000751645	0.626626	0.453203	0.402173	1	0.549141	0.806875	1	0.969803	1	1	1	6.50359e-22	3.23266e-07	1	1	0.100012	0.481981	1	0.0396441	0.0403559	1	0.361268	1	1	0.5	0.5	0.814836	0.185164	1	1	1
36	3.44471e-06	0	2.39637	0.501305	0.0327822	1.50257	0	1.50257	0.370045	0.797411	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.589938	0.410062	0	0.589938	0.410062	0	0	1	0	0.0199938	0.980006	0.0295725	1.72721e-06	0.999998	0	1	0	0	1	0	0.987272	0.0965534	0.903447	0.633981	0.366019	0.610095	0.389905	0.5	0.486338	0.417266	1	1.59496e-05	4.78086e-06	0.5	0.421542	1	0.000773847	0.632805	0.467504	0.398931	1	0.560526	0.811754	1	0.972676	1	1	1	8.16011e-22	3.46637e-07	1	1	0.0996912	0.483528	1	0.0395782	0.0404218	1	0.352444	1	1	0.5	0.5	0.798533	0.201467	1	1	1
37	3.72024e-06	0	2.46796	0.509298	0.034196	1.51542	0	1.51542	0.400935	0.81959	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.5925	0.4075	0	0.5925	0.4075	0	0	1	0	0.0212135	0.978786	0.0297907	1.90392e-06	0.999998	0	1	0	0	1	0	0.987687	0.0993921	0.900608	0.630557	0.369443	0.600622	0.399378	0.5	0.487638	0.418199	1	1.62114e-05	4.97822e-06	0.5	0.422315	1	0.000795909	0.638737	0.480922	0.395838	1	0.571351	0.816384	1	0.975276	1	1	1	1.01454e-21	3.7064e-07	1	1	0.099347	0.484934	1	0.0395084	0.0404916	1	0.344171	1	1	0.5	0.5	0.781995	0.218005	1	1	1
38	4.00233e-06	0	2.53889	0.517009	0.0356048	1.52791	0	1.52791	0.432961	0.84161	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.594948	0.405052	0	0.594948	0.405052	0	0	1	0	0.0224445	0.977555	0.029982	2.09037e-06	0.999998	0	1	0	0	1	0	0.988047	0.102216	0.897783	0.627314	0.372686	0.591512	0.408487	0.5	0.488815	0.419023	1	1.64415e-05	5.16228e-06	0.5	0.422995	1	0.000817854	0.644428	0.493492	0.392891	1	0.581642	0.820786	1	0.977629	1	1	1	1.25076e-21	3.95267e-07	1	1	0.0989841	0.486212	1	0.0394345	0.0405655	1	0.336417	1	1	0.5	0.5	0.765294	0.234706	1	1	1
39	4.28989e-06	0	2.60916	0.524444	0.0370079	1.54004	0	1.54004	0.466112	0.86347	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.597289	0.402711	0	0.597289	0.402711	0	0	1	0	0.0236851	0.976315	0.0301489	2.28618e-06	0.999998	0	1	0	0	1	0	0.988361	0.105026	0.894974	0.62424	0.37576	0.58275	0.41725	0.5	0.489879	0.419749	1	1.66409e-05	5.33211e-06	0.5	0.423588	1	0.000839702	0.649887	0.505254	0.390089	1	0.591425	0.824976	1	0.979758	1	1	1	1.52998e-21	4.20514e-07	1	1	0.0986068	0.487373	1	0.0393563	0.0406437	1	0.329147	1	1	0.5	0.5	0.7485	0.2515	1	1	1
40	4.58185e-06	0	2.67877	0.531611	0.038405	1.55183	0	1.55183	0.500372	0.885171	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.59953	0.40047	0	0.59953	0.40047	0	0	1	0	0.0249332	0.975067	0.0302938	2.49095e-06	0.999997	0	1	0	0	1	0	0.988635	0.10782	0.89218	0.621326	0.378674	0.57432	0.42568	0.5	0.490842	0.420384	1	1.68108e-05	5.48699e-06	0.5	0.424102	1	0.000861472	0.655119	0.516246	0.38743	1	0.600725	0.828969	1	0.981684	1	1	1	1.85802e-21	4.46377e-07	1	1	0.098219	0.48843	1	0.0392739	0.0407261	1	0.32233	1	1	0.5	0.5	0.731679	0.268321	1	1	1
41	4.87713e-06	0	2.74774	0.538516	0.0397956	1.56329	0	1.56329	0.535729	0.906714	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.601677	0.398323	0	0.601677	0.398323	0	0	1	0	0.0261874	0.973813	0.0304188	2.70419e-06	0.999997	0	1	0	0	1	0	0.988877	0.110599	0.889401	0.618563	0.381437	0.566207	0.433793	0.5	0.491714	0.420935	1	1.69526e-05	5.62643e-06	0.5	0.424543	1	0.000883183	0.660132	0.526511	0.38491	1	0.609568	0.832781	1	0.983427	1	1	1	2.24128e-21	4.72855e-07	1	1	0.097824	0.489392	1	0.0391871	0.0408129	1	0.315937	1	1	0.5	0.5	0.714892	0.285108	1	1	1
42	5.17467e-06	0	2.81605	0.545166	0.0411795	1.57442	0	1.57442	0.572167	0.9281	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.603735	0.396265	0	0.603735	0.396265	0	0	1	0	0.027446	0.972554	0.0305261	2.92535e-06	0.999997	0	1	0	0	1	0	0.989091	0.11336	0.88664	0.615944	0.384056	0.558396	0.441604	0.5	0.492502	0.42141	1	1.70675e-05	5.75013e-06	0.5	0.424917	1	0.00090485	0.664931	0.536088	0.382524	1	0.617977	0.836423	1	0.985004	1	1	1	2.68679e-21	4.99952e-07	1	1	0.0974246	0.490266	1	0.0390961	0.0409039	1	0.309941	1	1	0.5	0.5	0.698195	0.301805	1	1	1
43	5.47347e-06	0	2.88373	0.551568	0.0425565	1.58525	0	1.58525	0.609671	0.949328	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.605709	0.394291	0	0.605709	0.394291	0	0	1	0	0.0287076	0.971292	0.0306174	3.15385e-06	0.999997	0	1	0	0	1	0	0.989281	0.116105	0.883895	0.61346	0.38654	0.550873	0.449126	0.5	0.493216	0.421813	1	1.71569e-05	5.85797e-06	0.5	0.425228	1	0.000926489	0.669523	0.54502	0.380269	1	0.625974	0.839907	1	0.986431	1	1	1	3.20221e-21	5.2767e-07	1	1	0.0970233	0.491063	1	0.039001	0.040999	1	0.304314	1	1	0.5	0.5	0.681639	0.318361	1	1	1
44	5.77256e-06	0	2.95077	0.557728	0.0439264	1.59577	0	1.59577	0.648224	0.970401	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.607604	0.392396	0	0.607604	0.392396	0	0	1	0	0.029971	0.970029	0.0306944	3.38906e-06	0.999997	0	1	0	0	1	0	0.989451	0.118832	0.881168	0.611104	0.388896	0.543625	0.456375	0.5	0.493861	0.422152	1	1.72223e-05	5.95e-06	0.5	0.425483	1	0.000948113	0.673916	0.553343	0.378139	1	0.633583	0.843244	1	0.987723	1	1	1	3.79595e-21	5.56015e-07	1	1	0.0966224	0.491788	1	0.0389019	0.0410981	1	0.299032	1	1	0.5	0.5	0.665268	0.334732	1	1	1
45	6.07103e-06	0	3.01717	0.563653	0.0452891	1.606	0	1.606	0.687807	0.991317	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.609424	0.390575	0	0.609424	0.390575	0	0	1	0	0.031235	0.968765	0.0307587	3.63032e-06	0.999996	0	1	0	0	1	0	0.989603	0.12154	0.87846	0.60887	0.39113	0.536637	0.463363	0.5	0.494446	0.42243	1	1.7265e-05	6.02642e-06	0.5	0.425683	1	0.000969735	0.678114	0.561098	0.37613	1	0.640823	0.846444	1	0.988891	1	1	1	4.47718e-21	5.84994e-07	1	1	0.0962237	0.492448	1	0.038799	0.041201	1	0.294072	1	1	0.5	0.5	0.649124	0.350876	1	1	1
46	6.36801e-06	0	3.08295	0.569349	0.0466445	1.61595	0	1.61595	0.7284	1.01208	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.611174	0.388826	0	0.611174	0.388826	0	0	1	0	0.0324986	0.967501	0.0308118	3.87697e-06	0.999996	0	1	0	0	1	0	0.989741	0.124229	0.875771	0.606751	0.393248	0.529898	0.470102	0.5	0.494974	0.422652	1	1.72864e-05	6.08759e-06	0.5	0.425835	1	0.000991366	0.682125	0.56832	0.374237	1	0.647715	0.849514	1	0.989948	1	1	1	5.25589e-21	6.14614e-07	1	1	0.0958287	0.49305	1	0.0386926	0.0413074	1	0.289413	1	1	0.5	0.5	0.633243	0.366757	1	1	1
47	6.66273e-06	0	3.1481	0.574823	0.0479925	1.62562	0	1.62562	0.769984	1.03268	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.612855	0.387144	0	0.612855	0.387144	0	0	1	0	0.0337607	0.966239	0.0308548	4.1283e-06	0.999996	0	1	0	0	1	0	0.989866	0.126898	0.873102	0.604742	0.395258	0.523394	0.476606	0.5	0.495452	0.422823	1	1.7288e-05	6.13396e-06	0.5	0.425942	1	0.00101301	0.685955	0.575044	0.372454	1	0.654278	0.852463	1	0.990905	1	1	1	6.14299e-21	6.44886e-07	1	1	0.0954389	0.493598	1	0.0385828	0.0414172	1	0.285033	1	1	0.5	0.5	0.617654	0.382346	1	1	1
48	6.95444e-06	0	3.21264	0.580081	0.0493333	1.63503	0	1.63503	0.812534	1.05314	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.614474	0.385526	0	0.614474	0.385526	0	0	1	0	0.0350206	0.964979	0.030889	4.38362e-06	0.999996	0	1	0	0	1	0	0.989979	0.129547	0.870453	0.602836	0.397164	0.517115	0.482885	0.5	0.495885	0.422946	1	1.7271e-05	6.16609e-06	0.5	0.426006	1	0.00103469	0.68961	0.581303	0.370777	1	0.660531	0.855299	1	0.99177	1	1	1	7.15034e-21	6.7582e-07	1	1	0.0950553	0.494098	1	0.03847	0.04153	1	0.280915	1	1	0.5	0.5	0.602384	0.397616	1	1	1
49	7.24249e-06	0	3.27657	0.58513	0.0506667	1.64418	0	1.64418	0.856029	1.07344	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.616031	0.383969	0	0.616031	0.383969	0	0	1	0	0.0362775	0.963722	0.0309154	4.64223e-06	0.999995	0	1	0	0	1	0	0.990083	0.132174	0.867826	0.601029	0.398971	0.511049	0.488951	0.5	0.496277	0.423025	1	1.7237e-05	6.18461e-06	0.5	0.426031	1	0.00105639	0.693096	0.587129	0.369201	1	0.66649	0.858029	1	0.992553	1	1	1	8.29086e-21	7.07425e-07	1	1	0.094679	0.494554	1	0.0383544	0.0416456	1	0.27704	1	1	0.5	0.5	0.587454	0.412546	1	1	1
50	7.52628e-06	0	3.33989	0.589974	0.0519928	1.65308	0	1.65308	0.900444	1.09358	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.617531	0.382469	0	0.617531	0.382469	0	0	1	0	0.0375306	0.962469	0.0309349	4.90343e-06	0.999995	0	1	0	0	1	0	0.990179	0.134781	0.865219	0.599315	0.400685	0.505186	0.494814	0.5	0.496631	0.423064	1	1.71871e-05	6.19024e-06	0.5	0.42602	1	0.00107814	0.696419	0.59255	0.367722	1	0.672171	0.860657	1	0.993262	1	1	1	9.57854e-21	7.39713e-07	1	1	0.0943107	0.49497	1	0.0382362	0.0417638	1	0.273392	1	1	0.5	0.5	0.572881	0.427119	1	1	1
51	7.80528e-06	0	3.40262	0.594621	0.0533116	1.66174	0	1.66174	0.945753	1.11358	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.618976	0.381024	0	0.618976	0.381024	0	0	1	0	0.0387794	0.961221	0.0309484	5.16656e-06	0.999995	0	1	0	0	1	0	0.990267	0.137365	0.862635	0.597689	0.402311	0.499516	0.500484	0.5	0.496952	0.423065	1	1.71227e-05	6.18373e-06	0.5	0.425976	1	0.00109992	0.699584	0.597595	0.366333	1	0.677591	0.863192	1	0.993903	1	1	1	1.10286e-20	7.72696e-07	1	1	0.093951	0.49535	1	0.0381158	0.0418842	1	0.269955	1	1	0.5	0.5	0.55868	0.44132	1	1	1
52	8.07904e-06	0	3.46475	0.599076	0.0546233	1.67017	0	1.67017	0.99193	1.13342	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.620369	0.379631	0	0.620369	0.379631	0	0	1	0	0.0400234	0.959977	0.0309567	5.43095e-06	0.999995	0	1	0	0	1	0	0.990349	0.139926	0.860074	0.596149	0.403851	0.49403	0.50597	0.5	0.497242	0.423031	1	1.70449e-05	6.16588e-06	0.5	0.425901	1	0.00112175	0.702597	0.602289	0.365032	1	0.682765	0.865637	1	0.994483	1	1	1	1.26575e-20	8.06385e-07	1	1	0.0936004	0.495697	1	0.0379934	0.0420066	1	0.266716	1	1	0.5	0.5	0.54486	0.45514	1	1	1
53	8.34714e-06	0	3.5263	0.603346	0.0559278	1.67837	0	1.67837	1.03895	1.15312	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.621713	0.378287	0	0.621713	0.378287	0	0	1	0	0.041262	0.958738	0.0309605	5.69596e-06	0.999994	0	1	0	0	1	0	0.990425	0.142465	0.857535	0.594688	0.405312	0.488718	0.511282	0.5	0.497504	0.422965	1	1.69549e-05	6.13749e-06	0.5	0.425798	1	0.00114363	0.705464	0.606658	0.363812	1	0.687704	0.867999	1	0.995008	1	1	1	1.44831e-20	8.4079e-07	1	1	0.0932593	0.496015	1	0.0378694	0.0421306	1	0.26366	1	1	0.5	0.5	0.531428	0.468572	1	1	1
54	8.60926e-06	0	3.58726	0.607435	0.0572252	1.68635	0	1.68635	1.08678	1.17267	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.623009	0.376991	0	0.623009	0.376991	0	0	1	0	0.0424949	0.957505	0.0309603	5.96098e-06	0.999994	0	1	0	0	1	0	0.990496	0.14498	0.85502	0.593303	0.406696	0.483573	0.516427	0.5	0.497742	0.42287	1	1.68539e-05	6.09938e-06	0.5	0.425668	1	0.00116556	0.708191	0.610723	0.362672	1	0.692424	0.870281	1	0.995483	1	1	1	1.65246e-20	8.75924e-07	1	1	0.092928	0.496305	1	0.0377439	0.0422561	1	0.260776	1	1	0.5	0.5	0.518388	0.481612	1	1	1
55	8.86511e-06	0	3.64765	0.61135	0.0585157	1.69412	0	1.69412	1.1354	1.19207	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.62426	0.37574	0	0.62426	0.37574	0	0	1	0	0.0437216	0.956278	0.0309567	6.22542e-06	0.999994	0	1	0	0	1	0	0.990562	0.147471	0.852529	0.591992	0.408008	0.478587	0.521413	0.5	0.497957	0.422748	1	1.67429e-05	6.05239e-06	0.5	0.425514	1	0.00118754	0.710782	0.614506	0.361605	1	0.696936	0.872489	1	0.995913	1	1	1	1.88028e-20	9.11796e-07	1	1	0.0926066	0.49657	1	0.0376172	0.0423828	1	0.258052	1	1	0.5	0.5	0.505741	0.494259	1	1	1
56	9.11445e-06	0	3.70746	0.615096	0.0597992	1.70168	0	1.70168	1.18477	1.21133	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.625467	0.374533	0	0.625467	0.374533	0	0	1	0	0.0449419	0.955058	0.0309503	6.48872e-06	0.999993	0	1	0	0	1	0	0.990625	0.149938	0.850062	0.590749	0.409251	0.473751	0.526249	0.5	0.498151	0.422602	1	1.6623e-05	5.99734e-06	0.5	0.425338	1	0.00120957	0.713242	0.618027	0.360609	1	0.701253	0.874626	1	0.996302	1	1	1	2.13402e-20	9.48417e-07	1	1	0.0922952	0.496813	1	0.0374897	0.0425103	1	0.255477	1	1	0.5	0.5	0.493487	0.506513	1	1	1
57	9.3571e-06	0	3.76671	0.618679	0.0610758	1.70904	0	1.70904	1.23487	1.23045	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.626634	0.373366	0	0.626634	0.373366	0	0	1	0	0.0461555	0.953844	0.0309413	6.75038e-06	0.999993	0	1	0	0	1	0	0.990684	0.15238	0.84762	0.589571	0.410429	0.46906	0.53094	0.5	0.498327	0.422432	1	1.6495e-05	5.93502e-06	0.5	0.425142	1	0.00123165	0.715577	0.621304	0.359679	1	0.705384	0.876697	1	0.996654	1	1	1	2.41608e-20	9.85796e-07	1	1	0.091994	0.497036	1	0.0373615	0.0426385	1	0.253041	1	1	0.5	0.5	0.481622	0.518378	1	1	1
58	9.59294e-06	0	3.82541	0.622104	0.0623457	1.7162	0	1.7162	1.28568	1.24942	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.627761	0.372239	0	0.627761	0.372239	0	0	1	0	0.0473621	0.952638	0.0309304	7.0099e-06	0.999993	0	1	0	0	1	0	0.99074	0.154797	0.845203	0.588457	0.411543	0.464507	0.535493	0.5	0.498486	0.422242	1	1.636e-05	5.86621e-06	0.5	0.424927	1	0.00125377	0.717792	0.624355	0.358812	1	0.709341	0.878705	1	0.996972	1	1	1	2.72904e-20	1.02394e-06	1	1	0.0917028	0.49724	1	0.0372329	0.0427671	1	0.250735	1	1	0.5	0.5	0.470141	0.529859	1	1	1
59	9.82187e-06	0	3.88355	0.625376	0.0636089	1.72318	0	1.72318	1.33716	1.26825	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.62885	0.37115	0	0.62885	0.37115	0	0	1	0	0.0485616	0.951438	0.0309176	7.26683e-06	0.999993	0	1	0	0	1	0	0.990792	0.157188	0.842812	0.587401	0.412599	0.460084	0.539916	0.5	0.49863	0.422032	1	1.62186e-05	5.79167e-06	0.5	0.424695	1	0.00127594	0.719891	0.627196	0.358005	1	0.713133	0.880654	1	0.997261	1	1	1	3.07569e-20	1.06286e-06	1	1	0.0914217	0.497428	1	0.0371041	0.0428959	1	0.24855	1	1	0.5	0.5	0.459039	0.540961	1	1	1
60	1.00438e-05	0	3.94114	0.628501	0.0648654	1.72997	0	1.72997	1.38928	1.28694	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.629903	0.370097	0	0.629903	0.370097	0	0	1	0	0.0497537	0.950246	0.0309035	7.52076e-06	0.999992	0	1	0	0	1	0	0.990843	0.159554	0.840446	0.586402	0.413598	0.455788	0.544212	0.5	0.498761	0.421806	1	1.60719e-05	5.71211e-06	0.5	0.424447	1	0.00129815	0.72188	0.629841	0.357254	1	0.71677	0.882547	1	0.997521	1	1	1	3.459e-20	1.10257e-06	1	1	0.0911504	0.4976	1	0.0369753	0.0430247	1	0.246478	1	1	0.5	0.5	0.448308	0.551692	1	1	1
61	1.02588e-05	0	3.99819	0.631484	0.0661154	1.73659	0	1.73659	1.44202	1.30549	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.630921	0.369079	0	0.630921	0.369079	0	0	1	0	0.0509384	0.949062	0.0308882	7.77131e-06	0.999992	0	1	0	0	1	0	0.990891	0.161895	0.838105	0.585457	0.414543	0.451611	0.548389	0.5	0.498879	0.421564	1	1.59204e-05	5.62821e-06	0.5	0.424186	1	0.0013204	0.723761	0.632305	0.356557	1	0.72026	0.884387	1	0.997757	1	1	1	3.88215e-20	1.14306e-06	1	1	0.0908889	0.497758	1	0.0368467	0.0431533	1	0.244511	1	1	0.5	0.5	0.437941	0.562059	1	1	1
62	1.04668e-05	0	4.0547	0.634329	0.0673589	1.74303	0	1.74303	1.49535	1.3239	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.631907	0.368093	0	0.631907	0.368093	0	0	1	0	0.0521155	0.947884	0.030872	8.01814e-06	0.999992	0	1	0	0	1	0	0.990936	0.164209	0.835791	0.584564	0.415436	0.447549	0.552451	0.5	0.498985	0.421307	1	1.57648e-05	5.54063e-06	0.5	0.423912	1	0.00134269	0.725541	0.634601	0.355909	1	0.723612	0.886177	1	0.997971	1	1	1	4.34852e-20	1.18434e-06	1	1	0.0906369	0.497903	1	0.0367185	0.0432815	1	0.242643	1	1	0.5	0.5	0.427926	0.572073	1	1	1
63	1.06679e-05	0	4.11068	0.637041	0.068596	1.74931	0	1.74931	1.54925	1.34218	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.63286	0.36714	0	0.63286	0.36714	0	0	1	0	0.053285	0.946715	0.030855	8.26093e-06	0.999992	0	1	0	0	1	0	0.99098	0.166498	0.833502	0.583719	0.416281	0.443597	0.556403	0.5	0.499082	0.421038	1	1.56059e-05	5.44998e-06	0.5	0.423627	1	0.00136501	0.727223	0.63674	0.355309	1	0.726833	0.88792	1	0.998164	1	1	1	4.86173e-20	1.22642e-06	1	1	0.0903943	0.498037	1	0.0365908	0.0434092	1	0.240868	1	1	0.5	0.5	0.418256	0.581744	1	1	1
64	1.08621e-05	0	4.16613	0.639626	0.0698268	1.75542	0	1.75542	1.60369	1.36032	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.633783	0.366217	0	0.633783	0.366217	0	0	1	0	0.0544467	0.945553	0.0308375	8.49943e-06	0.999991	0	1	0	0	1	0	0.991022	0.16876	0.83124	0.58292	0.417079	0.439751	0.560249	0.5	0.499169	0.420758	1	1.54443e-05	5.3568e-06	0.5	0.423331	1	0.00138735	0.728811	0.638733	0.354754	1	0.729931	0.889618	1	0.998338	1	1	1	5.42562e-20	1.26931e-06	1	1	0.0901609	0.498161	1	0.0364638	0.0435362	1	0.239178	1	1	0.5	0.5	0.40892	0.59108	1	1	1
65	1.10495e-05	0	4.22107	0.642087	0.0710514	1.76137	0	1.76137	1.65864	1.37833	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.634677	0.365323	0	0.634677	0.365323	0	0	1	0	0.0556006	0.944399	0.0308196	8.73338e-06	0.999991	0	1	0	0	1	0	0.991062	0.170996	0.829004	0.582166	0.417834	0.436005	0.563995	0.5	0.499248	0.420468	1	1.52804e-05	5.26165e-06	0.5	0.423027	1	0.00140972	0.730309	0.640592	0.354241	1	0.732913	0.891274	1	0.998497	1	1	1	6.04428e-20	1.31299e-06	1	1	0.0899363	0.498275	1	0.0363377	0.0436623	1	0.237569	1	1	0.5	0.5	0.399907	0.600093	1	1	1
66	1.12303e-05	0	4.27548	0.64443	0.0722697	1.76717	0	1.76717	1.71409	1.39621	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.635542	0.364458	0	0.635542	0.364458	0	0	1	0	0.0567467	0.943253	0.0308015	8.96257e-06	0.999991	0	1	0	0	1	0	0.9911	0.173206	0.826794	0.581454	0.418546	0.432356	0.567644	0.5	0.49932	0.420168	1	1.51148e-05	5.16499e-06	0.5	0.422715	1	0.0014321	0.731721	0.642326	0.353767	1	0.735785	0.89289	1	0.99864	1	1	1	6.72202e-20	1.35748e-06	1	1	0.0897205	0.49838	1	0.0362126	0.0437874	1	0.236034	1	1	0.5	0.5	0.391207	0.608793	1	1	1
