Time	[EGF]	[EGFR]	[EGF-EGFR]	[EGF-EGFR2]	[pEGF-EGFR2]	[cbl]	[Shc]	[pEGF-EGFR2-Shc]	[SHP]	[pEGF-EGFR2-SHP2]	[pEGF-EGFR2-pShc]	[pShc]	[pShc-SHP2]	[Grb2]	[pEGF-EGFR2-pShc-Grb2]	[pEGF-EGFR2-pShc-Grb2-SHP2]	[SOS]	[pEGF-EGFR2-pShc-Grb2-SOS]	[pEGF-EGFR2-pShc-Grb2-SOS-cbl]	[Grb2-SOS]	[pEGF-EGFR2-Grb2]	[pEGF-EGFR2-Grb2-SHP2]	[pEGF-EGFR2-Grb2-SOS]	[pEGF-EGFR2-Grb2-SOS-cbl]	[Ras-GDP]	[pEGF-EGFR2-pShc-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[pEGF-EGFR2-Grb2-SOS-Ras-GDP]	[Ras-GAP]	[Ras-GTP-Ras-GAP]	[pEGF-EGFR2-Ras-GAP]	[pEGF-EGFR2-Ras-GAP-Ras-GTP]	[pEGF-EGFR2-Ras-GAP-SHP2]	[Raf1]	[Raf1-Ras-GTP]	[Raf1active]	[MEK]	[Raf1active-MEK]	[pMEK]	[Raf1active-pMEK]	[ppMEK]	[ERK]	[ppMEK-ERK]	[pERK]	[ppMEK-pERK]	[ppERK]	[Pase]	[Raf1active-Pase]	[Pase2]	[ppMEK-Pase2]	[pMEK-Pase2]	[Pase3]	[pERK-Pase3]	[ppERK-Pase3]	[ppERK-pEGF-EGFR2-pShc-Grb2-SOS]	[pSOS]	[ppERK-pEGF-EGFR2-Grb2-SOS]	[ProEGFR]	[pEGF-EGFR2-pShc-Grb2-SOS-cbl-EPn]	[EPn]	[pEGF-EGFR2-Grb2-SOS-cbl-EPn]	[pEGF-EGFR2-cbl]	[pEGF-EGFR2-cbl-EPn]	[PI3K]	[pEGF-EGFR2-PI3K]	[pEGF-EGFR2-pPI3K]	[pPI3K]	[TP4]	[TP4-pPI3K]	[TP4-PI3K]	[PIP2]	[pPI3K-PIP2]	[PIP3]	[Akt]	[Aktm]	[PDK1]	[Aktm-PDK1]	[pAktm-PDK1]	[pAktm]	[pAkt]	[pAkt-Takt]	[Akt-Takt]	[Takt]	[pAktm-Takt]	[Aktm-Takt]	[pAktm-PDK1-Takt]	[Aktm-PDK1-Takt]	[pAkt_total]	[pRaf1active]	[STAT3c]	[pEGF-EGFR2-STAT3c]	[pSTAT3c]	[pEGF-EGFR2-pSTAT3c]	[PP1]	[pSTAT3c-PP1]	[pSTAT3c-pSTAT3c-PP1]	[pSTAT3c-pSTAT3c]	[STAT3c-pSTAT3c]	[pSTAT3n-pSTAT3n]	[pSTAT3n]	[PP2]	[pSTAT3n-pSTAT3n-PP2]	[STAT3n-pSTAT3n]	[STAT3n]	[pSTAT3n-PP2]	[pEGF-EGFR2-STAT3c-cbl]	[pEGF-EGFR2-STAT3c-cbl-EPn]	[pEGF-EGFR2-PI3K-cbl]	[pEGF-EGFR2-PI3K-cbl-EPn]
10	3.51103e-07	0.340574	0.00313973	7.42724e-05	7.05755e-06	0.799903	0.996471	0.00058016	0.0993968	5.51353e-06	4.00269e-05	0.00100314	0.000581387	0.822992	4.98057e-05	1.37316e-05	0.123067	1.70752e-05	3.89762e-06	0.175487	9.03095e-06	2.48801e-06	2.34663e-06	5.70829e-07	0.14802	0.00120651	0.000317526	0.000176881	0.0999895	1.01726e-05	2.75133e-07	2.8027e-11	3.01459e-08	0.499558	0.000269072	6.55086e-06	0.679951	4.74464e-06	4.37472e-05	3.23019e-10	9.69821e-10	0.4	6.92726e-11	1.21847e-09	4.77379e-19	1.48081e-18	0.499839	0.00016119	0.0199998	1.64163e-10	2.18958e-07	0.002	6.85255e-12	7.43234e-21	7.46358e-23	1.71975e-24	1.03171e-23	0.951229	3.34123e-05	0.499912	5.41169e-06	2.4326e-06	3.27317e-05	0.199753	5.78028e-07	0.000242405	2.50417e-07	0.199999	7.37924e-08	1.13228e-06	0.5	1.0978e-07	1.59462e-07	0.0999003	4.05498e-08	0.0999998	3.68039e-09	8.89463e-08	6.41671e-09	1.1212e-08	8.1085e-09	9.94032e-05	0.0999005	5.08639e-09	7.40399e-10	7.31964e-08	1.19208e-08	1.76287e-08	3.76449e-14	0.999966	3.11981e-06	5.82907e-06	4.22021e-10	0.499991	9.47761e-06	1.40017e-09	1.25615e-09	3.82804e-09	8.86715e-12	2.46248e-12	0.6	1.0041e-11	8.05582e-14	4.7394e-14	2.38853e-12	1.06689e-06	1.42591e-05	1.98434e-07	2.6614e-06
11	3.26068e-07	0.345318	0.0029569	6.70254e-05	6.39907e-06	0.799891	0.996365	0.000527698	0.0993652	5.11634e-06	3.61783e-05	0.00101187	0.0006144	0.813523	4.68974e-05	1.29464e-05	0.113594	1.79732e-05	4.30417e-06	0.184822	8.53865e-06	2.35426e-06	2.43181e-06	6.2053e-07	0.147769	0.00132326	0.000376585	0.000189344	0.0999876	1.21009e-05	2.62343e-07	3.1837e-11	2.88734e-08	0.499452	0.000329431	8.0713e-06	0.679932	5.90197e-06	6.22317e-05	5.80245e-10	1.97297e-09	0.4	1.41756e-10	2.8376e-09	2.32845e-18	8.22021e-18	0.499796	0.000204102	0.0199997	3.5664e-10	3.30373e-07	0.002	1.71198e-11	4.50423e-20	4.7453e-22	1.24183e-23	6.4544e-23	0.946485	3.99611e-05	0.4999	6.30913e-06	2.43416e-06	3.53731e-05	0.199734	5.24481e-07	0.000260896	2.51876e-07	0.199999	7.64531e-08	1.2688e-06	0.499999	1.10474e-07	1.60694e-07	0.0998904	4.10174e-08	0.0999998	3.72837e-09	1.0082e-07	7.55974e-09	1.47907e-08	1.10429e-08	0.000109278	0.0998906	6.16362e-09	1.02481e-09	8.49661e-08	1.58635e-08	2.23505e-08	6.17852e-14	0.999964	2.82919e-06	6.03977e-06	4.12592e-10	0.49999	1.04246e-05	1.75811e-09	1.45615e-09	4.21525e-09	1.10435e-11	3.3268e-12	0.6	1.35923e-11	1.19555e-13	7.87795e-14	3.51736e-12	1.06769e-06	1.5427e-05	1.98626e-07	2.87778e-06
12	3.03935e-07	0.350039	0.00279423	6.07273e-05	5.79566e-06	0.79988	0.996291	0.000478709	0.0993456	4.71113e-06	3.26314e-05	0.00100686	0.000635313	0.804915	4.39729e-05	1.21491e-05	0.104981	1.8767e-05	4.70707e-06	0.193309	8.04931e-06	2.22047e-06	2.50572e-06	6.69637e-07	0.147529	0.00142856	0.000436191	0.000200287	0.0999857	1.40505e-05	2.47432e-07	3.49052e-11	2.73279e-08	0.499342	0.000391737	9.64884e-06	0.679908	7.11004e-06	8.48225e-05	9.64764e-10	3.67835e-09	0.4	2.65547e-10	5.98462e-09	9.37761e-18	3.72851e-17	0.49975	0.000249503	0.0199995	7.03473e-10	4.73512e-07	0.002	3.83684e-11	2.207e-19	2.4189e-21	7.11109e-23	3.24557e-22	0.941765	4.68425e-05	0.499889	7.23773e-06	2.43368e-06	3.77615e-05	0.199717	4.75399e-07	0.00027765	2.50206e-07	0.199999	7.78177e-08	1.4065e-06	0.499999	1.09784e-07	1.59887e-07	0.0998805	4.09348e-08	0.0999998	3.72542e-09	1.11815e-07	8.66939e-09	1.88562e-08	1.44602e-08	0.000119142	0.0998807	7.23618e-09	1.36279e-09	9.61118e-08	2.03758e-08	2.75256e-08	9.48651e-14	0.999962	2.56257e-06	6.22183e-06	3.96813e-10	0.499989	1.12859e-05	2.14087e-09	1.65644e-09	4.56869e-09	1.34011e-11	4.3447e-12	0.6	1.77174e-11	1.68924e-13	1.23486e-13	4.94862e-12	1.06754e-06	1.64833e-05	1.98649e-07	3.07358e-06
13	2.84243e-07	0.354736	0.00264855	5.5224e-05	5.2492e-06	0.799868	0.996246	0.000433767	0.0993365	4.31506e-06	2.94141e-05	0.000991071	0.00064567	0.797075	4.11241e-05	1.13679e-05	0.097137	1.94705e-05	5.10701e-06	0.20104	7.57467e-06	2.09018e-06	2.56997e-06	7.18243e-07	0.147301	0.00152306	0.000495555	0.000209861	0.0999837	1.59948e-05	2.31418e-07	3.71969e-11	2.56299e-08	0.499229	0.000454943	1.1256e-05	0.679879	8.34671e-06	0.000111653	1.50662e-09	6.38744e-09	0.4	4.62934e-10	1.16404e-08	3.23248e-17	1.43444e-16	0.499704	0.000296488	0.0199993	1.28267e-09	6.50843e-07	0.002	7.86897e-11	9.09305e-19	1.03041e-20	3.37315e-22	1.36632e-21	0.937067	5.40167e-05	0.499877	8.19322e-06	2.43262e-06	3.99183e-05	0.199701	4.30945e-07	0.000292822	2.46049e-07	0.199998	7.80838e-08	1.54467e-06	0.499999	1.07995e-07	1.57453e-07	0.0998706	4.04103e-08	0.0999997	3.68151e-09	1.21797e-07	9.72296e-09	2.33674e-08	1.83327e-08	0.000128994	0.0998708	8.27783e-09	1.75333e-09	1.06443e-07	2.54209e-08	3.30904e-08	1.37921e-13	0.999961	2.32091e-06	6.38114e-06	3.77077e-10	0.499988	1.20659e-05	2.54392e-09	1.85658e-09	4.88992e-09	1.59305e-11	5.52287e-12	0.6	2.24054e-11	2.29359e-13	1.84506e-13	6.71146e-12	1.06708e-06	1.74371e-05	1.98623e-07	3.25053e-06
14	2.6662e-07	0.35941	0.00251734	5.03935e-05	4.75829e-06	0.799856	0.996223	0.000393034	0.0993363	3.93882e-06	2.65264e-05	0.000967063	0.000647112	0.789923	3.84067e-05	1.06199e-05	0.089981	2.00955e-05	5.50454e-06	0.208094	7.122e-06	1.96558e-06	2.62588e-06	7.66421e-07	0.147084	0.00160758	0.000554036	0.000218216	0.0999818	1.79123e-05	2.15062e-07	3.87387e-11	2.38702e-08	0.499115	0.000518161	1.28692e-05	0.679847	9.59288e-06	0.000142784	2.23434e-09	1.04584e-08	0.4	7.60471e-10	2.11701e-08	9.79333e-17	4.81464e-16	0.499656	0.00034426	0.0199991	2.19147e-09	8.64137e-07	0.002	1.49931e-10	3.24508e-18	3.78266e-20	1.36908e-21	4.96408e-21	0.932394	6.14492e-05	0.499866	9.1719e-06	2.4318e-06	4.18654e-05	0.199687	3.91009e-07	0.000306567	2.39972e-07	0.199998	7.74454e-08	1.68271e-06	0.499999	1.05356e-07	1.53758e-07	0.0998608	3.95404e-08	0.0999997	3.60548e-09	1.30682e-07	1.07031e-08	2.82756e-08	2.2622e-08	0.000138834	0.099861	9.2673e-09	2.19424e-09	1.15827e-07	3.0954e-08	3.89786e-08	1.9163e-13	0.999959	2.1037e-06	6.52213e-06	3.55218e-10	0.499987	1.27702e-05	2.96339e-09	2.05628e-09	5.18114e-09	1.8624e-11	6.86803e-12	0.6	2.7643e-11	3.01377e-13	2.64941e-13	8.83323e-12	1.06671e-06	1.82983e-05	1.98616e-07	3.41043e-06
15	2.50768e-07	0.36406	0.00239852	4.61367e-05	4.31968e-06	0.799844	0.996217	0.000356418	0.0993434	3.58847e-06	2.39531e-05	0.000936974	0.00064124	0.783389	3.5852e-05	9.91485e-06	0.0834431	2.06518e-05	5.90009e-06	0.214539	6.69544e-06	1.84796e-06	2.67456e-06	8.14225e-07	0.14688	0.00168301	0.000611125	0.000225494	0.09998	1.97859e-05	1.9891e-07	3.95974e-11	2.21148e-08	0.499002	0.000580663	1.44689e-05	0.67981	1.08326e-05	0.000178216	3.17362e-09	1.63e-08	0.4	1.18853e-09	3.63865e-08	2.66177e-16	1.43976e-15	0.499608	0.000392141	0.0199989	3.54551e-09	1.11451e-06	0.002	2.68523e-10	1.02524e-17	1.22431e-19	4.86623e-21	1.59197e-20	0.927743	6.911e-05	0.499854	1.01706e-05	2.43169e-06	4.36242e-05	0.199675	3.55328e-07	0.000319033	2.32459e-07	0.199998	7.60829e-08	1.82014e-06	0.499999	1.02079e-07	1.49114e-07	0.0998509	3.84085e-08	0.0999997	3.50503e-09	1.38429e-07	1.15972e-08	3.35265e-08	2.72827e-08	0.000148663	0.0998511	1.01882e-08	2.6824e-09	1.24185e-07	3.69251e-08	4.51237e-08	2.56287e-13	0.999958	1.90956e-06	6.64812e-06	3.32573e-10	0.499987	1.34053e-05	3.39602e-09	2.25535e-09	5.44484e-09	2.14748e-11	8.38688e-12	0.6	3.34154e-11	3.85334e-13	3.67956e-13	1.13399e-11	1.06664e-06	1.90761e-05	1.98667e-07	3.55501e-06
16	2.36441e-07	0.368687	0.00229043	4.23723e-05	3.92915e-06	0.799832	0.996225	0.000323685	0.0993562	3.26679e-06	2.16703e-05	0.000902576	0.000629532	0.777411	3.34748e-05	9.25756e-06	0.0774619	2.11479e-05	6.29398e-06	0.220437	6.2969e-06	1.73792e-06	2.71693e-06	8.61698e-07	0.146688	0.00175023	0.000666431	0.000231822	0.0999782	2.16025e-05	1.83338e-07	3.98631e-11	2.04098e-08	0.49889	0.000641862	1.60394e-05	0.679769	1.20528e-05	0.0002179	4.34639e-09	2.43631e-08	0.4	1.78068e-09	5.96046e-08	6.60157e-16	3.90782e-15	0.49956	0.000439563	0.0199986	5.47707e-09	1.40249e-06	0.002	4.56264e-10	2.92486e-17	3.56592e-19	1.5489e-20	4.59862e-20	0.923116	7.69727e-05	0.499843	1.11865e-05	2.4325e-06	4.52147e-05	0.199663	3.23562e-07	0.000330359	2.23918e-07	0.199998	7.41573e-08	1.95658e-06	0.499999	9.83466e-08	1.43786e-07	0.0998411	3.70854e-08	0.0999997	3.38669e-09	1.45036e-07	1.23973e-08	3.90631e-08	3.2264e-08	0.00015848	0.0998413	1.10288e-08	3.214e-09	1.31477e-07	4.32815e-08	5.14604e-08	3.31815e-13	0.999957	1.73667e-06	6.76163e-06	3.10073e-10	0.499986	1.39778e-05	3.83906e-09	2.45361e-09	5.68356e-09	2.44769e-11	1.0086e-11	0.6	3.97072e-11	4.81452e-13	4.96742e-13	1.42562e-11	1.06697e-06	1.97794e-05	1.98793e-07	3.68589e-06
17	2.23439e-07	0.373291	0.00219168	3.90325e-05	3.58215e-06	0.799821	0.996244	0.000294529	0.0993734	2.97442e-06	1.96509e-05	0.000865317	0.000613305	0.771936	3.12786e-05	8.64956e-06	0.0719831	2.15909e-05	6.68647e-06	0.22584	5.92685e-06	1.63565e-06	2.7538e-06	9.08875e-07	0.146508	0.00181008	0.000719662	0.000237316	0.0999765	2.3352e-05	1.68588e-07	3.96347e-11	1.87857e-08	0.498782	0.0007013	1.75682e-05	0.679723	1.32431e-05	0.000261746	5.77025e-09	3.51312e-08	0.4	2.57298e-09	9.36808e-08	1.51278e-15	9.74634e-15	0.499514	0.000486071	0.0199983	8.13244e-09	1.72811e-06	0.002	7.40945e-10	7.63131e-17	9.47071e-19	4.47328e-20	1.21228e-19	0.918512	8.50143e-05	0.499832	1.22173e-05	2.43428e-06	4.66554e-05	0.199653	2.9534e-07	0.000340671	2.14688e-07	0.199998	7.18091e-08	2.09174e-06	0.499999	9.43069e-08	1.37992e-07	0.0998312	3.563e-08	0.0999997	3.25591e-09	1.50523e-07	1.30987e-08	4.48275e-08	3.75124e-08	0.000168286	0.0998315	1.17811e-08	3.78476e-09	1.37697e-07	4.9969e-08	5.79263e-08	4.17795e-13	0.999956	1.58302e-06	6.86462e-06	2.88335e-10	0.499986	1.44939e-05	4.2902e-09	2.6509e-09	5.89979e-09	2.76242e-11	1.19716e-11	0.6	4.65024e-11	5.89845e-13	6.54483e-13	1.76057e-11	1.06772e-06	2.04164e-05	1.98998e-07	3.80459e-06
18	2.11592e-07	0.377872	0.00210109	3.60604e-05	3.2741e-06	0.799809	0.99627	0.000268611	0.0993939	2.7106e-06	1.78671e-05	0.000826362	0.000593702	0.766914	2.92599e-05	8.09019e-06	0.0669588	2.1987e-05	7.07775e-06	0.230796	5.58472e-06	1.54104e-06	2.78583e-06	9.5578e-07	0.14634	0.00186336	0.000770609	0.00024208	0.0999748	2.50275e-05	1.54802e-07	3.9011e-11	1.72612e-08	0.498677	0.000758631	1.90456e-05	0.679674	1.43954e-05	0.000309632	7.45816e-09	4.91108e-08	0.4	3.60324e-09	1.4205e-07	3.23838e-15	2.25994e-14	0.499469	0.000531302	0.0199979	1.16692e-08	2.09096e-06	0.002	1.15698e-09	1.84327e-16	2.32297e-18	1.18746e-19	2.95334e-19	0.913931	9.32145e-05	0.499821	1.32608e-05	2.43699e-06	4.79629e-05	0.199643	2.70291e-07	0.000350083	2.05045e-07	0.199998	6.91577e-08	2.22539e-06	0.499999	9.00822e-08	1.31913e-07	0.0998214	3.40908e-08	0.0999996	3.11716e-09	1.54934e-07	1.37001e-08	5.07626e-08	4.29737e-08	0.00017808	0.0998217	1.24409e-08	4.3901e-09	1.42863e-07	5.69342e-08	6.44628e-08	5.13515e-13	0.999955	1.44662e-06	6.95857e-06	2.67734e-10	0.499985	1.49596e-05	4.74746e-09	2.84704e-09	6.09586e-09	3.0911e-11	1.40499e-11	0.6	5.37849e-11	7.10531e-13	8.44333e-13	2.14111e-11	1.06888e-06	2.09944e-05	1.9928e-07	3.91245e-06
19	2.00759e-07	0.382431	0.0020177	3.34076e-05	3.00064e-06	0.799797	0.996303	0.000245594	0.0994168	2.47373e-06	1.62919e-05	0.000786634	0.00057169	0.762305	2.74107e-05	7.57747e-06	0.0623464	2.23415e-05	7.46797e-06	0.235347	5.26933e-06	1.45379e-06	2.81359e-06	1.00243e-06	0.146184	0.00191078	0.000819135	0.000246203	0.0999732	2.66241e-05	1.42049e-07	3.80836e-11	1.58459e-08	0.498575	0.000813603	2.04646e-05	0.67962	1.55039e-05	0.000361412	9.41851e-09	6.68205e-08	0.4	4.91026e-09	2.08744e-07	6.53129e-15	4.91775e-14	0.499425	0.000574983	0.0199975	1.62527e-08	2.49029e-06	0.002	1.74579e-09	4.16356e-16	5.31732e-18	2.92992e-19	6.71824e-19	0.909373	0.000101555	0.499809	1.43152e-05	2.44054e-06	4.91521e-05	0.199634	2.48059e-07	0.000358695	1.9521e-07	0.199998	6.63028e-08	2.3574e-06	0.499999	8.57704e-08	1.25693e-07	0.0998116	3.25068e-08	0.0999996	2.97407e-09	1.58325e-07	1.42025e-08	5.68131e-08	4.85941e-08	0.000187862	0.0998119	1.30066e-08	5.02529e-09	1.47015e-07	6.41251e-08	7.10156e-08	6.1803e-13	0.999954	1.32554e-06	7.04469e-06	2.48478e-10	0.499985	1.53804e-05	5.20916e-09	3.04186e-09	6.27392e-09	3.43313e-11	1.63266e-11	0.6	6.15383e-11	8.43451e-13	1.0694e-12	2.56941e-11	1.07042e-06	2.15201e-05	1.99631e-07	4.0107e-06
20	1.90821e-07	0.386966	0.00194069	3.10332e-05	2.75774e-06	0.799786	0.996339	0.000225156	0.0994412	2.26177e-06	1.49004e-05	0.000746861	0.000548075	0.758069	2.57205e-05	7.10864e-06	0.0581081	2.26589e-05	7.85723e-06	0.239529	4.97915e-06	1.37348e-06	2.83758e-06	1.04885e-06	0.146038	0.001953	0.000865161	0.000249766	0.0999717	2.81392e-05	1.30344e-07	3.69339e-11	1.45434e-08	0.498479	0.000866045	2.18204e-05	0.679563	1.65641e-05	0.000416922	1.16553e-08	8.87826e-08	0.4	6.5331e-09	2.98394e-07	1.25005e-14	1.01175e-13	0.499383	0.000616912	0.0199971	2.20533e-08	2.92507e-06	0.002	2.55606e-09	8.86351e-16	1.14509e-17	6.77657e-19	1.43848e-18	0.904837	0.000110021	0.499798	1.53789e-05	2.44482e-06	5.02363e-05	0.199626	2.28315e-07	0.000366598	1.85359e-07	0.199997	6.33262e-08	2.48767e-06	0.499999	8.14488e-08	1.19446e-07	0.0998018	3.09092e-08	0.0999996	2.82953e-09	1.60764e-07	1.46088e-08	6.29266e-08	5.43216e-08	0.000197634	0.0998021	1.34792e-08	5.68563e-09	1.50205e-07	7.1492e-08	7.75354e-08	7.30217e-13	0.999953	1.218e-06	7.12394e-06	2.30656e-10	0.499984	1.57612e-05	5.67386e-09	3.2352e-09	6.43591e-09	3.78792e-11	1.88072e-11	0.6	6.97462e-11	9.88484e-13	1.33272e-12	3.04753e-11	1.07228e-06	2.19993e-05	2.00042e-07	4.1004e-06
21	1.81677e-07	0.391479	0.00186934	2.89019e-05	2.54172e-06	0.799774	0.996377	0.000206995	0.0994664	2.07248e-06	1.36698e-05	0.0007076	0.000523518	0.754173	2.41776e-05	6.68054e-06	0.05421	2.29433e-05	8.24561e-06	0.243376	4.7124e-06	1.29965e-06	2.85823e-06	1.09504e-06	0.145903	0.00199058	0.000908653	0.000252838	0.0999703	2.95713e-05	1.19665e-07	3.56315e-11	1.33524e-08	0.498387	0.000915852	2.31097e-05	0.679503	1.75735e-05	0.000475987	1.41687e-08	1.15514e-07	0.4	8.51049e-09	4.16235e-07	2.28434e-14	1.98092e-13	0.499343	0.000656948	0.0199966	2.92427e-08	3.39407e-06	0.002	3.64391e-09	1.79076e-15	2.33683e-17	1.4806e-18	2.91987e-18	0.900325	0.000118597	0.499787	1.64504e-05	2.44973e-06	5.12272e-05	0.199619	2.10762e-07	0.00037387	1.75627e-07	0.199997	6.02941e-08	2.61614e-06	0.499999	7.71777e-08	1.13261e-07	0.099792	2.93224e-08	0.0999996	2.68579e-09	1.62322e-07	1.49233e-08	6.90542e-08	6.01069e-08	0.000207394	0.0997923	1.38612e-08	6.3665e-09	1.52496e-07	7.89882e-08	8.39775e-08	8.48835e-13	0.999952	1.12237e-06	7.19708e-06	2.14275e-10	0.499984	1.61064e-05	6.14028e-09	3.42688e-09	6.58358e-09	4.15489e-11	2.14968e-11	0.6	7.83919e-11	1.14545e-12	1.63724e-12	3.57743e-11	1.07442e-06	2.24371e-05	2.00504e-07	4.18252e-06
22	1.73238e-07	0.395969	0.00180305	2.69837e-05	2.34932e-06	0.799762	0.996417	0.00019084	0.099492	1.9036e-06	1.25799e-05	0.00066927	0.000498551	0.750587	2.27698e-05	6.28986e-06	0.0506219	2.3198e-05	8.63316e-06	0.246918	4.46728e-06	1.2318e-06	2.8759e-06	1.14102e-06	0.145777	0.00202406	0.000949614	0.000255477	0.099969	3.09206e-05	1.09966e-07	3.42339e-11	1.22689e-08	0.498299	0.00096297	2.43309e-05	0.679439	1.85302e-05	0.000538425	1.69551e-08	1.47517e-07	0.399999	1.08802e-08	5.68085e-07	4.00611e-14	3.71055e-13	0.499305	0.000695003	0.0199961	3.79916e-08	3.89587e-06	0.00199999	5.07288e-09	3.45268e-15	4.54485e-17	3.0737e-18	5.65049e-18	0.895834	0.000127271	0.499776	1.75284e-05	2.45513e-06	5.2135e-05	0.199612	1.95131e-07	0.000380581	1.66117e-07	0.199997	5.72591e-08	2.7428e-06	0.499999	7.30028e-08	1.07207e-07	0.0997822	2.7765e-08	0.0999996	2.5446e-09	1.63078e-07	1.51515e-08	7.51512e-08	6.5904e-08	0.000217142	0.0997825	1.41568e-08	7.06343e-09	1.53957e-07	8.65703e-08	9.03027e-08	9.72577e-13	0.999951	1.0372e-06	7.26477e-06	1.99291e-10	0.499984	1.642e-05	6.60733e-09	3.61676e-09	6.7185e-09	4.53344e-11	2.44001e-11	0.6	8.74586e-11	1.31414e-12	1.98586e-12	4.161e-11	1.07678e-06	2.28382e-05	2.01007e-07	4.25789e-06
23	1.65431e-07	0.400437	0.00174131	2.52526e-05	2.17761e-06	0.799751	0.996456	0.000176447	0.0995175	1.75296e-06	1.16128e-05	0.00063218	0.000473597	0.747284	2.1485e-05	5.93333e-06	0.0473167	2.34261e-05	9.01991e-06	0.250181	4.24197e-06	1.16943e-06	2.89091e-06	1.18679e-06	0.145661	0.00205388	0.000988079	0.000257738	0.0999677	3.2188e-05	1.01187e-07	3.27872e-11	1.12868e-08	0.498217	0.00100739	2.54834e-05	0.679372	1.94336e-05	0.000604049	2.00079e-08	1.85278e-07	0.399999	1.36786e-08	7.60331e-07	6.77191e-14	6.68037e-13	0.499269	0.00073103	0.0199955	4.8467e-08	4.42896e-06	0.00199999	6.91378e-09	6.38388e-15	8.46686e-17	6.09507e-18	1.04775e-17	0.891366	0.000136031	0.499765	1.86118e-05	2.46092e-06	5.29689e-05	0.199605	1.81185e-07	0.000386792	1.56907e-07	0.199997	5.42621e-08	2.86766e-06	0.499999	6.8958e-08	1.01334e-07	0.0997725	2.6251e-08	0.0999996	2.40727e-09	1.63107e-07	1.52994e-08	8.11768e-08	7.16706e-08	0.000226879	0.0997728	1.43709e-08	7.77223e-09	1.54658e-07	9.41985e-08	9.64762e-08	1.10012e-12	0.999951	9.61211e-07	7.32753e-06	1.85628e-10	0.499983	1.67055e-05	7.07404e-09	3.80468e-09	6.84203e-09	4.92298e-11	2.75215e-11	0.6	9.69295e-11	1.49429e-12	2.38132e-12	4.80001e-11	1.07931e-06	2.32065e-05	2.01542e-07	4.32724e-06
24	1.58191e-07	0.404883	0.00168366	2.36862e-05	2.02405e-06	0.799739	0.996496	0.000163598	0.0995427	1.61851e-06	1.07527e-05	0.000596546	0.000448982	0.744239	2.03118e-05	5.60777e-06	0.04427	2.36302e-05	9.40589e-06	0.253188	4.03472e-06	1.11207e-06	2.90355e-06	1.23236e-06	0.145553	0.00208043	0.0010241	0.000259666	0.0999665	3.33754e-05	9.32594e-08	3.13274e-11	1.03989e-08	0.498139	0.00104914	2.65677e-05	0.679302	2.0284e-05	0.000672672	2.33181e-08	2.29255e-07	0.399999	1.69401e-08	9.99899e-07	1.10748e-13	1.16054e-12	0.499235	0.000765018	0.0199949	6.08298e-08	4.99175e-06	0.00199999	9.24452e-09	1.13666e-14	1.51743e-16	1.15966e-17	1.86952e-17	0.88692	0.000144868	0.499754	1.96997e-05	2.46701e-06	5.37366e-05	0.199599	1.68716e-07	0.000392556	1.4805e-07	0.199997	5.13341e-08	2.99075e-06	0.499999	6.50675e-08	9.56777e-08	0.0997627	2.47906e-08	0.0999996	2.27473e-09	1.62485e-07	1.53735e-08	8.7095e-08	7.73684e-08	0.000236604	0.099763	1.45092e-08	8.48895e-09	1.54672e-07	1.01837e-07	1.02468e-07	1.23014e-12	0.99995	8.93261e-07	7.38585e-06	1.73195e-10	0.499983	1.69659e-05	7.53956e-09	3.99051e-09	6.95538e-09	5.32293e-11	3.08652e-11	0.6	1.06788e-10	1.68562e-12	2.82631e-12	5.49612e-11	1.08198e-06	2.35456e-05	2.02102e-07	4.39122e-06
25	1.51461e-07	0.409307	0.00162971	2.22651e-05	1.88638e-06	0.799728	0.996534	0.000152104	0.0995672	1.4984e-06	9.98587e-06	0.000562513	0.000424957	0.74143	1.92394e-05	5.31021e-06	0.0414596	2.38126e-05	9.7911e-06	0.255963	3.84389e-06	1.05926e-06	2.91406e-06	1.27773e-06	0.145454	0.00210409	0.00105776	0.000261299	0.0999654	3.4485e-05	8.61114e-08	2.98818e-11	9.59782e-09	0.498066	0.00108828	2.75848e-05	0.679229	2.1082e-05	0.000744107	2.68745e-08	2.7988e-07	0.399999	2.06973e-08	1.29422e-06	1.75804e-13	1.95247e-12	0.499203	0.000796981	0.0199943	7.52334e-08	5.58263e-06	0.00199999	1.21497e-08	1.95643e-14	2.62664e-16	2.12621e-17	3.22264e-17	0.882497	0.000153771	0.499743	2.0791e-05	2.4733e-06	5.44452e-05	0.199594	1.57541e-07	0.00039792	1.39582e-07	0.199997	4.84985e-08	3.11213e-06	0.499999	6.13476e-08	9.02641e-08	0.099753	2.33909e-08	0.0999996	2.14765e-09	1.61287e-07	1.53805e-08	9.28736e-08	8.29633e-08	0.000246319	0.0997533	1.45778e-08	9.20995e-09	1.54071e-07	1.09452e-07	1.08254e-07	1.3614e-12	0.99995	8.32358e-07	7.4401e-06	1.61892e-10	0.499983	1.72038e-05	8.00312e-09	4.17411e-09	7.05964e-09	5.7327e-11	3.44349e-11	0.6	1.17016e-10	1.88781e-12	3.32339e-12	6.25093e-11	1.08474e-06	2.38585e-05	2.02679e-07	4.4504e-06
