Time	[GLC]	[G6P]	[ADP]	[ATP]	[F6P]	[F16P]	[E4P]	[PGN]	[GLC_e]	[NADP]	[NADPH]	[BPG]	[RU5P]	[X5P]	[R5P]	[GAP]	[S7P]	[NADH]	[NAD]	[AMP]	[PRPP]	[G1P]	[Pi]	[GLY]	[CIT]	[F26P]	[DHAP]	[PG3]	[PG2]	[PEP]	[PYR]	[LAC]	[CO2]	[O2]
61	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
62	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
63	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
64	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
65	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
66	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
67	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
68	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
69	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
70	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
71	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
72	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
73	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
74	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
75	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
76	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
77	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
78	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
79	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
80	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
81	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
82	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
83	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
84	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
85	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
86	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
87	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
88	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
89	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
90	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
91	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
92	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
93	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
94	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
95	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
96	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
97	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
98	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
99	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
100	0.000857888	0.00103944	0.00233578	0.00906422	3.10602e-05	0.000447288	0.00102192	0.000106172	0.01	6.13259e-07	1.87067e-05	8.68975e-05	0.000138681	0.000234928	2.67158e-05	0.00018148	6.81482e-05	5.0881e-06	0.00133991	0.00311	0.001	3.57382e-05	0.02	0.208404	0.00108	3.67e-06	0.000591973	7.39406e-05	5.2168e-05	5.3247e-05	0.00178188	0.0155	0.0214	6.5e-05
