Time	[NatP]	[MisP]	[Ub]	[E1]	[E2]	[E3]	[E3_MisP]	[DUB]	[Proteasome]	[ROS]	[E1_Ub]	[E2_Ub]	[E3_MisP_Ub]	[E3_MisP_Ub2]	[E3_MisP_Ub3]	[E3_MisP_Ub4]	[E3_MisP_Ub5]	[E3_MisP_Ub6]	[E3_MisP_Ub7]	[E3_MisP_Ub8]	[MisP_Ub4_Proteasome]	[MisP_Ub5_Proteasome]	[MisP_Ub6_Proteasome]	[MisP_Ub7_Proteasome]	[MisP_Ub8_Proteasome]	[E3_MisP_Ub_DUB]	[E3_MisP_Ub2_DUB]	[E3_MisP_Ub3_DUB]	[E3_MisP_Ub4_DUB]	[E3_MisP_Ub5_DUB]	[E3_MisP_Ub6_DUB]	[E3_MisP_Ub7_DUB]	[E3_MisP_Ub8_DUB]	[AggP1]	[AggP2]	[AggP3]	[AggP4]	[AggP5]	[SeqAggP]	[AggP_Proteasome]	[ATP]	[ADP]	[AMP]	[UCHL1]	[UCHL1_Proteasome]	[UCHL1_damaged_Proteasome]	[Lysosome]	[UCHL1_damaged]	[Lamp2a]	[Lamp2a_UCHL1_damaged]	[Ub_UCHL1]	[SUB]	[SUB_misfolded]	[E3SUB]	[E3SUB_SUB_misfolded]	[E3SUB_SUB_misfolded_Ub]	[E3SUB_SUB_misfolded_Ub2]	[E3SUB_SUB_misfolded_Ub3]	[E3SUB_SUB_misfolded_Ub4]	[E3SUB_SUB_misfolded_Ub5]	[E3SUB_SUB_misfolded_Ub6]	[E3SUB_SUB_misfolded_Ub7]	[E3SUB_SUB_misfolded_Ub8]	[E3SUB_SUB_misfolded_Ub_UCHL1]	[E3SUB_SUB_misfolded_Ub2_UCHL1]	[E3SUB_SUB_misfolded_Ub3_UCHL1]	[E3SUB_SUB_misfolded_Ub4_UCHL1]	[E3SUB_SUB_misfolded_Ub5_UCHL1]	[E3SUB_SUB_misfolded_Ub6_UCHL1]	[E3SUB_SUB_misfolded_Ub7_UCHL1]	[E3SUB_SUB_misfolded_Ub8_UCHL1]	[SUB_misfolded_Ub4_Proteasome]	[SUB_misfolded_Ub5_Proteasome]	[SUB_misfolded_Ub6_Proteasome]	[SUB_misfolded_Ub7_Proteasome]	[SUB_misfolded_Ub8_Proteasome]	[asyn]	[asyn_Proteasome]	[asyn_Lamp2a]	[asyn_dam]	[Parkin]	[Parkin_asyn_dam]	[Parkin_asyn_dam_Ub]	[Parkin_asyn_dam_Ub2]	[Parkin_asyn_dam_Ub3]	[Parkin_asyn_dam_Ub4]	[Parkin_asyn_dam_Ub5]	[Parkin_asyn_dam_Ub6]	[Parkin_asyn_dam_Ub7]	[Parkin_asyn_dam_Ub8]	[Parkin_asyn_dam_Ub_DUB]	[Parkin_asyn_dam_Ub2_DUB]	[Parkin_asyn_dam_Ub3_DUB]	[Parkin_asyn_dam_Ub4_DUB]	[Parkin_asyn_dam_Ub5_DUB]	[Parkin_asyn_dam_Ub6_DUB]	[Parkin_asyn_dam_Ub7_DUB]	[Parkin_asyn_dam_Ub8_DUB]	[asyn_dam_Ub4_Proteasome]	[asyn_dam_Ub5_Proteasome]	[asyn_dam_Ub6_Proteasome]	[asyn_dam_Ub7_Proteasome]	[asyn_dam_Ub8_Proteasome]	[AggA1]	[AggA2]	[AggA3]	[AggA4]	[AggA5]	[AggD1]	[AggD2]	[AggD3]	[AggD4]	[AggD5]	[AggU1]	[AggU2]	[AggU3]	[AggU4]	[AggU5]	[AggS1]	[AggS2]	[AggS3]	[AggS4]	[AggS5]	[Source]	[Sink]	[aggasyn]	[aggasyndam]	[aggParkin]	[aggUb]	[aggE3]	[aggDUB]	[aggMisP]	[aggUchl1]	[aggUchl1dam]	[aggSUB]	[upregUb]
85	6000.54	81.2916	1431.6	106.805	25.7089	292.27	2.44827	160.023	1513.44	10	793.195	974.291	0.244826	0.244824	0.244822	0.244631	0.244439	0.244248	0.244057	305.593	0.12707	0.694736	1.33656	9.28009	343.196	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9727	2.72033e-07	9.28007e-14	2.11409e-20	3.61442e-27	4.94512e-34	-1.26555e-18	6.10972e-07	10000	1000	1000	5787.13	4.47409	9.13978e-07	1200	0.0452597	198.05	0.00392209	497.537	812.229	2.0693	157.347	0.169144	0.0169143	0.0169142	0.0169142	0.016901	0.0168878	0.0168746	0.0168614	22.1014	20.0007	20.0428	25.0007	25.0428	30.0009	30.0852	40.0009	40.0902	0.0118257	0.0120742	0.0511707	3.02743	21.8867	2999.57	0.440617	1.94575	0.00312535	4799.91	0.00153941	0.00015394	0.00015394	0.000153939	0.000153819	0.0001537	0.00015358	0.00015346	0.0906109	4.03275e-07	4.02761e-07	4.02246e-07	4.01423e-07	4.00601e-07	4.00543e-07	7.64894e-07	0.000129453	7.29946e-05	7.28691e-05	7.3074e-05	0.000177619	0.0254538	0.00191085	1.21795e-07	5.17564e-12	1.64956e-16	4.206e-21	-1.29054e-06	-8.35893e-10	-3.61e-13	-1.16937e-16	-3.03041e-20	-9.53193e-06	-4.73135e-08	-1.56293e-10	-3.86906e-13	-7.65944e-16	1.78225e-10	2.34631e-18	1.89098e-26	1.09579e-34	4.95797e-43	1	1	-1.26746e-22	-4.58281e-23	-3.74195e-27	-3.13939e-22	-4.7107e-23	-3.39694e-23	-3.7593e-23	-9.77686e-24	-8.8575e-18	-1.08177e-23	6.10282e-07
86	6000.54	81.3098	1431.52	106.811	25.7095	292.215	2.44836	160.023	1513.52	10	793.189	974.29	0.244834	0.244833	0.244831	0.244639	0.244448	0.244256	0.244065	305.648	0.128161	0.692066	1.33078	9.27353	343.166	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9725	2.75295e-07	9.50249e-14	2.19042e-20	3.78936e-27	5.246e-34	-1.4502e-18	6.25437e-07	10000	1000	1000	5787.15	4.43306	9.32294e-07	1200	0.0457487	198.028	0.00401201	497.515	812.197	2.06889	157.352	0.169115	0.0169114	0.0169113	0.0169112	0.0168979	0.0168847	0.0168715	0.0168583	22.0934	20.0007	20.0433	25.0007	25.0433	30.0009	30.0862	40.0009	40.0913	0.0118746	0.0121276	0.0514312	3.01045	21.9045	2999.56	0.443912	1.96755	0.00312534	4799.91	0.00153941	0.00015394	0.00015394	0.000153939	0.000153819	0.000153699	0.00015358	0.00015346	0.0914144	4.08201e-07	4.07688e-07	4.07173e-07	4.06345e-07	4.0552e-07	4.05495e-07	7.82818e-07	0.000132352	7.36697e-05	7.35442e-05	7.37637e-05	0.000181668	0.0259671	0.00193332	1.24677e-07	5.36042e-12	1.72855e-16	4.45925e-21	-1.30609e-06	-8.56162e-10	-3.74212e-13	-1.22679e-16	-3.21753e-20	-9.74683e-06	-4.94953e-08	-1.67267e-10	-4.2361e-13	-8.57918e-16	1.7933e-10	2.38328e-18	1.9399e-26	1.13541e-34	5.18874e-43	1	1	-1.47046e-22	-4.92451e-23	-4.37805e-27	-3.64106e-22	-5.46342e-23	-3.93955e-23	-4.35987e-23	-1.13387e-23	-1.01498e-17	-1.25454e-23	6.17888e-07
87	6000.55	81.328	1431.45	106.816	25.7102	292.16	2.44845	160.023	1513.6	10	793.184	974.29	0.244843	0.244842	0.24484	0.244648	0.244456	0.244265	0.244074	305.703	0.129244	0.689413	1.32505	9.267	343.136	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9723	2.78559e-07	9.72762e-14	2.26859e-20	3.97062e-27	5.56143e-34	-1.65912e-18	6.40071e-07	10000	1000	1000	5787.17	4.39244	9.50724e-07	1200	0.0462368	198.007	0.00410288	497.492	812.165	2.0685	157.357	0.169087	0.0169086	0.0169084	0.0169083	0.0168951	0.0168818	0.0168686	0.0168554	22.0853	20.0007	20.0438	25.0007	25.0438	30.0009	30.0871	40.0009	40.0924	0.0119232	0.0121806	0.0516873	2.99359	21.9221	2999.56	0.447174	1.98933	0.00312534	4799.91	0.00153941	0.00015394	0.00015394	0.000153939	0.000153819	0.000153699	0.000153579	0.00015346	0.0922118	4.13128e-07	4.12615e-07	4.121e-07	4.11268e-07	4.10439e-07	4.10449e-07	8.01031e-07	0.000135277	7.43404e-05	7.42148e-05	7.44495e-05	0.000185772	0.0264829	0.00195578	1.27592e-07	5.54954e-12	1.81034e-16	4.72455e-21	-1.32164e-06	-8.76673e-10	-3.87742e-13	-1.28629e-16	-3.41378e-20	-9.96388e-06	-5.17497e-08	-1.78866e-10	-4.63295e-13	-9.59639e-16	1.80434e-10	2.42047e-18	1.98957e-26	1.17604e-34	5.42776e-43	1	1	-1.70295e-22	-5.28719e-23	-5.11274e-27	-4.21555e-22	-6.32543e-23	-4.56089e-23	-5.04761e-23	-1.31272e-23	-1.1612e-17	-1.45238e-23	6.25504e-07
88	6000.56	81.3461	1431.37	106.823	25.7109	292.105	2.44854	160.023	1513.67	10	793.177	974.289	0.244852	0.24485	0.244849	0.244657	0.244465	0.244274	0.244083	305.757	0.13032	0.686777	1.31936	9.26051	343.108	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9721	2.81824e-07	9.95544e-14	2.34862e-20	4.15835e-27	5.89194e-34	-1.89509e-18	6.54874e-07	10000	1000	1000	5787.19	4.35222	9.69266e-07	1200	0.046724	197.985	0.0041947	497.47	812.132	2.06813	157.362	0.169061	0.0169059	0.0169058	0.0169056	0.0168924	0.0168791	0.0168659	0.0168527	22.0773	20.0007	20.0443	25.0007	25.0443	30.0009	30.0881	40.0009	40.0935	0.0119714	0.0122333	0.051939	2.97685	21.9395	2999.55	0.450405	2.01109	0.00312533	4799.9	0.0015394	0.00015394	0.000153939	0.000153939	0.000153819	0.000153699	0.000153579	0.00015346	0.0930031	4.18055e-07	4.17541e-07	4.17026e-07	4.16191e-07	4.15358e-07	4.15404e-07	8.19537e-07	0.000138228	7.50066e-05	7.48811e-05	7.51313e-05	0.00018993	0.0270012	0.00197825	1.30541e-07	5.74305e-12	1.895e-16	5.00233e-21	-1.33718e-06	-8.97427e-10	-4.01594e-13	-1.34792e-16	-3.61949e-20	-1.01831e-05	-5.40781e-08	-1.91118e-10	-5.06161e-13	-1.072e-15	1.81537e-10	2.45789e-18	2.04e-26	1.21771e-34	5.67525e-43	1	1	-1.96872e-22	-5.67187e-23	-5.95944e-27	-4.87218e-22	-7.31067e-23	-5.27104e-23	-5.83365e-23	-1.51714e-23	-1.32636e-17	-1.67849e-23	6.3313e-07
89	6000.56	81.3642	1431.29	106.829	25.7117	292.051	2.44863	160.023	1513.75	10	793.171	974.288	0.244861	0.244859	0.244858	0.244666	0.244474	0.244283	0.244091	305.811	0.131388	0.684159	1.3137	9.25407	343.08	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9718	2.85091e-07	1.0186e-13	2.43053e-20	4.35271e-27	6.23806e-34	-2.16128e-18	6.69846e-07	10000	1000	1000	5787.2	4.3124	9.87918e-07	1200	0.0472102	197.963	0.00428747	497.447	812.1	2.06777	157.367	0.169036	0.0169034	0.0169033	0.0169031	0.0168899	0.0168766	0.0168633	0.0168501	22.0693	20.0007	20.0448	25.0007	25.0448	30.0009	30.0891	40.0009	40.0946	0.0120193	0.0122857	0.0521862	2.96022	21.9567	2999.55	0.453603	2.03282	0.00312533	4799.9	0.0015394	0.00015394	0.000153939	0.000153939	0.000153819	0.000153699	0.000153579	0.000153459	0.0937883	4.22982e-07	4.22468e-07	4.21953e-07	4.21114e-07	4.20277e-07	4.2036e-07	8.38336e-07	0.000141203	7.56685e-05	7.5543e-05	7.58092e-05	0.000194143	0.0275219	0.00200072	1.33523e-07	5.94101e-12	1.9826e-16	5.29302e-21	-1.35273e-06	-9.18423e-10	-4.15772e-13	-1.41175e-16	-3.835e-20	-1.04044e-05	-5.6482e-08	-2.04051e-10	-5.52423e-13	-1.19597e-15	1.8264e-10	2.49552e-18	2.0912e-26	1.26041e-34	5.93142e-43	1	1	-2.27206e-22	-6.07959e-23	-6.93373e-27	-5.6216e-22	-8.43512e-23	-6.08149e-23	-6.73074e-23	-1.75043e-23	-1.51265e-17	-1.93653e-23	6.40766e-07
90	6000.57	81.3821	1431.21	106.836	25.7125	291.998	2.44872	160.023	1513.83	10	793.164	974.287	0.24487	0.244869	0.244867	0.244675	0.244483	0.244292	0.2441	305.865	0.132449	0.681557	1.30808	9.24766	343.053	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9716	2.88359e-07	1.04192e-13	2.51435e-20	4.55385e-27	6.60034e-34	-2.46115e-18	6.84987e-07	10000	1000	1000	5787.22	4.27298	1.00668e-06	1200	0.0476955	197.941	0.00438119	497.424	812.068	2.06743	157.372	0.169012	0.0169011	0.0169009	0.0169007	0.0168875	0.0168742	0.0168609	0.0168477	22.0613	20.0007	20.0453	25.0007	25.0453	30.0009	30.0901	40.0009	40.0957	0.0120669	0.0123378	0.0524291	2.94371	21.9737	2999.54	0.456771	2.05453	0.00312533	4799.9	0.0015394	0.00015394	0.000153939	0.000153939	0.000153819	0.000153699	0.000153579	0.000153459	0.0945676	4.27908e-07	4.27395e-07	4.2688e-07	4.26037e-07	4.25197e-07	4.25318e-07	8.57433e-07	0.000144203	7.63261e-05	7.62006e-05	7.64832e-05	0.00019841	0.0280451	0.00202319	1.3654e-07	6.14347e-12	2.07319e-16	5.59707e-21	-1.36828e-06	-9.39662e-10	-4.3028e-13	-1.47782e-16	-4.06065e-20	-1.06278e-05	-5.8963e-08	-2.17694e-10	-6.02303e-13	-1.3326e-15	1.83743e-10	2.53338e-18	2.14318e-26	1.30417e-34	6.19649e-43	1	1	-2.61784e-22	-6.51145e-23	-8.05334e-27	-6.4758e-22	-9.71681e-23	-7.00522e-23	-7.75324e-23	-2.01633e-23	-1.72252e-17	-2.23063e-23	6.48413e-07
91	6000.58	81.3999	1431.13	106.843	25.7134	291.945	2.44881	160.024	1513.9	10	793.157	974.287	0.24488	0.244878	0.244876	0.244684	0.244492	0.244301	0.24411	305.918	0.133502	0.678973	1.3025	9.24129	343.026	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9714	2.91628e-07	1.06552e-13	2.60009e-20	4.76194e-27	6.97935e-34	-2.79845e-18	7.00298e-07	10000	1000	1000	5787.24	4.23395	1.02555e-06	1200	0.0481798	197.919	0.00447585	497.401	812.035	2.06711	157.376	0.16899	0.0168988	0.0168987	0.0168985	0.0168852	0.0168719	0.0168586	0.0168454	22.0534	20.0007	20.0458	25.0007	25.0458	30.001	30.0911	40.0009	40.0968	0.0121142	0.0123895	0.0526678	2.92732	21.9906	2999.54	0.459907	2.07621	0.00312532	4799.9	0.0015394	0.00015394	0.000153939	0.000153939	0.000153819	0.000153699	0.000153579	0.000153459	0.095341	4.32835e-07	4.32321e-07	4.31806e-07	4.3096e-07	4.30116e-07	4.30277e-07	8.76829e-07	0.000147227	7.69794e-05	7.68538e-05	7.71533e-05	0.000202733	0.0285706	0.00204565	1.39589e-07	6.35047e-12	2.16686e-16	5.91493e-21	-1.38382e-06	-9.61143e-10	-4.45121e-13	-1.54618e-16	-4.2968e-20	-1.08533e-05	-6.15225e-08	-2.32077e-10	-6.56038e-13	-1.48299e-15	1.84844e-10	2.57146e-18	2.19592e-26	1.34901e-34	6.47066e-43	1	1	-3.0113e-22	-6.96858e-23	-9.33732e-27	-7.44771e-22	-1.11751e-22	-8.05617e-23	-8.91658e-23	-2.31886e-23	-1.95859e-17	-2.56523e-23	6.56069e-07
92	6000.58	81.4177	1431.05	106.85	25.7142	291.892	2.44891	160.024	1513.97	10	793.15	974.286	0.244889	0.244887	0.244885	0.244693	0.244502	0.24431	0.244119	305.971	0.134548	0.676405	1.29695	9.23497	343	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9712	2.94899e-07	1.08938e-13	2.68778e-20	4.97713e-27	7.37567e-34	-3.17738e-18	7.15777e-07	10000	1000	1000	5787.26	4.19531	1.04452e-06	1200	0.0486632	197.898	0.00457146	497.378	812.003	2.0668	157.381	0.168969	0.0168967	0.0168965	0.0168964	0.016883	0.0168698	0.0168565	0.0168432	22.0455	20.0008	20.0463	25.0008	25.0463	30.001	30.0921	40.001	40.0979	0.0121611	0.0124409	0.0529022	2.91104	22.0074	2999.53	0.463012	2.09787	0.00312532	4799.9	0.0015394	0.000153939	0.000153939	0.000153938	0.000153818	0.000153699	0.000153579	0.000153459	0.0961084	4.37762e-07	4.37248e-07	4.36733e-07	4.35882e-07	4.35035e-07	4.35238e-07	8.96527e-07	0.000150276	7.76284e-05	7.75028e-05	7.78197e-05	0.00020711	0.0290984	0.00206812	1.42673e-07	6.56208e-12	2.26366e-16	6.24708e-21	-1.39937e-06	-9.82866e-10	-4.603e-13	-1.61688e-16	-4.5438e-20	-1.1081e-05	-6.4162e-08	-2.4723e-10	-7.13877e-13	-1.64837e-15	1.85946e-10	2.60976e-18	2.24945e-26	1.39494e-34	6.75417e-43	1	1	-3.4584e-22	-7.45215e-23	-1.08078e-26	-8.55207e-22	-1.28321e-22	-9.25029e-23	-1.02384e-22	-2.6626e-23	-2.2238e-17	-2.9454e-23	6.63736e-07
93	6000.59	81.4354	1430.96	106.858	25.7152	291.84	2.449	160.024	1514.05	10	793.142	974.285	0.244898	0.244896	0.244895	0.244703	0.244511	0.244319	0.244128	306.023	0.135586	0.673854	1.29144	9.22868	342.975	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.971	2.98171e-07	1.11352e-13	2.77745e-20	5.19958e-27	7.78989e-34	-3.60262e-18	7.31425e-07	10000	1000	1000	5787.28	4.15705	1.0636e-06	1200	0.0491457	197.876	0.004668	497.354	811.971	2.0665	157.386	0.168949	0.0168947	0.0168945	0.0168943	0.016881	0.0168677	0.0168544	0.0168411	22.0376	20.0008	20.0468	25.0008	25.0468	30.001	30.0931	40.001	40.099	0.0122077	0.012492	0.0531324	2.89487	22.0239	2999.53	0.466087	2.1195	0.00312531	4799.9	0.0015394	0.000153939	0.000153939	0.000153938	0.000153818	0.000153698	0.000153579	0.000153459	0.09687	4.42689e-07	4.42175e-07	4.4166e-07	4.40805e-07	4.39954e-07	4.402e-07	9.16529e-07	0.000153349	7.82731e-05	7.81475e-05	7.84823e-05	0.000211541	0.0296283	0.00209059	1.4579e-07	6.77832e-12	2.36367e-16	6.59397e-21	-1.41491e-06	-1.00483e-09	-4.75819e-13	-1.68998e-16	-4.80204e-20	-1.13107e-05	-6.68831e-08	-2.63187e-10	-7.76082e-13	-1.83005e-15	1.87046e-10	2.64828e-18	2.30377e-26	1.44198e-34	7.04725e-43	1	1	-3.96594e-22	-7.96337e-23	-1.24901e-26	-9.80569e-22	-1.4713e-22	-1.06057e-22	-1.17389e-22	-3.05279e-23	-2.52142e-17	-3.37692e-23	6.71413e-07
94	6000.59	81.4529	1430.87	106.866	25.7161	291.788	2.44909	160.024	1514.12	10	793.134	974.284	0.244908	0.244906	0.244904	0.244712	0.24452	0.244329	0.244137	306.075	0.136617	0.67132	1.28597	9.22243	342.951	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9708	3.01444e-07	1.13793e-13	2.86911e-20	5.42947e-27	8.22262e-34	-4.0791e-18	7.47242e-07	10000	1000	1000	5787.3	4.11917	1.08277e-06	1200	0.0496272	197.854	0.00476548	497.331	811.938	2.06621	157.391	0.16893	0.0168928	0.0168926	0.0168924	0.0168791	0.0168658	0.0168525	0.0168392	22.0298	20.0008	20.0473	25.0008	25.0473	30.001	30.0941	40.001	40.1001	0.012254	0.0125427	0.0533584	2.87882	22.0403	2999.52	0.469131	2.14111	0.00312531	4799.9	0.0015394	0.000153939	0.000153939	0.000153938	0.000153818	0.000153698	0.000153578	0.000153459	0.0976258	4.47615e-07	4.47102e-07	4.46587e-07	4.45728e-07	4.44873e-07	4.45163e-07	9.36837e-07	0.000156446	7.89136e-05	7.8788e-05	7.91411e-05	0.000216027	0.0301605	0.00211305	1.48941e-07	6.99927e-12	2.46696e-16	6.95611e-21	-1.43046e-06	-1.02704e-09	-4.91683e-13	-1.76553e-16	-5.07188e-20	-1.15426e-05	-6.96874e-08	-2.79978e-10	-8.42926e-13	-2.02939e-15	1.88147e-10	2.68703e-18	2.35887e-26	1.49014e-34	7.35011e-43	1	1	-4.54103e-22	-8.5035e-23	-1.44108e-26	-1.12261e-21	-1.68442e-22	-1.21414e-22	-1.34389e-22	-3.49486e-23	-2.85489e-17	-3.8658e-23	6.79099e-07
95	6000.6	81.4704	1430.78	106.874	25.717	291.736	2.44919	160.024	1514.19	10	793.126	974.283	0.244917	0.244915	0.244914	0.244722	0.24453	0.244338	0.244147	306.126	0.137641	0.668802	1.28054	9.21622	342.927	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9706	3.04719e-07	1.16261e-13	2.96279e-20	5.66695e-27	8.67447e-34	-4.61223e-18	7.63229e-07	10000	1000	1000	5787.32	4.08167	1.10205e-06	1200	0.0501078	197.832	0.0048639	497.307	811.906	2.06594	157.395	0.168912	0.016891	0.0168908	0.0168906	0.0168772	0.0168639	0.0168506	0.0168373	22.022	20.0008	20.0478	25.0008	25.0478	30.001	30.0951	40.001	40.1012	0.0123	0.0125932	0.0535804	2.86287	22.0566	2999.52	0.472146	2.1627	0.0031253	4799.9	0.0015394	0.000153939	0.000153939	0.000153938	0.000153818	0.000153698	0.000153578	0.000153459	0.0983759	4.52542e-07	4.52028e-07	4.51513e-07	4.50651e-07	4.49792e-07	4.50129e-07	9.57454e-07	0.000159566	7.95498e-05	7.94243e-05	7.97962e-05	0.000220568	0.0306947	0.00213552	1.52126e-07	7.22497e-12	2.5736e-16	7.33398e-21	-1.446e-06	-1.04949e-09	-5.07895e-13	-1.84358e-16	-5.35372e-20	-1.17765e-05	-7.25763e-08	-2.97639e-10	-9.14697e-13	-2.24789e-15	1.89247e-10	2.72599e-18	2.41477e-26	1.53944e-34	7.663e-43	1	1	-5.19159e-22	-9.07382e-23	-1.65995e-26	-1.28328e-21	-1.92549e-22	-1.38784e-22	-1.53618e-22	-3.99491e-23	-3.22801e-17	-4.41879e-23	6.86796e-07
96	6000.61	81.4878	1430.69	106.883	25.718	291.685	2.44929	160.024	1514.26	10	793.117	974.282	0.244927	0.244925	0.244923	0.244731	0.244539	0.244348	0.244156	306.177	0.138657	0.666301	1.27514	9.21005	342.904	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9704	3.07996e-07	1.18756e-13	3.05851e-20	5.9122e-27	9.14608e-34	-5.20809e-18	7.79384e-07	10000	1000	1000	5787.34	4.04455	1.12143e-06	1200	0.0505875	197.811	0.00496326	497.282	811.874	2.06567	157.4	0.168895	0.0168893	0.0168891	0.0168888	0.0168755	0.0168622	0.0168488	0.0168355	22.0142	20.0008	20.0483	25.0008	25.0483	30.001	30.0961	40.001	40.1022	0.0123457	0.0126433	0.0537983	2.84704	22.0726	2999.51	0.475131	2.18426	0.0031253	4799.9	0.0015394	0.000153939	0.000153939	0.000153938	0.000153818	0.000153698	0.000153578	0.000153458	0.0991202	4.57469e-07	4.56955e-07	4.5644e-07	4.55574e-07	4.54711e-07	4.55095e-07	9.78382e-07	0.000162711	8.0182e-05	8.00564e-05	8.04477e-05	0.000225163	0.031231	0.00215799	1.55344e-07	7.45546e-12	2.68365e-16	7.7281e-21	-1.46155e-06	-1.07218e-09	-5.2446e-13	-1.92419e-16	-5.64794e-20	-1.20125e-05	-7.55514e-08	-3.16203e-10	-9.917e-13	-2.48716e-15	1.90346e-10	2.76518e-18	2.47147e-26	1.5899e-34	7.98616e-43	1	1	-5.92667e-22	-9.67568e-23	-1.90908e-26	-1.46482e-21	-2.19788e-22	-1.5841e-22	-1.75345e-22	-4.5599e-23	-3.64504e-17	-5.04357e-23	6.94502e-07
97	6000.61	81.5051	1430.6	106.891	25.719	291.635	2.44938	160.024	1514.32	10	793.109	974.281	0.244936	0.244935	0.244933	0.244741	0.244549	0.244357	0.244166	306.228	0.139667	0.663816	1.26977	9.20391	342.882	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9702	3.11274e-07	1.21279e-13	3.15629e-20	6.16538e-27	9.63809e-34	-5.87348e-18	7.95708e-07	10000	1000	1000	5787.36	4.00779	1.14091e-06	1200	0.0510662	197.789	0.00506354	497.258	811.842	2.06541	157.405	0.168879	0.0168876	0.0168874	0.0168872	0.0168738	0.0168605	0.0168472	0.0168338	22.0065	20.0008	20.0488	25.0008	25.0488	30.001	30.0971	40.001	40.1033	0.012391	0.0126931	0.0540122	2.83132	22.0885	2999.51	0.478086	2.2058	0.00312529	4799.9	0.00153939	0.000153939	0.000153938	0.000153938	0.000153818	0.000153698	0.000153578	0.000153458	0.0998589	4.62396e-07	4.61882e-07	4.61367e-07	4.60497e-07	4.5963e-07	4.60064e-07	9.99624e-07	0.000165879	8.08099e-05	8.06844e-05	8.10955e-05	0.000229813	0.0317692	0.00218045	1.58596e-07	7.6908e-12	2.7972e-16	8.13898e-21	-1.47709e-06	-1.09512e-09	-5.41381e-13	-2.00742e-16	-5.95496e-20	-1.22505e-05	-7.86142e-08	-3.35705e-10	-1.07425e-12	-2.74893e-15	1.91445e-10	2.80459e-18	2.52898e-26	1.64153e-34	8.31981e-43	1	1	-6.75664e-22	-1.03104e-22	-2.19245e-26	-1.6698e-21	-2.50542e-22	-1.80568e-22	-1.99875e-22	-5.19778e-23	-4.11072e-17	-5.74893e-23	7.02218e-07
98	6000.62	81.5224	1430.51	106.9	25.7201	291.585	2.44948	160.025	1514.39	10	793.1	974.28	0.244946	0.244944	0.244943	0.244751	0.244559	0.244367	0.244175	306.278	0.140669	0.661347	1.26445	9.19782	342.86	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.97	3.14553e-07	1.23828e-13	3.25616e-20	6.42667e-27	1.01512e-33	-6.61537e-18	8.12201e-07	10000	1000	1000	5787.38	3.9714	1.16048e-06	1200	0.051544	197.768	0.00516476	497.233	811.809	2.06517	157.409	0.168863	0.0168861	0.0168858	0.0168856	0.0168722	0.0168589	0.0168456	0.0168322	21.9988	20.0008	20.0493	25.0008	25.0493	30.001	30.0981	40.001	40.1044	0.0124361	0.0127426	0.0542221	2.81571	22.1043	2999.5	0.481013	2.22731	0.00312529	4799.9	0.00153939	0.000153939	0.000153938	0.000153938	0.000153818	0.000153698	0.000153578	0.000153458	0.100592	4.67322e-07	4.66809e-07	4.66293e-07	4.65419e-07	4.64549e-07	4.65034e-07	1.02118e-06	0.00016907	8.14338e-05	8.13083e-05	8.17397e-05	0.000234517	0.0323094	0.00220292	1.61881e-07	7.93105e-12	2.91431e-16	8.56715e-21	-1.49263e-06	-1.1183e-09	-5.58662e-13	-2.09332e-16	-6.27518e-20	-1.24906e-05	-8.17664e-08	-3.56184e-10	-1.16269e-12	-3.03502e-15	1.92544e-10	2.84422e-18	2.58729e-26	1.69435e-34	8.6642e-43	1	1	-7.69198e-22	-1.09796e-22	-2.51407e-26	-1.90079e-21	-2.852e-22	-2.05537e-22	-2.27519e-22	-5.91662e-23	-4.62995e-17	-6.54378e-23	7.09944e-07
